,CARD,DECK,BALLOT,S224.Q1,S224.Q2,S224.Q3,S224.Q4A,S224.Q4B,S224.Q4C,S224.Q5A,S224.Q5B,S224.Q6A,S224.Q6B,S224.Q6C,S224.Q6D,S224.Q6E,S224.Q6F,S224.Q7A,S224.Q7B.n,S224.Q8,S224.Q9,S224.Q10A,S224.Q10B,S224.Q10C,S224.Q11A.n,S224.Q11B.n,S224.Q12A,S224.Q12B,S224.Q12C,S224.Q12D,S224.Q13A,S224.Q13B,S224.Q14A,S224.Q14B,S224.Q15,S224.Q16,S224.Q17A,S224.Q17B,S224.Q18A,S224.Q18B,S224.Q19A,S224.Q19B,S224.Q20.n,S224.Q21A,S224.Q21B,S224.Q22,S224.Q23,S224.Q24,S224.Q25,S224.V26,S224.V27,S224.V28
332,1.0,224.0,333.0,2.0,3.0,5.0,6.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,3.0,3.0,1.0,2.0,3.0,2.0,2.0,7.0,99.0
333,1.0,224.0,334.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,,2.0,4.0,2.0,2.0,2.0,,,1.0,1.0,2.0,3.0,3.0,5.0,2.0,1.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,,3.0,0.0,1.0,2.0,3.0,2.0,2.0,7.0,40.0
334,1.0,224.0,335.0,1.0,3.0,6.0,1.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,3.0,3.0,1.0,2.0,3.0,1.0,2.0,7.0,9.0
335,1.0,224.0,336.0,1.0,1.0,6.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,3.0,2.0,2.0,3.0,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,1.0,0.0,5.0,0.0,,2.0,3.0,1.0,2.0,3.0,1.0,2.0,7.0,26.0
336,1.0,224.0,337.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,1.0,0.0,1.0,1.0,2.0,,,1.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,22.0
337,1.0,224.0,338.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,11.0
338,1.0,224.0,339.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,21.0
339,1.0,224.0,340.0,5.0,2.0,7.0,4.0,3.0,1.0,2.0,6.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,26.0
340,1.0,224.0,341.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,,3.0,2.0,0.0,2.0,1.0,,,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,53.0
341,1.0,224.0,342.0,2.0,3.0,6.0,6.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,,3.0,2.0,1.0,1.0,2.0,,,5.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,0.0,3.0,,3.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,52.0
342,1.0,224.0,343.0,4.0,3.0,5.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,3.0,,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,12.0
343,1.0,224.0,344.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,41.0
344,1.0,224.0,345.0,4.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,39.0
345,1.0,224.0,346.0,3.0,2.0,6.0,6.0,4.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,3.0,2.0,,,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,21.0
346,1.0,224.0,347.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,1.0,2.0,3.0,3.0,1.0,,,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,22.0
347,1.0,224.0,348.0,2.0,3.0,5.0,6.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,5.0,1.0,,,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,42.0
348,1.0,224.0,349.0,1.0,3.0,5.0,6.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,,3.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,37.0
349,1.0,224.0,350.0,3.0,3.0,5.0,6.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,,1.0,2.0,2.0,2.0,1.0,,,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,1.0,4.0,5.0
350,1.0,224.0,351.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,0.0,2.0,2.0,2.0,,,0.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,,3.0,3.0,0.0,4.0,3.0,2.0,1.0,4.0,15.0
351,1.0,224.0,352.0,3.0,3.0,6.0,4.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,2.0,4.0,2.0,,,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0
352,1.0,224.0,353.0,3.0,3.0,8.0,6.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,39.0
353,1.0,224.0,354.0,3.0,3.0,4.0,6.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,0.0,,0.0,3.0,1.0,4.0,3.0,2.0,1.0,4.0,50.0
354,1.0,224.0,355.0,4.0,3.0,6.0,5.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0
355,1.0,224.0,356.0,5.0,2.0,5.0,3.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,,,4.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,,2.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,10.0
356,1.0,224.0,357.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,,1.0,2.0,2.0,2.0,2.0,,,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,0.0,,3.0,3.0,1.0,4.0,3.0,2.0,1.0,5.0,22.0
357,1.0,224.0,358.0,3.0,3.0,7.0,2.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,2.0,,,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,,3.0,3.0,0.0,4.0,3.0,1.0,1.0,5.0,2.0
358,1.0,224.0,359.0,2.0,3.0,5.0,2.0,5.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,3.0,,,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,,3.0,2.0,0.0,4.0,3.0,1.0,1.0,5.0,6.0
359,1.0,224.0,360.0,1.0,3.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,4.0,2.0,1.0,2.0,,,5.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,,3.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,26.0
360,1.0,224.0,361.0,4.0,2.0,6.0,5.0,3.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,,,4.0,4.0,5.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,3.0,2.0,1.0,4.0,3.0,2.0,1.0,5.0,15.0
361,1.0,224.0,362.0,7.0,2.0,4.0,6.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,4.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,1.0,6.0,5.0
362,1.0,224.0,363.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,0.0,,3.0,3.0,1.0,4.0,3.0,2.0,1.0,6.0,3.0
363,1.0,224.0,364.0,6.0,3.0,6.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,2.0,1.0,1.0,3.0,,,1.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,6.0,6.0
364,1.0,224.0,365.0,4.0,2.0,5.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,3.0,2.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,6.0,8.0
365,1.0,224.0,366.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,2.0,2.0,1.0,1.0,,,1.0,7.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,3.0,3.0,0.0,4.0,3.0,2.0,4.0,6.0,34.0
366,1.0,224.0,367.0,5.0,2.0,5.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,3.0,,,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,,3.0,3.0,1.0,4.0,3.0,2.0,4.0,6.0,64.0
367,1.0,224.0,368.0,4.0,2.0,7.0,2.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,1.0,4.0,6.0,28.0
368,1.0,224.0,369.0,7.0,3.0,6.0,2.0,6.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,4.0,6.0,52.0
369,1.0,224.0,370.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,1.0,4.0,6.0,59.0
370,1.0,224.0,371.0,6.0,2.0,6.0,1.0,6.0,1.0,2.0,7.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,,3.0,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,2.0,,3.0,3.0,2.0,4.0,3.0,1.0,4.0,6.0,57.0
371,1.0,224.0,372.0,4.0,2.0,5.0,1.0,4.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2.0,1.0,1.0,2.0,,,1.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,4.0,3.0,2.0,4.0,6.0,25.0
372,1.0,224.0,373.0,5.0,2.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,1.0,5.0,,,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,0.0,0.0,,3.0,3.0,1.0,4.0,3.0,2.0,4.0,6.0,12.0
373,1.0,224.0,374.0,3.0,1.0,6.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,4.0,3.0,1.0,4.0,6.0,16.0
374,1.0,224.0,375.0,4.0,2.0,8.0,3.0,2.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,2.0,3.0,2.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,,3.0,0.0,2.0,4.0,3.0,1.0,1.0,7.0,10.0
375,1.0,224.0,376.0,4.0,3.0,7.0,4.0,4.0,1.0,2.0,7.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,4.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,1.0,7.0,1.0
376,1.0,224.0,377.0,4.0,2.0,6.0,5.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,4.0,3.0,2.0,2.0,7.0,81.0
377,1.0,224.0,378.0,4.0,3.0,7.0,4.0,6.0,1.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,2.0,7.0,52.0
378,1.0,224.0,379.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,,,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,,3.0,3.0,2.0,4.0,3.0,1.0,2.0,7.0,53.0
379,1.0,224.0,380.0,7.0,1.0,5.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,1.0,4.0,2.0,2.0,3.0,,,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,,3.0,2.0,2.0,4.0,3.0,2.0,2.0,7.0,59.0
380,1.0,224.0,381.0,3.0,3.0,5.0,6.0,6.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,2.0,4.0,3.0,2.0,2.0,7.0,96.0
381,1.0,224.0,382.0,4.0,2.0,8.0,1.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,,3.0,2.0,3.0,2.0,1.0,,,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,,3.0,3.0,2.0,4.0,3.0,1.0,2.0,7.0,57.0
382,1.0,224.0,383.0,5.0,1.0,5.0,4.0,2.0,1.0,2.0,7.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,,0.0,2.0,1.0,1.0,2.0,,,1.0,1.0,4.0,1.0,0.0,5.0,2.0,1.0,4.0,2.0,5.0,5.0,1.0,0.0,2.0,3.0,,3.0,3.0,2.0,4.0,3.0,1.0,2.0,7.0,16.0
383,1.0,224.0,384.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,1.0,4.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,,3.0,3.0,1.0,4.0,3.0,1.0,2.0,7.0,60.0
384,1.0,224.0,385.0,2.0,3.0,6.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,,3.0,4.0,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,5.0,0.0,,1.0,0.0,0.0,4.0,3.0,1.0,2.0,7.0,41.0
385,1.0,224.0,386.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,3.0,,,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,2.0,7.0,85.0
386,1.0,224.0,387.0,3.0,3.0,6.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,3.0,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,1.0,2.0,7.0,86.0
387,1.0,224.0,388.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,0.0,2.0,2.0,2.0,2.0,,,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,0.0,,3.0,3.0,1.0,4.0,3.0,2.0,2.0,7.0,20.0
388,1.0,224.0,389.0,5.0,3.0,7.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,,,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,2.0,7.0,78.0
389,1.0,224.0,390.0,2.0,3.0,7.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,2.0,3.0,2.0,,,0.0,7.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,1.0,1.0,5.0,1.0,,3.0,3.0,0.0,4.0,3.0,1.0,2.0,7.0,62.0
390,1.0,224.0,391.0,3.0,3.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,,1.0,3.0,5.0,1.0,2.0,,,5.0,4.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,0.0,,2.0,3.0,2.0,4.0,3.0,1.0,2.0,7.0,69.0
391,1.0,224.0,392.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,,0.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,5.0,5.0,3.0,3.0,5.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,7.0,12.0
392,1.0,224.0,393.0,3.0,2.0,5.0,6.0,4.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,0.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,0.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,7.0,50.0
393,1.0,224.0,394.0,3.0,2.0,5.0,3.0,5.0,1.0,2.0,7.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,,0.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,7.0,37.0
394,1.0,224.0,395.0,4.0,3.0,5.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0,2.0,5.0,5.0,3.0,3.0,0.0,0.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,7.0,40.0
395,1.0,224.0,396.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,,0.0,2.0,1.0,1.0,1.0,,,0.0,7.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,5.0,0.0,,2.0,3.0,1.0,4.0,3.0,2.0,3.0,7.0,1.0
396,1.0,224.0,397.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,0.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,,3.0,3.0,1.0,4.0,3.0,1.0,3.0,7.0,14.0
397,1.0,224.0,398.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,4.0,3.0,1.0,3.0,7.0,43.0
398,1.0,224.0,399.0,0.0,3.0,1.0,1.0,6.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,7.0,17.0
399,1.0,224.0,400.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,0.0,7.0,0.0,0.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,5.0,1.0,,3.0,3.0,1.0,4.0,3.0,2.0,3.0,7.0,8.0
