,CARD,DECK,BALLOT,FORM,S100C.Q1,S100C.Q2,S100C.Q3,S100C.Q4,S100C.Q5,S100C.Q6,S100C.Q7A.n,S100C.Q7B,S100C.Q7C,S100C.Q8,S100C.Q9,S100C.Q10,S100C.Q11,S100C.Q12,S100C.Q13,S100C.Q14,S100C.Q15.n,S100C.Q16A,S100C.Q16B,S100C.Q17A,S100C.Q17B,S100C.Q18.n,S100C.Q19,S100C.Q20,S100C.Q21A,S100C.Q21B,S100C.Q22,S100C.Q23,S100C.Q24,S100C.Q25,S100C.Q26,S100C.Q27,S100C.Q28,S100C.Q29A,S100C.Q29B,S100C.Q29C,S100C.Q29D,S100C.Q29E,S100C.Q29F,S100C.Q29G,S100C.Q30A,S100C.Q30B,S100C.Q31,S100C.Q32A,S100C.Q32B,S100C.Q32C,S100C.Q33,S100C.Q34,S100C.Q35,S100C.Q36A,S100C.Q36B.n,S100C.Q37,S100C.Q38,S100C.Q39,S100C.Q40.n,S100C.Q40A.n,S100C.Q40B.n,S100C.Q41,S100C.Q42.1,S100C.Q42.2,S100C.Q43A,S100C.Q43B,S100C.Q43C,S100C.Q44,S100C.Q45A,S100C.Q45B,S100C.Q46A,S100C.Q46B,S100C.Q47A.n,S100C.Q47B.n,S100C.Q48,CARD..1,DECK..1,BALLOT..1,FORM..1,S100C.Q49A,S100C.Q49B,S100C.Q49C,S100C.Q49D,S100C.Q49E,S100C.Q49F,S100C.Q49G,S100C.Q49H,S100C.Q50A,S100C.Q50B,S100C.Q50C,S100C.Q51A.n,S100C.Q51B.n,S100C.Q52.n,S100C.Q53A,S100C.Q53B,S100C.Q53C,S100C.Q54,S100C.Q55A,S100C.Q55B,S100C.Q56.n,S100C.V57,S100C.V58
644,1.0,100.0,645.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,,60.0,15.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,2.0,1.0,2.0,1.0,,3.0,8.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,0.0,,3.0,3.0,1.0,,,,4.0,9.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,,,3.0,2.0,100.0,645.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,,41.0,9.0
645,1.0,100.0,646.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,,90.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,,2.0,8.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,7.0,,1.0,2.0,1.0,,,,4.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,3.0,2.0,100.0,646.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,,,2.0,1.0,1.0,2.0,1.0,1.0,,41.0,5.0
646,1.0,100.0,647.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,,90.0,12.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,,1.0,1.0,3.0,2.0,,3.0,8.0,3.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,,3.0,4.0,1.0,,,,4.0,9.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,,,2.0,2.0,100.0,647.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,,41.0,21.0
647,1.0,100.0,648.0,3.0,1.0,1.0,2.0,2.0,1.0,7.0,,90.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,,2.0,8.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,,2.0,3.0,1.0,,,,4.0,9.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,,3.0,2.0,100.0,648.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,,,,3.0,3.0,3.0,2.0,0.0,0.0,,40.0,30.0
648,1.0,100.0,649.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,,50.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,,2.0,2.0,2.0,2.0,,1.0,8.0,2.0,2.0,8.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,5.0,2.0,3.0,2.0,1.0,0.0,,2.0,2.0,1.0,,,,4.0,9.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,,,3.0,2.0,100.0,649.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,,,,3.0,2.0,1.0,2.0,1.0,2.0,,41.0,15.0
649,1.0,100.0,650.0,3.0,1.0,1.0,3.0,1.0,2.0,7.0,,90.0,21.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,,1.0,1.0,2.0,1.0,,2.0,8.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,2.0,1.0,0.0,,3.0,4.0,3.0,,,,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,,2.0,2.0,100.0,650.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,2.0,,,,2.0,1.0,1.0,2.0,1.0,2.0,,40.0,25.0
650,1.0,100.0,651.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,,150.0,39.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,2.0,3.0,2.0,,3.0,0.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,0.0,,3.0,0.0,1.0,,,,4.0,9.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,,,1.0,2.0,100.0,651.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,3.0,3.0,2.0,2.0,2.0,2.0,,40.0,23.0
651,1.0,100.0,652.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,,120.0,28.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,,3.0,1.0,2.0,3.0,,2.0,8.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,,,,4.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,100.0,652.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,,,,3.0,3.0,1.0,2.0,1.0,2.0,,46.0,19.0
652,1.0,100.0,653.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,,40.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,8.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,,3.0,1.0,1.0,,,,3.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,,3.0,2.0,100.0,653.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.0,0.0,,47.0,14.0
653,1.0,100.0,654.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,,160.0,20.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,,3.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,,1.0,2.0,1.0,,,,4.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,1.0,2.0,100.0,654.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,,,,3.0,2.0,1.0,2.0,0.0,1.0,,45.0,6.0
654,1.0,100.0,655.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,,160.0,21.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,3.0,1.0,3.0,3.0,,4.0,8.0,2.0,0.0,5.0,0.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,2.0,0.0,2.0,1.0,,2.0,2.0,2.0,,,,3.0,9.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,,,1.0,2.0,100.0,655.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,,,,1.0,2.0,0.0,0.0,0.0,2.0,,45.0,8.0
655,1.0,100.0,656.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,,80.0,21.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,4.0,1.0,3.0,1.0,,3.0,8.0,1.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,8.0,5.0,3.0,1.0,2.0,0.0,1.0,,1.0,4.0,1.0,,,,4.0,10.0,3.0,4.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,,,2.0,2.0,100.0,656.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,,,,1.0,3.0,3.0,1.0,1.0,2.0,,47.0,11.0
656,1.0,100.0,657.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,,999.0,999.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,,2.0,8.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,2.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,,,,3.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,,,4.0,2.0,100.0,657.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,47.0,8.0
657,1.0,100.0,658.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,,40.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,3.0,1.0,,4.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,6.0,,3.0,2.0,1.0,,,,3.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,,,4.0,2.0,100.0,658.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,,,,1.0,3.0,2.0,2.0,1.0,1.0,,47.0,9.0
658,1.0,100.0,659.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,,150.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,,3.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,2.0,,,,3.0,12.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,100.0,659.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,,46.0,7.0
659,1.0,100.0,660.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,,999.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,,2.0,0.0,1.0,0.0,7.0,6.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,,3.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,,,3.0,2.0,100.0,660.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,47.0,3.0
660,1.0,100.0,661.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,,90.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,,1.0,2.0,2.0,,,,4.0,5.0,4.0,5.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,,,3.0,2.0,100.0,661.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,1.0,3.0,3.0,2.0,2.0,2.0,,46.0,28.0
661,1.0,100.0,662.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,,98.0,98.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,,3.0,8.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,,3.0,2.0,1.0,,,,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,,,2.0,2.0,100.0,662.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,2.0,2.0,0.0,,46.0,11.0
662,1.0,100.0,663.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,,999.0,999.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,3.0,3.0,,3.0,8.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,1.0,1.0,4.0,5.0,3.0,0.0,2.0,4.0,,3.0,1.0,1.0,,,,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,2.0,2.0,100.0,663.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,,47.0,4.0
663,1.0,100.0,664.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,,999.0,999.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,,3.0,8.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,3.0,2.0,,,,3.0,10.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,100.0,664.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,,,,3.0,3.0,2.0,2.0,0.0,0.0,,47.0,15.0
664,1.0,100.0,665.0,3.0,1.0,1.0,5.0,2.0,1.0,3.0,,21.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,3.0,,1.0,8.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,,2.0,1.0,2.0,,,,4.0,10.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,,,1.0,2.0,100.0,665.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,,,,1.0,0.0,0.0,0.0,2.0,2.0,,45.0,15.0
665,1.0,100.0,666.0,3.0,1.0,1.0,4.0,3.0,0.0,3.0,,180.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,,1.0,1.0,2.0,,,,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,0.0,2.0,100.0,666.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,2.0,2.0,,46.0,8.0
666,1.0,100.0,667.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,,109.0,21.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,3.0,1.0,,1.0,8.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,,3.0,4.0,1.0,,,,4.0,10.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,3.0,2.0,100.0,667.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,2.0,,46.0,14.0
667,1.0,100.0,668.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,,90.0,21.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,,2.0,1.0,2.0,1.0,,2.0,0.0,3.0,2.0,9.0,0.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,,1.0,2.0,1.0,,,,4.0,10.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,2.0,2.0,100.0,668.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,47.0,2.0
668,1.0,100.0,669.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,,90.0,999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,1.0,3.0,1.0,3.0,,1.0,1.0,2.0,,,,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,100.0,669.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,0.0,0.0,,47.0,13.0
669,1.0,100.0,670.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,,55.0,14.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,,3.0,8.0,3.0,2.0,5.0,6.0,1.0,3.0,3.0,0.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,,0.0,3.0,0.0,,,,4.0,9.0,1.0,5.0,1.0,2.0,0.0,1.0,4.0,2.0,1.0,,,0.0,2.0,100.0,670.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,,45.0,11.0
670,1.0,100.0,671.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,,35.0,21.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,,2.0,2.0,2.0,2.0,,3.0,0.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,2.0,2.0,3.0,3.0,2.0,6.0,,2.0,2.0,2.0,,,,4.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,,,3.0,2.0,100.0,671.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,,,,2.0,2.0,3.0,2.0,2.0,0.0,,45.0,16.0
671,1.0,100.0,672.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,,80.0,28.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,7.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,3.0,1.0,,,,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,3.0,2.0,100.0,672.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,46.0,29.0
672,1.0,100.0,673.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,21.0,999.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,1.0,,2.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,,1.0,1.0,1.0,,,,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,,4.0,2.0,100.0,673.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,45.0,14.0
673,1.0,100.0,674.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,,65.0,18.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,,2.0,8.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,,2.0,3.0,2.0,,,,4.0,11.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,,,3.0,2.0,100.0,674.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,3.0,3.0,2.0,1.0,2.0,,46.0,16.0
674,1.0,100.0,675.0,3.0,2.0,1.0,5.0,3.0,1.0,7.0,,999.0,15.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,3.0,3.0,,3.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,,2.0,3.0,1.0,,,,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,,4.0,2.0,100.0,675.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,,,,1.0,3.0,3.0,2.0,2.0,0.0,,40.0,26.0
675,1.0,100.0,676.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,,200.0,21.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,,2.0,2.0,2.0,2.0,,2.0,8.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,4.0,2.0,0.0,,1.0,3.0,1.0,,,,4.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,,,3.0,2.0,100.0,676.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,,,,3.0,1.0,1.0,2.0,1.0,2.0,,43.0,25.0
676,1.0,100.0,677.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,,60.0,21.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,2.0,,1.0,8.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,,2.0,2.0,1.0,,,,3.0,9.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,,,4.0,2.0,100.0,677.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,0.0,2.0,2.0,,43.0,11.0
677,1.0,100.0,678.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,,75.0,24.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,3.0,2.0,3.0,2.0,,3.0,8.0,2.0,2.0,6.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,3.0,1.0,2.0,4.0,2.0,3.0,,3.0,3.0,1.0,,,,3.0,10.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,,,4.0,2.0,100.0,678.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,,42.0,14.0
678,1.0,100.0,679.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,,95.0,23.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,,2.0,2.0,3.0,3.0,,4.0,8.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,,3.0,2.0,1.0,,,,4.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,,,2.0,2.0,100.0,679.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,1.0,3.0,3.0,2.0,0.0,0.0,,43.0,15.0
