,CARD,DECK,BALLOT,S146.Q1,S146.Q2,S146.Q3,S146.Q4,S146.Q5,S146.Q6.x,S146.Q8,S146.Q9,S146.Q10,S146.Q11,S146.Q12,S146.Q13,S146.Q14.n,S146.Q15,S146.Q16,S146.Q17.n,S146.Q18,S146.Q19,S146.Q20,S146.Q21.n,S146.Q22,S146.Q23,S146.Q24,S146.Q25,S146.Q26.1,S146.Q26.2,S146.Q26.3,S146.Q26.4,S146.Q26.5,S146.Q26.6,S146.Q26.7,S146.Q26.8,S146.Q26.9,S146.Q27,S146.Q28,S146.Q29,S146.Q30,S146.Q31,S146.Q32,S146.Q33,S146.Q34,S146.Q35,S146.Q36,S146.Q37,S146.Q38,S146.Q39,S146.Q40A,S146.Q40B,S146.Q40C,S146.Q40D,S146.Q40E,S146.Q40F,S146.Q40G,S146.Q41,S146.Q42A,S146.Q42B,S146.Q42C,S146.Q42D,S146.Q42E,S146.Q43,S146.Q44,S146.Q45,S146.Q46,S146.Q47,S146.Q48,S146.Q49,S146.Q50,S146.Q51.1,S146.Q51.2,S146.Q51.3,S146.Q51.4,S146.Q51.5,S146.Q51.6,CARD..1,DECK..1,BALLOT..1,S146.Q51.7,S146.Q51.8,S146.Q51.9,S146.Q52,S146.Q53,S146.Q54,S146.Q55,S146.Q56,S146.Q57,S146.Q58,S146.Q59,S146.Q60,S146.Q61,S146.Q62,S146.Q63,S146.Q64,S146.Q65,S146.Q66,S146.Q67,S146.Q68,S146.Q69A,S146.Q69B,S146.Q69C,S146.Q69D,S146.Q69E,S146.Q70.n,S146.V71
487,1.0,146.0,281.0,0.0,11.0,0.0,6.0,5.0,4.0,2.0,1.0,5.0,6.0,5.0,3.0,,1.0,2.0,,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2.0,146.0,281.0,1.0,22.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,,3.0,2.0,,2.0,2.0,5.0,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,1.0,146.0,282.0,2.0,0.0,2.0,0.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,3.0,,2.0,3.0,,3.0,3.0,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,146.0,282.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0
490,1.0,146.0,283.0,3.0,8.0,6.0,6.0,3.0,4.0,3.0,1.0,5.0,6.0,5.0,3.0,,2.0,2.0,,3.0,2.0,2.0,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2.0,146.0,283.0,2.0,22.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,,3.0,2.0,,2.0,2.0,5.0,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.0,146.0,284.0,3.0,4.0,6.0,4.0,4.0,1.0,1.0,2.0,6.0,6.0,5.0,3.0,,2.0,2.0,,3.0,4.0,2.0,,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2.0,146.0,284.0,2.0,22.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,13.0,,0.0,2.0,,1.0,2.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,1.0,146.0,285.0,5.0,5.0,5.0,6.0,3.0,1.0,1.0,2.0,6.0,6.0,5.0,3.0,,1.0,2.0,,2.0,3.0,3.0,,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2.0,146.0,285.0,1.0,22.0,0.0,2.0,2.0,2.0,6.0,1.0,2.0,4.0,2.0,25.0,,3.0,2.0,,2.0,2.0,5.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.0,146.0,286.0,4.0,10.0,5.0,5.0,2.0,1.0,1.0,1.0,6.0,6.0,5.0,3.0,,2.0,2.0,,3.0,2.0,3.0,,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2.0,146.0,286.0,2.0,22.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,4.0,1.0,20.0,,1.0,2.0,,2.0,3.0,4.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.0,146.0,287.0,2.0,7.0,4.0,5.0,4.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,,2.0,2.0,,0.0,1.0,3.0,,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,146.0,287.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,,4.0
499,1.0,146.0,288.0,0.0,4.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,2.0,1.0,2.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2.0,146.0,288.0,2.0,22.0,2.0,3.0,4.0,2.0,0.0,1.0,3.0,4.0,2.0,32.0,,5.0,2.0,,2.0,1.0,3.0,,3.0,1.0,0.0,0.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1.0,146.0,289.0,1.0,5.0,5.0,6.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,3.0,3.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,6.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2.0,146.0,289.0,2.0,22.0,1.0,3.0,4.0,3.0,6.0,2.0,4.0,4.0,3.0,32.0,,5.0,4.0,,1.0,3.0,3.0,,4.0,2.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,1.0,146.0,290.0,3.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,,1.0,2.0,,3.0,4.0,2.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2.0,146.0,290.0,2.0,22.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1.0,146.0,291.0,5.0,7.0,6.0,2.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0,12.0,,2.0,2.0,,3.0,2.0,2.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,2.0,146.0,291.0,2.0,22.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,13.0,,3.0,2.0,,2.0,1.0,4.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1.0,146.0,292.0,1.0,5.0,7.0,7.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,12.0,,2.0,2.0,,3.0,3.0,2.0,,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,2.0,146.0,292.0,2.0,22.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,13.0,,3.0,2.0,,2.0,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1.0,146.0,293.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,12.0,,2.0,2.0,,3.0,4.0,2.0,,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,6.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,2.0,146.0,293.0,2.0,22.0,0.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,1.0,13.0,,3.0,2.0,,2.0,2.0,5.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1.0,146.0,294.0,1.0,3.0,7.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,10.0,,2.0,3.0,,2.0,2.0,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2.0,146.0,294.0,2.0,22.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,32.0,,5.0,3.0,,2.0,1.0,3.0,,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1.0,146.0,295.0,2.0,5.0,4.0,7.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0,,2.0,3.0,,3.0,3.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,146.0,295.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,8.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,,1.0
514,1.0,146.0,296.0,1.0,5.0,5.0,7.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,14.0,,2.0,2.0,,2.0,4.0,3.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,2.0,146.0,296.0,2.0,22.0,3.0,3.0,1.0,2.0,0.0,2.0,3.0,4.0,2.0,32.0,,5.0,2.0,,1.0,3.0,4.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.0,146.0,297.0,5.0,6.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,10.0,,2.0,2.0,,3.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,2.0,146.0,297.0,2.0,22.0,2.0,3.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,2.0,5.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1.0,146.0,298.0,2.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,11.0,,1.0,1.0,,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,146.0,298.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,,1.0
519,1.0,146.0,299.0,3.0,4.0,5.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,14.0,,3.0,2.0,,3.0,3.0,2.0,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,2.0,146.0,299.0,1.0,22.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,32.0,,5.0,2.0,,2.0,2.0,3.0,,3.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1.0,146.0,300.0,4.0,8.0,7.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,14.0,,2.0,1.0,,3.0,2.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,2.0,146.0,300.0,2.0,22.0,5.0,1.0,2.0,4.0,5.0,0.0,1.0,1.0,1.0,32.0,,5.0,2.0,,2.0,2.0,4.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1.0,146.0,301.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,14.0,,2.0,2.0,,2.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,6.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,146.0,301.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,,3.0
524,1.0,146.0,302.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,14.0,,1.0,3.0,,2.0,3.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,146.0,302.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,7.0,0.0,1.0,3.0,2.0,3.0,2.0,5.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,,3.0
525,1.0,146.0,303.0,3.0,8.0,6.0,6.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,12.0,,3.0,2.0,,3.0,2.0,2.0,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2.0,146.0,303.0,1.0,22.0,4.0,3.0,4.0,2.0,8.0,1.0,1.0,1.0,1.0,13.0,,3.0,2.0,,2.0,1.0,4.0,,3.0,2.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1.0,146.0,304.0,2.0,4.0,7.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,10.0,,2.0,1.0,,3.0,3.0,2.0,,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,146.0,304.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0
528,1.0,146.0,305.0,3.0,7.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,10.0,,1.0,2.0,,3.0,2.0,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,2.0,146.0,305.0,2.0,22.0,2.0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,32.0,,5.0,3.0,,2.0,2.0,2.0,,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1.0,146.0,306.0,3.0,10.0,4.0,4.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,10.0,,2.0,2.0,,3.0,3.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,2.0,146.0,306.0,2.0,22.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,32.0,,5.0,3.0,,2.0,1.0,3.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1.0,146.0,307.0,1.0,9.0,6.0,7.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,10.0,,3.0,2.0,,3.0,4.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,146.0,307.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,,1.0
