,CARD,DECK,BALLOT,S146.Q1,S146.Q2,S146.Q3,S146.Q4,S146.Q5,S146.Q6.x,S146.Q8,S146.Q9,S146.Q10,S146.Q11,S146.Q12,S146.Q13,S146.Q14.n,S146.Q15,S146.Q16,S146.Q17.n,S146.Q18,S146.Q19,S146.Q20,S146.Q21.n,S146.Q22,S146.Q23,S146.Q24,S146.Q25,S146.Q26.1,S146.Q26.2,S146.Q26.3,S146.Q26.4,S146.Q26.5,S146.Q26.6,S146.Q26.7,S146.Q26.8,S146.Q26.9,S146.Q27,S146.Q28,S146.Q29,S146.Q30,S146.Q31,S146.Q32,S146.Q33,S146.Q34,S146.Q35,S146.Q36,S146.Q37,S146.Q38,S146.Q39,S146.Q40A,S146.Q40B,S146.Q40C,S146.Q40D,S146.Q40E,S146.Q40F,S146.Q40G,S146.Q41,S146.Q42A,S146.Q42B,S146.Q42C,S146.Q42D,S146.Q42E,S146.Q43,S146.Q44,S146.Q45,S146.Q46,S146.Q47,S146.Q48,S146.Q49,S146.Q50,S146.Q51.1,S146.Q51.2,S146.Q51.3,S146.Q51.4,S146.Q51.5,S146.Q51.6,CARD..1,DECK..1,BALLOT..1,S146.Q51.7,S146.Q51.8,S146.Q51.9,S146.Q52,S146.Q53,S146.Q54,S146.Q55,S146.Q56,S146.Q57,S146.Q58,S146.Q59,S146.Q60,S146.Q61,S146.Q62,S146.Q63,S146.Q64,S146.Q65,S146.Q66,S146.Q67,S146.Q68,S146.Q69A,S146.Q69B,S146.Q69C,S146.Q69D,S146.Q69E,S146.Q70.n,S146.V71
44,1.0,146.0,26.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,,3.0,2.0,,3.0,4.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,146.0,26.0,2.0,22.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,32.0,,5.0,2.0,,2.0,1.0,5.0,,2.0,2.0,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1.0,146.0,27.0,7.0,9.0,7.0,5.0,5.0,1.0,1.0,1.0,6.0,5.0,3.0,1.0,,2.0,1.0,,3.0,2.0,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,146.0,27.0,2.0,22.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,32.0,,5.0,4.0,,0.0,2.0,5.0,,2.0,1.0,1.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1.0,146.0,28.0,2.0,6.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,1.0,1.0,,2.0,1.0,2.0,,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,146.0,28.0,1.0,22.0,3.0,2.0,1.0,2.0,0.0,3.0,3.0,4.0,1.0,32.0,,5.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1.0,146.0,29.0,0.0,7.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,1.0,,1.0,2.0,3.0,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,146.0,29.0,2.0,22.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,32.0,,5.0,4.0,,2.0,1.0,5.0,,3.0,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1.0,146.0,30.0,1.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,146.0,30.0,2.0,22.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,32.0,,5.0,4.0,,2.0,1.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1.0,146.0,31.0,4.0,7.0,5.0,6.0,5.0,4.0,3.0,1.0,4.0,4.0,3.0,1.0,,2.0,3.0,,3.0,4.0,2.0,,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,146.0,31.0,2.0,22.0,3.0,3.0,4.0,2.0,2.0,0.0,4.0,4.0,3.0,32.0,,5.0,0.0,,2.0,3.0,4.0,,3.0,0.0,0.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1.0,146.0,32.0,1.0,9.0,3.0,6.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,,1.0,3.0,,1.0,1.0,3.0,,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,4.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,32.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,,4.0
57,1.0,146.0,33.0,3.0,3.0,6.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,1.0,1.0,2.0,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,146.0,33.0,1.0,22.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,32.0,,5.0,2.0,,2.0,1.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1.0,146.0,34.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,,2.0,2.0,,3.0,3.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,146.0,34.0,2.0,22.0,3.0,3.0,4.0,2.0,0.0,2.0,3.0,4.0,2.0,32.0,,5.0,2.0,,2.0,1.0,5.0,,3.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1.0,146.0,35.0,3.0,6.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,3.0,,2.0,1.0,2.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2.0,146.0,35.0,2.0,22.0,0.0,3.0,4.0,2.0,0.0,3.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,3.0,4.0,,2.0,2.0,0.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1.0,146.0,36.0,6.0,9.0,5.0,5.0,5.0,1.0,1.0,0.0,6.0,4.0,3.0,1.0,,3.0,2.0,,3.0,4.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2.0,146.0,36.0,1.0,22.0,1.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.0,146.0,37.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,,3.0,1.0,,3.0,4.0,2.0,,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2.0,146.0,37.0,2.0,22.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,32.0,,5.0,2.0,,1.0,2.0,5.0,,2.0,1.0,1.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1.0,146.0,38.0,1.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,,3.0,2.0,,3.0,2.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,38.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,,4.0
68,1.0,146.0,39.0,3.0,7.0,7.0,5.0,5.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,,1.0,2.0,,2.0,3.0,2.0,,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2.0,146.0,39.0,2.0,22.0,2.0,3.0,4.0,3.0,0.0,3.0,4.0,4.0,3.0,32.0,,5.0,4.0,,1.0,3.0,2.0,,3.0,2.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.0,146.0,40.0,1.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,3.0,,3.0,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,40.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0
71,1.0,146.0,41.0,1.0,4.0,3.0,6.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,3.0,4.0,3.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2.0,146.0,41.0,2.0,22.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,32.0,,5.0,2.0,,1.0,2.0,5.0,,3.0,2.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1.0,146.0,42.0,3.0,9.0,4.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,,3.0,2.0,,2.0,3.0,2.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2.0,146.0,42.0,2.0,22.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,32.0,,5.0,4.0,,1.0,1.0,5.0,,2.0,2.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1.0,146.0,43.0,1.0,10.0,4.0,2.0,5.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,,3.0,2.0,,3.0,4.0,3.0,,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2.0,146.0,43.0,2.0,22.0,2.0,2.0,3.0,4.0,6.0,1.0,4.0,4.0,3.0,32.0,,5.0,4.0,,2.0,3.0,5.0,,4.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1.0,146.0,44.0,3.0,11.0,6.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,,2.0,2.0,,3.0,2.0,2.0,,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2.0,146.0,44.0,2.0,22.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,32.0,,5.0,2.0,,2.0,3.0,2.0,,4.0,2.0,2.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1.0,146.0,45.0,1.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,,2.0,2.0,,3.0,1.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2.0,146.0,45.0,2.0,22.0,0.0,3.0,2.0,4.0,0.0,2.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,2.0,4.0,,1.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1.0,146.0,46.0,1.0,7.0,4.0,6.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,,1.0,2.0,,2.0,1.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2.0,146.0,46.0,2.0,22.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,32.0,,5.0,1.0,,2.0,1.0,4.0,,3.0,2.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1.0,146.0,47.0,1.0,4.0,7.0,2.0,4.0,5.0,3.0,2.0,6.0,3.0,2.0,1.0,,2.0,1.0,,1.0,2.0,3.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2.0,146.0,47.0,2.0,22.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,,0.0,0.0,,2.0,1.0,1.0,,3.0,2.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1.0,146.0,48.0,1.0,10.0,5.0,3.0,4.0,4.0,2.0,1.0,5.0,5.0,3.0,1.0,,3.0,2.0,,2.0,3.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,146.0,48.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,0.0,3.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,,4.0
86,1.0,146.0,49.0,1.0,4.0,7.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,1.0,3.0,,1.0,3.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2.0,146.0,49.0,2.0,22.0,0.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,32.0,,5.0,1.0,,2.0,1.0,4.0,,3.0,2.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1.0,146.0,50.0,1.0,5.0,7.0,5.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,,2.0,2.0,,3.0,4.0,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,6.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,146.0,50.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,,4.0
89,1.0,146.0,51.0,6.0,7.0,6.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,,2.0,2.0,,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2.0,146.0,51.0,2.0,22.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,32.0,,5.0,0.0,,0.0,1.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
