,CARD,DECK,BALLOT,S112.Q1,S112.Q2,S112.Q3,S112.Q4,S112.Q5,S112.Q6,S112.Q7,S112.Q8,S112.Q9,S112.Q10,S112.Q11,S112.Q12,S112.Q13,S112.Q14,S112.Q15,S112.Q16,S112.Q17,S112.Q18,S112.Q19,S112.Q20,S112.Q21,S112.Q22,S112.Q23,S112.Q24,S112.Q25,S112.Q26,S112.Q27,S112.Q28,S112.Q29,S112.Q30,S112.Q31,S112.Q32,S112.Q33,S112.Q34,S112.Q35,S112.Q36,S112.Q37,S112.Q38,S112.Q39,S112.Q40,S112.Q41,S112.Q42,S112.Q43,S112.Q44,S112.Q45,S112.Q46A,S112.Q46B.n,S112.Q47,S112.Q48,S112.Q49,S112.Q50,S112.Q51,S112.Q52,S112.Q53,S112.Q54,S112.Q55,S112.Q56,S112.Q57,S112.Q58,S112.Q59,S112.Q60,S112.Q61,S112.Q62,S112.Q63,S112.Q64,S112.Q65,S112.Q66,S112.Q67.n,S112.Q68,S112.Q69,S112.Q70,S112.Q71,S112.Q72,CARD..1,DECK..1,BALLOT..1,S112.Q73,S112.Q74,S112.Q75,S112.Q76,S112.Q77,S112.Q78,S112.V79,S112.V80
2152,1.0,112.0,2153.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,,2.0,2.0,4.0,1.0,2.0,2.0,112.0,2153.0,2.0,2.0,4.0,2.0,1.0,2.0,23.0,24.0
2153,1.0,112.0,2154.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,,2.0,2.0,2.0,1.0,2.0,2.0,112.0,2154.0,1.0,1.0,1.0,2.0,2.0,2.0,43.0,28.0
2154,1.0,112.0,2155.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,,2.0,1.0,3.0,0.0,1.0,2.0,112.0,2155.0,2.0,3.0,2.0,3.0,3.0,1.0,81.0,30.0
2155,1.0,112.0,2156.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,5.0,4.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,112.0,2156.0,3.0,3.0,2.0,2.0,2.0,1.0,31.0,40.0
2156,1.0,112.0,2157.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,6.0,0.0,2.0,4.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,,3.0,3.0,3.0,0.0,1.0,2.0,112.0,2157.0,1.0,0.0,4.0,3.0,1.0,1.0,73.0,49.0
2157,1.0,112.0,2158.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,,3.0,2.0,1.0,2.0,2.0,2.0,112.0,2158.0,2.0,1.0,1.0,2.0,1.0,3.0,52.0,80.0
2158,1.0,112.0,2159.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,,1.0,2.0,1.0,0.0,2.0,2.0,112.0,2159.0,2.0,2.0,3.0,2.0,1.0,3.0,44.0,21.0
2159,1.0,112.0,2160.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,4.0,3.0,3.0,1.0,4.0,,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,,3.0,2.0,3.0,3.0,2.0,2.0,112.0,2160.0,1.0,3.0,3.0,3.0,3.0,3.0,52.0,7.0
2160,1.0,112.0,2161.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,,2.0,2.0,2.0,0.0,3.0,2.0,112.0,2161.0,3.0,3.0,3.0,3.0,3.0,3.0,52.0,29.0
2161,1.0,112.0,2162.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,112.0,2162.0,2.0,2.0,2.0,2.0,2.0,2.0,83.0,37.0
2162,1.0,112.0,2163.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,6.0,0.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,112.0,2163.0,1.0,1.0,1.0,3.0,2.0,3.0,33.0,38.0
2163,1.0,112.0,2164.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,,2.0,1.0,3.0,0.0,3.0,2.0,112.0,2164.0,2.0,0.0,4.0,2.0,1.0,1.0,92.0,21.0
2164,1.0,112.0,2165.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,112.0,2165.0,2.0,3.0,2.0,1.0,1.0,1.0,22.0,24.0
2165,1.0,112.0,2166.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,,3.0,4.0,4.0,0.0,1.0,2.0,112.0,2166.0,2.0,1.0,1.0,1.0,1.0,2.0,73.0,25.0
2166,1.0,112.0,2167.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,112.0,2167.0,2.0,1.0,1.0,4.0,1.0,2.0,31.0,56.0
2167,1.0,112.0,2168.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,0.0,5.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,,1.0,1.0,2.0,0.0,1.0,2.0,112.0,2168.0,1.0,2.0,1.0,2.0,3.0,3.0,21.0,41.0
2168,1.0,112.0,2169.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,1.0,2.0,2.0,3.0,,0.0,3.0,3.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,,3.0,2.0,4.0,0.0,3.0,2.0,112.0,2169.0,3.0,3.0,1.0,1.0,1.0,3.0,23.0,37.0
2169,1.0,112.0,2170.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,,2.0,2.0,3.0,2.0,1.0,2.0,112.0,2170.0,1.0,3.0,2.0,3.0,1.0,3.0,54.0,51.0
2170,1.0,112.0,2171.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,,3.0,2.0,2.0,1.0,2.0,2.0,112.0,2171.0,3.0,3.0,3.0,2.0,2.0,3.0,91.0,3.0
2171,1.0,112.0,2172.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,5.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,112.0,2172.0,2.0,2.0,2.0,3.0,3.0,3.0,51.0,74.0
2172,1.0,112.0,2173.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,,2.0,2.0,2.0,0.0,3.0,2.0,112.0,2173.0,2.0,3.0,3.0,2.0,3.0,3.0,12.0,30.0
2173,1.0,112.0,2174.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,,3.0,3.0,4.0,2.0,3.0,2.0,112.0,2174.0,3.0,3.0,1.0,3.0,3.0,4.0,93.0,49.0
2174,1.0,112.0,2175.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,6.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,,2.0,2.0,2.0,0.0,1.0,2.0,112.0,2175.0,2.0,1.0,1.0,2.0,2.0,3.0,53.0,32.0
2175,1.0,112.0,2176.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,,2.0,1.0,2.0,2.0,2.0,2.0,112.0,2176.0,2.0,2.0,2.0,2.0,1.0,1.0,42.0,12.0
2176,1.0,112.0,2177.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0,3.0,6.0,4.0,4.0,,4.0,4.0,3.0,0.0,3.0,2.0,112.0,2177.0,2.0,2.0,3.0,3.0,1.0,2.0,13.0,36.0
2177,1.0,112.0,2178.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,,1.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,1.0,2.0,112.0,2178.0,3.0,1.0,1.0,2.0,1.0,2.0,84.0,15.0
2178,1.0,112.0,2179.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,112.0,2179.0,2.0,3.0,2.0,0.0,1.0,3.0,23.0,33.0
2179,1.0,112.0,2180.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,,2.0,2.0,2.0,1.0,3.0,2.0,112.0,2180.0,3.0,2.0,2.0,2.0,2.0,3.0,14.0,5.0
2180,1.0,112.0,2181.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,0.0,1.0,2.0,112.0,2181.0,3.0,3.0,1.0,1.0,1.0,1.0,71.0,37.0
2181,1.0,112.0,2182.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,2.0,0.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,,2.0,1.0,3.0,0.0,3.0,2.0,112.0,2182.0,1.0,0.0,3.0,3.0,1.0,3.0,51.0,77.0
2182,1.0,112.0,2183.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,,1.0,1.0,3.0,1.0,3.0,2.0,112.0,2183.0,2.0,2.0,3.0,2.0,3.0,3.0,43.0,39.0
2183,1.0,112.0,2184.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,,3.0,1.0,3.0,0.0,3.0,2.0,112.0,2184.0,3.0,3.0,1.0,2.0,3.0,3.0,32.0,51.0
2184,1.0,112.0,2185.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,2.0,2.0,4.0,2.0,1.0,2.0,112.0,2185.0,1.0,2.0,2.0,3.0,0.0,1.0,42.0,2.0
2185,1.0,112.0,2186.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,112.0,2186.0,2.0,3.0,3.0,3.0,3.0,3.0,52.0,4.0
2186,1.0,112.0,2187.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,5.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,2.0,2.0,3.0,2.0,112.0,2187.0,3.0,3.0,1.0,2.0,1.0,3.0,51.0,23.0
2187,1.0,112.0,2188.0,1.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,6.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,,2.0,2.0,2.0,2.0,2.0,2.0,112.0,2188.0,2.0,2.0,2.0,2.0,1.0,3.0,92.0,46.0
2188,1.0,112.0,2189.0,1.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,,1.0,1.0,1.0,0.0,1.0,2.0,112.0,2189.0,3.0,1.0,0.0,2.0,3.0,3.0,31.0,57.0
2189,1.0,112.0,2190.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,,4.0,1.0,3.0,0.0,3.0,2.0,112.0,2190.0,2.0,2.0,1.0,3.0,1.0,1.0,92.0,57.0
