,CARD,DECK,BALLOT,FORM,S160A.Q1,S160A.Q2,S160A.Q3,S160A.Q4,S160A.Q5A,S160A.Q5B,S160A.Q5C,S160A.Q6A,S160A.Q6B.n,S160A.Q7,S160A.Q8,S160A.Q9A1,S160A.Q9A2,S160A.Q9A3,S160A.Q9A4,S160A.Q9A5,S160A.Q9A6,S160A.Q9A7,S160A.Q9A8,S160A.Q9B,S160A.Q10A,S160A.Q10B,S160A.Q10C,S160A.Q11A.n,S160A.Q11B.n,S160A.Q11C.n,S160A.Q12A,S160A.Q13,S160A.Q14A,S160A.Q14B,S160A.Q15.n,S160A.Q16,S160A.Q17A,S160A.Q17B,S160A.Q18A,S160A.Q18B,S160A.Q19,S160A.Q20.n,S160A.Q21A,S160A.Q21B,S160A.Q23,S160A.Q24A,S160A.Q24C.n,S160A.Q25A,S160A.Q25B,S160A.Q27,S160A.Q28A,S160A.Q28C.n,S160A.Q29,S160A.Q30,S160A.Q31,S160A.Q32,S160A.Q33A,S160A.Q33B,S160A.Q33C.n,S160A.V34
174,1.0,160.0,175.0,1.0,1.0,3.0,7.0,4.0,7.0,3.0,2.0,0.0,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,1.0,7.0,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,2.0,1.0,,1.0,2.0,1.0,1.0,,0.0,0.0,9.0,9.0,,1.0,0.0,0.0,4.0,1.0,1.0,,236.0
175,1.0,160.0,176.0,1.0,1.0,2.0,6.0,3.0,3.0,3.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,2.0,,,,3.0,2.0,2.0,3.0,,5.0,0.0,1.0,3.0,0.0,1.0,,2.0,2.0,9.0,9.0,,1.0,0.0,9.0,9.0,,1.0,7.0,1.0,2.0,0.0,0.0,,346.0
176,1.0,160.0,177.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,5.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,2.0,6.0,,,,1.0,2.0,2.0,3.0,,1.0,2.0,0.0,3.0,1.0,1.0,,1.0,0.0,2.0,9.0,,2.0,0.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,0.0,,315.0
177,1.0,160.0,178.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,6.0,2.0,4.0,,,,1.0,2.0,2.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,0.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,0.0,1.0,1.0,0.0,1.0,,367.0
178,1.0,160.0,179.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,4.0,10.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,2.0,3.0,1.0,9.0,,1.0,2.0,9.0,1.0,,2.0,3.0,1.0,1.0,,0.0,0.0,0.0,2.0,1.0,1.0,,371.0
179,1.0,160.0,180.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,3.0,11.0,,,,0.0,2.0,2.0,3.0,,1.0,2.0,0.0,3.0,1.0,9.0,,1.0,2.0,2.0,9.0,,2.0,3.0,9.0,9.0,,1.0,4.0,1.0,2.0,1.0,1.0,,378.0
180,1.0,160.0,181.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,10.0,,,,1.0,1.0,2.0,3.0,,5.0,1.0,0.0,3.0,1.0,3.0,,1.0,2.0,1.0,1.0,,2.0,3.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,307.0
181,1.0,160.0,182.0,1.0,5.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,4.0,1.0,,,,1.0,2.0,3.0,3.0,,5.0,2.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,,0.0,0.0,9.0,9.0,,2.0,5.0,0.0,2.0,1.0,1.0,,399.0
182,1.0,160.0,183.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,3.0,10.0,,,,1.0,2.0,1.0,3.0,,1.0,2.0,0.0,2.0,2.0,2.0,,1.0,0.0,1.0,1.0,,0.0,0.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,322.0
183,1.0,160.0,184.0,1.0,4.0,6.0,4.0,2.0,6.0,1.0,8.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,6.0,,,,1.0,1.0,1.0,3.0,,5.0,2.0,1.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,2.0,7.0,1.0,2.0,1.0,1.0,,338.0
184,1.0,160.0,185.0,1.0,1.0,2.0,6.0,3.0,4.0,1.0,4.0,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,,,,1.0,1.0,1.0,3.0,,3.0,1.0,0.0,3.0,2.0,2.0,,1.0,2.0,9.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,341.0
185,1.0,160.0,186.0,1.0,3.0,2.0,6.0,4.0,6.0,4.0,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,2.0,,,,1.0,2.0,1.0,3.0,,5.0,2.0,1.0,4.0,2.0,2.0,,1.0,3.0,9.0,9.0,,1.0,2.0,1.0,1.0,,1.0,1.0,0.0,3.0,1.0,1.0,,353.0
186,1.0,160.0,187.0,1.0,0.0,2.0,6.0,3.0,4.0,5.0,0.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,3.0,6.0,,,,1.0,2.0,2.0,3.0,,1.0,1.0,0.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,1.0,2.0,0.0,2.0,1.0,1.0,,342.0
187,1.0,160.0,188.0,1.0,1.0,7.0,7.0,4.0,5.0,4.0,0.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,6.0,,,,1.0,1.0,2.0,1.0,,5.0,2.0,2.0,4.0,0.0,1.0,,2.0,0.0,9.0,9.0,,1.0,0.0,9.0,1.0,,1.0,0.0,1.0,4.0,0.0,0.0,,255.0
188,1.0,160.0,189.0,1.0,2.0,1.0,7.0,5.0,6.0,2.0,5.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,8.0,,,,1.0,2.0,2.0,3.0,,5.0,2.0,0.0,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,2.0,5.0,1.0,1.0,1.0,1.0,,276.0
189,1.0,160.0,190.0,1.0,2.0,1.0,7.0,4.0,4.0,2.0,5.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,4.0,1.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,1.0,4.0,1.0,2.0,,1.0,2.0,2.0,1.0,,2.0,1.0,9.0,9.0,,2.0,5.0,0.0,4.0,1.0,1.0,,274.0
190,1.0,160.0,191.0,1.0,3.0,1.0,7.0,5.0,6.0,2.0,3.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,4.0,4.0,,,,3.0,2.0,2.0,3.0,,5.0,2.0,1.0,4.0,1.0,8.0,,1.0,1.0,1.0,1.0,,2.0,1.0,9.0,9.0,,1.0,1.0,1.0,4.0,1.0,1.0,,261.0
191,1.0,160.0,192.0,1.0,3.0,11.0,7.0,3.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,5.0,7.0,,,,1.0,1.0,2.0,3.0,,3.0,1.0,0.0,4.0,1.0,6.0,,1.0,2.0,9.0,9.0,,2.0,0.0,9.0,9.0,,1.0,1.0,0.0,5.0,1.0,1.0,,96.0
192,1.0,160.0,193.0,1.0,4.0,11.0,7.0,3.0,7.0,2.0,8.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,4.0,10.0,,,,1.0,1.0,2.0,1.0,,4.0,1.0,0.0,4.0,1.0,9.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,0.0,1.0,5.0,1.0,1.0,,88.0
193,1.0,160.0,194.0,1.0,3.0,13.0,7.0,4.0,3.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,3.0,,,,1.0,1.0,1.0,3.0,,3.0,2.0,1.0,3.0,1.0,8.0,,1.0,2.0,9.0,1.0,,2.0,3.0,9.0,9.0,,1.0,0.0,1.0,5.0,1.0,1.0,,25.0
194,1.0,160.0,195.0,1.0,2.0,8.0,7.0,3.0,8.0,3.0,2.0,3.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,5.0,10.0,,,,3.0,2.0,1.0,3.0,,1.0,4.0,0.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,390.0
195,1.0,160.0,196.0,1.0,1.0,1.0,7.0,3.0,6.0,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,4.0,2.0,,,,1.0,2.0,1.0,3.0,,5.0,2.0,0.0,4.0,1.0,1.0,,2.0,3.0,9.0,9.0,,0.0,0.0,9.0,9.0,,0.0,5.0,0.0,5.0,1.0,1.0,,63.0
196,1.0,160.0,197.0,1.0,2.0,11.0,7.0,3.0,7.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,7.0,,,,1.0,2.0,1.0,3.0,,3.0,1.0,0.0,3.0,1.0,2.0,,1.0,0.0,3.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,5.0,1.0,1.0,,91.0
197,1.0,160.0,198.0,1.0,1.0,3.0,7.0,3.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,1.0,1.0,,19.0
198,1.0,160.0,199.0,1.0,4.0,5.0,7.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,3.0,,,,1.0,2.0,1.0,3.0,,1.0,2.0,0.0,3.0,1.0,2.0,,1.0,0.0,1.0,1.0,,0.0,0.0,9.0,9.0,,1.0,1.0,0.0,3.0,2.0,1.0,,387.0
199,1.0,160.0,200.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,3.0,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,5.0,10.0,,,,1.0,2.0,1.0,3.0,,5.0,1.0,0.0,4.0,2.0,1.0,,2.0,2.0,9.0,9.0,,0.0,3.0,9.0,9.0,,1.0,0.0,0.0,1.0,1.0,1.0,,66.0
200,1.0,160.0,201.0,1.0,3.0,3.0,7.0,5.0,8.0,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,,5.0,1.0,0.0,4.0,2.0,2.0,,1.0,0.0,9.0,9.0,,2.0,0.0,9.0,9.0,,1.0,0.0,0.0,4.0,1.0,1.0,,239.0
201,1.0,160.0,202.0,1.0,2.0,10.0,7.0,1.0,9.0,2.0,7.0,3.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,4.0,10.0,,,,1.0,1.0,0.0,0.0,,5.0,2.0,0.0,2.0,2.0,2.0,,1.0,2.0,9.0,9.0,,2.0,0.0,9.0,9.0,,1.0,0.0,0.0,4.0,1.0,1.0,,35.0
202,1.0,160.0,203.0,1.0,1.0,7.0,7.0,4.0,2.0,2.0,2.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,2.0,,,,1.0,1.0,2.0,1.0,,5.0,2.0,0.0,2.0,2.0,1.0,,1.0,2.0,9.0,9.0,,1.0,3.0,1.0,1.0,,1.0,0.0,1.0,4.0,1.0,1.0,,245.0
203,1.0,160.0,204.0,1.0,1.0,3.0,7.0,4.0,9.0,3.0,5.0,3.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,8.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,0.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,1.0,2.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,,12.0
204,1.0,160.0,205.0,1.0,2.0,3.0,7.0,2.0,8.0,3.0,2.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,10.0,,,,1.0,2.0,1.0,3.0,,5.0,1.0,0.0,2.0,2.0,7.0,,2.0,3.0,9.0,9.0,,2.0,0.0,9.0,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,,83.0
205,1.0,160.0,206.0,1.0,4.0,10.0,7.0,4.0,3.0,3.0,2.0,3.0,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,3.0,3.0,,,,1.0,1.0,2.0,3.0,,5.0,2.0,1.0,3.0,2.0,3.0,,1.0,2.0,2.0,1.0,,2.0,2.0,9.0,9.0,,1.0,2.0,1.0,4.0,1.0,1.0,,220.0
206,1.0,160.0,207.0,1.0,1.0,8.0,7.0,3.0,6.0,5.0,1.0,3.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,3.0,3.0,,,,1.0,2.0,3.0,3.0,,5.0,1.0,0.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,1.0,0.0,1.0,1.0,,2.0,5.0,1.0,5.0,1.0,1.0,,389.0
207,1.0,160.0,208.0,1.0,3.0,3.0,7.0,4.0,8.0,3.0,5.0,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,6.0,,,,1.0,1.0,1.0,3.0,,3.0,2.0,0.0,4.0,2.0,1.0,,1.0,2.0,3.0,1.0,,2.0,2.0,9.0,9.0,,2.0,5.0,1.0,1.0,1.0,0.0,,280.0
208,1.0,160.0,209.0,1.0,6.0,4.0,0.0,2.0,4.0,2.0,0.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,2.0,11.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,0.0,3.0,0.0,2.0,,1.0,2.0,2.0,1.0,,2.0,0.0,9.0,9.0,,0.0,0.0,0.0,3.0,1.0,1.0,,285.0
209,1.0,160.0,210.0,1.0,0.0,1.0,0.0,4.0,10.0,0.0,5.0,0.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,0.0,3.0,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,4.0,0.0,6.0,,0.0,0.0,1.0,1.0,,0.0,0.0,9.0,9.0,,1.0,5.0,0.0,4.0,1.0,1.0,,264.0
210,1.0,160.0,211.0,1.0,3.0,14.0,4.0,3.0,5.0,3.0,2.0,3.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,3.0,3.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,0.0,3.0,1.0,2.0,,0.0,1.0,9.0,9.0,,1.0,1.0,9.0,1.0,,0.0,0.0,1.0,2.0,1.0,1.0,,156.0
211,1.0,160.0,212.0,1.0,3.0,2.0,6.0,4.0,4.0,3.0,2.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,6.0,2.0,6.0,,,,1.0,2.0,1.0,3.0,,5.0,2.0,0.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,2.0,7.0,1.0,3.0,1.0,1.0,,356.0
212,1.0,160.0,213.0,1.0,5.0,3.0,7.0,4.0,6.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,0.0,,,,1.0,1.0,1.0,3.0,,5.0,2.0,1.0,4.0,2.0,2.0,,1.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,0.0,0.0,0.0,1.0,1.0,1.0,,186.0
213,1.0,160.0,214.0,1.0,5.0,4.0,1.0,3.0,4.0,1.0,6.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,5.0,1.0,,,,1.0,2.0,1.0,3.0,,1.0,2.0,0.0,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,170.0
214,1.0,160.0,215.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,5.0,1.0,,,,0.0,2.0,2.0,3.0,,5.0,2.0,2.0,3.0,1.0,2.0,,1.0,2.0,2.0,1.0,,2.0,1.0,9.0,9.0,,1.0,1.0,0.0,3.0,2.0,1.0,,369.0
215,1.0,160.0,216.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,3.0,11.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,4.0,0.0,4.0,2.0,1.0,,161.0
216,1.0,160.0,217.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,11.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,3.0,11.0,,,,0.0,2.0,1.0,3.0,,1.0,2.0,0.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,2.0,1.0,1.0,,317.0
217,1.0,160.0,218.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,5.0,1.0,,,,0.0,2.0,1.0,0.0,,1.0,2.0,0.0,3.0,1.0,2.0,,1.0,1.0,3.0,1.0,,2.0,1.0,9.0,9.0,,2.0,4.0,1.0,2.0,1.0,1.0,,300.0
218,1.0,160.0,219.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,11.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,4.0,11.0,,,,1.0,2.0,2.0,5.0,,1.0,2.0,1.0,3.0,1.0,3.0,,1.0,3.0,9.0,9.0,,2.0,3.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,292.0
219,1.0,160.0,220.0,1.0,2.0,4.0,1.0,2.0,6.0,5.0,10.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,3.0,6.0,,,,1.0,2.0,2.0,3.0,,3.0,4.0,2.0,3.0,1.0,2.0,,1.0,0.0,1.0,1.0,,2.0,3.0,9.0,9.0,,1.0,1.0,1.0,4.0,1.0,1.0,,396.0
220,1.0,160.0,221.0,1.0,2.0,4.0,2.0,3.0,7.0,2.0,6.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,3.0,2.0,,,,1.0,1.0,2.0,3.0,,3.0,1.0,0.0,3.0,1.0,2.0,,1.0,2.0,9.0,9.0,,1.0,1.0,9.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,165.0
221,1.0,160.0,222.0,1.0,2.0,13.0,3.0,4.0,7.0,2.0,5.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,3.0,6.0,,,,1.0,1.0,1.0,3.0,,5.0,2.0,0.0,2.0,1.0,1.0,,1.0,2.0,2.0,1.0,,2.0,1.0,9.0,9.0,,1.0,1.0,1.0,5.0,1.0,1.0,,26.0
222,1.0,160.0,223.0,1.0,2.0,6.0,4.0,3.0,7.0,3.0,5.0,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,4.0,2.0,,,,0.0,1.0,2.0,3.0,,3.0,2.0,0.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,2.0,9.0,9.0,,1.0,1.0,0.0,2.0,1.0,1.0,,164.0
223,1.0,160.0,224.0,1.0,1.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,2.0,7.0,,,,1.0,2.0,2.0,3.0,,5.0,1.0,0.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,2.0,3.0,1.0,,1.0,1.0,0.0,4.0,1.0,1.0,,354.0
224,1.0,160.0,225.0,1.0,1.0,2.0,6.0,4.0,3.0,3.0,10.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,2.0,6.0,,,,1.0,2.0,2.0,3.0,,1.0,2.0,0.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,6.0,1.0,1.0,,350.0
225,1.0,160.0,226.0,1.0,1.0,4.0,2.0,1.0,7.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,3.0,3.0,,,,0.0,2.0,1.0,3.0,,0.0,2.0,1.0,2.0,1.0,3.0,,2.0,2.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,2.0,1.0,1.0,,299.0
226,1.0,160.0,227.0,1.0,5.0,4.0,1.0,4.0,6.0,2.0,2.0,3.0,,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,1.0,11.0,,,,3.0,2.0,1.0,3.0,,5.0,2.0,0.0,3.0,2.0,2.0,,1.0,2.0,9.0,9.0,,2.0,2.0,9.0,9.0,,2.0,4.0,1.0,3.0,2.0,2.0,,310.0
227,1.0,160.0,228.0,1.0,5.0,4.0,1.0,3.0,7.0,3.0,2.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,4.0,4.0,,,,1.0,2.0,1.0,5.0,,1.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,3.0,1.0,3.0,1.0,1.0,,319.0
228,1.0,160.0,229.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,7.0,4.0,1.0,,,,1.0,2.0,2.0,3.0,,5.0,2.0,0.0,3.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,2.0,4.0,0.0,4.0,1.0,1.0,,158.0
229,1.0,160.0,230.0,1.0,0.0,4.0,1.0,2.0,6.0,5.0,10.0,3.0,,3.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,5.0,10.0,,,,1.0,1.0,2.0,3.0,,5.0,2.0,2.0,2.0,2.0,3.0,,1.0,0.0,9.0,9.0,,0.0,0.0,9.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,,314.0
230,1.0,160.0,231.0,1.0,5.0,4.0,1.0,2.0,7.0,5.0,10.0,4.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,4.0,1.0,,,,3.0,1.0,2.0,3.0,,3.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,4.0,1.0,3.0,2.0,1.0,,301.0
231,1.0,160.0,232.0,1.0,1.0,6.0,4.0,3.0,7.0,2.0,8.0,3.0,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,4.0,3.0,,,,1.0,1.0,1.0,3.0,,5.0,1.0,0.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,2.0,1.0,1.0,,337.0
232,1.0,160.0,233.0,1.0,4.0,6.0,5.0,3.0,9.0,3.0,4.0,3.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,2.0,7.0,,,,3.0,2.0,2.0,3.0,,0.0,2.0,0.0,4.0,2.0,6.0,,1.0,1.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,2.0,1.0,1.0,,139.0
233,1.0,160.0,234.0,1.0,1.0,2.0,6.0,4.0,5.0,2.0,10.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,11.0,,,,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,343.0
234,1.0,160.0,235.0,1.0,3.0,2.0,6.0,4.0,3.0,2.0,0.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,2.0,11.0,,,,1.0,2.0,2.0,3.0,,5.0,1.0,0.0,3.0,2.0,2.0,,1.0,0.0,1.0,9.0,,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,4.0,1.0,1.0,,349.0
235,1.0,160.0,236.0,1.0,2.0,2.0,6.0,3.0,5.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,7.0,3.0,11.0,,,,1.0,2.0,2.0,3.0,,1.0,1.0,0.0,3.0,2.0,2.0,,1.0,0.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,0.0,1.0,2.0,1.0,1.0,,340.0
