,CARD,DECK,BALLOT,FORM,S135B.Q1,S135B.Q2A,S135B.Q2B,S135B.Q3,S135B.Q4,S135B.Q5A,S135B.Q5B,S135B.Q6A.1,S135B.Q6A.2,S135B.Q6B,S135B.Q7,S135B.Q8,S135B.Q9A,S135B.Q9B,S135B.Q10,S135B.Q11,S135B.Q11A.n,S135B.Q12,S135B.Q13A,S135B.Q13B,S135B.Q14A.1,S135B.Q14A.2,S135B.Q14B.1,S135B.Q14B.2,S135B.Q14C,S135B.Q15A,S135B.Q15B,S135B.Q16,S135B.Q17,S135B.Q17A.n,S135B.Q18,S135B.Q19,S135B.Q20,S135B.Q21,S135B.Q22,S135B.Q23,S135B.Q24A,S135B.Q24B,S135B.Q24C,S135B.Q24D,S135B.Q24E,S135B.Q24F,S135B.Q24G,S135B.Q25A,S135B.Q25B,S135B.Q25C,S135B.Q25D,S135B.Q25E,S135B.Q25F,S135B.Q25G,S135B.Q25H,S135B.Q25I,S135B.Q26A,S135B.Q26B,CARD..1,DECK..1,BALLOT..1,FORM..1,S135B.Q26C,S135B.Q26D,S135B.Q27A,S135B.Q27B,S135B.Q28A,S135B.Q28B,S135B.Q29A,S135B.Q29B.n,S135B.Q29C.n,S135B.Q30A,S135B.Q30B,S135B.Q31A,S135B.Q31B,S135B.Q32A,S135B.Q32B,S135B.Q33,S135B.Q34,S135B.Q35,S135B.Q36A,S135B.Q36B,S135B.Q37A,S135B.Q37B,S135B.Q38.n,S135B.V39,S135B.V40
669,1.0,135.0,670.0,2.0,8.0,7.0,2.0,7.0,4.0,1.0,1.0,24.0,3.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,,7.0,3.0,11.0,5.0,5.0,1.0,7.0,5.0,3.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,4.0,6.0,2.0,135.0,670.0,2.0,2.0,10.0,6.0,5.0,3.0,2.0,3.0,,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,0.0,,10.0,45.0
670,1.0,135.0,671.0,2.0,7.0,7.0,6.0,7.0,5.0,2.0,2.0,25.0,11.0,5.0,4.0,3.0,6.0,3.0,1.0,2.0,,7.0,2.0,11.0,5.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,7.0,2.0,135.0,671.0,2.0,3.0,3.0,8.0,6.0,2.0,2.0,3.0,,,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,2.0,,10.0,109.0
671,1.0,135.0,672.0,2.0,6.0,9.0,4.0,6.0,9.0,1.0,1.0,7.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,,7.0,2.0,8.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,,3.0,1.0,2.0,3.0,2.0,6.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,11.0,0.0,2.0,135.0,672.0,2.0,11.0,11.0,7.0,6.0,3.0,2.0,3.0,,,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,,1.0,46.0
672,1.0,135.0,673.0,2.0,4.0,9.0,8.0,4.0,5.0,2.0,2.0,7.0,11.0,4.0,1.0,2.0,6.0,6.0,1.0,2.0,,7.0,2.0,1.0,3.0,8.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,6.0,6.0,2.0,135.0,673.0,2.0,10.0,10.0,5.0,4.0,3.0,2.0,2.0,,,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,,5.0,100.0
673,1.0,135.0,674.0,2.0,5.0,9.0,4.0,7.0,5.0,2.0,2.0,7.0,11.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,,7.0,3.0,6.0,3.0,9.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,,2.0,2.0,2.0,3.0,2.0,6.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,9.0,2.0,135.0,674.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,,,1.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,,1.0,91.0
674,1.0,135.0,675.0,2.0,4.0,9.0,8.0,3.0,9.0,1.0,1.0,7.0,2.0,4.0,4.0,2.0,5.0,5.0,1.0,2.0,,7.0,2.0,6.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,,1.0,1.0,2.0,2.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,8.0,2.0,135.0,675.0,2.0,10.0,10.0,3.0,3.0,2.0,1.0,1.0,,,2.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,,1.0,51.0
675,1.0,135.0,676.0,2.0,6.0,9.0,8.0,7.0,4.0,2.0,2.0,7.0,11.0,4.0,3.0,3.0,5.0,5.0,1.0,2.0,,7.0,5.0,6.0,3.0,9.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,,1.0,5.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,6.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,135.0,676.0,2.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,,5.0,91.0
676,1.0,135.0,677.0,2.0,5.0,9.0,1.0,6.0,5.0,1.0,1.0,7.0,11.0,4.0,1.0,1.0,4.0,4.0,1.0,3.0,,7.0,2.0,8.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,9.0,6.0,2.0,135.0,677.0,2.0,11.0,11.0,8.0,5.0,2.0,3.0,2.0,,,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,,1.0,58.0
677,1.0,135.0,678.0,2.0,9.0,9.0,1.0,7.0,9.0,1.0,1.0,7.0,11.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,,7.0,1.0,6.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,,2.0,7.0,0.0,2.0,1.0,6.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,8.0,11.0,2.0,135.0,678.0,2.0,11.0,10.0,7.0,7.0,3.0,4.0,1.0,,,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,1.0,110.0
678,1.0,135.0,679.0,2.0,6.0,9.0,1.0,6.0,11.0,2.0,2.0,7.0,11.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,7.0,2.0,6.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,11.0,2.0,135.0,679.0,2.0,9.0,8.0,6.0,4.0,2.0,2.0,2.0,,,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,,1.0,78.0
679,1.0,135.0,680.0,2.0,9.0,9.0,5.0,7.0,2.0,1.0,1.0,8.0,11.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,,7.0,2.0,8.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,8.0,3.0,2.0,135.0,680.0,2.0,4.0,3.0,8.0,7.0,3.0,2.0,2.0,,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,,1.0,24.0
680,1.0,135.0,681.0,2.0,8.0,8.0,5.0,7.0,4.0,2.0,1.0,8.0,11.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,,7.0,2.0,8.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,8.0,7.0,2.0,135.0,681.0,2.0,4.0,3.0,8.0,7.0,3.0,2.0,2.0,,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,,1.0,31.0
681,1.0,135.0,682.0,2.0,8.0,9.0,8.0,8.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,,7.0,2.0,6.0,3.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,2.0,135.0,682.0,2.0,2.0,2.0,6.0,5.0,3.0,2.0,2.0,,,1.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,4.0,,5.0,18.0
682,1.0,135.0,683.0,2.0,5.0,9.0,4.0,6.0,5.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,,7.0,4.0,11.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,135.0,683.0,2.0,2.0,10.0,6.0,5.0,3.0,2.0,2.0,,,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,27.0
683,1.0,135.0,684.0,2.0,5.0,9.0,9.0,6.0,3.0,2.0,2.0,6.0,11.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,7.0,3.0,6.0,3.0,6.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,135.0,684.0,2.0,4.0,1.0,7.0,6.0,3.0,2.0,2.0,,,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,,3.0,16.0
684,1.0,135.0,685.0,2.0,4.0,9.0,4.0,4.0,6.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,,7.0,2.0,0.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,,3.0,1.0,2.0,1.0,1.0,6.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,6.0,2.0,2.0,135.0,685.0,2.0,11.0,11.0,4.0,3.0,3.0,2.0,2.0,,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,41.0
685,1.0,135.0,686.0,2.0,3.0,9.0,5.0,4.0,9.0,2.0,2.0,6.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,7.0,2.0,4.0,3.0,6.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,,2.0,2.0,1.0,3.0,3.0,6.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,6.0,4.0,2.0,135.0,686.0,2.0,3.0,10.0,5.0,1.0,2.0,1.0,3.0,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,,1.0,59.0
686,1.0,135.0,687.0,2.0,4.0,9.0,8.0,4.0,9.0,2.0,1.0,6.0,11.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,7.0,3.0,8.0,3.0,7.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,,1.0,6.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,6.0,3.0,2.0,135.0,687.0,2.0,3.0,10.0,4.0,3.0,3.0,4.0,3.0,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,,5.0,2.0
687,1.0,135.0,688.0,2.0,6.0,9.0,11.0,6.0,4.0,2.0,2.0,6.0,11.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,,7.0,2.0,6.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,0.0,3.0,3.0,6.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,8.0,8.0,2.0,135.0,688.0,2.0,8.0,6.0,5.0,3.0,2.0,2.0,2.0,,,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,,1.0,26.0
688,1.0,135.0,689.0,2.0,6.0,7.0,6.0,6.0,5.0,2.0,2.0,21.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,,7.0,3.0,6.0,1.0,10.0,1.0,5.0,6.0,2.0,2.0,4.0,2.0,,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,7.0,2.0,135.0,689.0,2.0,1.0,0.0,10.0,4.0,3.0,2.0,2.0,,,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,,4.0,53.0
689,1.0,135.0,690.0,2.0,9.0,2.0,2.0,7.0,9.0,2.0,1.0,23.0,11.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,,0.0,3.0,6.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,,3.0,1.0,3.0,3.0,3.0,6.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,135.0,690.0,2.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,,3.0,23.0
690,1.0,135.0,691.0,2.0,3.0,3.0,2.0,3.0,9.0,3.0,1.0,24.0,11.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,,7.0,4.0,6.0,1.0,7.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,1.0,5.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,8.0,11.0,2.0,135.0,691.0,2.0,7.0,8.0,2.0,2.0,3.0,2.0,2.0,,,1.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,0.0,,4.0,89.0
691,1.0,135.0,692.0,2.0,5.0,8.0,7.0,7.0,6.0,3.0,3.0,10.0,2.0,3.0,1.0,2.0,5.0,4.0,1.0,2.0,,7.0,10.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,135.0,692.0,2.0,3.0,3.0,7.0,5.0,2.0,2.0,1.0,,,1.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,,5.0,28.0
692,1.0,135.0,693.0,2.0,9.0,3.0,2.0,7.0,7.0,2.0,2.0,14.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,,8.0,4.0,6.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,5.0,11.0,2.0,135.0,693.0,2.0,7.0,0.0,6.0,5.0,3.0,4.0,1.0,,,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,,4.0,44.0
693,1.0,135.0,694.0,2.0,8.0,9.0,8.0,8.0,3.0,5.0,5.0,7.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,,7.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,,3.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,6.0,4.0,2.0,135.0,694.0,2.0,11.0,11.0,8.0,6.0,2.0,4.0,1.0,,,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,4.0,,5.0,86.0
694,1.0,135.0,695.0,2.0,9.0,11.0,10.0,8.0,3.0,1.0,1.0,1.0,11.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,,7.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,2.0,,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,3.0,5.0,2.0,135.0,695.0,2.0,3.0,10.0,6.0,5.0,3.0,4.0,2.0,,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,,3.0,40.0
695,1.0,135.0,696.0,2.0,3.0,9.0,8.0,4.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,10.0,8.0,1.0,1.0,1.0,1.0,11.0,3.0,2.0,4.0,1.0,,3.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,7.0,2.0,135.0,696.0,2.0,3.0,2.0,5.0,9.0,3.0,2.0,2.0,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,3.0,24.0
696,1.0,135.0,697.0,2.0,6.0,9.0,4.0,7.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,7.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,,1.0,1.0,3.0,2.0,2.0,6.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,1.0,2.0,135.0,697.0,2.0,11.0,11.0,6.0,9.0,3.0,2.0,2.0,,,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,,1.0,81.0
697,1.0,135.0,698.0,2.0,4.0,9.0,4.0,4.0,9.0,2.0,1.0,5.0,11.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,,7.0,2.0,11.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,6.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,8.0,8.0,2.0,135.0,698.0,2.0,7.0,3.0,7.0,6.0,3.0,2.0,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,,1.0,55.0
698,1.0,135.0,699.0,2.0,7.0,1.0,6.0,7.0,5.0,1.0,1.0,23.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,3.0,6.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,10.0,11.0,2.0,135.0,699.0,2.0,10.0,10.0,8.0,7.0,3.0,2.0,1.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,,2.0,16.0
699,1.0,135.0,700.0,2.0,5.0,6.0,5.0,6.0,6.0,2.0,2.0,24.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,2.0,,7.0,2.0,2.0,3.0,7.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,7.0,2.0,135.0,700.0,2.0,2.0,10.0,8.0,6.0,3.0,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,,5.0,54.0
700,1.0,135.0,701.0,2.0,7.0,5.0,4.0,7.0,5.0,2.0,1.0,26.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,,7.0,2.0,1.0,3.0,8.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,135.0,701.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,1.0,,,1.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,,5.0,24.0
701,1.0,135.0,702.0,2.0,9.0,9.0,4.0,7.0,9.0,1.0,1.0,66.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,7.0,2.0,11.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,8.0,2.0,135.0,702.0,2.0,3.0,2.0,8.0,7.0,3.0,2.0,2.0,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,,1.0,9.0
702,1.0,135.0,703.0,2.0,7.0,8.0,8.0,7.0,5.0,1.0,1.0,12.0,11.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,,7.0,4.0,11.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,4.0,6.0,3.0,2.0,135.0,703.0,2.0,11.0,11.0,7.0,6.0,3.0,4.0,2.0,,,1.0,3.0,2.0,4.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,4.0,,2.0,18.0
703,1.0,135.0,704.0,2.0,9.0,8.0,8.0,7.0,5.0,2.0,2.0,13.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,,7.0,3.0,2.0,3.0,6.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,2.0,135.0,704.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,1.0,,,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,,2.0,61.0
704,1.0,135.0,705.0,2.0,8.0,8.0,8.0,7.0,6.0,2.0,2.0,15.0,2.0,5.0,1.0,2.0,5.0,6.0,1.0,2.0,,7.0,3.0,6.0,3.0,6.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,10.0,2.0,135.0,705.0,2.0,3.0,10.0,4.0,2.0,3.0,4.0,1.0,,,0.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,,4.0,18.0
705,1.0,135.0,706.0,2.0,5.0,8.0,8.0,6.0,7.0,2.0,2.0,15.0,11.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,,7.0,3.0,2.0,3.0,9.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,7.0,2.0,135.0,706.0,2.0,3.0,9.0,10.0,8.0,3.0,2.0,3.0,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,4.0,,2.0,11.0
706,1.0,135.0,707.0,2.0,9.0,4.0,1.0,7.0,6.0,2.0,2.0,16.0,10.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,,7.0,2.0,6.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,4.0,0.0,6.0,4.0,4.0,0.0,4.0,0.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,11.0,2.0,135.0,707.0,2.0,11.0,11.0,10.0,7.0,2.0,3.0,2.0,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,3.0,62.0
707,1.0,135.0,708.0,2.0,3.0,8.0,8.0,4.0,8.0,2.0,2.0,17.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,,7.0,2.0,6.0,3.0,7.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,6.0,6.0,2.0,135.0,708.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,,2.0,65.0
