,CARD,DECK,BALLOT,S87.Q1,S87.Q2,S87.Q3.x,S87.Q5,S87.Q6,S87.Q7,S87.Q8,S87.Q9,S87.Q10,S87.Q11,S87.Q12A.x,S87.Q13,S87.Q14,S87.Q15A.x,S87.Q16,S87.Q17,S87.Q18,S87.Q19,S87.Q20,S87.Q21,S87.Q22,S87.Q23,S87.Q24,S87.Q25,S87.Q26,S87.Q27,S87.Q28,S87.Q29,S87.Q30.n,S87.Q31,S87.Q32,S87.Q33,S87.Q34,S87.Q35,S87.Q36,S87.Q37,S87.Q38,S87.Q39,S87.Q40,S87.Q41,S87.Q42,S87.Q43,S87.Q44,S87.Q45,S87.Q46,S87.Q47,S87.Q48,S87.Q49,S87.Q50,S87.Q51,S87.Q52,S87.Q53,S87.Q54,S87.Q55,S87.Q56,S87.Q57,S87.Q58,S87.Q59,S87.Q60A,S87.Q60B,S87.Q60C,S87.Q60D,S87.Q60E,CARD..1,DECK..1,BALLOT..1,S87.Q61,S87.Q62,S87.Q63.n,S87.Q63A.n,S87.Q63B.n,S87.Q64,S87.Q65,S87.Q66,S87.Q67,S87.Q68,S87.Q69,S87.Q70.n,S87.Q71,S87.Q72A,S87.Q72B,S87.Q72C,S87.Q72D.1,S87.Q72D.2,S87.Q73,S87.Q74,S87.Q75,S87.Q76A,S87.Q76B,S87.Q77,S87.Q78,S87.Q79,S87.Q80,S87.Q81,S87.Q82.n,S87.Q83A,S87.Q83B,S87.Q83C,S87.Q84A,S87.Q84B,S87.Q84C.1,S87.Q84C.2,S87.V85,S87.V86,S87.V87,S87.V88,S87.V89
1933,1.0,87.0,1934.0,1.0,9.0,4.0,3.0,3.0,5.0,1.0,2.0,1.0,9.0,8.0,1.0,4.0,12.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,9.0,4.0,,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1934.0,2.0,5.0,,,,4.0,2.0,2.0,1.0,1.0,4.0,,9.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,,1.0,3.0,1.0,3.0,5.0,7.0,3.0,7.0,1.0,6.0,4.0,36.0
1934,1.0,87.0,1935.0,1.0,6.0,4.0,3.0,3.0,5.0,1.0,2.0,1.0,9.0,10.0,9.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,4.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1935.0,2.0,5.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,,1.0,3.0,1.0,1.0,9.0,11.0,3.0,7.0,3.0,6.0,4.0,30.0
1935,1.0,87.0,1936.0,1.0,6.0,4.0,2.0,3.0,5.0,2.0,2.0,7.0,3.0,8.0,8.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,,6.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1936.0,2.0,5.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,9.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,,1.0,3.0,1.0,7.0,9.0,11.0,3.0,7.0,2.0,3.0,1.0,63.0
1936,1.0,87.0,1937.0,1.0,9.0,4.0,4.0,3.0,5.0,2.0,2.0,7.0,3.0,8.0,6.0,5.0,12.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,2.0,,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1937.0,2.0,5.0,,,,2.0,2.0,2.0,1.0,2.0,3.0,,9.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,,1.0,3.0,1.0,3.0,6.0,7.0,3.0,7.0,3.0,3.0,3.0,56.0
1937,1.0,87.0,1938.0,1.0,10.0,1.0,1.0,1.0,5.0,2.0,2.0,7.0,11.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,1938.0,2.0,5.0,,,,5.0,3.0,1.0,2.0,4.0,2.0,,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,1.0,2.0,1.0,,1.0,3.0,1.0,1.0,11.0,0.0,2.0,7.0,4.0,3.0,3.0,41.0
1938,1.0,87.0,1939.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,7.0,4.0,12.0,2.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,,2.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1939.0,3.0,1.0,,,,6.0,2.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,,3.0,3.0,1.0,1.0,2.0,4.0,3.0,7.0,2.0,3.0,1.0,51.0
1939,1.0,87.0,1940.0,1.0,9.0,4.0,2.0,3.0,5.0,2.0,2.0,7.0,7.0,10.0,8.0,4.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,4.0,,3.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,5.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1940.0,3.0,5.0,,,,3.0,2.0,2.0,4.0,5.0,1.0,,13.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,7.0,,1.0,3.0,1.0,3.0,6.0,7.0,3.0,7.0,6.0,3.0,1.0,74.0
1940,1.0,87.0,1941.0,1.0,10.0,4.0,2.0,3.0,5.0,1.0,2.0,7.0,7.0,8.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,4.0,,2.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1941.0,2.0,5.0,,,,1.0,1.0,1.0,3.0,4.0,2.0,,13.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,,1.0,3.0,1.0,3.0,6.0,2.0,3.0,7.0,5.0,3.0,1.0,91.0
1941,1.0,87.0,1942.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,7.0,8.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1942.0,2.0,1.0,,,,5.0,3.0,3.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,,1.0,3.0,3.0,3.0,7.0,9.0,3.0,7.0,1.0,3.0,1.0,4.0
1942,1.0,87.0,1943.0,1.0,11.0,1.0,1.0,1.0,5.0,2.0,2.0,7.0,9.0,8.0,9.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,9.0,4.0,,2.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1943.0,2.0,5.0,,,,4.0,1.0,1.0,1.0,2.0,3.0,,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,,1.0,3.0,1.0,3.0,7.0,9.0,3.0,7.0,3.0,3.0,1.0,58.0
1943,1.0,87.0,1944.0,1.0,11.0,1.0,1.0,1.0,5.0,2.0,2.0,7.0,7.0,3.0,3.0,4.0,10.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,7.0,4.0,,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,87.0,1944.0,2.0,5.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,1.0,1.0,5.0,,1.0,3.0,2.0,2.0,3.0,11.0,3.0,0.0,2.0,3.0,1.0,21.0
1944,1.0,87.0,1945.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,7.0,13.0,12.0,9.0,5.0,13.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,9.0,4.0,,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1945.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0,2.0,3.0,1.0,37.0
1945,1.0,87.0,1946.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,9.0,1.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,9.0,4.0,,2.0,3.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,87.0,1946.0,2.0,4.0,,,,4.0,2.0,1.0,1.0,2.0,3.0,,10.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,6.0,,1.0,3.0,1.0,3.0,6.0,9.0,3.0,8.0,3.0,6.0,5.0,25.0
1946,1.0,87.0,1947.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,7.0,7.0,12.0,10.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,4.0,,2.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1947.0,3.0,4.0,,,,4.0,2.0,2.0,1.0,3.0,2.0,,9.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,7.0,,1.0,3.0,1.0,6.0,9.0,10.0,3.0,7.0,4.0,3.0,3.0,49.0
1947,1.0,87.0,1948.0,1.0,9.0,4.0,3.0,3.0,6.0,1.0,2.0,1.0,9.0,10.0,9.0,5.0,10.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,4.0,,6.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1948.0,2.0,5.0,,,,1.0,2.0,1.0,1.0,2.0,3.0,,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,6.0,,1.0,3.0,1.0,3.0,5.0,11.0,3.0,7.0,3.0,6.0,3.0,3.0
1948,1.0,87.0,1949.0,1.0,8.0,4.0,2.0,3.0,6.0,1.0,2.0,1.0,10.0,8.0,3.0,1.0,8.0,1.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,9.0,4.0,,1.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1949.0,3.0,5.0,,,,1.0,2.0,1.0,2.0,4.0,2.0,,9.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,6.0,,3.0,3.0,1.0,1.0,7.0,9.0,3.0,7.0,4.0,6.0,3.0,18.0
1949,1.0,87.0,1950.0,1.0,10.0,4.0,3.0,3.0,6.0,1.0,2.0,1.0,3.0,8.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,9.0,4.0,,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1950.0,2.0,5.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,,7.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,,2.0,3.0,2.0,1.0,5.0,10.0,3.0,7.0,3.0,6.0,3.0,21.0
1950,1.0,87.0,1951.0,1.0,11.0,4.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,7.0,9.0,4.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,6.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,1951.0,2.0,5.0,,,,1.0,1.0,1.0,3.0,5.0,1.0,,13.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,,1.0,3.0,1.0,1.0,3.0,6.0,3.0,7.0,6.0,6.0,3.0,29.0
1951,1.0,87.0,1952.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,9.0,10.0,1.0,7.0,10.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,,5.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,1952.0,1.0,4.0,,,,1.0,1.0,1.0,3.0,2.0,3.0,,8.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,5.0,,1.0,3.0,1.0,7.0,0.0,0.0,1.0,7.0,4.0,6.0,3.0,27.0
1952,1.0,87.0,1953.0,4.0,9.0,1.0,1.0,1.0,5.0,2.0,6.0,9.0,9.0,10.0,9.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,,3.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,87.0,1953.0,2.0,5.0,,,,4.0,2.0,4.0,1.0,2.0,3.0,,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,6.0,4.0,2.0,1.0,5.0,,1.0,3.0,1.0,2.0,9.0,11.0,3.0,8.0,3.0,9.0,1.0,45.0
1953,1.0,87.0,1954.0,4.0,7.0,1.0,1.0,1.0,0.0,2.0,6.0,9.0,9.0,7.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,9.0,4.0,,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,1954.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,1.0,4.0,,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,,1.0,3.0,1.0,1.0,2.0,5.0,3.0,7.0,1.0,5.0,2.0,14.0
1954,1.0,87.0,1955.0,4.0,7.0,1.0,1.0,1.0,5.0,2.0,6.0,9.0,4.0,2.0,2.0,3.0,11.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,87.0,1955.0,3.0,4.0,,,,4.0,2.0,2.0,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,1.0,4.0,3.0,4.0,5.0,,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,2.0,55.0
1955,1.0,87.0,1956.0,4.0,8.0,5.0,2.0,0.0,5.0,1.0,6.0,9.0,9.0,1.0,4.0,3.0,11.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,,1.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,87.0,1956.0,0.0,5.0,,,,6.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,5.0,,1.0,3.0,1.0,2.0,3.0,6.0,3.0,0.0,3.0,9.0,3.0,81.0
1956,1.0,87.0,1957.0,4.0,9.0,1.0,1.0,1.0,4.0,1.0,6.0,9.0,9.0,1.0,1.0,0.0,6.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,4.0,,6.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,1957.0,2.0,5.0,,,,1.0,1.0,1.0,4.0,5.0,1.0,,13.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,9.0,11.0,3.0,7.0,6.0,4.0,1.0,23.0
1957,1.0,87.0,1958.0,4.0,7.0,5.0,3.0,3.0,5.0,2.0,6.0,9.0,2.0,8.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,9.0,4.0,,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,1958.0,1.0,3.0,,,,4.0,2.0,2.0,1.0,1.0,3.0,,9.0,2.0,2.0,2.0,2.0,5.0,4.0,6.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,,3.0,3.0,1.0,2.0,5.0,7.0,3.0,7.0,2.0,5.0,1.0,49.0
1958,1.0,87.0,1959.0,1.0,7.0,5.0,3.0,3.0,7.0,2.0,6.0,9.0,9.0,1.0,4.0,3.0,11.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,87.0,1959.0,2.0,2.0,,,,4.0,2.0,2.0,1.0,2.0,3.0,,7.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,5.0,,1.0,3.0,1.0,6.0,7.0,9.0,3.0,0.0,3.0,9.0,1.0,91.0
1959,1.0,87.0,1960.0,1.0,7.0,4.0,2.0,3.0,7.0,2.0,6.0,9.0,4.0,7.0,2.0,0.0,13.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,,6.0,4.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,9.0,4.0,0.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,87.0,1960.0,3.0,4.0,,,,6.0,2.0,2.0,4.0,5.0,1.0,,13.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,4.0,5.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,1.0,74.0
1960,1.0,87.0,1961.0,1.0,9.0,1.0,1.0,1.0,5.0,2.0,6.0,9.0,0.0,8.0,5.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,,6.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,87.0,1961.0,3.0,2.0,,,,4.0,2.0,2.0,4.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,6.0,,1.0,3.0,1.0,3.0,4.0,6.0,3.0,7.0,4.0,9.0,1.0,93.0
1961,1.0,87.0,1962.0,1.0,9.0,1.0,1.0,1.0,5.0,2.0,6.0,9.0,9.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,2.0,,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,87.0,1962.0,2.0,4.0,,,,4.0,2.0,2.0,1.0,2.0,3.0,,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,6.0,4.0,2.0,3.0,5.0,,1.0,3.0,1.0,2.0,3.0,5.0,3.0,8.0,3.0,5.0,2.0,46.0
1962,1.0,87.0,1963.0,1.0,10.0,1.0,1.0,1.0,5.0,2.0,6.0,9.0,9.0,8.0,6.0,3.0,11.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,4.0,,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,87.0,1963.0,1.0,4.0,,,,4.0,2.0,4.0,4.0,4.0,2.0,,10.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,,1.0,3.0,1.0,2.0,6.0,8.0,3.0,5.0,4.0,5.0,1.0,72.0
