,CARD,DECK,BALLOT,S230.Q1,S230.Q2,S230.Q3,S230.Q4,S230.Q5,S230.Q6,S230.Q7,S230.Q8,S230.Q9,S230.Q10,S230.Q11,S230.Q12,S230.Q13,S230.Q14,S230.Q15,S230.Q16,S230.Q17.n,S230.Q18,S230.Q19,S230.Q20,S230.Q21,S230.Q22,S230.Q23,S230.Q24A,S230.Q24B,S230.Q24C,S230.Q24D,S230.Q24E,S230.Q25,S230.Q26,S230.Q27,S230.Q28,S230.Q29,S230.Q30,S230.Q31.1,S230.Q31.2,S230.Q31.3,S230.Q31.4,S230.Q31.5,S230.Q31.6,S230.Q31.7,S230.Q31.8,S230.Q31.9,S230.Q31.10,S230.Q31.11,S230.Q31.12,S230.Q31.13,S230.V31A,S230.Q32,S230.Q33,S230.Q34.n,S230.Q35,S230.Q36,S230.Q37,S230.Q38,S230.Q39,S230.Q40,S230.Q41,S230.Q42,S230.Q43,S230.Q44,S230.Q45,S230.Q46,S230.Q47,S230.Q48,S230.Q49,S230.Q50,S230.Q51A,S230.Q51B,S230.Q51C,S230.Q52,S230.Q53.n,S230.Q54.n,S230.Q55,CARD..1,DECK..1,BALLOT..1,S230.V56,S230.V57
183,1.0,230.0,184.0,2.0,7.0,3.0,5.0,1.0,2.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,,0.0,2.0,230.0,184.0,4.0,16.0
184,1.0,230.0,185.0,2.0,9.0,4.0,6.0,1.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,,2.0,2.0,230.0,185.0,4.0,38.0
185,1.0,230.0,186.0,2.0,9.0,4.0,4.0,1.0,4.0,9.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,,3.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,2.0,2.0,230.0,186.0,4.0,8.0
186,1.0,230.0,187.0,2.0,9.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,,,2.0,2.0,230.0,187.0,4.0,20.0
187,1.0,230.0,188.0,4.0,11.0,3.0,6.0,2.0,3.0,7.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,,3.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,230.0,188.0,4.0,10.0
188,1.0,230.0,189.0,4.0,11.0,4.0,6.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,,,1.0,2.0,230.0,189.0,4.0,1.0
189,1.0,230.0,190.0,4.0,10.0,2.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,0.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,,,0.0,2.0,230.0,190.0,4.0,4.0
190,1.0,230.0,191.0,5.0,6.0,5.0,6.0,2.0,2.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,,,2.0,2.0,230.0,191.0,4.0,31.0
191,1.0,230.0,192.0,2.0,11.0,4.0,4.0,3.0,4.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,,1.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0.0,2.0,230.0,192.0,4.0,25.0
192,1.0,230.0,193.0,2.0,4.0,4.0,3.0,1.0,3.0,7.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,,1.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0,2.0,230.0,193.0,4.0,5.0
193,1.0,230.0,194.0,1.0,4.0,5.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,,,2.0,2.0,230.0,194.0,4.0,33.0
194,1.0,230.0,195.0,2.0,3.0,3.0,2.0,5.0,2.0,10.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,,1.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,2.0,2.0,230.0,195.0,13.0,1.0
195,1.0,230.0,196.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,,2.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,,,0.0,2.0,230.0,196.0,13.0,31.0
196,1.0,230.0,197.0,2.0,4.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,,,2.0,2.0,230.0,197.0,15.0,16.0
197,1.0,230.0,198.0,2.0,4.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,2.0,230.0,198.0,15.0,27.0
198,1.0,230.0,199.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,0.0,2.0,230.0,199.0,15.0,48.0
199,1.0,230.0,200.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,,1.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,,,0.0,2.0,230.0,200.0,15.0,15.0
200,1.0,230.0,201.0,2.0,9.0,4.0,6.0,3.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,,,0.0,2.0,230.0,201.0,16.0,32.0
201,1.0,230.0,202.0,2.0,10.0,3.0,6.0,2.0,5.0,7.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,,,1.0,2.0,230.0,202.0,16.0,18.0
202,1.0,230.0,203.0,2.0,10.0,4.0,6.0,2.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,0.0,2.0,230.0,203.0,16.0,34.0
203,1.0,230.0,204.0,4.0,7.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,,,2.0,2.0,230.0,204.0,16.0,42.0
204,1.0,230.0,205.0,4.0,9.0,5.0,6.0,4.0,5.0,7.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,,,1.0,2.0,230.0,205.0,16.0,14.0
205,1.0,230.0,206.0,4.0,8.0,3.0,2.0,1.0,2.0,7.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,,,0.0,2.0,230.0,206.0,16.0,13.0
206,1.0,230.0,207.0,1.0,5.0,4.0,4.0,2.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,,1.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,,,1.0,2.0,230.0,207.0,16.0,4.0
207,1.0,230.0,208.0,1.0,6.0,4.0,5.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,230.0,208.0,16.0,40.0
208,1.0,230.0,209.0,2.0,11.0,4.0,6.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,,,2.0,2.0,230.0,209.0,15.0,50.0
209,1.0,230.0,210.0,1.0,6.0,3.0,1.0,2.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,,2.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,2.0,4.0,,,2.0,2.0,230.0,210.0,22.0,34.0
210,1.0,230.0,211.0,2.0,6.0,2.0,2.0,2.0,3.0,7.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,,0.0,2.0,230.0,211.0,20.0,33.0
211,1.0,230.0,212.0,4.0,10.0,2.0,6.0,5.0,4.0,7.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,4.0,1.0,3.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,,,2.0,2.0,230.0,212.0,16.0,1.0
212,1.0,230.0,213.0,2.0,3.0,4.0,1.0,0.0,4.0,7.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,,2.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,2.0,,,1.0,2.0,230.0,213.0,20.0,18.0
213,1.0,230.0,214.0,2.0,3.0,2.0,4.0,1.0,3.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,,,2.0,2.0,230.0,214.0,22.0,45.0
214,1.0,230.0,215.0,5.0,11.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,230.0,215.0,20.0,47.0
215,1.0,230.0,216.0,2.0,10.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,,,2.0,2.0,230.0,216.0,22.0,20.0
216,1.0,230.0,217.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,2.0,2.0,230.0,217.0,22.0,26.0
217,1.0,230.0,218.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,230.0,218.0,22.0,36.0
218,1.0,230.0,219.0,3.0,6.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,2.0,3.0,,,0.0,2.0,230.0,219.0,20.0,13.0
219,1.0,230.0,220.0,4.0,8.0,4.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,,,2.0,2.0,230.0,220.0,20.0,14.0
220,1.0,230.0,221.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,230.0,221.0,22.0,37.0
221,1.0,230.0,222.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,,,2.0,2.0,230.0,222.0,22.0,27.0
222,1.0,230.0,223.0,3.0,11.0,2.0,6.0,2.0,4.0,5.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,230.0,223.0,22.0,28.0
223,1.0,230.0,224.0,2.0,9.0,4.0,6.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,,1.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,0.0,5.0,0.0,1.0,2.0,,,0.0,2.0,230.0,224.0,9.0,34.0
224,1.0,230.0,225.0,3.0,9.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,,,1.0,2.0,230.0,225.0,11.0,22.0
