,CARD,DECK,BALLOT,S230.Q1,S230.Q2,S230.Q3,S230.Q4,S230.Q5,S230.Q6,S230.Q7,S230.Q8,S230.Q9,S230.Q10,S230.Q11,S230.Q12,S230.Q13,S230.Q14,S230.Q15,S230.Q16,S230.Q17.n,S230.Q18,S230.Q19,S230.Q20,S230.Q21,S230.Q22,S230.Q23,S230.Q24A,S230.Q24B,S230.Q24C,S230.Q24D,S230.Q24E,S230.Q25,S230.Q26,S230.Q27,S230.Q28,S230.Q29,S230.Q30,S230.Q31.1,S230.Q31.2,S230.Q31.3,S230.Q31.4,S230.Q31.5,S230.Q31.6,S230.Q31.7,S230.Q31.8,S230.Q31.9,S230.Q31.10,S230.Q31.11,S230.Q31.12,S230.Q31.13,S230.V31A,S230.Q32,S230.Q33,S230.Q34.n,S230.Q35,S230.Q36,S230.Q37,S230.Q38,S230.Q39,S230.Q40,S230.Q41,S230.Q42,S230.Q43,S230.Q44,S230.Q45,S230.Q46,S230.Q47,S230.Q48,S230.Q49,S230.Q50,S230.Q51A,S230.Q51B,S230.Q51C,S230.Q52,S230.Q53.n,S230.Q54.n,S230.Q55,CARD..1,DECK..1,BALLOT..1,S230.V56,S230.V57
784,1.0,230.0,785.0,1.0,10.0,5.0,2.0,1.0,3.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,2.0,2.0,230.0,785.0,21.0,19.0
785,1.0,230.0,786.0,2.0,5.0,3.0,2.0,2.0,3.0,10.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,0.0,2.0,0.0,,,2.0,2.0,230.0,786.0,21.0,35.0
786,1.0,230.0,787.0,3.0,9.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,5.0,0.0,1.0,1.0,,,2.0,2.0,230.0,787.0,21.0,16.0
787,1.0,230.0,788.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,,4.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,5.0,0.0,1.0,1.0,,,2.0,2.0,230.0,788.0,21.0,23.0
788,1.0,230.0,789.0,2.0,10.0,3.0,5.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,,2.0,2.0,230.0,789.0,22.0,47.0
789,1.0,230.0,790.0,3.0,7.0,5.0,1.0,2.0,2.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,4.0,5.0,3.0,1.0,5.0,0.0,3.0,0.0,,,2.0,2.0,230.0,790.0,14.0,22.0
790,1.0,230.0,791.0,3.0,9.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,0.0,2.0,230.0,791.0,14.0,42.0
791,1.0,230.0,792.0,2.0,7.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,,,0.0,2.0,230.0,792.0,15.0,9.0
792,1.0,230.0,793.0,2.0,7.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,5.0,6.0,,4.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,1.0,1.0,5.0,5.0,3.0,4.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,,,0.0,2.0,230.0,793.0,15.0,11.0
793,1.0,230.0,794.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,6.0,,4.0,5.0,2.0,5.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,,,0.0,2.0,230.0,794.0,20.0,39.0
794,1.0,230.0,795.0,2.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,6.0,,3.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,2.0,2.0,230.0,795.0,21.0,27.0
795,1.0,230.0,796.0,1.0,10.0,4.0,1.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,6.0,,4.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,,,2.0,2.0,230.0,796.0,22.0,25.0
796,1.0,230.0,797.0,2.0,10.0,2.0,5.0,4.0,4.0,9.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,5.0,6.0,,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,,1.0,4.0,0.0,0.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,4.0,0.0,3.0,0.0,,,0.0,2.0,230.0,797.0,22.0,10.0
797,1.0,230.0,798.0,3.0,9.0,4.0,6.0,3.0,3.0,7.0,2.0,3.0,1.0,2.0,4.0,5.0,0.0,5.0,6.0,,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,3.0,0.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,,,1.0,2.0,230.0,798.0,22.0,30.0
798,1.0,230.0,799.0,2.0,10.0,3.0,6.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,,1.0,3.0,0.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,,,1.0,2.0,230.0,799.0,22.0,5.0
799,1.0,230.0,800.0,1.0,9.0,3.0,3.0,1.0,2.0,7.0,2.0,4.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,0.0,,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,2.0,2.0,230.0,800.0,1.0,27.0
800,1.0,230.0,801.0,1.0,5.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,,,2.0,2.0,230.0,801.0,1.0,28.0
801,1.0,230.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,2.0,230.0,802.0,15.0,30.0
802,1.0,230.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,2.0,2.0,230.0,803.0,20.0,12.0
803,1.0,230.0,804.0,1.0,7.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,2.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,1.0,5.0,0.0,1.0,1.0,,,0.0,2.0,230.0,804.0,20.0,45.0
804,1.0,230.0,805.0,3.0,9.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,5.0,6.0,,4.0,5.0,0.0,5.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,2.0,2.0,230.0,805.0,20.0,41.0
805,1.0,230.0,806.0,3.0,11.0,1.0,5.0,2.0,1.0,9.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,,1.0,2.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,0.0,2.0,230.0,806.0,22.0,16.0
806,1.0,230.0,807.0,2.0,5.0,1.0,5.0,2.0,4.0,9.0,2.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,,4.0,5.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,3.0,1.0,3.0,3.0,3.0,5.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,,,0.0,2.0,230.0,807.0,22.0,15.0
807,1.0,230.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,,,2.0,2.0,230.0,808.0,8.0,16.0
808,1.0,230.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,,1.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,,3.0,2.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,,,0.0,2.0,230.0,809.0,9.0,58.0
809,1.0,230.0,810.0,2.0,8.0,5.0,3.0,1.0,3.0,7.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,3.0,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,0.0,2.0,230.0,810.0,1.0,61.0
810,1.0,230.0,811.0,2.0,10.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,,3.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,,1.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,230.0,811.0,1.0,32.0
811,1.0,230.0,812.0,2.0,0.0,1.0,5.0,1.0,5.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,,1.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,,2.0,2.0,230.0,812.0,1.0,4.0
812,1.0,230.0,813.0,2.0,0.0,1.0,5.0,1.0,5.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,,1.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,,2.0,2.0,230.0,813.0,1.0,3.0
813,1.0,230.0,814.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0,4.0,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,230.0,814.0,1.0,15.0
814,1.0,230.0,815.0,1.0,7.0,3.0,1.0,2.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,,3.0,3.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,2.0,,,2.0,2.0,230.0,815.0,1.0,29.0
815,1.0,230.0,816.0,1.0,7.0,4.0,4.0,1.0,3.0,7.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,,3.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,,1.0,4.0,0.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,,,1.0,2.0,230.0,816.0,1.0,6.0
816,1.0,230.0,817.0,3.0,10.0,4.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,,2.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,0.0,2.0,230.0,817.0,1.0,33.0
817,1.0,230.0,818.0,3.0,10.0,5.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,2.0,3.0,3.0,5.0,,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,0.0,2.0,230.0,818.0,1.0,60.0
818,1.0,230.0,819.0,3.0,10.0,5.0,3.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,,3.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,,1.0,3.0,1.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,0.0,2.0,230.0,819.0,1.0,46.0
819,1.0,230.0,820.0,1.0,3.0,4.0,2.0,1.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,2.0,2.0,230.0,820.0,1.0,45.0
820,1.0,230.0,821.0,3.0,11.0,4.0,0.0,1.0,1.0,10.0,2.0,4.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,,,2.0,2.0,230.0,821.0,1.0,14.0
821,1.0,230.0,822.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,,2.0,2.0,230.0,822.0,1.0,12.0
822,1.0,230.0,823.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,,1.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,230.0,823.0,1.0,10.0
823,1.0,230.0,824.0,3.0,6.0,4.0,3.0,2.0,5.0,7.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,,3.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,2.0,2.0,230.0,824.0,1.0,57.0
824,1.0,230.0,825.0,3.0,7.0,4.0,4.0,1.0,3.0,9.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,,1.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,,,0.0,2.0,230.0,825.0,1.0,20.0
825,1.0,230.0,826.0,3.0,9.0,4.0,4.0,2.0,4.0,9.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,,1.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,,,0.0,2.0,230.0,826.0,1.0,19.0
