,CARD,DECK,BALLOT,S134.Q1,S134.Q2,S134.Q3,S134.Q4,S134.Q5,S134.Q6,S134.Q7.n,S134.Q8,S134.Q9,S134.Q10,S134.Q11,S134.Q12,S134.Q13,S134.Q14,S134.Q15,S134.Q16,S134.Q17,S134.Q18,S134.Q19,S134.Q20,S134.Q21,S134.Q22,S134.Q23A,S134.Q23B,S134.Q24,S134.Q25,S134.Q26,S134.Q27A,S134.Q27B,S134.Q27C,S134.Q28A,S134.Q28B,S134.Q29A,S134.Q29B,S134.Q30A,S134.Q30B,S134.Q31,S134.Q32A,S134.Q32B,S134.Q33A,S134.Q33B,S134.Q34.n,S134.Q35,S134.Q36.n,S134.Q37,S134.Q38,S134.Q39,S134.Q40,S134.Q41,S134.Q42,S134.Q43,S134.Q44,S134.Q45,S134.Q46,S134.Q47,S134.Q48,S134.Q49,S134.Q50,S134.Q51,S134.Q52,S134.Q53,S134.Q54,S134.Q55,S134.Q56,S134.Q57,S134.Q58,S134.Q59,S134.Q60,S134.Q61,S134.Q62,S134.Q63.n,S134.Q64,S134.Q65,S134.Q66.n,S134.Q67.n,S134.Q68.n,S134.Q69,S134.V70
750,1.0,134.0,751.0,1.0,4.0,3.0,3.0,4.0,1.0,,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,,2.0,,1.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,,2.0,1.0
751,1.0,134.0,752.0,1.0,3.0,2.0,4.0,3.0,1.0,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,,2.0,1.0
752,1.0,134.0,753.0,1.0,4.0,3.0,2.0,4.0,0.0,,1.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,1.0,,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,2.0,,,,2.0,11.0
753,1.0,134.0,754.0,1.0,3.0,3.0,1.0,4.0,3.0,,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,1.0,,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,0.0,2.0,4.0,3.0,2.0,2.0,3.0,,2.0,2.0,,,,3.0,11.0
754,1.0,134.0,755.0,1.0,3.0,3.0,2.0,5.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,3.0,1.0
755,1.0,134.0,756.0,4.0,5.0,3.0,1.0,2.0,5.0,,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,1.0,,2.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,,2.0,1.0,,,,3.0,11.0
756,1.0,134.0,757.0,1.0,3.0,3.0,1.0,4.0,6.0,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,3.0,1.0,,2.0,,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0,2.0,,2.0,4.0,,,,2.0,2.0
757,1.0,134.0,758.0,1.0,4.0,2.0,1.0,5.0,1.0,,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,,2.0,,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,1.0,4.0
758,1.0,134.0,759.0,1.0,5.0,3.0,1.0,3.0,5.0,,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,,1.0,,1.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,,2.0,1.0,,,,1.0,10.0
759,1.0,134.0,760.0,1.0,2.0,1.0,2.0,4.0,1.0,,1.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,,3.0,11.0
760,1.0,134.0,761.0,1.0,5.0,3.0,3.0,4.0,1.0,,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,,3.0,,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,2.0,,,,2.0,9.0
761,1.0,134.0,762.0,1.0,3.0,2.0,2.0,4.0,1.0,,1.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,2.0,3.0
762,1.0,134.0,763.0,1.0,5.0,3.0,1.0,4.0,3.0,,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,,,,3.0,10.0
763,1.0,134.0,764.0,1.0,3.0,3.0,1.0,4.0,1.0,,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,,2.0,2.0,,,,3.0,1.0
764,1.0,134.0,765.0,5.0,5.0,3.0,2.0,3.0,1.0,,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,,,,2.0,11.0
765,1.0,134.0,766.0,3.0,5.0,3.0,1.0,4.0,1.0,,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,0.0,0.0,,,,2.0,8.0
766,1.0,134.0,767.0,1.0,3.0,3.0,3.0,4.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,,1.0,,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,2.0,,,,3.0,10.0
767,1.0,134.0,768.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,,1.0,2.0,,,,1.0,10.0
768,1.0,134.0,769.0,1.0,5.0,3.0,1.0,3.0,3.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,,2.0,,2.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,,2.0,1.0,,,,2.0,8.0
769,1.0,134.0,770.0,1.0,3.0,2.0,1.0,5.0,3.0,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,1.0,6.0
770,1.0,134.0,771.0,1.0,5.0,3.0,1.0,3.0,2.0,,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,,2.0,,1.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,0.0,0.0,,,,3.0,10.0
771,1.0,134.0,772.0,1.0,4.0,3.0,2.0,5.0,1.0,,2.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,,2.0,,3.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,2.0,3.0,5.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,,2.0,2.0,,,,2.0,7.0
772,1.0,134.0,773.0,1.0,3.0,3.0,1.0,4.0,1.0,,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,,2.0,3.0,,,,2.0,10.0
773,1.0,134.0,774.0,1.0,4.0,3.0,3.0,1.0,3.0,,1.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,10.0
774,1.0,134.0,775.0,1.0,5.0,3.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,4.0,,2.0,,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,7.0
775,1.0,134.0,776.0,1.0,3.0,2.0,3.0,4.0,0.0,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,,3.0,,3.0,3.0,3.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,,2.0,4.0
776,1.0,134.0,777.0,1.0,4.0,3.0,3.0,4.0,1.0,,2.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,1.0,,1.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,,2.0,1.0,,,,3.0,7.0
777,1.0,134.0,778.0,1.0,1.0,3.0,1.0,4.0,1.0,,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,,2.0,,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,,2.0,1.0,,,,2.0,2.0
778,1.0,134.0,779.0,1.0,4.0,2.0,1.0,5.0,6.0,,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,,2.0,,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,3.0,,,,3.0,3.0
779,1.0,134.0,780.0,1.0,4.0,2.0,1.0,4.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,,2.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,,,,3.0,3.0
780,1.0,134.0,781.0,2.0,4.0,3.0,1.0,3.0,2.0,,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,2.0,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,,,,2.0,1.0
781,1.0,134.0,782.0,2.0,3.0,3.0,1.0,3.0,3.0,,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,,2.0,,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,,0.0,6.0
782,1.0,134.0,783.0,1.0,5.0,2.0,1.0,4.0,6.0,,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,,2.0,,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,2.0,3.0,,,,3.0,3.0
783,1.0,134.0,784.0,1.0,3.0,3.0,1.0,4.0,1.0,,1.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,2.0,1.0,,,,2.0,9.0
784,1.0,134.0,785.0,1.0,3.0,3.0,1.0,0.0,1.0,,1.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,,2.0,,1.0,3.0,1.0,1.0,2.0,1.0,4.0,6.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,,2.0,2.0,,,,2.0,8.0
785,1.0,134.0,786.0,1.0,4.0,3.0,1.0,4.0,1.0,,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,,2.0,,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,,2.0,1.0,,,,3.0,2.0
786,1.0,134.0,787.0,1.0,5.0,3.0,1.0,4.0,1.0,,1.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,3.0,4.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,4.0,0.0,,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,,2.0,1.0,,,,2.0,9.0
787,1.0,134.0,788.0,3.0,5.0,3.0,1.0,4.0,3.0,,1.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,,1.0,,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,,2.0,1.0,,,,3.0,6.0
788,1.0,134.0,789.0,4.0,5.0,3.0,3.0,4.0,1.0,,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,,1.0,,1.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,,2.0,0.0,,,,2.0,9.0
789,1.0,134.0,790.0,1.0,4.0,3.0,1.0,4.0,1.0,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,,1.0,,2.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,10.0
790,1.0,134.0,791.0,1.0,4.0,3.0,1.0,2.0,0.0,,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,,3.0,,1.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,2.0,1.0,,,,2.0,6.0
791,1.0,134.0,792.0,1.0,3.0,2.0,1.0,3.0,1.0,,1.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,,3.0,,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,,,,2.0,2.0
792,1.0,134.0,793.0,1.0,4.0,3.0,1.0,4.0,1.0,,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,,3.0,,2.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,,2.0,2.0,,,,2.0,8.0
