CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14A.,Q.14B.,Q.14C.,Q.15A.,Q.15A..1,Q.15A..2,Q.15A..3,Q.15A..4,Q.15A..5,Q.15A..6,Q.15A..7,Q.15A..8,Q.15B.,Q.15C.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.25C.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.29B.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,CARD..1,DECK..1,BALLOT..1,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52B.,Q.52C.,Q.52D.,Q.52E.,Q.52F.,Q.53.,Q.54.,Q.55.,V.58.,V.59.,V.60.,V.61.,V.62.,V.63.
1,159,1593,2,1,1,1,5,3,4,5,6,5,10,6,10,2,2,2,2,2,2,1,2,2,2,8,2,5,1,1,5,1,3,1,2,6,4,2,0,0,2,2,1,1,0,6,5,4,3,3,3,3,4,10,2,3,1,4,4,1,2,3,1,4,2,159,1593,1,1,1,1,2,1,2,1,2,2,4,2,3,1,4,0,2,0
1,159,1594,2,3,1,1,6,1,6,1,6,5,10,7,1,3,7,2,2,2,2,2,2,1,2,1,3,8,1,1,4,1,3,1,2,2,1,0,0,0,1,4,5,0,0,0,0,3,2,3,2,2,7,8,1,1,1,0,0,0,0,0,0,0,2,159,1594,1,0,0,0,0,0,0,0,0,3,3,1,0,1,4,6,9,0
1,159,1595,2,2,1,1,6,1,5,1,6,5,10,5,12,0,0,2,2,2,2,1,2,2,2,2,3,4,2,2,3,3,3,1,2,2,5,2,1,2,3,4,1,0,0,0,0,4,3,3,3,3,5,7,4,3,3,3,3,5,3,3,10,2,2,159,1595,1,2,2,1,2,1,1,2,1,3,4,2,4,2,7,0,5,0
1,159,1596,9,7,6,2,7,1,8,3,5,3,10,5,12,0,0,2,2,2,2,1,2,2,2,8,8,3,3,3,2,6,5,2,2,3,2,2,1,2,2,4,2,5,0,5,5,4,3,3,3,3,3,8,1,2,1,3,3,5,3,1,11,3,2,159,1596,1,3,2,1,0,1,1,0,1,1,1,1,3,0,3,0,3,0
1,159,1597,2,1,1,1,6,1,3,5,4,4,10,5,12,0,0,2,2,2,2,1,2,2,2,8,8,9,2,2,3,6,5,2,4,4,4,2,2,2,1,3,5,0,0,0,0,2,3,3,3,3,6,7,2,2,2,2,2,2,3,2,4,1,2,159,1597,3,3,2,1,2,1,1,0,2,1,1,3,6,3,6,0,3,0
1,159,1598,2,2,1,1,5,1,5,1,4,5,10,5,12,0,0,2,2,2,2,1,2,2,2,8,8,4,2,1,3,6,5,2,4,3,1,0,0,0,1,4,4,0,0,0,0,4,3,3,3,3,2,5,2,1,3,2,3,2,3,1,4,2,2,159,1598,3,3,2,1,1,1,2,2,1,1,1,1,0,5,5,0,3,0
1,159,1599,4,2,1,1,6,1,3,1,6,5,10,5,12,0,0,2,2,2,2,1,2,2,2,8,8,5,3,3,3,6,5,2,4,4,1,0,0,0,3,4,4,0,0,0,0,4,3,3,3,3,7,7,1,3,2,4,3,2,4,1,10,4,2,159,1599,3,2,2,1,2,1,1,2,1,2,1,1,0,3,7,0,5,0
1,159,1600,4,3,6,2,6,2,5,1,4,5,10,5,12,0,0,2,2,2,2,2,1,2,2,6,1,4,3,1,1,6,5,4,4,3,1,0,0,0,3,4,4,0,0,0,0,4,3,3,3,3,5,7,1,2,1,4,2,5,3,2,2,3,2,159,1600,3,2,1,1,2,1,1,2,1,3,1,1,0,2,4,0,5,0
1,159,1601,10,7,1,1,8,1,6,2,4,4,10,5,12,0,0,2,2,2,1,2,2,2,2,9,8,7,2,1,4,6,5,1,2,4,4,2,1,3,1,3,5,0,0,0,0,4,3,3,3,3,7,7,1,1,1,4,4,2,3,2,2,0,2,159,1601,2,1,2,1,0,0,0,1,0,0,0,0,6,3,4,3,1,0
1,159,1602,2,1,1,1,6,1,4,5,6,4,10,5,12,0,0,2,2,2,1,2,2,2,2,9,8,6,1,1,7,6,5,1,2,4,4,2,2,2,1,3,5,0,0,0,0,4,3,3,3,3,7,8,1,1,1,2,2,5,3,0,2,3,2,159,1602,1,2,1,1,0,1,1,0,1,1,2,1,6,3,2,4,3,0
1,159,1603,4,1,1,1,6,1,3,1,3,1,10,5,12,0,0,2,2,2,1,2,2,2,2,9,0,9,2,3,7,1,2,1,2,2,4,5,2,2,3,4,4,4,0,3,5,3,3,2,3,3,7,7,2,2,3,2,3,2,3,1,1,3,2,159,1603,1,2,2,1,2,1,1,2,1,1,1,1,0,5,5,4,5,0
1,159,1604,4,3,1,1,6,3,5,1,5,5,10,5,12,0,0,2,2,2,2,1,2,2,2,2,8,5,2,0,1,0,0,1,1,4,1,0,0,0,2,1,1,5,0,5,0,4,3,3,3,3,8,8,1,2,2,0,3,3,2,1,1,2,2,159,1604,3,3,1,1,1,1,1,1,2,1,1,1,2,2,7,0,2,0
1,159,1605,4,4,1,1,7,2,6,2,6,5,10,5,12,0,0,1,2,2,2,2,2,2,2,1,0,0,1,0,5,6,5,4,1,0,0,1,0,0,0,2,1,1,0,1,0,0,0,3,3,3,3,7,0,2,3,3,0,0,2,0,0,1,2,159,1605,2,1,2,0,1,0,1,0,0,1,3,2,4,0,8,0,1,0
1,159,1606,2,1,1,1,5,1,4,2,6,5,10,5,12,0,0,1,2,2,2,2,2,2,2,1,0,0,1,3,5,0,0,2,1,1,0,0,0,0,2,1,1,7,0,4,1,4,3,3,3,3,5,8,1,2,1,4,4,2,3,1,1,3,2,159,1606,3,2,1,1,2,1,1,2,1,2,1,1,1,0,4,0,5,0
1,159,1607,2,2,1,1,6,2,5,1,3,4,10,5,12,0,0,1,2,2,2,2,2,2,2,1,0,0,1,3,5,6,5,1,4,5,1,0,0,0,2,1,2,7,0,5,1,4,3,3,3,1,7,8,2,2,2,2,3,2,3,1,4,3,2,159,1607,3,3,1,1,2,1,1,2,1,1,1,1,1,5,5,0,5,0
1,159,1608,9,7,6,3,6,1,8,3,2,5,10,5,12,0,0,2,2,2,2,2,2,2,1,10,0,9,3,3,6,6,5,1,4,2,5,0,0,0,3,2,2,2,0,3,2,2,1,1,3,1,7,8,1,1,1,2,3,2,4,1,4,3,2,159,1608,3,3,3,1,2,1,1,2,1,3,1,1,4,5,1,0,5,0
1,159,1609,2,2,1,1,5,1,4,1,3,5,10,5,12,0,0,1,2,2,2,2,2,2,2,7,0,0,3,3,2,6,5,2,2,4,2,4,1,3,3,4,1,0,0,0,0,4,3,2,3,2,5,7,2,3,3,2,4,2,4,1,4,2,2,159,1609,1,3,1,1,1,2,1,2,1,1,4,1,4,3,6,0,4,0
1,159,1610,1,4,1,1,5,5,5,1,5,5,10,8,0,0,0,2,2,2,1,2,2,2,2,3,8,9,1,1,2,6,5,0,2,0,4,2,1,2,1,3,5,0,0,0,0,4,3,2,2,1,8,8,4,3,2,3,3,2,3,1,2,3,2,159,1610,1,2,2,1,1,1,1,2,1,3,1,1,6,0,7,7,4,0
1,159,1611,4,3,3,2,7,3,3,2,6,3,10,8,0,0,0,2,2,2,2,2,2,2,1,0,0,0,1,2,0,6,5,2,2,5,3,2,0,3,1,3,5,0,0,0,0,4,3,3,3,3,7,7,4,2,2,3,4,2,4,3,2,3,2,159,1611,3,1,3,0,2,1,1,0,1,3,3,3,6,1,8,0,3,0
1,159,1612,4,5,1,1,6,2,7,3,1,5,10,6,4,4,0,2,2,1,2,2,2,2,2,1,4,9,1,1,4,5,4,1,3,5,4,1,1,3,1,3,5,0,0,0,0,4,3,3,3,3,8,8,1,3,2,3,3,5,3,3,2,3,2,159,1612,1,3,3,1,1,1,1,0,1,3,1,1,6,2,7,0,3,0
1,159,1613,9,8,6,2,2,7,8,3,5,5,10,11,3,0,0,2,1,2,2,2,2,2,2,7,9,0,0,1,4,6,5,4,3,2,5,1,1,3,1,3,3,0,0,0,0,2,1,3,3,3,5,7,1,3,3,0,0,2,3,3,2,0,2,159,1613,1,3,0,0,0,0,0,0,0,3,3,2,6,2,8,0,9,0
1,159,1614,4,5,6,3,6,3,7,3,3,5,10,9,7,3,1,2,1,2,2,2,2,2,2,8,9,3,1,1,1,3,3,1,4,2,2,0,0,0,1,3,5,0,0,0,0,1,1,1,1,1,8,8,2,1,2,2,2,2,3,3,2,3,2,159,1614,3,2,1,2,1,1,1,2,1,1,4,1,6,3,6,0,3,0
1,159,1615,2,1,1,1,6,1,3,5,2,5,10,5,12,0,0,2,2,2,2,1,2,2,2,2,9,3,2,3,3,6,5,1,4,2,1,0,0,0,2,4,3,0,0,0,0,3,2,1,1,2,8,8,2,3,1,2,3,7,3,1,2,3,2,159,1615,1,3,2,1,1,1,1,0,1,1,1,1,3,5,1,0,3,0
1,159,1616,2,1,1,1,5,1,3,5,4,2,10,5,12,0,0,2,2,2,2,1,2,2,2,2,9,9,1,1,3,6,5,3,8,7,5,2,1,2,3,4,4,4,0,3,5,3,3,2,3,3,8,3,2,3,1,0,0,3,0,2,4,3,2,159,1616,3,2,1,1,2,1,1,2,1,1,4,2,0,1,4,0,5,0
1,159,1617,4,2,1,1,6,1,5,1,5,5,10,5,12,0,0,2,2,2,2,2,2,2,1,10,0,9,3,3,7,6,5,4,0,0,5,0,0,0,0,4,4,0,0,0,0,3,2,2,2,2,8,8,2,1,2,2,3,2,3,1,1,3,2,159,1617,3,3,1,1,0,1,1,0,1,2,3,3,0,5,5,0,3,0
1,159,1618,4,2,1,1,5,1,5,1,6,5,10,5,12,0,0,2,2,2,2,1,2,2,2,8,8,4,3,3,1,6,5,4,0,0,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,5,8,0,3,3,2,3,3,4,3,4,2,2,159,1618,1,2,2,1,2,1,1,2,1,3,1,3,6,2,5,0,5,0
1,159,1619,4,3,1,1,6,1,6,2,4,5,10,5,12,0,0,1,2,2,2,2,2,2,2,1,0,0,3,3,5,6,5,2,8,7,5,0,0,0,2,1,1,7,0,6,5,4,3,3,3,3,7,3,2,3,1,2,3,2,4,1,1,3,2,159,1619,1,2,2,1,0,0,1,0,1,3,2,1,1,5,1,0,3,0
1,159,1620,9,4,1,1,5,1,8,3,5,5,2,5,12,0,0,2,1,2,2,2,2,2,2,8,9,9,3,1,1,6,5,4,8,7,1,0,0,0,2,4,4,7,1,5,5,1,1,2,1,1,7,8,2,3,1,2,3,2,3,3,1,3,2,159,1620,3,3,2,1,2,1,1,2,1,1,4,3,3,5,1,0,5,98
1,159,1621,1,3,1,1,5,1,7,4,6,5,12,5,12,0,0,1,2,2,2,2,2,2,2,1,0,0,1,1,5,6,5,3,8,7,1,0,0,0,2,1,1,7,1,6,1,4,3,3,3,3,5,7,2,2,1,2,3,2,3,2,1,2,2,159,1621,1,3,2,1,2,2,1,2,1,1,1,1,1,5,1,0,5,90
1,159,1622,8,11,6,3,5,7,8,3,4,5,1,11,3,0,0,2,1,2,2,2,2,2,2,1,0,0,0,0,6,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,9,2,1,3,2,3,2,3,1,5,3,2,159,1622,1,2,1,1,2,1,1,2,1,1,3,3,6,5,5,0,5,30
1,159,1623,1,1,1,1,5,1,3,1,4,5,4,5,12,0,0,2,2,2,2,1,2,2,2,8,8,5,2,3,3,6,5,4,8,7,1,0,0,0,3,2,1,2,1,2,5,2,2,2,3,2,5,7,2,3,2,3,3,7,2,3,11,1,2,159,1623,6,2,1,1,2,1,1,2,1,1,1,1,4,1,7,0,5,98
1,159,1624,1,1,1,1,5,1,3,1,6,5,4,5,12,0,0,1,2,2,2,2,2,2,2,1,0,0,1,1,5,6,5,3,8,7,1,0,0,0,2,1,1,1,1,4,1,4,3,2,3,2,4,8,2,2,1,2,3,3,1,3,5,3,2,159,1624,1,2,1,1,2,1,1,2,1,1,1,1,1,3,1,0,5,98
1,159,1625,1,10,5,5,5,7,3,1,5,5,1,10,3,5,5,2,2,2,2,1,2,2,2,1,5,5,1,3,2,1,0,3,8,7,5,2,1,3,1,3,5,0,0,0,0,4,3,3,3,3,1,1,4,2,1,2,4,5,4,2,2,3,2,159,1625,3,3,1,1,1,1,1,2,1,1,1,1,6,2,2,0,4,90
1,159,1626,4,2,1,1,5,1,4,1,6,5,4,5,12,0,0,2,2,2,2,1,2,2,2,8,7,9,3,3,3,1,3,4,0,8,1,0,0,0,3,4,2,0,0,0,0,3,3,3,3,3,2,7,1,2,1,1,3,2,2,2,10,3,2,159,1626,3,2,1,1,2,1,1,1,1,1,1,1,4,3,3,0,4,98
1,159,1627,2,2,1,1,6,1,5,1,3,5,4,5,12,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,3,2,7,0,6,5,4,3,1,3,1,8,8,0,0,0,0,0,0,0,0,0,0,2,159,1627,3,3,2,1,2,1,1,2,1,2,4,1,5,0,8,0,5,98
1,159,1628,2,2,1,1,6,1,5,1,4,5,1,5,12,0,0,2,2,2,2,1,2,2,2,8,9,4,2,1,7,6,5,3,8,7,1,0,0,0,3,3,3,2,1,2,5,4,3,3,3,3,3,7,1,2,1,3,2,2,2,2,4,2,2,159,1628,1,3,1,1,1,1,2,2,1,2,1,1,5,2,4,0,3,90
1,159,1629,7,9,5,2,6,7,7,3,1,4,1,10,5,5,7,2,2,2,2,1,2,2,2,1,5,7,1,1,11,5,4,3,8,7,3,1,1,3,1,3,5,0,0,0,0,4,3,3,3,3,5,5,1,2,1,2,4,2,3,1,0,3,2,159,1629,3,3,1,1,2,1,2,2,1,2,1,1,6,5,2,0,4,90
1,159,1630,2,8,5,2,7,7,4,1,6,3,10,3,10,3,6,2,2,2,2,1,2,2,2,7,3,5,2,1,3,3,3,2,1,3,1,0,0,0,3,2,4,3,1,3,5,4,3,3,3,2,3,5,2,3,3,2,4,3,3,1,11,3,2,159,1630,3,2,2,1,1,1,1,2,1,3,2,1,0,3,6,0,4,0
1,159,1631,1,6,6,2,5,3,6,2,6,4,10,3,6,3,6,2,2,2,2,2,1,2,2,4,3,5,2,1,4,2,2,2,2,3,4,2,1,2,3,4,3,3,1,1,5,4,3,3,3,3,3,5,3,2,1,1,4,5,3,1,2,4,2,159,1631,1,3,1,1,1,2,2,2,1,1,1,2,0,3,4,0,3,0
1,159,1632,2,9,1,1,5,7,3,1,4,4,10,3,5,3,6,2,2,2,2,1,2,2,2,1,3,9,1,1,3,1,3,2,2,3,5,2,3,1,3,4,4,9,1,2,5,3,3,3,3,3,3,7,2,2,3,2,3,2,3,1,1,3,2,159,1632,3,2,2,1,1,1,2,2,1,1,1,1,0,5,5,0,3,0
1,159,1633,2,8,1,1,7,4,3,1,6,3,10,3,2,3,6,2,2,2,2,1,2,2,2,1,3,5,1,1,3,1,2,2,4,3,1,0,0,0,3,2,1,7,1,3,1,4,3,3,3,3,8,8,2,2,2,1,4,2,4,2,4,3,2,159,1633,3,2,1,1,2,1,1,1,1,3,1,1,4,1,8,0,4,0
1,159,1634,2,7,1,1,6,3,6,2,5,5,10,3,10,3,6,2,2,2,2,1,2,2,2,2,3,6,1,1,3,1,2,1,4,5,1,0,0,0,3,4,2,7,1,6,5,4,3,3,3,3,3,10,2,1,1,2,3,2,3,1,5,3,2,159,1634,3,2,1,1,2,1,1,2,1,1,1,1,4,6,1,0,5,0
1,159,1635,4,4,1,1,6,3,5,1,4,5,10,3,5,3,6,1,2,2,2,1,2,2,2,4,3,4,2,3,3,2,2,4,2,5,5,0,0,0,2,1,2,6,1,6,1,4,3,3,3,3,5,7,1,2,1,1,3,5,3,3,11,3,2,159,1635,3,3,2,1,2,1,1,2,1,3,1,2,2,3,3,0,5,0
1,159,1636,6,9,1,1,7,1,6,2,4,3,10,3,6,3,6,2,2,2,2,1,2,2,2,1,3,6,1,1,3,1,1,1,3,3,3,0,0,0,3,2,4,7,1,3,5,4,3,3,3,3,5,7,2,3,2,2,2,5,3,3,10,3,2,159,1636,1,3,1,1,0,0,1,0,1,3,1,1,0,2,6,0,3,0
1,159,1637,1,9,1,1,8,5,5,1,3,2,10,3,1,3,6,2,2,2,2,1,2,2,2,1,3,6,1,2,3,1,3,4,3,5,1,0,0,0,3,2,1,7,1,4,1,4,3,3,3,3,5,7,2,2,1,2,3,5,3,1,11,3,2,159,1637,1,2,2,1,2,1,1,1,1,1,2,1,4,5,1,0,4,0
1,159,1638,8,9,1,1,5,7,6,1,5,5,10,3,5,1,6,2,2,2,2,1,2,2,2,1,3,6,1,2,3,1,1,3,8,7,1,0,0,0,3,2,3,2,1,2,5,4,3,3,3,3,5,2,1,2,2,3,3,5,3,1,5,3,2,159,1638,1,2,1,1,2,1,1,2,1,1,2,2,0,3,7,0,5,0
1,159,1639,1,8,6,3,5,7,8,3,1,5,4,4,4,6,6,2,2,1,2,2,2,2,2,1,6,9,1,3,4,5,4,4,8,7,3,1,1,3,3,2,4,1,0,5,2,2,2,2,2,2,9,10,3,3,3,0,0,2,0,0,2,0,2,159,1639,1,3,2,1,1,1,1,1,1,3,4,1,0,1,8,1,3,98
1,159,1640,6,7,5,2,4,7,5,1,2,5,5,4,9,4,6,2,2,2,1,2,2,2,2,1,4,6,1,1,4,5,4,1,2,4,3,2,1,3,1,3,5,0,0,0,0,4,3,3,3,3,2,2,4,2,1,2,2,2,3,2,2,3,2,159,1640,3,3,2,1,2,1,1,2,1,2,1,1,6,4,2,1,5,90
1,159,1641,1,8,3,4,7,5,5,1,5,1,4,4,9,3,6,2,2,2,1,2,2,2,2,3,4,9,1,3,4,5,4,1,2,3,3,2,1,2,3,2,1,7,1,6,5,4,3,3,3,3,7,8,2,1,1,2,3,2,3,3,2,3,2,159,1641,3,2,1,1,2,1,1,2,1,1,3,1,4,5,1,2,5,98
1,159,1642,3,10,5,2,5,7,3,1,6,5,5,4,5,5,6,2,2,2,1,2,2,2,2,1,5,6,1,1,4,5,4,2,7,3,3,2,1,0,3,4,3,0,0,0,0,4,3,3,3,2,7,8,2,1,1,2,3,2,3,1,11,3,2,159,1642,3,3,1,1,2,1,1,2,1,1,1,1,0,6,1,1,5,90
1,159,1643,1,11,5,3,6,7,3,1,3,5,1,4,9,6,6,2,2,2,1,2,2,2,2,1,6,9,1,1,4,5,4,3,8,7,4,2,1,3,1,3,5,0,0,0,0,4,3,3,3,3,2,1,4,3,1,2,3,5,4,1,4,3,2,159,1643,1,3,2,1,1,1,1,2,1,3,1,1,6,0,1,1,4,90
1,159,1644,1,10,5,3,2,7,3,1,2,5,13,4,5,3,6,2,2,2,2,2,2,1,2,1,3,9,1,2,4,5,4,4,0,0,2,4,1,3,0,3,5,0,0,0,0,4,3,3,3,3,2,3,4,2,2,2,2,2,3,1,3,3,2,159,1644,3,2,2,2,2,1,1,1,1,1,1,2,6,0,6,5,3,90
1,159,1645,6,9,5,4,6,7,4,1,5,5,4,4,5,3,6,2,2,2,2,1,2,1,2,4,8,8,3,3,4,5,4,4,8,7,4,2,1,1,3,3,5,0,0,0,0,2,2,2,2,2,8,8,1,2,3,2,3,2,2,1,4,2,2,159,1645,1,3,3,2,1,1,1,2,1,3,1,1,5,0,5,0,3,98
1,159,1646,3,11,5,2,5,7,6,1,6,5,12,4,11,4,6,2,2,2,2,2,2,1,2,7,4,5,1,1,4,5,4,2,4,3,3,2,1,2,3,4,3,5,1,5,1,4,3,3,3,3,2,1,4,1,1,2,3,2,3,1,5,0,2,159,1646,3,2,1,1,2,2,1,1,1,1,1,1,0,6,1,0,4,30
1,159,1647,1,7,5,4,7,5,3,1,5,5,4,4,8,4,6,2,2,2,1,2,2,2,2,1,4,9,1,1,4,1,1,2,2,4,5,2,4,3,1,3,5,0,0,0,0,4,3,3,3,2,5,7,1,3,3,1,3,2,3,3,2,3,2,159,1647,1,2,3,1,2,1,1,2,1,3,2,3,6,3,7,4,5,98
1,159,1648,2,2,1,1,5,4,5,1,6,5,10,4,9,3,6,2,2,2,1,2,2,2,2,1,3,9,2,2,4,5,4,4,2,2,4,2,2,3,3,2,4,7,0,0,5,4,3,3,3,2,5,8,2,3,1,2,3,2,3,1,11,2,2,159,1648,1,2,3,1,0,0,0,0,1,3,1,2,0,6,1,1,2,0
1,159,1649,1,3,5,3,5,4,4,1,4,2,10,4,5,5,6,2,2,2,1,1,2,2,2,5,5,6,1,1,4,5,4,1,7,5,4,2,1,3,1,3,5,0,0,0,0,4,3,2,3,2,6,8,1,1,2,2,2,5,3,1,2,3,2,159,1649,5,3,1,1,0,1,1,0,1,0,1,1,6,3,6,3,3,0
1,159,1650,10,11,4,2,1,7,6,1,2,5,10,4,6,5,6,2,2,2,2,2,2,2,1,0,0,1,1,2,4,5,4,3,8,7,5,4,3,3,1,3,5,0,0,0,0,3,3,3,3,3,8,8,2,3,3,4,4,4,4,3,4,4,2,159,1650,4,3,3,1,1,1,1,1,1,3,3,1,6,0,8,0,3,0
1,159,1651,1,1,1,1,5,3,4,1,3,5,4,4,5,5,6,2,2,2,1,2,2,2,2,1,5,6,1,1,4,5,4,3,8,7,2,0,0,3,2,0,3,0,0,0,0,1,0,1,1,1,9,10,1,1,1,2,1,2,0,1,1,0,2,159,1651,1,0,3,1,2,2,1,2,1,1,1,3,5,0,2,5,5,98
1,159,1652,5,7,1,1,5,4,6,1,4,5,5,4,6,2,6,1,2,2,2,2,2,2,2,8,0,0,3,2,4,5,4,2,6,4,3,5,1,3,2,4,1,1,1,2,5,3,3,3,3,2,7,8,1,1,3,4,4,2,3,3,10,3,2,159,1652,3,3,2,2,2,1,2,1,2,3,1,1,3,2,8,0,1,90
1,159,1653,2,4,6,2,5,4,5,1,4,5,10,3,5,4,6,2,2,2,2,1,2,2,2,1,4,5,1,1,3,1,1,2,4,4,1,0,0,0,3,2,3,2,1,3,2,4,3,3,3,3,3,5,2,2,1,2,3,5,4,1,7,3,2,159,1653,5,2,1,1,2,2,1,1,1,3,1,1,0,0,1,0,4,0
1,159,1654,4,2,1,1,6,3,4,1,3,5,10,3,6,1,6,2,2,2,2,1,2,2,2,2,4,5,1,3,2,2,3,4,2,0,5,2,4,1,3,2,1,7,1,3,5,4,3,3,3,3,2,5,2,3,3,4,4,7,3,1,11,3,2,159,1654,3,2,2,0,0,1,0,0,0,3,2,1,4,2,8,0,9,0
1,159,1655,2,10,1,1,5,7,2,1,5,4,10,3,5,5,6,2,2,2,2,1,2,2,2,2,5,7,1,1,3,1,2,2,1,2,1,0,0,0,3,2,1,7,1,2,5,2,2,3,3,3,8,8,2,2,1,3,3,5,4,1,11,3,2,159,1655,4,2,1,1,2,1,1,2,1,1,4,2,4,3,3,0,5,0
1,159,1656,2,11,5,2,5,7,0,1,6,5,5,3,10,6,6,2,2,2,1,2,2,2,2,9,5,6,2,3,4,1,2,4,8,7,5,0,0,1,3,4,4,1,1,1,5,4,3,3,3,3,3,8,2,3,1,1,3,2,1,1,4,4,2,159,1656,3,3,2,2,0,0,0,0,0,2,1,1,0,0,3,4,0,0
1,159,1657,4,11,5,2,5,7,5,1,6,5,10,3,5,6,6,2,2,2,2,1,2,2,2,7,6,6,2,2,3,1,1,4,2,6,5,5,3,2,3,4,4,7,1,3,1,4,3,3,3,3,4,5,4,2,1,2,3,2,4,1,2,3,2,159,1657,3,3,2,1,2,1,1,2,1,2,1,1,0,5,1,0,5,0
1,159,1658,4,6,1,1,6,5,5,5,6,1,10,3,5,1,6,2,2,2,2,1,2,2,2,8,7,7,2,1,3,1,3,2,2,3,5,2,2,2,3,4,1,5,1,3,5,4,3,3,3,3,5,8,1,2,2,2,3,2,4,3,1,3,2,159,1658,1,3,2,1,1,1,1,2,1,1,4,1,4,3,5,0,4,0
1,159,1659,4,3,1,1,6,3,5,1,6,3,10,3,5,3,6,2,2,2,2,1,2,2,2,8,8,9,3,3,3,2,3,3,8,7,1,0,0,0,3,2,1,7,1,6,1,3,3,3,3,3,5,7,1,2,1,2,4,2,4,3,1,3,2,159,1659,3,2,1,1,2,1,1,2,1,1,1,2,4,3,2,0,5,0
1,159,1660,2,9,5,2,6,7,5,1,6,2,10,3,10,3,6,2,2,2,1,2,2,2,2,3,8,9,1,1,4,4,3,1,7,4,4,5,2,2,3,3,4,6,1,6,5,4,3,3,3,3,5,7,2,3,3,2,3,2,4,1,10,3,2,159,1660,1,3,2,1,2,1,1,2,1,3,4,1,5,0,5,2,5,0
1,159,1661,4,5,6,2,5,4,6,2,5,5,10,3,5,2,6,2,2,2,1,1,2,2,2,8,8,4,2,1,4,3,2,3,8,7,4,2,4,1,3,2,3,2,1,3,5,4,3,3,3,3,9,7,2,2,1,0,2,5,2,3,5,3,2,159,1661,1,3,2,0,0,0,0,0,0,3,1,1,0,1,4,3,9,0
1,159,1662,2,1,1,1,6,2,4,5,6,5,10,3,6,2,6,2,2,2,2,1,2,2,2,2,8,6,1,3,3,1,1,1,4,5,1,0,0,0,3,2,2,7,1,3,5,4,3,3,3,3,3,3,1,2,3,2,2,2,3,2,2,3,2,159,1662,3,3,1,1,2,1,1,2,1,2,1,1,4,3,6,0,5,0
1,159,1663,2,10,1,1,7,7,6,2,6,5,10,3,5,4,6,2,2,2,2,1,2,2,2,8,8,5,3,1,1,1,1,1,4,3,1,0,0,0,3,2,3,7,1,3,5,2,3,2,3,3,5,7,2,2,2,2,4,2,4,1,4,3,2,159,1663,1,2,1,1,2,2,1,2,1,2,1,1,0,3,6,0,5,0
1,159,1664,1,5,1,1,6,5,5,1,5,5,10,3,3,4,6,2,2,2,2,1,2,2,2,2,9,5,1,1,3,1,2,2,4,4,1,0,0,0,3,2,4,5,1,5,1,4,3,3,3,3,7,8,3,2,1,1,3,2,3,3,11,2,2,159,1664,1,0,2,1,2,1,1,2,1,3,1,1,0,4,3,0,5,0
1,159,1665,1,10,1,1,5,7,6,1,4,5,10,3,5,3,6,2,2,2,1,1,2,2,2,5,9,9,1,1,4,1,3,1,2,3,4,2,1,1,3,2,3,2,1,2,5,4,3,3,3,3,4,7,4,2,2,3,3,5,4,1,1,3,2,159,1665,1,3,1,1,2,2,1,2,1,1,1,1,0,2,7,3,5,0
1,159,1666,1,4,1,1,6,3,5,2,6,2,10,3,6,3,6,1,2,2,2,2,2,2,2,8,0,0,0,0,3,3,3,2,8,7,1,0,0,0,2,1,1,7,1,5,5,4,3,2,2,2,7,8,4,1,1,2,3,2,2,1,4,3,2,159,1666,4,3,2,1,0,1,1,0,1,1,2,2,2,0,1,0,3,0
1,159,1667,2,1,1,1,6,2,3,5,2,5,10,3,6,2,6,1,2,2,2,2,2,2,2,2,0,9,1,0,5,1,3,3,0,7,1,0,0,0,2,1,4,7,1,5,5,4,3,3,3,3,0,0,2,3,1,3,3,5,4,1,1,3,2,159,1667,3,2,1,1,1,1,1,0,1,1,2,1,1,3,3,0,3,0
1,159,1668,2,1,5,3,5,2,3,1,6,1,10,3,5,1,6,1,2,2,2,2,2,2,2,2,0,0,1,2,5,1,3,2,1,2,5,0,0,0,2,1,1,5,1,5,0,4,3,3,3,3,1,3,1,2,3,1,3,5,3,1,11,2,2,159,1668,1,3,2,1,1,1,1,0,1,1,3,1,1,3,7,0,3,0
1,159,1669,2,8,1,1,7,5,4,1,6,3,10,3,1,3,6,1,2,2,2,2,2,2,2,2,0,0,1,1,5,2,2,2,1,2,1,0,0,0,2,1,2,5,1,4,1,4,3,3,3,3,9,2,2,2,1,2,3,2,3,1,10,0,2,159,1669,1,3,2,2,2,1,1,2,1,3,4,1,1,6,1,0,4,0
