CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11A.,Q.12A.,Q.13A.,Q.14A.,Q.15A.,Q.16A.,Q.17A.,Q.18A.,Q.19A.,Q.20A.,Q.21A.,Q.22A.,Q.23A.,Q.25.,Q.26.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.30E.,Q.30F.,Q.30G.,Q.30H.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.32A.,Q.32B.,Q.32C.,Q.32D.,Q.32E.,Q.32F.,Q.32G.,Q.33.,Q.34.,Q.35.,Q.36.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.37.,Q.38A.,Q.38B.,Q.38B..1,Q.38B..2,Q.38B..3,Q.38B..4,Q.38B..5,Q.38B..6,Q.38B..7,Q.38B..8,Q.38B..9,Q.38B..10,Q.38C.,Q.38C..1,Q.38C..2,Q.38C..3,Q.38C..4,Q.38C..5,Q.38C..6,Q.38C..7,Q.38C..8,Q.38C..9,Q.38C..10,Q.38C..11,Q.38C..12,Q.38C..13,Q.38C..14,Q.38C..15,Q.38C..16,Q.38C..17,Q.38C..18,Q.38C..19,Q.38C..20,Q.38C..21,Q.39A.,Q.40A.,Q.41A.,Q.42A.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.44A.,Q.45A.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48C.,Q.48D.,Q.48E.,Q.48F.,Q.49.,V.51.,V.52.,V.53.,V.54.,V.55.,V.56.,V.57.,V.58.
1,172,1387,1,4,10,4,4,1,1,10,2,1,3,4,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,3,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,172,1387,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,1,6,9,9,9,9,9,9,9,9,9,9,9,2,8,3,1,4,9,11,4
1,172,1388,1,4,3,4,4,1,1,10,2,1,3,1,3,1,1,6,1,1,6,6,1,1,1,3,1,2,3,5,1,2,2,2,2,2,3,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,1,1,2,172,1388,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,5,5,2,2,1,6,9,9,9,9,9,9,9,9,9,9,9,2,5,7,4,4,9,11,4
1,172,1389,1,4,2,4,4,1,1,10,1,1,3,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,2,3,1,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,172,1389,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,3,2,3,1,1,1,9,9,9,9,9,9,9,9,9,9,9,1,4,2,1,1,9,12,4
1,172,1390,1,1,8,4,4,2,4,15,2,1,3,4,7,4,6,4,1,6,4,4,1,5,6,2,1,1,1,3,2,2,1,2,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,1,2,2,172,1390,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,3,2,2,4,1,1,5,9,9,9,9,9,9,9,9,9,9,9,2,6,14,4,4,9,6,4
1,172,1391,1,1,9,4,4,1,6,4,6,2,0,1,4,1,3,3,4,1,1,4,4,3,4,3,1,1,3,3,2,3,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,172,1391,1,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,5,1,6,9,9,9,9,9,9,9,9,9,9,9,2,8,8,3,5,9,4,3
1,172,1392,1,1,2,4,4,2,1,4,1,2,3,8,1,3,6,10,3,1,1,3,3,1,1,3,1,1,1,3,1,3,1,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,2,172,1392,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,2,5,3,2,3,2,3,1,5,9,9,9,9,9,9,9,9,9,9,9,2,5,8,5,4,9,2,3
1,172,1393,1,1,9,4,4,2,1,4,2,1,3,6,6,4,6,7,1,6,1,3,1,3,4,2,2,1,1,3,1,2,3,3,1,2,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,3,2,1,3,2,172,1393,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,5,5,4,3,2,1,5,3,6,9,9,9,9,9,9,9,9,9,9,9,2,8,14,7,5,9,2,3
1,172,1394,1,1,10,4,4,2,1,4,2,1,3,4,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,4,3,3,2,0,2,1,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,3,1,1,2,2,172,1394,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,3,3,2,12,6,9,2,3
1,172,1395,1,2,9,4,4,1,5,2,4,1,2,5,1,4,1,5,1,5,4,4,5,1,4,4,1,1,3,2,2,3,1,3,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,2,2,172,1395,1,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,3,5,5,5,1,5,9,9,9,9,9,9,9,9,9,9,9,3,3,8,12,6,9,6,4
1,172,1396,1,2,10,4,4,1,5,1,4,2,2,7,1,6,4,1,1,1,4,1,1,1,3,2,1,1,1,3,1,2,1,2,2,1,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,2,2,172,1396,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,4,2,1,6,9,9,9,9,9,9,9,9,9,9,9,2,6,7,3,3,9,6,4
1,172,1397,1,1,8,4,2,1,5,0,4,1,2,9,6,6,9,9,1,1,9,6,9,9,5,5,1,1,1,4,1,2,2,2,1,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,3,2,172,1397,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,0,0,1,5,1,3,1,9,9,9,9,9,9,9,9,9,9,9,2,5,19,3,3,9,6,5
1,172,1398,1,3,8,4,4,1,6,1,4,1,2,3,4,3,3,4,1,3,1,4,3,1,3,4,1,1,2,3,1,2,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,3,2,172,1398,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,0,0,0,3,5,1,3,3,5,9,9,9,9,9,9,9,9,9,9,9,2,5,9,6,3,9,6,5
1,172,1399,1,4,9,4,4,1,6,1,4,1,2,6,6,6,6,1,1,1,6,6,6,1,6,2,2,1,2,3,1,1,1,2,2,3,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,2,172,1399,1,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,3,3,3,3,1,3,9,9,9,9,9,9,9,9,9,9,9,1,3,16,8,3,9,6,4
1,172,1400,1,4,8,4,4,1,5,4,4,1,2,3,4,4,7,7,4,7,4,4,1,3,4,3,1,1,1,4,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,172,1400,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,2,3,1,6,9,9,9,9,9,9,9,9,9,9,9,2,6,14,5,4,9,6,4
1,172,1401,1,3,9,4,4,1,6,1,4,1,2,4,4,4,3,7,1,4,4,3,2,4,2,3,1,1,2,3,1,3,3,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,2,2,172,1401,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,5,4,3,1,2,2,1,0,9,9,9,9,9,9,9,9,9,9,9,3,2,12,5,5,9,6,4
1,172,1402,1,2,9,4,4,1,6,5,4,1,2,4,3,3,6,4,1,4,3,3,8,4,1,4,1,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,3,2,172,1402,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,5,5,4,5,5,1,1,6,9,9,9,9,9,9,9,9,9,9,9,2,7,12,5,5,9,6,4
1,172,1403,1,1,9,4,3,1,5,4,4,2,2,1,1,2,6,2,1,1,3,6,4,3,8,5,1,1,1,2,1,2,1,1,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,3,2,172,1403,1,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,4,3,5,5,5,3,5,9,9,9,9,9,9,9,9,9,9,9,1,4,11,6,1,9,6,4
1,172,1404,1,3,9,4,4,1,6,1,4,1,2,6,6,6,6,6,4,4,6,6,6,6,2,5,2,1,1,3,1,3,2,3,3,2,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,1,2,2,172,1404,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,2,3,2,1,4,1,1,3,9,9,9,9,9,9,9,9,9,9,9,3,1,21,0,9,1,6,5
1,172,1405,1,1,5,4,1,1,6,1,4,1,2,3,1,1,1,1,1,1,4,3,5,5,5,3,2,2,1,4,1,1,1,2,2,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,2,172,1405,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,6,6,9,9,9,9,9,9,9,9,9,9,9,1,4,6,2,3,9,7,4
1,172,1406,1,2,8,4,2,1,6,1,6,2,2,6,1,2,3,1,1,3,1,1,1,3,3,4,1,1,1,3,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,2,172,1406,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,1,1,1,1,1,6,9,9,9,9,9,9,9,9,9,9,9,2,7,7,6,5,9,8,4
1,172,1407,2,1,3,4,4,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,172,1407,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,9,9,1,2,2,2,3,3,3,3,3,2,2,3,10,99,12,9,3,1,3
1,172,1408,2,1,8,4,4,1,4,4,2,1,3,1,3,3,1,1,10,4,3,1,4,10,4,2,1,1,3,3,2,2,2,2,1,2,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,1,2,2,172,1408,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,5,2,2,3,1,5,9,9,2,6,4,0,1,3,1,1,3,2,3,2,10,99,12,4,9,3,3
1,172,1409,2,4,2,4,4,1,1,10,2,1,3,1,1,1,1,1,1,1,1,4,1,4,1,3,1,1,3,3,3,3,2,2,2,1,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,2,2,172,1409,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,3,2,9,9,1,4,2,1,1,3,1,3,3,2,3,3,10,99,12,9,1,12,4
1,172,1410,2,4,7,4,2,1,2,10,2,1,3,3,1,3,3,3,3,1,1,1,3,3,3,2,1,2,3,3,2,2,3,3,2,2,2,2,0,0,0,0,3,0,0,0,0,0,0,2,0,3,2,1,4,2,172,1410,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,5,5,4,3,2,3,5,9,9,1,3,3,2,1,1,1,3,3,3,1,3,9,99,12,9,1,12,4
1,172,1411,2,4,5,4,4,1,1,10,2,1,3,3,4,3,2,1,1,3,1,2,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,1,4,2,172,1411,2,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,3,3,2,3,1,9,9,1,2,1,1,3,3,3,1,3,2,2,2,9,99,12,6,9,12,4
1,172,1412,2,4,4,4,4,1,1,10,2,1,3,3,1,1,4,3,6,3,6,6,3,3,2,2,1,1,1,3,1,2,2,3,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,2,2,2,172,1412,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,4,4,3,4,1,9,9,2,4,3,2,1,3,3,1,3,1,3,2,10,99,12,5,9,12,4
1,172,1413,2,4,10,4,1,1,1,10,2,1,3,1,1,1,1,1,1,10,1,3,4,4,1,3,1,1,1,1,1,3,2,2,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,1,2,2,172,1413,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,5,1,4,3,1,1,1,9,9,1,2,1,1,1,3,2,1,3,2,1,3,10,99,12,5,9,12,4
1,172,1414,2,4,3,4,4,1,1,10,2,1,3,3,2,1,2,6,1,1,6,7,2,3,3,2,1,1,1,2,1,3,2,2,1,3,2,3,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,1,2,2,172,1414,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,4,1,9,9,1,2,1,1,1,3,1,3,3,1,2,2,10,99,12,4,9,12,4
1,172,1415,2,4,8,4,2,1,1,10,2,1,3,1,3,1,2,1,1,1,1,1,1,1,3,2,2,2,1,2,2,3,2,3,2,2,2,2,0,0,0,0,3,0,0,0,0,0,0,2,0,4,2,1,2,2,172,1415,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,2,4,2,2,3,3,9,9,2,6,4,3,1,3,1,2,3,3,2,3,10,99,12,9,1,12,4
1,172,1416,2,4,3,4,2,1,1,10,2,1,3,7,3,6,6,6,3,7,3,3,3,2,1,5,2,2,2,5,1,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,172,1416,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,0,0,0,0,0,0,0,9,9,1,1,3,4,3,1,1,3,3,3,0,2,10,99,12,2,9,12,4
1,172,1417,1,4,8,4,2,1,5,10,3,1,1,3,6,6,7,1,1,1,1,1,3,1,6,3,1,2,1,3,3,3,2,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,2,172,1417,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,6,6,9,9,9,9,9,9,9,9,9,9,9,2,8,10,6,9,2,12,4
1,172,1418,1,4,5,4,1,1,3,10,7,1,1,1,1,3,3,4,1,1,4,3,4,1,6,1,1,1,1,1,3,4,3,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,2,172,1418,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,4,2,2,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,4,7,8,4,9,5,12,4
1,172,1419,1,2,11,4,1,1,3,3,8,1,1,10,4,4,3,10,10,10,1,5,4,10,5,0,2,2,2,5,3,3,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,172,1419,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,5,5,5,5,2,3,4,2,1,6,9,9,9,9,9,9,9,9,9,9,9,2,6,6,1,5,9,7,4
1,172,1420,1,3,10,4,4,1,5,12,9,1,1,3,1,3,3,3,2,1,1,6,4,1,3,4,1,1,2,3,1,3,2,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,172,1420,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,3,1,2,2,3,6,9,9,9,9,9,9,9,9,9,9,9,3,1,9,7,9,1,4,4
1,172,1421,1,2,4,4,4,1,2,7,10,1,1,6,1,6,6,6,6,3,6,2,6,1,6,5,1,1,1,5,1,2,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,172,1421,1,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,0,0,0,4,0,0,0,3,1,9,9,9,9,9,9,9,9,9,9,9,1,4,18,0,4,9,9,5
1,172,1422,1,3,5,4,2,1,4,5,7,1,1,3,3,6,4,1,1,6,8,6,4,3,6,2,1,1,1,2,2,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,172,1422,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,5,2,2,3,2,4,1,1,6,9,9,9,9,9,9,9,9,9,9,9,4,5,15,7,9,2,9,4
1,172,1423,1,4,6,4,4,1,3,10,7,1,3,6,7,7,7,1,1,1,7,3,4,1,6,3,1,1,1,4,1,3,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,2,172,1423,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,5,1,3,3,2,3,3,4,5,9,9,9,9,9,9,9,9,9,9,9,2,6,14,7,4,9,9,4
1,172,1424,1,4,9,4,4,1,5,3,9,1,1,4,1,4,1,1,3,1,1,3,1,4,4,4,1,1,2,3,1,3,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,2,172,1424,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,3,5,0,2,0,3,0,0,6,9,9,9,9,9,9,9,9,9,9,9,3,1,6,2,5,9,10,4
1,172,1425,1,3,8,4,1,1,5,10,3,1,1,3,6,2,1,1,1,1,1,1,1,1,1,3,0,0,0,0,1,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,172,1425,1,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,3,2,5,1,1,0,9,9,9,9,9,9,9,9,9,9,9,2,8,4,3,6,9,10,3
1,172,1426,1,1,9,4,4,1,3,3,9,1,0,4,6,1,1,1,1,2,2,1,2,6,1,1,1,1,2,2,1,4,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,2,172,1426,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,5,4,5,3,5,2,3,6,5,9,9,9,9,9,9,9,9,9,9,9,3,2,8,5,6,9,6,4
1,172,1427,1,4,9,4,1,1,5,12,9,1,2,6,3,6,4,6,1,1,1,4,1,1,5,2,1,2,2,3,2,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,2,172,1427,1,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,5,5,5,6,5,9,9,9,9,9,9,9,9,9,9,9,3,3,10,4,6,9,4,4
1,172,1428,1,4,9,4,1,1,5,1,9,1,2,7,3,3,7,3,3,2,6,6,3,6,6,3,1,1,3,3,1,3,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,172,1428,1,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,0,0,4,3,2,3,4,1,9,9,9,9,9,9,9,9,9,9,9,3,1,18,11,5,9,2,3
1,172,1429,1,4,9,4,4,1,5,7,9,1,1,7,3,6,4,6,10,4,10,1,2,1,6,4,2,1,2,3,2,2,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,172,1429,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,4,0,0,0,2,3,4,2,3,6,9,9,9,9,9,9,9,9,9,9,9,2,5,12,6,3,9,4,4
1,172,1430,1,4,9,4,4,1,5,5,9,2,1,4,3,3,1,1,1,1,4,3,1,1,3,2,1,1,1,3,2,2,1,1,2,3,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,2,2,172,1430,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,5,5,5,2,2,3,1,1,6,9,9,9,9,9,9,9,9,9,9,9,1,4,6,4,3,9,4,4
1,172,1431,2,4,5,4,4,2,1,10,4,1,1,3,3,2,1,1,1,1,1,6,1,3,6,1,1,1,3,3,1,2,1,1,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,172,1431,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,5,5,4,5,1,1,9,9,3,6,4,2,1,3,1,1,3,2,2,1,10,99,12,1,9,9,4
1,172,1432,2,1,11,4,4,2,4,10,4,1,2,5,4,1,8,9,1,5,4,4,4,4,4,2,2,1,1,2,2,0,2,3,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,172,1432,2,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,2,2,2,1,9,9,2,6,3,1,1,1,1,1,3,2,2,3,10,99,12,6,9,9,4
1,172,1433,2,1,10,4,4,1,6,4,5,1,1,10,10,10,6,11,10,4,10,5,9,5,8,5,1,1,1,3,2,2,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,172,1433,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,2,0,3,3,9,9,1,4,3,2,2,3,1,3,3,3,2,2,10,99,12,5,9,1,3
1,172,1434,2,3,9,4,4,1,6,5,5,1,1,1,10,10,7,7,10,3,10,11,8,11,4,4,2,1,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,2,2,172,1434,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2,3,2,2,9,9,2,0,0,2,3,1,1,1,2,1,2,2,10,99,12,6,9,1,4
1,172,1435,2,3,8,4,4,1,6,4,6,2,1,1,6,6,6,6,1,1,1,3,2,2,9,3,1,1,1,3,1,2,2,1,1,2,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,1,2,2,172,1435,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,3,2,1,2,9,9,1,3,1,1,1,3,2,1,3,3,2,1,10,99,12,2,9,1,3
1,172,1436,2,3,10,4,4,1,6,3,5,1,2,10,1,2,2,1,1,1,1,1,2,2,3,3,2,2,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,172,1436,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,3,3,4,1,9,9,1,2,2,1,3,3,1,1,3,1,2,2,10,99,12,6,9,1,3
1,172,1437,2,4,8,4,3,1,6,3,5,1,2,6,6,6,6,6,1,1,4,3,6,2,6,4,1,1,1,3,1,2,2,2,1,3,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,3,2,172,1437,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,3,2,4,2,9,9,1,2,1,1,1,3,3,3,3,3,0,2,10,99,12,3,9,1,3
1,172,1438,2,1,10,4,4,1,6,8,6,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,2,2,3,2,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,172,1438,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,2,5,2,2,9,9,1,4,1,1,1,3,1,1,3,1,1,3,10,99,12,9,1,2,4
