CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51A.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56A.,Q.57A.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,CARD..1,DECK..1,BALLOT..1,,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72A.,Q.73A.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,V.102.,V.103.,V.104.,V.105.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,V.112.,V.113.,V.114.,V.115.,V.116.,V.117.,V.118.,V.119.,V.120.
1,63,151,6,1,11,7,2,5,4,2,1,2,6,2,4,9,9,2,1,2,1,1,1,1,2,3,1,1,5,2,2,4,2,3,4,4,1,1,1,11,3,9,3,2,2,2,2,2,1,1,2,1,2,1,11,4,5,3,2,2,2,1,1,2,2,2,2,63,151,6,2,1,1,1,1,1,1,3,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,0,0,0,0,0,0,4,0,2,2,5,6,11,3,3,3,3,1,7,4,0,1,5,7,2,32,911
1,63,152,6,3,11,7,5,5,4,2,2,2,5,2,2,9,9,3,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,4,1,2,2,1,1,2,5,3,1,1,2,2,2,1,1,2,1,2,1,1,3,3,2,1,2,2,2,2,1,1,2,2,63,152,6,2,2,6,2,2,2,2,1,1,1,2,2,3,2,2,3,2,3,1,1,1,1,1,1,1,1,2,1,3,3,1,5,3,3,2,3,2,3,5,5,8,0,2,2,5,3,6,2,4,1,4,6,2,32,141
1,63,153,6,2,11,7,2,5,4,3,1,2,5,2,1,9,9,1,1,1,1,2,1,1,1,3,1,2,1,1,3,1,1,4,2,1,4,3,1,1,3,3,3,1,1,1,3,2,1,1,1,2,2,1,4,3,5,1,1,3,2,2,1,2,1,4,2,63,153,6,2,2,2,2,2,1,1,2,2,2,2,3,2,4,2,2,4,3,1,1,1,1,1,1,1,1,4,1,3,3,1,3,1,5,2,1,3,3,4,5,7,2,4,2,5,4,5,3,5,3,3,6,5,24,400
1,63,154,6,1,11,7,5,5,4,3,1,1,4,2,1,4,7,2,3,3,2,1,2,3,3,3,3,2,4,2,4,4,5,1,4,4,4,1,4,2,2,4,1,1,2,2,1,2,1,1,4,3,1,1,11,3,5,2,2,2,2,1,1,1,1,1,2,63,154,6,1,1,1,3,1,3,3,3,2,3,1,2,3,2,1,2,3,2,2,1,3,4,4,4,1,2,4,1,2,2,1,2,2,11,4,0,2,0,4,6,10,3,2,2,0,1,2,3,0,1,6,0,4,32,131
1,63,155,6,1,11,5,2,5,4,4,2,1,2,1,1,3,9,2,1,3,2,1,2,3,3,3,1,2,5,2,4,5,1,1,4,4,4,3,6,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,6,4,4,1,2,4,1,1,1,1,1,1,2,63,155,6,1,4,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,7,2,1,3,1,6,9,12,3,3,0,0,2,3,1,0,3,6,7,7,24,870
1,63,156,6,2,11,3,0,5,4,0,0,3,6,1,5,5,13,3,4,3,1,1,2,3,3,3,3,2,5,2,4,3,1,1,4,4,4,4,9,2,2,2,2,1,1,2,2,3,2,3,3,1,1,1,0,3,5,3,3,4,2,2,2,2,2,4,2,63,156,6,1,3,1,3,1,1,4,1,1,1,3,3,5,1,1,2,4,1,1,1,1,1,1,1,1,1,4,1,4,2,2,2,2,10,4,2,0,0,1,1,11,4,5,1,0,0,2,2,0,2,4,7,2,32,671
1,63,157,6,1,11,1,2,5,4,4,2,1,5,1,5,4,9,2,3,2,1,1,1,3,0,2,1,2,3,2,3,4,4,4,2,4,3,1,1,9,1,1,1,5,1,3,3,4,3,3,4,3,1,1,3,4,5,3,4,4,3,3,1,2,1,2,2,63,157,6,4,3,1,3,1,4,1,3,1,1,3,3,4,5,5,5,4,4,2,1,5,5,4,4,1,1,4,1,4,3,5,5,5,0,4,1,1,0,0,2,0,2,2,1,2,2,7,5,1,0,3,1,0,32,1251
1,63,158,6,1,11,3,0,4,4,4,2,2,5,2,2,9,9,2,3,3,3,1,2,3,3,3,3,2,5,2,4,4,4,1,4,4,4,1,4,0,3,0,3,1,3,3,4,4,3,4,3,3,1,2,11,4,5,3,3,3,3,2,2,2,2,1,2,63,158,6,4,4,1,1,3,3,2,1,2,1,4,4,4,4,4,4,1,1,1,1,1,4,4,4,1,1,4,1,2,3,1,2,2,4,2,3,0,0,0,1,3,2,1,2,0,0,2,1,0,0,3,1,2,32,611
1,63,159,6,1,11,4,2,5,4,3,2,1,5,1,1,1,3,1,4,3,1,1,2,2,1,1,1,2,4,2,4,4,1,1,4,4,4,2,6,2,2,4,2,1,3,3,2,2,3,1,3,1,3,1,2,3,5,3,4,3,2,1,2,1,1,1,2,63,159,6,2,4,1,3,1,3,4,3,2,1,2,3,5,3,5,3,1,1,1,1,4,3,3,4,1,1,2,1,0,0,0,0,0,0,4,0,1,0,3,2,4,2,1,2,4,0,4,2,0,0,3,3,1,34,341
1,63,160,6,1,11,3,1,4,4,2,2,2,4,2,3,17,9,3,3,2,1,1,1,2,1,1,1,1,4,2,3,3,1,4,3,3,2,2,2,1,2,2,2,1,1,2,3,3,2,3,3,4,2,2,11,4,1,4,4,3,2,3,1,1,1,1,2,63,160,6,1,1,1,1,1,1,1,3,1,2,1,3,4,1,2,2,3,2,2,1,1,4,2,2,1,1,4,1,2,2,1,1,5,1,3,2,1,0,0,4,10,4,4,0,5,1,5,3,1,2,5,2,3,45,200
1,63,161,6,1,11,4,2,5,4,1,2,1,4,2,1,3,11,2,2,2,1,2,1,2,2,2,1,2,2,1,0,2,1,2,3,2,2,1,3,11,2,11,2,1,3,2,2,2,1,1,2,2,3,1,11,4,5,4,4,4,1,1,2,1,2,1,2,63,161,6,3,2,1,3,2,2,1,2,2,2,3,2,2,1,2,2,3,3,2,1,5,2,2,2,1,1,3,1,4,5,1,1,2,9,2,1,1,3,3,5,10,2,3,0,4,4,5,4,3,2,2,3,2,32,761
1,63,162,6,1,11,0,0,1,4,2,2,1,3,1,3,1,0,2,3,3,1,1,3,3,3,3,3,2,5,2,4,4,1,3,4,3,4,1,2,4,3,9,3,1,1,3,5,3,3,3,3,3,2,1,11,4,5,3,4,3,2,2,2,2,2,4,2,63,162,6,4,4,6,2,3,3,3,2,2,0,4,4,3,5,5,3,2,4,1,2,1,3,3,3,2,1,2,2,1,1,3,4,3,10,2,2,1,0,0,2,2,1,1,4,0,0,4,2,1,0,0,3,1,34,521
1,63,163,6,1,11,1,2,3,4,2,2,3,3,2,3,1,1,1,1,1,1,3,3,2,1,2,1,1,2,2,1,4,1,3,5,1,1,2,1,1,3,2,3,1,1,2,5,3,1,3,4,1,2,1,11,4,4,3,3,1,2,2,2,1,1,1,2,63,163,6,4,5,2,1,2,1,1,1,2,1,2,1,4,4,4,4,3,1,2,1,3,1,1,3,1,1,4,1,4,2,1,4,3,4,2,2,0,1,3,5,3,1,3,2,4,2,6,2,4,0,5,6,2,34,571
1,63,164,6,1,11,8,0,3,4,4,2,1,4,1,4,1,10,2,1,3,1,1,1,2,2,2,1,2,4,2,1,1,1,1,4,4,4,3,6,1,1,5,3,1,1,2,1,3,2,3,1,2,1,1,11,3,5,2,2,0,2,1,1,1,1,4,2,63,164,6,2,4,1,3,2,3,1,2,2,1,2,3,4,3,2,2,1,3,1,1,1,4,4,3,1,1,4,1,3,2,2,4,1,6,2,2,1,3,2,3,8,2,1,2,2,1,3,3,0,2,6,1,3,45,650
1,63,165,6,4,10,6,1,4,4,2,2,1,5,2,1,11,11,2,1,3,2,2,3,3,3,3,3,2,2,1,5,1,2,4,4,4,4,4,4,4,2,5,1,2,1,3,1,2,1,2,2,2,1,2,11,4,2,2,3,2,2,2,2,2,2,2,2,63,165,6,5,2,1,1,1,2,2,1,1,3,2,1,2,1,1,1,4,2,2,1,1,1,2,2,1,1,4,1,2,2,1,3,2,7,2,1,0,3,5,7,12,2,4,2,1,4,1,2,0,4,3,4,3,24,240
1,63,166,6,5,10,6,1,4,4,3,2,1,4,2,1,9,9,1,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,4,4,3,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,4,5,4,3,3,2,1,1,3,3,1,2,63,166,6,2,4,1,2,2,3,2,3,2,3,2,2,2,1,2,4,3,2,2,1,2,3,3,3,1,1,3,1,1,2,1,2,3,6,2,1,1,3,5,6,8,2,3,0,4,4,6,2,0,1,4,3,4,24,740
1,63,167,6,1,10,7,3,5,4,2,2,2,6,2,5,13,4,2,3,3,1,1,0,3,3,3,3,2,5,2,4,3,1,4,4,4,4,4,9,3,3,1,3,2,1,3,4,4,3,4,3,3,2,1,11,4,5,4,3,3,1,2,2,2,2,2,2,63,167,6,4,3,6,1,2,3,3,3,1,4,4,4,5,5,4,4,2,2,2,1,2,4,4,4,1,1,3,2,2,3,2,2,2,10,2,1,0,0,0,0,2,0,1,3,0,0,2,2,0,1,1,0,1,34,451
1,63,168,6,1,10,7,2,5,4,1,2,1,3,2,3,1,3,2,1,3,1,1,1,3,3,3,3,2,5,2,4,4,1,4,4,1,4,3,4,3,1,3,2,1,1,1,2,3,1,3,3,3,2,1,11,4,5,3,2,2,2,2,2,2,2,3,2,63,168,6,2,1,1,2,2,2,1,3,2,1,3,4,4,4,3,3,2,3,2,1,1,1,1,1,1,1,4,1,4,2,1,1,2,6,2,2,1,0,2,2,5,2,2,1,0,0,0,3,4,0,3,6,3,34,581
1,63,169,6,1,10,5,5,1,4,2,2,2,5,2,4,10,10,1,2,1,3,2,1,2,2,1,3,2,3,2,2,3,1,4,4,1,1,4,4,2,2,2,2,2,1,1,1,3,1,3,2,1,1,1,1,4,1,4,1,4,1,1,1,3,1,2,2,63,169,6,4,2,1,2,1,2,1,3,2,3,2,4,4,3,3,3,4,2,2,1,2,1,1,1,1,1,4,1,3,1,2,1,1,3,1,3,2,3,3,3,6,2,3,1,5,2,1,3,4,1,5,6,4,45,350
1,63,170,6,1,10,5,3,4,4,1,2,1,5,2,2,9,3,1,2,1,1,1,1,2,1,1,2,2,2,2,3,2,1,3,5,2,2,2,2,1,1,5,3,2,2,2,2,2,1,2,2,2,2,1,11,4,6,4,1,4,2,1,1,1,1,2,2,63,170,6,3,3,1,1,1,2,2,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,2,1,1,4,1,1,2,2,4,3,9,2,2,3,1,3,4,6,2,2,2,5,3,4,3,3,1,6,3,2,59,60
1,63,171,6,1,10,5,2,4,4,1,1,1,5,3,1,8,0,2,4,3,3,3,3,3,3,3,3,2,3,2,5,5,5,1,4,5,4,4,0,3,3,5,3,5,3,3,2,2,4,5,4,4,3,2,11,4,5,3,4,4,4,3,3,3,1,1,2,63,171,6,5,1,1,1,1,4,4,4,3,4,5,4,5,1,1,1,4,1,1,1,5,1,1,1,4,1,2,4,4,5,5,5,5,10,3,1,1,0,2,2,12,2,4,4,0,2,2,1,2,2,0,7,0,32,381
1,63,172,6,1,10,1,0,5,4,3,2,3,5,3,1,13,8,1,4,2,1,2,1,2,2,1,1,1,3,3,1,2,1,3,1,1,3,2,1,1,1,2,1,1,3,3,2,2,2,2,2,2,2,1,11,4,1,2,2,4,2,1,3,2,1,3,2,63,172,6,2,2,1,1,2,1,1,3,1,3,1,5,4,2,2,2,3,1,1,1,5,1,1,1,1,1,4,1,4,2,1,5,2,10,2,2,1,3,2,5,9,2,3,0,5,3,6,3,6,1,3,7,2,32,571
1,63,173,6,0,10,2,6,1,4,2,2,2,5,1,5,5,5,3,2,2,1,2,2,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,5,1,2,1,1,1,1,2,2,1,2,11,4,4,3,3,4,4,2,2,2,2,1,2,63,173,6,2,1,1,1,1,3,2,2,2,1,3,3,4,2,2,2,2,2,0,1,4,1,1,1,1,1,4,4,3,4,4,4,1,0,4,0,0,3,4,2,9,2,2,2,2,1,4,1,3,1,2,6,2,45,170
1,63,174,6,1,10,3,9,1,4,1,2,1,5,3,3,2,0,2,3,3,1,1,2,3,3,3,3,2,5,2,4,4,2,1,4,4,4,3,9,2,3,3,3,2,1,1,3,3,1,4,3,3,1,1,11,4,5,3,3,3,2,2,2,2,2,1,2,63,174,6,2,4,1,1,3,3,3,2,2,4,1,1,1,4,5,4,3,2,5,3,4,1,1,1,1,1,2,3,4,5,4,4,1,9,2,1,0,0,1,9,2,2,2,3,0,0,1,0,0,0,1,6,1,45,560
1,63,175,6,1,10,3,5,3,4,2,2,1,5,2,3,2,9,3,3,2,1,3,2,3,1,2,1,1,4,2,2,3,2,4,4,2,3,2,2,2,3,3,2,2,1,2,3,3,1,3,2,3,2,1,1,4,2,4,2,4,2,2,2,2,2,2,2,63,175,6,3,3,2,2,2,2,2,3,2,3,4,3,3,4,4,4,3,3,2,1,2,2,2,3,1,1,3,2,4,3,1,4,3,8,2,3,1,2,1,2,3,0,2,2,3,1,5,2,3,1,2,3,1,32,741
1,63,176,6,1,10,4,2,3,4,1,2,1,5,3,1,13,10,1,4,2,1,1,2,3,2,3,3,2,4,2,3,3,2,4,4,2,3,4,4,1,2,1,3,2,3,1,4,4,1,4,3,3,2,1,0,4,3,1,4,3,2,2,3,2,2,1,2,63,176,6,3,4,2,3,1,3,2,3,1,1,3,5,4,4,4,4,2,1,1,4,1,1,1,1,1,1,4,1,4,2,1,5,2,10,3,3,2,0,1,3,3,0,2,1,1,1,1,3,3,1,3,7,3,32,1091
1,63,177,6,1,10,3,2,5,4,3,0,1,4,2,4,3,10,3,3,1,1,2,2,3,2,3,3,2,5,2,3,2,2,1,4,1,4,2,2,4,2,6,1,2,2,2,2,3,1,4,3,4,2,1,2,4,5,3,2,2,2,1,2,1,2,1,2,63,177,6,3,4,1,1,3,3,4,1,1,1,1,1,4,4,1,4,1,1,1,3,4,4,1,3,1,3,3,4,2,1,2,3,3,10,1,2,2,1,1,6,6,2,1,2,2,2,3,0,4,1,2,4,3,24,570
1,63,178,6,1,10,4,0,5,4,1,2,1,4,2,1,8,7,2,3,3,1,1,3,3,3,3,1,2,4,2,4,4,5,1,4,3,3,4,9,10,1,1,1,1,1,3,5,5,4,5,3,3,2,1,0,4,0,4,2,4,1,2,2,2,2,1,2,63,178,6,2,4,1,3,3,3,4,2,1,1,3,5,5,5,4,4,1,5,1,3,4,4,4,4,2,1,4,4,1,2,5,5,5,3,1,3,1,0,1,2,2,2,0,1,0,0,4,1,1,0,1,0,1,50,70
1,63,179,6,1,10,4,1,4,4,1,2,1,4,2,1,1,0,2,3,3,2,1,3,3,1,1,3,2,5,2,4,4,4,4,4,3,4,3,3,1,2,4,3,1,1,1,1,4,2,2,3,3,2,1,11,4,5,3,2,1,2,1,1,0,0,1,2,63,179,6,4,4,2,3,1,3,1,1,1,4,4,4,5,5,5,5,1,2,4,4,4,4,4,4,4,1,2,3,2,3,3,3,3,0,2,2,1,0,2,0,0,0,0,2,3,1,1,3,1,0,1,0,1,34,291
1,63,180,6,1,10,4,3,3,4,4,2,1,4,3,1,13,11,2,3,3,1,1,2,3,3,3,3,2,5,2,3,4,3,1,4,2,4,2,9,1,2,10,2,2,1,2,2,2,3,2,2,3,1,1,3,4,5,3,2,3,2,2,2,2,2,1,2,63,180,6,1,3,1,3,2,3,3,2,2,1,3,4,4,4,4,4,1,5,1,1,2,1,1,1,1,2,4,1,2,2,2,3,4,1,1,3,1,1,2,2,3,2,1,1,0,0,2,2,3,1,4,6,2,32,1211
1,63,181,6,1,10,5,4,4,4,3,2,1,3,2,3,1,9,2,4,3,1,1,2,3,3,3,3,2,4,2,4,4,3,1,4,4,3,3,4,1,1,1,2,1,3,3,2,3,3,3,3,2,3,1,11,4,5,2,2,1,2,2,1,2,2,1,2,63,181,6,1,3,6,3,3,3,4,2,2,3,2,2,4,4,3,4,3,4,2,2,3,3,3,3,4,2,3,3,2,5,5,5,5,3,1,2,1,0,0,4,4,1,2,0,0,0,0,1,0,1,0,3,0,34,651
1,63,182,6,1,10,1,5,1,4,1,2,1,3,1,2,14,0,2,3,3,1,2,2,3,3,3,3,2,0,2,0,3,1,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,3,3,0,3,2,0,0,6,0,0,0,0,1,1,1,1,1,2,63,182,6,2,1,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,4,2,0,0,0,0,0,4,2,1,1,2,1,3,3,1,1,0,1,0,1,0,0,1,4,3,2,32,691
1,63,183,6,1,10,1,5,5,4,1,2,1,3,3,1,1,3,2,3,3,1,2,1,1,3,3,1,2,4,2,4,3,5,2,4,4,3,4,1,11,0,11,1,5,1,1,3,3,3,4,3,3,3,1,1,4,6,3,2,4,4,1,1,1,1,1,2,63,183,6,3,2,1,1,3,3,1,2,2,1,4,5,5,5,5,4,4,5,1,1,3,2,2,3,1,1,4,1,4,5,5,4,5,3,2,1,1,1,0,1,1,2,2,0,3,0,6,1,0,1,5,3,0,34,901
1,63,184,6,1,10,3,3,5,4,3,2,1,3,2,3,1,10,2,3,3,1,1,2,3,3,3,3,2,5,2,4,4,4,1,4,4,4,3,4,3,3,3,3,2,1,3,2,3,4,5,3,4,1,1,0,4,5,3,2,3,2,2,1,1,2,2,2,63,184,6,2,4,1,2,2,3,4,1,2,4,3,3,5,5,4,5,1,3,5,4,3,3,4,4,2,2,3,2,1,3,2,4,2,9,3,3,1,0,1,1,1,2,0,3,0,0,0,1,0,0,0,1,0,34,541
1,63,185,6,1,10,3,2,5,4,2,2,1,3,3,1,3,7,3,1,2,1,3,3,2,3,3,3,2,3,2,2,1,1,2,4,2,3,3,4,6,1,0,0,1,1,0,1,1,2,1,3,1,1,1,1,4,5,3,4,3,2,2,2,2,2,3,2,63,185,6,3,3,2,1,2,0,2,2,2,2,2,3,3,2,2,2,1,4,2,2,2,1,2,2,2,1,1,2,4,1,2,3,3,8,2,2,1,2,5,4,9,0,1,1,2,3,0,1,3,2,0,4,2,24,1170
1,63,186,6,1,10,3,3,5,4,0,0,1,3,2,3,5,10,2,3,3,1,1,1,3,3,3,3,2,5,2,4,4,4,1,4,3,4,1,3,2,3,3,3,1,1,3,4,4,3,4,3,3,2,1,11,4,5,1,4,4,3,2,1,2,1,1,2,63,186,6,1,4,1,2,1,3,4,1,2,1,4,1,4,5,5,5,1,3,1,1,1,4,4,4,1,1,4,1,3,2,1,4,2,10,2,1,2,0,0,3,0,2,0,3,0,0,3,3,1,1,3,0,4,45,150
1,63,187,6,1,10,4,4,1,4,4,2,1,3,2,3,4,4,3,1,2,1,2,2,2,3,3,3,2,4,3,2,2,2,3,4,3,3,3,6,11,3,11,2,1,3,3,2,3,2,3,2,2,3,2,11,1,5,4,4,4,3,2,1,2,2,2,2,63,187,6,2,2,1,1,1,2,1,3,3,2,1,2,2,2,1,2,2,1,1,1,5,2,2,2,1,1,1,2,3,1,1,1,5,9,2,1,1,3,1,7,10,2,2,1,3,2,1,2,1,2,1,4,4,45,310
1,63,188,6,1,10,4,0,5,4,2,1,1,3,2,2,7,11,2,4,3,1,1,3,2,2,3,3,2,4,3,5,2,2,2,4,4,4,3,9,2,3,3,3,1,1,2,1,2,1,1,4,2,2,2,0,1,5,2,2,4,2,1,2,1,1,1,2,63,188,6,1,3,6,1,2,3,3,4,1,1,3,5,1,2,2,2,2,2,1,4,4,3,4,3,2,1,3,4,4,5,5,5,5,6,2,1,1,0,4,6,9,1,2,3,1,1,1,1,0,3,2,2,0,24,290
1,63,189,6,1,1,6,2,5,1,5,3,2,4,2,1,9,9,2,3,3,1,1,1,1,1,2,1,2,5,2,4,3,5,2,4,5,4,1,1,10,1,10,3,1,1,2,1,4,1,2,1,1,2,1,11,3,3,3,3,3,2,2,1,2,2,1,2,63,189,6,4,3,6,1,1,4,4,4,1,1,4,2,4,3,4,4,1,2,1,2,1,1,1,1,1,1,2,1,4,3,1,4,5,6,2,1,0,1,4,2,4,0,1,3,4,0,7,3,2,1,3,6,1,24,110
1,63,190,6,1,1,6,7,1,1,5,3,1,2,2,1,5,9,1,2,2,1,2,2,2,2,2,1,2,4,2,1,2,1,3,2,2,3,2,2,1,2,1,1,2,1,3,4,3,2,3,3,3,1,1,1,3,5,2,4,2,2,2,2,2,2,2,2,63,190,6,2,2,1,2,2,1,3,3,3,4,3,2,3,3,2,2,2,2,1,4,5,2,3,3,1,1,4,1,4,5,5,5,5,5,1,1,1,2,0,4,8,2,3,0,4,2,5,2,4,1,3,3,0,45,550
1,63,191,6,1,1,3,0,1,1,5,3,2,6,2,1,8,8,1,1,2,1,2,2,1,2,3,3,2,3,2,1,4,1,2,1,1,3,2,3,0,2,0,2,3,1,2,1,3,2,3,1,1,1,1,0,4,5,2,3,2,2,2,2,2,2,2,2,63,191,6,0,1,0,0,2,3,2,2,2,3,1,1,1,1,3,3,4,3,3,1,1,1,1,1,1,1,1,1,2,0,0,0,1,5,3,2,0,3,3,9,8,1,4,0,4,2,2,1,6,0,3,6,2,24,1190
1,63,192,6,1,1,5,2,5,1,5,3,2,5,2,3,14,14,1,2,1,1,1,1,1,1,3,1,1,1,2,2,4,1,4,2,1,1,1,9,3,3,4,3,1,1,2,1,2,2,1,2,3,1,1,11,4,5,3,1,3,2,2,2,0,0,1,2,63,192,6,1,4,1,2,1,3,1,1,2,1,4,2,4,5,5,5,2,4,1,1,2,3,3,4,3,1,2,3,1,3,0,4,4,4,2,2,2,2,3,2,0,2,1,4,4,2,5,4,5,1,1,2,1,32,891
1,63,193,6,2,1,5,1,4,1,5,3,2,5,3,2,13,1,2,2,1,1,2,2,2,1,1,1,1,5,2,1,4,3,4,2,3,1,2,1,3,2,2,1,1,3,3,1,2,1,4,1,1,2,3,1,2,2,3,4,2,2,1,1,1,1,1,2,63,193,6,1,1,1,3,1,2,1,2,2,1,2,4,5,5,4,4,4,3,1,2,2,2,2,1,1,1,4,1,3,1,2,4,2,5,2,2,1,3,4,2,2,3,2,1,6,1,6,3,2,1,5,4,2,24,910
1,63,194,6,1,1,5,0,4,1,5,3,2,4,1,3,3,13,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,10,3,5,2,1,2,2,1,1,3,1,1,2,63,194,6,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,5,1,1,1,1,1,3,1,3,1,1,5,1,5,2,3,2,4,6,9,12,4,3,1,6,4,7,4,4,5,4,6,4,32,431
1,63,195,6,1,1,2,5,5,1,5,3,1,3,2,1,14,14,3,4,1,2,2,1,1,1,1,1,3,1,3,2,4,2,4,2,1,2,1,1,2,1,3,2,2,1,2,1,1,1,1,1,1,3,1,11,4,4,4,4,4,2,1,1,3,3,4,2,63,195,6,2,2,6,1,1,1,2,3,1,2,2,2,1,1,1,1,3,2,2,4,2,2,2,2,1,1,4,1,4,5,5,5,5,3,2,2,1,3,5,7,12,2,4,1,7,3,7,4,5,1,5,3,0,32,321
1,63,196,6,1,1,4,2,2,1,5,3,1,3,2,3,8,0,2,3,2,1,1,1,2,2,3,1,2,4,2,1,4,3,4,4,3,2,1,1,1,3,3,2,1,1,1,3,3,4,1,3,2,2,1,1,3,1,3,3,1,2,2,2,0,2,1,2,63,196,6,1,2,1,1,1,2,1,3,2,2,2,3,4,4,2,4,1,4,1,1,2,1,1,1,1,1,3,1,3,3,1,4,3,3,3,2,0,1,1,3,5,2,1,1,2,1,7,4,1,1,2,6,2,24,50
1,63,197,6,1,1,5,3,5,1,5,3,2,3,2,3,4,6,2,1,3,1,1,2,3,3,3,1,2,5,2,4,4,4,4,4,3,4,1,1,9,1,7,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,3,3,1,2,1,1,2,2,1,2,63,197,6,1,4,1,3,1,3,3,1,1,1,4,4,5,5,5,1,1,1,5,3,4,2,4,4,1,1,4,3,4,1,5,5,2,5,2,2,0,1,6,0,4,2,0,2,0,0,7,4,1,3,3,2,1,45,530
1,63,198,6,1,1,5,2,5,1,5,3,1,3,2,3,2,9,2,3,3,1,1,2,3,3,3,1,2,4,2,1,4,2,2,4,4,4,2,3,1,2,1,3,4,1,3,3,1,3,3,3,2,3,2,2,2,5,3,3,3,2,2,2,1,1,1,2,63,198,6,4,4,1,2,3,3,3,2,0,1,3,4,4,2,2,4,2,4,2,2,3,4,4,4,2,2,2,2,1,3,3,2,1,3,2,1,0,1,1,2,7,2,2,1,0,0,4,0,0,0,1,0,2,24,10
1,63,199,6,1,1,1,5,4,1,5,3,1,2,3,2,0,5,2,4,3,3,1,2,2,2,3,2,2,3,2,4,3,2,2,3,3,3,3,4,11,2,11,1,5,3,3,5,2,4,5,3,3,1,2,11,2,2,2,4,4,4,3,1,2,2,0,2,63,199,6,5,5,1,1,3,4,0,4,2,3,3,5,5,5,2,3,2,5,1,4,5,4,4,4,1,1,4,2,1,2,5,5,5,4,2,2,1,0,2,2,5,2,1,0,1,1,1,0,1,1,2,0,1,34,811
1,63,200,6,1,1,4,3,4,1,5,3,1,2,3,2,3,10,2,3,2,1,1,3,3,3,2,3,2,5,2,5,3,2,3,3,4,4,4,4,4,3,2,2,5,3,3,5,3,3,4,3,3,2,1,1,4,4,3,3,3,0,2,2,2,2,3,2,63,200,6,3,2,2,2,3,3,2,2,2,2,3,3,4,3,3,4,2,3,3,3,2,2,3,2,2,2,3,4,2,3,2,3,2,4,2,1,0,0,0,2,5,0,2,2,2,1,1,1,0,1,0,3,1,42,750
1,63,201,6,1,1,4,2,5,1,5,3,2,2,2,1,4,1,3,4,2,3,1,2,2,2,2,3,2,3,2,5,2,1,3,3,2,2,3,8,1,2,2,3,5,3,1,2,2,2,4,4,3,3,2,0,1,4,3,2,4,2,1,2,3,2,2,2,63,201,6,2,2,2,0,2,4,1,1,3,2,2,2,3,3,3,3,1,3,1,1,1,2,3,2,1,1,3,2,4,5,5,5,5,5,3,1,1,0,1,5,6,0,1,1,3,3,1,2,3,2,1,3,0,45,220
1,63,202,6,1,1,4,2,5,1,5,3,1,2,2,1,1,13,2,3,3,1,1,2,2,2,3,1,2,4,2,2,3,2,1,4,4,4,4,1,2,1,3,2,1,1,2,1,1,1,4,2,1,2,2,1,3,4,3,3,2,2,1,1,1,2,2,2,63,202,6,1,1,1,2,2,2,1,3,2,1,3,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1,3,3,3,4,3,0,2,1,0,2,4,2,3,3,1,1,1,0,6,1,0,2,4,7,1,24,370
