CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.17..1,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.25..1,Q.25..2,Q.25..3,Q.25..4,Q.25..5,Q.25..6,Q.25..7,Q.25..8,Q.25..9,Q.26.,Q.26..1,Q.26..2,Q.26..3,Q.26..4,Q.26..5,Q.26..6,Q.26..7,Q.26..8,Q.26..9,Q.27.,Q.28A.,Q.28B.,Q.28B..1,Q.29.,Q.30.,Q.31A.,Q.31B.,Q.31B..1,Q.32.,Q.33.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.34A.,Q.34B.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.43.,Q.44.,Q.45A.,Q.45B.,Q.45C.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68A.,Q.68B.,Q.69A.,Q.69B.,Q.69C.,Q.69D.,Q.69E.,Q.69F.,Q.69G.,Q.69H.,V.71.,V.72.,V.73.,V.74.,V.75.,V.76.,V.77.,V.78.,V.79.,V.80.,V.81.
1,157,52,1,1,11,11,3,1,2,4,1,4,17,1,3,1,1,1,1,1,2,6,4,6,4,8,8,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,4,15,6,5,3,9,13,13,9,4,2,157,52,1,5,5,2,4,3,2,4,4,2,3,2,2,5,2,1,4,3,2,3,1,2,1,1,1,3,3,1,3,3,1,1,1,4,2,3,3,4,2,2,2,2,2,3,1,3,2,2,3,4,0,0,6,5,11,1,6,9,33
1,157,53,1,10,11,7,1,5,3,6,4,5,6,1,5,1,1,2,4,99,1,10,5,7,5,10,13,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,4,15,5,2,4,9,13,13,9,1,2,157,53,1,5,9,3,3,1,2,5,4,3,1,4,2,5,4,6,4,2,2,2,1,3,1,1,1,3,2,0,3,9,2,1,1,2,2,2,1,3,1,1,2,3,2,0,2,3,3,3,2,5,0,0,4,5,11,2,23,24,66
1,157,54,1,3,8,11,1,5,3,8,1,5,11,1,5,1,1,2,7,7,2,3,2,6,1,3,14,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,1,11,15,1,1,9,13,13,9,1,2,157,54,1,1,0,2,3,1,2,4,5,3,4,3,1,5,4,2,4,2,2,2,1,2,1,3,3,4,2,1,4,10,3,2,1,1,2,2,3,2,1,1,3,3,1,1,2,3,2,2,2,4,0,0,6,5,11,2,7,14,68
1,157,55,1,4,9,5,1,5,3,4,1,4,7,1,4,2,2,2,10,6,2,10,5,7,5,10,7,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,15,2,3,3,9,13,13,9,1,2,157,55,1,1,0,3,4,2,3,4,4,3,1,1,2,6,3,6,4,1,2,2,3,4,1,1,1,2,2,2,1,6,1,1,2,4,2,1,3,3,3,2,2,3,2,1,2,1,2,1,2,3,0,0,9,5,5,1,4,46,83
1,157,56,1,2,11,8,2,4,1,5,3,5,8,1,5,2,2,2,7,14,2,3,3,5,2,4,8,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,2,15,3,1,9,13,13,9,1,2,157,56,1,2,0,1,2,1,2,4,4,2,5,2,2,5,4,2,3,2,3,2,3,2,1,1,1,4,2,1,3,6,1,2,2,4,2,3,1,2,3,1,2,3,2,1,2,3,3,2,3,2,0,0,5,5,13,2,8,0,3
1,157,57,1,1,11,4,1,4,3,5,1,3,8,1,1,2,2,2,5,4,2,6,1,4,2,9,8,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,15,2,6,3,9,13,13,9,4,2,157,57,1,1,0,1,1,1,2,4,1,1,2,4,3,1,1,5,2,1,2,2,2,1,1,1,2,4,1,3,4,7,2,1,3,2,3,3,1,4,2,2,2,3,2,1,2,2,2,2,3,2,0,0,7,5,13,2,8,0,22
1,157,58,1,8,9,11,1,5,3,5,3,5,17,1,3,1,1,2,1,4,2,8,3,5,1,10,12,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,15,3,4,3,9,13,13,9,3,2,157,58,1,5,6,3,4,1,0,5,3,5,1,4,3,6,6,6,0,4,2,1,0,4,1,1,1,2,2,2,3,1,1,4,1,2,1,1,1,3,1,2,1,3,3,1,2,1,1,1,1,5,0,0,10,5,11,1,6,10,26
1,157,59,1,2,11,9,1,5,3,5,1,5,7,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,7,14,4,1,2,157,59,1,3,0,1,5,3,3,2,4,1,6,1,1,4,3,4,2,1,1,2,3,3,1,1,3,2,2,3,3,9,3,2,3,3,2,1,3,3,2,2,3,3,2,3,3,1,1,1,2,2,0,0,14,9,6,1,6,6,12
1,157,60,1,5,5,10,2,1,1,5,2,4,9,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,6,2,2,157,60,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,1,4,2,3,3,3,2,3,1,2,2,3,9,3,2,2,4,1,1,3,3,2,2,3,3,2,3,3,1,2,1,1,2,0,0,13,9,11,1,5,36,22
1,157,61,1,3,1,11,2,4,2,5,1,3,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,4,14,3,4,1,2,157,61,1,2,0,1,2,3,2,3,4,3,5,2,3,3,4,2,3,2,2,2,3,3,1,1,3,2,1,2,1,7,2,1,1,3,1,2,3,4,2,2,3,3,1,2,3,2,2,2,1,2,0,0,9,7,12,2,8,1,72
1,157,62,1,2,7,10,2,2,1,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,4,14,7,2,2,2,157,62,1,3,0,1,3,1,3,1,3,1,5,1,2,2,4,5,1,1,3,2,3,3,3,3,3,2,1,2,3,7,3,1,2,3,1,1,1,3,2,2,3,3,3,3,3,1,2,1,1,3,0,0,14,10,12,2,7,16,32
1,157,63,1,2,4,2,1,5,3,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,2,14,3,1,2,157,63,1,2,4,2,3,1,3,5,2,2,6,2,2,4,3,2,1,2,2,2,1,3,1,1,1,2,1,1,3,7,2,3,2,1,1,1,1,3,3,3,3,4,3,3,3,1,1,1,1,4,0,0,16,11,12,2,7,16,52
1,157,64,1,8,7,9,2,1,2,5,3,5,9,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,6,1,2,157,64,1,2,0,1,5,2,1,2,4,2,6,3,2,5,4,2,2,2,2,2,3,2,4,4,4,4,1,1,3,4,3,2,1,2,2,1,1,2,3,1,3,4,1,3,3,1,2,2,2,1,0,0,12,9,11,1,22,90,14
1,157,65,1,1,0,3,1,5,3,5,2,2,6,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,12,14,2,1,2,157,65,1,2,0,2,1,1,2,1,4,5,2,4,3,3,5,2,1,3,2,1,1,3,4,1,2,4,2,1,3,9,2,1,3,2,2,2,3,3,3,1,3,4,2,3,3,1,2,1,2,3,0,0,14,10,11,2,23,23,34
1,157,66,1,6,8,4,2,4,1,5,2,4,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,1,14,1,1,2,157,66,1,7,0,1,1,2,3,2,3,1,2,2,1,5,5,4,2,2,3,3,1,3,2,2,2,2,2,2,3,8,2,2,3,4,1,1,1,2,1,1,3,4,1,3,3,2,1,2,1,1,0,0,12,9,9,3,16,49,67
1,157,67,1,8,2,7,1,5,3,5,1,3,2,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,2,1,2,157,67,1,2,0,1,2,2,3,1,6,2,5,2,3,5,4,2,2,2,3,2,1,3,1,4,3,3,2,2,3,9,2,2,2,3,3,2,1,1,1,1,3,4,3,3,3,1,1,2,3,1,0,0,15,11,10,5,11,10,104
1,157,68,1,9,8,9,1,5,3,5,2,4,2,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,6,1,2,157,68,1,2,0,1,1,2,3,1,4,5,6,1,3,4,5,3,3,1,3,1,3,3,1,1,4,1,2,0,3,10,3,2,3,4,2,1,3,4,1,1,3,4,3,3,3,1,2,1,2,1,0,0,15,11,10,4,12,46,30
1,157,69,1,1,9,4,1,5,3,5,1,3,5,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,1,2,2,157,69,1,7,0,1,1,2,3,4,4,1,4,1,1,2,2,3,3,1,2,3,3,3,1,2,1,2,3,4,3,11,2,2,3,4,2,1,2,1,1,1,3,4,3,3,3,1,1,2,2,1,0,0,15,11,2,1,1,27,13
1,157,70,1,8,9,8,1,5,3,5,1,5,5,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,4,14,8,2,1,2,157,70,1,2,0,1,1,2,2,5,6,2,4,4,1,3,3,6,1,1,3,2,3,3,4,4,4,1,2,2,3,9,3,1,2,3,1,1,3,1,1,1,3,4,2,3,3,2,2,2,1,1,0,0,12,10,2,1,3,1,1
1,157,71,1,4,3,10,2,3,2,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,2,2,2,157,71,1,2,0,1,4,1,3,2,4,2,4,2,2,5,5,4,2,1,3,2,2,3,3,3,3,2,2,2,3,6,3,2,3,4,2,1,1,2,1,1,2,4,3,3,3,2,1,1,2,3,0,0,14,10,12,2,8,1,41
1,157,72,1,9,10,10,1,5,3,5,1,4,2,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,2,1,2,157,72,1,7,0,1,1,2,1,2,2,3,5,2,2,4,5,3,2,2,2,2,3,3,3,2,3,4,2,2,3,10,2,1,2,1,1,1,2,2,1,3,2,4,3,3,3,2,2,2,1,1,0,0,12,10,10,4,20,55,18
1,157,73,1,4,10,10,1,5,3,5,1,4,5,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,2,1,2,157,73,1,1,10,2,3,1,2,4,4,2,4,2,1,3,3,2,3,2,3,1,3,3,1,1,2,2,3,0,3,10,2,2,2,4,2,3,3,2,1,1,2,4,3,3,3,2,2,1,3,4,0,0,13,10,2,1,3,1,5
1,157,74,1,6,8,9,1,5,3,5,5,6,5,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,4,14,7,3,4,2,157,74,1,7,8,3,2,1,2,1,2,3,3,2,3,6,6,6,4,4,2,3,3,4,4,4,2,5,5,4,4,6,1,3,1,2,3,2,1,1,1,1,0,4,3,3,3,2,2,2,2,3,0,0,11,9,2,1,2,13,50
1,157,75,1,1,10,5,2,4,2,5,1,4,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,1,4,2,157,75,1,3,2,3,5,3,3,1,5,5,4,4,3,1,1,2,4,4,2,3,3,4,1,1,1,4,1,1,3,7,1,2,3,4,1,2,3,1,1,1,1,4,3,3,3,1,3,2,1,3,0,0,11,9,12,2,7,17,9
1,157,76,1,10,11,9,2,1,1,5,3,6,3,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,3,1,2,157,76,1,2,0,1,1,2,1,1,6,5,5,1,1,3,4,5,1,1,2,2,3,3,3,3,3,1,1,3,2,9,3,2,2,4,1,1,3,1,1,1,1,4,3,3,3,1,1,1,1,1,0,0,14,9,10,4,21,62,43
1,157,77,1,2,9,2,1,5,3,5,1,3,2,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,2,14,2,1,2,157,77,1,2,0,1,3,3,1,4,2,1,5,3,3,4,4,2,2,2,1,2,3,1,1,4,3,1,1,1,3,9,1,1,2,3,2,2,3,2,1,1,1,4,3,3,3,1,3,2,3,3,0,0,11,9,10,4,17,5,27
1,157,78,1,2,2,1,1,5,3,5,5,2,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,2,14,1,2,2,157,78,1,1,0,1,4,2,1,2,2,1,1,4,3,6,5,3,2,2,2,2,3,4,1,1,1,2,1,3,3,9,2,3,3,4,3,3,3,2,1,1,2,4,3,3,3,1,2,1,4,2,0,0,14,10,9,3,15,2,94
1,157,79,1,1,8,2,1,5,3,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,2,14,2,1,2,157,79,1,2,0,3,5,1,2,2,6,3,5,2,1,4,4,2,3,1,2,2,3,2,1,2,3,1,1,1,3,6,2,1,3,4,1,2,1,2,1,1,2,4,3,2,3,2,3,1,1,3,0,0,11,9,12,2,7,16,99
1,157,80,1,2,6,2,1,5,3,5,1,3,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,2,14,2,1,2,157,80,1,1,0,2,3,1,3,2,4,2,6,3,1,3,4,3,4,2,3,1,2,3,1,1,1,2,2,1,3,7,3,2,3,3,2,3,1,2,1,1,2,4,2,3,3,1,1,2,3,4,0,0,13,9,12,2,7,16,100
1,157,81,1,4,3,2,1,5,3,5,1,3,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,12,14,1,2,2,157,81,1,1,0,1,1,2,3,2,4,1,1,1,3,6,5,4,1,1,3,2,3,3,1,1,0,1,2,3,3,8,2,1,3,3,2,1,1,1,1,1,2,4,3,3,3,2,2,2,2,1,0,0,12,10,9,3,15,2,74
1,157,82,1,2,3,2,1,5,3,5,1,3,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,8,14,1,1,2,157,82,1,1,0,1,3,2,3,1,6,1,2,1,3,6,6,4,1,1,3,2,3,3,1,1,1,1,1,2,3,7,2,2,3,4,3,3,1,1,1,1,2,4,3,3,3,1,2,2,4,2,0,0,13,10,9,3,17,6,101
1,157,83,1,1,8,2,1,5,3,5,1,3,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,2,14,2,1,2,157,83,1,7,0,1,1,1,2,4,4,3,5,3,3,4,3,1,3,3,2,2,1,3,1,1,3,1,1,1,3,6,1,1,3,3,2,2,1,1,1,1,2,4,3,3,3,1,2,2,2,2,0,0,13,10,12,2,7,16,78
1,157,84,1,2,1,2,1,5,3,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,3,1,2,157,84,1,3,0,2,3,3,3,3,4,1,5,2,2,4,4,2,2,2,3,2,1,2,3,1,2,2,1,1,3,7,3,2,3,4,2,2,3,2,2,1,2,4,3,3,3,1,1,1,2,4,0,0,15,10,12,2,8,1,66
1,157,85,1,4,9,7,2,4,2,5,3,5,9,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,3,1,2,157,85,1,1,0,2,4,1,2,3,6,5,5,1,3,5,5,2,4,1,2,2,3,3,4,4,4,2,2,3,3,9,2,1,3,4,2,2,1,4,2,2,2,4,2,3,3,2,2,1,2,4,0,0,12,9,11,1,5,36,37
1,157,86,1,3,7,10,2,4,1,5,3,6,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,4,14,3,9,1,2,157,86,1,2,0,2,3,1,2,0,4,3,7,1,1,3,5,3,1,1,3,1,3,2,1,3,2,2,1,2,1,8,1,2,2,2,1,1,3,3,2,2,2,4,3,3,3,2,1,1,1,4,0,0,14,10,12,2,10,22,60
1,157,87,1,4,8,5,1,5,3,5,1,4,2,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,3,1,2,157,87,1,2,0,1,1,2,3,3,2,1,0,2,3,2,3,3,2,2,2,2,3,3,3,1,3,1,1,1,3,9,2,2,2,3,2,2,1,2,1,1,2,4,3,3,3,1,2,1,3,1,0,0,14,10,10,4,17,5,42
1,157,88,1,6,9,9,1,5,3,5,1,5,5,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,8,14,2,2,2,157,88,1,3,3,3,4,1,5,3,6,5,4,1,1,0,4,4,3,1,2,2,3,3,4,4,2,2,2,3,3,9,1,2,3,3,1,2,1,1,1,1,2,4,3,3,3,1,2,1,1,5,0,0,14,10,2,1,2,13,15
1,157,89,1,1,7,10,2,3,2,5,1,2,12,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,9,13,13,9,1,2,157,89,1,2,0,1,1,2,3,1,2,1,1,1,3,1,0,4,1,1,3,2,3,3,2,1,4,1,1,3,3,6,1,1,1,4,1,1,1,4,2,2,3,4,2,3,3,3,1,2,1,1,0,0,12,10,12,2,8,1,5
1,157,90,1,2,7,2,1,5,3,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,1,14,2,2,2,157,90,1,2,0,3,4,1,5,4,3,2,5,2,2,3,5,2,3,2,3,2,1,3,4,4,4,2,2,2,3,5,3,1,3,4,2,2,1,1,1,1,1,3,2,3,3,2,1,2,2,5,0,0,10,7,12,2,7,18,8
1,157,91,1,5,9,9,2,4,1,5,2,4,7,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,3,1,2,157,91,1,2,0,2,2,1,3,4,3,2,5,2,1,3,4,4,2,2,1,2,3,1,1,1,1,2,1,3,3,7,1,2,3,3,2,1,1,3,2,3,1,3,3,3,3,2,2,1,2,3,0,0,11,8,6,1,6,6,9
1,157,92,1,2,2,1,1,5,3,5,5,2,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,1,1,2,157,92,1,7,0,1,3,3,3,2,3,1,2,1,1,6,5,2,2,1,3,2,3,3,1,1,1,4,2,3,3,9,2,1,3,3,2,1,1,3,1,1,2,3,3,3,3,1,2,2,2,3,0,0,12,9,9,3,15,2,46
1,157,93,1,4,1,1,1,5,3,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,8,14,2,1,2,157,93,1,2,0,1,1,1,1,2,2,1,5,1,2,3,3,4,2,1,2,2,1,3,1,1,1,2,2,3,3,10,1,3,3,4,1,1,1,1,1,3,2,3,3,3,3,2,1,1,1,2,0,0,13,9,12,2,10,22,36
1,157,94,1,1,8,1,1,5,3,5,5,2,2,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,2,1,2,157,94,1,2,0,1,1,2,3,2,2,0,3,2,2,4,5,2,1,1,2,2,1,3,1,1,1,2,1,2,3,5,1,4,2,2,1,2,3,1,1,1,2,3,3,3,3,1,2,2,1,1,0,0,12,9,10,5,11,10,15
1,157,95,1,4,5,2,1,5,3,5,1,3,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,2,1,2,157,95,1,2,0,1,2,1,3,1,2,1,3,2,3,6,0,4,2,2,3,2,3,3,3,3,4,2,2,4,2,8,3,2,2,4,1,1,3,3,1,1,2,3,3,3,3,1,0,1,1,2,0,0,12,9,9,3,16,49,91
1,157,96,1,2,3,2,1,5,3,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,1,14,3,1,2,157,96,1,2,0,2,3,1,2,3,4,2,5,2,2,5,4,3,3,2,2,2,3,3,1,1,2,1,2,2,3,7,1,2,3,4,2,2,2,2,1,1,2,3,3,3,3,1,2,2,2,4,0,0,12,9,12,2,7,16,219
1,157,97,1,4,2,2,2,1,2,5,1,3,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,2,14,1,2,2,157,97,1,7,0,1,1,2,3,1,2,1,1,4,3,6,5,6,1,1,3,2,3,3,1,1,2,1,1,2,3,9,2,3,3,4,2,2,1,1,1,1,2,3,3,3,3,2,2,2,3,1,0,0,11,9,9,3,15,2,31
1,157,98,1,4,2,2,1,5,3,5,2,2,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,5,14,1,2,2,157,98,1,1,0,1,3,2,3,2,2,1,0,4,3,5,6,4,2,1,2,2,3,4,1,1,4,3,1,3,3,8,2,1,3,3,2,2,1,2,1,1,2,3,3,3,3,1,2,1,3,2,0,0,13,9,9,3,15,2,80
1,157,99,1,1,8,2,1,5,3,5,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,1,3,14,9,1,2,157,99,1,9,0,3,4,1,2,4,4,4,5,3,1,3,3,1,4,2,2,2,1,3,4,4,4,2,1,1,3,7,3,1,3,1,3,3,1,2,1,1,2,3,2,3,3,1,3,2,3,5,0,0,10,8,12,2,7,16,151
1,157,100,1,4,2,3,1,5,3,5,1,3,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,12,14,1,2,2,157,100,1,1,4,1,3,2,4,4,4,2,3,1,1,3,5,1,4,3,2,2,3,2,1,1,4,4,1,1,3,9,2,2,3,4,2,2,3,3,1,1,2,3,3,3,3,1,2,2,3,2,0,0,12,9,9,3,21,64,15
1,157,101,1,3,10,3,2,1,2,5,1,4,6,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,2,14,1,1,2,157,101,1,2,0,1,2,2,1,4,4,4,3,2,2,3,2,2,1,3,2,2,1,2,1,1,1,1,1,2,3,9,2,2,3,4,2,3,1,1,1,1,2,3,3,3,3,3,0,2,3,1,0,0,9,9,11,2,23,23,163
1,157,102,1,4,7,3,1,5,3,5,1,3,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,4,14,1,2,2,157,102,1,1,0,1,2,1,1,4,3,2,2,2,1,4,5,2,3,2,3,2,3,3,1,1,1,2,1,1,3,8,2,3,3,3,2,2,3,1,1,1,2,3,3,3,3,1,2,2,3,2,0,0,12,9,9,3,15,2,1
1,157,103,1,4,3,3,1,5,3,5,1,3,1,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,4,14,12,1,4,2,157,103,1,1,0,1,2,2,3,3,6,5,3,4,3,2,4,1,1,1,3,3,3,4,2,2,2,5,1,1,4,9,3,2,3,2,2,2,3,2,1,1,2,3,2,3,3,1,1,1,3,1,0,0,13,8,9,3,21,64,21
1,157,104,1,2,7,2,1,5,3,7,1,3,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,1,14,3,1,2,157,104,1,3,0,2,4,1,2,5,3,1,5,2,2,2,4,5,1,1,2,2,3,3,1,1,3,2,1,2,3,7,1,3,3,2,1,2,1,1,1,1,2,3,3,3,3,1,2,2,1,4,0,0,12,9,12,2,7,16,84
1,157,105,1,6,2,2,1,5,3,7,1,2,8,2,9,9,9,9,99,99,2,99,9,99,9,99,99,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,14,14,9,9,2,8,14,1,1,2,157,105,1,2,0,1,1,3,3,2,4,2,4,1,1,3,5,4,1,1,3,2,2,3,1,2,4,2,1,3,3,8,3,2,3,2,2,1,1,1,1,1,2,3,3,3,3,1,1,1,2,2,0,0,14,9,12,2,10,22,57
