CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.60C.,Q.60D.,Q.60E.,CARD..1,DECK..1,BALLOT..1,Q.61.,Q.62.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.71.,Q.72A.,Q.72B.,Q.72C.,Q.72D.,Q.72D..1,Q.73.,Q.74.,Q.75.,Q.76A.,Q.76B.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.83A.,Q.83B.,Q.83C.,Q.84A.,Q.84B.,Q.84C.,Q.84C..1,V.85.,V.86.,V.87.,V.88.,V.89.
1,87,289,4,2,1,1,1,5,1,3,4,9,8,5,1,1,2,5,1,2,1,3,1,3,3,2,2,1,9,4,2,3,4,2,2,2,3,2,2,1,2,3,1,1,3,3,1,1,2,2,4,3,1,5,1,3,3,1,2,2,2,1,1,1,2,87,289,0,4,1,1,4,1,2,3,2,2,1,2,2,1,1,4,2,2,3,6,3,1,3,2,1,3,1,5,8,11,3,0,3,2,1,56
1,87,290,4,8,4,4,3,3,1,3,4,10,8,3,4,5,1,2,1,2,1,2,2,2,1,2,2,1,9,4,2,3,1,1,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,1,2,4,3,2,3,3,3,2,1,2,2,1,2,87,290,1,5,1,1,1,1,5,3,3,2,1,1,1,3,1,1,1,2,3,3,1,1,1,2,1,3,1,1,3,6,3,0,4,2,2,41
1,87,291,4,9,4,2,3,5,1,3,4,13,8,8,4,12,3,5,1,2,2,3,1,2,1,2,1,2,4,4,2,3,4,2,1,2,1,2,1,3,3,3,2,2,2,2,2,3,1,3,2,1,1,3,2,3,1,3,1,2,2,1,1,2,2,87,291,2,5,1,1,1,3,4,5,13,1,1,1,1,4,3,4,2,2,3,3,2,2,3,5,3,3,1,1,3,11,3,8,5,2,1,10
1,87,292,4,8,4,3,3,5,1,3,4,13,8,9,4,1,1,4,1,2,2,3,2,2,1,1,1,1,13,4,2,3,2,2,1,3,2,1,3,1,2,3,1,1,2,2,1,2,3,4,4,3,2,5,1,1,2,2,3,2,1,1,1,1,2,87,292,2,5,1,1,2,1,2,3,3,1,1,1,2,3,1,2,1,3,4,2,1,1,2,3,1,3,1,1,2,5,3,7,3,6,8,30
1,87,293,4,3,1,1,1,2,2,3,4,9,7,8,4,3,1,1,3,3,3,1,1,2,1,1,1,1,9,4,2,1,4,2,1,3,2,1,1,1,1,3,2,1,1,1,1,2,2,3,4,3,1,5,5,1,4,2,2,1,2,2,1,1,2,87,293,2,4,1,1,1,3,5,1,9,2,1,1,1,3,1,4,1,2,3,5,3,1,1,2,1,3,1,2,3,11,3,0,6,2,2,67
1,87,294,4,2,1,1,1,5,1,3,4,11,10,2,5,1,2,2,1,1,2,2,1,2,1,1,1,1,4,4,1,1,4,2,1,3,2,2,1,1,2,3,1,1,2,2,2,2,2,3,4,3,5,4,5,1,3,2,3,2,2,1,1,2,2,87,294,4,2,4,2,4,1,2,3,9,1,1,1,1,4,1,2,2,3,4,5,4,3,3,5,1,2,1,2,7,10,3,0,3,2,2,10
1,87,295,1,11,4,2,2,2,1,3,7,7,2,3,4,13,2,4,2,1,1,5,2,1,1,1,2,1,7,4,2,2,4,2,3,2,4,1,2,0,0,0,0,0,0,0,0,0,0,4,4,2,5,2,2,1,1,4,4,2,2,1,1,1,2,87,295,1,5,2,1,1,1,2,3,9,1,1,1,0,3,2,2,2,2,0,1,1,3,1,6,1,3,1,1,2,6,3,0,3,2,11,1
1,87,296,1,3,4,2,2,5,1,3,7,6,7,6,4,10,2,3,3,2,1,3,3,1,3,2,2,3,14,4,2,2,4,1,3,3,3,4,2,2,2,3,1,3,1,1,2,1,4,3,4,2,1,4,2,1,4,2,2,2,1,1,1,2,2,87,296,2,3,2,1,1,4,5,1,13,1,1,2,2,2,1,4,1,3,4,2,2,2,3,2,1,3,1,6,7,8,3,7,6,6,2,26
1,87,297,1,9,2,3,0,5,1,3,7,6,1,9,4,5,2,2,3,2,1,2,2,2,3,2,2,2,6,4,2,1,1,2,2,1,3,1,1,2,2,3,1,2,2,2,2,1,1,2,4,3,2,2,3,3,3,2,3,2,2,1,1,1,2,87,297,2,5,4,2,4,1,3,3,3,1,1,1,1,4,1,3,2,3,5,2,2,2,3,6,1,3,1,1,2,8,3,7,4,6,2,35
1,87,298,1,10,4,2,3,5,1,3,7,3,8,6,4,10,1,1,3,2,1,3,1,2,3,1,2,1,3,4,1,3,4,2,1,3,1,1,2,1,2,3,1,1,2,1,1,2,1,3,4,3,2,2,3,2,3,2,2,2,2,1,1,2,2,87,298,2,5,1,2,1,2,4,2,13,1,1,1,1,4,2,4,2,3,3,6,2,2,2,5,1,3,1,3,9,10,3,8,4,3,1,30
1,87,299,1,9,1,1,1,5,1,3,7,8,1,4,9,11,2,3,3,2,2,2,1,2,3,2,2,2,9,4,2,3,4,1,3,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,4,1,1,2,2,2,3,1,2,2,2,1,2,1,2,87,299,2,5,4,2,1,1,2,3,2,1,1,1,1,4,1,2,1,3,3,4,2,2,3,2,1,3,1,9,10,11,3,8,3,3,2,2
1,87,300,1,11,4,2,3,3,1,3,7,7,8,8,4,10,3,2,2,1,2,2,2,2,2,2,2,1,14,4,6,3,2,2,1,3,3,2,3,2,3,3,2,2,2,2,2,3,3,2,4,3,5,4,2,2,2,4,4,2,2,1,1,2,2,87,300,2,5,1,1,1,3,4,2,8,1,1,1,1,4,2,4,2,2,3,2,4,2,2,2,1,3,1,3,9,11,3,8,5,3,1,42
1,87,301,1,9,1,1,1,5,1,3,14,2,7,7,6,1,1,2,1,1,4,1,1,2,1,1,2,1,14,4,2,2,4,1,1,4,2,1,1,2,2,3,2,2,2,1,2,1,2,2,4,3,1,2,2,1,4,4,3,2,2,1,1,1,2,87,301,2,5,4,2,2,1,2,3,7,2,1,1,1,3,1,3,1,3,3,6,3,2,3,2,1,3,1,1,4,11,3,7,3,2,9,1
1,87,302,1,10,4,2,3,5,2,3,7,7,8,3,1,10,1,1,2,2,2,2,2,2,1,1,1,1,7,4,2,3,2,1,0,4,1,1,1,1,2,3,1,1,1,1,1,1,2,2,4,1,2,2,1,3,2,1,2,2,2,1,1,1,2,87,302,3,5,6,2,2,1,1,3,9,1,1,1,1,4,1,4,1,2,3,6,2,1,1,5,1,3,1,3,5,9,3,7,2,7,2,20
1,87,303,1,8,4,2,3,5,1,3,7,9,10,3,1,2,2,4,1,2,1,3,1,2,3,2,2,2,9,4,6,1,4,1,3,4,1,1,2,1,1,3,2,1,2,2,2,1,1,3,4,1,1,2,2,2,3,3,3,2,2,1,1,1,2,87,303,2,5,1,1,1,1,2,2,9,0,1,0,1,2,1,2,1,2,4,2,2,1,2,2,1,3,1,1,5,8,3,7,4,7,2,21
1,87,304,1,10,1,1,1,5,2,3,7,7,8,5,8,1,1,2,1,2,2,2,1,2,2,2,2,2,7,4,2,2,4,1,2,0,1,1,2,1,1,2,1,1,1,1,2,1,2,1,4,3,1,5,1,5,3,4,3,2,2,1,1,1,2,87,304,2,5,4,2,2,1,2,3,10,1,1,1,1,4,1,3,1,2,3,6,3,1,2,2,1,3,1,5,8,9,3,7,3,3,2,33
1,87,305,1,9,1,1,1,5,2,3,7,9,7,8,4,1,1,1,2,1,2,2,1,2,1,1,2,1,9,4,2,3,2,1,1,4,1,1,1,1,1,3,1,1,1,1,1,2,4,3,4,2,1,1,1,1,3,3,2,2,1,1,1,2,2,87,305,2,5,5,1,1,1,1,3,10,1,1,1,1,4,1,3,1,2,3,2,1,1,2,2,1,3,1,2,3,6,4,7,2,3,1,45
1,87,306,1,1,1,1,1,5,1,3,7,9,12,7,8,5,2,3,1,2,2,3,2,2,1,2,2,1,9,4,2,2,1,1,4,3,3,2,2,2,3,2,1,1,2,2,2,1,2,1,3,1,4,3,5,3,1,4,2,2,2,2,2,2,2,87,306,4,3,4,2,2,3,3,2,10,1,1,1,1,4,2,5,2,2,4,3,3,2,2,6,1,3,1,2,7,8,3,0,4,3,2,5
1,87,307,1,3,1,1,1,5,1,3,7,2,1,8,6,1,2,4,1,1,3,1,1,2,1,2,2,1,2,4,6,1,4,1,1,4,2,1,2,1,1,3,2,2,2,2,3,1,1,1,4,3,5,5,5,1,1,1,3,2,2,1,1,2,2,87,307,4,4,1,1,1,1,2,3,3,1,1,1,2,3,1,3,1,3,4,2,2,2,2,2,1,3,1,5,8,11,3,0,3,3,2,64
1,87,308,1,2,1,1,1,5,1,3,7,10,8,1,6,1,2,5,1,2,1,3,1,2,2,2,5,4,9,4,6,1,2,1,1,3,1,1,2,1,2,3,1,1,2,1,1,1,2,1,4,3,4,5,5,2,3,3,3,2,2,1,2,1,2,87,308,1,3,4,2,2,1,2,3,6,2,1,1,1,3,1,4,1,2,3,5,2,1,2,6,1,3,1,1,2,8,3,0,3,3,2,63
1,87,309,1,1,1,1,1,5,1,3,7,7,10,3,9,1,1,2,2,1,3,2,1,2,1,2,2,2,7,4,6,2,3,1,1,3,1,1,2,2,2,3,2,1,1,2,2,2,2,2,4,2,5,5,1,2,3,4,3,2,1,1,1,2,2,87,309,2,3,1,1,4,1,3,3,1,1,1,2,1,3,1,3,2,2,4,2,2,1,2,2,1,1,3,2,4,11,5,7,4,3,3,31
1,87,310,1,11,4,2,3,2,1,3,7,4,7,6,6,1,1,2,1,2,1,1,1,2,1,2,2,1,4,4,6,1,3,2,1,3,2,1,2,1,2,3,1,1,1,1,1,1,2,2,4,1,1,5,2,2,2,2,2,3,3,3,3,1,2,87,310,2,5,1,1,1,2,3,4,2,2,1,1,1,3,1,3,1,3,3,1,1,3,1,5,1,0,0,6,0,0,1,0,4,3,1,59
1,87,311,1,2,1,1,1,5,1,3,2,9,10,6,5,5,3,5,1,3,1,5,3,3,4,5,5,4,1,4,5,2,4,1,2,4,3,5,2,1,2,1,3,1,3,2,1,1,2,3,2,1,3,4,3,1,3,4,2,2,1,1,2,2,2,87,311,4,3,3,1,4,1,1,3,11,1,1,1,1,4,2,1,2,2,3,6,1,1,1,2,1,3,1,6,9,11,3,0,2,2,4,2
1,87,312,1,8,1,1,1,3,1,3,2,2,10,7,4,8,1,1,2,1,1,2,2,2,2,1,1,1,5,6,1,2,4,2,3,1,2,3,2,2,2,2,2,2,1,1,2,3,2,3,4,3,1,1,5,5,3,3,1,2,1,1,2,2,2,87,312,0,5,1,1,1,1,2,2,3,2,2,2,1,1,1,2,1,2,2,4,1,1,2,1,2,1,1,3,5,7,3,0,4,2,4,4
1,87,313,1,1,1,1,1,2,1,3,2,2,7,7,1,3,1,2,2,2,1,1,1,2,1,1,1,1,2,4,1,3,3,2,2,3,3,3,2,2,2,1,2,2,2,2,2,3,2,1,2,2,1,1,1,1,3,2,3,2,1,2,2,2,2,87,313,1,3,4,2,2,1,2,3,2,1,1,1,1,4,1,1,1,1,1,1,2,1,2,1,1,1,1,5,7,11,3,5,3,2,4,15
1,87,314,1,3,1,1,1,5,1,3,2,7,8,8,4,1,2,3,1,2,2,3,1,3,3,2,2,2,9,4,6,2,2,1,2,3,2,2,1,1,2,3,1,1,2,1,1,1,2,2,4,3,2,3,2,2,2,3,3,2,1,1,1,1,2,87,314,2,4,1,1,2,1,1,3,11,1,1,1,1,4,1,3,1,3,3,1,2,1,1,1,1,3,3,6,7,8,5,7,2,2,4,30
1,87,315,1,3,1,1,1,5,1,3,2,10,10,3,4,5,2,4,1,2,4,2,2,2,2,2,2,1,2,4,1,2,4,1,4,3,2,2,3,2,2,3,2,1,1,1,1,2,3,5,4,3,1,2,5,2,3,2,4,2,1,1,1,2,2,87,315,4,4,1,2,1,2,3,1,4,1,1,1,1,4,1,4,1,2,3,6,4,1,2,5,1,3,1,3,9,10,3,7,4,2,3,14
1,87,316,1,2,1,1,1,4,1,3,2,1,7,2,1,10,1,1,2,1,3,4,2,1,1,1,1,1,1,6,3,2,3,1,3,1,1,3,2,3,3,2,1,1,1,1,1,3,4,2,4,1,1,1,3,1,2,1,3,2,1,1,1,1,2,87,316,2,4,1,1,1,1,2,4,8,2,1,1,2,2,1,2,1,3,2,2,2,1,2,5,1,1,1,6,0,0,1,7,1,2,4,10
1,87,317,1,2,1,1,1,4,1,3,2,8,8,7,9,10,2,2,3,3,1,1,1,3,2,2,2,1,4,4,6,1,3,1,3,3,2,1,2,1,2,2,2,1,1,2,2,1,1,1,4,1,2,4,2,2,3,3,1,1,2,1,1,2,2,87,317,4,3,4,2,2,1,2,3,9,1,1,1,1,4,1,1,1,1,3,3,1,1,2,2,1,3,1,2,7,9,3,4,3,2,4,14
1,87,318,1,3,1,1,1,5,1,3,2,9,7,2,1,13,2,2,1,2,1,3,1,2,2,2,2,1,9,4,6,3,4,1,4,1,3,1,2,2,3,3,1,1,1,1,1,1,2,2,4,1,2,3,2,1,3,4,3,2,2,1,2,1,2,87,318,2,2,4,2,2,1,2,3,9,1,1,1,1,4,1,3,1,3,3,6,3,1,2,5,1,3,1,2,5,8,3,8,3,2,4,18
1,87,319,1,3,1,1,1,1,1,3,2,2,2,9,1,1,1,2,1,1,4,1,1,2,2,2,2,1,2,4,4,1,3,1,1,4,1,1,2,1,1,4,1,1,1,1,1,1,1,1,4,2,1,2,3,1,2,1,2,1,1,1,1,1,2,87,319,2,5,1,1,1,1,2,2,1,2,2,2,1,1,4,2,1,2,1,5,1,2,2,1,1,3,1,1,2,4,3,0,4,2,4,29
1,87,320,1,3,1,1,1,4,1,3,2,2,2,2,2,1,1,1,3,3,3,5,2,3,5,4,1,1,2,4,1,1,4,1,1,4,4,3,3,1,2,2,1,5,1,1,1,1,1,1,2,2,1,4,2,5,4,4,2,1,1,2,1,2,2,87,320,4,4,1,1,1,2,1,1,8,1,1,1,1,4,1,6,1,3,1,6,5,4,2,2,1,3,1,0,0,0,0,0,4,2,4,16
1,87,321,1,1,1,1,1,5,2,3,2,7,10,7,1,10,1,2,3,3,2,2,2,3,1,2,2,2,4,4,6,1,4,2,2,3,2,2,2,2,1,2,2,1,2,1,2,3,2,2,4,2,2,3,2,3,3,3,2,2,2,1,1,1,2,87,321,2,4,1,1,2,1,2,3,4,1,1,1,1,4,1,2,2,3,3,6,4,2,3,5,1,3,1,3,7,10,3,7,3,2,4,22
1,87,322,1,1,1,1,1,5,1,3,2,11,8,8,4,1,2,4,1,2,2,3,1,3,5,2,2,1,11,4,6,1,4,1,2,2,4,2,2,2,2,2,2,1,1,1,1,0,2,2,4,3,2,5,3,1,4,4,3,1,2,1,2,1,2,87,322,2,2,2,1,1,1,1,3,2,1,1,1,2,3,1,3,1,2,3,5,3,1,1,2,1,3,1,2,3,7,4,4,2,2,4,27
1,87,323,1,9,4,2,3,2,1,3,2,2,9,9,4,3,2,3,1,2,3,2,2,2,1,2,2,3,9,4,2,1,3,1,3,3,3,3,2,2,3,2,2,1,1,1,2,3,2,3,4,1,1,4,1,3,2,2,3,2,2,1,1,1,2,87,323,2,5,1,2,1,3,4,2,5,1,2,1,2,2,1,2,1,2,1,2,1,3,3,5,1,3,1,2,6,8,3,7,5,2,3,8
1,87,324,1,3,1,1,1,4,1,3,2,1,7,6,3,11,2,1,1,2,2,2,2,1,4,1,3,1,1,2,1,2,4,2,3,4,2,1,3,3,3,1,1,1,2,2,2,1,1,10,4,1,2,4,4,5,3,3,2,2,1,1,2,1,2,87,324,1,4,1,1,1,1,1,3,3,1,1,1,1,4,1,2,1,1,2,2,2,1,2,2,1,3,1,5,0,0,1,6,2,6,1,43
1,87,325,1,6,1,1,1,5,1,3,2,2,8,7,0,1,1,2,2,1,2,2,1,2,1,2,2,1,4,4,6,2,4,2,1,3,4,2,2,2,2,2,2,2,2,2,2,1,2,10,4,3,5,5,5,2,4,4,3,2,1,2,2,1,2,87,325,1,5,4,2,1,1,2,3,8,2,1,1,1,3,2,1,1,1,3,3,1,2,2,5,1,3,1,5,0,0,1,0,3,6,1,22
1,87,326,1,3,1,1,1,1,1,3,2,2,8,2,4,1,1,3,2,1,2,2,1,2,1,1,2,1,2,1,1,3,4,1,3,3,4,3,2,1,2,2,1,1,1,1,1,3,2,3,4,3,2,5,3,5,3,3,4,2,1,3,2,2,2,87,326,1,5,1,1,0,2,2,1,1,1,2,2,2,1,1,1,2,3,3,2,3,2,1,3,3,3,1,2,0,0,1,0,4,6,1,7
1,87,327,1,2,1,1,1,5,1,3,2,9,10,9,1,10,2,5,1,2,1,3,1,2,5,2,2,1,9,4,3,3,1,2,3,2,2,4,3,2,2,3,1,1,1,1,1,2,2,3,3,2,2,3,3,1,3,1,3,2,2,1,2,1,2,87,327,2,1,4,2,2,1,1,4,10,1,1,2,2,2,1,2,1,2,3,5,2,1,1,2,1,3,1,3,5,10,5,8,1,6,1,14
1,87,328,1,2,1,1,1,4,1,3,2,9,5,6,4,8,3,5,1,2,1,4,1,1,2,2,4,3,9,4,3,3,1,4,3,1,3,3,3,2,2,1,5,2,2,5,5,1,4,2,4,1,2,4,2,1,1,2,3,1,1,2,1,1,2,87,328,1,3,4,1,1,1,5,1,1,2,2,2,2,5,4,4,3,3,3,1,2,2,1,2,1,1,1,2,0,0,1,0,5,6,1,64
1,87,329,1,2,1,2,1,5,1,3,2,13,5,3,4,4,1,2,1,3,2,2,2,2,1,1,1,1,13,1,6,3,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,3,2,2,3,3,1,5,5,5,1,2,3,1,1,1,2,1,2,87,329,1,2,4,2,2,1,1,1,2,1,1,1,1,4,1,1,1,3,3,4,1,1,2,6,1,3,1,2,4,5,3,0,4,6,1,40
1,87,330,1,2,1,1,1,4,1,3,5,5,10,7,2,1,1,1,3,2,3,2,1,2,1,2,2,1,5,2,1,1,4,1,1,4,2,1,2,1,2,3,1,1,1,1,1,1,1,3,4,3,2,5,5,5,3,3,2,1,2,1,1,1,2,87,330,1,3,1,1,1,1,1,3,3,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,3,1,2,3,5,3,4,2,2,6,2
1,87,331,1,3,1,1,1,5,2,3,3,9,7,3,1,1,2,3,1,2,1,3,1,2,3,3,2,2,9,2,1,3,1,3,3,2,2,2,2,2,2,3,1,2,1,1,3,1,2,1,3,2,3,4,3,2,3,3,1,2,1,2,2,1,2,87,331,1,4,1,2,2,1,2,3,8,1,1,1,1,4,1,1,1,2,1,4,1,1,2,4,1,3,1,1,5,11,3,0,3,2,8,4
1,87,332,1,2,1,1,1,3,1,3,5,5,2,3,4,10,1,2,3,1,3,1,1,3,5,2,2,2,14,4,6,1,2,2,2,3,2,1,2,2,2,3,2,2,2,2,2,1,2,1,4,2,2,1,1,2,3,3,2,2,1,2,2,1,2,87,332,2,5,1,1,1,2,4,2,3,1,1,2,2,2,2,1,1,2,3,1,1,1,1,2,1,1,1,1,2,7,3,0,4,2,6,4
1,87,333,1,3,4,3,3,3,1,3,3,10,10,3,4,5,2,3,1,1,2,3,2,3,2,5,2,2,9,4,1,3,2,3,2,1,2,3,2,2,2,3,3,1,3,3,1,1,1,1,4,2,2,3,3,2,3,3,4,1,1,1,1,1,2,87,333,4,4,1,2,2,1,1,3,2,1,1,1,1,4,1,1,2,2,3,4,4,2,2,2,1,3,1,2,3,7,3,0,2,2,8,6
1,87,334,1,2,1,1,1,5,1,3,5,8,11,5,4,12,3,5,1,2,1,4,3,2,3,1,2,3,6,4,0,3,3,1,3,4,3,3,1,3,3,1,1,1,1,1,1,1,3,2,4,1,2,3,4,4,3,3,1,2,2,1,1,1,2,87,334,2,1,5,3,0,1,2,3,1,1,1,1,1,4,1,4,1,2,3,3,1,1,1,2,1,3,1,1,3,7,3,7,3,6,2,36
1,87,335,1,2,1,1,1,5,1,3,5,1,8,2,4,1,2,2,1,2,2,2,2,3,5,2,5,2,9,4,6,2,1,4,1,4,3,2,2,2,2,2,3,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,2,1,1,1,1,1,2,87,335,2,1,1,1,1,1,1,3,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,5,11,3,0,2,6,2,14
1,87,336,1,2,1,1,1,5,1,3,5,3,8,8,1,1,2,3,1,2,1,3,1,3,2,2,2,4,9,4,2,2,4,2,3,3,4,2,2,2,3,3,2,1,2,2,2,2,2,2,3,3,5,3,2,2,3,2,2,2,2,1,2,1,2,87,336,2,3,1,1,1,3,2,3,2,2,1,2,1,2,2,2,1,2,3,2,2,2,2,2,1,3,1,2,5,11,3,8,4,6,6,34
1,87,337,1,10,4,2,2,4,1,3,1,13,12,3,4,10,2,4,1,2,3,5,2,3,5,2,2,1,14,4,2,1,4,1,2,4,2,1,2,2,2,3,2,1,1,2,1,3,4,5,4,3,2,2,2,5,4,2,2,1,2,1,2,2,2,87,337,4,5,4,2,1,1,1,4,9,1,1,2,2,2,1,2,1,2,1,2,2,1,1,3,1,3,1,3,7,9,3,0,1,2,7,2
1,87,338,1,2,4,3,2,4,1,3,1,10,8,7,5,10,3,5,1,2,2,3,2,1,3,1,3,2,9,4,1,2,2,1,4,3,3,1,3,2,3,1,1,1,1,1,1,3,4,9,4,1,5,4,5,2,3,4,4,2,2,1,1,2,2,87,338,3,5,1,1,2,1,2,3,7,1,1,2,1,3,3,5,2,2,4,4,2,1,3,3,1,3,2,3,7,9,3,8,3,2,7,7
1,87,339,1,1,1,1,1,5,1,3,1,9,10,8,1,8,2,4,1,2,2,4,1,1,4,1,2,1,9,4,2,1,4,2,3,1,2,2,1,2,2,3,2,1,3,2,1,1,2,6,3,3,5,4,5,1,3,4,4,2,2,1,2,1,2,87,339,3,4,4,2,1,1,2,3,3,1,1,1,2,3,1,4,1,2,3,5,4,2,2,3,1,3,1,6,7,11,3,8,3,2,7,8
1,87,340,1,10,4,5,3,1,1,3,1,13,6,3,5,1,2,3,1,2,3,3,2,1,1,2,2,3,9,4,2,3,1,2,2,1,3,3,3,3,3,1,1,1,1,1,2,3,3,4,3,1,3,4,4,2,2,2,2,3,1,1,3,1,2,87,340,1,5,4,0,4,1,3,3,9,2,1,1,2,2,2,1,1,2,4,2,1,1,1,1,1,0,1,1,7,11,3,0,4,2,7,4
1,87,341,1,2,1,1,1,4,2,3,1,9,1,1,4,1,1,2,1,3,3,5,1,2,1,1,2,2,1,4,6,1,4,1,3,3,2,1,0,2,2,3,2,2,2,2,2,1,1,1,4,3,5,5,5,5,4,4,4,2,1,1,1,1,2,87,341,2,3,3,2,4,1,1,3,4,2,2,2,2,5,2,2,1,3,3,2,2,2,2,2,1,3,1,1,6,11,3,7,2,6,2,41
1,87,342,1,2,1,1,1,2,1,3,1,0,8,1,4,1,2,4,1,2,2,4,2,1,3,1,1,2,0,0,6,2,2,4,3,1,3,3,3,2,3,2,2,2,2,2,1,3,3,2,4,0,0,4,2,2,3,3,1,2,1,1,2,2,2,87,342,1,4,1,1,1,1,2,3,2,2,2,1,2,1,4,2,1,2,1,5,1,2,2,5,1,3,1,2,3,5,3,6,3,6,2,12
1,87,343,1,9,4,5,3,4,1,3,1,1,8,7,4,10,2,4,1,2,1,3,2,1,3,2,2,0,1,4,2,3,4,2,3,1,4,3,3,2,2,3,2,2,2,1,2,2,4,3,3,3,1,2,2,2,4,4,3,1,2,2,2,1,2,87,343,4,5,2,2,1,2,3,3,4,2,2,2,2,5,4,4,2,2,4,2,2,1,2,3,1,3,1,5,8,9,3,4,4,6,2,3
1,87,344,1,4,1,1,1,6,2,3,7,9,8,6,1,8,2,5,1,2,2,3,1,2,2,2,2,2,6,4,2,2,2,1,2,2,2,2,2,1,2,3,1,1,1,1,1,1,3,8,2,1,2,2,2,2,3,4,2,2,2,1,2,2,2,87,344,2,3,5,2,2,1,2,3,4,1,1,1,1,4,1,4,2,2,3,5,2,2,2,5,1,3,1,3,8,11,3,8,3,3,2,41
1,87,345,1,9,4,3,3,6,2,3,7,7,10,8,1,12,2,2,0,1,2,2,1,2,1,2,2,2,5,4,6,3,2,1,3,0,2,1,2,1,1,2,2,1,2,2,2,3,2,3,4,1,1,4,3,2,2,1,3,2,2,1,1,2,2,87,345,2,5,4,1,1,1,2,3,9,1,1,1,1,4,1,2,1,2,4,5,2,2,3,5,1,3,1,3,6,9,3,8,3,3,1,29
1,87,346,1,2,1,1,1,6,1,3,5,9,10,6,0,0,2,2,1,2,2,3,1,2,1,1,2,1,4,4,1,3,4,2,4,3,3,1,1,1,1,4,2,1,1,2,2,1,2,2,4,2,1,2,1,1,3,2,3,2,2,1,2,1,2,87,346,2,2,4,2,4,1,2,3,4,1,1,1,1,4,1,2,1,2,3,2,2,1,2,1,1,3,1,3,5,11,3,8,3,1,1,30
1,87,347,1,3,1,1,1,6,2,3,7,7,8,3,4,11,1,2,1,1,2,2,1,2,2,2,1,2,9,4,2,1,4,2,2,3,0,2,2,1,2,3,2,2,2,2,2,1,2,2,4,1,1,4,1,2,3,1,4,2,2,1,1,1,2,87,347,2,3,3,2,2,1,2,3,6,1,1,1,1,4,2,4,1,2,3,2,2,2,4,2,1,3,1,3,5,7,3,7,3,3,1,8
1,87,348,1,6,5,2,3,6,2,3,7,9,10,6,5,5,2,4,1,3,1,2,1,1,3,2,2,3,9,4,1,3,4,2,1,3,4,2,2,2,2,2,2,1,2,2,2,1,2,2,4,1,1,2,1,2,3,4,2,2,2,1,1,1,2,87,348,2,4,4,2,4,1,1,3,10,1,1,1,1,4,2,4,1,2,3,2,2,1,2,5,1,3,1,5,9,10,3,7,2,3,2,18
1,87,349,1,3,1,1,1,6,1,3,7,7,8,9,5,5,1,1,3,2,2,1,1,2,3,2,2,3,4,4,1,3,2,1,4,3,2,2,2,1,1,3,1,1,2,2,2,2,2,2,4,1,1,4,2,3,4,1,3,2,2,1,1,1,2,87,349,2,4,4,2,4,1,2,3,1,1,1,1,1,4,1,3,2,2,4,6,2,1,2,2,1,3,1,1,4,10,3,7,3,3,2,47
1,87,350,1,6,5,2,3,6,2,3,7,11,8,6,4,10,1,2,1,3,2,3,2,3,5,5,2,3,4,4,6,3,2,1,1,3,2,4,2,2,2,2,1,5,1,1,1,2,3,2,1,1,1,1,3,3,3,2,1,2,1,1,1,1,2,87,350,3,4,1,1,1,1,1,3,4,1,1,1,1,4,1,2,1,3,4,1,1,1,2,5,1,3,1,5,7,11,3,7,2,3,2,45
1,87,351,1,7,4,3,3,6,2,3,7,9,10,7,4,5,2,2,3,1,2,2,1,2,2,1,2,2,4,4,2,3,4,1,3,2,3,2,2,1,1,2,1,1,2,2,1,2,2,2,4,2,1,3,2,2,3,1,3,2,2,1,1,1,2,87,351,2,5,4,2,1,1,2,3,9,1,1,1,1,4,1,2,1,3,4,6,3,2,3,6,1,3,1,3,6,11,3,7,3,7,1,46
1,87,352,1,2,1,1,1,6,2,3,7,9,7,5,4,10,2,3,1,3,2,2,1,2,3,2,2,2,7,4,1,2,4,2,2,3,2,1,2,1,2,3,2,1,2,1,2,2,2,2,4,2,1,2,1,1,1,2,3,2,2,2,2,2,2,87,352,4,2,4,2,2,1,2,3,4,1,1,1,1,4,1,4,1,3,3,5,2,2,2,5,1,3,1,3,4,7,3,0,3,3,1,40
