CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.8.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.57.,Q.58.,Q.59.,V.62.,V.63.,V.64.,V.65.,V.66.,V.67.
1,196,2402,2,5,1,1,2,3,2,2,2,4,4,4,4,2,10,3,4,4,3,2,7,2,2,3,3,2,4,2,3,1,5,10,1,2,2,4,3,2,2,3,3,5,3,5,1,1,1,1,1,1,1,2,2,1,1,2
1,196,2403,3,6,3,1,2,4,2,2,2,4,2,4,4,4,2,4,4,2,4,4,5,2,2,2,1,2,4,1,2,3,6,9,1,1,4,4,3,2,2,2,3,5,4,5,1,2,1,2,3,1,1,2,2,1,1,42
1,196,2404,1,4,4,3,2,4,2,2,2,4,2,4,3,3,10,4,5,4,4,1,6,2,2,2,1,1,2,2,2,1,6,2,1,2,3,2,3,2,2,2,1,5,2,4,1,2,2,2,2,1,1,2,2,1,2,46
1,196,2405,1,4,1,1,2,3,2,1,2,4,3,2,4,4,1,4,4,4,5,2,7,2,2,1,3,2,3,2,3,1,5,10,1,2,3,4,3,2,2,3,3,5,3,5,1,1,1,1,1,1,1,2,2,1,1,1
1,196,2406,1,4,3,1,1,4,2,1,2,4,4,2,4,3,10,4,4,2,4,2,1,2,2,1,2,2,4,1,2,2,5,2,1,2,3,4,3,1,2,3,2,5,3,4,1,2,1,1,2,1,1,2,2,1,1,48
1,196,2407,1,4,1,1,2,1,2,1,1,2,2,3,4,2,1,4,2,2,4,1,8,2,2,2,1,1,5,1,2,1,4,8,1,1,4,3,2,2,2,2,2,1,4,4,1,2,1,0,5,0,1,2,2,1,1,6
1,196,2408,3,4,1,1,1,4,2,2,2,3,2,3,4,2,10,3,2,3,3,2,0,2,1,1,1,0,0,2,2,2,6,2,2,2,2,2,0,0,2,3,4,5,4,4,0,2,1,1,1,1,1,2,2,1,1,2
1,196,2409,2,2,3,3,3,4,2,1,1,3,2,4,4,4,1,4,4,4,4,3,1,2,1,2,0,2,4,2,4,1,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2,1,1,40
1,196,2410,1,3,3,0,2,2,2,1,2,3,3,3,2,2,0,2,6,2,4,4,6,2,1,3,1,1,2,3,1,2,0,0,2,2,0,4,2,2,2,3,3,0,4,3,3,2,2,3,3,3,1,2,2,1,1,82
1,196,2411,1,4,2,1,3,2,2,1,1,3,3,2,4,2,2,4,4,3,3,1,1,2,2,1,3,1,3,2,2,3,7,9,1,2,4,3,2,2,2,3,2,3,3,5,2,2,2,2,2,1,1,2,2,1,1,32
1,196,2412,1,5,3,1,2,4,2,1,1,3,3,4,4,3,1,4,4,4,4,2,7,2,1,1,3,2,4,2,2,3,4,8,1,2,4,4,2,2,2,2,1,3,3,5,1,1,1,4,4,1,1,2,2,1,1,36
1,196,2413,3,3,2,1,2,4,2,1,1,3,2,3,4,1,1,4,2,4,5,0,7,2,1,1,1,1,2,2,2,2,6,9,1,2,2,4,2,2,3,3,2,1,2,5,1,0,1,1,1,0,1,2,2,1,1,18
1,196,2414,3,5,5,1,2,3,2,1,1,3,2,3,4,1,1,4,5,1,2,1,5,2,2,1,1,2,3,2,2,2,4,5,1,2,2,3,2,2,2,3,1,2,1,2,2,2,1,0,5,0,1,2,2,1,1,30
1,196,2415,2,2,3,1,2,4,2,1,1,3,2,2,4,2,10,3,5,3,3,1,5,2,1,1,3,2,5,2,2,1,6,9,1,2,4,2,2,1,2,3,1,2,1,3,1,1,1,2,3,1,1,2,2,1,1,11
1,196,2416,2,4,2,3,2,3,2,1,1,3,2,3,4,2,10,3,5,4,5,2,8,2,1,3,2,1,2,2,2,2,4,6,1,2,4,3,0,1,2,3,2,4,3,4,2,2,2,2,2,1,1,2,2,1,1,81
1,196,2417,1,3,2,1,2,4,2,1,1,3,4,2,4,3,10,4,5,4,4,2,5,2,2,3,1,2,4,1,1,2,4,0,1,2,4,3,3,0,2,3,4,5,2,5,1,1,1,2,3,1,1,2,2,1,1,73
1,196,2418,1,4,3,1,2,3,2,1,1,2,3,2,3,2,10,4,5,4,3,2,2,1,1,1,1,2,5,2,2,2,4,4,2,2,3,2,1,1,2,3,3,3,3,4,2,1,1,1,2,1,1,2,2,1,1,39
1,196,2419,2,3,3,1,2,4,2,1,1,2,2,2,4,4,0,4,0,3,2,2,4,2,1,2,1,1,3,1,1,1,5,2,1,2,4,4,2,1,2,2,2,3,1,5,1,2,1,1,1,1,1,2,2,1,1,67
1,196,2420,2,4,3,1,2,4,2,1,1,4,4,3,4,3,1,4,5,1,4,1,6,2,1,3,1,2,4,2,2,1,5,10,1,2,2,3,3,2,2,3,1,3,1,5,1,1,1,2,1,1,1,1,2,1,1,72
1,196,2421,1,2,3,1,2,4,2,1,1,4,1,1,4,1,0,1,5,1,2,1,9,2,1,0,0,0,4,2,2,1,6,8,1,2,4,1,2,2,3,3,4,3,1,5,1,0,0,2,2,1,1,1,2,1,1,8
1,196,2422,1,2,3,1,2,4,2,1,1,4,1,1,4,3,2,4,5,1,2,1,9,2,1,2,2,0,4,2,2,1,6,8,1,2,4,1,2,2,3,3,4,3,1,5,1,0,0,2,2,1,1,1,2,1,1,9
1,196,2423,2,3,1,1,2,3,2,1,1,2,1,2,4,2,3,5,5,3,4,2,5,2,1,2,1,1,2,2,2,1,4,6,1,2,4,3,2,2,2,3,3,4,2,4,2,2,2,2,2,1,1,2,2,1,1,35
1,196,2424,3,5,1,1,2,3,2,1,1,2,2,3,4,1,1,4,5,3,3,1,3,2,2,1,3,2,2,2,2,2,5,9,2,1,4,2,3,1,3,2,1,4,4,5,3,2,2,3,1,1,1,2,2,1,1,63
1,196,2425,3,5,3,1,2,4,2,1,1,2,2,2,4,2,10,4,4,4,4,2,1,2,1,2,2,2,3,2,2,1,4,10,1,2,1,4,2,2,3,3,2,4,1,2,2,2,1,1,2,1,1,2,2,1,1,21
1,196,2426,1,4,2,1,2,3,2,1,1,2,2,3,4,2,10,4,5,4,3,2,4,2,1,1,2,1,2,2,2,2,6,0,1,2,3,2,2,1,3,2,2,4,2,4,1,2,1,1,2,1,1,2,2,1,1,80
1,196,2427,1,3,3,1,1,4,2,1,1,2,2,2,4,4,1,4,2,4,4,2,5,2,2,3,1,2,3,2,2,2,4,4,1,2,4,2,2,2,2,2,2,5,2,5,1,2,1,2,4,2,1,2,2,1,1,87
1,196,2428,1,4,2,0,2,4,2,1,1,2,3,2,4,4,10,4,5,4,4,2,8,2,2,3,1,2,3,2,2,3,6,9,0,2,4,4,2,2,2,2,3,5,4,5,2,1,1,2,4,1,1,2,2,1,1,45
1,196,2429,1,6,3,1,2,4,1,1,1,2,1,3,4,3,10,4,5,4,3,2,7,2,1,2,1,2,4,2,3,2,3,6,2,2,4,3,1,1,2,3,3,5,4,5,0,1,2,1,3,1,1,2,2,1,1,12
1,196,2430,1,4,3,1,2,4,2,2,2,2,0,2,4,4,10,4,2,4,3,2,9,2,1,1,3,2,3,2,2,2,6,2,1,2,3,2,2,1,2,3,3,5,1,4,3,1,1,2,2,1,1,2,2,1,1,75
1,196,2431,1,6,2,1,2,3,2,2,0,2,4,2,4,2,1,5,5,2,2,2,9,2,1,1,1,2,3,2,2,1,6,2,2,2,4,2,3,2,2,2,4,5,1,5,2,1,1,2,3,1,1,2,2,1,1,43
1,196,2432,1,3,3,1,2,2,2,1,1,2,4,2,4,4,1,4,5,2,4,3,5,2,2,2,0,2,5,4,1,3,4,0,1,2,0,3,0,1,3,3,1,0,4,5,1,1,0,1,3,1,1,2,2,1,1,86
1,196,2433,1,1,3,1,2,4,2,0,1,2,2,4,4,3,10,4,5,4,1,1,5,2,1,2,2,0,5,1,1,3,4,0,2,1,4,0,1,1,2,0,0,0,0,0,2,2,1,2,2,1,1,2,2,1,1,83
1,196,2434,1,4,1,1,2,4,2,1,4,2,1,2,2,2,1,3,2,4,4,2,2,2,3,1,2,2,4,2,2,1,6,6,1,2,4,2,2,2,2,2,2,3,3,5,3,1,1,2,1,1,1,2,2,1,1,60
1,196,2435,2,2,1,1,2,4,2,1,1,3,2,2,4,2,3,3,2,2,3,1,5,2,1,1,2,2,3,2,2,1,3,9,1,2,4,3,2,1,2,2,1,2,1,3,2,2,1,2,2,1,1,1,2,1,1,15
1,196,2436,1,5,1,3,1,3,1,1,1,3,2,3,4,2,2,4,5,2,3,3,7,2,1,3,1,1,5,2,2,1,3,6,2,2,4,0,1,1,3,2,0,2,2,4,0,1,2,2,1,1,1,1,2,1,1,71
1,196,2437,2,1,3,1,2,2,1,1,2,3,3,3,3,3,10,3,3,2,2,2,5,2,1,3,1,1,1,1,1,2,6,2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,68
1,196,2438,3,6,2,1,2,4,2,1,1,4,4,2,4,2,2,3,5,2,3,1,5,2,2,3,2,2,3,2,2,2,4,9,1,2,2,3,2,1,2,3,2,4,2,3,2,2,1,2,2,1,1,2,2,1,1,78
1,196,2439,2,6,2,1,2,4,2,1,1,4,4,4,4,4,10,4,4,4,4,2,5,2,1,1,3,2,4,2,2,1,6,11,1,2,4,3,2,2,2,2,3,4,3,5,3,2,1,2,2,1,1,2,2,1,1,53
1,196,2440,3,5,2,1,2,4,2,1,1,4,4,4,4,4,10,4,4,4,4,2,4,2,2,1,2,2,4,2,2,2,6,8,1,2,3,3,1,2,2,2,3,5,3,5,1,1,1,2,2,1,1,2,2,1,1,31
1,196,2441,1,6,1,1,2,4,0,1,1,4,2,2,4,0,10,4,5,4,4,1,3,2,2,1,1,2,4,2,2,2,6,4,1,2,4,2,3,2,2,1,3,5,4,5,2,2,2,1,2,1,1,2,2,1,1,49
1,196,2442,1,4,1,1,2,4,2,1,1,4,3,2,4,2,10,4,4,3,4,2,8,1,2,1,3,1,4,2,2,3,6,10,2,2,4,3,3,2,2,2,3,5,1,1,1,2,2,1,2,1,1,2,2,1,1,62
1,196,2443,3,7,1,1,2,2,1,1,2,4,3,2,4,2,2,4,1,4,4,1,1,2,2,2,2,2,3,1,2,3,6,9,1,2,3,3,2,2,2,2,3,5,3,4,0,2,1,1,2,1,1,2,2,1,1,64
1,196,2444,1,4,1,1,2,4,2,1,0,4,3,4,4,4,10,4,5,4,4,4,7,2,1,1,1,2,4,2,3,1,6,9,1,2,4,4,3,2,2,3,3,5,4,5,1,2,1,0,5,0,1,2,2,1,1,26
1,196,2445,3,2,2,1,2,4,2,1,1,4,3,4,4,4,10,4,4,4,4,4,9,2,1,2,3,2,4,2,2,1,3,4,1,2,4,3,1,2,2,2,2,5,1,5,1,2,1,1,2,1,1,2,2,1,1,19
1,196,2446,1,4,4,0,2,4,2,1,1,4,2,4,4,3,1,4,4,4,4,1,7,1,1,3,3,2,1,2,2,2,4,11,1,2,4,3,1,1,2,2,3,5,4,5,1,1,1,1,1,1,1,2,2,1,1,44
1,196,2447,3,6,2,1,2,4,2,1,1,4,4,4,4,4,10,4,5,4,5,4,4,2,1,3,1,2,2,2,1,3,5,8,1,2,4,3,1,1,2,2,3,5,1,5,3,1,0,2,4,1,1,2,2,1,1,56
1,196,2448,3,5,1,1,2,4,2,1,1,4,2,4,4,2,10,4,5,4,4,1,4,2,1,0,0,2,4,2,2,3,6,9,1,2,4,4,1,1,2,3,3,5,4,5,1,2,1,1,1,1,1,2,2,1,1,1
1,196,2449,1,3,1,2,1,4,2,1,1,4,3,4,4,4,10,4,0,4,3,2,4,2,1,2,2,2,3,2,1,1,6,8,1,2,3,2,1,1,3,3,4,5,2,2,1,2,1,2,3,1,1,2,2,1,1,5
1,196,2450,1,4,1,1,1,3,2,1,1,4,2,4,4,4,1,4,4,4,4,2,4,2,1,3,2,2,4,2,2,1,6,6,1,2,4,1,3,2,2,3,3,5,4,5,1,1,1,2,2,1,1,2,2,1,1,46
1,196,2451,1,5,4,1,2,4,2,1,1,4,4,2,4,4,10,4,5,4,4,1,1,2,1,3,2,2,4,2,2,1,6,4,1,2,3,3,1,2,2,3,4,5,4,5,1,2,1,1,1,1,1,2,2,1,1,85
1,196,2452,1,4,2,1,2,4,2,1,4,4,4,4,4,4,10,4,4,4,4,5,1,2,1,1,3,1,5,1,1,1,6,0,1,2,4,4,3,2,2,2,3,5,4,5,1,1,1,2,2,1,1,2,2,1,1,13
1,196,2453,1,4,2,2,2,3,2,1,1,3,3,1,4,2,5,4,2,3,4,1,4,2,1,3,1,1,2,2,2,1,6,8,2,1,4,3,3,2,2,3,3,5,1,4,1,2,1,1,4,1,1,2,2,1,1,34
1,196,2454,2,3,3,1,2,4,2,1,1,4,4,4,4,1,0,4,4,4,2,1,4,2,1,1,1,1,1,2,1,1,4,11,1,1,3,1,1,2,3,2,1,1,1,2,1,1,1,0,1,1,1,2,2,1,1,58
1,196,2455,2,3,1,1,2,4,2,1,1,4,2,3,3,2,10,4,4,4,3,2,7,2,1,2,2,1,3,2,2,3,5,11,1,2,4,4,3,2,2,2,2,1,4,5,2,2,1,2,2,1,1,2,2,1,1,25
1,196,2456,3,5,1,1,2,3,2,1,1,4,2,2,4,2,10,3,5,3,3,3,8,2,2,3,1,1,3,2,2,1,6,8,1,2,1,2,1,1,2,2,2,2,1,3,2,1,2,2,3,1,1,2,2,1,1,69
1,196,2457,1,2,3,1,1,2,1,1,1,4,2,2,4,1,3,4,4,2,2,2,8,2,3,1,2,0,2,1,2,4,10,11,1,2,2,0,0,2,1,1,3,2,3,2,1,1,2,0,5,1,1,2,2,1,1,47
1,196,2458,2,5,2,1,2,4,2,1,1,4,2,3,4,4,10,4,5,2,3,1,5,2,1,2,1,2,4,2,2,1,4,4,1,2,4,4,1,2,2,3,2,4,3,4,1,2,1,4,2,1,1,2,2,1,1,33
1,196,2459,2,4,1,3,2,4,1,2,0,4,4,3,4,3,1,4,4,4,4,3,9,2,2,3,3,2,4,2,3,3,6,9,1,2,3,4,1,1,2,3,3,4,4,4,2,1,1,0,5,0,1,2,2,1,1,65
1,196,2460,2,4,2,1,2,4,2,1,1,4,4,2,4,2,1,4,5,4,3,3,4,2,2,3,1,2,1,2,3,2,4,9,1,2,4,4,0,2,2,3,3,4,3,5,1,2,1,2,2,1,1,2,2,1,1,54
1,196,2461,1,4,2,1,2,4,2,1,1,4,3,2,4,4,10,4,5,4,4,1,5,2,2,3,1,2,4,1,1,2,4,0,1,2,4,3,3,0,2,3,4,4,2,5,1,0,1,2,3,1,1,2,2,1,1,57
1,196,2462,2,5,2,3,2,2,1,2,2,4,1,1,2,1,0,4,1,1,2,1,2,2,1,2,1,1,2,2,2,1,4,10,2,1,1,1,1,1,1,3,1,1,1,2,2,2,2,0,5,0,1,1,2,1,1,51
1,196,2463,1,1,1,1,2,4,2,1,1,4,4,4,4,2,1,2,4,1,1,1,3,2,1,3,2,2,5,1,3,2,1,11,1,2,4,2,3,2,2,3,1,1,1,1,1,1,1,0,5,0,1,1,2,1,1,17
1,196,2464,1,5,2,3,2,3,2,1,1,4,4,3,4,4,10,4,2,2,2,1,4,2,1,2,2,2,4,2,2,1,6,0,2,2,3,2,1,1,2,2,2,3,3,5,1,2,2,1,1,1,1,1,2,1,1,55
1,196,2465,3,3,3,1,2,4,2,2,2,4,4,4,4,4,2,4,2,3,4,2,7,2,1,2,3,2,4,2,2,1,6,0,1,2,2,2,2,1,3,2,1,5,1,2,2,2,1,2,4,1,1,2,2,1,1,29
1,196,2466,2,4,1,3,2,4,2,1,1,4,2,2,4,2,3,4,2,2,4,4,7,1,1,1,2,1,1,2,2,2,6,4,1,2,3,3,1,1,3,2,1,5,1,3,3,2,1,1,1,1,1,2,2,1,1,24
1,196,2467,2,2,1,1,2,4,2,1,1,4,4,3,4,3,1,4,2,2,1,1,5,2,1,2,1,1,4,1,1,1,6,2,1,1,2,3,3,2,2,3,2,5,2,3,1,2,2,1,2,1,1,2,2,1,1,42
1,196,2468,3,4,3,1,2,4,2,1,1,4,4,4,4,4,3,4,4,2,3,1,1,2,1,1,3,2,2,2,2,2,6,8,1,2,4,2,2,2,2,3,4,5,2,3,2,2,1,0,2,1,1,2,2,1,1,74
1,196,2469,1,3,2,1,2,4,2,1,1,4,4,4,4,4,10,4,4,2,3,1,9,2,1,1,2,2,4,2,2,1,7,6,1,2,4,4,2,1,2,2,1,5,1,5,1,1,1,2,2,1,1,2,2,1,1,20
1,196,2470,2,4,2,1,2,3,2,2,2,4,2,4,1,1,1,4,5,4,3,2,4,2,1,1,2,2,5,2,2,2,4,9,1,2,3,0,0,0,0,0,0,0,0,0,3,2,1,2,2,1,1,2,2,1,1,14
1,196,2471,1,4,1,1,2,4,2,1,1,4,3,2,4,2,1,4,5,4,4,1,6,2,3,1,0,0,0,1,2,2,3,9,1,2,3,4,3,2,2,3,1,3,3,4,2,1,2,1,3,1,1,2,2,1,1,7
1,196,2472,3,4,3,0,2,3,2,0,1,4,0,2,4,1,1,3,3,4,3,1,5,1,1,1,2,1,1,2,2,3,5,9,1,2,1,4,3,2,2,3,1,3,3,2,2,1,1,2,2,2,1,2,2,1,1,77
1,196,2473,1,2,3,2,1,2,2,1,1,2,1,2,2,2,2,2,5,4,3,2,2,2,2,2,1,1,5,2,2,1,6,9,1,2,4,2,1,2,1,3,2,2,4,5,1,2,1,1,1,1,1,2,2,1,1,27
1,196,2474,2,4,0,1,2,3,2,1,1,0,0,2,3,2,10,3,5,2,3,2,7,2,1,1,2,0,0,2,2,4,4,0,1,2,4,3,2,1,2,3,4,2,1,5,1,0,1,0,5,1,1,1,2,1,1,28
1,196,2475,2,3,3,1,2,3,2,1,1,1,1,4,4,1,1,4,5,1,1,1,9,1,1,2,1,1,5,2,2,1,3,9,1,2,1,1,3,1,2,3,1,1,1,5,2,2,2,2,2,1,1,1,2,1,1,76
1,196,2476,2,3,3,1,1,3,2,1,1,2,2,2,3,2,10,2,5,2,2,1,5,2,1,2,1,2,5,2,2,2,4,4,2,0,0,0,2,1,1,3,2,2,2,0,0,0,0,2,3,1,1,1,2,1,1,70
1,196,2477,2,2,3,3,1,2,2,2,1,2,2,2,3,3,0,2,2,2,5,1,8,2,1,2,1,1,1,2,3,1,4,0,0,1,1,2,0,1,3,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,10
1,196,2478,2,3,3,2,2,3,2,1,1,2,1,3,4,2,1,3,4,2,2,3,5,2,1,3,2,1,1,2,2,1,6,4,1,2,4,2,3,2,2,3,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,50
1,196,2479,1,3,3,1,1,2,1,1,1,2,2,2,3,2,4,4,5,2,3,1,3,2,1,2,1,2,4,2,2,1,6,8,1,2,4,2,3,2,2,3,1,2,3,5,2,2,2,1,1,1,1,1,2,1,1,66
1,196,2480,1,4,2,0,2,2,1,2,2,2,2,2,2,2,0,3,2,2,2,2,4,2,1,2,2,2,2,2,2,2,6,0,2,1,2,2,2,1,1,1,2,2,2,3,2,1,2,2,2,2,1,1,2,1,1,16
1,196,2481,1,5,3,1,2,3,2,1,1,1,1,1,2,1,10,4,5,3,3,1,4,2,2,2,1,0,5,1,1,1,4,0,1,2,2,1,2,1,3,1,2,2,3,4,2,1,2,2,2,1,1,2,2,1,1,59
1,196,2482,1,6,2,1,1,2,1,2,2,2,3,3,3,2,1,4,3,2,3,2,5,2,3,2,2,1,3,2,2,2,6,2,2,1,3,2,2,2,1,2,2,3,3,3,1,1,1,2,2,1,1,2,2,1,6,54
1,196,2483,1,4,1,3,2,2,1,1,3,2,2,2,2,2,2,1,2,2,4,1,4,2,3,1,2,2,0,2,2,1,3,2,1,1,3,4,3,2,2,1,2,3,1,3,1,1,1,1,1,1,1,2,2,1,6,58
1,196,2484,3,2,3,1,1,1,1,2,4,2,4,2,1,1,1,2,2,1,2,1,5,2,2,2,2,2,2,2,2,1,6,10,2,2,2,1,3,1,3,3,1,1,1,1,2,2,2,1,1,2,1,2,2,1,4,92
1,196,2485,3,1,3,2,3,2,0,1,2,2,4,2,4,2,0,4,4,4,5,4,2,2,2,1,2,2,5,3,3,2,1,11,1,2,3,3,2,1,1,3,1,1,4,5,3,1,1,4,3,1,1,2,2,1,4,87
1,196,2486,2,1,3,1,2,4,2,1,1,2,2,1,4,4,10,5,5,4,3,1,7,2,2,1,2,2,4,2,2,1,3,3,1,2,4,4,3,2,3,3,4,1,1,5,3,1,2,1,3,1,1,2,2,1,2,26
1,196,2487,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,5,2,1,1,5,2,4,1,1,2,1,1,2,1,4,10,2,1,4,2,2,2,1,3,1,1,1,2,1,2,2,2,2,1,1,2,2,1,8,32
1,196,2488,1,2,3,2,1,4,2,2,4,2,4,1,4,1,10,3,4,3,3,1,8,2,1,1,2,1,4,2,2,1,4,4,1,2,1,1,3,1,2,3,1,1,1,5,2,1,1,1,4,1,1,2,2,1,4,56
1,196,2489,3,2,3,1,2,3,2,1,1,2,2,4,4,3,0,4,6,1,1,3,8,1,1,2,1,1,2,2,2,3,4,9,1,1,4,2,3,2,3,3,1,3,1,3,2,2,2,2,2,1,1,1,2,1,1,3
1,196,2490,3,1,3,1,2,2,2,1,1,2,0,3,4,2,1,4,5,1,2,2,9,2,1,2,1,2,5,1,2,2,4,0,0,2,3,3,0,0,3,3,2,3,1,4,1,2,1,0,5,1,1,1,2,1,1,52
1,196,2491,1,6,2,1,3,2,1,1,1,2,2,2,3,3,1,4,5,2,3,1,0,2,1,2,2,2,3,2,3,2,4,4,2,1,3,2,3,2,3,0,3,3,4,4,0,2,2,1,2,2,1,1,2,1,1,22
1,196,2492,1,2,1,1,2,3,2,1,1,2,2,2,4,1,2,3,4,2,3,1,7,2,1,1,1,2,4,2,2,1,4,6,1,2,4,3,3,2,2,3,2,3,2,3,2,2,1,1,2,1,1,1,2,1,1,37
1,196,2493,1,4,4,1,2,4,2,1,1,2,2,3,4,4,10,4,5,2,4,2,5,2,1,2,3,1,3,2,2,2,4,8,1,2,4,3,3,2,2,2,3,3,3,3,2,2,1,2,2,1,1,1,2,1,1,79
1,196,2494,2,4,2,1,2,3,2,2,2,2,3,2,4,2,10,4,5,2,3,2,6,2,1,1,1,2,3,2,2,2,6,2,2,2,2,2,3,1,2,3,2,3,1,4,2,2,1,1,2,1,1,1,2,1,1,84
1,196,2495,1,4,3,1,3,2,2,2,2,2,1,3,3,1,2,3,5,2,2,1,0,2,1,1,1,2,4,2,2,1,4,8,1,2,4,3,3,2,2,3,2,3,2,3,2,2,1,0,1,1,1,1,2,1,1,38
1,196,2496,1,3,3,1,2,4,2,1,1,2,1,1,4,1,1,1,1,2,3,1,6,2,1,1,1,2,4,2,2,1,6,9,1,2,2,4,0,1,3,3,1,1,1,5,2,2,2,1,1,1,1,1,2,1,1,23
1,196,2497,1,1,3,1,2,2,2,1,1,2,1,1,4,1,10,3,2,2,3,1,5,2,1,0,1,0,1,2,1,3,6,2,1,1,3,2,3,2,1,2,2,1,2,3,2,1,2,1,1,1,1,1,2,1,1,48
1,196,2498,1,4,2,1,2,4,2,1,1,2,4,2,4,2,1,4,5,2,2,2,7,2,1,3,3,2,4,2,2,2,2,6,1,2,4,3,3,1,2,2,2,2,1,5,1,2,1,1,1,1,1,1,2,1,1,61
1,196,2499,2,5,3,1,2,2,2,1,1,2,2,2,3,2,1,2,5,2,2,1,9,2,2,2,1,1,2,2,2,1,4,6,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,41
1,196,2500,2,4,3,1,2,3,2,1,1,2,2,2,4,1,10,4,4,4,3,1,1,2,2,1,1,1,3,2,2,1,5,4,1,2,4,4,3,2,3,2,3,2,3,5,1,2,1,2,2,1,1,2,2,1,1,4
1,196,2501,2,4,4,2,1,4,2,2,2,2,4,2,4,4,3,4,4,3,2,1,5,2,2,1,2,2,4,2,1,2,4,6,1,2,3,4,0,2,3,1,3,5,3,4,1,2,1,1,4,1,1,2,2,1,6,77
1,196,2502,1,4,3,1,2,4,1,1,2,2,3,2,3,2,2,4,5,4,3,2,4,2,2,1,2,2,3,1,2,2,5,2,1,2,4,3,3,2,2,3,3,5,4,4,1,2,2,1,2,1,1,2,2,1,5,66
1,196,2503,3,6,1,3,1,3,2,1,1,2,3,2,4,2,1,3,2,4,4,0,4,2,2,2,1,1,3,2,1,1,4,4,2,1,3,3,2,2,2,1,2,3,3,3,2,0,2,1,2,2,1,2,2,1,2,37
1,196,2504,1,1,4,2,1,2,2,1,1,2,2,2,2,1,10,4,1,2,3,2,5,2,2,2,3,1,5,1,1,2,5,2,2,1,4,2,2,2,0,3,2,3,1,0,1,1,2,1,2,2,1,2,2,1,5,11
1,196,2505,1,4,3,1,2,3,2,2,2,2,1,1,3,1,2,2,3,2,3,1,4,2,2,2,1,2,4,1,1,2,4,4,2,2,4,3,2,2,3,1,2,3,2,4,1,1,2,1,3,1,1,2,2,1,6,35
1,196,2506,1,5,1,1,2,2,2,2,2,2,4,2,4,4,3,4,4,2,4,2,5,2,2,3,3,2,5,1,1,2,4,2,1,1,3,3,2,2,2,3,2,3,2,3,2,1,1,1,3,1,1,2,2,1,6,78
1,196,2507,3,5,3,2,2,3,1,1,2,2,3,2,3,1,2,4,3,2,3,2,5,2,2,1,2,2,3,2,2,2,4,9,2,2,2,2,2,1,2,1,1,3,1,3,1,1,2,2,3,1,1,2,2,1,7,15
1,196,2508,3,4,4,2,2,2,1,2,2,2,4,2,2,1,1,4,3,2,3,2,2,2,2,1,2,1,1,2,2,1,4,1,1,2,2,4,3,2,2,0,3,3,2,2,2,2,1,2,3,1,1,2,2,1,4,24
1,196,2509,3,6,1,1,1,2,1,2,2,2,4,2,2,1,1,2,5,2,3,2,2,1,2,2,2,2,3,1,3,1,4,9,1,1,2,3,2,2,3,3,2,3,3,3,2,2,2,1,2,1,1,2,2,1,5,62
1,196,2510,2,3,1,3,2,4,2,1,3,2,4,3,4,2,2,4,5,2,3,1,6,2,2,1,2,2,4,2,3,1,4,6,1,2,4,3,2,2,2,3,2,3,2,5,1,2,1,2,4,1,1,2,2,1,2,20
1,196,2511,2,4,1,3,2,4,2,2,4,2,4,2,4,2,0,4,5,2,5,1,5,2,2,2,2,1,1,1,1,2,4,4,2,2,2,2,3,1,2,3,3,3,1,3,2,2,1,1,2,1,1,2,2,1,3,82
1,196,2512,2,5,3,1,2,2,2,2,2,2,2,2,4,4,10,2,2,2,5,2,5,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,3,2,3,2,2,2,2,1,2,2,1,1,2,2,1,9,26
1,196,2513,3,4,3,2,2,2,1,1,2,2,2,2,2,2,1,4,2,2,5,2,5,2,2,2,1,1,1,2,3,1,2,2,2,2,2,2,2,1,3,3,2,3,1,2,2,2,2,2,2,2,1,2,2,1,5,71
1,196,2514,1,4,2,2,1,2,2,1,1,2,2,2,2,2,9,2,2,2,3,2,4,2,2,1,1,1,3,2,2,1,4,2,2,1,2,3,2,1,2,1,2,3,2,2,2,1,1,2,2,1,1,2,2,1,5,81
1,196,2515,1,4,3,1,1,4,2,2,2,2,1,3,2,1,4,4,3,1,3,4,7,2,3,1,3,2,3,1,1,2,3,9,1,2,3,3,1,2,2,3,3,3,2,5,1,1,1,1,4,1,1,2,2,1,6,80
