CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.12C.,Q.12D.,Q.12E.,Q.12F.,Q.12G.,Q.12H.,Q.12I.,Q.12J.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17A.,Q.17A..1,Q.17A..2,Q.17A..3,Q.17A..4,Q.17B.,Q.17C.,Q.18A.,Q.18B.,Q.1..1,Q.2..1,Q.3..1,Q.4..1,Q.5..1,Q.6..1,Q.7A.,Q.7A..1,Q.7A..2,Q.7A..3,Q.7A..4,Q.7A..5,Q.7A..6,Q.7B.,Q.7C.,Q.8A.,Q.8B.,Q.9..1,Q.10A.,Q.10B.,Q.10C.,Q.10D.,Q.10E.,Q.10F.,Q.11..1,Q.12A..1,Q.13A.,Q.13B.,Q.1..2,Q.2..2,Q.3A.,Q.3B.,Q.3C.,Q.4..2,Q.6..2,CARD..1,DECK..1,BALLOT..1,FORM.,Q.7..1,V.8.,V.9.,V.9..1
1,203,80,2,3,5,6,6,2,1,2,4,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,1,3,2,2,2,3,2,1,2,2,2,2,2,2,2,4,2,2,2,2,0,2,2,2,1,3,3,1,2,3,3,3,3,3,3,1,1,4,1,2,4,3,3,2,3,1,2,203,80,2,13,2,81,115
1,203,81,2,4,3,10,6,1,2,2,4,2,3,2,2,1,2,1,1,2,1,1,2,1,3,4,1,3,2,3,3,3,1,1,3,2,2,2,2,2,3,4,3,3,2,2,3,2,1,2,1,3,3,1,4,1,1,1,1,1,1,1,1,2,3,2,4,4,2,2,4,1,2,203,81,2,13,2,82,169
1,203,82,2,3,5,3,5,5,5,1,3,3,3,2,3,2,1,3,1,2,2,3,1,1,3,3,3,3,3,1,2,4,3,1,2,4,1,2,1,2,3,3,2,2,2,1,1,1,3,3,1,2,2,4,2,1,1,2,1,2,2,1,1,1,4,3,4,1,1,1,1,1,2,203,82,2,13,2,82,199
1,203,83,2,3,4,9,8,7,1,3,4,2,3,3,2,2,3,2,2,3,2,1,1,2,3,3,3,3,2,2,2,1,1,2,2,2,3,1,3,1,2,2,2,2,3,3,3,3,2,2,2,3,3,2,3,2,2,2,2,2,1,2,1,2,3,2,2,2,5,0,3,3,2,203,83,2,13,2,82,208
1,203,84,2,3,1,5,6,3,1,2,3,1,3,3,2,1,1,1,1,1,2,1,2,1,3,4,3,1,3,2,2,3,2,1,1,2,3,2,1,2,3,4,3,2,3,3,3,1,3,3,1,1,2,1,2,3,2,2,3,2,3,1,1,2,3,1,4,4,2,2,4,3,2,203,84,2,13,2,82,152
1,203,85,2,3,6,10,6,2,2,2,4,2,3,3,2,1,2,3,2,2,1,2,2,1,3,2,3,1,2,4,2,2,3,2,3,1,3,1,3,2,2,3,2,3,2,4,4,3,3,1,1,4,3,4,3,1,2,1,2,1,2,0,0,4,5,3,4,1,5,0,1,3,2,203,85,2,13,2,81,95
1,203,86,2,3,4,7,3,0,4,4,5,5,5,6,4,1,1,1,1,1,1,1,1,1,3,4,1,0,1,1,3,4,2,1,3,1,1,2,1,1,3,4,5,3,3,2,2,2,3,3,1,2,1,1,6,1,1,1,1,1,1,0,1,3,4,1,4,4,1,1,1,3,2,203,86,2,13,2,82,133
1,203,87,2,1,3,10,5,1,1,2,3,2,2,2,1,2,2,1,1,1,1,1,2,1,3,2,3,3,3,4,3,1,1,1,4,2,2,3,2,2,3,3,3,3,1,1,3,3,1,1,1,4,2,1,2,1,1,1,1,2,2,1,1,3,4,1,2,1,1,1,1,1,2,203,87,2,13,2,82,203
1,203,88,2,1,4,9,5,3,2,1,3,2,3,3,1,1,1,1,1,1,1,1,2,1,3,3,3,3,4,3,3,1,3,2,2,2,1,4,1,3,2,3,2,3,3,3,3,3,3,3,1,4,2,1,3,1,1,1,1,1,1,0,1,4,1,3,4,2,2,2,4,2,2,203,88,2,13,2,82,173
1,203,89,2,2,4,6,6,6,4,4,2,4,5,6,3,2,2,3,3,3,3,3,2,3,3,4,1,3,2,2,3,4,3,1,2,2,2,3,1,1,2,3,3,3,3,4,3,2,2,2,1,2,2,1,2,3,3,3,3,3,3,1,1,4,1,1,4,1,1,2,1,2,2,203,89,2,13,2,82,222
1,203,90,2,3,4,11,6,0,3,1,4,3,3,3,2,2,2,3,0,3,2,2,2,2,3,3,3,0,2,1,4,2,4,1,1,2,1,3,2,2,2,1,2,2,2,4,2,4,3,2,1,2,2,4,3,1,1,2,2,1,3,1,1,3,3,3,3,4,2,1,1,2,2,203,90,2,13,2,82,116
1,203,91,2,4,3,3,5,5,2,1,2,2,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,1,3,2,1,5,1,2,2,4,2,1,1,2,2,3,3,3,1,3,3,1,2,3,3,2,3,3,1,1,1,2,2,3,4,1,1,1,1,2,2,203,91,2,13,2,81,164
1,203,92,2,4,4,9,7,6,1,3,3,2,2,2,4,0,2,0,0,0,4,2,2,0,1,4,2,0,2,1,3,1,1,4,1,3,5,2,3,1,1,3,1,3,2,3,3,3,3,3,4,1,3,4,4,2,0,0,3,0,2,2,0,0,5,1,0,1,1,1,1,2,2,203,92,2,13,2,82,233
1,203,93,2,1,2,9,5,1,3,4,3,2,5,3,1,1,1,2,2,1,2,3,1,3,3,4,3,3,1,1,4,3,3,1,4,2,1,4,1,4,4,4,4,2,3,3,3,4,3,3,1,3,2,1,2,3,2,2,3,1,2,1,1,4,1,1,4,4,2,2,4,1,2,203,93,2,14,2,72,262
1,203,94,2,2,6,8,4,4,4,4,5,5,5,6,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,5,1,1,4,4,5,5,5,4,4,4,4,4,4,4,4,1,0,1,1,1,1,1,1,1,1,1,1,1,4,1,3,0,1,1,1,1,1,2,203,94,2,4,2,61,39
1,203,95,2,5,6,9,6,6,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,2,2,2,2,2,1,4,2,2,4,4,5,5,4,4,2,2,2,2,2,2,2,1,3,2,1,5,3,3,3,3,3,3,1,1,4,1,3,3,1,1,1,1,1,2,203,95,2,4,2,61,38
1,203,96,2,1,2,10,4,7,2,1,2,2,2,2,2,1,1,3,0,3,1,2,1,3,3,4,1,3,0,0,0,0,0,4,5,0,5,2,2,2,2,3,1,4,4,4,4,4,3,3,1,3,1,1,2,2,1,1,1,3,1,0,1,4,1,3,4,1,5,0,0,2,2,203,96,2,1,2,72,265
1,203,97,2,1,2,8,6,7,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,0,0,0,0,0,0,4,1,0,1,3,1,3,2,3,4,0,0,0,0,0,0,0,4,0,7,4,1,4,0,0,0,0,0,0,0,4,1,2,4,3,5,0,0,2,2,203,97,2,1,2,15,52
1,203,98,2,3,4,4,5,6,2,2,2,1,2,1,3,1,1,1,1,1,1,1,2,2,3,2,1,3,2,2,3,2,2,1,3,2,3,2,3,1,2,1,2,2,4,4,4,2,3,2,1,2,3,1,1,1,3,2,3,3,2,1,1,2,4,2,2,3,3,2,3,2,2,203,98,2,1,2,16,59
1,203,99,2,2,2,4,5,4,2,2,3,2,2,2,2,3,2,3,1,3,1,2,2,1,3,2,3,3,2,3,3,4,2,1,2,2,2,2,2,2,2,3,3,3,2,4,1,2,3,3,1,3,2,1,3,2,2,3,1,3,2,1,1,3,4,2,2,3,2,2,3,1,2,203,99,2,2,2,71,540
1,203,100,2,2,2,10,7,6,5,4,5,5,5,6,4,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,4,5,2,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,0,7,4,5,3,3,3,3,3,3,2,2,4,5,3,4,1,1,1,1,1,2,203,100,2,2,2,72,203
1,203,101,2,1,4,3,4,3,1,4,1,1,2,2,2,2,1,3,2,1,1,1,1,1,3,1,3,0,1,2,1,3,2,1,4,2,4,2,4,3,1,3,3,1,2,2,1,1,2,3,3,3,3,3,6,1,2,2,3,2,3,3,1,2,2,2,2,1,1,2,3,1,2,203,101,2,3,2,11,8
1,203,102,2,3,4,3,5,2,4,1,3,1,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,4,3,1,4,3,2,3,1,2,2,3,2,3,3,4,4,3,3,3,1,4,3,1,2,1,3,3,1,1,1,0,1,4,1,3,4,1,1,1,1,2,2,203,102,2,3,2,11,12
1,203,103,2,2,2,10,5,3,3,2,2,2,2,2,2,3,1,1,2,1,2,2,3,1,2,2,1,3,2,4,3,4,4,1,1,2,1,2,2,1,1,3,2,3,2,2,4,4,3,3,1,1,2,1,1,2,1,2,2,1,3,2,1,4,1,1,2,3,1,1,1,2,2,203,103,2,3,2,12,35
1,203,104,2,2,3,3,5,7,1,3,2,2,1,2,2,2,2,1,2,2,2,1,2,2,3,1,3,3,2,2,4,2,3,1,2,2,1,1,2,2,1,1,2,4,2,1,1,2,3,2,1,2,3,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,3,2,3,2,2,203,104,2,3,2,12,54
1,203,105,2,1,2,3,7,3,1,3,1,1,1,1,2,3,2,1,3,3,2,3,2,3,3,1,3,3,1,2,3,4,1,1,4,2,3,4,4,5,5,5,4,0,0,0,0,0,0,0,4,0,7,4,3,4,0,0,0,0,0,0,0,0,5,3,1,1,1,1,1,1,2,203,105,2,4,4,72,138
1,203,106,2,1,2,3,7,6,2,2,2,2,2,2,1,3,2,1,1,1,2,1,2,3,3,2,1,3,2,3,2,2,2,1,2,2,2,2,1,2,2,3,2,2,2,1,2,2,3,2,1,2,3,1,3,1,2,1,3,2,3,2,1,4,1,3,3,1,1,1,1,1,2,203,106,2,4,4,55,92
1,203,107,2,1,2,9,7,3,2,3,4,1,1,1,2,2,3,3,2,3,2,3,2,3,3,2,1,3,4,3,3,2,1,4,3,2,3,0,5,0,6,5,5,0,0,0,0,0,0,0,4,0,7,4,6,4,0,0,0,0,0,0,0,0,5,3,4,1,1,1,1,2,2,203,107,2,1,4,15,81
1,203,108,2,1,2,7,7,0,1,2,4,2,2,2,2,3,2,3,3,2,2,3,2,3,3,2,1,3,3,4,3,1,3,2,3,2,1,2,1,5,5,3,3,2,2,4,4,3,3,3,1,3,3,1,5,3,3,2,3,3,3,0,1,4,5,3,4,1,1,1,1,2,2,203,108,2,1,4,15,82
1,203,109,2,1,2,2,7,4,3,2,3,2,2,3,1,2,2,3,3,3,2,1,2,1,3,2,3,1,3,2,3,1,3,1,1,3,3,1,2,2,2,2,2,3,3,3,3,3,3,1,1,3,3,2,3,2,3,3,3,2,1,2,1,4,1,2,3,3,3,2,3,2,2,203,109,2,1,4,15,93
1,203,110,2,1,3,10,1,5,2,1,3,2,2,3,2,3,1,1,2,2,2,2,1,2,3,2,3,3,4,4,3,2,3,1,3,2,3,4,4,5,5,5,4,0,0,0,0,0,0,0,4,0,7,4,6,4,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,1,2,203,110,2,2,4,72,226
1,203,111,2,1,1,3,6,5,4,4,5,5,5,6,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,3,1,0,1,1,2,3,2,2,2,3,3,2,2,3,3,3,2,1,2,2,1,3,2,2,3,2,3,2,0,1,1,2,2,2,2,2,2,3,1,2,203,111,2,2,4,72,159
1,203,112,2,1,6,7,7,5,3,2,4,3,3,3,4,0,0,0,0,0,2,0,0,0,3,2,3,1,1,1,4,1,3,1,3,0,2,3,1,3,3,5,5,3,2,0,0,3,3,3,2,0,7,4,5,4,0,0,0,0,0,0,0,4,5,4,0,0,5,0,4,1,2,203,112,2,3,4,11,1
1,203,113,2,3,3,5,6,0,3,2,2,2,2,3,3,3,3,1,3,1,3,2,3,2,3,3,1,1,1,2,2,2,2,1,3,2,3,3,1,5,2,3,4,2,2,2,1,3,1,3,1,2,3,1,5,2,3,3,2,2,3,1,1,3,3,2,3,4,2,2,4,2,2,203,113,2,3,4,12,52
1,203,114,2,1,2,3,5,7,3,1,2,2,1,6,1,1,1,1,1,1,1,1,1,1,3,3,3,0,2,2,3,4,4,1,4,4,5,5,1,5,5,4,4,2,2,2,2,2,1,4,4,3,7,4,3,4,0,0,0,0,0,0,0,4,5,3,4,0,1,1,1,2,2,203,114,2,3,4,12,39
1,203,115,2,2,3,9,7,7,2,1,2,2,2,2,3,3,2,3,2,3,2,2,2,3,3,2,1,3,2,2,2,1,2,2,2,2,3,3,4,5,5,4,4,4,4,4,4,4,4,4,1,1,7,4,6,4,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,2,2,203,115,2,3,4,12,44
1,203,116,2,2,3,5,6,7,1,2,3,1,2,2,1,1,2,1,2,1,2,2,2,1,3,2,1,3,3,2,3,4,3,1,2,4,2,1,2,2,2,2,2,3,3,2,2,3,3,3,1,1,2,4,4,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,3,2,2,203,116,2,3,4,12,45
1,203,117,2,4,4,9,6,4,1,2,1,2,2,3,1,2,2,2,2,3,2,3,2,3,3,2,3,3,4,1,3,3,2,1,2,2,2,3,2,2,2,3,2,3,2,4,4,3,2,2,1,4,2,1,3,3,1,2,3,2,2,1,1,4,1,3,4,1,1,1,1,1,2,203,117,2,4,4,72,154
1,203,118,2,1,3,3,4,5,1,1,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,4,3,0,0,0,0,0,0,4,3,4,1,0,4,5,5,5,4,0,0,0,0,0,0,0,4,0,7,4,6,4,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,1,2,203,118,2,4,4,72,145
1,203,119,2,1,2,9,6,7,3,1,2,2,2,2,2,3,2,2,2,3,3,2,2,3,3,2,1,3,4,4,2,2,2,1,1,2,3,4,5,0,6,5,5,0,0,0,0,0,0,0,4,0,7,4,6,4,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,1,2,203,119,2,4,4,72,195
1,203,120,2,1,3,9,8,4,2,1,2,2,2,2,3,3,2,3,3,2,1,3,2,3,3,3,3,3,1,3,2,1,3,1,2,2,2,2,2,2,1,2,2,1,3,2,2,3,2,3,1,3,2,1,3,2,2,1,1,3,3,2,1,4,1,3,4,1,1,1,2,1,2,203,120,2,4,4,55,67
1,203,121,2,1,4,2,6,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,2,0,3,4,2,3,4,3,1,2,2,2,3,1,2,2,2,2,3,3,4,2,4,3,4,1,2,3,1,6,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,3,1,2,203,121,2,4,4,71,467
1,203,122,2,5,6,5,4,7,3,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,3,4,1,3,3,2,3,2,3,1,2,2,1,3,1,2,2,2,2,3,4,4,4,4,4,4,1,2,2,1,1,1,3,3,3,1,1,1,1,2,2,2,3,3,2,2,3,1,2,203,122,2,4,4,72,270
1,203,123,2,1,2,4,7,5,1,1,4,2,3,2,2,3,2,1,1,1,2,1,2,2,3,3,1,3,2,2,3,3,1,1,2,4,3,3,2,2,3,3,2,3,3,1,2,1,1,3,1,2,2,2,1,2,3,3,3,1,2,1,1,3,3,2,3,3,2,2,3,1,2,203,123,2,4,4,71,377
1,203,124,2,1,2,2,6,6,3,2,1,2,1,2,4,1,1,1,1,1,1,2,2,2,3,4,3,3,4,2,3,4,2,1,1,2,1,3,1,2,1,3,4,2,2,2,1,2,1,3,1,1,3,1,1,2,3,2,3,3,3,1,1,3,3,3,4,3,2,2,3,1,2,203,124,2,4,4,56,76
1,203,125,2,3,3,2,5,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,3,2,3,3,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,1,2,3,1,2,2,3,3,3,3,2,1,1,2,4,2,4,3,2,2,3,1,2,203,125,2,4,4,71,391
1,203,126,2,1,3,5,7,3,1,3,3,2,3,3,2,1,2,3,2,1,2,1,2,3,3,3,3,3,2,3,2,1,1,1,2,2,2,2,3,2,2,3,3,3,0,2,2,3,3,3,1,3,3,1,3,2,1,1,1,2,2,2,1,4,1,2,4,3,2,2,3,1,2,203,126,2,4,4,71,381
1,203,127,2,4,2,7,6,2,3,2,3,2,2,2,3,2,2,1,2,2,2,2,2,3,3,2,3,3,2,4,3,4,1,1,1,3,2,3,3,1,2,2,3,3,2,1,1,1,2,3,1,2,0,1,5,2,1,1,2,1,2,1,1,0,1,2,2,2,2,2,3,1,2,203,127,2,4,4,71,503
1,203,128,2,1,6,9,6,4,1,1,1,1,2,2,2,1,1,2,1,0,2,2,2,1,3,4,3,3,1,1,1,4,2,1,1,2,2,1,1,1,1,4,1,2,2,2,2,3,2,2,1,1,1,3,1,2,0,2,2,2,2,1,1,2,1,2,3,2,2,2,3,1,2,203,128,2,4,4,71,606
1,203,129,2,1,2,4,6,4,2,1,3,2,2,3,2,1,2,2,3,3,1,2,2,3,3,3,3,3,2,2,3,1,1,1,1,2,2,2,2,2,3,4,5,3,3,1,1,2,1,3,1,2,2,4,2,2,1,2,2,1,1,2,1,2,0,2,4,3,5,2,3,1,2,203,129,2,4,4,71,507
1,203,130,2,2,2,11,5,0,4,4,5,5,5,6,4,0,0,0,0,0,4,0,0,0,3,4,3,0,4,3,3,4,3,4,3,2,3,2,3,1,2,3,2,3,4,1,1,2,2,3,4,2,3,2,3,2,2,2,3,3,2,1,1,3,4,2,4,3,3,2,3,1,2,203,130,2,4,4,53,51
1,203,131,2,5,5,9,5,2,4,4,1,1,1,6,3,2,3,2,2,3,3,3,3,3,3,4,3,3,1,1,2,2,3,2,4,2,2,2,3,1,1,2,2,3,2,2,2,3,2,2,1,4,2,1,3,2,3,2,3,1,2,1,1,3,4,2,2,2,3,2,3,1,2,203,131,2,4,4,72,223
1,203,132,2,3,2,11,5,1,1,3,2,1,2,2,2,2,2,3,2,3,1,3,2,3,3,1,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,3,3,1,2,2,1,1,2,3,3,3,2,2,2,1,3,3,2,3,2,3,2,3,1,2,203,132,2,4,4,56,84
1,203,133,2,1,2,2,5,4,1,3,3,2,2,3,2,2,2,3,2,2,3,3,2,2,2,2,3,3,4,2,3,4,3,1,1,3,1,2,2,2,2,2,2,2,4,4,2,2,2,3,1,1,3,1,2,1,2,1,1,2,2,1,1,1,2,2,1,3,4,2,3,1,2,203,133,2,4,4,71,374
1,203,134,2,1,4,3,7,3,2,2,3,2,2,2,1,1,1,1,1,1,2,1,2,1,3,4,3,3,2,4,2,4,4,1,2,2,3,3,2,2,2,1,2,4,2,1,1,2,3,3,1,2,3,1,4,1,1,1,2,1,2,1,1,2,2,1,2,3,2,2,4,1,2,203,134,2,4,4,72,180
1,203,135,2,4,2,8,5,0,2,2,3,2,2,3,1,0,0,0,0,0,4,0,0,0,3,2,1,3,4,4,3,3,4,1,3,2,1,3,1,2,2,3,2,3,4,4,3,4,3,4,1,3,2,1,3,2,3,3,3,3,2,1,1,4,1,1,2,3,1,2,4,1,2,203,135,2,4,4,72,240
1,203,136,2,4,3,3,6,5,5,4,3,2,3,3,4,0,0,0,0,0,4,0,0,0,3,4,3,3,4,4,2,4,2,1,3,2,1,4,2,2,2,4,4,2,3,4,4,4,3,4,1,2,2,1,4,3,3,3,3,3,3,1,1,4,1,3,4,1,1,1,4,1,2,203,136,2,4,4,52,24
1,203,137,2,4,6,6,7,4,2,2,2,2,3,3,3,3,0,0,0,0,4,0,0,2,3,4,3,3,3,3,3,3,3,1,3,4,2,2,1,2,2,3,4,3,2,2,2,2,3,3,1,2,5,1,4,2,1,3,3,2,2,1,1,2,4,2,2,4,2,2,4,1,2,203,137,2,4,4,71,567
1,203,138,2,1,2,10,6,4,3,2,3,2,2,3,3,2,2,3,3,3,2,2,2,2,3,3,3,0,0,2,2,1,1,1,3,2,2,2,2,2,2,4,2,3,1,4,3,1,3,1,1,3,2,1,1,1,1,1,1,2,3,1,1,3,4,4,3,4,2,2,4,1,2,203,138,2,4,4,54,65
1,203,139,2,1,2,2,7,0,1,2,4,3,3,5,2,2,2,3,2,3,3,3,2,3,3,4,3,1,3,2,2,1,3,1,1,3,2,1,3,2,3,4,2,2,3,1,3,2,3,3,1,2,4,4,1,2,2,3,3,3,2,2,2,4,1,1,4,4,2,2,4,1,2,203,139,2,4,4,71,393
1,203,140,2,3,4,5,6,7,1,2,3,2,3,2,2,1,2,1,2,3,2,2,2,3,3,2,3,3,1,2,2,4,4,1,3,2,1,1,2,1,2,2,2,2,2,4,2,2,2,4,1,2,2,1,3,2,1,2,3,2,2,1,1,4,1,2,4,4,2,2,4,1,2,203,140,2,4,4,71,601
1,203,141,2,1,2,7,5,3,3,1,4,2,2,6,4,0,0,0,0,0,4,0,0,0,3,4,3,3,0,0,3,0,0,1,2,2,2,4,1,2,2,3,2,3,0,0,0,0,0,3,1,2,2,1,3,4,0,0,0,0,0,1,1,4,1,2,2,3,2,2,4,1,2,203,141,2,4,4,72,249
1,203,142,2,1,2,8,4,7,1,3,3,2,2,3,2,1,2,1,1,2,1,3,2,2,3,2,3,0,1,3,2,1,2,4,1,2,1,1,1,2,2,2,3,2,1,2,3,1,3,3,1,3,3,1,1,1,1,2,1,1,2,1,1,4,1,2,2,3,2,2,4,1,2,203,142,2,4,4,71,378
1,203,143,2,3,3,3,6,1,1,1,2,2,2,2,2,1,2,1,2,3,2,2,2,2,3,2,1,3,2,4,3,2,4,1,3,2,1,2,1,2,2,3,2,2,3,4,3,2,4,2,1,3,3,1,1,2,2,1,3,2,2,1,1,3,3,2,2,2,2,2,4,1,2,203,143,2,4,4,71,547
1,203,144,2,4,2,9,8,0,1,1,3,2,3,3,2,1,2,3,1,2,2,2,2,1,3,3,3,3,4,4,2,3,3,2,4,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,1,2,3,2,1,3,3,2,3,3,3,2,1,4,1,3,4,1,1,3,1,1,2,203,144,2,4,4,56,65
1,203,145,2,1,1,3,3,1,4,4,5,5,5,6,4,0,0,0,0,0,4,0,0,0,3,4,0,0,3,3,3,2,2,4,5,0,1,4,4,5,5,1,4,3,1,2,3,1,3,2,1,2,1,4,1,4,0,0,0,0,0,0,0,0,5,3,2,3,1,0,1,1,2,203,145,2,4,4,54,71
1,203,146,2,1,2,6,6,2,1,3,3,2,2,2,1,1,2,2,2,2,1,2,2,1,3,2,1,3,1,1,2,2,3,1,1,2,2,2,3,1,2,1,2,2,2,1,4,2,3,3,1,3,3,1,3,2,1,2,1,1,3,1,1,3,2,3,4,1,1,1,1,1,2,203,146,2,4,4,71,522
1,203,147,2,2,2,9,6,6,1,3,1,1,2,3,2,2,2,2,2,3,2,2,2,3,3,2,1,3,2,1,2,1,1,1,2,3,3,1,1,2,1,3,3,3,2,3,3,1,2,3,1,2,2,1,1,2,3,2,3,2,2,1,1,2,3,3,4,1,1,1,1,1,2,203,147,2,4,4,71,590
1,203,148,2,1,2,3,7,5,2,2,4,2,3,3,1,1,3,2,2,3,3,3,3,3,3,2,3,3,4,2,2,2,2,1,1,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,1,2,3,2,2,3,3,3,2,2,3,1,1,3,3,3,4,1,1,1,1,1,2,203,148,2,4,4,54,75
1,203,149,2,1,2,5,5,4,5,2,2,2,2,2,2,2,1,3,3,3,3,2,2,2,3,2,3,3,4,4,3,1,1,1,2,2,2,4,2,2,2,4,2,3,1,1,1,3,3,2,1,2,5,1,2,1,1,1,1,1,1,1,1,3,4,3,4,1,1,1,1,1,2,203,149,2,4,4,55,76
1,203,150,2,1,2,4,7,2,3,1,2,2,2,2,1,2,3,0,2,3,3,1,2,1,3,4,3,3,2,2,2,4,2,1,3,2,3,3,1,3,4,4,2,3,2,4,2,2,2,3,1,2,3,1,1,3,1,3,3,3,3,1,1,4,1,1,4,1,1,1,1,1,2,203,150,2,4,4,55,84
1,203,151,2,2,3,9,6,1,5,4,5,5,5,6,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,2,2,3,2,3,2,2,5,4,5,5,4,4,2,2,2,2,3,3,3,2,3,1,4,1,2,2,2,2,2,2,1,1,4,1,2,4,1,1,1,1,1,2,203,151,2,4,4,62,35
1,203,152,2,1,2,5,7,2,1,3,2,2,2,2,1,1,1,1,2,2,1,1,2,1,3,2,3,3,2,2,2,3,3,1,3,2,3,2,1,2,3,4,3,2,2,3,3,3,3,3,1,2,2,2,3,2,2,3,3,3,3,2,1,3,4,3,4,1,1,1,1,1,2,203,152,2,4,4,54,90
1,203,153,2,1,2,9,4,3,1,3,3,1,2,1,2,2,2,2,1,3,3,2,2,2,3,1,3,3,3,3,3,1,3,1,2,2,2,1,4,5,5,4,4,4,4,4,4,4,4,4,1,0,1,1,1,3,3,3,3,3,3,0,0,3,1,3,4,1,1,1,1,3,2,203,153,2,4,4,56,61
1,203,154,2,2,6,8,4,2,4,4,5,5,5,6,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,4,4,1,3,2,1,4,4,5,5,4,4,4,4,4,4,4,1,4,1,3,2,1,2,3,3,3,3,3,3,1,1,4,1,3,4,2,1,1,1,1,2,203,154,2,4,4,61,21
1,203,155,2,1,2,4,5,1,2,3,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,3,2,2,3,4,3,1,3,2,2,2,3,2,2,2,2,3,2,2,4,2,3,3,1,2,2,1,1,2,1,1,1,1,1,1,1,2,4,1,4,2,1,1,1,1,2,203,155,2,4,4,71,502
1,203,156,2,1,2,6,6,0,2,2,2,2,2,2,4,0,2,0,0,0,4,0,0,0,3,4,3,3,2,2,2,1,3,4,2,2,1,3,1,2,3,2,4,2,1,1,1,3,1,3,1,3,3,1,3,3,3,3,2,3,3,2,1,4,1,3,4,1,1,1,1,1,2,203,156,2,4,5,72,177
1,203,157,2,3,3,7,5,0,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,1,3,2,1,3,2,2,3,3,1,1,2,2,2,2,3,1,2,3,2,3,2,2,3,2,3,2,1,3,2,1,1,3,3,3,3,3,3,2,1,4,1,3,4,1,1,1,1,1,2,203,157,2,4,5,72,148
1,203,158,2,1,3,10,7,1,1,3,4,3,3,3,1,3,1,1,1,3,1,1,1,3,3,2,1,0,4,1,3,1,1,1,2,3,3,2,1,4,1,3,3,3,3,1,1,3,4,3,1,3,4,1,3,2,3,3,2,3,3,2,1,4,1,3,4,1,1,1,1,1,2,203,158,2,4,5,71,441
1,203,159,2,1,3,11,6,4,5,4,0,5,5,6,3,3,3,3,3,3,3,3,3,3,3,4,3,0,3,3,3,3,3,1,4,2,1,4,4,5,5,4,4,0,0,0,0,0,0,0,4,0,1,4,6,3,3,3,3,3,3,0,0,0,5,3,4,1,1,1,1,1,2,203,159,2,4,5,51,66
1,203,160,2,1,6,12,4,3,1,3,3,1,2,3,4,2,0,0,0,0,2,2,0,2,3,1,3,3,0,0,3,0,0,1,2,2,2,2,3,1,1,2,2,3,2,3,0,0,3,3,1,3,3,1,6,4,0,0,0,0,0,0,0,0,5,2,2,3,2,2,4,2,2,203,160,2,4,5,53,39
1,203,161,2,1,5,5,5,4,3,1,3,2,2,3,4,0,2,0,0,0,4,2,1,0,3,4,3,3,3,1,3,1,3,1,1,2,5,2,2,2,2,2,1,3,2,1,2,3,3,3,1,3,2,4,3,3,2,3,3,1,3,1,1,4,5,3,4,3,2,2,4,2,2,203,161,2,4,5,71,439
1,203,162,2,1,1,3,5,1,4,4,5,5,5,6,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,1,1,2,2,5,3,4,4,4,1,0,0,0,0,0,0,0,4,0,7,4,6,4,0,0,0,0,0,0,0,0,5,3,0,1,1,1,1,2,2,203,162,2,4,5,51,62
