CARD.,DECK.,BALLOT.,Q.0.,Q.1.,Q.2.,Q.3.,Q.4A.,Q.5.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25A.,Q.25B.,Q.26A.,Q.26B.,Q.27A.,Q.27B.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.34A.,Q.34B.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.37A.,Q.37B.,Q.38A.,CARD..1,DECK..1,BALLOT..1,Q.0..1,Q.38B.,Q.39A.,Q.39B.,Q.40A.,Q.40B.,Q.41A.,Q.41B.,Q.42A.,Q.42B.,Q.43A.,Q.43B.,Q.44A.,Q.44B.,Q.45A.,Q.45B.,Q.46A.,Q.46B.,Q.47A.,Q.47B.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.51A.,Q.51B.,Q.52A.,Q.52B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.55A.,Q.55B.,Q.56A.,Q.56B.,Q.57A.,Q.57B.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60A.,Q.60B.,Q.61A.,Q.61B.,Q.62A.,Q.62B.,Q.63A.,Q.63B.,Q.64A.,Q.64B.,V.65.,V.66.,V.67.,V.68.,V.69.
1,215,46,0,3,3,6,4,8,1,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,1,4,2,4,5,4,3,4,2,4,85,1,4,2,4,3,4,1,4,2,4,3,4,1,4,2,4,1,4,2,4,2,4,2,4,2,4,3,4,5,4,0,4,3,4,2,2,215,46,0,4,3,4,2,4,3,4,4,4,3,4,3,4,2,4,2,4,2,4,3,4,3,4,1,4,3,4,2,4,1,4,1,3,4,4,5,4,3,4,5,3,4,5,1,5,4,5,1,3,2,3,1,4,23,8,12,11,3
1,215,47,0,3,3,6,4,8,1,4,1,4,3,3,2,4,1,4,1,4,1,3,2,4,2,4,1,4,2,3,2,4,3,4,1,4,86,1,4,3,4,3,4,1,3,3,4,2,3,1,4,1,3,1,4,1,4,2,4,2,4,1,4,2,4,3,4,2,4,1,4,1,2,215,47,0,4,2,2,2,3,3,4,3,4,3,4,3,4,2,4,1,4,1,4,2,3,2,4,3,4,2,4,3,4,4,3,3,4,3,4,4,3,3,4,1,4,4,5,1,5,1,3,2,2,3,2,5,1,17,6,7,8,2
1,215,48,0,2,3,6,2,8,1,4,1,4,2,1,1,4,2,3,1,4,1,4,2,4,2,4,2,3,4,3,3,3,4,3,2,3,86,2,3,4,3,3,3,3,3,5,4,2,3,1,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,1,2,215,48,0,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,3,4,2,4,3,4,2,4,3,4,1,4,1,4,1,4,1,4,3,4,3,4,3,4,1,4,4,5,1,5,4,5,1,3,3,4,3,4,15,4,7,5,5
1,215,49,0,3,3,6,1,8,3,2,2,3,2,4,4,4,2,3,1,4,4,4,1,4,1,4,2,4,3,2,5,2,3,4,2,3,86,2,3,3,4,2,3,2,3,2,3,2,3,1,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,3,4,2,3,2,3,2,2,215,49,0,3,3,4,2,4,2,4,3,4,2,4,3,4,2,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,5,3,2,3,6,5,3,3,4,3,1,4,3,5,1,5,3,4,1,4,1,4,2,4,23,7,11,4,5
1,215,50,0,3,3,6,2,8,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,1,4,1,4,1,4,86,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,1,4,3,4,3,4,1,4,2,4,2,4,1,2,215,50,0,4,2,4,1,4,1,4,2,4,2,4,3,4,2,4,3,4,2,4,1,4,1,4,3,4,2,4,1,4,1,4,2,4,4,4,5,4,3,4,1,4,4,5,1,5,3,5,3,2,1,4,1,4,11,10,5,11,2
1,215,51,0,1,3,4,1,8,2,3,3,2,1,3,4,4,2,3,1,4,3,4,1,4,2,4,2,3,3,4,5,3,5,3,1,4,87,4,4,1,4,1,4,3,4,3,4,3,4,1,4,2,4,3,4,2,4,3,4,2,4,1,4,1,4,3,4,3,4,5,4,0,2,215,51,0,0,0,0,4,0,4,0,0,0,4,0,0,0,2,3,2,4,1,4,1,4,3,4,2,4,2,4,2,4,1,4,3,4,2,4,5,4,3,4,2,3,4,5,1,5,2,4,2,2,1,4,2,2,7,3,3,8,6
1,215,52,0,3,4,6,1,8,3,4,2,3,2,4,2,4,2,3,2,4,3,4,1,4,2,4,2,4,3,4,2,4,4,4,1,3,87,2,3,1,3,2,3,2,3,4,4,1,4,1,3,1,3,1,3,1,3,1,4,4,3,1,4,1,3,2,3,1,3,1,4,2,2,215,52,0,2,3,4,2,3,3,4,3,4,3,4,3,4,2,4,2,3,3,4,2,4,2,3,2,3,2,3,2,3,5,4,5,2,2,3,3,4,2,3,1,4,3,5,1,3,3,4,1,2,5,2,3,3,21,5,9,4,2
1,215,53,0,1,1,1,1,8,2,4,1,4,2,2,1,4,1,3,1,4,1,3,1,4,1,3,2,1,4,3,2,3,3,4,1,3,87,4,4,4,1,2,2,4,1,5,1,3,4,1,4,3,2,2,3,2,2,4,1,3,1,2,2,3,2,4,2,5,1,3,3,1,2,215,53,0,4,1,4,1,4,1,4,3,4,2,4,3,4,1,4,1,4,1,4,1,4,1,4,1,4,2,4,1,4,2,3,1,4,4,3,3,4,1,4,1,3,4,5,2,5,1,5,1,4,2,4,2,4,5,1,3,6,2
1,215,54,0,3,2,7,1,8,4,4,4,4,2,4,3,4,3,4,3,3,3,4,1,4,1,3,4,4,2,3,3,4,3,4,1,3,87,2,4,3,4,4,4,3,4,5,4,3,4,1,4,2,4,2,4,1,3,2,3,3,4,2,4,3,4,2,3,3,3,5,4,3,2,215,54,0,2,2,3,2,4,3,4,2,4,1,3,2,4,2,4,2,4,2,4,2,4,3,4,2,4,3,4,2,4,3,3,2,3,4,3,5,4,3,4,3,3,4,5,2,5,2,3,4,4,3,3,3,3,16,5,7,6,6
1,215,55,0,3,3,6,2,8,2,4,2,4,3,3,1,4,2,3,1,4,1,4,2,4,2,4,1,4,2,4,2,4,2,4,1,4,87,2,3,2,3,2,3,2,3,3,3,2,4,1,3,2,3,1,4,2,3,2,3,3,4,2,3,1,3,3,3,2,3,2,3,1,2,215,55,0,3,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,3,4,2,3,2,3,2,3,2,3,2,3,4,3,4,5,5,5,4,4,1,4,3,4,2,2,5,2,2,2,19,6,8,3,1
1,215,56,0,3,3,6,1,8,1,4,1,4,1,3,1,4,1,4,1,4,1,4,2,4,3,2,1,4,2,3,1,3,1,3,1,4,87,1,4,2,3,2,3,2,3,2,4,2,3,1,2,1,4,1,3,1,4,1,4,2,3,2,3,2,3,2,3,2,3,2,4,2,2,215,56,0,3,2,4,3,4,3,4,2,4,2,3,3,4,3,4,2,4,1,4,3,4,3,4,3,4,3,3,3,3,2,3,3,3,2,3,2,3,4,3,2,3,3,4,1,5,2,4,2,3,2,3,2,3,23,8,8,3,1
1,215,57,0,3,3,6,2,8,2,3,2,3,1,3,3,3,2,3,1,4,1,4,2,3,2,4,2,3,4,3,2,3,2,3,2,3,87,2,3,2,4,1,4,1,4,2,3,2,4,1,4,1,3,2,4,2,4,2,4,1,4,1,4,1,4,2,3,2,3,1,4,2,2,215,57,0,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,1,3,4,4,2,3,2,3,2,3,2,3,4,5,1,5,1,5,1,4,1,4,1,4,30,11,0,7,2
1,215,58,0,0,0,6,2,8,2,3,2,3,2,4,1,4,4,4,2,3,3,3,1,4,2,3,2,3,1,4,5,3,4,4,2,4,88,2,2,2,3,2,3,3,3,4,3,2,3,1,4,2,4,2,3,2,4,4,4,3,4,2,4,2,4,2,3,2,3,3,4,2,2,215,58,0,2,2,3,2,3,3,4,2,4,2,4,3,4,3,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,1,4,1,4,4,4,4,4,3,4,4,4,4,5,1,4,4,5,2,2,3,4,1,4,19,4,7,6,1
1,215,59,0,3,2,5,2,8,2,4,1,4,1,4,2,4,1,4,1,4,2,3,3,3,2,3,2,3,1,4,2,3,2,3,2,3,88,4,4,3,3,3,3,3,3,4,3,2,3,1,4,1,3,2,4,2,3,3,3,3,4,3,4,2,3,3,3,2,4,3,4,0,2,215,59,0,0,0,0,4,0,2,4,2,4,2,3,3,4,2,4,2,4,1,4,2,4,1,4,3,4,2,4,2,4,1,4,2,3,4,3,5,4,3,3,5,2,4,5,3,3,3,4,5,2,5,2,2,4,11,2,4,7,1
1,215,60,0,2,3,7,1,8,2,3,2,3,3,4,2,3,5,3,2,4,2,3,1,3,3,2,2,3,2,2,5,4,5,4,2,3,88,3,3,3,3,3,3,3,4,4,3,2,4,2,3,3,3,2,3,2,3,3,4,3,4,2,3,2,3,3,3,3,3,4,4,1,2,215,60,0,4,2,3,3,3,2,3,2,4,3,3,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,2,2,5,2,6,5,4,2,4,3,2,3,0,0,0,6,5,0,0,5,6,5,6,0,16,6,6,2,2
1,215,61,0,3,4,6,1,8,2,3,2,3,2,3,1,4,2,3,1,4,1,4,1,4,2,4,1,4,2,3,3,4,5,2,2,4,88,1,4,2,3,4,4,4,4,2,4,2,4,2,3,2,4,2,4,2,4,2,2,2,3,2,3,2,3,3,4,3,3,2,4,2,2,215,61,0,4,3,4,1,4,2,4,3,4,2,4,3,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,5,3,4,3,5,4,3,3,3,4,4,5,3,3,1,5,1,4,5,2,2,4,18,4,8,6,2
1,215,62,0,2,3,3,1,8,1,4,1,4,2,1,1,4,1,4,1,4,2,4,1,2,2,1,1,4,4,4,1,4,2,2,1,4,88,4,4,2,3,1,4,1,2,5,4,2,4,1,4,1,4,1,3,1,2,1,4,3,4,1,4,2,4,1,4,2,4,3,4,2,2,215,62,0,4,3,4,2,4,2,4,4,4,2,4,2,4,2,4,2,4,2,4,3,4,3,4,3,4,3,4,2,4,1,4,1,4,5,4,3,4,2,4,4,4,4,5,1,5,4,5,4,3,1,4,1,4,22,8,9,11,2
1,215,63,0,3,2,3,5,8,1,4,1,4,3,4,1,4,1,4,1,4,2,4,3,1,2,4,1,4,3,4,5,4,3,4,2,4,89,2,3,2,3,2,4,2,3,3,4,2,4,1,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,3,4,3,4,3,4,2,2,215,63,0,3,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,2,4,3,4,1,4,2,4,4,4,3,3,4,4,5,3,4,5,2,4,2,4,3,3,3,3,5,3,25,8,11,9,1
1,215,64,0,1,4,5,2,8,1,4,3,4,1,4,2,3,2,3,2,3,4,2,2,4,2,4,2,3,2,3,2,3,3,4,2,4,89,3,4,4,4,2,4,3,4,5,4,2,4,1,4,3,4,2,4,2,4,3,4,2,3,3,4,3,4,4,4,2,4,4,4,2,2,215,64,0,3,3,4,2,3,3,3,4,4,1,4,3,4,1,4,3,4,3,4,2,4,2,4,3,4,3,4,1,4,1,4,5,4,5,4,2,4,4,4,4,4,4,5,1,5,4,5,1,4,1,4,1,4,21,5,12,9,5
1,215,65,0,3,3,4,1,8,1,4,1,4,1,4,2,4,1,4,3,4,1,4,3,3,2,3,1,4,2,3,2,3,2,3,1,3,89,3,4,4,4,3,4,3,4,5,4,3,4,1,4,2,4,2,4,2,4,3,3,3,3,2,4,3,4,3,4,4,4,4,4,2,2,215,65,0,4,3,4,2,3,2,4,2,4,2,4,2,4,3,4,1,4,1,4,2,4,2,4,2,4,2,4,1,4,5,5,2,3,3,3,2,3,2,3,4,4,4,5,1,5,3,5,1,4,1,4,3,4,14,3,5,9,3
1,215,66,0,3,3,7,2,8,5,2,5,2,3,2,1,3,2,3,3,3,2,3,2,3,2,3,2,3,4,4,2,3,2,3,2,3,89,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,3,4,2,4,2,4,2,4,2,4,2,4,3,4,2,2,215,66,0,4,3,3,2,3,2,4,3,4,3,4,3,4,3,4,3,4,2,3,2,4,3,4,3,4,3,4,3,4,5,2,2,3,4,3,3,4,2,3,3,4,4,5,1,5,1,5,1,4,2,3,5,3,25,7,11,6,3
1,215,67,0,3,3,6,2,8,1,4,1,4,1,4,1,4,1,4,1,4,2,4,2,4,2,4,1,4,1,3,2,3,5,3,1,4,89,1,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,3,1,4,2,2,215,67,0,4,2,4,3,2,2,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,1,4,3,3,2,3,4,3,4,3,5,2,4,5,2,5,1,5,1,3,1,2,1,4,26,9,9,5,6
1,215,68,0,2,3,5,2,8,1,4,1,4,2,1,4,4,4,4,3,4,1,4,1,4,2,4,3,4,3,4,3,4,5,3,3,3,93,2,4,3,3,5,3,3,4,3,4,3,4,1,4,3,4,3,4,3,4,4,4,2,3,3,4,3,4,4,4,3,4,4,4,1,2,215,68,0,4,3,4,1,4,3,4,3,4,2,4,3,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,3,3,4,3,4,3,3,3,2,3,4,5,1,4,3,4,1,4,1,4,1,4,9,1,7,8,1
1,215,69,0,3,4,7,2,8,3,4,2,4,1,4,2,4,5,4,1,4,1,4,1,4,2,4,2,4,1,3,5,4,5,3,2,4,93,2,4,3,3,2,3,2,4,3,4,3,4,1,4,2,4,2,4,2,4,2,4,2,3,1,4,1,3,3,4,3,4,4,4,1,2,215,69,0,3,2,3,1,4,2,4,1,4,1,4,3,4,1,4,1,4,2,4,1,4,2,4,2,3,2,4,1,4,5,1,1,4,3,3,4,4,3,3,4,4,4,5,2,5,1,5,3,3,3,4,5,1,8,1,5,7,6
1,215,70,0,2,3,5,1,8,1,4,1,4,1,4,1,4,1,4,1,4,1,4,3,2,2,3,1,4,1,3,1,4,1,4,1,4,93,1,4,4,4,5,3,3,4,1,4,3,4,1,4,2,0,2,2,2,2,3,3,4,4,1,3,1,2,1,4,0,0,1,4,2,2,215,70,0,3,1,3,3,3,3,4,4,4,3,3,3,4,3,4,3,4,3,4,0,3,3,4,3,4,3,4,3,4,5,2,3,2,1,2,1,3,3,4,1,1,1,5,1,5,1,5,1,4,1,4,1,4,26,8,11,7,2
1,215,71,0,3,3,2,2,8,1,3,1,3,1,3,1,4,1,4,1,3,1,4,2,1,0,4,1,4,4,4,5,3,3,4,2,4,93,3,4,3,4,3,4,3,4,5,4,3,4,1,4,2,4,3,4,3,4,3,4,2,4,1,4,2,4,3,4,2,3,3,4,1,2,215,71,0,4,1,4,3,4,2,3,3,3,2,3,3,4,2,1,2,2,3,4,1,4,1,2,1,4,1,4,1,4,5,4,1,4,5,4,5,4,3,4,4,4,4,5,1,5,4,5,1,4,1,4,5,1,11,3,5,8,2
1,215,72,0,3,3,6,2,8,2,3,1,4,2,3,2,3,2,4,1,4,1,4,1,4,2,4,2,3,4,3,5,3,2,2,2,4,93,1,4,3,4,3,4,3,4,3,3,3,4,2,3,2,3,3,4,2,3,3,3,4,5,2,3,2,3,4,4,2,4,3,4,2,2,215,72,0,4,3,4,2,3,3,4,4,4,3,4,3,4,2,4,2,3,2,4,2,4,3,4,3,4,3,4,3,4,1,4,1,4,4,3,5,4,3,3,4,4,4,5,2,5,1,5,1,4,4,4,3,4,25,8,12,8,3
1,215,73,0,1,2,5,2,8,1,4,1,4,1,4,2,4,1,4,1,4,2,4,2,4,2,4,1,4,2,3,1,4,1,4,1,4,93,2,4,2,4,1,4,1,4,5,4,1,4,2,4,1,4,2,4,1,4,1,4,0,5,0,0,0,0,2,4,1,4,1,4,2,2,215,73,0,3,2,3,1,3,1,4,4,4,2,3,3,4,2,4,3,4,2,4,3,4,1,4,3,4,3,4,1,4,2,3,3,3,2,3,5,4,3,4,2,4,4,5,1,5,3,5,2,2,2,3,1,4,18,4,7,8,1
1,215,74,0,3,3,7,2,8,1,4,2,4,2,3,1,4,1,4,1,4,2,3,1,4,2,4,1,4,2,3,2,3,4,4,2,4,93,2,3,3,3,3,4,3,3,2,3,3,4,1,4,2,4,1,4,1,4,1,4,2,3,1,4,2,3,3,3,3,4,2,3,2,2,215,74,0,4,2,3,2,2,3,4,2,3,3,4,3,4,1,3,3,4,2,3,3,4,3,4,2,3,3,4,2,3,1,3,2,3,2,3,4,3,3,3,4,4,4,5,1,5,3,4,1,1,1,2,2,2,21,6,9,6,6
1,215,75,0,3,2,6,2,8,4,4,1,4,2,4,1,4,1,4,1,4,1,4,1,4,2,4,1,4,3,4,3,4,4,4,2,4,93,4,4,3,3,2,3,3,4,5,4,2,4,2,3,2,4,3,4,2,4,3,4,2,4,2,4,2,4,3,4,2,4,2,3,1,2,215,75,0,3,3,3,1,4,2,3,3,3,3,4,2,3,2,3,1,4,2,4,2,3,1,4,3,4,3,4,1,4,1,4,2,3,3,3,3,3,3,3,2,3,4,5,2,5,1,4,3,3,3,4,1,4,14,2,5,5,1
1,215,76,0,3,3,7,1,8,2,3,2,4,2,3,2,3,2,3,1,3,2,3,3,2,2,3,2,3,3,3,2,3,2,3,1,3,93,2,3,3,4,3,3,3,3,3,3,1,3,1,4,1,3,1,3,1,3,1,3,3,3,1,3,1,3,2,2,2,2,3,3,2,2,215,76,0,4,3,4,2,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,2,4,3,4,2,4,3,4,2,4,2,3,2,3,3,2,3,2,3,3,2,2,4,5,1,3,3,3,2,3,2,3,3,3,24,6,12,3,3
1,215,77,0,3,2,6,1,8,2,3,2,4,1,2,2,4,2,2,1,4,2,3,2,4,1,4,2,4,4,3,3,4,4,4,2,4,93,2,3,4,4,4,4,1,4,3,4,3,4,1,4,2,4,2,4,1,4,2,3,3,4,1,4,1,4,3,4,4,4,3,4,2,2,215,77,0,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,4,3,4,2,4,1,4,1,4,2,4,4,4,3,4,4,4,4,5,2,5,1,5,4,4,4,4,1,4,27,7,12,11,6
1,215,78,0,3,2,6,1,8,2,2,2,3,2,2,2,3,2,3,1,3,2,3,2,3,2,4,2,3,4,3,3,3,4,4,2,3,93,1,3,3,3,3,3,3,4,3,3,2,3,1,4,2,4,2,4,2,4,3,4,2,4,3,4,3,4,3,4,2,2,3,3,2,2,215,78,0,4,3,4,2,4,2,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,1,4,2,4,3,4,3,4,4,4,5,4,4,5,1,5,2,5,5,4,2,4,2,4,26,7,11,5,6
1,215,79,0,3,2,4,2,8,1,4,1,4,1,3,1,4,1,4,1,4,1,4,3,2,2,4,1,4,1,3,2,3,2,3,2,3,93,2,3,2,3,2,4,1,4,2,4,1,3,2,4,1,4,1,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,3,3,2,2,215,79,0,1,2,4,2,3,2,4,3,4,2,4,3,4,2,4,2,4,2,4,2,4,3,4,2,4,3,4,3,4,5,4,2,4,3,3,4,4,3,3,2,3,4,5,3,4,4,4,2,4,5,4,1,4,20,7,8,7,1
1,215,80,0,0,4,6,2,8,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,2,3,1,3,2,3,2,3,0,4,1,3,93,1,4,2,3,2,3,3,4,0,3,3,4,2,3,2,3,2,3,1,3,3,3,1,3,2,3,1,3,3,4,2,3,2,3,1,2,215,80,0,3,1,4,1,4,2,3,2,3,2,3,3,3,1,4,2,4,1,3,2,3,1,4,3,4,3,4,1,4,1,4,2,4,4,3,3,4,3,3,3,4,4,5,1,5,3,5,1,3,1,4,1,4,10,1,4,3,1
1,215,81,0,3,2,6,2,8,1,4,1,4,1,4,1,4,1,4,1,4,1,4,3,4,2,4,1,4,4,4,3,4,4,4,3,4,93,1,4,4,4,4,4,3,4,5,4,3,4,1,4,3,4,3,4,3,4,4,4,1,4,1,4,3,4,3,4,4,4,3,4,2,2,215,81,0,4,3,4,1,4,2,4,4,4,2,4,3,4,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,1,4,2,4,4,4,5,4,3,4,4,4,4,5,1,5,4,5,1,4,1,4,1,4,19,5,9,12,1
1,215,82,0,3,4,6,1,8,2,3,2,3,2,3,1,3,2,3,1,4,1,4,1,4,1,4,2,4,2,3,2,3,3,4,1,4,93,2,3,3,4,4,4,1,4,5,4,2,4,2,4,2,4,2,4,2,4,2,4,1,4,1,4,2,4,2,4,2,4,2,4,2,2,215,82,0,2,2,2,1,4,2,4,3,4,1,4,3,4,1,4,2,4,2,4,1,4,1,4,2,4,2,4,1,4,1,3,2,3,4,3,4,4,3,4,1,4,4,5,2,5,1,5,3,2,4,3,2,3,11,1,6,7,6
1,215,83,0,3,2,6,2,8,1,4,1,4,1,3,1,4,1,4,1,4,1,4,2,4,2,4,1,4,3,2,2,3,3,4,1,3,93,2,3,2,4,5,3,2,4,3,4,1,4,2,4,1,3,2,4,1,4,1,4,1,4,1,4,2,4,2,4,1,3,2,4,1,2,215,83,0,2,2,4,1,4,2,4,2,4,2,4,3,4,2,4,2,4,1,4,2,4,1,4,2,4,2,4,1,4,2,3,5,4,6,5,3,2,4,4,2,4,4,5,1,5,4,5,1,2,2,2,1,3,10,1,5,6,1
1,215,84,0,3,4,4,1,8,1,4,1,4,2,4,3,4,1,4,1,4,1,4,1,4,2,4,1,4,1,4,3,4,4,4,3,4,92,4,4,4,4,3,4,2,4,5,4,3,4,1,4,2,4,2,4,2,4,3,4,4,4,2,4,2,3,5,4,3,4,5,4,0,2,215,84,0,4,1,4,3,4,2,4,3,4,3,4,2,4,3,4,3,4,2,4,2,4,3,4,3,4,3,4,2,4,6,5,6,5,6,5,6,5,5,5,6,5,4,5,2,5,2,5,4,4,5,4,5,4,20,7,7,11,1
1,215,85,0,3,3,6,1,8,5,4,5,4,3,4,2,4,5,4,1,4,3,4,1,4,2,4,5,4,4,4,4,4,3,4,3,4,92,2,3,4,4,4,4,2,4,3,4,3,4,1,4,2,3,2,3,3,4,3,3,4,2,3,3,3,4,3,3,4,3,5,4,1,2,215,85,0,3,3,4,2,4,2,4,3,4,3,4,3,3,3,4,2,2,1,4,3,4,2,4,2,4,2,4,2,4,5,1,5,4,2,1,4,1,3,1,3,4,4,5,2,5,1,5,4,4,3,4,4,4,18,6,8,9,6
1,215,86,0,3,2,6,2,8,2,3,2,3,2,3,2,4,2,3,1,4,2,3,2,3,2,3,2,3,4,3,2,3,3,3,2,3,92,4,4,3,4,3,4,3,4,4,4,2,3,1,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,215,86,0,3,1,4,1,4,2,4,3,4,2,4,3,4,1,4,2,4,1,4,1,4,1,4,2,4,1,4,1,4,5,4,5,4,2,3,4,3,3,4,1,3,4,5,2,5,1,5,3,3,5,3,5,3,9,1,5,5,3
1,215,87,0,3,3,5,1,8,2,3,1,4,2,4,2,1,3,4,1,4,1,3,3,1,2,1,2,4,4,4,5,4,3,4,2,4,92,4,4,4,4,3,4,2,3,5,4,1,3,1,4,2,4,2,4,3,4,3,4,3,4,2,4,2,4,2,3,2,4,4,4,3,2,215,87,0,4,1,4,1,4,1,4,2,4,2,4,3,4,3,4,3,4,2,4,1,4,3,4,3,4,3,4,2,4,1,4,2,4,4,3,5,4,3,4,4,4,4,5,2,5,1,5,2,4,5,4,5,4,16,3,6,11,6
1,215,88,0,3,2,6,2,8,1,4,2,4,2,4,1,4,2,4,1,4,1,4,1,4,2,4,2,4,3,4,4,4,4,4,2,4,92,2,4,3,4,4,4,3,4,5,4,2,4,1,4,3,4,2,4,3,4,3,4,1,4,3,4,2,4,2,4,3,4,3,4,0,2,215,88,0,0,0,0,4,0,2,4,4,4,2,3,3,4,2,4,2,4,3,4,3,4,1,4,3,4,2,4,1,4,5,4,3,4,3,4,3,3,3,4,4,4,0,0,0,6,5,0,4,4,4,4,1,3,15,4,6,9,3
1,215,89,0,3,2,8,2,8,1,4,1,4,1,3,2,4,1,4,1,4,2,4,2,4,2,4,1,4,2,3,2,3,3,4,2,3,92,1,4,2,3,3,3,3,4,2,3,1,4,2,4,1,4,1,4,2,4,1,3,1,4,2,4,3,4,3,3,2,4,1,4,1,2,215,89,0,3,2,3,1,4,1,4,3,4,2,4,3,4,2,4,1,4,1,4,3,4,3,4,2,4,1,4,2,4,1,4,2,3,4,4,3,4,3,4,1,4,4,5,1,5,3,4,1,4,1,4,2,3,12,6,6,8,2
1,215,90,0,3,4,5,1,8,1,4,1,4,1,3,1,3,2,4,1,4,1,4,1,4,2,4,1,4,2,4,2,4,2,4,2,4,92,1,4,2,4,2,4,2,4,3,4,2,3,1,4,1,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,2,215,90,0,4,3,4,2,4,2,4,3,4,2,4,3,4,2,4,2,4,3,4,3,4,3,4,3,4,2,4,2,4,1,3,4,3,3,3,4,3,3,3,2,3,4,5,1,5,1,4,1,4,1,4,2,4,22,7,9,9,2
1,215,91,0,3,3,5,2,8,2,3,2,3,1,3,2,4,1,4,1,4,2,3,2,3,2,4,2,3,2,4,0,0,5,2,2,3,92,1,4,1,4,3,3,1,3,1,4,1,4,2,4,1,4,1,4,1,4,2,4,1,3,2,3,1,4,2,4,2,4,1,4,2,2,215,91,0,4,2,4,1,4,3,4,3,4,1,4,3,4,2,4,2,4,2,4,3,4,3,4,3,4,2,4,3,4,1,4,3,4,3,4,3,4,4,3,3,4,3,5,1,5,2,5,1,4,2,4,3,4,20,7,9,9,5
1,215,92,0,3,3,5,1,8,2,2,2,3,1,3,1,3,2,3,1,4,2,3,3,3,2,0,2,3,2,3,2,3,3,4,2,4,92,2,3,2,3,2,3,2,3,3,3,2,3,1,4,2,4,2,4,2,3,3,4,3,4,2,4,2,3,4,4,3,4,3,3,2,2,215,92,0,4,0,1,1,4,1,4,2,4,3,4,3,4,3,4,3,4,2,4,2,4,3,4,3,4,3,4,3,4,1,4,1,4,5,4,5,4,3,4,4,4,4,5,3,4,3,4,2,3,5,3,2,3,20,5,6,5,6
1,215,93,0,3,2,5,2,8,2,3,2,3,3,2,2,4,2,2,1,4,1,4,2,4,2,4,2,3,3,3,2,3,5,4,2,4,92,1,4,2,4,3,4,2,4,4,4,3,4,1,4,2,4,2,4,1,4,3,4,1,4,2,4,1,4,2,4,3,4,2,4,1,2,215,93,0,2,2,4,1,4,1,4,2,4,3,4,3,4,2,4,1,4,2,4,1,4,2,4,2,4,1,4,2,4,1,4,2,4,3,4,5,4,3,4,4,4,4,5,2,5,1,5,2,4,4,4,3,4,10,2,4,9,1
