CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.70.,Q.71.,Q.72.,CARD..1,DECK..1,BALLOT..1,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,V.80.,V.81.
1,113,2732,2,1,1,3,5,4,1,5,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,3,3,2,1,1,3,11,2,113,2732,1,1,1,1,1,1,1,25,0
1,113,2733,2,4,1,4,4,4,5,2,3,2,3,2,1,2,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,3,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,3,1,2,2,1,1,1,3,3,2,3,2,2,2,1,4,2,6,2,2,2,1,2,3,12,2,113,2733,2,1,2,3,1,1,1,25,0
1,113,2734,2,1,1,2,4,3,5,3,3,2,5,2,1,2,1,3,1,2,1,3,2,1,1,1,3,2,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,3,1,1,1,1,4,2,1,2,2,3,3,2,2,11,2,113,2734,3,1,1,3,1,1,1,25,0
1,113,2735,2,1,1,3,4,4,4,1,1,2,3,5,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,3,2,1,1,1,1,1,1,2,2,2,1,1,1,4,3,5,3,2,2,3,2,2,11,2,113,2735,1,1,1,2,1,1,1,25,0
1,113,2736,2,4,3,4,4,4,4,5,0,3,4,3,2,2,3,2,3,2,2,3,1,1,1,1,3,1,2,2,1,4,2,2,1,2,2,1,1,2,2,3,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,3,2,1,2,1,2,3,1,2,3,2,2,2,3,11,2,113,2736,1,1,2,3,1,1,1,25,0
1,113,2737,2,4,4,3,4,4,5,5,4,2,3,2,2,2,2,1,2,1,2,1,1,2,5,1,1,1,2,1,1,4,2,2,1,2,2,3,1,2,2,2,1,1,2,2,2,2,2,3,2,1,1,1,2,1,3,2,2,1,1,1,3,4,1,3,2,2,3,1,3,11,2,113,2737,1,1,1,2,1,1,1,25,0
1,113,2738,2,1,3,3,4,4,4,2,0,2,2,2,1,1,1,2,2,0,2,3,1,1,5,1,1,2,1,1,1,4,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,4,3,3,2,1,1,1,4,5,4,0,1,1,1,1,3,4,3,1,3,2,2,1,3,11,2,113,2738,1,1,1,3,1,1,1,25,0
1,113,2739,2,3,1,4,4,4,4,3,1,2,3,2,1,2,1,2,3,2,1,2,1,1,1,1,2,1,2,2,1,4,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,4,2,4,2,1,3,2,2,3,3,4,3,3,3,1,3,2,3,1,2,4,2,3,2,11,2,113,2739,1,1,2,0,1,2,1,25,0
1,113,2740,2,1,1,5,5,4,3,2,3,2,4,3,2,3,1,1,2,3,2,4,2,1,1,1,3,2,4,1,3,3,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,4,2,1,1,2,3,2,2,4,3,1,3,2,2,2,1,1,2,3,2,2,2,11,2,113,2740,1,2,2,3,1,1,1,25,0
1,113,2741,2,1,2,4,4,4,4,1,0,4,4,3,1,4,3,3,3,3,2,1,2,2,2,2,3,1,3,4,3,4,2,6,4,2,2,1,3,2,3,2,2,2,2,2,1,3,3,3,2,2,4,2,2,2,3,2,3,3,0,1,3,1,6,1,3,4,4,2,1,2,2,113,2741,2,1,1,3,2,1,1,26,1
1,113,2742,2,2,1,4,4,4,4,1,1,2,3,3,2,3,1,3,3,3,2,3,2,4,1,1,3,0,5,5,3,4,2,2,2,3,4,4,4,2,5,3,3,3,2,2,1,4,4,5,2,2,2,2,4,4,3,4,2,1,4,1,2,1,3,6,2,4,4,3,4,11,2,113,2742,1,2,1,3,1,3,2,26,1
1,113,2743,2,1,1,4,4,4,5,1,1,3,4,3,2,1,1,2,2,5,1,1,3,3,1,1,3,1,5,4,1,4,2,2,1,2,2,3,3,1,4,1,3,3,4,0,1,3,4,4,4,3,3,5,3,5,3,4,2,2,2,2,3,4,3,3,2,3,4,2,1,11,2,113,2743,2,1,1,1,2,1,3,26,1
1,113,2744,2,2,1,3,4,4,4,5,4,3,3,3,1,3,2,2,2,2,2,2,2,2,2,1,3,1,2,2,3,3,1,2,1,2,3,1,1,1,4,3,3,2,2,2,1,3,2,3,3,1,2,2,3,0,3,3,2,2,3,1,3,4,5,4,3,3,3,2,3,12,2,113,2744,1,1,2,3,2,3,2,26,1
1,113,2745,2,2,2,5,4,4,4,1,1,2,3,3,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,4,1,1,1,2,1,2,2,1,1,1,3,3,2,2,1,2,4,5,2,2,1,1,3,2,3,3,1,2,2,1,2,1,1,2,1,2,4,2,3,4,2,113,2745,1,1,1,2,1,1,1,26,1
1,113,2746,2,4,1,3,4,4,5,1,1,3,4,3,1,4,2,2,2,2,2,2,2,1,1,1,3,1,5,4,3,2,1,6,1,2,2,1,2,1,1,2,2,2,3,3,1,2,2,3,2,2,1,1,1,2,3,3,2,1,1,1,3,3,3,6,2,1,2,2,2,11,2,113,2746,2,1,1,2,1,1,1,26,1
1,113,2747,2,2,1,1,4,3,1,3,3,1,4,1,1,1,1,1,3,3,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,11,2,113,2747,3,2,1,1,3,2,1,26,1
1,113,2748,2,2,1,2,4,3,1,3,1,4,4,4,2,3,2,3,3,1,2,3,2,2,1,1,1,1,1,1,1,4,3,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,5,2,1,1,2,1,2,4,3,2,3,1,1,1,1,1,3,2,3,3,2,2,10,2,113,2748,2,1,2,1,1,1,2,26,1
1,113,2749,2,2,1,2,5,3,5,2,3,2,5,4,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,2,3,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,5,1,3,1,1,2,2,1,3,2,2,2,2,1,11,2,113,2749,1,1,1,1,1,1,1,26,1
1,113,2750,2,3,1,5,4,4,4,2,1,3,4,3,1,1,2,2,2,2,2,3,2,2,1,1,3,2,1,3,2,3,1,2,1,1,2,1,4,2,2,3,2,3,4,1,1,3,3,2,3,1,4,2,2,2,3,4,3,3,2,1,2,2,1,3,3,2,2,2,3,11,2,113,2750,1,1,2,2,1,1,1,26,1
1,113,2751,2,1,1,4,4,4,5,2,3,3,4,2,1,1,2,3,1,2,1,1,1,1,1,3,3,1,2,1,3,1,1,6,1,2,1,1,1,1,2,4,3,1,2,2,1,4,1,3,2,2,1,2,1,3,2,3,2,2,0,1,3,2,3,3,3,3,2,1,2,11,2,113,2751,3,1,3,3,1,1,1,26,1
1,113,2752,2,1,1,5,4,4,5,1,1,3,4,5,2,2,2,3,2,5,2,2,1,3,2,1,3,1,5,4,1,4,1,2,1,3,2,3,2,2,2,2,3,2,2,0,1,3,4,3,4,2,4,2,3,3,2,4,2,2,2,1,2,3,3,1,3,3,3,1,3,11,2,113,2752,2,3,2,2,2,1,3,26,1
1,113,2753,2,2,3,4,5,5,3,2,2,2,2,2,2,2,2,4,3,2,1,3,1,1,1,1,3,2,2,3,1,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,1,2,2,3,2,1,3,1,2,2,3,3,2,2,3,1,3,1,3,3,3,2,3,2,4,11,2,113,2753,1,1,1,1,1,1,1,26,1
1,113,2754,2,1,1,3,4,4,5,2,3,3,3,3,3,2,3,3,3,3,2,4,3,2,1,1,3,3,3,2,2,3,2,2,4,3,3,2,2,2,2,3,3,3,2,3,1,4,4,4,3,2,1,3,2,3,3,5,4,2,2,1,3,3,3,2,2,4,3,3,2,3,2,113,2754,1,1,1,3,1,1,2,26,1
1,113,2755,2,1,3,3,5,4,5,2,3,1,1,3,1,1,1,3,2,3,2,2,3,2,2,3,3,2,4,2,1,4,2,2,1,2,1,3,3,3,2,2,3,1,1,4,1,4,2,4,2,2,2,3,3,4,3,4,2,2,0,1,2,3,3,3,4,4,3,2,4,11,2,113,2755,2,1,1,3,1,1,1,26,1
1,113,2756,3,1,1,5,4,4,4,6,4,3,3,3,2,2,3,4,3,4,1,3,3,2,5,4,3,3,2,5,3,4,2,6,2,3,2,3,3,3,4,4,1,1,1,1,1,2,2,4,3,2,2,2,3,5,2,4,3,1,3,1,2,2,2,3,2,3,3,1,2,11,2,113,2756,1,1,2,3,1,2,1,27,0
1,113,2757,3,1,1,4,4,4,4,5,0,3,4,4,2,1,3,5,3,3,2,2,3,2,5,2,3,2,2,2,1,1,2,3,2,2,3,3,3,2,4,3,3,2,2,2,1,3,3,4,0,2,2,3,2,0,3,4,3,4,3,2,2,1,3,4,4,3,3,3,4,11,2,113,2757,1,1,2,3,1,2,2,27,0
1,113,2758,3,1,1,4,4,4,4,2,3,1,2,3,2,2,2,3,3,2,2,2,1,1,2,1,3,1,3,1,1,4,2,2,1,2,2,1,3,2,3,3,2,1,1,3,2,3,2,2,2,1,1,1,1,1,1,2,3,1,2,1,4,4,1,3,3,2,1,3,4,5,2,113,2758,2,2,2,3,1,1,1,27,0
1,113,2759,3,4,1,4,4,4,5,4,4,2,2,3,1,1,1,1,3,1,1,1,2,4,1,1,3,1,2,3,1,4,1,6,4,3,2,3,1,3,4,3,1,1,4,2,1,4,4,4,3,2,3,1,2,3,3,4,3,1,0,2,3,2,3,6,2,3,3,1,3,11,2,113,2759,2,1,1,3,1,1,1,27,0
1,113,2760,3,1,1,2,4,4,2,5,4,2,5,4,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,3,3,3,2,1,3,2,3,2,3,3,2,2,2,2,2,2,3,2,3,2,3,4,2,11,2,113,2760,1,1,1,2,1,2,1,27,0
1,113,2761,3,1,1,3,5,4,4,5,0,2,5,2,3,2,3,3,3,3,2,4,4,3,2,1,3,1,3,4,1,4,2,2,4,3,2,3,2,3,3,4,3,3,3,3,2,2,4,4,3,2,3,3,2,3,3,4,3,1,1,2,1,2,1,1,3,4,4,2,2,11,2,113,2761,2,2,2,3,2,2,1,27,0
1,113,2762,3,2,1,5,4,4,5,4,4,3,4,4,3,3,4,4,4,5,3,4,4,3,2,2,3,3,3,4,2,4,2,2,1,1,4,3,3,4,5,3,1,1,4,2,2,2,4,4,3,2,4,2,3,3,3,4,3,1,2,1,2,2,3,3,1,2,4,2,3,11,2,113,2762,1,1,1,2,1,1,1,27,0
1,113,2763,3,2,2,4,4,4,5,3,2,0,4,2,2,3,2,2,3,1,2,3,2,2,1,2,3,2,1,1,1,3,2,2,1,3,3,2,2,1,4,4,2,1,1,2,2,4,1,3,1,1,1,2,2,3,2,3,3,1,2,1,3,2,3,1,4,3,1,2,2,8,2,113,2763,2,1,2,3,2,1,1,27,0
1,113,2764,3,1,2,5,4,4,4,3,3,2,4,4,2,2,3,2,2,1,2,1,2,1,1,1,3,1,1,2,2,2,1,2,1,2,4,2,3,2,4,4,1,1,3,1,2,2,4,4,2,1,2,1,3,4,2,4,4,1,2,1,4,2,3,1,3,2,4,2,1,11,2,113,2764,1,1,2,3,1,1,1,27,0
1,113,2765,3,1,1,6,4,4,5,3,2,2,5,4,3,2,1,3,2,2,1,4,2,1,1,1,3,3,1,4,1,2,2,6,1,2,1,2,1,1,4,3,3,2,4,1,2,3,4,4,2,1,1,1,2,2,3,3,4,3,3,1,2,1,3,4,3,3,4,1,3,11,2,113,2765,1,1,1,3,1,1,1,27,0
1,113,2766,3,1,1,4,4,4,5,3,0,3,3,4,3,2,1,3,3,2,2,2,3,4,1,1,3,1,1,5,1,0,2,2,1,2,2,2,4,2,4,3,3,3,3,2,0,4,2,4,2,2,4,2,2,2,4,2,0,3,3,1,2,1,5,3,3,4,3,3,2,1,2,113,2766,2,2,1,3,1,1,2,27,0
1,113,2767,3,2,1,4,5,4,5,1,2,3,4,2,2,1,2,2,3,2,2,3,4,1,1,1,3,2,1,1,3,4,2,2,1,2,2,1,1,2,4,3,2,2,1,1,1,3,2,3,2,1,1,2,1,2,2,2,2,3,1,1,3,2,1,3,2,2,1,3,3,11,2,113,2767,1,1,1,1,1,1,1,27,0
1,113,2768,3,2,2,6,4,4,4,5,2,2,4,2,1,1,2,2,1,1,1,1,2,1,1,2,3,1,1,2,1,4,2,2,4,2,2,3,3,2,1,3,1,1,2,2,0,4,2,3,2,1,1,2,2,2,3,4,2,1,1,1,3,2,1,3,3,4,4,1,3,11,2,113,2768,1,1,2,3,1,1,1,27,0
1,113,2769,3,2,1,4,4,4,5,4,4,3,4,2,1,2,1,2,3,2,2,2,1,1,1,1,2,1,1,1,1,4,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,2,1,4,1,1,3,1,2,4,3,1,2,1,2,2,3,11,2,113,2769,1,1,1,3,1,1,1,27,0
1,113,2770,3,1,1,4,4,4,5,3,2,2,4,3,2,2,2,3,2,1,1,3,1,2,1,1,3,1,2,3,1,3,2,3,1,2,2,3,2,3,1,2,1,1,3,2,1,2,3,3,2,1,3,3,2,4,3,2,2,1,2,1,4,4,3,3,2,2,3,2,2,11,2,113,2770,1,1,1,1,1,1,1,27,0
1,113,2771,3,3,4,6,4,4,4,1,1,2,3,3,2,2,1,2,1,2,1,2,1,1,1,1,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,1,3,1,1,1,1,1,3,1,1,2,3,1,1,4,4,1,3,2,4,1,4,2,11,2,113,2771,1,1,1,1,1,1,1,27,0
1,113,2772,3,4,2,1,4,4,5,5,0,2,2,2,1,1,1,1,5,3,1,3,3,2,2,1,1,1,1,2,2,4,2,2,1,2,2,3,1,2,2,1,1,2,1,1,1,2,2,3,2,1,1,2,2,2,1,2,2,1,2,1,2,2,3,3,5,2,2,2,1,7,2,113,2772,1,1,1,2,1,1,1,27,0
1,113,2773,3,3,3,4,4,4,5,3,3,3,4,2,1,1,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,0,1,3,1,1,1,1,2,1,2,2,2,1,1,1,2,0,1,6,2,3,2,2,1,10,2,113,2773,1,2,3,3,2,1,1,27,0
1,113,2774,3,1,1,4,4,4,5,2,3,2,2,3,1,1,2,3,3,4,2,2,2,3,1,1,3,2,3,2,2,4,1,2,2,3,3,3,2,4,3,2,3,3,2,3,1,4,3,4,3,1,2,3,3,4,3,4,2,1,2,2,3,2,3,1,3,4,3,2,2,11,2,113,2774,1,2,3,3,1,2,2,25,0
1,113,2775,3,2,3,5,4,3,5,2,2,2,2,3,1,1,2,3,2,3,1,1,2,1,1,1,3,1,2,1,1,4,2,2,1,2,2,3,3,2,4,2,2,1,2,4,1,3,1,3,2,1,1,3,2,2,2,2,1,2,2,1,4,2,2,1,2,3,2,1,3,1,2,113,2775,1,1,1,1,1,2,2,25,0
1,113,2776,3,3,1,3,4,4,5,3,3,2,3,2,3,2,2,2,2,2,1,2,1,2,0,2,3,2,1,1,1,3,1,1,1,1,1,1,1,1,3,1,2,2,2,2,3,2,2,3,2,1,1,2,3,3,2,3,2,1,2,1,3,2,3,2,2,2,2,2,2,11,2,113,2776,1,1,1,2,2,1,1,25,0
1,113,2777,3,1,1,4,4,4,4,3,1,3,4,3,2,2,3,3,2,2,2,1,2,1,1,1,3,1,1,1,3,4,1,2,2,2,3,3,3,1,4,3,3,2,1,2,1,4,2,4,3,1,1,2,3,0,3,4,4,1,0,1,4,2,6,1,3,4,2,2,2,10,2,113,2777,1,1,1,1,1,1,1,25,0
1,113,2778,3,1,1,4,4,4,3,5,4,2,3,2,2,1,1,2,5,2,1,4,2,2,1,1,3,2,1,1,1,3,2,1,2,1,3,3,1,3,4,4,1,1,1,1,4,0,1,1,2,1,1,2,2,2,2,2,2,3,0,2,5,2,2,1,2,4,2,2,3,1,2,113,2778,1,1,1,1,1,3,2,25,0
1,113,2779,3,3,1,4,4,4,5,2,3,2,3,4,1,1,2,3,3,4,2,2,3,3,1,1,3,2,3,2,2,4,1,2,2,3,4,3,2,3,5,3,3,2,2,3,1,4,4,4,3,2,2,3,3,4,3,4,2,1,2,1,2,2,3,1,2,4,3,2,3,11,2,113,2779,1,2,3,3,1,3,1,25,0
1,113,2780,3,2,1,4,4,4,4,1,1,4,4,3,4,3,4,3,5,2,2,3,1,2,1,1,2,2,3,2,2,4,2,2,2,2,2,3,2,3,4,2,3,1,4,3,2,4,4,4,3,2,4,3,3,0,4,5,0,1,2,2,3,0,3,1,2,4,3,2,2,2,2,113,2780,1,1,3,3,2,1,2,25,0
1,113,2781,3,2,1,2,5,4,4,1,1,2,3,2,2,3,3,3,3,2,2,3,4,2,1,1,2,2,0,2,3,3,2,2,2,2,2,3,2,4,3,3,3,3,3,3,2,4,4,4,2,2,3,2,3,4,4,5,3,2,2,2,2,1,3,1,4,4,4,3,1,1,2,113,2781,1,1,3,3,2,2,2,25,0
1,113,2782,3,2,1,3,4,4,4,1,1,4,4,2,4,1,1,3,3,2,1,1,2,2,1,1,3,2,2,1,2,1,1,6,2,3,2,2,2,1,3,3,3,1,2,2,4,4,4,3,3,2,1,2,4,4,3,5,4,1,2,1,3,1,6,2,3,4,4,2,4,10,2,113,2782,1,1,2,1,4,0,4,25,0
1,113,2783,3,1,3,4,5,4,4,3,1,2,5,5,2,2,2,2,4,3,1,1,2,1,1,1,3,2,2,1,1,3,2,6,2,2,2,2,2,2,1,2,2,1,1,2,1,4,2,3,2,1,1,2,2,2,2,3,2,1,2,2,4,3,3,1,2,4,2,1,3,1,2,113,2783,2,1,1,0,1,1,1,25,0
1,113,2784,3,2,2,2,4,4,4,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,1,3,1,3,2,3,2,3,3,2,1,2,2,2,2,3,2,4,2,3,2,1,3,3,3,2,3,4,2,1,2,1,3,2,3,2,2,3,2,3,2,11,2,113,2784,2,1,3,3,1,1,1,25,0
1,113,2785,3,4,1,0,4,4,4,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,6,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,3,2,1,2,1,3,3,3,4,1,1,2,1,4,2,1,1,2,4,4,1,3,7,2,113,2785,1,1,2,2,1,2,1,25,0
1,113,2786,3,2,1,2,5,4,4,1,0,2,3,2,2,1,1,2,1,2,1,3,4,2,1,1,3,1,1,1,1,4,1,1,5,2,1,1,1,2,1,1,1,1,2,2,2,2,1,3,1,1,2,2,1,2,2,2,2,1,2,1,2,4,3,3,2,1,1,2,2,12,2,113,2786,3,2,2,0,2,3,2,25,0
1,113,2787,3,2,1,4,4,4,5,3,3,2,4,2,2,1,2,2,2,2,2,3,2,1,1,2,3,1,2,1,1,3,1,2,3,2,2,3,3,2,2,4,3,2,1,2,1,4,3,4,3,1,1,2,3,2,3,4,4,2,3,1,3,2,1,1,3,4,2,2,2,4,2,113,2787,3,1,3,3,1,3,1,25,0
1,113,2788,3,2,2,6,4,4,4,3,1,3,4,3,2,2,3,3,2,3,1,2,2,1,1,2,2,2,3,2,1,4,1,1,2,2,3,3,3,2,2,3,3,3,2,2,1,4,3,2,2,2,2,2,3,3,4,4,2,1,2,1,4,2,5,1,3,4,3,2,2,11,2,113,2788,2,1,2,3,1,2,1,25,0
1,113,2789,3,3,1,6,4,4,5,5,4,3,4,2,2,2,3,2,3,3,1,3,2,2,2,1,2,2,2,2,1,4,1,2,2,1,5,3,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,4,3,1,2,2,3,2,1,1,3,2,113,2789,1,1,1,1,1,1,1,25,0
1,113,2790,3,3,2,4,4,4,4,3,3,0,4,0,2,3,2,3,3,2,2,0,2,2,3,2,3,2,2,3,1,4,1,2,2,2,2,1,1,2,2,2,3,3,3,2,2,2,0,3,3,3,3,5,2,3,3,4,2,2,0,2,2,2,6,2,2,0,3,2,3,11,2,113,2790,2,2,2,0,2,1,1,25,0
1,113,2791,3,2,1,4,4,4,4,3,1,3,4,1,1,3,2,3,3,2,1,3,2,1,2,1,3,1,2,2,3,3,2,2,5,3,3,2,2,2,2,3,2,1,2,2,2,3,3,4,2,1,2,2,4,3,2,4,2,1,1,1,2,2,3,2,4,3,4,2,4,1,2,113,2791,2,1,1,3,1,1,1,25,0
1,113,2792,3,2,2,4,4,4,4,3,2,2,5,5,1,1,1,1,3,1,1,1,1,1,2,1,3,2,2,2,1,4,1,2,1,1,2,2,2,1,2,2,2,2,3,3,1,4,2,3,2,1,3,3,4,2,3,4,2,2,2,1,3,2,1,6,3,3,2,2,2,11,2,113,2792,2,1,2,2,2,1,1,25,0
1,113,2793,3,4,1,3,4,4,4,2,2,4,4,4,3,5,0,2,3,2,3,3,2,1,1,1,2,2,1,1,1,4,2,3,3,2,1,1,1,1,2,2,2,2,2,2,2,3,3,4,2,1,2,2,2,2,2,3,2,2,3,1,2,3,3,1,2,0,3,3,1,11,2,113,2793,1,1,3,3,3,2,1,25,0
1,113,2794,3,2,1,4,4,4,4,5,0,4,5,2,1,2,1,3,4,1,2,1,2,3,0,4,1,1,1,4,1,3,2,1,2,3,1,3,1,1,2,3,2,2,4,1,1,1,2,3,3,1,2,1,4,2,3,4,1,1,2,1,3,2,1,3,4,2,3,4,1,11,2,113,2794,2,1,2,1,2,2,2,25,0
1,113,2795,3,1,1,3,5,1,5,1,4,1,5,1,1,1,1,3,5,2,1,1,1,1,1,1,2,1,5,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,5,1,3,4,4,1,1,11,2,113,2795,1,1,1,1,1,1,1,25,0
1,113,2796,3,2,1,3,4,4,4,3,3,3,3,3,2,2,2,4,4,2,2,2,2,3,3,3,3,3,2,2,3,3,1,2,5,0,5,5,0,0,6,2,2,2,1,2,3,4,2,3,3,2,2,3,3,3,2,2,2,2,3,2,3,3,3,2,4,4,2,3,2,4,2,113,2796,2,2,3,3,3,2,2,26,1
1,113,2797,3,3,2,3,4,4,4,3,1,2,3,2,1,2,1,2,3,1,2,1,2,2,2,2,3,1,2,1,1,4,1,2,1,2,2,3,2,2,4,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,1,2,1,4,2,3,2,4,2,2,2,2,11,2,113,2797,1,1,1,2,2,1,1,26,1
1,113,2798,3,3,1,6,4,4,4,2,3,4,4,4,3,3,4,1,3,2,2,3,3,3,3,3,2,2,2,1,3,4,2,6,4,3,2,3,3,3,3,3,3,3,4,4,3,4,3,4,3,2,2,4,4,4,3,4,3,3,0,2,2,1,3,3,2,1,1,2,1,3,2,113,2798,1,1,1,2,1,1,1,26,1
1,113,2799,3,2,1,6,4,4,4,2,3,4,4,4,2,4,2,2,2,3,1,2,2,1,1,1,3,2,3,4,1,4,2,2,1,2,3,2,3,2,5,2,1,1,4,3,1,4,2,2,2,2,4,3,2,1,3,3,2,1,2,2,4,2,2,4,3,3,2,1,3,11,2,113,2799,1,1,2,3,2,1,2,26,1
1,113,2800,3,1,1,3,5,4,5,5,4,3,4,3,4,4,2,3,2,2,2,3,3,1,1,2,3,2,2,1,3,4,2,2,1,2,2,2,2,2,4,3,2,2,2,0,2,3,2,3,2,2,2,2,1,3,1,0,2,2,1,1,3,1,3,6,2,4,3,3,1,1,2,113,2800,2,1,2,3,1,3,1,26,1
1,113,2801,4,1,3,3,4,1,1,3,2,3,4,2,3,2,1,1,3,1,2,3,1,3,3,3,3,2,4,4,1,2,3,1,4,1,1,1,2,1,1,2,2,2,4,4,2,4,3,4,3,2,4,4,4,3,4,5,3,4,0,1,3,1,3,2,4,4,4,2,1,2,2,113,2801,3,3,3,0,3,3,3,21,0
1,113,2802,4,1,1,4,4,1,1,3,2,3,4,2,3,3,3,3,3,1,3,3,3,1,3,3,2,3,4,4,3,2,2,2,2,3,2,3,3,1,4,2,3,2,4,4,4,4,4,3,2,2,3,4,3,2,3,4,3,3,4,2,3,2,3,3,4,4,4,3,2,11,2,113,2802,3,2,3,3,3,3,3,21,0
1,113,2803,4,3,1,4,4,1,1,3,3,2,3,2,1,3,2,2,1,2,1,1,2,1,1,1,3,1,1,1,1,3,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,4,1,1,4,3,1,3,2,1,1,1,3,11,2,113,2803,2,3,2,1,1,2,1,20,0
1,113,2804,4,3,1,3,4,1,1,3,1,3,4,3,1,2,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,2,4,1,1,2,2,1,1,1,1,1,2,2,3,2,1,1,1,1,2,3,3,2,2,2,1,4,3,1,3,4,2,3,3,2,11,2,113,2804,3,2,3,2,1,3,3,20,0
1,113,2805,4,3,1,4,4,1,3,3,3,2,3,2,1,2,2,2,2,2,2,1,1,1,2,2,4,2,1,1,1,3,1,2,2,3,1,2,2,1,1,2,2,2,2,1,1,3,3,3,2,1,2,2,2,2,3,3,2,3,4,1,2,1,2,3,4,4,3,2,3,11,2,113,2805,3,3,3,1,3,3,2,20,0
1,113,2806,4,1,1,1,4,1,1,3,3,2,5,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,4,1,4,2,1,1,1,2,1,2,2,2,1,1,1,4,2,3,3,3,4,1,2,3,7,2,113,2806,2,1,3,1,1,3,1,20,0
1,113,2807,4,1,1,4,5,1,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,4,1,2,2,3,1,2,2,1,1,2,2,2,2,1,1,4,1,4,2,3,1,2,2,4,3,4,2,3,1,1,3,2,3,3,3,3,2,2,3,7,2,113,2807,3,1,3,1,1,3,2,20,0
1,113,2808,4,3,2,4,4,1,1,3,2,3,4,2,2,2,2,3,3,1,2,2,2,2,2,2,3,1,1,2,3,4,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,4,3,3,1,1,1,1,4,3,3,3,3,4,3,3,1,7,2,113,2808,2,1,3,3,1,3,2,20,0
1,113,2809,4,2,1,4,4,1,1,3,1,3,4,3,1,2,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,2,3,1,2,2,1,1,1,1,2,2,1,2,3,1,1,1,1,1,2,3,4,2,3,2,2,2,1,1,3,2,1,1,2,2,11,2,113,2809,2,2,3,1,1,2,2,20,0
