CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.27.,Q.27..1,Q.27..2,Q.27..3,Q.27..4,Q.27..5,Q.27..6,Q.27..7,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54.,Q.55.,CARD..1,DECK..1,BALLOT..1,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,N.80.,N.81.,N.82.,N.83.,N.84.
1,170,379,1,3,5,3,5,1,1,1,1,4,2,2,5,3,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,1,3,1,1,3,2,1,3,3,2,1,2,2,1,3,1,2,2,2,2,1,0,1,1,1,2,170,379,3,4,3,3,2,5,2,1,1,1,2,1,1,1,2,2,2,1,1,1,3,1,1,3,25
1,170,380,2,9,3,5,1,2,2,2,1,4,2,1,5,2,2,3,4,2,1,2,3,3,2,2,2,1,1,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,2,0,4,6,3,1,3,3,4,4,2,2,3,1,1,2,2,2,2,2,1,1,3,1,2,170,380,3,2,6,4,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,26
1,170,381,1,2,6,3,5,1,1,1,1,4,2,2,5,5,3,3,4,2,3,2,3,3,1,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,1,1,5,2,3,2,3,2,2,2,1,2,2,2,2,2,2,1,2,3,1,1,3,1,2,170,381,3,2,4,2,2,3,3,1,4,3,2,2,3,1,2,2,1,2,1,2,3,1,1,3,27
1,170,382,3,5,5,1,3,1,1,1,2,4,2,2,1,4,3,1,4,3,2,1,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,3,3,4,2,3,1,2,1,2,2,2,2,2,3,1,1,3,1,2,170,382,3,5,2,2,2,5,2,1,1,4,0,2,1,1,2,2,0,2,0,1,3,1,1,4,0
1,170,383,4,3,6,1,2,1,1,1,1,4,4,2,1,2,4,2,2,3,2,2,1,3,1,1,2,1,2,1,1,3,3,1,3,1,1,2,2,2,2,2,2,2,2,3,2,1,1,1,2,3,1,2,3,2,2,2,2,3,1,2,1,2,2,2,2,1,2,3,1,2,170,383,3,3,5,2,2,5,2,2,4,3,2,1,1,1,2,2,1,1,1,1,3,1,1,4,1
1,170,384,1,3,5,1,3,1,1,1,1,4,2,2,1,3,2,1,4,3,2,1,2,3,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,3,1,2,3,5,2,2,3,2,2,2,2,3,3,1,2,1,1,3,1,2,3,2,1,1,2,170,384,3,2,5,2,2,5,2,1,1,3,1,2,2,1,1,2,1,2,1,2,3,1,1,4,2
1,170,385,7,10,6,2,5,1,1,1,1,4,3,2,1,2,2,3,4,2,2,2,2,2,1,2,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,1,1,2,0,1,0,2,2,2,4,3,1,3,1,2,2,1,2,2,0,2,3,1,1,2,170,385,3,5,1,2,2,3,3,1,4,3,3,4,3,2,1,1,2,2,2,1,3,1,1,4,3
1,170,386,3,6,6,1,3,1,1,1,1,4,4,2,1,5,3,2,4,3,2,1,2,2,1,1,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,1,2,3,1,2,170,386,3,6,2,2,2,5,2,2,3,3,2,2,2,1,2,2,1,1,1,1,3,1,1,4,4
1,170,387,6,10,1,6,3,2,3,2,1,4,3,2,1,4,3,2,4,3,2,2,2,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,3,1,3,2,1,2,3,3,2,4,1,1,3,1,2,1,2,2,2,2,3,0,1,1,2,170,387,1,1,1,2,2,4,2,1,4,4,1,1,1,1,2,2,1,2,1,1,3,1,1,4,5
1,170,388,1,4,5,2,5,2,2,3,1,4,3,2,1,3,2,3,4,3,2,1,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,3,1,6,1,3,1,3,2,2,2,3,2,2,1,1,2,2,3,1,1,3,2,1,1,2,170,388,3,7,4,2,2,1,5,4,5,3,2,1,4,1,2,2,1,1,1,2,3,1,1,4,6
1,170,389,3,3,5,1,1,1,1,1,1,4,2,1,1,5,3,2,5,4,2,2,3,3,0,1,2,1,2,2,3,3,3,1,3,3,1,2,2,2,2,2,2,2,2,4,4,3,2,1,1,3,1,3,2,2,2,2,1,2,2,1,2,2,2,2,1,3,1,1,1,2,170,389,3,3,4,3,2,5,2,1,3,3,2,1,1,1,1,2,1,2,1,1,3,1,1,4,7
1,170,390,2,3,6,1,2,1,1,1,1,4,2,2,1,1,2,3,4,3,2,1,3,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,3,3,1,2,2,2,2,3,2,4,2,2,2,3,1,2,1,2,2,2,3,1,3,3,1,2,170,390,3,2,0,3,3,5,2,2,4,2,2,2,1,1,2,2,2,1,1,2,3,1,1,4,8
1,170,391,2,6,6,3,5,1,1,1,1,4,3,2,1,4,3,1,4,2,0,1,1,1,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,2,1,2,3,0,2,2,3,0,2,2,2,2,2,1,2,2,2,2,2,3,1,1,3,1,2,170,391,3,2,2,2,2,3,3,2,3,3,3,2,2,1,1,2,1,2,2,2,3,1,1,4,9
1,170,392,3,10,7,1,3,2,2,5,2,3,3,2,1,4,3,1,5,4,1,2,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,5,1,3,3,2,2,2,2,3,2,4,2,2,1,2,1,2,2,1,2,1,2,1,3,1,2,170,392,3,7,5,2,2,5,3,2,3,3,1,3,2,1,1,2,1,2,1,1,3,1,1,4,10
1,170,393,6,3,5,1,1,1,1,1,1,4,2,2,1,2,2,3,3,3,2,2,2,3,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,2,3,0,3,2,2,2,3,2,1,2,2,2,2,3,2,1,2,2,2,2,1,1,1,1,2,170,393,3,3,1,2,2,4,2,1,3,3,2,1,3,1,2,2,1,2,1,1,3,1,1,4,11
1,170,394,5,10,7,2,2,1,1,1,2,4,3,2,1,2,2,1,4,3,2,2,1,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,3,1,2,3,6,3,0,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,3,1,2,170,394,3,6,2,2,2,4,2,1,3,3,2,2,2,1,1,1,1,2,1,1,3,1,1,4,12
1,170,395,6,9,4,9,3,2,2,3,1,4,2,2,1,2,1,3,2,1,1,1,3,3,1,1,2,2,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,3,6,2,0,0,1,2,2,2,2,2,3,1,2,2,1,2,2,5,1,1,1,2,170,395,3,6,2,1,2,4,2,1,3,4,2,2,2,2,1,1,1,2,2,1,3,1,1,4,13
1,170,396,3,9,6,5,3,3,1,2,2,4,2,2,1,4,3,1,5,4,2,2,3,3,1,1,2,2,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,1,4,4,3,1,3,2,3,2,3,2,2,3,2,2,3,2,1,2,2,2,2,4,2,1,3,1,2,170,396,3,2,4,3,3,3,2,1,3,4,1,2,1,1,1,2,1,2,2,1,3,1,1,4,14
1,170,397,2,4,4,1,1,1,1,1,1,4,3,2,1,2,2,2,2,2,2,1,2,2,0,1,2,1,2,1,2,3,3,3,3,1,2,2,2,2,2,2,2,1,2,2,2,1,2,4,6,2,2,3,2,2,2,2,1,2,3,1,2,2,2,2,2,1,1,1,1,2,170,397,3,5,4,3,3,5,2,1,3,3,1,2,4,2,1,2,2,1,1,1,3,1,1,4,15
1,170,398,4,10,5,2,3,1,1,1,1,5,4,2,1,1,1,3,2,1,0,1,1,1,1,1,1,2,2,2,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,0,0,0,0,6,1,2,0,0,2,3,4,0,2,2,0,2,2,2,3,1,5,4,1,1,1,2,170,398,3,0,4,3,2,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,3,1,1,4,16
1,170,399,7,10,7,6,4,2,2,2,1,5,4,3,1,5,3,3,4,3,2,2,3,3,1,2,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,1,2,1,1,3,2,2,3,4,4,2,2,3,2,2,1,1,2,2,2,1,2,1,1,2,170,399,1,1,5,2,2,3,2,2,5,4,2,2,1,1,2,2,2,1,1,2,3,1,1,4,17
1,170,400,4,4,5,6,4,1,1,1,1,4,2,2,1,2,2,3,2,2,2,2,3,3,1,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,3,2,1,2,2,2,3,2,2,2,2,1,2,1,2,1,2,1,2,3,1,1,1,1,2,170,400,3,3,4,3,3,5,2,2,4,1,2,1,3,1,2,1,1,2,2,1,3,1,1,4,18
1,170,401,1,3,6,1,5,1,1,1,1,4,2,2,1,4,2,2,5,4,3,2,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,3,1,2,2,3,2,2,2,2,2,3,1,2,1,2,2,2,3,5,1,1,1,2,170,401,3,5,4,3,2,5,2,1,4,2,2,1,3,1,1,2,2,2,1,1,3,1,1,4,19
1,170,402,1,8,5,5,3,2,2,3,1,5,3,2,1,4,2,2,4,3,2,2,3,3,1,1,2,1,2,1,0,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,3,3,2,1,1,2,2,3,3,2,4,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,170,402,3,7,1,3,3,3,2,1,3,3,1,3,4,1,2,2,1,2,2,1,3,1,1,4,20
1,170,403,3,3,6,5,4,1,1,1,1,4,3,2,1,2,4,3,4,4,2,3,1,1,1,1,2,1,0,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,4,1,1,1,6,3,1,2,2,2,4,3,1,3,3,2,1,2,2,2,3,0,1,3,1,2,170,403,3,3,4,2,3,2,2,0,0,3,0,2,1,1,0,2,0,2,0,1,3,1,1,4,21
1,170,404,3,10,7,1,5,2,2,2,1,4,3,2,1,2,3,3,5,4,2,2,3,3,1,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,4,3,1,3,2,0,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,1,2,170,404,3,2,4,3,2,4,2,2,4,1,2,2,2,1,2,2,1,2,1,2,3,1,1,4,22
1,170,405,4,11,4,1,3,2,2,2,1,4,3,2,1,1,1,1,1,1,2,1,2,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,1,1,3,1,2,2,1,3,3,3,3,2,2,1,2,1,1,2,2,1,2,2,2,1,3,1,2,170,405,3,8,0,2,2,5,2,1,4,4,1,1,2,1,1,2,1,2,1,1,3,1,1,4,23
1,170,406,2,3,6,1,3,1,1,1,1,4,2,2,1,4,1,3,4,4,2,2,3,3,1,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,1,2,3,1,2,170,406,3,6,1,2,2,4,3,2,3,3,2,1,4,1,2,2,1,2,2,2,3,1,1,4,24
1,170,407,3,11,5,3,5,2,2,2,1,4,0,2,1,2,2,3,1,2,2,2,3,3,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,2,1,2,2,3,2,2,2,3,1,1,2,2,2,2,1,3,1,3,1,2,170,407,3,4,1,3,3,3,3,2,3,3,1,2,4,1,2,1,1,2,2,1,3,1,1,4,25
1,170,408,1,9,5,2,5,1,1,1,1,5,3,2,1,5,3,3,4,3,2,2,1,1,1,1,2,1,2,1,1,3,3,1,1,3,1,2,2,2,2,2,2,2,2,1,1,3,1,3,4,2,1,2,2,2,1,2,2,2,1,1,2,2,3,1,1,2,2,3,1,2,170,408,3,6,2,3,3,5,2,1,4,3,2,2,1,1,2,2,1,2,1,2,3,1,1,4,26
1,170,409,4,4,5,3,3,1,1,1,1,4,3,2,1,5,3,1,4,3,3,2,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,1,3,1,3,6,2,2,2,2,4,2,2,2,1,3,2,2,2,1,2,3,3,1,1,1,2,170,409,3,2,1,3,2,4,2,2,3,2,1,1,2,1,1,2,2,2,1,2,3,1,1,4,27
1,170,410,3,4,6,1,3,1,1,1,1,4,2,2,1,2,3,3,5,3,2,2,2,2,1,1,1,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1,3,1,2,170,410,3,3,3,3,3,5,2,2,4,3,3,2,3,1,2,2,2,1,1,1,3,1,1,4,28
1,170,411,1,6,5,9,1,2,2,3,1,4,4,2,1,5,3,3,4,4,2,1,2,2,1,1,2,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,2,2,3,3,1,2,2,2,3,1,1,2,2,3,1,2,1,1,3,1,2,170,411,3,7,2,2,2,4,2,2,4,3,2,1,2,1,2,2,1,1,1,2,3,1,1,4,29
1,170,412,1,7,4,1,3,2,2,3,1,5,3,2,1,5,2,3,4,4,2,3,2,3,1,1,0,1,0,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,1,5,5,3,1,1,6,2,0,3,2,2,4,2,2,3,3,1,2,2,3,1,1,3,1,1,1,2,170,412,3,0,3,2,2,4,3,2,3,2,2,1,2,1,2,2,2,2,1,1,3,1,1,4,30
1,170,413,4,5,3,5,4,2,3,2,1,4,2,2,1,4,3,3,4,3,3,2,2,3,1,1,0,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,5,1,2,1,6,0,0,2,3,4,2,2,2,3,3,1,1,1,2,2,1,2,2,1,1,2,170,413,3,3,0,2,2,4,2,1,3,4,2,3,2,1,1,2,1,1,1,1,3,1,1,4,31
1,170,414,6,10,7,7,5,2,2,4,2,4,3,2,1,1,2,2,2,2,2,2,3,3,1,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,4,1,2,0,0,1,4,4,2,1,3,1,1,1,1,2,2,2,2,2,3,1,2,170,414,3,2,3,2,2,4,3,4,3,3,2,1,3,2,1,2,1,2,2,1,3,1,1,4,32
1,170,415,3,10,4,5,4,2,2,4,1,4,2,2,1,2,2,3,2,3,2,2,2,3,2,0,0,0,0,0,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,2,3,1,6,0,0,0,0,0,0,0,2,3,3,1,2,2,1,2,1,3,1,1,1,2,170,415,3,2,3,2,2,2,3,1,1,4,2,3,4,2,2,1,1,2,1,1,3,1,1,4,33
1,170,416,3,4,5,1,1,1,1,1,1,4,2,2,1,2,2,2,4,3,2,2,2,2,1,1,2,1,1,1,0,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,6,2,2,2,2,3,4,4,2,1,2,1,1,2,2,3,1,1,2,1,3,1,2,170,416,3,7,5,2,2,3,2,2,3,4,1,1,2,1,1,2,2,1,1,1,3,1,1,4,34
1,170,417,0,4,4,1,4,1,1,1,1,4,2,2,1,2,1,2,2,2,2,2,3,3,1,0,0,1,1,0,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,2,2,3,1,4,3,2,2,3,1,1,2,2,3,1,1,2,1,3,1,2,170,417,3,3,4,3,2,5,2,2,1,1,4,1,3,1,1,2,1,1,1,1,3,1,1,4,35
1,170,418,3,4,7,9,3,1,1,1,1,4,3,2,1,4,3,3,4,4,1,2,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,3,0,1,3,1,2,170,418,3,2,1,2,2,5,2,2,4,1,1,1,4,1,2,2,1,2,2,1,3,1,1,4,36
1,170,419,4,10,5,9,5,1,1,1,1,4,3,2,1,2,2,3,2,2,1,1,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,2,0,3,2,3,2,3,3,3,1,2,2,2,3,1,5,1,1,1,1,2,170,419,3,6,1,3,2,4,3,1,4,3,1,2,2,1,2,2,1,2,2,1,3,1,1,4,37
1,170,420,3,5,5,6,4,1,1,1,1,4,3,2,1,1,1,3,2,2,3,2,2,2,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,2,3,1,3,6,2,2,2,2,2,2,2,2,3,1,2,2,1,2,2,4,2,2,1,1,2,170,420,3,8,4,3,2,5,2,1,4,1,1,1,2,1,1,2,1,2,1,1,3,1,1,4,38
1,170,421,2,4,5,1,2,1,1,1,1,4,3,2,1,4,3,1,2,3,2,1,1,1,1,2,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,2,3,1,2,1,2,2,3,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,3,1,2,170,421,3,2,5,2,2,5,2,2,3,3,1,2,2,1,2,2,1,2,2,1,3,1,1,4,39
1,170,422,1,3,4,1,3,1,1,1,1,4,4,2,1,2,2,3,4,2,2,1,2,2,1,2,2,0,0,0,0,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,2,3,1,3,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,3,1,2,170,422,3,3,1,2,3,5,2,1,3,2,2,1,1,1,2,2,2,2,2,1,3,1,1,4,40
1,170,423,6,9,4,5,3,2,2,0,1,4,4,2,1,2,1,3,3,4,2,2,3,3,1,1,1,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,3,0,3,1,2,1,3,2,2,3,1,3,1,2,1,2,1,1,2,2,1,1,3,1,2,170,423,3,5,3,3,3,4,2,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,4,41
1,170,424,1,4,5,6,1,1,1,1,1,4,3,2,1,2,2,2,4,2,1,2,1,1,1,2,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,3,1,1,2,3,2,2,2,3,2,0,2,2,2,1,2,2,2,2,2,1,0,1,1,2,170,424,3,6,2,3,3,5,2,1,4,3,1,1,2,2,1,1,2,1,1,2,3,1,1,4,42
1,170,425,3,3,5,1,3,1,1,1,1,4,3,2,1,2,2,2,4,3,2,2,2,2,1,1,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,1,2,3,1,3,3,1,2,170,425,3,2,5,3,3,3,2,2,4,3,2,3,2,1,2,2,1,2,1,1,3,1,1,4,43
1,170,426,3,8,6,6,1,2,2,4,1,4,2,2,1,2,2,3,4,3,2,2,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,3,2,6,6,3,2,3,3,4,4,2,2,3,2,1,2,1,3,1,2,1,2,1,1,2,170,426,3,7,3,1,1,5,1,1,2,2,1,1,3,2,2,1,1,1,1,1,3,1,1,4,44
1,170,427,0,0,1,6,2,2,2,2,1,5,3,2,1,2,1,3,2,2,2,1,3,3,2,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,0,2,0,1,6,2,1,3,2,2,2,2,2,2,3,1,2,2,2,2,2,1,0,1,1,2,170,427,3,3,4,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,45
1,170,428,3,2,5,2,3,1,1,1,2,4,3,2,1,3,3,3,5,4,2,2,2,3,1,2,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,5,1,2,2,2,3,1,2,2,3,4,2,2,2,1,2,2,1,1,2,3,2,1,3,1,2,170,428,3,5,4,3,3,3,3,4,4,3,1,1,3,1,2,2,1,2,1,1,3,1,1,4,46
1,170,429,3,3,5,1,3,1,1,1,1,4,2,2,1,2,2,3,2,2,2,2,2,2,1,1,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,3,1,3,2,2,2,3,3,2,2,2,2,2,1,2,1,2,3,1,3,1,1,1,1,2,170,429,3,2,4,2,2,4,3,1,1,3,1,1,2,1,2,2,2,2,2,1,3,1,1,4,47
1,170,430,3,6,4,1,3,2,2,3,1,4,3,2,1,2,4,3,4,2,3,3,2,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,1,3,0,3,2,2,0,3,1,4,4,2,2,3,3,1,1,1,3,1,1,1,2,3,1,2,170,430,3,7,4,3,2,4,3,1,5,3,2,1,2,1,2,2,2,2,1,2,3,1,1,4,48
1,170,431,1,5,5,1,4,1,1,1,1,4,4,3,1,4,1,3,2,2,2,3,2,2,1,1,2,1,2,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,6,2,1,3,3,2,4,2,2,3,1,2,2,2,1,2,2,2,3,1,1,2,170,431,3,5,2,3,3,3,2,1,3,3,1,1,4,0,0,0,1,2,2,2,3,1,1,4,49
1,170,432,6,10,4,1,4,1,1,1,1,4,2,2,1,1,2,3,2,2,2,1,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,3,1,2,1,3,2,3,2,2,3,3,1,2,2,2,1,2,3,1,1,1,1,2,170,432,3,6,2,2,2,4,2,4,1,5,1,1,4,1,2,2,2,2,1,2,3,1,1,4,50
1,170,433,1,0,0,6,1,1,1,1,1,6,4,4,1,5,2,3,4,3,2,2,3,3,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,3,3,1,2,6,2,3,3,2,4,4,2,2,3,1,1,2,2,2,2,4,1,1,1,1,2,170,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,51
1,170,434,6,9,6,3,4,1,1,1,1,5,4,4,1,2,2,3,4,3,3,2,2,3,1,1,2,1,2,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,5,0,1,1,6,6,0,0,0,2,3,4,0,1,2,1,2,2,2,1,2,3,1,0,3,1,2,170,434,3,2,2,3,2,5,3,1,3,4,1,1,2,2,1,2,1,2,1,1,3,1,1,4,52
1,170,435,3,10,4,2,4,1,1,1,1,5,4,4,1,2,1,2,5,1,1,2,2,2,1,2,1,1,1,1,2,3,3,3,1,3,1,2,2,2,2,2,2,2,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,3,3,1,2,170,435,3,0,1,3,2,3,2,2,1,1,2,2,2,1,2,2,1,2,2,1,3,1,1,4,53
1,170,436,3,9,5,2,5,2,2,2,1,5,4,4,1,2,2,2,4,3,2,1,3,3,1,1,2,1,2,1,3,3,3,3,1,3,1,2,2,2,2,2,2,2,2,5,5,1,2,4,1,2,2,3,2,4,2,3,3,3,2,1,2,2,3,1,2,1,1,3,1,2,170,436,3,5,1,3,2,5,3,1,1,3,2,3,2,1,1,2,1,2,2,2,3,1,1,4,54
1,170,437,4,6,6,2,3,2,2,3,1,5,4,4,1,4,2,3,3,3,2,1,3,3,1,1,2,1,2,2,3,3,3,3,1,3,1,2,2,2,2,2,2,2,2,4,4,1,1,6,2,3,1,3,2,2,2,1,3,1,2,1,2,2,2,2,1,1,1,3,1,2,170,437,3,0,4,3,3,5,3,1,4,3,2,1,2,1,2,2,1,2,1,1,3,1,1,4,55
1,170,438,2,6,5,2,5,1,1,1,1,5,4,4,1,1,4,1,5,4,2,2,1,1,1,1,2,1,2,1,1,3,1,1,1,3,1,2,2,2,2,2,2,2,2,5,4,3,1,4,1,1,2,3,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,3,1,2,170,438,3,6,1,3,2,5,2,1,4,1,2,1,1,1,2,2,1,1,1,2,3,1,1,4,56
1,170,439,3,9,5,2,4,1,1,1,1,5,4,4,1,4,3,1,5,3,3,2,2,3,1,1,2,1,2,1,2,3,3,3,2,3,2,2,2,2,2,2,2,1,2,3,3,1,3,4,1,3,1,3,2,3,2,1,3,1,2,1,2,2,2,2,1,1,1,3,1,2,170,439,3,6,5,2,2,5,4,1,2,2,2,1,3,1,2,2,1,2,2,1,3,1,1,4,57
1,170,440,3,9,5,2,4,1,1,1,1,5,4,4,1,2,2,2,4,3,1,2,2,3,1,2,2,2,2,2,3,3,3,3,1,0,1,2,2,2,2,2,2,2,2,5,5,2,3,4,1,3,2,3,3,4,4,3,3,3,3,2,2,2,1,2,2,1,1,3,1,2,170,440,3,0,1,2,2,4,2,1,1,1,1,1,2,1,1,2,1,1,1,2,3,1,1,4,58
1,170,441,3,6,7,2,5,1,1,1,1,5,4,4,1,2,2,1,2,4,1,2,2,3,1,1,2,1,1,1,2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,5,2,3,2,3,1,2,2,3,1,2,2,2,1,2,1,2,1,2,1,2,3,1,4,3,1,2,170,441,3,5,2,3,2,5,4,2,3,4,1,1,2,1,2,2,1,2,2,2,3,1,1,4,59
1,170,442,1,11,3,4,1,1,1,1,1,5,4,3,1,4,3,3,5,2,2,2,3,3,1,1,2,1,2,1,3,3,3,1,3,1,1,2,2,2,2,2,2,2,2,5,5,1,2,1,2,1,2,3,3,2,2,2,2,3,3,2,2,2,1,2,2,1,2,3,1,2,170,442,3,5,1,2,2,4,3,2,3,3,3,2,4,1,2,2,2,1,1,1,3,1,1,4,60
1,170,443,1,3,5,3,3,1,1,1,2,5,4,4,1,5,2,1,4,2,3,2,2,2,1,2,2,1,2,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,5,2,3,1,6,6,3,1,3,3,2,4,2,2,3,3,2,1,2,3,1,3,1,2,1,1,2,170,443,3,5,5,3,3,5,4,2,4,3,1,2,2,1,2,2,1,2,2,2,3,1,1,4,61
1,170,444,2,9,5,2,4,2,2,2,1,5,4,4,1,4,3,1,4,3,0,1,2,2,1,1,2,1,2,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,5,4,3,2,4,2,3,2,3,1,2,2,0,1,2,2,1,2,2,2,2,2,2,3,3,1,2,170,444,3,2,1,3,3,3,3,2,3,3,2,3,4,0,0,0,2,2,1,2,3,1,1,4,62
