CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.27.,Q.27..1,Q.27..2,Q.27..3,Q.27..4,Q.27..5,Q.27..6,Q.27..7,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54.,Q.55.,CARD..1,DECK..1,BALLOT..1,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,N.80.,N.81.,N.82.,N.83.,N.84.
1,170,1100,4,7,5,4,1,1,1,1,1,4,2,2,10,3,2,3,4,3,2,2,2,2,1,1,2,1,2,2,2,3,2,3,3,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,3,1,1,1,1,2,170,1100,3,3,4,2,3,4,2,1,4,2,2,2,2,1,1,2,1,1,1,1,4,7,2,4,8
1,170,1101,5,6,6,2,4,2,3,2,2,6,2,2,10,1,1,3,4,3,3,2,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,3,2,1,6,0,0,2,3,4,4,2,0,3,2,1,1,2,1,2,2,1,1,3,1,2,170,1101,3,3,2,2,2,5,2,1,4,1,1,1,1,1,2,2,1,2,2,1,4,7,2,4,9
1,170,1102,6,9,6,5,1,2,3,2,2,6,3,2,10,2,4,1,4,3,3,2,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,5,3,2,3,6,3,1,2,2,2,2,2,2,3,3,2,1,1,3,1,2,2,2,1,1,2,170,1102,3,3,3,2,2,5,2,1,4,3,1,2,1,1,2,1,1,2,1,1,4,7,2,4,10
1,170,1103,3,7,6,9,3,1,1,1,1,5,3,3,10,1,1,2,2,2,1,1,3,3,1,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,3,1,2,1,2,3,1,1,1,1,1,1,2,170,1103,3,6,2,3,2,5,2,1,3,3,1,1,2,1,2,2,1,2,2,1,4,7,2,4,11
1,170,1104,4,4,5,3,4,1,1,1,2,6,2,2,10,1,3,1,5,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,1,3,6,1,3,2,2,2,2,2,1,2,1,2,2,1,2,1,0,3,0,1,1,1,2,170,1104,3,8,2,2,3,5,2,1,3,3,2,3,3,1,1,2,1,2,2,1,4,7,2,4,12
1,170,1105,4,10,5,5,4,1,1,1,1,6,3,3,10,1,2,3,2,0,1,2,1,2,0,1,0,0,0,0,0,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,6,0,0,0,0,0,1,2,3,4,4,0,0,0,0,2,1,2,2,2,2,3,0,2,1,2,170,1105,1,1,3,3,3,4,2,1,3,3,2,1,1,1,1,2,2,2,2,2,4,7,2,4,13
1,170,1106,3,11,4,2,2,1,1,1,1,4,3,3,10,1,1,1,1,1,1,2,3,3,1,1,2,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,0,3,6,0,3,1,0,0,0,0,1,2,1,2,2,1,2,1,2,3,1,0,3,1,2,170,1106,3,8,5,1,1,5,2,4,1,3,1,1,1,1,2,2,1,2,2,1,4,7,2,4,14
1,170,1107,2,11,7,2,5,2,2,2,1,4,3,2,10,1,2,3,4,2,3,1,0,0,1,1,2,1,2,2,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,6,1,3,4,2,0,0,2,3,4,4,1,1,3,1,1,2,2,2,2,1,2,1,3,1,2,170,1107,3,7,2,2,2,2,2,1,2,4,2,1,1,1,2,2,1,2,1,1,4,7,2,4,15
1,170,1108,4,3,6,2,4,1,1,1,2,5,3,3,10,2,1,1,4,3,2,2,1,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,3,3,2,1,6,3,0,0,3,4,4,2,2,3,2,2,1,1,2,2,1,2,2,3,1,2,170,1108,3,5,1,3,3,5,1,1,4,2,1,1,1,1,2,2,1,2,2,2,4,7,2,4,16
1,170,1109,3,5,6,1,4,1,1,1,2,5,2,2,10,2,3,1,3,3,1,2,2,3,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,4,3,1,3,6,1,2,2,2,3,2,2,1,2,3,2,2,1,2,3,1,3,1,1,3,1,2,170,1109,3,6,2,2,2,5,2,2,3,3,2,2,2,1,1,2,1,2,2,1,4,7,2,4,17
1,170,1110,4,9,6,3,4,2,3,2,1,5,3,3,10,2,1,1,3,2,2,1,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,5,1,3,6,1,3,2,2,1,2,2,2,3,2,2,1,1,2,2,2,3,0,1,3,1,2,170,1110,3,2,2,2,2,4,2,1,3,4,1,1,1,1,1,2,1,2,1,1,4,7,2,4,18
1,170,1111,5,8,5,3,5,2,3,2,1,6,2,2,10,2,2,3,4,3,3,2,2,2,1,1,2,1,1,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,5,3,1,4,2,2,1,3,2,2,4,2,1,1,1,2,1,2,3,1,3,2,1,3,1,2,170,1111,3,6,0,2,2,5,1,1,3,3,1,2,2,1,2,2,2,2,2,1,4,7,2,4,19
1,170,1112,5,9,5,3,4,1,1,1,2,5,3,3,10,1,1,2,3,2,1,2,2,2,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,1,2,2,3,1,3,1,2,1,2,3,1,2,1,1,3,1,2,170,1112,3,5,5,2,2,4,2,1,3,3,1,2,1,1,2,2,1,2,2,2,4,7,2,4,20
1,170,1113,5,4,6,3,1,1,1,1,2,6,3,3,10,1,2,3,4,3,1,2,1,2,1,2,2,1,2,1,1,3,3,3,3,1,1,2,2,2,2,2,2,2,2,3,3,3,2,4,6,3,1,2,3,4,4,2,2,3,2,2,1,2,3,1,3,1,1,1,1,2,170,1113,3,3,4,3,3,5,3,1,4,2,1,2,1,1,2,2,1,2,2,1,4,7,2,4,21
1,170,1114,3,6,3,8,4,1,1,1,1,5,3,3,1,1,4,1,2,2,1,1,3,3,1,2,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,2,1,3,5,6,2,1,2,3,4,4,2,1,3,1,1,1,2,2,2,4,3,1,1,1,2,170,1114,3,2,4,3,2,5,3,1,3,2,3,3,4,1,2,1,2,2,2,2,4,7,2,4,22
1,170,1115,5,10,6,4,5,1,1,1,2,5,2,2,10,2,4,3,4,3,3,3,3,3,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,6,1,3,1,6,0,0,0,3,4,4,2,2,3,2,2,1,2,3,1,2,1,1,3,1,2,170,1115,3,2,2,3,3,5,2,4,4,3,2,2,2,1,1,2,2,2,2,2,4,7,2,4,23
1,170,1116,4,9,7,2,3,2,2,3,1,4,2,2,10,1,3,0,3,2,1,2,3,3,1,1,2,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,1,5,2,3,1,6,4,2,2,2,0,4,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,170,1116,3,2,0,0,2,4,3,1,3,3,1,1,4,1,2,2,1,2,2,2,4,7,2,4,24
1,170,1117,4,6,7,3,5,1,1,1,2,5,2,2,10,4,4,1,2,2,3,1,1,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,6,2,0,0,3,4,4,2,2,3,1,2,2,2,2,2,3,1,2,3,1,2,170,1117,3,8,1,2,2,5,2,1,4,3,2,3,2,1,2,2,2,2,1,2,4,7,2,4,25
1,170,1118,6,9,6,6,5,2,3,2,2,6,3,3,10,2,2,1,4,3,3,2,2,3,1,1,2,1,2,1,0,3,3,3,3,1,1,2,2,2,2,2,2,2,2,4,4,1,3,1,6,3,0,0,3,4,2,2,2,3,2,2,1,2,2,2,3,2,1,3,1,2,170,1118,3,3,2,3,3,5,1,1,3,1,3,2,1,1,0,2,1,2,2,1,4,7,2,4,26
1,170,1119,4,10,7,2,3,1,1,1,2,5,2,2,10,2,2,1,0,2,1,2,1,2,1,1,2,1,2,1,1,3,3,3,3,1,1,2,2,2,2,2,2,2,1,5,6,1,2,3,2,2,1,2,0,0,2,2,2,3,0,2,1,2,1,2,2,1,1,3,1,2,170,1119,3,2,5,2,2,5,3,4,3,3,2,2,2,1,1,2,2,2,1,1,4,7,2,4,27
1,170,1120,5,10,7,5,5,2,2,4,4,5,3,3,10,2,2,3,4,3,2,2,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,2,3,1,6,0,0,2,3,4,4,1,1,3,3,1,1,2,3,1,2,1,1,3,1,2,170,1120,3,7,2,2,2,5,3,1,4,3,1,1,1,1,2,2,1,2,2,1,4,7,2,4,28
1,170,1121,3,9,5,4,3,1,1,1,2,5,2,2,10,2,4,3,5,3,2,2,2,3,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,4,6,0,3,5,3,1,1,0,3,4,4,2,2,1,2,2,2,2,1,2,2,5,1,3,1,2,170,1121,3,3,3,1,1,4,2,1,1,3,2,1,1,1,2,1,1,2,2,1,4,7,2,4,29
1,170,1122,2,5,5,2,4,1,1,1,1,4,3,3,10,4,3,3,4,4,2,1,2,2,1,1,2,1,1,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,2,3,2,2,2,1,1,1,2,1,2,2,2,3,1,4,3,1,2,170,1122,3,5,3,3,2,5,2,1,4,3,1,2,3,1,1,2,2,2,2,1,4,7,2,4,30
1,170,1123,3,8,4,7,1,1,1,1,1,5,2,2,10,1,1,1,2,2,1,2,2,3,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,2,3,3,3,2,2,0,2,2,2,2,2,2,1,3,1,2,2,2,2,0,1,1,1,1,2,170,1123,3,3,5,3,3,5,2,2,3,3,3,1,2,1,2,1,1,2,2,1,4,7,2,4,31
1,170,1124,3,9,4,2,5,1,1,1,1,4,2,2,10,1,2,0,2,2,2,2,3,3,1,1,2,1,1,1,3,3,3,1,3,1,1,2,2,2,2,2,2,2,2,2,6,3,3,1,6,2,0,2,3,3,3,2,2,3,3,1,1,2,1,2,2,0,1,3,1,2,170,1124,3,3,1,3,2,4,2,2,3,3,2,4,4,0,0,0,2,1,1,2,4,7,2,4,32
1,170,1125,5,8,5,3,4,1,1,1,1,6,3,3,1,3,2,2,3,2,3,2,3,3,1,1,2,1,2,1,3,3,1,3,3,3,1,2,2,2,2,2,2,2,2,5,5,1,3,6,6,0,0,0,3,4,4,2,2,3,3,2,1,2,2,2,3,1,1,3,1,2,170,1125,3,3,2,2,2,5,2,1,3,4,2,2,4,0,0,0,2,2,2,1,4,7,2,4,33
1,170,1126,6,9,5,2,3,2,3,2,2,6,2,2,10,2,1,1,4,4,3,2,2,2,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,3,2,1,6,6,2,0,2,3,4,2,1,3,1,2,2,1,2,3,1,2,2,1,3,1,2,170,1126,3,2,1,3,3,4,3,1,3,3,1,1,2,1,2,2,1,2,1,1,4,7,2,4,34
1,170,1127,3,3,7,2,3,1,1,1,2,4,3,3,10,2,2,2,2,3,1,2,1,2,1,1,2,1,2,1,1,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,4,1,0,3,2,3,0,2,2,4,4,2,2,3,1,2,1,2,2,2,3,5,2,1,1,2,170,1127,3,3,1,2,2,5,2,2,4,3,1,2,3,1,0,2,1,2,2,1,4,7,2,4,35
1,170,1128,5,7,6,3,5,2,3,2,2,5,2,2,10,2,3,2,4,3,2,2,2,2,1,1,2,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,2,1,0,1,6,2,2,2,3,4,2,1,3,3,2,1,1,2,2,2,3,1,1,1,1,2,170,1128,3,2,2,2,2,4,2,1,4,2,2,2,2,1,1,2,1,2,2,1,4,7,2,4,36
1,170,1129,4,5,6,3,2,2,3,2,1,5,3,3,10,1,1,2,2,2,2,2,3,3,1,2,2,1,2,2,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,3,1,1,2,170,1129,3,3,4,2,2,5,2,4,5,3,2,2,2,1,2,2,2,2,2,1,4,7,2,4,37
1,170,1130,3,4,6,3,5,1,1,1,1,4,3,3,10,2,2,2,0,2,0,0,3,3,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,2,1,2,1,5,2,0,0,0,0,4,2,2,3,1,2,2,1,2,2,3,1,2,1,1,2,170,1130,3,6,5,2,2,5,2,2,4,3,2,2,2,1,1,2,2,2,2,1,4,7,2,4,38
1,170,1131,1,4,5,2,5,1,1,1,1,4,2,2,10,2,3,2,4,3,2,1,1,3,1,2,2,1,2,1,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,5,1,2,2,6,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,5,1,1,1,2,170,1131,3,2,4,3,2,3,2,2,4,3,2,2,4,2,2,1,1,2,2,1,4,7,2,4,39
1,170,1132,3,7,5,5,5,2,2,3,2,5,3,3,10,1,2,3,3,3,2,2,1,2,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,4,1,0,6,2,3,1,2,2,2,2,1,2,2,3,1,2,2,2,2,1,2,3,1,1,2,170,1132,3,3,4,3,2,5,2,4,4,4,2,2,3,1,2,2,2,2,2,0,4,7,2,4,40
1,170,1133,3,5,5,5,2,1,1,1,2,5,3,3,10,2,2,1,3,3,2,2,2,2,1,2,2,1,2,1,2,3,3,2,3,1,2,2,2,2,2,2,2,1,2,3,2,3,2,6,1,2,2,2,1,1,4,1,1,3,3,2,1,2,2,2,2,1,1,3,1,2,170,1133,3,2,3,3,3,5,2,1,1,3,1,1,3,2,1,1,1,2,2,1,4,7,2,4,41
1,170,1134,4,7,5,2,5,1,1,1,1,5,3,3,10,2,2,2,4,2,1,1,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,0,3,1,0,0,0,0,0,0,0,0,2,3,0,1,2,2,2,2,2,2,3,3,1,2,170,1134,3,8,2,2,2,5,2,0,4,3,1,2,2,1,2,2,1,2,2,1,4,7,2,4,42
1,170,1135,7,10,4,9,4,3,1,2,2,6,3,3,10,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,3,3,3,2,4,1,1,0,3,3,4,2,2,2,3,2,2,2,2,1,2,3,0,3,1,1,2,170,1135,3,5,3,2,2,5,2,2,3,4,2,2,3,1,2,2,2,2,2,1,4,7,2,4,43
1,170,1136,1,6,6,3,5,1,1,1,1,5,3,3,10,3,4,1,2,2,1,2,3,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,4,1,2,0,2,3,4,2,2,2,3,1,2,1,2,3,1,3,5,2,3,1,2,170,1136,3,7,5,2,2,5,2,1,3,3,1,1,1,1,2,2,1,2,2,2,4,7,2,4,44
1,170,1137,1,9,5,9,4,1,1,1,1,5,3,3,12,2,3,3,4,3,2,2,3,3,1,1,2,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,3,3,2,1,5,3,1,3,2,3,4,1,0,3,3,2,1,2,3,1,1,1,1,1,1,2,170,1137,3,4,4,3,3,5,2,1,4,1,2,1,4,1,2,0,2,1,1,2,4,7,2,4,45
1,170,1138,5,9,6,9,3,1,1,1,2,4,3,3,10,1,3,1,4,3,1,2,3,3,0,1,2,1,2,1,3,3,3,3,3,1,2,2,2,2,2,2,2,1,2,5,3,3,2,5,6,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,2,170,1138,3,3,3,3,2,1,2,4,4,3,2,3,2,1,2,2,1,2,2,1,4,7,2,6,0
1,170,1139,4,5,6,4,5,2,3,2,1,4,2,2,10,2,2,3,0,0,2,0,2,2,1,1,2,1,1,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,4,0,1,0,1,2,0,0,2,3,4,2,1,2,2,1,1,1,2,3,1,2,1,0,3,1,2,170,1139,3,2,2,2,2,3,2,2,4,3,1,1,4,1,0,2,0,0,0,0,4,7,2,6,1
1,170,1140,4,8,5,2,5,1,1,1,1,5,3,3,10,1,3,3,4,3,1,2,3,3,1,1,2,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,2,3,3,3,2,2,2,2,3,4,4,1,2,3,2,1,2,2,2,2,2,2,1,1,1,2,170,1140,3,2,0,2,3,0,2,4,4,3,1,2,4,1,0,2,1,2,2,1,4,7,2,6,2
1,170,1141,5,5,6,5,5,1,1,1,2,5,3,3,10,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,5,2,2,0,3,2,2,4,2,2,3,1,2,1,2,2,2,3,2,1,3,1,2,170,1141,3,2,2,3,2,5,3,1,3,3,1,2,3,1,2,2,1,2,2,1,4,7,2,6,3
1,170,1142,1,4,6,2,5,1,1,1,2,5,3,3,10,5,3,1,0,4,1,2,1,2,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,2,1,1,3,2,0,0,2,0,0,2,2,2,2,2,1,2,2,1,2,2,0,3,3,1,2,170,1142,3,2,1,2,2,4,3,3,3,3,3,2,0,1,1,2,1,2,1,0,4,7,2,6,4
1,170,1143,1,3,2,7,1,1,1,1,1,3,3,3,10,2,2,2,2,2,2,2,1,1,2,1,0,1,0,0,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,3,2,4,2,3,3,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,3,3,1,2,170,1143,2,1,3,1,1,5,2,1,2,2,1,1,1,1,1,2,1,2,2,2,4,7,2,6,5
1,170,1144,3,11,5,9,5,2,2,3,2,4,3,3,10,4,1,3,4,3,2,1,3,3,2,1,1,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,6,0,3,6,6,3,2,0,1,4,4,1,3,3,2,1,2,2,1,2,1,1,1,1,1,2,170,1144,3,3,3,0,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,4,7,2,6,6
1,170,1145,2,6,5,2,3,1,1,1,1,4,3,3,10,4,4,1,2,2,2,2,3,3,1,2,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,4,3,2,3,2,2,3,2,3,2,2,2,2,2,1,1,1,2,2,2,2,1,2,0,1,1,2,170,1145,3,2,2,1,2,5,2,1,2,4,1,2,0,0,0,0,0,0,0,1,4,7,2,6,7
1,170,1146,3,6,4,4,2,2,2,4,1,5,3,3,10,5,2,3,4,3,2,2,3,3,2,2,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,3,4,2,3,3,2,3,2,2,1,1,3,1,1,3,2,1,2,2,2,2,4,1,3,1,1,2,170,1146,3,6,5,2,2,3,2,4,5,5,4,4,2,2,2,1,1,2,2,1,4,7,2,6,8
1,170,1147,2,7,5,3,4,2,2,4,1,4,3,3,10,2,2,3,3,2,2,2,3,3,1,2,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,3,1,2,6,6,3,2,2,3,4,4,1,2,3,2,1,2,2,2,2,1,1,1,1,1,2,170,1147,3,0,2,3,3,5,2,1,4,3,4,2,2,1,1,2,1,1,1,1,4,7,2,6,9
1,170,1148,3,9,3,3,5,1,1,1,1,4,3,3,10,2,2,3,2,2,3,2,3,3,1,1,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,3,0,2,6,6,3,2,2,3,4,2,2,2,1,3,2,2,2,1,2,2,1,1,4,0,2,170,1148,3,2,5,2,2,5,2,4,1,3,3,1,1,1,2,2,2,2,1,1,4,7,2,6,10
1,170,1149,3,5,7,3,4,1,1,1,2,4,3,3,10,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,2,1,0,3,2,3,2,2,1,1,2,2,1,3,2,2,1,2,1,2,3,1,2,3,1,2,170,1149,3,2,2,2,2,5,2,1,3,4,1,2,2,1,2,2,2,2,1,1,4,7,2,6,11
1,170,1150,3,2,5,3,5,1,1,1,2,4,3,3,10,2,3,1,4,3,1,2,2,2,1,1,2,1,2,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,3,4,1,2,1,4,3,0,0,2,1,2,2,2,3,2,2,1,2,1,3,3,2,2,3,1,2,170,1150,3,2,2,2,2,4,2,2,3,3,1,2,3,1,1,2,1,2,2,1,4,7,2,6,12
1,170,1151,4,11,4,3,3,2,2,2,1,5,3,3,10,2,2,1,4,3,2,2,3,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,2,3,2,1,1,1,0,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,170,1151,3,7,3,2,2,4,3,1,3,4,3,2,1,1,2,1,2,2,2,1,4,7,2,6,13
1,170,1152,1,5,5,2,5,1,1,1,2,6,3,3,12,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,5,2,3,1,3,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,170,1152,3,5,4,3,3,3,2,1,3,1,1,1,1,1,2,2,1,2,2,1,4,7,2,6,14
1,170,1153,2,4,2,4,1,1,1,1,1,4,3,3,12,2,1,1,3,2,3,1,3,3,1,1,2,1,2,1,3,1,1,3,3,1,1,2,2,2,2,2,2,2,2,3,3,2,2,5,6,3,2,3,3,4,4,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,170,1153,3,4,4,3,3,5,2,1,3,3,1,2,2,1,2,2,1,2,2,1,4,7,2,6,15
1,170,1154,1,2,6,3,3,1,1,1,2,4,3,3,10,5,3,1,4,4,1,3,1,1,1,1,2,1,2,1,1,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,2,1,2,5,6,2,0,2,3,2,2,1,1,3,3,2,1,1,3,1,0,0,2,1,1,2,170,1154,3,2,2,2,2,5,2,2,4,3,1,2,1,1,1,2,1,2,2,1,4,7,2,6,16
1,170,1155,5,5,1,5,1,1,1,1,1,4,3,3,10,2,2,1,5,3,1,2,1,3,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,2,1,1,1,1,2,0,2,1,2,4,2,2,3,3,1,2,2,2,2,1,1,1,1,1,2,170,1155,3,2,4,3,2,3,2,1,3,3,2,1,1,1,2,1,1,2,2,1,4,7,2,6,17
1,170,1156,2,2,6,3,5,1,1,1,2,3,3,3,10,4,1,1,3,3,3,2,1,1,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,3,2,3,1,1,3,1,0,0,1,0,1,3,3,2,2,1,2,3,1,3,1,3,1,1,2,170,1156,3,3,1,2,0,5,2,3,3,3,4,0,2,1,1,2,2,2,1,2,4,7,2,6,18
1,170,1157,4,9,7,3,5,2,3,3,1,5,3,3,10,1,4,1,4,4,2,1,1,2,1,1,2,1,1,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,6,0,1,0,0,3,4,4,2,2,1,1,1,2,2,2,2,1,4,3,3,1,2,170,1157,2,1,3,2,2,5,2,1,4,4,1,2,3,1,1,2,1,2,1,1,4,7,2,6,19
1,170,1158,3,9,7,2,3,2,2,2,2,5,2,2,10,2,2,2,4,4,2,2,2,2,2,0,0,0,0,0,1,3,3,3,3,1,2,2,2,2,2,1,2,2,2,5,5,3,2,6,1,0,0,0,0,0,4,0,3,1,1,1,1,2,1,2,2,1,1,1,1,2,170,1158,3,8,2,2,1,5,3,1,4,2,1,1,2,1,2,2,2,2,2,1,4,7,2,6,20
1,170,1159,2,2,5,3,4,1,1,1,1,4,3,3,10,2,2,3,4,3,2,1,3,3,1,0,0,1,0,0,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,4,2,2,1,1,2,2,3,3,4,2,0,2,3,2,2,1,2,3,1,3,1,1,1,1,2,170,1159,3,6,5,3,2,3,2,1,3,4,2,1,3,1,2,1,2,2,1,1,4,7,2,6,21
1,170,1160,4,10,4,3,5,2,2,3,1,4,3,3,10,1,2,1,2,2,1,2,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,3,1,3,1,2,2,2,2,3,2,2,2,3,3,1,1,2,2,2,3,1,1,3,1,2,170,1160,3,8,5,3,3,4,2,1,3,1,1,2,1,1,2,2,2,2,2,1,4,7,2,6,22
1,170,1161,3,9,6,1,3,2,3,2,1,4,3,3,10,4,4,1,4,3,2,2,2,2,1,1,2,1,1,1,2,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,3,1,2,5,2,2,2,2,3,2,2,2,2,2,2,1,1,2,3,1,2,1,1,1,1,2,170,1161,3,2,3,2,2,5,2,1,4,3,1,2,3,1,1,1,1,2,1,1,4,7,2,6,23
1,170,1162,3,10,1,7,3,2,2,2,1,4,3,3,10,2,1,1,1,1,2,1,3,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,2,3,2,2,2,4,4,2,2,3,1,1,2,2,1,2,1,2,1,3,1,2,170,1162,3,4,5,2,2,5,2,1,5,2,1,1,1,1,2,2,2,2,1,2,4,7,2,6,24
1,170,1163,4,11,2,2,5,1,1,1,1,5,3,3,10,1,1,1,2,1,1,1,2,2,1,0,0,0,0,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,3,1,0,5,1,3,2,2,1,4,4,1,1,3,2,2,2,2,1,3,3,1,1,1,1,2,170,1163,3,3,4,3,3,3,2,1,3,3,2,2,1,1,2,2,1,2,1,1,4,7,2,6,25
1,170,1164,2,3,7,4,3,1,1,1,2,4,3,3,10,4,2,3,4,2,3,2,1,1,1,1,2,1,2,1,1,3,3,3,3,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,4,2,1,2,3,2,2,2,2,1,2,3,1,2,1,1,2,170,1164,3,2,5,2,2,5,2,3,3,4,2,1,2,1,1,2,1,2,1,2,4,7,2,6,26
1,170,1165,3,11,8,2,5,2,3,2,2,6,3,3,10,2,2,1,2,2,1,3,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,2,1,1,5,3,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,1,3,1,2,170,1165,2,1,5,2,2,4,2,1,3,3,2,2,1,2,1,1,1,2,2,1,4,7,2,6,27
