CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.29B.,Q.29C.,Q.29D.,Q.29E.,Q.29F.,Q.29G.,V.29H.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,CARD..1,DECK..1,BALLOT..1,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70A.,Q.70B.,Q.70C.,Q.70D.,Q.70E.,V.70F.,V.70G.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76A.,Q.76B.,Q.78.,Q.80.,Q.81.,Q.83.,Q.84.,Q.85.,Q.86A.,Q.86B.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,V.95.,V.96.,V.97.,V.98.,V.99.,V.100.,V.101.,V.102.,V.103.,V.104.,V.105.,V.106.,V.107.,V.108.,V.109.,V.110.
1,108,38,2,1,4,1,2,6,3,1,1,3,1,1,2,2,7,2,2,3,3,1,1,2,1,3,1,2,1,1,2,1,3,2,1,1,1,3,1,2,2,2,1,3,3,2,2,2,3,3,2,2,2,3,3,3,8,3,2,1,3,2,3,2,2,2,2,2,1,3,2,1,1,2,108,38,2,2,3,2,4,2,2,2,1,2,2,0,3,3,1,2,3,1,2,2,2,1,2,2,1,2,2,2,0,0,0,0,0,0,3,3,1,3,2,1,2,3,3,4,4,2,4,10,7,1
1,108,39,2,10,1,2,2,1,3,4,5,2,5,2,4,2,5,2,1,3,4,1,1,4,1,3,2,3,1,1,3,1,1,3,3,3,0,3,1,3,3,2,3,3,3,1,3,2,3,3,3,3,3,3,3,3,8,3,3,2,4,1,2,2,4,3,2,2,3,4,2,3,4,2,108,39,2,3,3,3,4,3,3,2,3,2,2,0,1,2,1,1,4,4,1,4,2,1,3,1,2,1,2,2,0,0,0,0,0,0,4,4,2,4,0,1,2,2,1,3,3,2,7,13,7,1
1,108,40,2,10,4,2,4,2,4,4,2,2,3,2,1,1,1,1,3,3,1,1,1,3,1,3,2,1,1,1,2,2,3,2,3,2,0,4,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,8,3,3,3,3,2,2,2,4,2,3,2,3,2,2,2,2,2,108,40,2,3,3,3,3,2,3,3,2,1,2,0,2,2,2,2,3,2,2,4,2,1,2,2,1,3,2,2,0,0,0,0,0,0,4,3,2,3,1,2,0,0,1,3,1,4,9,10,7,1
1,108,41,2,9,4,2,3,11,3,4,3,2,4,1,2,1,7,2,2,3,1,1,1,4,2,1,1,3,1,3,2,1,1,2,1,1,3,3,2,2,1,2,2,2,2,3,3,3,3,2,3,3,2,3,3,3,8,3,2,2,2,2,2,1,4,3,2,1,1,2,3,2,2,2,108,41,2,3,3,3,4,2,3,2,1,2,2,0,2,2,2,1,2,3,2,4,2,2,2,2,2,1,2,2,0,0,0,0,0,0,4,4,2,2,3,3,3,4,1,3,1,5,10,13,8,1
1,108,42,2,9,5,2,2,6,1,4,3,2,3,2,2,2,3,2,2,1,3,1,1,2,2,3,2,2,1,1,3,2,2,3,3,2,2,4,2,3,3,3,1,3,2,2,3,2,2,3,2,3,3,3,3,3,8,3,2,1,4,1,1,1,2,2,1,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,42,3,33,3,4,3,22,1,2,0,2,0,0,1,2,1,3,4,3,2,4,3,1,2,1,2,1,2,1,0,0,0,0,0,0,2,4,2,2,0,1,1,0,3,3,4,1,0,9,1,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,43,2,9,4,2,5,2,2,2,2,2,4,1,1,1,7,2,2,3,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,2,3,1,1,1,3,2,3,2,3,2,2,3,3,3,2,2,3,3,2,7,2,3,3,2,2,2,1,4,3,2,2,2,3,3,2,2,2,108,43,2,3,2,3,3,3,2,2,3,2,2,0,2,3,1,2,4,4,1,2,2,1,2,1,2,2,2,1,0,0,0,0,0,0,4,2,2,4,4,3,2,5,0,3,4,5,8,12,8,1
1,108,44,2,11,1,2,5,0,4,3,3,2,4,2,2,2,1,2,2,3,1,1,1,4,1,1,1,2,1,3,2,1,2,2,1,3,0,1,3,2,1,2,3,3,2,3,2,2,3,2,2,2,2,2,3,3,8,3,3,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,108,44,2,3,2,3,3,2,3,2,1,2,2,0,2,2,2,2,2,4,1,2,2,2,3,2,1,3,2,2,0,0,0,0,0,0,5,3,2,3,2,2,3,2,1,3,1,2,7,12,9,1
1,108,45,2,10,4,2,5,1,1,1,2,2,4,1,1,1,7,1,3,3,1,1,1,3,1,3,3,3,1,2,2,1,2,1,1,1,2,3,2,2,3,2,2,3,2,3,3,3,3,3,2,3,2,3,3,3,8,3,3,2,3,3,2,1,4,3,1,1,1,3,3,2,2,2,108,45,2,3,3,3,4,1,3,2,2,3,2,0,2,2,1,2,5,5,2,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,4,4,3,2,1,3,3,4,1,3,3,6,10,14,7,1
1,108,46,2,10,1,2,1,3,4,1,2,2,3,1,1,1,7,1,3,3,1,1,1,4,1,2,1,1,1,2,1,1,2,2,3,2,0,1,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,8,3,3,1,3,2,2,1,4,3,2,2,2,2,3,2,3,2,108,46,2,3,3,3,4,2,2,2,1,2,2,0,2,2,1,2,4,3,2,3,2,2,2,2,2,1,2,2,0,0,0,0,0,0,5,4,2,3,4,3,3,2,2,3,3,6,10,14,9,1
1,108,47,2,10,2,2,3,2,4,1,3,2,5,2,1,1,1,1,3,3,1,1,1,4,1,1,2,1,1,3,3,1,1,3,2,3,0,3,2,2,1,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,8,3,2,1,4,2,2,2,4,3,2,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,47,3,33,3,4,2,23,1,2,0,2,0,0,2,2,1,2,4,4,2,3,2,2,3,1,2,1,3,2,0,0,0,0,0,0,5,4,2,4,2,2,3,2,3,3,3,5,1,0,1,4,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,48,2,10,4,2,5,1,1,3,2,2,1,1,1,1,7,2,2,2,1,1,1,4,1,1,1,2,1,3,2,1,2,1,1,1,0,3,1,1,1,2,1,2,2,4,2,2,3,2,3,3,3,3,3,3,8,3,2,1,4,3,2,1,4,2,2,2,3,3,2,2,2,2,108,48,2,3,3,3,4,2,1,3,1,3,2,0,1,2,2,2,4,4,2,4,2,2,3,1,2,2,2,1,0,0,0,0,0,0,5,3,4,3,3,3,3,4,3,2,2,4,8,11,9,1
1,108,49,2,1,2,1,4,2,1,4,4,1,5,2,2,2,7,2,2,2,1,1,1,4,1,1,1,1,3,3,2,1,2,3,1,2,0,1,1,2,1,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,8,1,4,2,4,2,2,1,3,3,2,2,1,2,3,1,2,2,108,49,2,3,3,2,3,1,3,2,1,2,2,0,2,2,2,2,2,4,4,2,3,2,2,1,2,1,2,3,0,0,0,0,0,0,5,3,0,1,4,3,3,2,1,1,1,3,7,13,8,1
1,108,50,2,10,1,2,5,4,2,1,2,2,2,2,1,1,7,2,3,3,1,1,1,4,1,1,1,1,1,3,3,1,3,3,2,3,0,1,2,1,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,8,3,2,1,3,2,2,2,3,2,2,2,3,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,50,3,33,3,4,2,22,1,2,0,2,0,0,2,2,1,2,4,4,3,3,3,3,3,1,2,1,2,2,0,0,0,0,0,0,5,4,2,4,4,2,2,1,3,1,3,3,1,0,1,2,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,51,2,11,4,2,4,10,3,4,2,2,5,1,4,1,2,2,3,3,1,1,1,4,1,1,2,2,2,2,3,2,2,3,3,1,0,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,3,3,8,3,2,1,2,2,2,1,4,3,3,3,3,4,3,2,3,2,108,51,2,3,3,3,4,2,2,3,3,2,3,0,2,2,1,2,4,4,1,2,2,2,3,1,2,0,2,2,0,0,0,0,0,0,5,4,2,4,1,3,3,1,2,5,3,4,10,9,7,1
1,108,52,2,9,5,2,2,3,4,4,3,2,1,1,1,2,7,1,3,3,1,1,1,4,1,2,2,1,1,1,1,1,3,2,1,1,0,3,2,2,1,2,1,3,1,2,3,1,2,3,1,2,3,2,3,3,8,3,1,1,4,1,1,1,3,3,3,2,3,2,3,1,1,2,108,52,2,3,3,3,4,1,3,2,2,3,3,0,2,2,1,1,1,3,2,2,3,3,1,2,2,1,2,1,0,0,0,0,0,0,5,4,3,3,3,1,3,4,3,5,2,5,8,7,7,1
1,108,53,2,9,5,2,5,1,1,2,2,2,4,1,2,2,5,3,1,2,1,1,1,4,3,3,1,2,3,3,3,1,3,3,3,3,0,1,2,3,2,3,1,3,1,3,2,1,2,1,1,2,1,2,2,1,4,3,3,1,4,3,3,2,2,3,3,2,1,1,2,1,1,2,108,53,2,3,2,2,3,1,3,3,2,3,3,0,3,2,1,3,1,3,1,2,1,1,2,1,2,0,1,1,0,0,0,0,0,0,4,3,3,1,1,1,0,1,2,5,4,3,4,3,4,1
1,108,54,2,10,1,1,2,11,2,2,2,2,5,2,1,2,3,3,2,1,1,1,1,4,1,3,2,2,1,3,2,2,1,3,3,2,0,2,1,1,1,2,1,1,2,1,2,1,3,2,3,1,1,2,3,1,5,3,2,2,3,2,3,1,1,2,1,2,3,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,54,1,32,3,4,2,32,3,2,0,3,0,0,2,1,4,1,1,0,1,2,2,2,3,1,1,3,1,2,0,0,0,0,0,0,5,2,2,2,0,2,3,1,2,4,0,1,0,5,0,6,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,55,2,10,2,2,3,7,4,3,4,2,5,2,2,2,1,3,2,2,1,2,1,4,1,3,3,2,3,3,3,2,1,2,2,3,0,2,1,2,1,2,2,2,1,3,1,2,3,2,1,1,2,3,2,1,6,2,3,2,3,3,2,2,2,2,2,1,2,3,2,2,1,2,108,55,2,3,2,2,3,3,3,3,1,3,3,0,2,2,2,2,3,3,1,3,2,2,2,1,2,1,1,1,0,0,0,0,0,0,4,2,1,3,0,2,3,1,1,4,2,1,5,6,4,1
1,108,56,2,11,2,3,5,1,1,1,2,1,5,2,1,2,7,2,2,3,1,1,1,4,1,2,1,2,1,2,1,2,1,3,3,3,0,3,1,1,3,2,3,1,1,3,2,1,3,1,2,2,2,2,3,3,8,3,3,2,1,2,2,2,3,2,2,2,3,3,2,3,3,2,108,56,2,3,3,2,3,1,1,2,2,1,3,0,2,2,1,2,5,5,1,3,2,1,3,2,2,0,2,3,0,0,0,0,0,0,5,4,2,4,3,2,3,2,0,4,3,2,7,9,8,1
1,108,57,2,10,1,2,2,3,2,2,2,1,4,2,1,1,7,1,2,4,1,1,1,4,1,1,2,1,1,3,2,2,2,3,1,3,0,1,1,2,3,2,1,2,3,3,2,2,3,2,3,2,2,2,3,3,8,3,3,1,4,3,2,1,4,2,2,2,3,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,57,3,33,2,3,2,33,1,3,0,3,0,0,2,3,1,2,4,3,1,8,2,2,2,2,2,0,2,3,0,0,0,0,0,0,5,4,1,4,3,3,3,1,2,4,4,4,0,7,0,9,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,58,2,11,2,2,1,3,1,4,2,2,4,1,2,1,6,2,2,3,1,1,1,4,1,3,2,2,1,3,2,2,1,2,3,3,0,2,2,2,2,2,2,3,1,3,3,3,3,1,1,2,2,2,3,2,3,3,1,1,4,2,2,2,3,2,2,1,2,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,58,3,33,3,4,1,21,2,3,0,3,0,0,1,2,1,2,4,4,1,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,5,4,2,4,0,2,2,1,3,3,3,4,0,9,0,9,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,59,2,10,3,1,5,3,1,2,2,2,5,1,2,1,7,2,2,2,1,1,1,2,1,1,1,1,2,3,3,2,1,3,3,3,0,2,2,2,2,2,1,2,1,3,2,3,3,1,3,2,1,2,3,3,7,3,2,3,2,3,3,1,4,2,1,2,2,4,3,3,2,2,108,59,2,3,3,3,4,2,3,2,3,2,3,0,3,3,2,2,2,2,1,4,3,3,3,3,2,1,1,2,0,0,0,0,0,0,4,3,2,2,4,2,2,1,1,3,2,4,10,7,7,1
1,108,60,2,9,2,2,5,2,1,3,4,1,1,1,2,2,7,2,2,1,1,1,1,4,1,3,2,2,1,1,2,2,2,2,3,2,0,4,2,3,3,3,1,3,1,2,2,2,2,1,2,2,1,2,3,3,8,2,3,3,1,2,1,2,3,2,1,2,2,2,3,3,4,2,108,60,2,3,3,3,4,3,3,3,2,2,3,0,1,1,3,3,4,4,4,5,3,1,2,3,1,3,1,2,0,0,0,0,0,0,5,1,1,1,1,1,1,0,0,1,3,3,10,4,3,1
1,108,61,2,10,5,2,5,1,4,4,1,2,4,2,4,2,3,3,2,2,1,1,1,4,1,3,2,2,1,1,2,2,3,3,2,2,2,2,2,3,2,3,1,1,1,2,2,3,3,1,1,1,3,3,3,3,8,3,3,1,4,2,1,3,1,3,2,1,2,3,3,1,2,2,108,61,2,3,3,3,4,2,3,3,3,1,3,0,3,2,1,3,3,2,3,4,3,1,1,1,2,1,2,2,0,0,0,0,0,0,5,4,2,3,0,1,0,0,2,1,4,1,9,6,4,1
1,108,62,2,10,5,2,5,4,2,1,3,2,3,1,4,1,2,2,2,3,1,2,1,4,3,2,2,2,1,1,2,2,2,3,1,1,0,3,2,2,3,3,1,2,2,3,3,2,2,3,3,3,3,2,3,3,8,3,2,2,2,2,2,3,4,2,2,3,2,3,3,2,3,2,108,62,2,3,3,3,4,3,2,3,3,3,3,0,3,3,2,2,4,3,1,1,2,2,3,2,2,1,2,1,0,0,0,0,0,0,3,4,2,4,1,2,2,2,1,5,4,3,10,10,8,1
1,108,63,2,3,3,1,4,9,1,2,6,1,4,1,1,1,7,1,1,3,1,1,1,4,1,1,1,1,1,3,1,2,3,3,1,1,3,3,1,1,1,2,1,3,2,3,2,2,3,3,2,3,3,3,3,3,8,3,3,1,2,3,2,2,3,2,2,3,3,4,2,1,2,2,108,63,2,3,2,3,4,1,3,3,1,3,3,0,2,2,2,2,4,4,2,1,2,1,1,1,2,0,3,2,0,0,0,0,0,0,5,4,0,4,4,2,3,3,1,5,2,5,5,11,8,1
1,108,64,2,10,4,2,3,10,1,2,3,1,5,1,1,1,7,1,3,4,1,1,1,4,1,1,1,1,1,1,2,1,2,1,2,1,2,3,2,3,3,3,1,3,3,3,2,2,3,2,2,3,3,3,2,1,6,3,1,2,3,2,2,1,4,3,3,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,64,3,33,3,4,3,33,1,2,0,3,0,0,3,3,2,2,4,4,1,2,2,1,3,1,2,1,3,3,0,0,0,0,0,0,5,3,1,4,4,3,1,3,2,5,4,6,1,0,1,1,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,65,2,10,1,2,1,4,1,1,2,2,4,2,1,1,1,1,2,3,1,1,1,4,1,2,1,2,2,3,2,2,2,0,0,0,0,4,3,3,2,3,3,3,1,2,3,3,3,3,3,3,3,3,3,2,4,3,3,1,4,2,2,1,4,2,2,1,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,65,3,32,2,4,3,32,1,1,0,3,0,0,2,2,1,2,5,5,1,2,2,2,2,1,2,1,2,3,0,0,0,0,0,0,5,4,2,4,2,3,0,0,2,4,3,4,0,6,1,2,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,66,2,10,3,2,5,1,3,1,2,2,5,1,1,1,7,2,2,3,1,1,1,4,1,2,1,1,3,3,2,2,2,1,1,2,2,3,2,1,1,2,2,3,1,2,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2,2,2,1,3,2,2,1,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,66,1,33,2,3,1,23,1,1,0,3,0,0,3,3,1,3,1,4,2,2,3,4,3,1,1,3,1,2,0,0,0,0,0,0,5,3,3,3,4,3,3,2,0,4,5,4,0,5,1,2,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,67,2,9,3,2,5,2,2,3,3,2,4,1,1,1,7,2,1,3,2,1,2,3,4,1,3,2,1,3,3,3,2,2,2,0,2,2,1,1,1,1,3,3,1,3,2,3,3,2,3,3,3,3,2,2,6,3,2,2,4,1,2,2,3,2,3,1,1,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,67,3,33,3,4,3,33,3,2,0,3,0,0,2,2,2,2,6,2,1,3,2,1,3,2,2,1,3,2,0,0,0,0,0,0,1,4,2,2,2,1,3,0,2,4,0,4,0,7,1,2,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,68,2,10,2,2,5,1,1,1,2,2,3,1,3,2,1,3,1,1,1,1,1,4,1,3,2,2,1,3,2,1,3,3,1,2,0,1,1,2,1,2,1,1,2,3,2,2,2,2,2,2,1,2,2,2,6,3,3,2,4,2,2,2,3,2,1,1,3,4,2,2,3,2,108,68,2,3,2,2,4,2,3,2,1,2,2,0,2,3,1,2,5,5,1,3,2,2,2,2,1,2,1,3,0,0,0,0,0,0,5,3,3,2,0,2,3,2,1,4,4,2,5,5,5,1
1,108,69,2,10,2,2,4,2,2,4,2,2,3,2,2,1,7,2,3,2,1,2,2,3,2,1,3,1,1,1,2,1,2,3,2,2,0,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,3,1,3,2,3,3,2,2,2,1,2,1,1,2,108,69,2,2,3,2,3,2,2,2,2,1,3,0,2,1,3,2,1,4,1,3,2,2,3,2,2,2,2,1,0,0,0,0,0,0,1,3,2,2,3,0,2,1,2,4,1,4,4,10,6,1
1,108,70,2,10,3,2,5,3,4,1,2,2,1,2,1,1,1,1,2,3,1,1,1,4,1,1,2,2,1,1,1,1,1,2,1,2,2,3,2,2,1,2,1,3,1,3,3,2,3,2,3,3,3,3,2,3,0,3,3,2,4,2,2,1,4,2,2,1,2,4,3,3,2,2,108,70,2,3,3,2,4,1,3,2,1,3,3,0,2,2,1,2,1,1,2,3,2,2,3,1,2,0,3,2,0,0,0,0,0,0,5,4,3,4,1,3,3,4,1,4,1,4,9,11,8,1
1,108,71,2,11,2,2,4,3,4,2,3,2,5,1,1,1,1,2,2,3,1,1,1,4,1,3,2,3,1,3,2,2,2,3,3,2,0,4,2,3,3,3,2,3,2,3,2,2,3,3,3,1,3,3,3,2,7,3,3,2,3,2,2,1,4,2,2,1,2,2,2,2,3,2,108,71,2,3,3,3,4,2,2,2,1,2,3,0,2,2,1,1,1,2,1,4,2,2,3,2,2,1,2,2,0,0,0,0,0,0,5,4,2,3,0,3,1,0,1,3,1,4,9,12,7,1
1,108,72,2,9,2,2,4,11,1,4,3,2,4,1,1,1,7,2,2,3,1,1,1,4,1,1,3,1,1,2,2,2,2,2,2,3,3,4,3,2,3,2,2,2,2,3,2,3,3,2,2,2,3,3,3,3,8,3,3,2,3,2,2,2,4,2,1,2,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,72,3,33,3,4,3,22,1,2,0,3,0,0,3,2,2,2,4,4,1,4,2,2,2,1,2,1,3,3,0,0,0,0,0,0,5,4,2,3,3,2,3,0,1,3,3,4,0,8,1,2,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,73,2,10,2,2,3,2,3,2,2,1,5,2,1,1,7,2,1,3,4,1,1,4,1,0,3,3,1,1,2,2,3,3,3,2,0,4,2,1,2,3,2,2,2,2,3,3,3,3,3,1,2,3,3,3,8,1,3,2,1,1,2,1,3,2,0,1,3,4,2,2,0,2,108,73,2,3,3,3,3,3,3,3,1,2,3,3,2,3,4,3,1,4,1,6,3,2,1,2,2,2,1,2,0,0,0,0,0,0,4,2,1,3,1,2,1,0,0,3,3,3,7,10,6,1
1,108,74,2,10,5,2,5,1,1,4,2,2,4,1,1,1,2,1,2,3,1,1,1,4,1,2,1,2,3,3,1,2,3,2,1,2,2,3,2,3,1,2,2,3,2,3,3,3,3,3,3,2,3,3,1,1,6,3,3,2,2,2,3,2,3,2,2,1,2,3,2,1,1,2,108,74,2,3,3,3,4,2,3,2,1,2,3,0,2,2,2,1,2,2,3,2,3,4,3,1,2,1,3,2,0,0,0,0,0,0,5,3,3,4,2,1,2,2,0,2,0,5,7,14,8,1
1,108,75,2,11,3,2,5,2,1,4,2,2,4,2,2,2,5,3,2,1,1,1,1,4,1,3,2,2,1,1,3,3,3,3,3,3,0,4,2,3,2,3,1,2,3,4,3,3,3,1,3,3,1,3,3,3,8,3,1,1,4,2,2,1,3,3,1,1,1,1,2,3,1,2,108,75,2,3,3,3,4,2,2,2,3,2,3,1,2,2,1,2,3,3,3,4,3,2,3,3,2,1,2,1,0,0,0,0,0,0,5,3,2,0,0,3,0,0,3,1,3,3,8,11,6,1
1,108,76,2,10,5,2,5,1,4,2,2,2,4,1,1,2,5,2,2,2,1,1,1,4,1,3,3,2,1,2,2,2,3,3,1,1,0,3,1,2,2,3,1,3,2,2,2,3,3,2,2,3,3,3,1,2,6,3,1,1,2,3,2,2,3,2,2,1,3,2,1,2,2,2,108,76,2,3,3,3,4,2,1,3,1,3,4,0,3,3,1,2,4,4,1,1,2,1,2,2,1,3,1,2,0,0,0,0,0,0,5,3,3,2,0,2,1,2,2,5,5,3,8,9,6,1
1,108,77,2,10,4,2,5,3,4,2,2,2,4,2,2,2,1,2,3,2,4,1,1,3,1,3,3,1,1,1,2,1,2,3,2,2,2,1,2,3,3,3,1,2,2,3,2,2,2,2,3,2,3,3,2,2,7,3,3,1,3,2,2,3,3,2,2,1,2,2,2,2,2,2,108,77,2,3,3,2,3,2,1,2,2,2,4,0,2,2,2,2,1,3,1,3,2,2,3,1,2,1,2,2,0,0,0,0,0,0,3,4,2,2,1,2,1,1,2,4,1,2,8,9,6,1
1,108,78,2,11,2,2,3,11,1,4,7,1,5,1,1,1,7,2,1,3,1,3,1,1,3,1,1,2,1,3,1,1,2,3,1,2,1,1,1,1,2,3,2,2,2,3,2,2,3,2,2,2,1,3,1,1,6,3,3,2,2,2,2,1,4,3,2,1,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,78,1,11,2,3,3,33,1,1,0,4,0,0,2,3,1,2,2,2,1,3,3,1,2,1,2,1,1,2,0,0,0,0,0,0,2,3,0,3,3,3,1,3,0,4,2,5,0,1,0,8,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,79,2,9,1,2,4,1,2,3,2,2,3,2,2,2,5,2,2,3,1,1,1,1,1,3,2,2,1,3,2,1,2,3,2,3,1,1,2,2,1,2,3,2,2,3,2,2,1,2,2,1,2,2,2,2,3,2,2,1,3,1,2,2,3,2,2,1,2,2,2,2,3,2,108,79,2,1,2,2,3,2,1,2,1,2,4,0,2,2,4,2,3,3,4,2,3,2,2,2,1,2,1,2,0,0,0,0,0,0,4,2,3,3,0,1,3,1,3,2,2,2,6,6,5,1
1,108,80,2,10,2,2,4,1,2,3,2,2,2,1,4,1,1,2,2,3,1,1,2,3,1,3,1,1,3,3,3,2,3,3,2,3,2,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,6,3,3,1,3,2,2,1,3,2,1,1,1,2,2,3,2,2,108,80,2,3,2,2,3,2,3,2,1,2,4,0,2,2,2,1,4,2,3,3,2,1,2,2,1,2,2,3,0,0,0,0,0,0,3,2,3,1,2,3,3,0,2,2,1,3,6,7,5,1
1,108,81,2,10,4,2,5,1,4,1,2,2,3,1,1,1,7,2,2,3,1,1,1,4,1,1,1,1,1,1,2,1,2,2,2,1,0,3,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,8,3,3,2,4,2,2,2,3,2,1,1,3,4,2,3,2,2,108,81,2,3,3,3,3,3,3,3,1,2,4,0,2,2,2,2,1,1,1,3,3,2,3,1,2,1,3,2,0,0,0,0,0,0,5,4,3,3,4,2,1,2,1,5,0,4,9,15,9,1
1,108,82,2,10,2,2,5,2,1,1,2,2,4,1,1,1,0,2,2,2,1,1,1,3,1,3,3,3,1,2,1,1,0,0,1,0,0,1,2,2,3,2,1,2,2,3,3,2,3,2,2,3,2,2,3,3,8,3,3,1,3,2,2,1,4,2,2,1,2,4,2,3,3,2,108,82,2,3,3,3,4,2,1,2,1,2,4,0,2,2,2,2,5,5,1,2,2,1,3,1,2,0,2,2,0,0,0,0,0,0,4,4,2,3,0,3,3,3,2,4,2,4,9,11,8,1
1,108,83,2,8,5,2,4,3,1,1,4,2,4,1,1,1,7,2,3,3,1,1,1,3,1,1,2,1,1,1,2,2,3,2,2,1,2,2,2,2,3,2,1,2,2,3,3,2,3,3,3,2,3,3,2,1,4,3,1,1,3,2,2,2,4,3,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
