COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153,COL154,COL155,COL156,COL157,COL158,COL159,COL160,COL161,COL162,COL163,COL164,COL165,COL166,COL167,COL168,COL169,COL170,COL171,COL172,COL173,COL174,COL175,COL176,COL177,COL178,COL179,COL180,COL181,COL182,COL183
1,35,11,2,2,7,1,3,4,1,3,1,11,3,5,177,2,3,2,2,4,1,1,2,5,1,6,3,2,1,3,3,6,6,5,4,1,3,11,1,1,1,2,1,99,1,99,4,10,6,4,8,2,2,5,2,,203,5001,1,20,50,2,1,1,1,2,3,1,1,2,2,2,1,1,2,2,1,2,2,2,6,6,20,21,1,11,11,1,10,1,70,9,4,9,99,99,9,9,99,99,99,99,90,40,99,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,12,2,2,6,1,5,5,1,1,1,11,3,5,521,3,6,3,3,4,3,3,1,1,10,7,4,3,3,1,4,6,11,6,10,2,3,2,3,3,3,1,3,99,2,99,2,6,4,10,8,2,2,8,1,,203,5001,2,20,10,9,1,2,1,3,3,3,1,2,2,1,1,1,1,2,5,2,1,2,1,3,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,13,2,3,4,3,2,5,2,4,1,11,3,5,820,2,4,2,2,1,1,1,2,4,4,1,2,1,1,3,4,9,4,10,9,3,3,1,1,1,1,2,1,99,1,99,2,8,4,10,6,2,3,3,2,,203,5001,3,20,30,5,1,1,5,5,5,3,1,1,1,1,1,1,1,1,4,4,2,2,6,6,21,1,0,20,41,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,14,2,2,5,1,2,3,1,3,2,2,2,4,929,2,1,1,2,4,1,1,2,4,1,6,3,3,2,3,2,9,11,8,4,4,2,4,1,3,1,3,3,99,3,99,3,10,8,4,6,2,2,2,2,,203,5001,4,20,20,1,1,1,5,1,1,3,1,1,1,1,1,1,2,2,6,4,7,2,6,6,21,1,0,20,91,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,15,2,4,5,1,3,3,1,3,1,11,3,5,929,2,3,1,2,4,1,1,2,6,1,6,3,2,3,3,3,9,11,8,3,4,3,2,1,1,1,3,1,99,2,99,3,10,8,4,6,2,2,6,1,,203,5001,5,20,11,1,1,1,1,5,2,3,1,1,1,1,1,1,1,1,6,3,3,2,6,6,20,11,1,11,10,21,0,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,16,2,2,4,3,5,1,3,4,1,11,3,5,813,2,5,1,1,2,1,1,2,3,4,2,1,1,1,1,4,9,8,11,0,5,1,1,3,3,3,3,3,99,1,99,8,4,10,8,6,2,2,7,1,,203,5001,6,20,11,1,1,1,5,5,1,3,1,1,1,1,3,1,3,3,6,4,3,2,6,6,20,21,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,40,99,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,17,2,5,3,1,4,5,1,3,2,5,2,1,695,2,2,1,1,2,2,3,2,3,1,6,3,2,2,4,2,9,7,11,4,4,3,6,3,3,3,3,3,99,3,99,4,10,4,8,6,2,2,2,2,,203,5001,7,20,20,5,1,1,5,5,1,3,1,1,3,1,1,1,2,2,2,4,1,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,60,49,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,18,2,3,5,1,4,5,2,3,2,9,1,4,653,1,3,1,1,2,1,1,2,5,2,6,3,1,2,4,1,9,10,4,9,3,1,1,1,1,1,2,1,99,1,99,7,8,6,10,4,2,3,6,2,,203,5001,8,20,60,1,1,2,5,1,2,3,1,1,1,1,1,1,1,1,6,4,3,2,1,3,20,11,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,19,2,3,4,1,4,1,1,3,2,9,1,4,929,2,3,1,3,1,2,1,2,2,1,6,3,2,2,3,3,9,11,8,11,4,1,3,3,3,2,1,3,99,3,99,3,8,6,10,4,2,2,5,2,,203,5001,9,20,21,1,1,1,5,5,5,3,1,1,1,1,1,1,1,1,6,4,3,1,6,6,11,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,10,99,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,20,2,2,3,1,2,1,1,3,2,3,2,4,0,0,4,1,1,4,2,3,3,2,1,6,3,1,2,1,3,9,9,11,9,5,3,3,3,3,3,3,3,99,3,99,2,6,8,10,4,2,2,5,1,,203,5002,0,20,31,1,1,1,1,5,4,3,1,1,1,1,1,1,1,1,6,1,3,1,6,6,20,21,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,21,2,5,6,1,3,5,2,3,2,9,1,3,653,1,2,1,1,4,2,2,1,2,3,6,3,2,2,2,3,9,9,4,12,1,1,3,3,3,3,3,3,99,3,99,3,10,6,8,4,2,2,4,1,,203,5002,1,20,11,1,1,1,1,1,2,3,1,1,1,1,1,1,2,2,6,4,2,2,6,6,20,21,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,22,2,4,3,1,1,5,1,1,1,11,3,5,521,3,2,1,1,4,2,3,3,3,3,6,3,2,2,2,5,9,9,7,4,1,3,2,3,3,3,3,3,99,2,99,2,6,10,8,4,2,2,8,3,,203,5002,2,20,11,1,1,1,5,5,5,3,1,1,1,1,1,1,1,1,3,4,7,2,6,6,21,11,11,21,20,20,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,23,2,2,3,1,4,1,2,3,1,11,3,5,929,2,3,1,1,4,2,2,1,2,1,6,3,2,2,2,1,9,9,2,0,1,3,3,3,4,4,1,2,99,1,99,8,11,11,11,11,11,2,7,1,,203,5002,3,20,11,1,1,1,5,1,2,3,1,1,1,1,1,1,1,1,7,2,2,3,7,7,31,21,21,21,21,11,21,0,81,0,5,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,24,2,5,1,4,5,3,3,4,1,11,3,5,835,2,5,1,1,2,2,2,3,3,1,6,3,2,2,2,5,9,11,9,4,2,3,2,3,3,3,3,3,99,2,99,8,6,8,10,4,2,2,6,1,,203,5002,4,20,11,1,1,1,5,5,2,1,1,1,1,1,1,1,1,1,6,2,2,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,25,2,3,5,1,4,1,1,3,2,2,2,4,0,0,3,1,2,4,2,3,2,4,1,6,3,1,2,3,2,9,9,0,4,1,3,3,2,3,2,1,2,99,3,99,3,6,8,10,4,2,2,4,3,,203,5002,5,20,11,1,1,2,1,3,3,3,1,1,1,1,1,1,2,1,6,2,2,2,1,3,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,26,2,3,5,3,7,3,3,4,2,5,2,6,651,1,4,1,1,2,2,3,1,1,1,6,3,1,3,1,4,9,9,0,0,1,3,1,3,1,1,2,1,99,1,99,2,6,8,10,4,2,2,4,1,,203,5002,6,20,11,1,1,1,5,5,1,3,1,1,1,1,1,1,1,1,7,5,7,1,2,1,11,11,11,21,21,1,10,9,30,9,4,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,27,2,2,2,1,0,1,1,1,1,11,3,5,521,3,6,2,4,5,3,1,4,6,10,7,4,2,1,2,4,3,3,11,4,1,3,3,3,3,3,1,2,99,3,99,1,11,11,11,1,11,3,8,1,,203,5002,7,20,11,1,1,1,1,2,3,3,1,2,2,1,1,1,1,1,6,2,6,3,6,6,21,11,11,21,21,1,10,8,70,9,4,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,28,2,2,3,1,4,2,2,3,2,8,1,4,653,1,2,1,1,2,2,2,1,2,1,6,3,2,1,1,3,3,11,3,7,2,2,3,1,1,1,1,3,99,3,99,2,6,8,10,4,2,2,5,1,,203,5002,8,20,11,1,1,1,1,5,1,3,1,2,2,2,2,2,2,2,6,4,4,1,1,1,21,11,11,21,21,1,10,9,10,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,29,2,4,7,1,7,3,3,3,1,11,3,5,253,2,3,1,2,4,1,1,1,2,1,6,3,4,4,5,3,3,11,12,4,4,3,4,2,2,2,3,2,99,2,99,3,10,8,6,2,4,2,6,1,,203,5002,9,20,11,1,1,2,1,1,3,3,1,2,2,2,2,1,2,1,1,4,3,2,6,6,21,1,0,91,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,70,59,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,30,2,2,5,1,2,2,1,3,1,11,3,5,533,2,3,2,1,2,2,2,1,2,3,6,3,4,4,3,3,3,3,11,4,1,2,1,1,1,1,2,1,99,1,99,4,4,10,8,6,2,2,6,1,,203,5003,0,20,10,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,6,2,4,2,1,3,20,11,1,11,11,1,10,3,70,9,4,9,99,99,9,9,99,99,99,99,90,10,99,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,31,2,2,4,1,3,5,1,3,1,11,3,5,345,2,3,1,3,1,1,1,2,5,1,6,3,3,2,4,5,3,11,0,4,5,3,3,3,3,3,1,3,99,3,99,2,6,10,8,4,2,2,5,2,,203,5003,1,20,11,1,1,1,3,4,4,3,1,3,3,3,3,1,3,1,6,2,2,2,5,5,21,11,11,21,20,21,0,9,70,2,3,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,32,2,2,6,2,2,5,1,3,1,11,3,5,0,0,4,1,2,1,1,1,2,4,1,6,3,3,2,3,4,3,5,8,4,4,3,1,1,1,1,2,1,99,1,99,3,10,8,6,2,4,1,5,2,,203,5003,2,20,70,1,1,1,2,1,3,3,1,1,2,1,2,1,1,1,6,4,2,2,6,6,20,61,1,11,11,1,10,9,70,2,1,9,99,99,9,9,99,99,99,99,90,10,99,99,9,2,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,33,2,3,3,1,2,4,1,3,1,11,3,5,50,2,4,2,2,1,2,1,2,5,1,6,3,1,2,4,2,3,2,7,3,3,1,2,3,3,3,3,3,99,3,99,2,10,8,6,4,2,2,3,2,,203,5003,3,20,30,1,1,1,5,1,1,3,1,3,3,1,3,1,3,3,6,4,2,2,1,3,20,11,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,34,2,6,3,1,2,5,1,1,4,9,1,3,521,3,1,1,3,4,3,3,3,3,10,7,4,4,4,5,4,3,0,0,0,5,3,7,3,3,3,3,3,99,4,99,9,6,8,10,4,2,3,8,3,,203,5003,4,20,21,2,1,2,2,2,3,3,1,2,2,2,2,1,1,1,6,4,2,2,1,3,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,35,2,2,4,1,5,4,1,3,1,11,3,5,189,2,4,1,2,4,1,1,2,5,1,6,3,4,2,4,4,3,4,0,4,5,2,1,1,1,1,2,1,99,1,99,6,10,4,6,8,2,4,7,2,,203,5003,5,20,20,2,1,1,1,5,3,3,1,2,2,2,2,1,2,2,6,4,7,1,6,6,11,11,11,21,21,1,10,9,10,9,4,9,99,99,9,9,99,99,99,99,90,60,99,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,36,2,3,2,1,6,2,1,1,1,11,3,5,0,0,6,3,3,1,3,3,3,2,10,7,4,3,3,3,5,3,0,0,0,5,3,3,1,1,1,1,2,99,3,99,8,4,6,10,8,2,3,8,1,,203,5003,6,20,11,1,1,1,5,1,2,3,1,3,3,1,1,1,1,1,6,2,1,3,6,6,21,11,11,21,21,1,11,0,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,37,2,6,3,1,7,4,1,3,2,5,1,4,695,2,3,1,2,1,1,1,1,4,1,6,3,1,1,3,4,5,6,3,10,4,1,4,3,3,2,1,3,99,3,99,2,6,8,11,4,2,2,8,1,,203,5003,7,20,11,1,1,1,1,1,2,3,1,3,3,1,3,1,2,1,6,4,2,2,1,3,20,11,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,60,99,99,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,38,2,2,4,1,2,1,1,1,1,11,3,5,521,3,1,1,2,4,1,1,2,5,1,6,3,4,4,3,4,0,8,0,7,5,2,2,3,1,1,3,1,99,1,99,3,10,6,4,8,2,2,8,3,,203,5003,8,20,21,1,3,1,1,5,2,3,1,1,1,1,1,1,1,1,6,2,2,2,6,6,20,11,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,39,2,2,5,1,2,5,1,1,1,11,3,5,521,3,1,2,2,4,1,1,2,5,1,6,3,3,2,4,2,5,11,10,1,4,2,1,1,1,1,3,1,99,1,99,2,10,2,6,8,4,2,8,1,,203,5003,9,20,60,8,2,1,5,5,1,3,1,1,1,1,1,1,3,2,6,4,7,1,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,80,89,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,40,2,2,3,1,1,4,1,2,2,7,1,1,603,1,2,1,2,4,2,1,1,3,1,6,3,2,2,2,2,5,2,11,4,4,2,2,3,1,1,3,1,99,1,99,2,8,4,10,6,2,2,5,1,,203,5004,0,20,11,1,2,1,5,5,1,3,1,3,1,1,1,1,1,1,3,4,4,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,41,2,2,4,1,2,3,2,3,2,4,2,4,821,2,3,1,2,1,1,1,2,4,1,6,3,4,4,1,2,5,11,5,11,2,3,1,1,1,2,2,1,99,1,99,8,6,8,10,4,2,2,3,1,,203,5004,1,20,11,1,1,1,5,2,3,3,1,1,1,1,1,1,1,1,6,1,4,1,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,91,1,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,42,2,6,3,1,5,1,1,2,4,9,1,4,60,2,1,1,1,1,2,3,1,3,1,6,3,2,2,5,6,5,5,0,11,1,3,3,1,1,1,3,2,99,4,99,8,5,11,11,3,1,2,8,1,,203,5004,2,20,71,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,4,8,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,99,99,90,0,9,99,9,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
