CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46A.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,CARD..1,DECK..1,BALLOT..1,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,V.79.,V.80.
1,112,1,1,2,1,4,5,2,3,4,4,3,4,3,5,5,1,2,4,4,2,4,4,2,1,4,3,2,2,4,0,1,2,3,5,4,3,2,3,3,4,2,2,2,1,1,1,1,1,2,2,5,4,4,4,2,4,4,3,3,5,4,1,1,3,1,4,3,1,4,1,1,3,2,112,1,3,3,3,3,3,2,11,3
1,112,2,1,2,1,4,5,2,3,3,3,2,3,3,3,3,1,2,2,2,3,2,4,2,3,3,2,2,2,2,2,1,2,2,3,3,3,2,2,2,3,2,4,2,2,2,1,2,2,2,3,4,2,5,3,2,3,3,3,3,4,2,4,2,3,2,3,2,2,2,2,1,2,2,112,2,1,3,2,2,2,3,23,34
1,112,3,1,1,1,4,5,2,3,3,4,4,2,3,3,4,1,2,3,3,3,4,4,4,3,4,3,2,1,3,2,2,3,2,4,4,3,2,2,2,3,4,4,2,1,1,0,0,2,2,3,4,3,3,4,2,2,4,4,3,4,3,2,2,3,4,3,4,2,2,2,0,2,2,112,3,3,3,3,3,2,2,32,44
1,112,4,1,1,1,4,5,2,4,4,4,1,4,4,4,3,1,1,4,2,3,5,4,1,3,4,3,2,1,3,4,2,3,3,5,4,3,2,1,3,4,4,6,3,3,2,1,2,2,3,4,4,4,5,3,3,3,3,4,3,4,3,2,2,3,1,3,4,2,2,3,0,3,2,112,4,3,2,3,3,1,2,21,74
1,112,5,1,2,1,4,5,5,3,4,4,3,5,4,4,4,2,2,3,2,3,3,3,2,3,2,3,2,2,3,4,3,3,3,5,4,3,2,2,3,3,2,4,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,2,112,5,2,2,2,2,1,2,13,33
1,112,6,1,2,1,4,5,2,3,4,4,1,2,3,4,1,1,2,2,2,2,1,2,3,2,3,3,2,2,2,4,2,2,2,5,4,0,3,2,5,3,4,4,2,1,1,1,1,3,2,2,4,4,3,3,3,2,2,2,2,2,3,3,2,2,1,3,4,1,2,3,0,3,2,112,6,3,3,3,3,2,3,83,15
1,112,7,1,1,3,4,5,2,4,4,4,3,3,4,4,5,1,3,4,2,2,2,4,3,2,4,3,2,1,2,4,2,2,3,5,4,2,3,3,2,4,4,3,2,1,1,1,2,2,1,3,3,4,3,4,0,0,0,0,0,0,3,3,2,3,1,3,3,1,1,2,0,2,2,112,7,2,3,2,3,3,3,61,62
1,112,8,1,2,1,4,5,2,3,5,3,2,2,2,3,2,1,2,4,3,3,3,3,3,3,4,3,2,4,2,4,2,2,2,4,4,2,3,3,2,3,4,4,2,2,2,2,2,2,2,3,3,4,4,3,3,2,4,3,3,4,2,3,2,1,5,4,4,2,2,2,2,2,2,112,8,3,1,2,3,2,3,52,76
1,112,9,1,3,1,4,5,2,3,4,3,1,2,3,3,2,1,2,3,2,3,2,1,1,3,2,3,2,1,2,3,2,2,2,3,3,2,3,2,2,3,3,5,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,3,3,1,1,3,3,3,2,3,3,2,2,2,112,9,2,2,2,3,1,3,31,7
1,112,10,1,2,1,4,5,2,3,4,0,3,3,4,3,5,1,3,3,3,1,2,1,4,3,3,3,2,1,2,2,2,2,3,3,4,2,3,4,2,2,4,2,2,1,2,2,2,2,2,2,2,4,2,3,4,2,2,4,3,2,3,2,2,3,2,2,4,2,1,3,2,3,2,112,10,3,3,3,2,3,3,12,40
1,112,11,1,2,1,4,5,2,3,3,4,2,2,2,2,3,1,3,2,2,3,2,2,2,2,4,3,6,4,2,3,3,2,2,4,4,2,3,3,5,3,4,6,5,1,1,2,4,3,2,6,4,4,4,2,2,2,4,5,3,2,2,4,2,3,3,3,4,3,2,4,2,2,2,112,11,1,2,2,3,3,2,93,38
1,112,12,1,2,1,4,5,2,3,4,4,3,3,3,2,5,1,2,4,3,3,3,3,2,1,4,2,1,3,2,4,1,2,3,5,4,2,3,2,4,4,3,4,2,1,1,2,2,2,2,2,4,2,5,3,2,2,2,3,3,4,3,2,1,3,3,3,2,2,1,3,2,2,2,112,12,1,3,3,2,1,1,23,15
1,112,13,1,1,1,4,5,2,3,3,3,3,3,2,3,5,1,2,2,3,3,2,2,2,1,3,3,1,2,3,4,2,3,2,5,3,2,3,3,2,4,4,2,1,2,1,2,1,2,2,2,5,5,5,4,3,2,4,5,3,4,3,2,1,5,1,3,3,2,1,3,0,3,2,112,13,2,3,2,3,3,3,51,28
1,112,14,1,1,1,4,5,3,4,4,4,3,4,3,4,5,1,3,4,4,2,4,4,3,1,2,3,1,1,1,4,2,1,3,5,4,3,3,3,4,4,4,4,3,2,2,2,2,2,2,3,5,4,5,1,2,3,2,3,4,4,3,3,3,1,3,3,3,1,1,2,2,1,2,112,14,3,2,2,2,1,1,42,21
1,112,15,1,2,1,4,5,2,4,4,3,4,2,3,4,5,1,2,4,2,2,3,3,2,1,3,3,1,1,2,4,2,1,2,3,4,3,3,3,4,4,4,4,2,2,2,2,3,3,3,4,4,4,5,4,3,3,4,3,4,4,3,2,1,3,3,4,4,2,2,3,1,3,2,112,15,3,3,3,2,3,3,23,19
1,112,16,1,2,1,4,5,1,3,4,4,2,4,2,3,4,1,2,2,3,3,3,2,2,2,3,3,2,2,2,4,2,1,3,5,4,3,3,2,2,2,2,3,5,2,1,2,2,2,2,3,3,4,4,3,2,2,2,3,4,4,2,3,1,3,3,4,4,1,2,2,3,3,2,112,16,3,3,2,1,1,2,23,43
1,112,17,1,3,1,4,5,2,4,4,4,3,2,2,2,4,1,2,3,2,1,4,2,3,2,3,3,2,2,2,3,2,1,3,5,4,3,3,3,2,4,4,4,2,2,3,3,3,3,3,4,4,3,5,2,2,3,3,4,4,5,3,2,1,3,5,4,3,2,2,2,0,2,2,112,17,3,3,3,3,3,3,33,3
1,112,18,1,1,1,4,5,2,2,5,3,2,2,3,4,2,1,1,2,1,1,1,2,2,1,4,3,1,1,2,2,2,2,3,3,4,3,3,2,2,4,4,2,2,1,1,1,1,2,2,2,2,2,3,2,2,2,2,4,2,3,2,3,2,3,3,4,4,1,1,3,0,1,2,112,18,1,2,1,3,3,2,43,12
1,112,19,1,2,1,4,5,2,3,4,4,3,5,4,5,5,1,3,4,4,5,4,4,3,1,1,3,3,2,3,4,2,2,4,5,4,3,3,4,4,4,3,7,2,1,1,1,1,2,2,4,5,4,5,4,3,3,4,4,4,4,4,2,1,3,0,4,4,1,3,2,0,3,2,112,19,3,3,3,3,3,3,21,42
1,112,20,1,2,1,4,5,2,4,4,4,3,4,4,5,5,1,3,4,4,4,4,3,3,1,1,3,2,1,3,4,2,2,4,5,4,3,3,4,4,4,4,6,5,3,2,2,1,3,2,4,4,4,4,3,3,3,4,4,3,4,3,2,3,3,3,4,4,3,3,1,0,2,2,112,20,2,3,3,3,3,3,12,48
1,112,21,1,3,1,4,5,2,4,4,4,3,5,4,5,5,1,3,4,4,4,4,4,4,1,4,3,2,2,3,4,2,2,4,5,4,3,3,4,4,4,4,5,4,3,3,3,3,3,3,5,5,5,5,1,4,4,4,4,3,4,4,3,1,1,3,4,4,1,1,3,2,3,2,112,21,3,3,3,3,1,3,34,54
1,112,22,1,3,1,4,5,2,3,4,4,2,2,3,4,5,2,3,3,3,3,3,4,4,1,2,3,6,2,3,4,2,2,4,5,4,3,3,4,4,4,4,5,4,3,1,2,3,3,3,5,5,5,5,4,4,4,4,4,4,5,4,1,1,3,1,4,4,1,1,1,2,1,2,112,22,3,3,3,3,3,3,32,19
1,112,23,1,2,3,4,5,1,4,4,4,3,3,4,4,4,1,3,4,4,3,2,4,3,1,4,2,2,2,1,4,2,2,3,5,4,3,3,3,3,4,4,5,3,3,2,2,2,3,2,4,5,5,4,4,3,3,4,4,3,4,3,2,2,3,1,4,4,1,1,3,0,2,2,112,23,2,1,1,3,2,3,82,6
1,112,24,1,1,1,4,5,2,3,4,4,3,3,4,4,3,1,3,4,3,2,3,2,3,1,4,2,1,3,2,4,2,2,3,5,4,3,3,4,3,4,4,4,4,3,3,2,2,2,2,4,4,4,1,4,3,3,3,2,3,4,2,1,1,3,3,3,4,1,2,1,2,2,2,112,24,2,2,2,2,1,2,71,75
1,112,25,1,2,1,4,5,2,4,4,4,3,5,4,4,5,1,3,4,3,4,3,4,4,1,4,1,2,2,2,4,2,2,3,5,4,3,3,4,4,4,4,2,2,1,1,1,1,2,2,3,5,4,5,3,3,4,4,4,3,5,2,3,4,3,2,4,4,2,1,1,0,2,2,112,25,3,2,3,3,2,2,51,25
1,112,26,1,1,1,4,5,3,4,4,4,3,3,4,4,4,1,3,4,2,2,4,2,3,1,4,3,2,2,3,4,2,0,5,0,5,0,0,5,5,5,5,7,5,0,1,1,1,2,1,2,3,4,5,4,3,2,4,4,3,4,4,3,1,3,2,3,4,1,1,1,2,3,2,112,26,3,1,2,3,3,3,22,59
1,112,27,1,1,1,4,5,2,4,4,4,2,4,2,3,4,2,2,3,2,3,3,3,4,2,4,1,1,1,2,4,2,0,5,0,5,0,0,5,5,5,5,7,5,0,2,2,3,3,2,4,4,3,3,3,4,4,3,3,4,5,3,1,4,1,1,3,4,1,4,4,1,3,2,112,27,3,3,3,3,3,2,23,18
1,112,28,1,2,1,4,5,1,3,4,4,4,3,4,4,3,1,3,3,1,2,2,2,2,1,4,2,1,4,3,4,1,0,5,0,5,0,0,5,4,3,3,4,2,1,1,1,1,2,2,3,4,2,2,1,2,4,2,3,4,3,2,4,2,3,6,4,2,2,1,3,2,1,2,112,28,1,1,1,1,1,3,54,62
1,112,29,1,2,1,4,5,2,3,4,4,3,4,3,4,5,1,2,4,4,3,2,1,1,1,5,3,3,4,2,4,2,2,3,5,4,3,0,1,2,4,1,5,5,1,0,1,2,0,0,6,4,4,4,3,2,3,4,4,4,5,4,1,1,4,1,1,2,2,2,0,3,0,2,112,29,4,0,4,4,0,4,32,76
1,112,30,1,1,1,4,5,2,2,2,4,3,2,0,3,6,1,2,4,5,5,5,4,4,3,4,3,1,5,3,4,3,2,5,4,4,3,0,4,4,4,4,2,5,0,1,2,1,1,0,1,5,0,5,4,4,4,0,4,0,5,4,1,1,3,3,4,4,1,1,0,2,1,2,112,30,1,1,3,1,1,3,53,28
1,112,31,1,2,1,4,5,2,3,4,4,3,4,2,3,3,1,2,3,3,2,3,3,3,2,4,3,2,2,2,2,2,1,3,4,4,1,1,2,3,3,4,4,2,2,1,2,2,3,2,3,4,3,5,3,3,3,4,3,4,5,3,3,2,3,6,4,4,2,2,1,2,3,2,112,31,1,1,3,1,1,2,21,75
1,112,32,1,2,1,4,5,2,2,4,2,2,3,2,4,4,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,1,3,4,4,1,1,2,2,2,2,6,2,2,1,2,2,2,2,4,2,3,3,2,2,1,2,3,2,3,2,4,4,1,3,2,2,2,3,1,3,2,2,112,32,2,2,0,1,2,3,34,48
1,112,33,1,1,1,4,5,2,1,4,4,1,1,2,2,3,1,1,2,2,3,1,1,1,2,4,3,1,1,1,2,2,1,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,3,2,4,1,2,5,2,4,2,2,2,5,3,1,2,1,1,3,2,1,2,112,33,1,1,1,3,0,1,22,74
1,112,34,1,3,1,4,5,2,4,3,3,3,4,3,4,5,1,3,3,3,2,3,3,3,1,2,3,6,3,3,4,3,1,3,4,4,1,1,3,3,3,3,5,3,3,3,3,3,3,3,4,4,5,4,3,3,3,4,3,2,4,2,2,1,3,3,4,4,2,2,1,2,2,2,112,34,3,2,2,3,3,1,93,4
1,112,35,1,3,1,4,5,3,1,4,1,1,1,1,1,5,1,2,1,3,2,2,1,5,2,1,2,1,1,1,1,1,1,3,3,1,1,1,2,4,4,2,1,1,1,1,1,1,1,1,1,3,2,5,1,1,3,2,2,2,1,4,2,4,3,1,4,2,4,4,1,2,3,2,112,35,2,3,3,3,3,3,83,2
1,112,36,1,3,3,4,5,2,3,4,2,2,3,3,4,3,1,1,2,1,1,1,2,1,2,4,1,1,2,3,3,1,1,1,3,3,1,1,2,2,1,1,6,2,1,1,2,2,2,2,2,2,2,2,1,3,2,1,1,2,3,2,2,2,1,3,3,3,1,2,1,2,2,2,112,36,1,1,1,1,1,2,23,66
1,112,37,1,4,1,4,5,2,3,4,3,2,2,3,3,3,1,3,4,2,2,2,3,2,2,3,2,1,1,1,3,1,1,2,3,3,1,1,1,3,3,1,4,2,1,1,1,2,2,1,2,4,2,3,3,2,3,3,2,3,3,3,3,4,2,3,3,2,2,3,3,2,2,2,112,37,3,1,3,2,1,3,33,5
1,112,38,1,1,1,4,5,2,3,3,3,2,5,2,3,2,1,2,4,2,1,1,2,2,2,2,3,2,1,3,2,1,1,1,4,3,1,1,1,1,1,1,4,2,1,1,2,3,1,2,2,3,3,4,1,2,2,1,3,3,4,2,2,1,3,3,2,2,1,1,2,0,1,2,112,38,1,3,1,1,2,1,94,2
1,112,39,1,2,1,4,5,2,2,4,3,1,2,2,1,3,1,2,2,1,3,1,1,2,1,5,3,1,1,1,4,2,2,2,5,4,1,1,2,3,4,3,4,1,1,1,1,1,2,1,1,4,4,4,1,1,2,4,4,2,2,4,3,2,3,3,4,4,1,1,1,0,1,2,112,39,1,3,3,3,3,3,12,57
1,112,40,1,2,2,4,5,3,4,4,5,2,2,4,4,4,5,2,3,2,3,3,4,4,1,4,3,2,1,1,4,2,2,4,5,4,1,1,3,4,4,3,1,2,2,2,2,1,2,2,3,5,4,3,4,3,4,3,5,2,5,4,1,2,3,6,4,4,2,2,3,0,3,2,112,40,3,3,2,3,3,3,93,27
1,112,41,1,1,1,4,5,2,3,4,4,3,3,3,3,5,1,2,3,3,4,4,4,2,1,3,3,2,1,2,3,2,2,3,4,4,1,1,2,3,3,1,4,3,1,1,2,2,2,2,4,5,3,4,2,2,3,1,4,3,3,2,4,2,4,1,4,3,2,2,3,2,3,2,112,41,1,3,3,3,3,3,33,56
1,112,42,1,1,1,3,5,2,2,5,3,4,2,2,3,3,2,2,3,3,2,2,5,5,3,4,3,6,2,2,3,3,1,2,4,3,3,2,3,3,4,4,2,2,1,1,1,1,1,2,2,3,3,3,3,2,2,3,3,2,4,1,3,2,3,6,4,4,1,1,2,0,1,2,112,42,1,3,1,1,3,1,42,4
1,112,43,1,1,1,4,5,2,2,3,3,2,1,3,3,3,2,2,2,2,2,2,2,3,2,4,3,2,1,2,4,2,2,3,5,3,1,1,3,2,1,2,2,2,3,2,2,2,3,2,4,4,3,3,3,2,1,2,2,2,2,2,4,4,1,3,1,3,2,1,3,1,2,2,112,43,2,2,2,2,1,1,23,31
1,112,44,1,3,1,4,5,2,2,4,3,2,2,1,3,4,1,2,3,2,3,3,2,1,2,4,3,3,2,2,2,2,2,2,4,4,1,1,2,2,3,2,4,2,2,2,2,2,3,2,4,3,2,3,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,1,0,3,0,2,112,44,4,0,4,4,0,4,91,38
1,112,45,1,3,1,5,5,3,3,4,2,2,1,2,3,3,2,1,2,2,3,2,2,2,1,3,3,2,2,2,3,2,2,2,4,3,2,2,2,2,4,3,4,2,2,1,2,1,3,2,3,3,3,3,3,2,2,3,3,2,2,2,3,2,3,3,3,4,2,2,1,2,1,2,112,45,3,1,3,2,2,1,92,39
1,112,46,1,2,1,5,5,2,3,3,3,4,5,4,4,3,1,2,3,3,2,3,2,3,1,3,3,2,1,2,4,2,2,3,5,4,2,2,3,3,3,2,4,3,3,2,2,3,3,0,4,4,4,4,3,2,3,4,3,2,4,3,2,2,3,3,3,2,2,2,2,3,2,2,112,46,3,1,3,1,1,2,33,14
1,112,47,1,2,1,5,5,2,4,4,4,2,3,1,3,3,2,2,3,2,3,3,3,2,2,4,3,3,1,2,4,1,1,2,5,4,3,2,2,2,4,2,4,3,3,2,2,3,2,2,4,4,3,5,3,2,2,4,3,4,5,3,3,3,3,5,4,3,2,2,3,0,1,2,112,47,2,2,2,1,3,3,31,38
1,112,48,1,1,1,5,5,2,4,4,3,4,3,3,4,4,2,2,3,2,3,3,3,3,1,3,3,6,3,2,4,2,2,3,5,4,2,1,3,3,4,4,5,3,3,3,2,2,3,3,4,4,4,4,3,2,2,4,3,3,4,2,2,1,3,3,3,3,2,3,3,2,2,2,112,48,1,1,1,1,2,2,83,6
1,112,49,1,3,4,5,5,2,3,4,3,3,2,3,3,3,3,1,3,1,2,3,3,3,2,4,3,2,1,1,3,2,2,2,4,4,2,1,2,2,3,4,4,1,3,2,2,2,3,2,4,4,4,3,3,3,2,3,3,3,4,3,3,3,3,2,3,4,2,2,3,2,2,2,112,49,1,2,3,3,3,3,93,41
1,112,50,1,2,1,5,5,2,4,4,4,1,2,3,4,3,1,2,1,1,3,2,1,2,1,4,0,7,5,5,5,0,2,2,4,4,2,1,2,2,3,3,4,2,3,3,1,2,3,2,3,3,4,3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,4,3,1,0,1,2,112,50,1,2,1,3,1,3,81,44
1,112,51,1,1,1,5,5,2,4,4,4,2,2,3,3,1,1,1,3,1,3,3,2,2,2,4,3,2,1,1,2,2,2,2,5,4,3,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,2,3,2,1,2,2,2,2,2,1,2,4,2,3,2,1,1,4,3,2,1,2,112,51,1,1,1,1,1,1,31,68
1,112,52,1,3,1,5,5,2,3,4,3,4,2,3,3,4,1,2,3,3,3,3,2,3,3,3,3,3,2,3,2,2,2,3,4,4,3,1,3,2,3,3,4,2,3,3,2,3,3,2,4,3,3,4,4,2,3,4,3,3,4,2,2,2,3,3,3,3,2,2,2,2,3,2,112,52,2,3,3,2,2,2,14,71
1,112,53,1,2,1,5,5,2,2,4,3,4,3,3,4,3,2,2,4,2,3,2,2,2,3,4,3,2,1,1,4,2,1,2,5,4,2,2,2,2,4,2,4,2,3,2,2,2,3,2,4,4,4,4,3,3,3,3,3,3,3,4,2,1,3,3,3,2,1,2,3,0,1,2,112,53,2,2,1,3,2,2,31,3
1,112,54,1,1,4,5,5,3,3,4,4,2,2,3,4,3,2,2,4,3,3,3,3,3,1,3,3,3,3,2,4,2,2,3,5,4,3,2,3,3,3,2,6,2,3,2,2,2,0,2,3,4,4,4,0,2,3,4,0,3,4,3,2,1,3,3,3,2,1,2,3,0,3,2,112,54,3,1,1,1,2,2,11,33
1,112,55,1,1,1,5,5,3,4,4,4,3,3,3,4,4,2,2,4,3,2,3,3,3,1,3,3,2,2,3,4,2,2,3,4,4,3,2,2,2,3,4,4,5,1,2,2,2,3,2,4,3,3,4,3,3,2,2,4,3,3,3,2,1,3,2,3,4,2,2,2,0,2,2,112,55,2,2,1,3,3,3,93,35
1,112,56,1,2,1,5,5,5,2,5,4,2,1,4,5,5,1,2,3,3,3,2,4,2,1,4,3,2,1,3,2,2,2,3,2,3,3,2,2,3,4,3,4,3,1,1,1,3,3,2,3,4,4,4,3,2,2,4,4,2,4,3,2,1,3,1,4,3,2,2,2,1,3,2,112,56,3,3,1,3,1,3,14,76
1,112,57,1,2,1,5,5,3,2,4,4,2,4,2,3,5,1,2,3,2,3,3,3,2,1,4,1,2,1,2,4,2,2,3,5,4,3,2,2,3,4,4,4,2,3,1,2,3,3,2,3,4,3,4,3,2,3,4,3,3,4,3,4,2,3,2,4,4,1,1,3,2,3,2,112,57,3,3,3,3,3,3,12,34
1,112,58,1,2,3,5,5,1,2,2,3,3,1,3,3,1,5,1,2,4,1,3,3,2,2,1,3,2,1,1,2,2,2,3,5,4,3,2,2,3,4,2,2,1,2,1,3,1,2,1,3,4,3,3,4,2,3,3,3,3,4,3,2,2,3,3,4,2,1,2,2,0,1,2,112,58,2,1,1,1,1,3,32,6
1,112,59,1,1,1,5,5,2,2,4,4,3,2,1,3,5,1,2,4,4,3,3,4,4,2,1,2,2,1,1,4,1,1,3,5,4,3,3,3,4,4,4,2,4,3,3,1,2,1,1,2,5,2,4,3,3,3,4,4,3,4,3,3,1,3,2,4,3,1,1,3,0,3,2,112,59,3,3,3,3,3,3,51,33
1,112,60,1,3,1,5,5,2,4,4,5,3,5,1,1,3,1,2,2,3,2,1,1,2,2,1,2,1,1,2,4,1,1,2,5,4,0,1,1,1,2,2,5,2,2,1,3,1,2,1,3,3,2,3,1,2,2,1,3,2,3,2,3,1,3,1,4,4,0,2,3,3,3,2,112,60,3,2,2,2,2,2,23,10
1,112,61,1,1,1,5,5,2,3,4,4,3,4,4,5,5,1,2,4,3,2,3,5,4,1,4,3,3,1,1,4,2,2,3,5,4,1,1,3,3,3,4,6,4,1,1,3,4,2,2,4,5,3,5,4,4,4,4,3,3,4,4,2,3,3,2,4,4,1,1,3,0,3,2,112,61,3,3,3,2,3,3,12,1
1,112,62,1,4,1,6,5,2,4,4,3,2,5,4,5,5,1,2,4,4,3,3,2,2,3,3,3,1,1,1,4,2,2,2,5,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,3,3,3,3,2,3,3,3,4,2,2,3,3,0,4,4,3,3,3,0,2,2,112,62,3,2,2,3,3,3,91,33
1,112,63,1,2,1,5,5,2,4,4,4,1,2,3,4,3,1,2,4,2,4,3,4,3,3,3,3,2,1,3,3,2,2,4,5,4,3,2,4,4,4,4,5,3,3,2,3,2,3,2,4,4,4,4,3,3,3,3,4,2,4,3,3,3,3,2,4,3,4,1,3,0,2,2,112,63,2,3,3,3,0,3,81,26
1,112,64,1,3,1,6,5,2,4,3,4,2,2,3,4,4,1,2,5,2,3,5,6,0,1,3,2,2,1,2,2,2,2,5,5,3,2,2,2,4,4,2,7,5,3,0,0,3,0,3,4,4,3,3,4,2,4,4,2,2,0,4,3,3,3,4,4,2,2,2,3,2,3,2,112,64,4,3,3,1,3,3,13,5
1,112,65,1,1,1,6,5,2,4,4,4,2,5,1,1,3,2,1,2,1,3,4,2,2,2,3,3,2,4,2,1,2,3,2,4,4,3,3,3,3,4,3,5,4,3,2,1,3,3,2,4,4,4,4,3,2,3,3,3,4,4,4,1,2,3,3,3,4,1,2,2,2,2,2,112,65,1,3,3,2,1,1,21,78
1,112,66,1,2,1,6,5,2,4,4,3,1,4,3,4,2,1,2,3,3,2,3,2,2,3,2,3,3,2,2,2,2,2,2,5,4,2,1,2,1,2,3,5,4,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,1,2,0,2,2,112,66,2,3,2,3,1,2,81,51
1,112,67,1,2,1,6,5,2,4,4,4,3,3,4,5,5,1,2,3,3,4,4,3,3,1,4,2,2,2,2,4,2,2,4,5,4,3,2,2,4,4,4,4,2,1,1,3,1,2,2,4,4,4,4,2,3,3,4,2,2,4,4,2,2,2,1,3,2,2,2,3,2,3,2,112,67,2,1,1,3,2,2,21,28
1,112,68,1,3,1,6,5,1,3,4,3,3,4,3,4,5,1,2,4,2,3,2,5,5,1,0,3,1,1,1,4,3,1,3,4,3,1,1,2,2,4,4,1,3,2,2,2,2,2,3,4,4,4,2,2,2,2,2,5,3,4,2,2,2,0,6,3,3,2,2,3,2,1,2,112,68,3,1,1,2,1,3,33,4
1,112,69,0,5,5,5,5,2,3,3,2,2,3,2,3,2,1,1,2,2,3,2,2,2,3,3,3,2,1,2,2,1,2,2,2,3,2,1,1,2,3,3,4,2,2,1,1,1,2,2,2,4,3,3,3,2,3,2,3,0,4,3,3,2,3,0,3,2,2,1,4,0,1,2,112,69,3,1,2,3,3,3,24,59
1,112,70,1,2,1,4,4,2,4,4,4,2,5,4,5,4,1,3,2,2,4,5,2,5,3,2,3,6,2,3,4,2,2,4,5,4,3,2,3,2,3,4,5,3,1,1,3,4,3,2,4,2,3,4,2,2,2,2,5,1,1,2,3,3,5,6,2,0,3,3,4,3,1,2,112,70,1,1,1,1,1,1,71,14
1,112,71,1,1,1,4,4,2,3,3,2,2,4,3,3,3,1,2,2,2,3,5,2,2,3,4,3,6,1,3,4,2,2,3,3,4,3,2,1,2,2,2,5,5,2,2,0,4,3,2,3,4,0,0,4,0,0,4,5,0,0,0,2,4,3,1,0,2,0,5,4,0,2,2,112,71,1,1,1,2,2,2,93,3
1,112,72,1,2,1,4,4,2,5,2,3,4,2,2,3,2,1,0,1,2,3,2,2,2,3,4,3,2,1,2,2,2,2,2,2,3,0,2,2,2,4,3,4,4,3,3,2,2,3,2,4,4,2,4,1,2,3,3,3,4,4,2,2,3,3,2,4,3,2,2,3,1,3,2,112,72,2,3,2,3,1,1,82,3
1,112,73,1,2,1,4,4,2,4,4,3,2,3,3,3,3,1,2,3,2,2,2,5,2,3,4,3,2,2,1,3,2,2,2,4,3,3,3,1,2,3,2,2,2,1,1,1,2,2,2,3,3,2,3,3,2,2,4,4,2,3,2,2,3,3,3,2,2,2,2,3,0,3,2,112,73,1,1,1,3,1,3,73,65
1,112,74,1,2,3,4,4,1,4,3,4,1,2,3,3,3,1,2,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,4,3,3,3,2,2,3,4,4,2,2,2,2,2,2,2,4,4,4,3,3,2,2,4,3,3,4,3,3,2,3,3,3,2,2,1,3,1,2,2,112,74,2,2,3,3,3,3,23,8
1,112,75,1,1,1,4,4,1,3,4,3,1,2,2,3,2,2,3,3,2,3,2,1,2,3,4,0,7,5,5,5,0,0,5,0,5,0,0,5,1,3,3,2,2,3,2,1,2,2,3,4,3,3,2,3,2,2,3,3,3,3,2,4,3,1,3,4,4,2,2,3,0,2,2,112,75,1,1,1,1,1,2,53,54
1,112,76,1,1,1,4,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,4,3,1,3,1,2,1,1,1,2,1,2,112,76,2,1,1,2,2,2,43,1
1,112,77,1,1,1,4,3,1,3,4,3,2,3,2,4,3,2,2,1,2,3,2,2,2,2,4,3,2,1,2,2,1,1,2,4,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,2,4,2,3,3,2,2,2,2,2,2,2,2,112,77,2,2,2,2,2,2,92,26
1,112,78,1,1,1,4,3,1,4,4,4,3,5,4,5,5,1,3,4,4,4,4,4,4,1,3,3,2,1,1,4,2,2,4,5,4,1,1,4,2,1,4,2,3,1,1,3,1,2,3,4,4,4,5,4,3,2,4,4,4,5,4,1,1,3,1,1,4,4,4,3,0,2,2,112,78,1,2,1,3,1,3,22,40
1,112,79,1,3,1,4,3,2,2,3,2,2,4,2,3,4,1,2,4,1,3,1,2,1,3,1,3,2,1,1,2,1,3,2,5,3,1,1,1,2,1,1,2,2,1,2,1,3,2,2,2,4,2,2,3,2,2,1,2,2,2,3,3,2,5,1,3,1,1,1,2,2,2,2,112,79,1,1,1,3,2,3,52,10
