CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46A.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,CARD..1,DECK..1,BALLOT..1,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,V.79.,V.80.
1,112,80,1,1,1,4,3,3,2,3,3,1,2,2,3,2,1,2,2,2,2,2,1,1,2,4,3,2,2,2,2,2,1,2,4,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,3,3,2,2,2,2,2,2,2,4,3,2,3,2,2,2,2,2,0,1,2,112,80,1,1,1,2,2,2,91,11
1,112,81,1,1,2,4,3,1,4,4,3,2,3,3,3,5,1,2,3,1,3,3,1,2,1,3,2,6,3,2,3,2,2,2,4,4,2,1,2,2,4,2,4,1,3,2,2,2,2,2,3,2,2,3,2,2,3,1,5,2,3,2,0,3,3,1,4,2,2,2,1,0,3,2,112,81,2,3,2,1,1,2,73,14
1,112,82,1,1,1,4,3,1,3,4,4,1,2,1,1,4,1,2,2,2,3,3,4,1,1,1,3,2,1,3,3,1,1,2,4,4,3,1,1,4,1,4,5,3,2,2,2,2,3,3,4,5,1,4,2,2,4,4,4,4,4,4,2,1,4,2,4,1,2,2,1,1,3,2,112,82,3,3,3,3,3,3,14,9
1,112,83,1,1,1,4,3,1,2,2,2,1,3,3,3,2,1,2,3,1,1,2,2,2,2,3,2,1,2,3,1,1,1,2,1,2,2,2,3,3,4,3,3,0,3,3,0,2,2,3,3,3,4,5,4,2,2,4,4,4,4,3,4,1,1,3,3,3,1,1,2,2,1,2,112,83,1,1,1,2,1,3,54,5
1,112,84,1,2,1,4,3,2,4,4,4,3,5,4,5,5,0,3,4,4,2,4,1,1,1,4,3,1,1,4,4,2,2,1,5,4,2,2,4,4,4,4,5,3,3,3,3,3,3,3,4,5,5,4,4,4,4,4,4,4,5,4,1,1,3,1,4,4,2,2,2,3,3,2,112,84,3,1,3,3,1,3,51,44
1,112,85,1,1,1,4,3,1,2,5,4,2,3,2,3,3,1,2,2,2,3,5,5,5,2,3,2,1,2,2,2,2,2,2,4,3,2,2,3,5,2,2,5,4,3,3,3,3,3,3,4,6,0,3,2,2,2,2,2,3,0,2,0,0,3,6,4,3,0,5,4,0,2,2,112,85,2,1,1,3,2,2,92,23
1,112,86,1,1,1,4,3,1,2,5,3,4,2,3,3,2,1,2,2,1,1,1,1,1,3,4,2,2,1,2,2,2,2,2,4,3,2,2,1,2,2,2,3,2,1,1,1,2,2,2,6,4,4,2,2,1,1,4,2,2,2,2,0,4,1,3,2,2,2,1,3,1,1,2,112,86,1,1,1,1,1,1,82,25
1,112,87,1,2,2,4,3,2,4,4,3,3,4,3,5,3,1,2,3,2,2,3,2,3,3,4,3,2,1,1,4,2,2,3,5,4,2,2,2,2,3,3,4,3,2,0,3,3,3,3,4,4,4,4,2,3,3,2,5,2,0,4,2,2,1,3,3,3,1,1,3,2,1,2,112,87,2,1,1,2,1,2,31,29
1,112,88,1,1,1,4,3,2,4,4,5,2,4,2,3,5,2,2,3,2,3,4,5,2,3,3,2,2,2,2,4,2,2,3,5,3,2,2,3,3,3,3,3,3,2,2,2,2,2,3,4,4,3,3,3,2,2,3,3,3,3,4,2,2,1,2,2,2,2,2,3,2,3,2,112,88,2,3,3,1,1,2,11,55
1,112,89,1,1,1,4,3,2,4,4,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,2,2,3,1,3,2,4,3,2,2,1,3,3,1,4,2,1,2,2,1,2,2,3,4,2,2,2,2,2,3,3,3,3,2,3,3,1,3,2,1,2,2,2,0,2,2,112,89,3,1,1,3,1,2,84,22
1,112,90,1,1,1,4,3,2,2,5,4,1,1,2,3,3,1,2,4,2,1,1,1,1,2,2,2,2,1,2,4,1,1,2,5,4,3,2,1,0,4,1,5,4,1,2,3,3,3,3,4,5,2,2,2,2,3,2,2,2,2,2,4,2,3,2,3,2,1,1,3,2,3,2,112,90,1,3,3,2,3,1,41,61
1,112,91,1,1,1,4,3,2,4,4,4,4,5,3,5,5,1,3,4,4,2,3,4,4,1,4,3,4,4,3,4,2,2,4,5,4,3,2,2,4,3,2,2,2,3,3,1,3,2,2,2,5,3,4,4,3,3,4,4,3,4,3,2,1,3,1,4,2,4,3,1,1,3,2,112,91,3,3,2,2,1,3,81,18
1,112,92,1,1,1,4,3,2,2,5,2,2,2,2,2,4,1,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,1,2,3,3,2,2,1,1,2,2,2,2,3,3,3,4,3,1,1,2,2,2,3,1,2,1,1,2,3,4,1,1,4,2,2,2,112,92,1,3,3,3,1,1,23,9
1,112,93,1,1,1,4,3,4,4,4,1,3,5,4,1,3,2,3,1,1,3,4,3,2,1,1,1,1,1,1,4,1,1,4,5,1,1,3,1,1,1,3,1,1,1,1,1,1,0,2,5,4,3,3,2,1,1,3,3,1,3,1,3,4,2,4,1,1,1,2,2,2,3,2,112,93,1,2,2,2,2,2,44,46
1,112,94,1,1,2,4,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,5,5,5,0,1,2,2,4,1,3,1,2,2,3,2,2,1,1,2,2,1,2,3,1,2,3,3,2,1,3,5,3,4,2,4,3,5,6,2,3,2,1,3,2,2,2,112,94,1,1,1,1,1,1,53,77
1,112,95,1,1,1,4,3,2,3,4,3,2,3,4,3,5,4,2,3,3,3,3,5,5,3,2,3,1,1,2,3,2,2,2,4,3,1,3,3,3,4,5,5,4,3,3,1,3,2,3,4,5,5,3,2,2,2,3,4,3,0,2,4,1,5,2,4,3,2,2,3,2,1,2,112,95,1,1,1,1,1,1,52,84
1,112,96,1,3,1,4,3,2,2,5,5,2,2,2,1,3,1,2,2,1,1,1,1,2,2,3,3,6,2,2,2,3,1,2,2,2,2,3,3,3,4,3,2,1,1,2,2,2,1,3,4,2,1,2,1,1,1,1,4,2,2,0,2,1,4,6,3,3,2,2,4,2,1,2,112,96,1,1,1,2,2,2,83,38
1,112,97,1,1,1,4,3,2,2,3,3,2,2,2,3,1,1,1,3,1,3,2,1,5,1,3,3,1,4,2,4,2,2,3,5,4,2,3,1,1,1,2,4,1,2,2,1,3,2,3,4,2,3,4,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,1,2,0,1,2,112,97,3,3,2,2,1,2,71,67
1,112,98,1,1,1,4,3,2,2,4,4,2,2,1,3,3,1,2,3,2,1,1,3,3,3,3,3,2,4,3,4,3,1,1,5,4,3,3,2,1,4,3,4,2,3,2,2,2,3,2,3,5,2,4,4,3,2,4,4,3,4,3,1,1,3,1,4,3,1,1,4,2,1,2,112,98,1,1,1,3,1,1,53,75
1,112,99,1,2,1,4,3,3,3,4,3,2,5,3,5,5,0,3,4,3,1,4,4,4,3,3,3,1,1,4,4,3,1,3,3,4,3,3,4,4,4,4,1,1,3,3,3,2,2,1,1,5,5,5,4,4,4,3,3,3,3,2,1,1,2,6,4,4,1,1,2,1,3,2,112,99,3,2,1,2,2,2,72,22
1,112,100,1,1,1,4,3,1,2,4,3,3,2,3,4,5,1,2,1,3,1,2,3,2,2,4,3,1,1,2,2,2,1,3,3,3,3,3,2,3,2,2,3,1,3,2,2,2,2,2,3,4,2,2,3,2,2,3,3,3,4,2,4,2,2,3,2,2,1,1,3,2,2,2,112,100,2,1,1,2,1,3,32,36
1,112,101,1,1,1,4,3,2,3,4,4,4,2,2,3,1,1,1,3,1,4,2,3,2,1,3,2,1,1,5,2,1,1,2,4,4,3,3,2,4,4,4,4,2,3,3,1,3,3,3,4,4,3,4,3,1,4,3,4,4,5,4,3,2,2,3,4,4,2,2,4,0,2,2,112,101,2,2,2,3,3,1,74,27
1,112,102,1,1,1,4,3,1,2,3,3,1,2,2,2,2,1,2,2,1,1,2,1,2,3,3,3,1,2,1,2,1,1,2,4,4,3,3,2,1,3,4,2,2,2,2,2,3,2,2,2,1,2,2,3,2,1,2,3,1,2,1,2,4,3,3,3,4,2,1,3,2,1,2,112,102,1,2,2,2,2,2,12,23
1,112,103,1,1,1,4,3,2,4,4,3,2,1,3,4,4,1,2,4,2,1,1,3,2,1,2,3,2,3,3,3,2,2,3,5,4,3,3,2,2,4,3,3,4,3,3,3,2,3,3,4,3,3,3,4,3,3,4,4,3,4,3,2,2,3,4,4,3,2,2,2,3,2,2,112,103,2,3,3,2,1,2,73,84
1,112,104,1,1,1,4,3,1,2,3,3,2,1,2,3,4,1,3,1,3,3,1,4,3,1,4,3,3,1,2,2,2,2,1,4,4,3,3,2,3,3,2,4,2,1,2,2,2,2,2,3,3,3,4,3,2,2,3,2,4,4,1,3,3,0,3,3,2,3,3,1,2,3,2,112,104,3,1,4,3,1,1,14,6
1,112,105,1,1,1,4,3,2,4,4,4,0,3,4,5,5,1,2,3,4,2,4,2,4,2,4,3,3,2,4,4,2,2,4,5,4,3,3,4,4,4,4,1,1,1,1,1,1,2,1,1,6,0,5,4,4,4,4,4,0,5,4,1,1,3,1,4,4,2,4,4,2,3,2,112,105,1,3,3,3,3,3,43,49
1,112,106,1,1,1,4,3,1,3,4,4,4,3,2,3,2,1,2,4,2,1,1,2,1,2,3,3,6,1,1,4,1,2,1,5,4,3,3,1,5,5,5,7,5,0,2,1,3,3,0,1,4,2,2,4,2,2,3,2,1,2,2,4,2,1,3,2,2,1,1,3,2,1,2,112,106,1,2,1,1,1,3,54,24
1,112,107,1,1,3,4,3,3,3,4,5,2,3,3,0,6,0,0,5,5,3,2,1,1,3,3,3,2,1,2,2,3,3,2,5,3,3,3,1,2,4,1,3,3,2,3,1,3,3,3,2,4,3,3,2,2,2,2,3,2,2,2,4,2,3,2,2,2,2,2,1,3,1,2,112,107,2,1,1,1,1,3,91,5
1,112,108,1,3,5,4,3,0,3,6,1,3,4,3,0,6,5,1,2,2,1,3,3,3,3,2,0,7,5,5,5,0,0,5,0,5,0,0,5,2,2,2,2,2,2,0,3,4,0,2,3,4,4,3,3,2,0,3,0,0,3,0,2,2,0,0,0,0,0,5,2,2,1,2,112,108,4,1,3,1,3,3,12,60
1,112,109,1,1,3,5,4,4,4,4,4,4,5,4,0,6,0,0,5,0,3,2,4,2,2,1,3,1,2,4,4,1,1,2,3,4,2,1,3,4,4,2,5,4,3,3,3,3,3,3,5,5,3,4,3,4,4,3,3,4,5,3,1,1,3,1,4,4,2,2,3,1,3,2,112,109,1,3,3,3,3,3,73,20
1,112,110,1,1,1,5,4,2,1,2,2,2,2,2,3,3,3,2,3,2,2,3,3,2,2,1,3,2,2,2,2,2,2,3,1,3,2,1,2,2,1,2,3,2,3,3,3,2,2,3,3,4,3,2,3,3,2,2,3,3,2,2,4,4,3,3,3,3,1,1,3,2,2,2,112,110,2,1,1,1,2,2,12,59
1,112,111,1,2,1,5,4,2,3,3,2,3,5,3,4,4,0,2,4,3,4,3,3,3,1,1,3,3,4,4,4,2,2,4,3,3,3,2,3,4,4,3,5,4,3,3,2,3,3,3,3,5,4,3,3,3,4,4,4,4,5,3,2,1,3,2,4,3,2,0,3,1,3,2,112,111,3,0,2,3,0,0,74,1
1,112,112,1,1,1,5,4,2,4,4,4,2,3,4,5,5,1,3,3,4,2,4,2,2,3,4,3,6,2,3,3,2,2,3,4,4,3,2,2,2,4,2,2,3,1,1,2,1,2,2,1,3,2,4,2,2,2,3,3,3,4,3,2,2,3,1,4,2,2,2,1,1,3,2,112,112,1,3,3,2,2,3,63,36
1,112,113,1,2,1,5,4,2,1,4,4,3,4,3,5,5,1,2,4,4,2,4,4,3,1,1,3,1,1,2,4,2,2,3,5,4,3,3,3,4,4,4,2,4,1,2,3,3,2,3,5,4,5,5,4,2,4,4,4,3,5,4,2,1,3,6,4,4,1,2,3,2,1,2,112,113,1,3,1,3,3,3,43,13
1,112,114,1,1,1,5,4,4,3,4,4,3,2,2,3,3,2,2,3,2,3,3,3,3,3,1,3,2,1,3,3,2,2,2,4,3,3,3,3,3,4,3,4,2,3,2,2,3,3,2,3,3,3,5,4,3,3,4,4,4,5,3,1,1,3,2,3,3,2,1,2,2,3,2,112,114,3,2,3,1,1,2,23,16
1,112,115,1,1,3,5,3,2,3,4,2,3,2,3,5,5,1,1,3,1,1,2,1,1,2,2,3,2,2,2,3,2,2,3,3,3,2,1,2,4,4,4,2,2,1,1,1,1,1,2,2,4,2,2,4,2,2,4,3,4,3,2,4,3,1,1,4,3,2,1,2,0,2,2,112,115,3,1,1,1,1,3,52,52
1,112,116,1,1,2,5,3,2,4,4,3,3,5,1,1,4,1,3,4,2,2,2,2,4,1,1,3,3,3,4,4,2,1,3,5,2,3,2,2,2,2,4,4,2,2,3,3,3,2,1,2,4,4,3,3,3,3,3,4,4,4,3,3,1,1,5,4,4,2,2,3,1,3,2,112,116,3,1,1,1,1,1,13,27
1,112,117,1,2,2,5,3,1,4,4,4,3,5,4,5,5,2,3,4,4,2,4,4,2,1,2,3,1,4,2,4,2,2,4,5,4,3,2,3,4,4,4,4,2,2,2,0,3,2,3,4,4,3,2,4,2,4,4,1,2,2,2,4,3,3,3,4,4,2,2,4,0,1,2,112,117,1,1,1,4,1,1,42,22
1,112,118,1,1,1,5,3,2,3,5,4,2,3,3,5,5,1,3,4,3,2,4,4,3,1,4,3,2,1,3,3,2,1,4,5,4,3,3,4,3,4,3,1,2,3,2,2,1,2,1,4,5,4,5,3,3,2,4,4,4,4,4,1,1,3,5,2,4,2,1,3,0,2,2,112,118,2,2,3,2,1,2,42,58
1,112,119,1,1,1,5,3,2,2,5,4,1,1,3,3,1,1,1,2,2,1,1,3,3,1,4,3,2,1,1,4,2,2,1,5,4,3,3,2,1,1,4,2,2,2,3,2,4,2,2,3,1,4,4,2,3,2,1,3,2,4,2,1,2,3,3,2,4,1,1,3,0,1,2,112,119,1,3,1,2,1,3,61,44
1,112,120,1,1,1,5,3,1,4,4,3,2,5,4,5,4,2,2,4,2,2,2,3,2,1,2,3,2,2,1,4,2,2,3,5,3,3,3,2,3,4,4,4,1,2,2,2,1,3,2,3,5,4,3,4,2,2,4,3,3,4,4,2,2,3,1,4,4,2,2,2,0,3,2,112,120,2,2,3,3,2,3,21,15
1,112,121,1,1,1,5,3,2,3,4,3,3,3,4,4,5,1,2,4,1,4,1,5,5,3,3,3,3,3,1,4,1,2,3,5,3,3,3,2,4,4,1,5,1,2,2,1,2,3,2,2,4,2,4,3,1,4,3,4,3,3,0,0,0,0,1,4,1,1,1,3,2,3,2,112,121,3,3,1,3,1,3,44,8
1,112,122,1,3,2,1,5,2,4,4,4,1,5,4,4,3,1,2,4,3,2,1,4,1,1,1,2,1,1,1,4,2,2,1,5,4,3,3,2,4,4,1,4,2,1,2,2,1,2,2,4,4,1,5,4,1,4,4,3,4,5,3,1,1,1,1,4,2,2,2,4,2,2,2,112,122,1,1,2,3,3,3,84,13
1,112,123,1,2,1,1,5,2,4,4,4,3,5,4,4,4,1,2,4,2,2,2,3,2,1,2,3,3,2,3,4,2,2,3,5,4,3,3,2,4,4,4,4,3,2,2,1,3,1,3,3,5,4,4,3,3,3,3,4,3,4,3,3,1,3,2,4,3,3,2,3,0,2,2,112,123,2,3,3,2,2,3,24,19
1,112,124,1,1,1,1,5,2,5,4,5,2,1,1,5,5,1,2,1,1,3,1,2,2,2,3,3,1,1,2,2,1,1,3,4,4,1,3,3,2,4,3,2,2,1,1,2,3,1,3,4,3,3,5,4,2,1,1,3,2,2,3,2,3,1,3,3,4,1,1,2,2,1,2,112,124,2,3,1,1,1,3,51,14
1,112,125,1,5,1,1,5,3,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,2,4,3,2,1,1,2,1,1,2,4,4,3,2,1,3,2,3,2,3,2,2,2,2,2,2,1,3,3,3,2,3,2,2,3,2,3,2,3,2,3,3,2,2,1,1,1,2,2,2,112,125,2,1,1,2,1,1,62,2
1,112,126,1,4,1,1,5,2,3,4,4,3,5,4,5,5,1,3,3,4,3,4,5,2,2,2,3,1,1,2,4,1,1,4,4,4,3,2,3,4,4,3,2,2,0,0,1,1,0,2,2,5,4,4,2,2,4,3,5,3,4,3,1,1,3,3,4,2,2,3,2,2,2,2,112,126,3,2,4,1,1,3,33,22
1,112,127,1,2,1,1,5,2,3,3,3,3,2,2,2,3,2,2,3,2,3,2,2,2,1,4,3,2,2,1,3,1,1,3,4,3,3,2,2,2,2,3,4,2,2,1,2,2,3,2,2,2,3,4,2,3,2,3,3,3,4,2,3,3,3,3,2,3,2,1,3,2,1,2,112,127,1,1,2,1,1,2,33,59
1,112,128,1,2,1,1,5,2,1,1,2,2,2,2,3,5,1,1,3,1,3,1,2,3,2,3,0,7,5,5,5,0,1,2,5,4,3,2,2,2,4,4,5,3,3,2,2,2,2,2,3,1,1,2,3,1,1,2,4,2,3,1,3,2,3,5,4,4,1,1,1,2,2,2,112,128,1,3,2,2,1,2,62,7
1,112,129,1,2,1,1,5,2,1,3,1,1,4,1,3,2,1,3,1,5,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,4,3,2,2,4,4,4,7,2,1,1,1,1,0,1,1,4,2,2,1,2,2,1,1,2,2,2,2,1,5,1,2,2,2,2,1,1,1,2,112,129,1,1,1,1,3,3,64,29
1,112,130,1,2,1,1,5,1,4,4,4,3,5,4,5,5,1,3,3,4,3,2,4,2,3,1,3,2,1,2,4,2,1,4,5,4,3,2,2,4,4,2,5,3,1,3,1,4,0,3,1,4,2,4,3,2,4,3,4,3,4,3,1,1,1,1,4,2,2,2,4,2,1,2,112,130,2,3,3,3,3,3,24,17
1,112,131,1,1,1,1,5,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,4,3,1,1,1,2,3,1,2,5,3,3,2,2,2,4,4,4,3,3,3,2,3,2,3,4,2,4,2,1,2,2,2,5,2,2,1,2,4,3,3,3,3,2,2,2,2,1,2,112,131,2,2,1,1,1,1,91,2
1,112,132,1,4,1,1,5,2,4,4,2,2,2,2,3,3,1,2,2,2,1,2,2,1,2,4,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,4,2,2,2,2,2,3,3,4,4,2,3,1,2,2,1,2,2,2,0,0,0,0,3,2,2,2,2,2,2,2,2,112,132,2,1,3,1,1,1,34,45
1,112,133,1,1,1,1,5,2,2,4,2,3,2,1,4,5,1,3,4,3,1,3,2,2,3,4,3,0,5,3,2,3,3,3,3,2,2,1,1,3,4,2,6,2,2,1,2,3,3,2,4,4,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,112,133,0,3,0,4,3,0,43,11
1,112,134,1,2,1,1,5,3,2,5,1,1,2,2,2,4,1,2,1,1,3,1,2,1,2,3,3,2,1,1,2,3,3,2,2,2,2,1,2,2,2,1,5,2,2,1,1,2,2,1,1,4,2,3,3,2,2,3,3,3,4,1,3,2,1,3,4,3,2,4,2,3,2,2,112,134,1,1,1,1,3,2,91,36
1,112,135,1,2,1,1,5,2,2,4,3,3,4,3,5,5,1,3,4,3,2,3,3,2,1,3,3,6,4,2,4,2,3,3,4,3,2,1,2,3,4,1,5,4,3,3,3,2,3,3,4,4,4,3,0,3,4,3,3,3,4,3,3,1,3,2,4,2,2,2,2,2,3,2,112,135,3,3,3,3,3,3,11,28
1,112,136,1,1,1,1,5,2,2,4,5,2,5,1,5,3,1,3,2,1,1,1,2,2,2,4,2,6,1,5,1,3,2,2,2,3,2,1,1,1,4,3,2,1,1,1,2,1,2,1,3,3,4,5,4,2,2,3,4,4,5,2,2,1,4,0,0,0,0,5,2,2,3,2,112,136,2,2,3,3,1,3,51,7
1,112,137,1,2,1,1,5,2,4,4,4,3,5,3,4,4,1,2,3,3,3,2,2,3,1,3,3,0,5,5,0,3,2,2,4,4,3,2,2,3,3,2,6,3,2,2,2,2,3,3,4,5,4,4,3,3,4,3,4,3,4,3,2,1,3,1,3,2,3,2,3,3,2,2,112,137,1,3,4,3,3,2,82,41
1,112,138,1,4,1,1,5,3,1,1,2,1,1,1,1,4,1,1,1,3,1,2,2,2,3,1,1,1,1,2,1,3,2,3,1,1,3,2,3,2,2,2,2,2,3,1,2,1,1,3,3,2,3,4,2,3,3,2,2,2,2,1,1,1,5,1,2,2,1,2,1,2,1,2,112,138,1,3,2,1,1,2,22,45
1,112,139,1,1,1,1,5,2,2,4,3,2,3,4,3,5,1,3,4,4,4,2,2,4,3,4,3,1,1,2,3,3,2,3,5,4,3,2,2,2,2,4,4,3,2,2,2,1,3,2,2,4,4,4,2,2,2,4,3,3,5,1,4,2,3,3,4,2,2,2,3,2,3,2,112,139,1,3,1,1,3,2,22,63
1,112,140,1,3,1,1,5,5,2,2,4,2,5,2,3,4,1,3,4,2,1,1,2,3,3,1,3,1,1,2,3,2,1,3,4,4,2,3,3,2,4,3,3,4,1,1,2,1,2,2,3,3,4,3,3,3,2,3,4,2,3,3,1,1,3,2,2,2,1,2,4,0,2,2,112,140,3,2,3,2,3,2,62,4
1,112,141,1,1,1,1,5,2,2,5,5,2,1,4,3,1,1,3,2,2,1,4,5,2,3,3,3,1,2,2,2,2,1,3,4,3,2,3,3,3,2,3,3,3,1,1,2,4,2,2,2,1,3,3,2,2,2,2,3,4,4,3,2,2,4,2,3,3,3,2,2,2,3,2,112,141,1,2,1,1,0,1,22,73
1,112,142,1,1,1,1,5,0,5,4,4,4,5,4,2,5,1,3,4,4,1,1,5,5,2,3,3,2,2,3,4,0,0,3,5,5,2,3,4,1,3,4,6,2,1,2,2,4,0,2,3,2,4,0,3,2,2,3,3,2,3,3,3,2,3,0,0,0,1,2,0,3,2,2,112,142,2,2,3,3,2,3,61,12
1,112,143,1,1,1,1,5,2,2,3,3,1,2,2,4,2,1,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,4,3,2,3,3,3,4,4,2,2,2,1,3,1,1,2,4,3,2,3,3,2,2,3,3,2,3,3,2,1,3,2,3,2,1,2,4,3,1,2,112,143,1,2,3,2,3,3,63,44
1,112,144,1,4,1,1,5,2,3,4,4,2,4,3,4,3,2,3,2,2,3,3,2,3,1,1,3,3,3,3,3,2,2,3,4,3,2,3,3,2,3,3,5,3,3,2,3,2,3,3,4,3,4,3,3,3,2,3,3,2,3,2,3,2,1,2,3,4,4,3,0,0,3,2,112,144,0,3,0,4,3,0,83,43
1,112,145,1,1,3,2,5,3,1,1,1,1,2,3,1,5,1,2,1,1,4,3,3,3,1,3,3,2,1,3,4,2,2,2,3,4,3,3,3,4,4,2,3,4,3,1,1,3,2,2,1,4,4,3,3,2,3,3,3,3,3,1,3,2,3,4,4,4,2,5,1,0,2,2,112,145,2,2,1,1,3,2,91,48
1,112,146,1,1,1,2,5,2,3,3,3,0,1,3,5,2,1,3,4,3,3,1,3,2,3,0,2,6,1,2,4,2,2,3,5,4,3,3,0,4,4,4,3,2,2,3,2,3,3,3,3,3,3,3,3,2,1,3,2,2,0,2,0,0,0,3,4,4,2,1,2,2,1,2,112,146,2,3,0,2,2,0,43,64
1,112,147,1,3,1,2,5,1,2,3,3,4,3,3,4,3,1,2,4,2,3,1,1,1,3,3,2,1,1,1,4,2,2,3,5,4,3,3,2,1,3,3,4,2,3,3,3,3,2,3,4,2,2,2,3,2,2,2,4,3,4,2,2,2,1,3,3,3,3,1,1,0,1,2,112,147,1,3,3,3,1,3,22,31
1,112,148,1,1,1,2,5,1,3,4,4,3,3,4,5,5,1,3,4,3,2,4,5,5,3,4,1,1,1,2,4,2,2,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,5,4,4,5,4,4,3,4,5,4,5,4,1,1,5,1,1,4,1,1,2,3,2,2,112,148,3,3,2,3,1,3,53,14
1,112,149,1,2,1,2,5,1,3,5,5,4,5,3,3,3,1,3,4,2,3,1,5,5,0,0,2,1,4,2,4,2,2,3,3,4,3,3,4,4,3,3,5,4,3,0,0,3,3,3,4,3,4,4,1,1,1,2,5,3,4,1,4,3,5,2,2,2,4,4,4,2,1,2,112,149,1,1,1,3,1,1,51,75
1,112,150,1,1,1,2,5,1,2,2,4,2,2,2,3,5,1,2,2,2,3,1,0,5,3,2,3,1,1,1,3,2,2,3,4,4,3,3,4,2,2,4,3,1,3,2,1,2,0,1,2,2,4,3,4,4,2,4,5,4,5,3,2,2,1,1,4,4,2,1,2,3,3,2,112,150,3,2,1,3,2,3,62,21
1,112,151,1,4,1,2,5,2,5,3,4,3,4,3,5,5,5,3,4,4,2,4,4,4,2,3,3,2,2,3,4,2,2,4,5,1,3,3,3,4,3,3,5,4,2,2,1,2,2,1,2,4,4,5,4,1,4,3,4,4,4,3,1,1,3,5,4,4,2,2,2,2,3,2,112,151,3,3,3,3,3,3,33,13
1,112,152,1,1,1,2,5,2,4,4,3,3,3,4,4,5,1,3,3,4,3,1,4,3,2,1,3,2,1,3,4,2,2,3,5,4,3,3,4,4,2,3,4,1,3,2,1,3,3,2,4,5,5,4,2,3,4,3,2,3,5,4,3,1,3,2,4,4,2,2,2,3,3,2,112,152,2,3,3,2,3,3,51,40
1,112,153,1,1,1,2,5,2,3,5,4,2,3,2,3,3,1,2,3,2,3,3,2,2,2,1,3,2,2,3,2,2,2,3,5,4,3,3,2,0,0,0,6,3,2,1,2,3,3,2,3,3,3,4,3,2,3,3,3,3,4,2,3,1,2,6,2,2,2,1,4,2,1,2,112,153,1,1,1,3,2,1,13,11
1,112,154,1,2,1,2,5,2,2,3,2,1,2,2,3,3,2,2,3,1,3,1,5,5,2,4,3,1,4,2,4,2,2,3,5,4,3,3,2,2,4,4,4,2,1,1,1,2,2,3,0,6,0,0,0,0,0,0,0,0,0,2,2,2,3,1,4,4,1,1,1,2,1,2,112,154,1,2,1,3,3,0,43,3
1,112,155,1,1,1,2,5,2,4,4,4,3,5,4,5,5,1,3,3,4,4,3,3,3,2,2,3,2,3,3,4,2,2,3,3,4,3,3,3,3,3,3,2,2,3,2,2,3,2,2,4,4,4,4,3,3,3,4,5,2,0,3,2,0,3,6,4,4,3,3,4,0,3,2,112,155,1,3,1,1,0,1,22,52
1,112,156,1,2,1,2,5,2,1,3,3,1,1,1,3,1,2,1,1,2,3,1,3,2,2,4,2,2,1,1,1,2,2,3,1,3,3,3,1,1,3,1,2,1,1,1,1,1,1,1,4,3,3,4,1,2,1,2,2,1,4,1,1,3,3,3,2,4,1,1,2,2,2,2,112,156,1,1,3,1,1,2,51,65
1,112,157,1,2,1,2,5,2,3,3,3,2,2,4,5,4,1,1,3,2,3,2,3,3,2,2,3,2,2,2,3,2,2,2,5,2,3,3,5,3,4,3,3,2,2,3,1,3,2,1,2,4,4,4,4,3,3,4,5,4,5,3,1,1,3,1,4,4,2,2,2,0,3,2,112,157,3,3,3,3,3,3,14,2
1,112,158,1,1,1,2,5,2,4,3,2,3,1,1,3,5,1,1,1,4,4,1,5,5,2,1,1,1,1,2,2,2,1,3,3,3,2,2,4,3,4,4,4,1,1,1,1,4,1,2,2,3,3,3,3,2,2,3,2,2,3,1,3,4,1,0,0,0,0,5,1,3,2,2,112,158,3,2,2,3,3,2,61,8
