CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.5C.,Q.6A.,Q.7.,Q.8.,Q.9A.,Q.9A..1,Q.9A..2,Q.9A..3,Q.9A..4,Q.9A..5,Q.9A..6,Q.9A..7,Q.9B.,Q.10A.,Q.10B.,Q.10C.,Q.12A.,Q.13.,Q.14A.,Q.14B.,Q.16.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19.,Q.21A.,Q.21B.,Q.23.,Q.24A.,Q.25A.,Q.25B.,Q.27.,Q.28A.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33A.,Q.33B.,V.34.
1,160,131,1,5,4,2,2,4,2,5,3,1,1,1,2,2,1,1,1,2,2,1,4,3,2,1,0,0,0,0,0,0,3,2,1,2,2,9,9,2,2,9,9,1,1,1,6,2,2,294
1,160,132,1,4,10,2,1,6,3,2,3,1,1,1,2,2,2,2,1,2,2,1,4,3,4,1,1,2,3,3,4,1,2,2,2,1,2,1,1,1,2,9,9,1,1,0,4,1,1,114
1,160,133,1,1,4,2,2,7,3,2,1,1,1,1,2,2,1,2,1,2,2,1,4,1,4,0,2,2,3,1,1,0,3,2,2,1,2,9,9,2,2,9,9,1,1,0,1,1,1,403
1,160,134,1,1,10,7,2,4,1,6,3,1,1,2,1,2,2,2,2,2,2,3,4,1,11,1,2,1,3,5,2,0,0,0,0,0,0,9,9,1,3,1,1,1,5,1,4,1,1,119
1,160,135,1,2,10,7,1,3,2,3,1,1,0,1,2,2,2,2,1,2,2,0,4,2,7,0,2,2,3,1,2,0,2,0,3,1,2,9,9,0,0,9,9,2,5,0,1,1,1,39
1,160,136,1,2,1,7,5,4,1,5,3,1,1,1,2,2,1,2,1,2,2,3,4,1,11,1,1,1,1,3,2,0,4,1,9,1,2,1,1,2,3,9,9,1,1,1,4,2,1,275
1,160,137,1,1,5,7,4,1,2,3,3,1,1,2,1,2,2,2,1,2,2,1,4,2,3,1,1,2,3,3,2,1,3,1,1,1,2,1,1,2,3,9,9,1,1,0,4,1,1,203
1,160,138,1,4,3,7,4,4,2,0,1,1,0,1,2,2,2,2,1,2,2,3,4,1,0,0,1,2,3,3,4,2,3,1,2,1,2,9,9,0,0,9,9,2,2,0,4,1,1,192
1,160,139,1,1,6,7,2,1,1,2,3,1,1,1,2,2,2,2,1,2,2,3,4,3,3,0,2,2,3,5,2,2,3,2,2,1,1,9,9,2,2,9,9,1,1,0,3,2,1,384
1,160,140,1,1,3,7,1,2,2,3,1,1,1,1,2,2,2,2,1,2,2,3,4,3,7,1,2,2,3,5,2,0,2,2,2,2,1,9,9,1,0,1,1,1,1,1,1,1,1,71
1,160,141,1,3,13,7,4,4,2,2,3,1,1,2,1,1,2,2,2,2,2,3,4,1,7,1,1,2,3,5,4,1,2,2,1,1,2,2,1,2,2,9,9,1,0,1,2,1,1,14
1,160,142,1,3,3,7,1,3,2,2,3,1,1,2,2,2,2,2,2,2,1,1,4,2,4,1,2,2,3,1,4,1,2,2,7,1,3,1,1,2,2,9,9,1,1,1,5,1,1,80
1,160,143,1,2,10,7,4,5,2,3,3,1,1,1,2,1,2,2,1,2,2,3,4,3,1,1,2,2,3,1,2,0,2,2,3,2,0,9,9,2,3,9,9,1,1,1,4,2,1,127
1,160,144,1,1,1,7,3,6,3,3,4,3,1,2,2,1,2,2,2,2,2,3,4,4,2,1,1,1,3,3,2,0,4,2,2,1,2,3,1,2,1,9,9,2,2,1,1,1,1,51
1,160,145,1,5,3,7,4,4,3,4,3,3,1,1,2,2,2,2,1,2,2,3,4,2,6,3,1,1,3,3,2,1,3,2,8,1,1,1,1,2,2,9,9,2,3,1,1,1,1,6
1,160,146,1,1,7,7,4,3,3,2,3,1,1,1,2,2,2,2,2,2,2,2,4,1,5,1,1,2,3,5,4,1,2,2,1,2,2,1,1,1,2,1,1,1,0,0,4,1,1,140
1,160,147,1,3,11,7,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,3,4,2,11,1,1,2,3,3,1,0,4,2,3,2,3,9,9,0,0,9,9,2,0,0,4,1,1,104
1,160,148,1,1,7,7,4,1,3,2,4,3,1,1,2,2,2,2,2,2,2,3,4,4,1,1,1,2,3,5,1,0,2,2,1,1,1,1,1,1,1,9,9,1,1,0,4,1,1,251
1,160,149,1,3,10,7,4,3,3,10,3,1,1,1,2,1,2,2,2,2,2,1,4,3,11,1,1,1,1,5,2,1,2,2,2,1,2,9,9,2,1,9,9,1,1,1,4,1,1,211
1,160,150,1,2,10,7,4,4,3,2,3,2,1,1,2,1,2,2,2,2,2,3,4,3,11,1,2,1,0,3,2,1,2,2,2,1,0,1,1,2,1,9,9,1,1,1,4,1,1,210
1,160,151,1,3,1,7,3,5,3,3,3,1,1,2,2,1,2,2,2,2,2,1,4,2,4,1,2,2,3,1,2,0,4,2,6,1,2,1,1,2,2,9,9,1,1,1,5,1,1,60
1,160,152,1,2,1,7,3,10,5,0,1,1,1,1,2,1,2,1,1,2,2,3,4,1,2,1,2,1,3,1,1,0,4,2,9,2,2,9,9,2,1,9,9,1,1,0,5,1,1,62
1,160,153,1,1,10,7,2,7,1,0,1,3,0,1,2,1,1,2,1,2,2,2,4,3,0,0,0,1,3,4,1,0,2,2,2,1,2,9,9,0,0,9,9,0,0,0,0,0,0,112
1,160,154,1,3,10,7,4,5,3,1,3,3,1,1,2,2,2,2,1,2,2,1,4,1,7,1,1,1,1,5,2,1,2,2,3,1,0,9,9,0,0,9,9,1,1,0,4,1,1,221
1,160,155,1,5,7,7,4,7,3,6,3,3,1,2,1,1,1,2,2,2,2,3,4,2,6,1,2,2,3,5,1,0,2,2,2,2,0,9,9,1,0,9,9,2,5,1,4,1,1,179
1,160,156,1,1,4,0,1,7,3,8,3,1,1,1,2,2,2,2,2,2,2,0,4,3,3,1,2,2,3,3,1,0,3,1,3,1,0,1,1,2,2,9,9,1,1,0,3,1,1,169
1,160,157,1,4,6,5,3,4,3,2,3,1,3,2,1,2,2,2,2,2,2,1,4,5,1,1,1,1,1,3,2,0,4,1,2,1,0,9,9,1,1,1,1,1,1,1,2,1,1,131
1,160,158,1,1,4,1,1,5,2,6,3,1,1,2,1,2,1,1,2,2,2,1,5,3,1,1,2,1,3,1,1,0,3,1,2,1,2,1,1,2,2,9,9,1,1,0,2,1,1,279
1,160,159,1,2,4,1,2,2,2,3,3,3,1,1,2,2,1,2,1,2,1,3,5,5,10,1,2,2,1,3,2,2,3,1,9,1,2,2,1,2,1,9,9,2,5,1,2,1,1,374
1,160,160,1,1,4,1,2,2,4,11,3,1,1,1,2,2,2,1,2,2,2,3,5,5,0,1,1,1,3,3,4,0,3,1,2,1,2,2,1,1,0,9,9,1,1,1,3,1,1,373
1,160,161,1,6,4,1,4,5,4,1,3,1,1,2,1,2,2,2,2,2,2,3,5,1,4,1,1,1,5,5,2,0,3,1,2,1,2,1,1,2,2,9,9,1,5,0,3,2,1,304
1,160,162,1,2,0,1,4,5,5,0,3,1,3,2,1,2,2,1,1,2,1,1,5,4,11,2,1,1,1,5,4,2,2,1,2,1,0,1,1,0,0,9,9,0,0,0,0,0,0,303
1,160,163,1,2,4,1,2,4,3,4,3,1,1,2,1,2,1,1,1,2,1,3,5,4,2,3,0,3,5,5,2,0,2,2,3,1,1,9,3,2,0,9,9,1,1,1,3,1,1,312
1,160,164,1,1,4,1,2,5,4,10,3,1,0,2,1,1,1,2,1,2,2,2,5,5,10,0,1,3,1,3,1,0,3,2,3,1,1,9,9,2,1,9,9,2,4,0,4,1,0,370
1,160,165,1,4,4,1,3,3,4,9,3,3,3,2,2,2,1,2,2,2,2,0,5,5,10,0,1,2,3,5,2,1,2,2,9,2,1,9,9,2,1,9,9,2,5,1,3,1,1,290
1,160,166,1,4,6,5,3,2,2,2,3,1,1,2,1,2,2,2,1,2,2,1,5,1,5,1,2,1,3,1,2,1,3,2,2,2,2,9,9,1,1,1,1,1,0,0,2,1,1,138
1,160,167,1,3,10,7,2,3,1,5,3,1,1,1,2,1,1,1,1,2,2,1,5,1,7,1,2,1,3,1,1,0,3,1,2,1,1,2,1,2,1,9,9,1,0,1,4,1,1,121
1,160,168,1,4,1,7,5,4,3,3,1,1,1,1,2,2,2,1,1,2,2,3,5,2,7,1,1,2,3,3,1,0,4,1,1,1,2,2,1,2,3,1,9,2,5,1,4,1,1,278
1,160,169,1,2,4,0,1,1,1,0,0,0,1,2,2,1,2,2,2,2,2,1,5,5,3,1,1,2,3,3,2,1,3,1,2,1,2,9,9,2,1,9,9,2,0,0,3,1,1,360
1,160,170,1,2,0,0,2,1,1,3,1,1,1,1,2,2,2,2,1,2,1,1,5,2,2,1,1,2,3,3,2,1,3,2,2,1,2,1,1,2,2,9,9,1,1,0,3,1,1,359
1,160,171,1,2,0,0,4,5,3,0,3,1,0,2,1,1,2,2,1,2,1,0,5,5,3,1,0,3,3,3,2,1,2,2,7,1,2,1,1,2,0,1,1,0,0,0,0,1,1,213
1,160,172,1,3,3,0,1,10,3,3,2,1,1,2,2,1,2,2,2,2,2,1,5,4,2,1,2,2,3,5,4,2,2,2,3,1,1,1,1,2,2,9,9,2,5,1,1,1,1,8
1,160,173,1,2,11,0,3,3,3,1,3,3,1,1,2,2,2,2,2,2,2,3,5,3,0,1,1,1,1,3,2,1,4,2,1,1,2,2,1,2,2,9,9,2,0,0,5,1,1,97
1,160,174,1,1,2,6,3,3,3,10,3,1,1,1,2,2,2,2,1,2,1,3,5,4,1,1,2,1,3,1,1,0,3,2,2,2,2,9,9,2,2,1,1,1,1,1,3,1,1,358
1,160,175,1,1,3,7,4,7,3,2,0,0,0,2,2,2,2,2,2,2,2,0,5,1,7,1,0,0,0,0,0,0,4,2,1,1,2,1,1,0,0,9,9,1,0,0,4,1,1,236
1,160,176,1,1,2,6,3,3,3,1,3,3,1,1,2,2,1,2,1,2,2,3,6,3,2,3,2,2,3,5,0,1,3,0,1,2,2,9,9,1,0,9,9,1,7,1,2,0,0,346
1,160,177,1,3,4,1,3,4,2,5,3,1,1,2,1,2,2,2,1,2,2,3,6,2,6,1,2,2,3,1,2,0,3,1,1,1,0,2,9,2,0,9,9,1,1,0,4,1,0,315
1,160,178,1,2,4,1,2,2,2,3,4,1,1,2,2,2,2,2,2,2,1,3,6,2,4,1,2,2,3,1,1,0,3,1,2,1,0,1,1,2,2,9,9,1,0,1,1,0,1,367
1,160,179,1,1,4,1,2,1,3,1,3,1,1,1,1,1,1,2,1,1,1,3,6,4,10,1,2,1,3,1,1,2,3,1,9,1,2,9,1,2,3,1,1,0,0,0,2,1,1,371
1,160,180,1,2,4,1,2,2,3,1,3,3,0,1,2,2,2,2,1,2,1,3,6,3,11,0,2,2,3,1,2,0,3,1,9,1,2,2,9,2,3,9,9,1,4,1,2,1,1,378
1,160,181,1,1,4,1,1,2,3,1,3,1,1,1,2,2,1,1,2,2,2,1,6,4,10,1,1,2,3,5,1,0,3,1,3,1,2,1,1,2,3,9,9,1,1,0,3,1,1,307
1,160,182,1,5,4,1,3,2,3,2,1,1,1,1,2,2,2,2,1,2,2,3,6,4,1,1,2,3,3,5,2,0,2,2,2,1,2,1,1,0,0,9,9,2,5,0,2,1,1,399
1,160,183,1,1,4,1,1,6,3,1,1,1,1,1,2,2,2,2,1,2,1,1,6,3,10,1,2,1,3,1,2,0,2,2,2,1,0,1,1,0,0,9,9,1,1,0,3,1,1,322
1,160,184,1,4,6,4,2,6,1,8,3,1,1,2,1,2,2,2,2,2,2,3,6,2,6,1,1,1,3,5,2,1,3,2,2,2,2,9,9,1,1,1,1,2,7,1,2,1,1,338
1,160,185,1,1,2,6,3,4,1,4,3,1,1,2,1,1,1,2,1,2,1,1,6,1,6,1,1,1,3,3,1,0,3,2,2,1,2,9,1,2,2,9,9,1,1,0,3,1,1,341
1,160,186,1,3,2,6,4,6,4,4,3,1,1,1,2,2,2,2,1,2,2,3,6,3,2,1,2,1,3,5,2,1,4,2,2,1,3,9,9,1,2,1,1,1,1,0,3,1,1,353
1,160,187,1,0,2,6,3,4,5,0,3,1,1,1,2,2,2,2,1,2,1,1,6,3,6,1,2,2,3,1,1,0,3,2,2,2,2,9,9,0,0,9,9,1,2,0,2,1,1,342
1,160,188,1,1,7,7,4,5,4,0,3,1,1,1,2,2,2,2,1,2,2,1,6,3,6,1,1,2,1,5,2,2,4,0,1,2,0,9,9,1,0,9,1,1,0,1,4,0,0,255
1,160,189,1,2,1,7,5,6,2,5,3,1,1,1,2,2,2,2,1,2,2,3,6,1,8,1,2,2,3,5,2,0,4,1,1,1,2,1,1,2,2,9,9,2,5,1,1,1,1,276
1,160,190,1,2,1,7,4,4,2,5,3,3,1,1,2,2,2,2,1,2,2,3,6,4,1,1,1,2,3,3,2,1,4,1,2,1,2,2,1,2,1,9,9,2,5,0,4,1,1,274
1,160,191,1,3,1,7,5,6,2,3,3,3,1,1,2,2,2,2,1,2,2,3,6,4,4,3,2,2,3,5,2,1,4,1,8,1,1,1,1,2,1,9,9,1,1,1,4,1,1,261
1,160,192,1,3,11,7,3,2,2,2,3,1,1,1,2,2,2,2,1,2,2,3,6,5,7,1,1,2,3,3,1,0,4,1,6,1,2,9,9,2,0,9,9,1,1,0,5,1,1,96
1,160,193,1,4,11,7,3,7,2,8,3,1,1,1,2,2,2,2,1,2,2,3,6,4,10,1,1,2,1,4,1,0,4,1,9,1,2,1,1,2,2,9,9,1,0,1,5,1,1,88
1,160,194,1,3,13,7,4,3,2,2,3,1,1,1,2,2,2,2,1,2,2,1,6,3,3,1,1,1,3,3,2,1,3,1,8,1,2,9,1,2,3,9,9,1,0,1,5,1,1,25
1,160,195,1,2,8,7,3,8,3,2,3,3,1,1,2,2,1,1,2,1,1,3,6,5,10,3,2,1,3,1,4,0,4,1,2,2,2,9,9,1,1,1,3,1,1,1,1,1,1,390
1,160,196,1,1,1,7,3,6,3,1,3,1,1,1,1,1,2,1,1,2,2,3,6,4,2,1,2,1,3,5,2,0,4,1,1,2,3,9,9,0,0,9,9,0,5,0,5,1,1,63
1,160,197,1,2,11,7,3,7,3,3,3,1,1,1,2,2,2,2,2,2,2,3,6,2,7,1,2,1,3,3,1,0,3,1,2,1,0,3,1,2,2,9,9,1,1,1,5,1,1,91
1,160,198,1,1,3,7,3,2,3,1,3,1,1,1,2,2,2,2,2,2,2,1,6,4,1,1,1,1,1,3,2,1,2,1,2,1,1,9,9,1,1,1,1,1,1,1,5,1,1,19
1,160,199,1,4,5,7,3,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,6,3,3,1,2,1,3,1,2,0,3,1,2,1,0,1,1,0,0,9,9,1,1,0,3,2,1,387
1,160,200,1,1,1,7,3,3,1,3,3,1,1,2,1,1,1,2,2,1,1,3,6,5,10,1,2,1,3,5,1,0,4,2,1,2,2,9,9,0,3,9,9,1,0,0,1,1,1,66
1,160,201,1,3,3,7,5,8,1,2,3,1,1,1,2,2,2,2,2,2,2,1,6,1,2,1,1,1,3,5,1,0,4,2,2,1,0,9,9,2,0,9,9,1,0,0,4,1,1,239
1,160,202,1,2,10,7,1,9,2,7,3,1,2,1,2,2,1,2,1,2,2,1,6,4,10,1,1,0,0,5,2,0,2,2,2,1,2,9,9,2,0,9,9,1,0,0,4,1,1,35
1,160,203,1,1,7,7,4,2,2,2,3,3,1,1,2,2,2,2,1,2,2,3,6,3,2,1,1,2,1,5,2,0,2,2,1,1,2,9,9,1,3,1,1,1,0,1,4,1,1,245
1,160,204,1,1,3,7,4,9,3,5,3,2,1,1,2,2,2,2,1,2,2,3,6,1,8,1,1,1,1,3,2,0,3,2,2,2,2,9,9,1,2,1,1,1,1,0,1,1,1,12
1,160,205,1,2,3,7,2,8,3,2,3,3,1,1,2,2,2,2,1,2,2,1,6,2,10,1,2,1,3,5,1,0,2,2,7,2,3,9,9,2,0,9,9,1,1,1,1,1,1,83
1,160,206,1,4,10,7,4,3,3,2,3,3,1,2,2,1,2,2,2,1,2,3,6,3,3,1,1,2,3,5,2,1,3,2,3,1,2,2,1,2,2,9,9,1,2,1,4,1,1,220
1,160,207,1,1,8,7,3,6,5,1,3,2,1,1,2,2,2,2,1,2,1,3,6,3,3,1,2,3,3,5,1,0,3,2,2,2,2,9,9,1,0,1,1,2,5,1,5,1,1,389
1,160,208,1,3,3,7,4,8,3,5,4,1,1,1,2,2,1,2,1,2,2,1,6,2,6,1,1,1,3,3,2,0,4,2,1,1,2,3,1,2,2,9,9,2,5,1,1,1,0,280
1,160,209,1,6,4,0,2,4,2,0,1,1,1,1,2,2,2,2,1,2,2,3,6,2,11,1,1,1,1,3,2,0,3,0,2,1,2,2,1,2,0,9,9,0,0,0,3,1,1,285
1,160,210,1,0,1,0,4,10,0,5,0,1,1,2,2,2,2,2,2,2,2,3,6,0,3,0,0,0,0,1,1,0,4,0,6,0,0,1,1,0,0,9,9,1,5,0,4,1,1,264
1,160,211,1,3,14,4,3,5,3,2,3,3,1,2,1,2,2,2,1,2,2,1,6,3,3,1,1,2,3,3,2,0,3,1,2,0,1,9,9,1,1,9,1,0,0,1,2,1,1,156
1,160,212,1,3,2,6,4,4,3,2,3,3,1,1,2,2,2,1,1,2,1,3,6,2,6,1,2,1,3,5,2,0,3,2,2,2,2,9,9,1,1,1,1,2,7,1,3,1,1,356
1,160,213,1,5,3,7,4,6,3,2,3,1,1,1,2,2,2,2,1,2,2,3,6,1,0,1,1,1,3,5,2,1,4,2,2,1,2,9,9,0,0,9,9,0,0,0,1,1,1,186
1,160,214,1,5,4,1,3,4,1,6,1,1,1,1,2,2,2,1,1,2,1,1,7,5,1,1,2,1,3,1,2,0,3,1,3,1,1,1,1,2,2,9,9,1,1,0,3,1,1,170
1,160,215,1,1,4,1,3,3,2,1,1,3,1,2,1,2,2,2,1,2,1,3,7,5,1,0,2,2,3,5,2,2,3,1,2,1,2,2,1,2,1,9,9,1,1,0,3,2,1,369
1,160,216,1,1,4,1,1,2,2,6,3,1,1,1,2,2,1,2,1,2,1,1,7,3,11,1,2,1,3,1,1,0,3,1,2,1,1,1,1,2,2,9,9,1,4,0,4,2,1,161
1,160,217,1,4,4,1,2,4,3,11,3,3,1,1,2,2,2,2,1,2,2,1,7,3,11,0,2,1,3,1,2,0,2,1,2,1,2,1,1,2,2,9,9,1,1,1,2,1,1,317
1,160,218,1,1,4,1,1,7,4,1,3,3,1,1,2,2,2,2,1,2,2,3,7,5,1,0,2,1,0,1,2,0,3,1,2,1,1,3,1,2,1,9,9,2,4,1,2,1,1,300
1,160,219,1,1,4,1,1,7,4,11,3,1,1,1,2,2,2,1,1,1,1,3,7,4,11,1,2,2,5,1,2,1,3,1,3,1,3,9,9,2,3,9,9,1,1,0,3,1,1,292
1,160,220,1,2,4,1,2,6,5,10,3,1,1,1,2,2,2,1,2,2,2,3,7,3,6,1,2,2,3,3,4,2,3,1,2,1,0,1,1,2,3,9,9,1,1,1,4,1,1,396
1,160,221,1,2,4,2,3,7,2,6,3,1,1,2,1,2,2,2,1,2,1,1,7,3,2,1,1,2,3,3,1,0,3,1,2,1,2,9,9,1,1,9,1,1,1,0,0,0,0,165
1,160,222,1,2,13,3,4,7,2,5,3,1,1,2,1,2,2,2,1,2,2,1,7,3,6,1,1,1,3,5,2,0,2,1,1,1,2,2,1,2,1,9,9,1,1,1,5,1,1,26
1,160,223,1,2,6,4,3,7,3,5,3,3,1,2,2,2,2,2,1,2,2,3,7,4,2,0,1,2,3,3,2,0,4,1,2,2,2,9,9,1,2,9,9,1,1,0,2,1,1,164
1,160,224,1,1,2,6,3,3,3,3,3,1,1,1,2,2,2,2,1,2,1,3,7,2,7,1,2,2,3,5,1,0,4,1,2,2,2,9,9,1,2,3,1,1,1,0,4,1,1,354
1,160,225,1,1,2,6,4,3,3,10,3,3,1,1,2,2,2,2,1,2,2,1,7,2,6,1,2,2,3,1,2,0,4,1,2,2,2,9,9,1,2,1,1,1,1,1,6,1,1,350
1,160,226,1,1,4,2,1,7,3,3,3,1,1,1,2,2,2,2,1,2,1,3,7,3,3,0,2,1,3,0,2,1,2,1,3,2,2,9,9,2,2,9,9,1,1,0,2,1,1,299
1,160,227,1,5,4,1,4,6,2,2,3,1,3,1,2,2,2,2,1,2,2,3,7,1,11,3,2,1,3,5,2,0,3,2,2,1,2,9,9,2,2,9,9,2,4,1,3,2,2,310
1,160,228,1,5,4,1,3,7,3,2,3,3,1,1,2,2,2,2,1,2,2,3,7,4,4,1,2,1,5,1,2,2,3,2,2,1,2,1,1,2,2,9,9,1,3,1,3,1,1,319
1,160,229,1,1,4,1,1,3,3,2,4,3,3,2,1,2,1,2,1,2,2,1,7,4,1,1,2,2,3,5,2,0,3,2,2,1,2,1,1,2,2,9,9,2,4,0,4,1,1,158
1,160,230,1,0,4,1,2,6,5,10,3,3,0,1,2,2,2,1,1,2,1,3,7,5,10,1,1,2,3,5,2,2,2,2,3,1,0,9,9,0,0,9,9,0,0,0,0,0,0,314
1,160,231,1,5,4,1,2,7,5,10,4,3,1,1,2,2,2,2,1,2,2,3,7,4,1,3,1,2,3,3,2,2,3,2,2,1,2,1,1,2,2,9,9,1,4,1,3,2,1,301
1,160,232,1,1,6,4,3,7,2,8,3,3,1,2,2,1,2,2,2,2,2,3,7,4,3,1,1,1,3,5,1,0,3,2,2,2,2,9,9,1,1,1,1,1,0,1,2,1,1,337
1,160,233,1,4,6,5,3,9,3,4,3,2,1,2,1,2,2,2,2,2,2,1,7,2,7,3,2,2,3,0,2,0,4,2,6,1,1,9,9,1,1,1,1,1,1,0,2,1,1,139
1,160,234,1,1,2,6,4,5,2,10,3,1,1,1,2,2,2,2,1,2,1,3,7,1,11,1,2,1,3,1,2,1,3,2,2,1,1,1,1,2,2,9,9,1,1,0,4,1,1,343
1,160,235,1,3,2,6,4,3,2,0,3,1,1,1,2,2,2,1,1,2,1,3,7,2,11,1,2,2,3,5,1,0,3,2,2,1,0,1,9,0,0,1,1,1,0,1,4,1,1,349
1,160,236,1,2,2,6,3,5,3,2,3,1,1,1,2,2,2,1,1,2,1,1,7,3,11,1,2,2,3,1,1,0,3,2,2,1,0,1,1,2,2,1,1,2,0,1,2,1,1,340
1,160,237,1,4,4,1,3,7,4,1,3,1,1,1,2,2,2,1,2,2,2,1,7,3,7,1,2,2,5,1,2,1,4,2,2,1,2,3,1,0,1,9,9,2,4,0,4,2,1,328
1,160,238,1,5,1,7,3,8,1,5,3,1,1,1,2,2,2,1,2,2,2,1,7,1,7,1,2,1,1,5,4,0,4,1,1,1,2,9,9,2,3,9,9,1,1,0,5,0,0,68
1,160,239,1,4,11,7,3,1,1,7,4,1,1,2,2,1,1,2,2,2,2,1,7,1,7,1,1,1,1,5,4,0,4,1,6,1,2,2,1,2,0,9,9,1,1,0,0,1,1,95
1,160,240,1,1,11,7,4,7,1,5,1,1,1,1,2,2,2,1,2,2,2,3,7,3,7,1,2,1,3,3,2,0,4,1,8,1,1,1,1,1,1,1,1,1,1,0,1,1,1,87
1,160,241,1,4,3,7,4,7,1,5,3,1,1,2,1,2,2,2,1,2,2,1,7,4,10,1,2,2,3,5,2,1,4,1,1,1,2,3,1,2,3,9,9,2,5,1,3,1,1,235
1,160,242,1,4,11,7,3,4,1,5,3,1,1,1,2,2,2,1,2,2,2,1,7,1,6,1,1,1,1,3,4,1,2,1,2,1,2,1,1,2,3,9,9,1,1,0,4,1,1,105
1,160,243,1,2,5,7,4,6,1,8,3,1,1,1,2,2,2,2,1,2,2,3,7,1,11,1,1,3,3,3,2,1,4,1,6,1,2,1,1,2,2,9,9,2,4,1,4,1,1,204
1,160,244,1,1,1,7,5,7,2,5,3,3,1,1,2,2,2,2,1,2,2,3,7,4,11,1,1,1,3,3,1,0,4,1,2,1,2,1,1,1,2,1,9,1,1,1,4,1,1,262
1,160,245,1,3,11,7,3,8,2,0,3,1,1,1,2,2,2,2,2,2,2,1,7,2,7,1,1,1,3,3,2,1,3,1,3,1,0,1,1,1,2,1,1,1,1,0,5,1,1,100
1,160,246,1,1,3,7,4,6,3,4,3,1,1,2,1,2,2,2,2,2,2,1,7,1,7,1,2,1,1,5,2,0,4,1,1,1,3,9,9,0,0,9,9,1,1,0,0,1,0,191
1,160,247,1,4,3,7,4,6,3,5,3,3,1,2,1,2,1,2,2,2,2,1,7,4,2,3,1,1,3,3,4,1,4,1,1,1,2,2,1,2,1,9,9,1,1,1,1,1,1,270
1,160,248,1,3,5,7,5,4,3,5,3,0,1,1,2,2,1,2,1,2,2,1,7,3,0,1,2,2,3,3,2,0,3,1,3,1,0,9,9,2,3,9,9,1,0,1,2,1,1,149
1,160,249,1,1,3,7,2,6,3,3,4,1,1,1,2,2,2,2,1,2,2,3,7,2,11,1,1,2,1,3,1,0,4,1,3,1,2,3,1,1,2,9,9,1,1,0,4,1,1,142
1,160,250,1,1,1,7,3,7,3,4,3,1,1,1,2,2,2,2,1,2,2,1,7,5,10,1,1,1,3,3,2,1,4,1,1,1,3,9,9,2,3,9,9,1,1,1,4,1,1,129
1,160,251,1,3,11,7,3,4,3,0,3,1,1,1,2,2,2,2,2,2,2,3,7,5,0,0,1,1,3,3,2,1,4,1,2,1,2,9,9,2,3,9,9,2,0,0,5,1,1,93
1,160,252,1,3,11,7,3,8,3,2,3,1,1,1,2,2,2,2,2,2,2,3,7,2,7,1,1,1,1,3,4,1,4,1,1,1,2,1,1,2,0,9,9,1,5,0,5,1,1,92
1,160,253,1,3,3,7,1,3,4,1,1,1,1,1,2,2,2,2,1,2,2,3,7,2,7,1,2,1,3,1,2,0,2,1,2,1,2,9,3,2,2,9,9,2,2,1,5,1,1,78
1,160,254,1,2,7,7,3,5,4,1,3,1,1,1,2,1,1,2,1,2,2,3,7,4,4,3,1,3,1,3,1,0,4,1,2,2,2,9,9,2,1,1,1,1,1,1,2,2,1,391
1,160,255,1,3,1,7,5,6,4,2,3,3,1,1,2,2,2,2,1,2,2,3,7,3,6,1,2,1,3,3,1,0,4,1,1,1,1,1,1,2,1,9,9,2,5,1,4,2,1,259
1,160,256,1,4,3,7,1,7,1,7,1,1,1,1,2,2,2,1,1,2,2,1,7,3,2,1,2,2,3,1,2,0,2,2,3,1,2,1,1,2,3,9,9,1,1,1,1,1,1,73
1,160,257,1,2,10,7,4,6,1,3,1,1,1,1,2,2,1,2,1,2,2,1,7,2,6,1,1,1,3,3,1,0,3,2,9,1,2,1,1,0,0,9,9,1,1,0,2,1,1,152
1,160,258,1,3,10,7,4,3,1,7,3,1,1,1,2,1,2,2,1,2,2,1,7,2,7,1,1,1,3,5,2,1,2,2,8,1,3,1,1,2,3,9,9,1,1,1,4,2,1,193
1,160,259,1,4,1,7,5,6,2,5,2,1,1,1,2,2,2,2,1,2,2,3,7,3,3,3,2,1,3,5,2,1,4,2,1,1,2,2,3,2,1,9,9,1,1,1,1,1,1,258
1,160,260,1,2,10,7,1,3,2,5,1,1,1,1,2,1,1,2,2,2,2,1,7,3,3,1,1,2,5,3,3,0,2,2,9,1,2,3,1,2,2,9,9,1,1,1,1,1,1,40
1,160,261,1,2,3,7,1,2,2,5,3,1,1,1,2,2,2,2,1,2,2,1,7,2,4,1,2,2,4,5,1,0,2,2,7,1,3,3,9,0,0,3,9,1,1,1,1,1,1,1
1,160,262,1,1,10,7,3,7,2,6,3,3,1,2,1,2,2,2,1,2,2,1,7,4,3,3,2,2,3,3,2,1,2,2,7,2,3,9,9,2,3,9,9,1,0,1,2,1,1,115
1,160,263,1,1,10,7,4,6,2,5,3,1,1,1,2,2,2,1,2,2,2,1,7,1,8,2,2,1,1,5,4,1,2,2,3,1,1,9,9,0,0,9,9,1,1,0,4,1,1,217
