COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153,COL154,COL155,COL156,COL157,COL158,COL159,COL160,COL161,COL162,COL163,COL164,COL165,COL166,COL167,COL168,COL169,COL170,COL171,COL172,COL173,COL174,COL175,COL176,COL177
1,44,13,,3,2,20,2,2,5,3,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,21,0,40,41,30,90,50,41,20,9,1,2,2,2,20,440,1,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,11,10,80,80,80,0,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,14,,3,6,20,2,3,5,5,5,20,4,1,2,2,2,2,2,1,2,2,1,2,2,2,2,20,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,71,30,41,30,41,30,41,40,4,2,1,2,2,20,440,1,4,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,1,0,3,3,40,50,30,50,9,1,0,2,2,2,2,1,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,15,,3,3,10,1,1,3,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,41,0,60,30,41,30,9,2,2,2,1,20,440,1,5,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,80,80,70,8,1,2,2,2,2,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,16,,3,6,10,5,1,4,1,1,30,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,51,41,40,41,40,90,50,51,31,4,2,2,2,2,20,440,1,6,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,0,0,30,20,50,60,40,9,1,1,2,2,1,2,2,1,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,17,,3,3,20,3,1,4,2,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,10,40,41,30,41,11,41,30,6,2,2,2,2,20,440,1,7,,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,33,40,70,50,20,0,1,2,2,2,2,2,2,1,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,18,,3,4,10,2,3,5,2,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,90,10,10,50,11,40,91,40,9,2,2,2,2,20,440,1,8,,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,22,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,14,10,70,20,70,7,1,2,2,2,2,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,19,,3,3,10,3,1,3,3,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,90,10,41,40,10,30,41,40,4,2,2,2,2,20,440,1,9,,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,0,0,1,20,80,40,40,8,1,0,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,20,,3,4,10,0,1,4,1,6,10,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,10,40,41,41,41,30,91,20,9,1,2,2,2,20,440,2,0,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,0,1,11,10,80,10,60,7,1,2,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,21,,3,3,10,2,3,5,3,5,10,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,71,30,40,80,10,80,91,30,9,2,2,2,2,20,440,2,1,,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,22,2,0,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0,4,4,34,40,30,30,10,1,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,22,,3,6,10,2,1,4,5,7,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,11,10,40,40,50,41,10,91,30,9,2,2,2,2,20,440,2,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,3,4,43,20,20,30,30,0,1,1,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,23,,3,3,20,3,1,3,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,11,0,10,40,30,50,50,91,31,0,2,1,2,1,20,440,2,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,0,0,3,40,50,50,40,4,1,2,1,2,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,24,,3,4,20,2,3,5,2,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,30,40,41,31,41,40,41,30,3,2,2,2,2,20,440,2,4,,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,4,0,4,50,20,40,30,40,8,0,8,2,2,2,2,2,1,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,25,,3,6,10,2,1,2,4,1,20,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,41,30,61,30,91,30,9,2,2,2,2,20,440,2,5,,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,22,2,0,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,13,10,80,10,70,6,1,2,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,26,,3,4,20,6,1,3,1,3,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,41,1,40,41,40,11,30,91,31,4,2,2,2,2,20,440,2,6,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,0,1,44,50,40,40,30,1,1,0,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,27,,3,3,20,0,1,4,1,1,10,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,30,50,40,41,30,91,10,91,30,9,2,2,2,2,20,440,2,7,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,1,10,20,90,80,8,1,1,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,28,,3,4,20,2,1,4,4,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,90,40,41,30,61,20,91,20,9,2,2,2,2,20,440,2,8,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,3,24,20,60,70,40,4,1,2,2,2,2,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,29,,3,3,10,2,1,4,1,4,20,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,20,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,50,40,41,20,41,30,41,20,5,2,2,2,2,20,440,2,9,,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22,2,0,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,5,45,50,10,0,10,3,0,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,30,,3,4,10,2,1,4,5,7,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,11,30,10,80,60,80,4,2,2,2,2,20,440,3,0,,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,11,10,70,10,70,8,1,1,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,31,,3,4,10,2,1,2,1,4,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,50,10,40,40,50,11,30,11,30,9,2,2,2,2,20,440,3,1,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,66,61,1,1,1,0,0,0,2,2,2,2,2,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,32,,3,2,10,2,1,3,3,7,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,8,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,11,40,40,41,30,61,20,91,30,9,1,2,2,2,20,440,3,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,22,2,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,80,80,80,8,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,33,,3,3,10,2,1,4,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,0,0,0,0,0,0,0,0,1,2,1,2,2,20,440,3,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,22,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5,0,0,1,1,0,70,60,70,6,1,1,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,34,,3,3,20,0,1,2,4,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,41,10,40,41,30,40,30,91,20,9,2,2,2,2,20,440,3,4,,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,22,2,0,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,4,11,30,50,70,50,1,1,2,2,2,2,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,35,,3,5,10,2,1,2,3,7,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,91,41,41,41,41,40,41,30,9,2,2,2,2,20,440,3,5,,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,2,11,10,80,70,80,1,1,2,2,2,2,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,36,,3,2,10,2,1,2,4,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,90,40,40,30,90,30,91,40,9,2,2,2,2,20,440,3,6,,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,22,2,0,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,4,4,44,40,10,20,10,3,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,37,,3,3,10,3,1,2,3,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,70,10,10,30,10,30,41,30,9,2,2,2,2,20,440,3,7,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,3,0,1,3,10,60,50,30,8,1,2,2,2,1,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,38,,3,3,20,0,1,2,2,3,10,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,20,21,30,31,10,51,20,0,2,2,2,2,20,440,3,8,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,4,0,0,1,20,70,60,60,4,1,1,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,39,,3,3,10,2,1,2,3,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,10,50,41,30,90,30,91,30,9,2,2,2,2,20,440,3,9,,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,22,2,0,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,20,80,80,70,6,1,2,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,40,,3,3,10,2,1,2,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40,90,10,11,30,11,30,41,30,4,2,2,2,2,20,440,4,0,,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,3,0,0,0,0,50,50,50,7,1,0,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
