CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11A.,Q.11B.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28B..1,Q.28B..2,Q.28B..3,Q.28B..4,Q.28B..5,Q.28B..6,Q.28B..7,Q.28B..8,Q.28B..9,Q.28B..10,Q.29.,Q.30.,Q.31.,Q.32.,Q.32..1,Q.32..2,Q.32..3,Q.32..4,Q.32..5,Q.32..6,Q.32..7,Q.32..8,Q.32..9,Q.32..10,Q.32..11,Q.33A.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.43A.,Q.44A.,Q.45.,CARD..1,DECK..1,BALLOT..1,Q.46.,Q.47.,Q.48.,Q.48..1,Q.48..2,Q.48..3,Q.48..4,Q.48..5,Q.48..6,Q.48..7,Q.48..8,Q.48..9,Q.48..10,Q.48..11,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,V.57.,V.58.,V.59.
1,193,259,1,8,5,5,13,2,2,2,2,3,2,2,4,1,2,2,5,3,2,2,2,1,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,3,3,1,2,7,3,2,2,3,2,193,259,3,2,2,2,2,2,1,2,2,1,2,2,2,2,0,3,2,3,5,2,1,6,2160,3
1,193,260,0,10,7,5,9,3,3,1,3,4,3,1,2,1,2,4,2,2,0,4,9,2,5,2,3,3,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,3,2,3,7,4,2,2,2,2,193,260,3,3,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,3,3,0,1,2,1145,2
1,193,261,3,7,8,4,5,2,1,2,3,4,2,3,1,1,2,2,5,3,4,3,8,2,2,1,1,3,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,3,1,0,7,4,2,2,3,2,193,261,2,2,2,1,2,2,2,2,2,1,2,2,2,2,5,3,1,3,3,2,1,5,1252,2
1,193,262,2,9,5,2,1,1,4,2,3,4,2,2,1,1,2,2,5,3,4,2,5,3,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,1,2,7,3,2,2,2,2,193,262,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,5,3,2,3,2135,3
1,193,263,2,10,6,2,9,1,2,1,3,4,2,3,2,3,2,2,5,3,4,4,3,1,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,3,2,7,2,2,2,2,2,193,263,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,3,1,6,2142,3
1,193,264,1,3,7,1,4,3,1,2,1,2,2,1,2,3,2,1,2,2,3,1,6,4,5,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,3,7,3,2,2,3,2,193,264,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,5,3,4,0,6,1167,2
1,193,265,2,0,0,2,10,3,1,3,3,4,3,3,2,3,3,3,5,3,1,2,1,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,2,7,3,2,2,2,2,193,265,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,3,2106,3
1,193,266,2,10,4,2,4,3,2,2,2,2,2,2,4,2,2,3,1,1,3,3,4,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,4,2,7,3,2,2,2,2,193,266,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,5,3,4,2,5,1230,1
1,193,267,1,7,4,2,4,1,1,1,3,4,2,3,2,2,2,2,1,1,3,3,2,2,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,7,1,2,2,1,2,193,267,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,2,1,1,11,1140,1
1,193,268,3,8,6,4,4,3,1,3,3,4,2,2,4,1,3,3,1,1,3,1,5,4,2,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,2,3,3,1,0,7,3,2,2,3,2,193,268,2,0,2,2,1,2,2,2,2,2,2,2,2,2,5,3,2,5,3,5,1,5,1110,1
1,193,269,2,9,6,2,4,3,1,1,2,3,1,1,2,2,2,3,1,1,3,2,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,0,2,2,2,2,2,1,2,1,2,2,2,2,3,3,2,3,1,1,1,2,2,2,2,2,3,2,193,269,1,2,1,1,1,1,2,2,2,2,2,2,2,2,5,3,3,3,3,3,0,12,1129,1
1,193,270,2,8,8,1,2,3,1,3,1,2,2,2,4,3,3,4,1,1,3,4,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,3,1,2,2,3,2,2,1,2,193,270,2,2,2,1,2,1,1,2,1,1,2,2,2,2,5,2,3,4,3,4,1,11,2108,1
1,193,271,1,10,7,3,10,1,3,2,3,3,3,2,4,2,1,3,2,2,1,4,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,1,2,1,2,1,2,2,2,2,2,2,2,2,3,3,2,3,1,1,3,2,1,3,2,2,3,2,193,271,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,3,5,1,1,9,1109,2
1,193,272,3,5,6,4,9,3,1,2,2,3,2,2,4,1,2,1,5,3,3,2,4,1,4,3,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,3,3,3,1,2,2,3,2,2,3,2,193,272,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,6,2159,3
1,193,273,1,7,3,3,4,3,1,1,2,2,1,2,4,2,1,3,1,1,3,3,1,4,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,3,1,3,1,3,7,2,2,2,3,2,193,273,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,3,5,1,6,1137,1
1,193,274,1,10,5,5,3,1,3,1,2,3,2,3,2,2,2,3,5,3,1,4,1,3,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,3,1,1,3,3,7,3,2,2,3,2,193,274,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2108,3
1,193,275,3,9,6,5,5,3,2,2,3,3,2,2,4,2,1,3,1,1,3,1,2,4,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,3,1,2,4,3,2,2,2,2,193,275,3,2,2,2,2,2,2,2,2,1,2,2,2,2,0,1,0,3,3,2,1,11,1131,1
1,193,276,1,10,3,2,9,2,4,1,1,3,2,2,3,2,2,3,6,1,4,2,3,3,4,2,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,3,3,3,2,1,7,3,2,2,3,2,193,276,1,3,1,2,2,2,2,2,2,2,2,2,2,2,4,4,3,5,3,1,1,6,3110,1
1,193,277,4,10,4,3,10,1,2,3,3,3,2,1,4,2,2,3,2,3,0,1,1,3,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,0,2,3,3,1,1,0,7,3,2,2,3,2,193,277,0,2,2,1,2,2,2,2,2,2,2,2,2,2,3,0,2,5,3,1,1,11,2110,3
1,193,278,4,10,6,6,4,1,4,1,2,2,2,2,3,1,1,1,3,3,0,1,1,1,3,1,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,1,1,1,2,2,3,2,2,1,2,193,278,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,5,1,1,5,1204,2
1,193,279,2,3,6,2,14,1,1,2,1,1,1,2,4,2,1,1,3,2,1,2,1,2,1,3,3,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,1,1,1,1,1,1,2,2,3,2,193,279,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,1,6,1156,2
1,193,280,4,9,7,2,9,1,2,2,2,3,1,1,4,2,1,3,5,3,3,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1,3,1,1,1,3,2,2,3,2,193,280,2,2,2,2,1,1,2,2,2,2,2,2,2,2,5,3,2,4,4,2,1,12,2114,3
1,193,281,3,9,6,4,4,3,2,2,2,4,1,1,2,1,2,2,1,1,3,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,3,1,1,2,2,2,3,2,2,2,2,193,281,3,2,2,1,2,1,2,2,2,2,2,2,2,2,5,3,2,3,3,2,1,12,1114,1
1,193,282,1,9,7,2,10,3,3,3,2,1,2,3,4,2,2,3,4,3,3,3,3,1,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,3,2,2,4,2,3,0,2,2,2,2,193,282,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,3,0,1,6,2101,3
1,193,283,2,6,7,3,9,1,2,1,3,3,2,2,2,1,2,3,5,3,3,1,2,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,3,1,1,2,2,7,4,2,2,2,2,193,283,0,2,2,1,1,1,2,2,2,1,2,2,2,2,5,4,3,4,4,2,1,12,2139,3
1,193,284,1,5,6,2,10,1,1,2,2,3,2,1,3,2,3,3,3,2,3,1,2,4,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3,3,1,1,2,2,2,2,2,3,2,193,284,3,1,2,2,2,1,2,2,2,1,2,2,2,2,0,2,0,3,3,5,1,12,1139,2
1,193,285,1,10,5,2,4,1,4,2,3,3,3,3,2,2,0,4,5,3,3,2,6,2,2,3,1,0,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,1,1,4,2,7,3,2,2,2,2,193,285,2,1,2,2,2,2,2,1,2,1,2,2,2,2,3,3,3,3,5,2,2,7,2124,3
1,193,286,1,6,4,1,9,1,1,2,2,3,2,2,3,1,2,4,2,2,1,4,3,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,1,1,1,2,6,3,2,2,2,2,193,286,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1110,2
1,193,287,2,9,5,6,8,1,2,2,2,2,1,1,3,1,2,2,4,3,4,2,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1,1,2,3,1,3,2,2,2,2,193,287,1,1,2,2,2,2,2,2,2,1,2,2,2,2,0,3,3,5,3,1,1,12,2124,3
1,193,288,3,10,6,2,11,1,1,3,1,2,2,2,4,2,3,2,5,3,4,1,1,3,2,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,3,1,1,1,2,1,2,2,2,1,2,193,288,2,2,1,2,2,2,2,1,2,1,2,2,2,2,5,3,3,5,4,2,1,11,2126,3
1,193,289,1,10,7,1,3,3,0,2,2,3,2,3,4,3,1,2,5,3,0,3,1,1,4,3,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,3,2,3,1,3,1,1,2,3,2,2,2,2,193,289,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,3,3,3,2,1,7,2111,3
1,193,290,1,7,6,3,5,2,3,2,3,4,2,2,4,2,2,2,1,1,3,2,2,2,1,1,3,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,1,3,3,1,3,2,2,3,2,193,290,2,2,2,1,1,1,1,2,2,2,2,2,2,2,0,3,2,4,4,4,1,12,1147,1
1,193,291,3,5,7,2,9,3,1,2,2,3,2,2,4,3,2,3,2,2,5,1,4,1,2,1,1,0,2,4,4,2,2,2,2,2,2,2,2,2,2,1,0,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,3,3,2,1,0,3,3,2,3,2,193,291,2,3,1,2,2,2,1,1,2,2,2,2,2,2,3,3,3,1,5,2,2,5,2105,3
1,193,292,1,3,6,2,14,3,1,3,2,3,2,1,4,2,3,3,1,1,3,2,4,4,2,3,2,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,3,3,1,2,7,3,3,2,2,2,193,292,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,5,2,3,2,5,1222,1
1,193,293,3,8,4,5,5,1,4,2,3,4,3,2,1,2,2,2,5,3,2,1,1,3,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,7,3,3,2,3,2,193,293,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,3,3,3,1,1,6,2134,3
1,193,294,3,10,3,3,4,1,3,1,3,4,3,2,4,1,2,3,2,3,2,1,10,2,4,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,2,3,3,2,1,3,3,3,2,3,2,193,294,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,1,4,5,1,1,6,2150,3
1,193,295,1,11,6,1,6,2,1,2,2,1,2,3,2,3,1,3,4,3,1,2,1,2,4,2,1,2,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,3,4,4,3,2,3,2,193,295,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,5,2,1,3,2149,3
1,193,296,2,10,4,3,1,3,3,2,3,2,3,2,4,2,2,3,5,3,4,4,5,2,4,2,1,2,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,3,1,1,7,3,3,2,3,2,193,296,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,4,1,2,2,2,1,7,2145,3
1,193,297,3,11,4,3,1,3,4,1,3,3,1,1,3,1,3,0,5,3,3,1,3,2,1,3,1,2,3,0,0,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,2,3,3,3,0,7,2,3,2,2,2,193,297,2,0,1,2,2,2,2,2,2,2,2,2,2,2,0,3,2,2,5,5,2,5,2165,3
1,193,298,2,10,2,4,3,1,1,2,2,2,2,2,3,2,2,2,4,3,1,4,1,3,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,0,2,1,1,1,2,7,3,3,2,3,2,193,298,1,3,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,2,1,3,2150,3
1,193,299,1,10,1,3,4,1,3,1,3,3,3,3,3,1,2,1,9,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,3,1,2,2,1,2,3,2,2,2,193,299,2,1,2,2,2,2,2,1,2,2,2,2,2,2,5,4,3,4,3,1,2,4,1119,2
1,193,300,1,6,8,4,4,2,3,2,3,4,2,3,3,3,2,2,5,3,9,4,2,2,2,1,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,1,2,2,2,2,3,3,2,3,1,1,3,2,1,3,3,2,2,2,193,300,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,3,1,2,2,3,1,3,2123,3
1,193,301,1,6,5,1,11,3,3,1,2,4,2,2,1,2,2,4,6,3,1,2,1,2,5,2,1,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,3,3,1,1,7,4,3,2,2,2,193,301,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,1,1,7,2135,3
1,193,302,2,3,6,4,9,2,1,1,3,4,3,1,1,1,2,1,0,2,1,4,1,4,4,3,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,3,1,3,5,4,3,2,1,2,193,302,2,3,2,1,2,2,2,2,2,1,2,2,2,2,4,4,3,3,3,0,1,5,1145,2
1,193,303,1,5,7,1,6,1,3,1,2,3,2,3,4,3,1,2,5,3,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,1,1,4,2,1,3,3,2,2,2,193,303,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,1,2,3,2,1,3,2110,3
1,193,304,3,4,8,4,14,1,2,2,2,2,2,1,4,3,1,3,4,3,4,1,3,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,2,1,3,3,2,1,2,193,304,2,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,3,3,1,1,11,2104,3
1,193,305,1,10,4,1,5,0,1,1,2,2,2,2,4,2,1,3,5,3,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,2,3,1,1,1,4,3,2,3,2,193,305,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,3,2,1,0,7,2112,3
1,193,306,0,0,0,0,0,1,1,1,2,2,1,1,0,0,0,0,0,3,1,2,2,0,0,0,0,0,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,3,2,1,1,0,0,0,3,2,2,2,193,306,1,0,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,2,2,3,1,3,2153,3
1,193,307,1,5,4,2,5,1,3,1,3,3,3,2,3,1,2,1,3,3,1,1,1,1,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,3,3,2,3,3,1,2,2,1,2,3,2,2,2,193,307,3,2,2,2,2,2,2,1,2,2,2,2,2,2,5,3,3,3,3,1,1,4,1118,2
1,193,308,1,10,4,6,8,1,3,1,3,4,1,3,1,1,2,1,5,3,1,1,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,3,1,1,2,2,6,3,3,2,3,2,193,308,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,0,2,2,2,3,1,3,2104,3
1,193,309,1,9,5,5,5,1,4,2,2,2,1,1,2,2,1,2,2,2,1,1,1,4,4,1,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,1,1,1,1,1,3,3,2,2,2,193,309,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,2,1146,2
1,193,310,3,6,6,4,14,1,1,3,2,2,3,2,0,0,0,0,0,1,3,2,2,2,2,3,2,3,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,1,1,2,2,2,2,2,2,2,0,3,2,3,1,1,1,2,2,3,3,2,2,2,193,310,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,2,3,3,3,4,1,12,1108,1
1,193,311,4,3,6,2,4,3,1,2,3,4,2,1,4,2,1,3,1,1,3,1,3,1,5,3,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,1,1,2,3,3,3,2,3,2,193,311,3,2,1,1,2,2,2,2,2,1,2,2,2,2,5,3,2,4,4,4,1,12,1128,1
1,193,312,3,2,6,2,4,3,2,2,2,2,2,1,3,3,2,2,5,3,3,4,3,2,2,1,3,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,3,1,1,1,1,1,2,3,2,3,2,193,312,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,4,3,1,11,2114,3
1,193,313,3,4,6,1,1,1,1,3,2,4,2,2,2,2,2,3,4,3,1,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,1,6,3,3,2,3,2,193,313,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,5,3,2,1,3,2164,3
1,193,314,1,4,6,3,10,1,3,1,3,3,2,2,2,2,1,2,5,3,1,3,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,3,0,3,1,1,4,2,7,4,3,2,3,2,193,314,1,2,1,2,2,2,2,1,2,1,2,2,2,2,3,3,2,3,5,1,1,8,2103,3
1,193,315,1,4,7,2,4,3,2,2,3,3,2,2,1,1,2,2,1,1,3,1,4,3,0,2,1,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,1,1,2,3,7,4,3,2,3,2,193,315,2,1,2,2,2,2,2,2,2,1,2,2,2,2,5,3,3,5,3,3,1,12,1150,1
1,193,316,1,9,6,1,4,1,3,2,3,4,2,2,1,3,2,0,5,3,1,2,2,2,2,1,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,3,1,1,4,1,7,2,3,2,0,2,193,316,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,1,7,2107,3
1,193,317,1,0,5,3,6,3,4,1,3,4,2,1,4,2,2,3,0,2,0,6,6,3,3,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,4,3,5,1,4,2,3,2,193,317,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,2,0,1,7,1117,2
1,193,318,1,2,5,3,4,2,1,2,2,3,2,2,4,2,1,3,1,1,3,1,2,1,0,0,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,1,1,0,7,3,4,2,3,2,193,318,2,2,2,2,1,1,2,2,2,2,2,2,2,2,5,3,3,2,5,3,1,12,1159,1
1,193,319,2,7,3,4,1,1,1,3,2,4,2,2,2,1,2,2,1,1,3,4,0,3,1,1,1,0,2,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,7,3,4,2,3,2,193,319,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,3,5,3,2,1,2,1132,1
1,193,320,1,5,6,4,4,1,3,1,3,4,3,3,1,1,2,2,1,1,3,3,2,3,4,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,3,3,2,3,3,3,3,1,7,1,4,2,3,2,193,320,3,3,2,2,2,1,2,2,2,2,2,2,2,2,5,3,3,4,4,5,1,11,2118,1
1,193,321,3,7,7,4,6,1,2,3,2,2,2,2,4,2,3,3,3,2,1,4,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,3,2,1,1,1,3,3,4,2,2,2,193,321,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1141,2
1,193,322,1,6,6,3,8,3,1,3,3,4,3,2,2,2,2,3,2,2,4,5,2,1,5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,1,3,2,2,1,3,3,3,4,2,3,2,193,322,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,1,3,3,3,1,7,1115,2
1,193,323,1,11,4,2,7,1,1,1,0,3,2,2,4,1,2,3,3,3,1,4,2,1,2,2,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,0,1,0,1,1,1,3,7,1,0,0,0,2,193,323,0,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,5,1239,2
1,193,324,1,11,1,3,10,3,1,2,3,2,2,2,3,2,2,1,0,3,1,1,4,2,0,3,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,3,1,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,193,324,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,3,2134,3
1,193,325,1,10,6,2,4,3,1,2,3,0,3,2,0,2,3,2,1,1,3,1,4,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,3,0,0,7,1,0,0,2,2,193,325,1,1,2,2,1,2,2,2,2,2,2,2,2,2,5,1,0,4,4,4,1,11,1125,1
