CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52B.,Q.52C.,V.54.,V.55.
1,192,337,1,1,36,6,6,2,2,3,3,2,2,2,2,2,2,3,4,4,4,3,1,1,3,1,2,5,5,2,5,2,1,2,1,1,1,1,1,2,2,2,2,1,3,2,3,1,1,1,1,1,1,1,2,1,1,6,1
1,192,338,1,1,27,5,4,1,1,1,2,2,2,2,3,2,2,3,4,4,3,1,1,2,2,3,3,3,5,2,5,2,1,1,1,2,1,1,1,1,2,1,2,2,3,2,3,1,1,1,1,1,1,3,2,1,1,6,1
1,192,339,1,2,8,5,4,1,2,2,2,2,1,1,1,2,3,2,0,4,4,4,2,2,3,2,2,2,5,0,5,1,3,2,3,1,1,1,1,1,2,1,2,2,2,2,0,1,1,1,1,1,2,5,1,2,3,6,1
1,192,340,1,1,30,5,4,1,2,3,4,2,2,2,3,2,2,3,2,3,2,1,1,2,3,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,3,1,4,4,1,2,1,1,1,1,1,1,1,1,1,2,1
1,192,341,1,2,5,4,3,2,1,2,3,1,1,1,1,2,2,2,2,3,3,3,1,2,1,3,2,4,5,2,5,2,1,2,2,1,1,1,1,2,2,4,4,1,4,3,2,2,1,1,1,1,1,1,2,2,1,1,1
1,192,342,1,2,9,5,4,2,1,2,2,2,1,1,1,1,2,2,2,3,3,1,1,1,1,2,3,4,3,2,3,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,7,1
1,192,343,1,1,36,5,3,2,2,1,4,2,2,2,2,2,2,3,2,3,1,1,1,1,2,2,1,3,5,3,5,2,1,1,1,1,1,1,1,2,3,1,3,0,2,3,2,1,3,1,1,1,2,0,2,1,2,5,1
1,192,344,1,1,27,5,4,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,1,2,3,2,3,4,3,3,4,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,0,1,0,1,1,1,1,2,2,1,1,7,1
1,192,345,1,1,29,5,4,3,1,3,5,2,3,3,2,1,1,3,4,4,3,1,2,2,2,3,2,3,5,4,5,2,1,1,1,1,1,1,1,1,3,2,2,2,3,3,2,1,1,2,1,1,1,1,1,2,1,3,1
1,192,346,1,1,30,5,1,2,2,2,4,2,2,1,1,2,2,2,3,2,2,2,1,2,3,1,2,2,5,2,5,2,1,2,1,2,2,2,2,2,1,2,3,2,3,3,3,1,1,2,1,1,1,2,2,1,2,6,1
1,192,347,1,2,10,5,5,2,2,2,4,2,2,2,2,2,2,3,3,4,4,3,1,2,2,2,0,3,5,2,5,2,1,2,1,3,1,2,1,2,3,1,2,2,2,3,2,2,1,2,1,1,2,5,2,1,2,5,1
1,192,348,1,1,35,5,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,3,1,2,2,2,3,2,3,2,5,1,1,2,2,1,1,1,1,1,2,2,4,1,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1
1,192,349,1,1,26,5,4,3,1,1,3,1,2,1,1,2,2,2,4,3,3,3,1,2,3,1,3,3,2,2,2,2,1,2,1,0,0,0,1,0,2,0,0,1,4,3,2,1,2,2,1,1,2,5,2,2,3,7,1
1,192,350,1,1,26,5,3,2,2,3,4,2,2,2,1,2,2,2,1,4,4,3,1,2,3,2,2,3,5,3,5,2,1,2,1,4,1,1,1,2,1,3,4,1,3,4,0,1,2,2,1,1,1,1,2,1,1,5,1
1,192,351,1,2,12,6,4,3,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,3,2,2,5,2,4,2,1,2,1,1,1,1,1,1,2,1,0,2,0,1,0,1,0,0,1,1,2,1,2,2,1,7,1
1,192,352,1,3,8,6,7,3,1,2,2,1,1,1,1,2,2,2,1,3,3,3,2,2,3,3,2,0,3,4,3,2,1,1,1,0,0,0,0,0,0,1,2,1,3,2,1,1,1,1,2,1,2,1,2,2,1,6,1
1,192,353,1,3,7,6,7,3,1,1,2,1,2,2,1,3,2,2,2,2,2,1,2,2,3,1,2,4,5,3,5,2,1,2,2,1,3,3,2,2,1,2,2,2,3,3,1,1,1,1,2,1,2,1,1,2,2,6,1
1,192,354,1,2,8,6,6,2,1,1,2,2,2,1,1,2,2,2,2,3,3,3,1,2,3,1,3,5,3,3,4,1,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,1,1,1,2,1,1,1,2,1,1,6,1
1,192,355,1,1,40,6,6,2,2,2,5,1,2,3,3,1,3,2,4,3,3,2,1,2,3,1,2,5,3,3,5,2,1,2,2,1,1,1,2,1,1,1,2,1,3,4,2,1,1,1,2,1,1,5,1,2,2,6,1
1,192,356,1,1,40,6,1,2,1,1,1,1,1,1,1,2,2,2,1,3,3,2,1,2,3,2,3,2,3,1,4,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,3,1,1,1,2,1,2,5,1,1,2,6,1
1,192,357,1,1,35,5,2,3,2,3,2,2,2,1,2,2,2,3,4,4,4,2,1,2,2,2,2,4,5,2,5,1,1,2,2,2,1,1,1,1,2,1,3,1,3,4,3,1,1,1,2,1,1,1,2,2,1,4,1
1,192,358,1,1,24,5,3,3,1,2,3,1,2,2,3,2,3,2,3,4,4,2,2,2,3,2,3,2,3,3,5,2,1,1,2,2,2,1,1,1,2,1,2,1,4,4,3,1,1,1,2,1,1,1,2,1,1,6,1
1,192,359,1,1,30,5,4,3,2,3,2,2,2,2,3,1,3,3,3,4,4,2,1,2,3,2,2,2,3,4,4,2,1,2,2,1,2,1,1,0,1,2,0,0,0,3,2,1,2,1,2,1,1,1,2,2,2,7,1
1,192,360,1,1,29,5,3,2,1,1,2,2,2,3,1,2,2,2,2,2,1,2,1,2,3,2,2,0,0,0,0,2,1,1,1,2,1,3,2,2,2,1,3,1,2,4,2,1,2,1,2,1,1,1,1,1,1,5,1
1,192,361,1,1,19,4,2,2,1,2,3,1,2,1,1,2,3,2,2,4,4,4,2,2,3,2,2,5,5,2,5,2,1,2,1,2,3,2,1,1,2,2,4,1,3,4,2,1,2,1,2,1,1,1,2,1,1,1,1
1,192,362,1,1,30,5,2,2,1,2,4,2,2,2,1,1,2,2,3,3,3,3,2,2,3,2,3,4,3,3,3,1,1,2,2,1,2,2,2,2,1,2,4,1,3,2,2,1,3,1,2,1,1,1,2,1,1,6,1
1,192,363,1,2,8,5,4,3,2,2,4,1,2,1,1,2,2,2,2,4,4,2,2,2,3,1,2,3,5,2,4,2,1,2,2,2,2,2,2,2,2,2,3,1,3,2,3,1,3,1,2,1,1,1,1,1,1,2,1
1,192,364,1,1,27,5,4,1,1,2,0,1,2,2,1,2,3,3,4,4,3,3,1,1,3,1,2,4,5,3,5,1,1,2,2,1,2,3,2,0,2,1,3,2,3,5,3,1,3,1,2,1,2,3,2,1,2,5,1
1,192,365,1,1,27,5,4,1,1,2,2,2,1,1,1,2,2,2,2,4,3,2,1,2,2,2,3,4,3,2,4,2,1,1,1,2,2,2,1,1,2,2,2,1,3,2,2,2,3,1,2,1,1,2,1,1,2,1,1
1,192,366,1,1,24,5,3,2,2,2,2,2,2,2,3,2,3,3,3,3,2,2,1,2,3,2,2,4,3,3,4,2,1,1,2,2,2,1,1,1,3,2,2,1,3,3,0,1,0,1,2,1,1,3,2,1,2,7,1
1,192,367,1,1,21,4,3,2,1,2,4,1,1,1,1,2,3,1,2,3,3,3,1,2,2,1,3,2,3,4,5,1,1,3,3,2,1,1,1,1,2,2,3,2,2,3,1,1,1,2,2,1,1,1,1,1,1,7,1
1,192,368,1,1,22,4,3,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,3,3,2,5,2,5,2,1,1,1,1,1,1,1,1,2,2,1,1,3,3,2,1,1,2,2,1,1,1,2,1,1,6,1
1,192,369,1,1,23,4,2,1,1,2,2,2,2,1,3,2,3,2,2,3,3,2,1,1,3,3,2,2,0,2,4,2,1,2,2,1,2,2,1,1,1,2,2,1,3,4,2,1,1,2,2,1,2,5,2,1,1,3,1
1,192,370,1,2,7,3,1,3,2,2,3,2,2,1,1,2,2,2,2,1,1,1,1,2,3,2,2,2,3,2,3,2,1,2,1,1,1,1,1,1,2,2,2,1,0,4,2,1,1,2,2,1,2,5,2,1,1,7,1
1,192,371,1,1,25,5,4,2,2,2,3,2,2,1,1,2,2,2,0,3,3,3,1,1,3,2,2,2,5,0,4,1,1,2,2,2,1,1,1,1,2,2,2,2,4,2,3,1,1,2,2,1,1,3,2,1,2,5,1
1,192,372,1,2,6,5,2,3,1,2,3,1,2,1,1,2,2,2,2,3,3,3,1,2,3,3,3,4,3,3,4,1,1,2,2,2,2,2,1,1,2,2,2,1,3,3,2,2,1,2,2,1,2,1,2,1,2,3,1
1,192,373,1,1,25,5,4,1,2,4,5,2,3,2,3,2,3,3,4,4,4,2,1,2,3,1,1,3,5,1,4,2,1,2,2,1,1,1,1,2,2,3,5,1,3,3,3,2,1,2,2,1,1,1,2,2,1,5,1
1,192,374,1,1,25,5,4,1,2,3,5,2,3,2,3,2,3,3,4,4,4,2,1,2,3,1,1,3,5,0,0,2,1,2,1,1,1,1,1,2,2,3,5,1,3,3,3,3,1,2,2,1,1,1,1,1,2,5,1
1,192,375,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,3,3,3,1,2,3,2,2,2,3,2,5,2,1,2,1,1,1,1,1,1,2,2,3,1,2,3,3,2,2,2,2,1,2,5,2,2,1,5,1
1,192,376,1,1,19,4,3,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,5,4,1,2,1,2,2,2,2,3,1,2,1,3,4,1,3,2,0,1,3,2,2,1,1,1,1,1,1,6,1
1,192,377,1,2,8,6,6,2,1,2,4,2,2,2,1,2,2,3,4,3,3,3,1,2,3,1,3,1,3,2,3,2,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,1,1,3,1,1,1,1,1,1,6,1
1,192,378,1,2,7,5,4,2,1,2,2,1,2,1,1,2,2,3,3,3,2,2,1,2,3,2,2,4,5,2,5,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,3,1,1,1,3,1,2,5,2,1,1,6,1
1,192,379,1,2,8,6,6,3,1,1,3,1,2,1,1,2,2,2,1,2,1,2,2,2,3,2,3,4,3,4,4,2,1,1,2,2,2,1,1,1,1,1,0,1,0,1,3,1,1,1,3,1,1,1,2,1,1,6,1
1,192,380,1,1,29,5,4,3,1,2,3,2,2,1,1,2,2,2,0,3,3,3,1,2,3,2,3,4,5,2,5,2,1,1,1,1,1,1,1,1,2,2,2,1,4,3,2,3,1,1,3,1,2,5,1,1,2,6,1
1,192,381,1,1,27,5,4,2,2,1,4,2,2,2,3,2,2,2,2,2,1,2,1,2,3,1,2,4,5,4,5,2,1,2,1,2,2,2,1,2,1,2,0,2,0,4,2,1,2,1,3,1,2,5,1,1,2,7,1
1,192,382,1,1,27,5,4,2,2,2,2,1,2,1,1,2,2,2,0,2,1,3,1,2,3,2,2,2,3,2,5,2,1,2,1,2,2,1,1,2,2,1,2,1,3,5,3,1,2,1,3,1,1,1,1,1,1,5,1
1,192,383,1,2,8,6,6,3,3,1,5,3,3,1,1,1,2,2,1,4,2,2,1,2,3,3,3,3,3,4,4,2,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,1,3,1,3,1,1,1,2,1,1,6,1
1,192,384,1,1,23,4,2,1,2,2,4,1,2,3,2,2,3,3,4,4,4,4,1,2,3,2,3,5,3,1,5,2,1,2,1,1,1,2,1,1,1,2,4,1,3,4,2,1,3,1,3,1,1,1,2,1,2,6,1
1,192,385,1,1,20,4,3,2,2,1,1,1,2,1,1,2,2,1,2,3,3,2,2,1,3,3,2,2,3,4,4,2,1,1,1,1,2,1,1,1,2,1,2,2,3,2,3,1,3,1,3,1,2,3,2,1,2,5,1
1,192,386,1,1,30,5,4,3,2,1,1,2,2,2,2,2,2,3,2,1,1,1,2,2,3,2,2,2,3,3,5,2,1,1,1,1,2,1,2,2,2,1,2,1,3,3,1,1,1,2,3,1,1,1,2,2,1,6,1
1,192,387,1,1,24,5,3,3,1,1,3,1,2,2,1,1,2,2,1,3,2,1,2,1,2,2,3,1,3,4,5,2,1,2,2,1,2,1,1,1,2,1,2,1,3,3,2,1,1,2,3,1,2,3,2,1,4,6,1
1,192,388,1,2,8,5,4,3,2,0,2,1,2,1,1,2,2,2,2,1,1,1,1,2,3,3,3,2,5,3,5,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,1,3,2,3,1,2,5,2,2,2,1,1
1,192,389,1,2,6,6,6,2,1,2,2,1,2,1,3,1,2,2,3,2,2,1,2,2,3,1,2,2,3,3,3,2,1,1,1,4,1,3,2,2,1,2,4,1,4,2,2,1,2,3,3,1,2,4,2,2,1,6,1
1,192,390,1,2,8,6,4,3,1,2,3,1,2,1,3,2,3,3,1,1,1,2,1,2,3,3,2,4,3,2,5,2,1,3,3,1,2,1,2,2,2,2,3,1,4,3,2,2,2,3,3,1,2,5,2,1,2,4,1
1,192,391,1,2,8,6,6,2,3,3,4,3,3,3,2,2,2,3,4,4,4,4,2,2,3,1,1,5,3,2,5,2,3,3,2,2,1,2,1,1,2,1,2,1,2,5,2,1,3,2,1,2,1,2,2,1,2,7,1
1,192,392,1,2,11,6,4,3,1,2,3,1,2,1,1,2,2,2,2,3,3,1,2,2,2,2,2,2,3,2,4,1,1,1,2,0,0,1,0,0,2,2,0,1,0,3,2,1,1,1,2,2,1,1,2,1,1,7,1
1,192,393,1,1,22,4,4,3,2,2,3,2,2,2,3,2,2,3,3,3,3,1,1,2,3,2,3,2,1,4,0,2,1,1,1,1,1,1,1,1,2,1,0,2,3,4,2,1,1,1,2,2,2,5,2,1,2,6,1
1,192,394,1,1,26,5,4,3,1,1,2,1,2,2,1,2,2,1,2,2,1,3,1,2,2,2,3,2,3,2,4,2,1,2,1,2,1,1,1,0,1,2,1,2,2,5,3,1,1,1,2,2,1,1,2,1,1,7,1
1,192,395,1,1,27,5,4,3,2,1,2,1,1,2,1,2,2,2,2,3,3,1,2,1,2,2,3,2,3,2,3,2,1,2,2,0,1,1,1,1,2,1,2,2,0,2,1,1,2,1,2,2,1,1,2,1,1,7,1
1,192,396,1,1,28,5,3,2,1,2,4,2,2,2,1,2,2,2,2,3,2,3,1,2,3,2,2,2,3,4,1,1,1,2,2,2,2,2,1,2,1,1,2,1,3,4,2,1,1,2,2,2,2,5,1,1,2,7,1
1,192,397,1,2,7,5,3,2,2,2,3,2,2,2,1,2,2,2,1,2,2,1,2,2,3,2,3,2,3,4,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,7,1
1,192,398,1,2,8,5,4,3,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,3,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,3,2,2,5,2,1,2,7,1
1,192,399,1,3,3,6,6,2,1,2,3,1,1,1,1,1,2,0,2,2,2,2,1,2,3,2,3,2,1,2,3,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,5,2,0,2,7,2
1,192,400,1,2,12,6,6,3,1,1,2,1,2,1,3,2,2,0,2,1,1,1,1,2,2,3,3,1,3,2,4,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,7,2
1,192,401,1,3,4,6,5,3,2,1,4,1,1,1,1,2,2,1,1,3,3,1,1,1,3,3,3,1,3,2,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
1,192,402,1,1,45,6,6,2,2,1,3,2,1,1,1,2,2,2,1,1,1,1,2,2,3,1,3,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,4,4,2,3,1,1,2,1,0,0,0,0,0,11,2
1,192,403,1,2,8,6,7,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,3,2,3,2,3,2,5,1,1,2,2,1,1,1,1,1,2,1,2,2,3,3,1,2,2,1,2,1,0,0,0,0,0,11,2
1,192,404,1,1,23,4,3,2,1,1,4,1,2,2,1,2,3,2,2,3,3,1,1,2,2,2,1,2,1,2,4,2,1,2,2,1,2,2,1,1,3,1,2,2,4,4,2,3,1,1,3,1,0,0,0,0,0,11,2
1,192,405,1,2,3,6,6,3,2,2,3,1,2,1,1,1,3,2,0,2,2,2,2,2,3,2,2,2,0,2,1,0,1,2,2,2,1,2,1,1,2,1,2,1,3,4,1,1,1,1,2,1,2,0,0,0,0,11,2
1,192,406,1,1,40,6,6,3,1,2,2,1,2,1,1,2,2,2,2,3,3,1,1,2,3,3,3,2,3,3,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,0,0,0,0,11,2
1,192,407,1,2,8,6,6,2,1,3,3,1,3,1,2,2,2,3,4,4,4,1,2,2,3,2,1,1,3,3,5,0,1,3,2,1,1,1,1,1,1,1,2,2,4,3,3,3,3,3,3,1,2,0,0,0,0,11,2
1,192,408,1,1,27,5,3,2,1,4,3,1,2,2,1,2,2,3,3,4,4,1,1,2,2,1,3,4,3,4,3,2,1,1,1,1,1,1,1,1,3,1,3,2,4,5,2,3,1,1,1,2,2,0,0,0,0,11,2
1,192,409,1,1,46,6,6,2,1,2,3,1,2,2,1,2,2,1,3,4,2,2,1,2,3,1,2,5,3,2,4,0,1,2,2,2,2,1,1,2,1,1,2,1,3,4,2,2,3,2,0,1,2,5,0,0,0,11,2
1,192,410,1,2,4,6,6,2,2,2,2,2,2,1,1,2,2,2,2,4,4,2,1,2,2,2,2,2,3,2,3,2,1,2,2,1,2,1,1,1,2,1,2,2,2,3,1,3,3,1,1,1,2,5,0,0,0,11,2
1,192,411,1,1,24,4,3,2,2,2,2,2,2,1,2,2,2,0,3,3,3,2,2,2,2,2,2,5,3,3,2,0,1,2,2,2,1,1,1,2,1,1,2,1,2,4,2,3,2,1,2,1,2,5,0,0,0,11,2
1,192,412,1,1,24,4,3,1,2,2,4,2,3,2,3,2,2,1,3,2,2,3,1,2,3,2,1,2,1,2,3,2,1,2,1,1,3,2,2,2,2,2,2,2,4,5,2,3,3,2,3,1,2,5,0,0,0,11,2
1,192,413,1,1,37,6,6,3,2,4,5,2,2,3,2,2,2,3,4,4,4,2,2,2,3,1,3,3,2,4,5,1,1,2,3,1,5,3,2,2,2,1,2,2,4,5,2,3,1,1,2,2,2,5,0,0,0,11,2
1,192,414,1,2,3,6,6,2,1,1,3,2,2,1,3,1,2,1,2,4,2,3,1,2,2,2,3,2,3,2,5,2,1,2,2,1,1,1,1,1,2,1,2,1,3,4,2,3,2,1,1,1,1,3,2,1,0,11,2
1,192,415,1,1,30,5,6,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,4,2,2,1,2,2,2,2,1,2,2,1,2,2,1,4,3,1,2,2,1,2,1,1,1,0,0,1,11,2
1,192,416,1,1,29,5,4,1,2,3,5,2,2,1,1,2,3,2,4,4,4,4,1,2,2,3,1,2,3,2,2,1,1,2,2,2,2,2,2,2,1,3,5,2,5,3,2,3,2,1,2,1,1,1,0,0,1,11,2
1,192,417,1,0,0,0,0,0,0,2,3,1,1,1,1,2,2,1,2,3,2,4,2,2,2,2,0,5,3,3,2,0,1,2,2,2,2,1,1,1,2,1,2,1,3,2,3,2,1,2,2,1,2,4,0,0,1,11,2
1,192,418,1,1,47,6,6,2,1,4,5,1,2,3,2,2,2,3,4,4,4,4,1,2,3,2,3,5,3,2,3,1,1,2,3,3,2,3,2,2,2,2,2,2,3,4,2,3,3,3,2,1,2,5,0,0,1,11,2
1,192,419,1,1,20,3,3,2,1,3,5,2,2,2,2,2,3,3,4,4,4,1,2,2,3,3,1,2,2,3,1,1,2,3,3,2,2,3,0,2,1,1,4,1,4,3,3,3,1,1,3,2,2,0,1,1,1,11,2
1,192,420,1,2,11,6,7,2,2,4,4,1,2,1,1,1,2,3,2,3,3,3,2,2,1,3,3,2,3,4,5,2,2,3,2,1,1,1,1,1,2,1,1,1,3,2,2,1,2,2,3,1,1,1,1,1,1,11,2
1,192,421,1,1,40,6,6,2,2,2,3,1,3,2,3,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,2,3,2,3,2,2,1,1,1,1,11,2
1,192,422,1,1,27,5,3,3,2,2,3,1,2,1,3,2,2,3,0,4,3,1,1,1,2,2,3,2,3,4,4,2,1,1,2,1,1,1,1,1,2,1,1,2,2,3,3,3,2,1,1,1,2,5,1,1,1,11,2
1,192,423,1,1,30,5,3,2,2,2,4,2,2,2,2,2,2,3,4,4,4,1,1,2,3,2,3,2,1,3,1,1,3,3,3,1,1,1,2,2,2,1,2,2,3,3,2,2,3,1,1,1,2,5,1,1,1,11,2
1,192,424,1,2,8,6,6,3,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,3,3,2,3,2,3,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,5,1,1,1,11,2
1,192,425,1,1,22,4,4,2,2,3,4,1,2,1,2,1,1,2,4,4,4,4,1,2,3,1,1,2,5,4,5,2,1,1,2,3,4,3,2,2,1,3,4,1,4,5,2,3,1,1,2,1,1,1,2,1,1,11,2
1,192,426,1,1,39,6,5,2,2,3,5,2,2,3,2,2,2,3,4,4,4,2,1,2,3,2,1,4,3,3,2,2,1,2,2,1,1,1,1,1,2,2,2,2,3,3,2,3,3,3,3,1,1,1,2,1,1,11,2
1,192,427,1,1,33,5,3,3,1,2,3,1,2,3,2,2,2,2,4,4,4,1,1,2,3,2,3,2,3,4,1,1,2,3,3,1,1,1,1,1,3,1,2,1,4,5,2,3,3,3,3,1,2,1,2,1,1,11,2
1,192,428,1,1,25,5,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,3,2,2,3,2,5,2,1,2,2,1,1,1,1,1,3,1,1,2,3,1,2,1,1,1,1,1,2,5,2,1,1,11,2
1,192,429,1,2,0,6,6,2,2,3,5,2,2,2,3,1,2,3,3,4,4,4,1,2,3,2,2,4,2,2,2,1,3,2,3,2,4,3,2,2,1,1,2,1,4,1,1,3,3,3,2,3,2,5,0,2,1,11,2
1,192,430,1,2,9,6,6,3,1,1,5,2,2,1,1,2,2,1,2,3,1,4,1,1,2,2,3,1,1,2,4,1,2,3,3,3,3,1,2,2,2,1,3,2,4,2,1,3,3,1,3,1,2,5,1,2,1,11,2
1,192,431,1,1,42,6,6,2,1,1,4,2,2,2,1,2,2,2,0,1,1,1,1,2,3,1,2,2,3,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,3,4,1,2,2,1,1,1,2,1,2,2,1,11,2
1,192,432,1,1,26,5,3,3,2,2,3,2,2,1,3,2,3,3,3,3,3,2,1,2,2,3,3,2,3,2,5,1,2,3,3,1,1,1,1,1,2,1,2,1,2,2,3,1,1,1,1,1,2,2,2,2,1,11,2
1,192,433,1,2,8,6,6,3,1,2,2,2,2,1,1,1,2,1,2,3,3,4,1,2,2,3,2,1,3,2,5,2,1,2,2,1,2,1,1,2,2,1,2,2,3,4,1,3,2,3,1,1,2,2,2,2,1,11,2
1,192,434,1,1,20,4,3,3,1,4,3,1,2,1,1,2,3,2,0,4,4,4,1,2,3,1,2,2,3,2,5,2,1,2,2,1,2,1,1,1,2,2,3,2,3,5,3,3,3,1,1,1,2,5,2,2,1,11,2
1,192,435,1,1,27,5,5,1,2,2,4,1,2,1,2,2,2,3,0,4,3,2,1,0,0,2,3,1,3,2,3,1,1,2,3,1,1,1,1,1,2,1,2,2,3,2,3,2,1,1,3,1,2,5,2,2,1,11,2
1,192,436,1,2,8,5,6,2,1,1,3,1,2,2,1,2,2,1,2,3,2,2,1,2,3,1,3,2,5,0,5,2,1,2,2,1,2,1,1,2,2,1,2,1,3,3,2,3,3,2,3,1,2,0,0,0,2,11,2
1,192,437,1,1,45,6,3,3,1,2,4,1,2,3,2,2,2,2,3,3,4,4,1,2,3,2,2,1,3,4,2,1,1,2,2,1,1,2,2,2,2,1,2,2,3,4,3,1,2,1,2,1,2,5,0,0,2,11,2
1,192,438,1,1,45,6,6,3,1,1,4,1,3,3,3,2,2,1,2,1,1,2,1,2,3,2,3,1,1,4,3,2,1,1,2,1,1,1,1,1,3,1,2,2,2,3,2,3,3,3,1,1,2,1,0,1,2,11,2
1,192,439,1,0,0,0,0,0,0,2,3,2,2,1,1,2,2,0,2,3,2,2,1,1,2,2,2,5,1,2,3,2,1,2,2,1,2,2,2,1,2,1,2,1,4,2,2,3,1,1,2,1,2,2,1,1,2,11,2
1,192,440,1,1,36,6,6,2,2,2,4,2,2,2,2,2,2,3,3,4,4,2,1,2,3,2,1,2,3,2,4,1,1,3,3,2,4,3,1,2,1,1,2,2,4,4,2,3,3,3,3,1,2,2,1,1,2,11,2
1,192,441,1,2,7,6,6,2,2,4,4,1,3,2,3,2,3,3,3,1,1,4,2,2,3,1,2,5,3,2,4,0,1,2,2,1,1,2,1,1,2,1,2,1,4,3,2,2,3,1,0,1,2,5,1,1,2,11,2
1,192,442,1,1,46,6,6,2,2,2,4,2,2,1,2,2,2,3,0,2,2,3,1,2,3,2,3,2,3,2,3,0,0,2,3,1,1,1,1,1,2,1,2,2,2,3,2,2,2,1,2,2,2,0,2,1,2,11,2
1,192,443,1,1,44,6,6,2,1,3,5,1,2,2,1,1,2,2,1,4,3,4,1,2,3,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,3,4,2,3,3,1,2,1,1,1,2,1,2,11,2
1,192,444,1,1,44,6,6,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,2,3,2,1,2,1,1,1,2,3,2,2,1,1,1,2,1,2,2,3,4,3,3,3,2,2,1,1,1,2,1,2,11,2
1,192,445,1,3,8,6,5,3,1,2,3,2,1,1,1,2,2,3,2,4,3,1,1,2,3,3,2,2,5,4,5,2,1,1,2,1,1,0,1,2,2,1,2,2,3,2,1,1,2,1,1,1,2,2,2,1,2,11,2
1,192,446,1,2,9,6,6,2,1,2,4,1,2,2,1,2,2,0,2,1,1,3,1,2,0,0,3,2,2,2,4,0,0,3,3,1,1,1,1,1,3,1,2,2,2,4,3,3,3,2,1,1,2,2,2,1,2,11,2
1,192,447,1,2,18,5,6,3,1,3,3,2,2,2,1,3,2,2,2,2,1,2,1,1,2,2,3,2,3,4,0,1,3,2,2,2,2,1,1,1,3,1,2,1,0,3,3,2,2,1,2,1,2,5,2,1,2,11,2
1,192,448,1,1,41,6,6,2,2,3,4,2,2,3,2,1,2,2,3,3,2,2,1,2,3,2,3,4,2,2,1,2,2,3,3,2,2,2,1,1,2,1,2,2,3,3,1,2,3,1,2,1,2,5,2,1,2,11,2
1,192,449,1,1,60,6,6,3,2,2,5,2,2,3,3,2,2,0,0,0,0,0,1,2,0,3,0,4,3,4,4,0,0,2,2,2,2,1,1,0,3,2,3,2,2,3,3,3,3,1,1,1,1,2,0,2,2,11,2
