CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35H.,Q.35I.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.39H.,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.0.,Q.64.,V.66.,V.67.,V.68.,V.69.
1,100,456,5,3,2,2,6,1,83,1,4,7,3,4,4,1,2,1,2,2,2,1,3,2,2,2,0,2,2,4,3,1,2,2,1,4,3,4,4,4,4,1,4,3,3,2,4,1,1,2,1,1,1,2,3,2,3,1,3,1,3,2,1,4,3,2,1,2,100,456,5,2,3,3,3,2,2,2,5,2,4,4,0,3,4,4,4,4,3,2,2,3,1,1,3,2,1,2,1,2,1,1,2,3,1,4,4,2,1,1,2,1,2,1,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,10,12,7,21
1,100,457,5,3,2,9,6,1,85,1,3,7,2,7,4,1,2,1,4,1,3,6,2,1,1,2,8,2,1,2,3,2,3,1,1,3,3,3,3,3,1,1,4,3,3,2,4,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,3,2,2,100,457,5,2,2,1,2,2,1,2,2,4,3,3,3,3,4,4,4,4,3,2,2,1,2,1,4,1,1,5,5,5,3,1,2,3,1,4,4,2,1,2,1,3,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,0,4,8,10,7,21
1,100,458,5,3,2,0,9,3,97,1,3,6,2,5,1,2,2,2,1,2,2,1,1,1,2,2,8,2,1,2,5,2,2,1,1,4,3,3,5,4,2,3,1,3,2,2,1,1,1,2,1,1,1,1,1,2,1,1,3,1,2,2,3,3,2,2,2,2,100,458,5,2,2,3,3,2,2,1,2,2,4,4,4,4,4,3,4,4,4,2,2,1,0,2,3,1,1,1,1,2,1,1,1,3,1,9,4,2,1,2,2,1,1,1,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,0,12,9,6,21
1,100,459,5,3,1,9,6,3,0,1,4,5,1,5,1,3,2,2,2,3,4,6,1,1,1,1,8,1,2,1,3,2,2,2,0,3,2,2,2,2,3,3,4,3,3,3,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,2,2,2,2,2,2,100,459,5,2,1,3,1,1,1,2,2,2,4,4,2,4,4,2,4,4,2,2,2,1,2,1,3,3,1,5,1,1,2,1,1,2,2,9,4,2,1,2,2,3,2,2,1,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,2,6,5,3,17
1,100,460,5,3,1,1,3,2,0,1,3,3,1,2,2,2,1,1,2,2,2,1,2,1,1,2,8,0,3,4,3,2,2,2,1,4,4,3,3,3,2,1,4,3,3,2,4,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,3,2,2,2,2,100,460,5,2,0,0,0,4,1,3,1,1,2,2,4,2,4,2,4,4,4,2,2,1,2,2,3,3,1,1,2,3,1,2,2,2,1,10,4,2,2,1,2,3,3,2,4,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,7,8,5,17
1,100,461,5,1,2,3,9,1,83,3,3,1,3,1,2,1,2,1,1,2,2,2,3,1,1,1,8,1,2,4,3,2,2,1,1,3,2,1,2,4,3,1,1,3,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,1,3,2,100,461,5,2,1,3,1,1,2,3,1,3,2,4,4,3,4,4,4,4,4,2,2,1,2,1,3,3,1,1,2,5,1,5,2,5,2,9,4,2,1,1,1,2,3,1,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,2,4,8,4,21
1,100,462,5,1,1,11,7,2,0,3,3,2,3,1,1,2,2,1,3,1,0,3,3,1,1,0,8,1,3,2,3,2,2,2,2,1,4,4,3,4,2,1,4,3,2,3,1,1,1,1,1,1,1,1,1,1,0,1,3,3,1,2,3,3,3,3,2,2,100,462,5,2,3,1,3,2,3,2,1,4,2,4,4,4,4,2,4,4,4,1,1,1,2,3,4,1,1,5,5,5,5,1,5,5,1,7,4,2,0,1,1,1,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,12,9,6,17
1,100,463,5,2,14,14,10,2,38,1,3,4,3,2,1,2,2,2,1,2,2,6,3,1,1,2,0,0,3,4,3,2,2,1,1,2,3,3,3,1,1,1,1,3,3,5,1,1,1,1,1,1,1,1,0,1,2,2,1,1,2,2,3,3,3,3,3,2,100,463,5,2,2,3,2,3,2,3,1,2,3,4,4,4,4,4,4,4,4,2,2,3,2,1,2,1,1,1,1,3,2,1,3,5,1,9,4,2,1,2,2,1,2,2,1,4,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,0,2,10,10,7,19
1,100,464,5,2,2,9,9,3,103,1,3,3,0,2,2,2,1,1,2,2,2,4,2,3,1,2,8,0,3,2,3,2,2,2,2,3,4,2,2,4,2,3,1,3,3,3,1,1,3,2,3,3,1,1,3,2,1,2,2,1,2,3,3,3,3,2,3,2,100,464,5,2,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,1,1,3,3,1,3,3,1,5,3,2,2,5,1,6,4,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,11,11,8,20
1,100,465,5,1,2,9,9,3,61,1,3,3,3,3,4,2,1,2,1,3,2,6,3,2,1,2,8,0,3,2,2,1,2,1,1,3,3,2,2,4,3,1,1,3,2,3,1,1,1,2,1,3,1,3,3,2,2,1,2,2,3,2,3,3,3,2,2,2,100,465,5,2,2,3,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,2,2,1,4,5,3,2,5,4,6,1,10,4,2,2,1,1,2,2,1,1,3,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,2,11,12,8,20
1,100,466,5,1,3,3,9,3,72,1,3,5,3,3,2,2,2,1,3,0,2,4,1,1,1,2,8,0,3,1,5,2,3,6,0,3,2,3,5,4,1,0,1,3,3,0,0,1,1,1,1,1,1,3,0,3,0,2,1,1,2,2,0,3,3,3,2,2,100,466,5,2,2,2,2,1,2,3,2,1,2,2,4,4,4,3,4,4,4,2,2,3,1,3,0,1,1,6,2,4,6,1,1,6,1,7,4,2,1,0,3,0,4,2,0,2,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,0,8,7,5,19
1,100,467,5,1,2,2,5,1,0,1,4,1,2,1,1,2,1,1,1,2,3,6,1,1,2,2,3,1,3,2,3,2,3,1,1,1,2,5,5,5,2,1,4,3,3,2,4,0,1,1,1,1,1,1,2,2,2,1,3,3,2,2,2,2,2,3,2,2,100,467,5,1,0,0,1,2,0,1,5,0,2,0,0,2,0,0,0,0,0,1,1,1,2,1,4,3,2,1,1,1,1,1,2,4,1,8,4,1,2,1,2,3,2,1,1,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,2,10,6,4,21
1,100,468,5,1,2,9,12,2,28,1,3,4,1,3,2,2,2,1,1,2,3,6,3,1,1,1,8,2,3,2,3,1,2,1,1,3,4,4,3,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,3,3,2,2,2,100,468,5,1,0,3,2,2,3,2,1,2,3,4,4,4,3,4,4,0,1,2,2,1,2,1,2,1,1,2,1,1,5,1,2,3,1,4,4,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,11,11,7,20
1,100,469,5,1,2,11,4,4,83,1,3,1,3,7,2,3,2,2,2,1,1,5,3,3,1,2,8,2,3,4,3,2,3,2,2,1,4,2,3,4,1,1,3,3,2,3,4,1,1,2,2,1,1,3,3,2,3,1,2,2,1,3,1,3,3,1,1,2,100,469,5,1,1,0,1,4,1,3,2,2,4,0,4,4,4,4,4,4,2,2,0,3,1,2,5,2,1,2,1,1,3,1,4,3,1,9,4,2,1,2,1,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,3,2,6,5,21
1,100,470,5,1,2,2,11,2,120,3,3,4,3,3,2,2,1,2,2,2,4,1,1,1,1,2,8,2,3,2,3,2,3,1,1,3,2,2,3,3,2,1,4,3,3,3,1,1,1,1,1,1,1,1,3,2,1,1,3,1,2,3,2,3,3,2,2,2,100,470,5,2,2,2,2,2,2,2,1,2,2,2,3,2,4,0,4,4,3,2,2,1,2,3,3,1,1,2,2,2,2,1,3,3,1,9,4,2,1,2,1,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,2,9,9,7,22
1,100,471,5,1,2,2,3,3,75,1,3,2,3,1,2,2,1,1,2,2,4,1,3,1,2,2,8,1,3,3,3,1,2,2,2,3,3,3,3,3,3,1,4,3,3,2,1,1,1,1,1,1,1,1,3,3,1,1,2,2,3,3,3,4,3,3,3,2,100,471,5,2,2,2,2,3,3,1,1,3,4,4,4,3,4,4,4,4,3,2,2,1,2,1,1,1,1,5,5,1,1,5,2,3,1,4,4,2,1,1,1,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,2,12,14,10,20
1,100,472,5,1,2,8,9,3,60,1,3,2,3,1,4,2,1,1,1,1,2,2,1,1,1,2,8,1,0,4,3,3,3,1,1,0,4,3,3,3,2,1,1,3,3,5,1,1,1,1,1,1,1,1,0,1,0,2,1,1,1,2,3,3,2,2,2,2,100,472,5,1,3,1,3,1,2,2,2,1,1,1,1,4,4,2,4,4,2,2,1,1,2,1,3,1,1,1,5,1,1,2,2,3,2,9,4,2,1,2,2,3,2,1,2,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,9,6,5,22
1,100,473,5,1,2,2,9,3,65,2,4,6,3,3,2,1,2,1,2,1,2,6,2,1,1,1,8,2,2,2,3,1,1,1,1,3,3,3,3,3,2,1,1,3,3,2,3,1,1,3,3,1,1,1,1,1,1,2,1,1,2,3,2,4,3,2,2,2,100,473,5,2,3,3,3,2,3,2,3,2,4,4,4,4,4,4,4,4,4,2,2,1,2,1,3,1,1,1,1,1,5,5,2,3,1,9,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,0,2,13,14,8,21
1,100,474,5,1,5,13,9,2,45,1,3,1,1,1,1,2,1,1,2,2,2,1,1,3,2,2,8,0,0,1,5,2,2,1,1,6,4,4,3,0,2,3,1,3,2,3,1,1,1,4,0,0,1,0,0,2,3,1,3,1,2,2,1,3,3,2,2,2,100,474,5,2,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,0,0,2,2,1,1,3,3,1,3,3,2,2,5,1,2,3,1,7,4,2,1,1,2,3,2,2,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,10,8,5,20
1,100,475,5,1,14,10,2,2,20,1,4,4,3,2,1,2,1,1,2,1,3,6,3,1,1,1,8,2,2,4,4,3,3,1,1,3,4,4,3,2,3,1,4,3,3,3,1,1,1,1,3,1,1,3,3,2,2,1,3,1,2,1,2,2,2,3,2,2,100,475,5,2,3,2,2,2,1,2,2,2,2,2,1,2,4,2,3,4,2,2,1,1,2,1,4,1,1,2,2,1,1,2,4,3,1,9,4,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,0,2,10,4,3,19
1,100,476,5,2,2,2,7,2,200,1,3,2,3,1,1,2,1,1,1,2,3,1,1,1,1,2,8,1,2,2,3,1,2,1,1,3,3,3,4,4,4,3,2,1,1,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,0,3,2,2,2,2,100,476,5,2,2,3,0,1,3,3,1,2,2,4,2,4,0,4,4,4,4,2,2,1,2,1,3,1,1,1,1,1,1,1,2,2,1,9,4,2,1,0,2,3,2,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,0,1,9,8,4,20
1,100,477,5,0,2,2,6,2,90,1,4,3,3,3,1,2,0,2,3,1,1,1,1,1,2,2,0,0,0,2,3,2,2,1,0,1,3,1,3,2,4,3,4,3,2,2,4,1,0,4,0,0,4,0,0,0,1,6,1,1,1,2,2,1,2,3,1,2,100,477,5,2,1,0,0,4,0,3,3,0,1,1,0,0,0,1,0,0,0,2,2,1,1,1,4,1,3,1,1,1,2,1,3,2,1,6,4,2,1,2,2,3,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1,6,6,3,22
1,100,478,5,1,1,3,6,3,20,1,4,4,3,3,2,3,2,1,2,3,2,2,2,1,1,2,8,1,3,1,4,3,3,1,1,3,4,4,3,3,2,3,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,2,1,2,100,478,5,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,4,4,2,2,1,1,2,2,4,1,1,2,1,1,2,1,4,2,4,11,4,2,2,0,2,3,2,2,3,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,17
1,100,479,5,1,2,9,5,3,100,1,4,4,2,0,3,3,3,4,2,1,3,6,1,1,0,0,0,1,0,0,0,1,3,1,1,1,5,5,5,5,4,2,1,1,1,4,0,3,0,4,0,0,4,0,0,0,2,4,3,3,2,2,1,2,2,2,0,2,100,479,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,1,1,6,0,0,2,1,10,4,2,0,0,3,0,4,0,0,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,6,5,3,20
1,100,480,5,1,2,9,5,3,82,1,3,1,2,7,3,3,2,4,1,1,1,2,3,1,1,1,8,1,2,4,4,3,3,2,2,3,5,5,5,5,1,1,4,3,3,4,4,1,1,4,1,1,1,2,1,2,1,1,3,3,1,1,2,1,2,2,2,2,100,480,5,2,1,3,1,1,2,3,3,2,2,2,2,2,0,2,0,0,0,2,1,1,1,1,5,1,1,2,1,5,5,1,4,1,1,10,4,2,1,1,1,1,3,2,3,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,0,3,6,2,2,21
1,100,481,5,2,5,9,9,3,25,1,3,1,3,1,1,2,1,1,1,2,2,1,1,1,2,2,8,1,2,4,5,2,2,2,2,4,2,4,2,2,4,3,3,3,2,3,4,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,3,3,2,2,2,100,481,5,2,0,0,0,1,0,2,3,1,0,0,0,0,0,2,0,0,0,2,2,1,1,1,3,1,1,2,1,2,1,1,4,3,3,6,4,2,1,1,1,3,2,1,3,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0,3,8,8,5,18
1,100,482,5,0,0,0,12,0,60,1,3,3,3,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,3,1,2,1,0,2,2,2,2,2,3,1,4,2,3,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,3,4,3,2,1,2,100,482,5,2,3,3,2,2,2,2,3,2,4,2,4,4,3,4,4,3,4,0,0,1,2,1,3,3,1,2,1,3,2,1,2,2,1,6,4,2,2,2,2,3,4,2,3,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,2,9,13,8,21
1,100,483,5,0,0,0,0,6,0,0,0,3,3,0,4,2,1,2,2,2,4,6,1,1,1,0,8,0,0,0,4,2,2,2,0,0,2,2,4,2,2,3,2,3,3,5,1,1,1,4,0,1,1,0,0,0,1,2,3,1,2,1,2,3,3,2,2,2,100,483,5,2,3,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,2,2,1,2,3,3,3,1,5,5,5,1,5,0,2,1,7,4,2,1,2,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,7,8,5,22
1,100,484,5,1,0,4,7,2,10,1,2,2,3,7,1,2,1,1,1,1,2,6,2,3,1,1,8,2,2,1,3,2,2,1,1,3,2,2,2,3,1,1,1,3,3,3,1,1,1,2,1,1,1,1,3,2,2,2,1,1,1,1,1,2,1,2,2,2,100,484,5,2,1,1,3,3,1,3,1,1,1,1,1,2,4,1,0,4,1,2,1,1,2,4,5,1,1,1,1,4,4,1,3,2,1,10,4,2,2,0,3,2,2,2,3,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,7,3,0,15
1,100,485,5,1,7,9,9,3,46,1,4,6,3,6,1,2,1,1,1,2,4,3,1,1,2,2,0,1,2,1,3,2,2,1,1,2,2,2,2,2,4,3,2,3,2,2,1,1,1,1,1,1,1,0,0,0,0,2,1,1,2,2,2,3,3,2,2,2,100,485,5,2,3,3,0,2,3,2,3,2,4,4,4,4,4,4,4,4,4,2,2,1,2,3,3,1,1,5,1,1,1,1,2,3,1,9,4,2,1,2,2,3,2,2,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,0,2,12,9,6,19
1,100,486,5,1,2,9,8,3,60,1,4,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,8,1,3,2,3,2,1,2,2,0,2,2,2,3,2,1,3,3,3,2,1,1,1,1,1,1,1,2,0,2,1,1,1,1,2,2,2,3,3,3,2,2,100,486,5,2,2,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,9,4,2,1,2,2,3,4,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,2,8,11,6,22
1,100,487,5,2,2,9,6,2,100,2,3,2,1,2,1,1,2,1,1,2,2,6,1,1,1,1,8,1,3,4,2,2,1,1,0,1,2,2,2,2,4,2,2,3,3,2,1,1,1,1,1,1,1,0,0,1,2,1,0,0,2,3,3,3,3,3,0,2,100,487,5,2,3,2,3,3,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,1,1,1,2,2,1,1,1,1,1,2,3,1,8,4,2,1,1,1,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,10,13,8,20
1,100,488,5,2,1,1,5,3,58,1,4,3,1,2,3,3,2,1,3,1,3,6,1,1,1,2,2,3,3,2,4,3,3,1,1,6,3,3,2,4,2,1,4,3,3,3,1,1,1,1,3,1,4,0,3,2,1,2,3,1,2,2,2,3,2,2,2,2,100,488,5,1,2,2,1,2,2,2,1,2,2,2,4,2,4,2,4,4,2,2,2,1,2,3,3,1,3,2,1,2,1,2,2,3,4,9,4,2,1,2,2,3,1,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,2,8,5,5,17
1,100,489,5,2,1,9,9,3,78,1,3,2,1,2,2,2,2,2,2,1,2,3,1,1,1,1,8,1,3,2,3,2,2,2,2,3,3,3,2,3,3,2,4,2,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,3,2,3,2,2,3,2,100,489,5,2,2,2,2,2,2,2,1,2,2,4,4,3,4,2,4,4,3,2,2,1,2,3,3,1,1,1,2,5,5,3,3,3,1,9,4,2,2,2,2,2,3,2,1,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,0,8,9,6,17
1,100,490,5,2,5,5,6,2,0,1,4,5,3,7,4,3,1,1,1,3,4,3,2,1,1,2,8,2,2,4,4,3,3,6,0,0,4,5,5,5,4,1,4,3,3,4,4,1,1,1,1,1,1,2,0,2,2,1,1,1,1,2,3,3,2,3,2,2,100,490,5,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,4,2,2,2,1,2,1,3,3,1,5,2,3,5,3,3,3,1,10,4,2,0,0,3,0,4,0,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,3,9,5,5,18
1,100,491,5,2,5,9,6,2,5,1,4,6,2,7,3,2,1,1,1,2,2,1,3,1,1,1,8,1,3,1,4,2,3,1,1,3,5,4,4,4,2,1,1,3,3,3,4,1,1,2,0,1,1,1,0,2,1,1,3,1,2,3,3,2,3,2,2,2,100,491,5,2,1,2,3,1,2,3,1,1,1,3,4,4,0,4,4,4,4,2,1,1,2,1,3,2,1,1,1,1,1,1,2,3,1,8,4,2,1,2,2,3,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,7,9,7,18
1,100,492,5,2,10,6,7,2,16,1,3,3,3,2,4,2,3,2,1,3,2,1,3,1,1,2,8,2,2,4,3,2,2,2,1,3,3,4,4,4,3,1,4,3,3,2,1,1,1,3,1,1,1,0,0,1,1,1,3,1,2,1,1,3,2,3,2,2,100,492,5,2,3,2,2,2,2,2,1,2,2,4,2,3,2,3,3,4,2,1,1,1,1,3,3,1,1,2,1,2,1,1,3,3,1,9,4,2,1,1,2,2,2,2,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,0,2,11,6,3,19
1,100,493,5,2,1,9,1,2,58,1,3,3,3,2,2,2,2,1,2,3,1,6,1,1,1,2,8,2,2,2,4,2,2,1,1,1,4,4,4,4,2,1,4,3,3,4,1,1,1,1,1,1,1,3,3,3,1,1,3,1,1,1,1,2,2,2,2,2,100,493,5,2,2,1,1,1,2,1,2,1,2,4,2,4,2,2,4,0,2,2,2,3,2,1,3,0,1,1,1,3,1,1,3,3,1,8,4,2,1,1,3,3,2,1,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,1,7,4,1,17
1,100,494,5,2,1,1,5,3,45,1,3,3,2,1,3,3,1,2,2,1,2,2,3,1,1,1,8,3,2,1,3,2,2,1,2,1,4,4,4,4,2,3,1,3,3,3,1,1,1,2,1,1,1,2,3,2,2,1,2,2,2,1,1,2,3,3,2,2,100,494,5,2,1,2,2,1,1,2,2,2,3,2,2,3,2,3,2,4,1,2,2,1,2,2,3,2,1,3,1,5,1,1,2,3,1,11,4,2,1,1,2,1,3,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,0,3,7,5,3,17
1,100,495,5,2,1,10,5,3,78,1,4,2,2,1,2,2,2,2,2,1,1,6,3,1,1,0,8,2,2,4,11,2,3,1,1,2,4,4,4,4,1,1,4,3,3,3,1,1,1,1,1,1,1,2,0,2,1,1,3,1,2,2,2,3,3,2,2,2,100,495,5,2,2,3,3,1,3,2,2,1,1,2,2,2,4,2,4,4,2,2,2,1,1,3,3,1,1,5,5,1,5,5,4,3,4,11,4,2,1,0,1,1,2,1,3,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,3,11,8,6,17
1,100,496,5,2,3,8,9,3,0,1,3,6,2,6,1,2,1,1,1,3,2,3,1,1,1,2,8,2,2,1,4,3,3,2,1,1,4,4,4,4,1,1,4,3,3,3,0,1,1,1,1,1,1,0,1,3,2,2,1,1,1,1,1,2,2,3,2,2,100,496,5,2,1,3,2,3,1,3,0,0,1,0,1,1,0,0,0,0,1,2,1,1,2,3,3,3,1,3,1,3,4,1,2,3,1,8,4,2,2,1,1,1,3,2,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,0,3,9,2,1,19
1,100,497,5,2,5,9,6,2,0,1,4,6,2,7,1,2,1,1,1,2,2,1,1,1,0,2,8,1,1,1,4,2,3,1,1,3,3,4,4,4,2,1,2,3,2,3,4,1,1,1,1,1,1,1,1,3,1,1,3,1,1,2,2,2,2,2,2,2,100,497,5,2,3,1,1,1,1,3,2,2,2,1,2,2,3,1,4,4,4,2,2,1,2,2,3,3,1,3,1,1,1,1,3,3,1,9,4,2,1,0,2,3,3,1,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,5,5,3,18
1,100,498,5,2,5,9,6,2,17,1,3,3,1,7,4,2,1,2,2,2,3,3,2,1,1,2,8,0,0,2,2,1,2,1,1,0,4,4,4,4,3,1,0,2,1,3,4,1,1,1,1,1,1,2,0,3,1,5,1,1,2,2,2,2,2,2,2,2,100,498,5,2,2,3,2,3,1,2,2,2,3,4,3,3,4,3,4,4,4,2,2,1,2,3,3,1,1,5,5,5,5,5,3,3,1,9,4,2,1,1,1,2,2,2,3,4,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,2,10,8,4,18
1,100,499,5,2,2,2,5,3,0,1,3,5,2,7,1,3,2,2,1,2,3,1,2,1,2,2,8,2,3,2,3,2,4,1,1,3,4,4,4,4,3,3,4,1,1,0,4,1,1,1,1,1,1,1,0,0,1,1,3,1,1,2,2,3,2,2,2,2,100,499,5,2,2,2,3,2,2,2,0,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,3,1,1,1,1,1,1,0,2,3,1,9,4,2,3,2,2,1,4,1,2,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,0,0,10,5,4,22
1,100,500,5,2,2,8,7,1,152,1,4,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,8,2,3,2,3,1,2,2,2,3,4,4,4,4,2,1,4,3,3,3,1,1,1,1,1,1,1,3,3,2,2,1,2,1,0,3,3,4,3,3,2,2,100,500,5,2,3,3,1,1,2,2,1,2,4,4,4,2,4,4,4,4,4,1,1,1,2,1,3,1,2,2,2,5,1,1,1,0,1,6,4,2,1,1,1,3,2,2,2,3,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,0,2,10,12,8,20
1,100,501,5,2,3,10,5,2,0,1,4,6,3,3,2,3,1,2,2,1,0,6,2,1,1,1,0,1,0,4,11,2,3,2,2,0,4,4,4,4,1,1,2,3,2,3,4,1,1,1,1,1,1,3,1,3,1,2,1,1,2,2,3,3,3,2,1,2,100,501,5,2,2,1,2,2,3,3,3,0,0,0,0,0,0,0,1,0,0,2,2,1,2,3,3,3,1,1,1,3,5,1,4,2,2,6,4,2,1,2,2,0,2,2,0,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,2,6,8,7,19
1,100,502,5,2,1,3,4,3,78,1,3,2,1,2,2,3,2,4,1,2,3,3,3,1,1,2,8,2,2,4,5,1,3,1,1,1,4,4,4,4,2,1,1,3,2,5,1,0,0,4,0,0,4,1,0,1,0,1,1,1,2,2,1,3,2,2,1,2,100,502,5,2,2,0,0,4,2,3,1,1,0,0,0,1,0,0,0,0,0,2,1,3,2,1,3,1,2,4,3,4,4,1,2,1,1,10,4,2,1,1,1,1,2,2,3,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,6,6,4,17
