CARD.,DECK.,BALLOT.,Q.1.,Q.2.,V.3.,Q.3A.,Q.3A..1,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19A.,Q.19B.,Q.21.,Q.22.,V.23.,V.24.
1,136,703,4,3,2,0,0,2,2,4,2,3,3,3,4,2,6,3,1,3,1,1,3,5,2,2,9,121
1,136,704,2,2,2,0,0,2,1,2,2,2,1,3,2,2,1,3,2,3,1,1,1,5,1,2,7,121
1,136,705,1,2,2,0,0,1,1,1,2,1,1,3,2,1,7,3,1,2,1,1,1,5,3,4,8,121
1,136,706,4,3,2,0,0,1,1,1,2,2,1,1,4,3,10,3,1,1,1,1,2,4,1,1,10,221
1,136,707,1,2,2,0,0,1,4,2,3,3,3,3,3,1,4,3,2,2,1,1,4,4,2,3,5,220
1,136,708,1,3,2,0,0,2,2,4,4,1,1,1,1,2,3,3,1,2,1,1,3,4,1,1,6,220
1,136,709,2,2,2,0,0,1,1,4,3,3,3,3,2,2,7,3,2,3,1,1,2,4,1,1,7,220
1,136,710,4,3,2,0,0,1,3,3,3,2,1,1,4,1,7,3,1,2,1,1,1,5,2,2,9,20
1,136,711,3,3,2,0,0,1,2,3,2,3,2,2,1,1,9,3,2,4,1,1,3,4,2,2,6,20
1,136,712,4,3,2,0,0,2,2,3,2,3,2,3,2,1,10,3,1,4,1,4,6,5,4,1,10,155
1,136,713,3,2,2,0,0,1,1,1,3,4,1,3,4,2,7,3,2,3,1,1,3,4,1,1,1,155
1,136,714,4,3,2,0,0,2,2,2,3,3,1,1,2,2,3,3,2,3,0,1,3,3,2,2,10,55
1,136,715,4,3,2,0,0,2,2,1,3,5,2,3,4,1,9,1,2,3,1,1,4,5,2,2,9,145
1,136,716,2,2,2,0,0,1,1,2,2,3,1,3,1,1,7,3,1,3,1,1,2,4,1,1,8,145
1,136,717,4,3,2,0,0,1,2,4,3,2,1,3,4,2,0,3,1,2,4,1,2,4,4,1,10,245
1,136,718,2,3,2,0,0,1,1,1,3,4,1,1,2,2,8,3,2,3,1,1,2,5,2,2,7,245
1,136,719,4,3,2,0,0,1,1,1,4,5,4,1,4,2,11,3,1,2,2,3,1,5,3,4,9,45
1,136,720,2,2,2,0,0,1,1,2,2,3,1,1,2,1,8,3,2,2,1,1,3,5,1,1,7,145
1,136,721,4,3,2,0,0,1,1,1,2,3,1,3,2,1,1,3,1,3,2,1,2,4,1,2,5,145
1,136,722,4,3,2,0,0,3,4,4,2,2,3,3,2,2,1,3,2,2,1,2,3,6,4,4,4,445
1,136,723,1,3,2,0,0,1,3,3,2,3,1,1,2,1,7,3,1,3,3,2,1,5,2,1,3,145
1,136,724,2,3,2,0,0,1,1,1,4,4,1,3,1,1,4,3,2,1,1,1,0,5,5,5,8,185
1,136,725,4,2,2,0,0,1,1,2,1,1,3,3,4,2,7,3,1,2,5,2,6,6,1,1,9,185
1,136,726,1,2,2,0,0,1,1,1,3,3,1,1,2,1,8,3,1,3,4,1,2,5,1,1,7,85
1,136,727,4,3,2,0,0,2,2,3,3,3,3,3,4,3,7,3,2,4,3,4,3,5,1,1,9,85
1,136,728,1,2,2,0,0,1,1,1,2,2,3,3,2,1,6,3,1,2,1,1,3,5,1,1,6,85
1,136,729,1,3,2,0,0,1,2,1,3,4,1,0,2,2,8,3,1,3,4,1,1,5,1,1,7,185
1,136,730,1,3,2,0,0,1,1,3,1,2,1,1,2,2,8,3,2,1,5,1,2,5,2,2,5,185
1,136,731,3,3,2,0,0,2,2,3,3,3,2,2,2,1,6,3,1,2,1,1,4,4,1,1,3,185
1,136,732,2,2,2,0,0,1,2,0,3,2,4,0,2,2,8,3,1,3,1,1,4,4,2,2,4,485
1,136,733,4,3,2,0,0,1,1,3,2,3,3,3,2,2,1,3,1,2,1,1,6,6,2,2,10,185
1,136,734,3,2,2,0,0,2,1,1,3,4,1,3,3,1,3,3,1,3,1,1,1,4,4,1,2,85
1,136,735,4,3,2,0,0,1,1,4,2,3,3,3,3,3,4,3,2,3,5,1,3,5,1,1,9,195
1,136,736,4,3,2,0,0,2,0,4,3,3,1,3,1,3,3,3,1,2,2,1,1,3,1,1,7,195
1,136,737,2,2,2,0,0,2,1,1,2,3,1,3,1,2,2,3,1,3,1,1,2,4,1,1,8,195
1,136,738,0,3,2,0,0,1,2,2,3,4,3,3,2,2,6,3,1,3,3,1,3,4,2,2,3,195
1,136,739,4,1,1,1,100,2,2,3,3,2,1,1,4,2,5,3,2,2,1,1,3,5,4,1,9,119
1,136,740,3,1,1,32,100,1,1,2,2,3,1,1,1,1,0,1,2,2,2,1,3,5,4,1,6,101
1,136,741,3,1,1,32,100,2,3,4,3,4,4,0,1,1,6,3,1,2,1,0,6,6,4,4,6,152
1,136,742,3,1,1,32,100,2,2,3,3,2,1,3,1,2,8,3,1,2,1,1,4,4,1,1,6,139
1,136,743,3,1,1,33,100,1,1,4,3,4,1,2,1,2,3,1,2,3,2,1,3,4,1,1,6,102
1,136,744,3,1,1,33,100,1,1,2,3,4,1,2,1,2,7,3,2,2,3,1,4,5,4,2,6,119
1,136,745,3,1,1,14,100,3,1,2,2,3,1,1,1,2,2,3,1,2,1,1,6,4,1,1,2,223
1,136,746,3,1,1,14,100,2,2,0,3,2,1,3,1,2,2,3,1,2,1,0,4,4,2,2,2,225
1,136,747,3,1,1,14,100,1,2,2,2,4,2,3,1,1,7,1,2,4,3,1,5,5,2,1,2,218
1,136,748,2,1,1,24,100,1,1,1,2,3,2,2,1,2,4,1,1,2,1,1,3,4,4,4,4,133
1,136,749,3,1,1,34,100,2,3,3,4,3,1,1,1,2,7,1,2,1,5,1,4,5,2,1,6,176
1,136,750,4,1,1,4,100,1,3,4,4,3,2,3,4,2,6,3,1,2,1,1,1,4,1,2,9,183
1,136,751,2,1,1,30,100,1,1,1,0,0,1,1,3,2,7,1,2,3,1,1,0,5,5,5,7,13
1,136,752,3,1,1,30,100,1,2,3,2,1,3,3,1,2,7,3,1,3,1,1,5,5,1,1,6,166
1,136,753,3,1,1,30,100,2,2,2,2,3,1,1,1,2,5,3,2,3,1,3,3,5,4,4,6,156
1,136,754,3,1,1,27,100,1,2,1,2,2,1,2,1,2,1,3,1,3,1,1,2,5,1,1,6,190
1,136,755,2,1,1,27,100,1,1,3,3,2,1,3,2,1,4,1,2,2,1,4,5,5,4,4,7,27
1,136,756,3,1,1,37,100,1,2,2,2,3,2,3,1,2,4,3,1,4,3,1,4,4,5,1,6,124
1,136,757,3,1,1,26,100,1,1,2,2,2,3,3,2,2,5,3,1,2,2,1,0,0,4,4,5,85
1,136,758,3,1,1,26,100,1,1,1,0,4,1,3,1,2,7,1,2,1,1,1,0,4,4,4,6,187
1,136,759,3,1,1,36,100,2,1,4,3,2,3,3,1,2,7,3,1,2,1,1,4,5,2,2,6,188
1,136,760,2,1,1,98,400,1,1,1,4,4,1,1,4,2,6,1,3,1,1,1,3,5,3,3,4,301
1,136,761,2,1,1,97,997,1,1,1,3,4,1,3,1,1,4,1,2,3,1,1,6,6,1,1,4,332
1,136,762,4,3,1,97,997,2,2,2,3,3,1,1,4,1,5,3,1,3,1,1,2,5,1,1,1,184
1,136,763,2,1,1,97,997,1,2,2,4,5,1,2,1,2,1,1,2,4,1,1,3,4,1,1,4,223
1,136,764,2,1,1,97,997,1,1,1,3,4,1,3,1,3,7,1,2,3,1,1,4,5,1,1,4,233
1,136,765,4,3,1,97,997,3,2,3,3,3,2,2,4,1,0,3,1,2,1,1,2,5,2,5,1,183
1,136,766,2,1,1,97,997,1,1,1,3,5,1,2,1,2,3,1,2,3,1,1,4,4,4,2,4,327
1,136,767,2,1,1,97,997,1,2,2,2,4,1,3,1,1,4,1,2,2,1,1,4,4,1,1,4,111
1,136,768,2,1,1,97,997,1,1,1,4,3,1,3,1,3,7,1,2,3,1,1,3,5,1,5,4,331
1,136,769,2,1,1,97,997,1,1,1,3,3,1,3,1,1,7,1,2,3,1,1,4,4,1,1,4,230
1,136,770,2,3,1,97,997,1,1,2,1,3,1,3,2,1,8,1,4,3,1,1,4,5,1,1,4,110
1,136,771,2,1,1,97,997,1,1,4,2,3,1,3,1,1,7,1,2,2,1,1,3,6,1,1,8,131
1,136,772,2,1,1,97,997,1,1,1,3,3,1,2,1,2,0,1,1,3,1,1,5,5,4,2,4,302
1,136,773,2,1,1,97,997,1,1,4,4,3,2,2,1,2,5,1,2,3,1,1,4,5,2,1,4,312
1,136,774,2,1,1,97,997,1,2,1,4,4,1,3,1,1,7,1,2,2,1,1,3,4,1,1,4,329
1,136,775,2,1,1,97,997,1,1,2,2,4,2,3,1,2,2,1,2,3,1,1,3,5,2,2,4,227
1,136,776,0,3,1,97,997,2,1,1,2,2,3,3,3,2,4,3,1,3,1,2,1,4,1,1,1,188
1,136,777,2,1,1,97,997,1,1,4,3,3,4,3,1,2,3,1,2,3,1,1,3,5,2,2,4,229
1,136,778,2,1,1,97,997,1,2,2,3,3,2,3,1,1,1,2,2,3,1,1,4,5,2,2,4,313
1,136,779,2,3,1,97,997,1,2,3,2,3,1,1,2,1,5,1,1,2,1,1,5,5,3,4,4,215
1,136,780,2,1,1,97,997,1,1,2,2,4,1,0,1,1,3,1,2,3,1,1,3,5,3,3,4,225
1,136,781,2,1,1,97,997,1,2,1,3,4,2,3,1,1,5,1,2,3,1,1,6,5,0,0,4,224
1,136,782,3,2,1,97,997,1,2,2,4,4,2,2,3,2,6,3,2,3,3,1,5,5,2,2,1,186
1,136,783,2,1,1,97,997,1,1,1,4,4,1,1,1,1,4,1,2,2,1,1,6,6,4,4,4,106
1,136,784,2,1,1,97,997,1,1,1,4,4,2,2,1,2,1,1,2,3,1,1,4,5,4,4,4,336
1,136,785,3,3,1,97,997,1,1,1,3,3,1,1,3,2,4,3,1,3,1,1,3,0,1,1,1,185
1,136,786,2,1,1,97,997,1,2,1,1,5,3,3,1,2,2,2,2,1,1,1,3,4,2,2,4,226
1,136,787,3,1,1,15,110,1,1,2,3,5,1,1,1,2,4,1,2,2,1,1,6,5,4,2,1,49
1,136,788,2,1,1,85,310,1,2,3,2,4,3,3,3,1,4,1,2,4,1,1,4,5,4,2,8,143
1,136,789,2,1,1,55,210,1,1,4,3,3,1,2,4,2,6,1,2,4,1,1,4,5,1,1,7,29
1,136,790,3,1,1,30,210,2,1,1,4,2,1,1,2,2,7,1,2,2,1,4,5,5,5,5,3,61
1,136,791,3,1,1,60,210,1,1,2,2,3,2,3,3,1,3,1,2,2,2,2,5,5,3,4,5,86
1,136,792,3,1,1,66,210,1,1,1,3,4,1,3,3,2,7,3,3,2,1,1,1,6,1,1,5,73
1,136,793,2,1,1,66,210,1,1,2,3,4,1,3,2,1,3,1,2,2,1,1,5,5,1,1,4,103
1,136,794,2,1,1,99,210,1,1,1,3,4,1,3,2,2,6,1,2,3,1,1,4,5,4,1,4,234
1,136,795,3,1,1,28,210,1,1,3,2,4,1,3,2,2,3,3,1,2,3,4,5,4,1,1,3,46
1,136,796,2,1,1,31,110,1,2,2,2,2,1,1,2,2,5,1,1,2,1,1,5,5,1,1,7,19
1,136,797,3,1,1,32,110,2,3,3,3,3,1,1,1,1,6,1,2,4,1,4,6,4,1,1,6,150
1,136,798,3,1,1,13,110,2,1,1,2,3,1,1,1,2,3,1,2,3,1,1,2,4,1,1,1,37
1,136,799,3,1,1,13,110,2,2,1,3,3,1,1,1,1,7,1,2,3,1,1,4,5,2,1,1,48
1,136,800,3,1,1,14,110,1,1,1,2,1,1,3,1,2,1,3,2,2,1,1,5,5,2,2,2,213
1,136,801,3,1,1,14,110,2,1,2,3,2,1,3,1,2,1,3,2,4,2,1,3,3,1,1,2,214
1,136,802,3,1,1,14,110,1,2,3,3,4,3,3,1,2,2,3,1,4,3,2,4,3,5,5,2,201
1,136,803,3,1,1,14,110,2,1,4,2,2,1,3,1,1,5,1,1,2,3,1,5,5,1,4,2,221
1,136,804,3,1,1,14,110,2,2,4,1,2,1,3,1,2,1,3,2,4,1,1,4,6,1,1,2,222
1,136,805,3,1,1,14,110,1,1,4,1,2,1,2,1,2,7,3,2,2,5,1,4,5,1,1,2,207
1,136,806,3,1,1,34,110,1,2,2,2,2,1,3,1,2,4,1,2,3,1,1,3,4,2,5,6,193
1,136,807,3,1,1,37,110,1,2,3,2,2,1,3,1,1,0,3,2,2,1,1,4,4,1,1,6,115
1,136,808,3,1,1,37,110,1,1,1,2,3,1,2,1,3,8,3,1,3,1,1,2,5,1,1,6,109
1,136,809,3,1,1,4,10,1,1,2,3,4,1,1,1,2,1,1,2,3,1,1,6,5,4,4,7,43
1,136,810,2,1,1,4,10,1,2,2,3,4,1,3,1,2,1,1,1,2,1,1,4,5,1,1,8,103
1,136,811,3,1,1,4,10,1,2,2,2,3,1,1,1,2,7,1,3,3,1,1,3,5,1,1,6,154
1,136,812,1,0,1,4,10,1,4,3,3,1,1,1,1,2,1,3,1,2,1,1,4,5,1,1,6,95
1,136,813,2,1,1,2,10,1,1,1,2,3,4,0,1,2,6,1,3,3,1,1,6,2,0,0,4,124
1,136,814,4,1,1,2,10,1,1,3,2,4,1,2,2,2,3,3,1,2,1,1,6,5,1,1,9,94
1,136,815,4,1,1,2,10,1,1,2,3,3,1,3,4,2,4,3,2,3,1,1,2,5,1,2,9,23
1,136,816,4,1,1,2,10,1,1,2,3,4,4,0,2,1,3,1,2,2,1,1,6,5,4,4,9,191
1,136,817,4,1,1,2,10,2,1,3,2,3,3,3,4,1,6,3,1,2,2,1,2,4,1,1,9,1
1,136,818,4,1,1,2,10,1,1,1,2,3,1,1,2,1,5,1,2,3,1,1,6,5,4,4,9,111
1,136,819,3,1,1,2,10,1,1,2,0,0,3,3,1,2,1,3,2,2,1,1,3,4,2,4,3,41
1,136,820,4,1,1,2,10,2,2,3,3,3,3,3,4,2,5,3,2,4,1,1,3,5,2,2,9,102
1,136,821,4,1,1,2,10,1,1,1,3,5,1,1,2,1,4,1,2,3,1,1,3,5,2,2,9,112
1,136,822,4,1,1,2,10,1,1,3,3,3,1,3,2,1,7,1,2,3,1,1,3,5,2,1,9,87
1,136,823,4,1,1,2,10,2,2,2,3,4,1,3,2,2,4,1,2,2,1,2,3,5,1,1,9,97
1,136,824,4,1,1,2,10,1,1,1,2,4,2,3,3,1,3,1,2,3,1,1,4,5,4,4,9,167
1,136,825,4,1,1,2,10,2,1,3,3,4,1,1,4,2,3,3,2,2,1,1,4,3,3,3,9,158
1,136,826,4,1,1,2,10,2,2,2,2,4,1,3,3,2,3,1,3,2,2,2,3,5,1,2,9,98
1,136,827,4,1,1,2,10,2,0,3,2,3,1,3,4,1,6,3,1,4,1,1,3,5,1,1,9,118
1,136,828,3,1,1,2,10,1,1,1,2,4,2,2,1,1,7,1,2,3,1,1,3,5,1,1,1,23
1,136,829,2,1,1,3,10,1,2,1,2,3,1,3,1,1,2,1,2,3,1,1,5,5,4,4,7,20
1,136,830,3,1,1,15,120,2,2,1,2,3,2,3,1,2,1,1,2,1,2,2,4,4,2,5,2,227
1,136,831,3,1,1,15,120,2,3,3,4,5,3,3,1,2,3,3,1,2,3,1,4,4,1,5,3,31
1,136,832,3,1,1,19,120,1,1,4,2,2,1,1,1,2,2,3,1,2,1,1,4,5,1,1,2,239
1,136,833,4,3,2,0,0,2,2,0,3,4,2,3,4,2,3,3,2,3,1,1,4,5,2,2,1,72
1,136,834,3,2,2,0,0,1,1,1,2,4,1,3,2,2,1,3,1,1,2,3,2,5,2,5,2,12
1,136,835,1,2,2,0,0,1,1,3,2,3,2,2,4,3,7,3,1,4,1,1,4,5,1,1,1,112
1,136,836,4,3,2,0,0,2,3,3,2,3,1,2,2,2,7,3,1,2,1,1,6,4,4,4,10,12
1,136,837,2,2,2,0,0,1,2,2,2,4,1,1,1,2,1,3,2,3,1,1,3,4,1,1,8,102
1,136,838,1,2,2,0,0,1,1,2,1,2,1,2,2,2,8,3,1,2,1,1,1,5,2,2,7,102
1,136,839,3,2,2,0,0,1,3,4,2,3,1,1,4,2,7,3,1,3,1,1,3,5,2,1,1,202
1,136,840,4,3,2,0,0,1,3,4,5,3,1,3,3,2,4,3,1,3,2,4,6,4,1,5,10,202
1,136,841,1,2,2,0,0,1,1,1,3,3,1,1,2,2,7,3,2,3,1,1,1,5,1,1,5,202
1,136,842,4,3,2,0,0,2,2,1,3,2,3,3,2,2,3,3,2,1,4,3,1,1,1,1,6,202
1,136,843,2,2,2,0,0,1,1,1,2,2,2,2,2,2,8,3,2,1,2,1,3,4,1,1,7,202
1,136,844,3,2,2,0,0,2,3,3,3,2,1,1,1,1,7,3,1,2,1,1,3,5,1,1,6,2
1,136,845,4,2,2,0,0,3,3,2,2,3,1,3,2,2,8,3,0,3,0,4,6,6,2,2,3,102
1,136,846,2,3,2,0,0,1,1,1,2,2,1,1,2,2,7,3,1,3,1,1,6,5,2,2,4,402
1,136,847,2,2,2,0,0,1,1,1,4,4,1,1,2,2,7,3,1,1,1,1,1,4,2,2,4,502
1,136,848,2,2,2,0,0,1,1,3,2,3,3,3,2,2,4,3,1,2,1,1,2,4,1,1,4,416
1,136,849,4,2,2,0,0,1,1,2,3,3,1,2,4,2,5,3,2,2,1,1,1,4,1,1,9,16
1,136,850,4,0,2,0,0,2,2,1,3,5,2,2,4,2,7,3,1,3,1,1,5,5,2,2,10,116
1,136,851,3,3,2,0,0,1,1,1,3,5,1,1,3,2,8,3,1,2,3,2,4,4,2,2,2,116
1,136,852,4,2,2,0,0,1,1,4,2,2,3,3,1,2,6,3,1,2,1,1,2,4,1,1,2,16
1,136,853,4,3,2,0,0,3,4,3,3,3,3,3,3,2,2,3,2,2,4,2,5,5,2,2,5,126
1,136,854,2,2,2,0,0,1,1,3,3,2,3,3,3,2,7,3,1,2,1,1,6,6,1,1,4,526
1,136,855,4,3,2,0,0,1,3,3,3,4,1,1,4,1,5,3,1,2,1,2,3,4,2,2,4,426
1,136,856,4,3,2,0,0,1,1,3,3,4,2,2,4,2,5,3,2,2,1,1,2,4,1,1,9,26
1,136,857,4,3,2,0,0,1,3,3,4,2,1,1,4,2,11,3,1,2,4,1,2,5,1,1,10,126
1,136,858,4,3,2,0,0,2,2,1,2,2,3,3,2,2,2,3,1,1,3,4,4,3,5,1,2,126
1,136,859,3,2,2,0,0,1,1,2,3,4,1,2,2,2,1,3,1,2,1,2,2,1,5,5,2,26
1,136,860,1,2,2,0,0,1,1,1,2,3,1,3,2,2,5,3,2,3,1,1,1,5,1,1,1,126
1,136,861,4,3,2,0,0,2,1,1,2,3,1,2,1,1,7,3,1,3,1,1,0,5,2,1,10,26
1,136,862,3,3,2,0,0,2,2,1,2,2,1,1,2,2,4,3,2,3,1,1,2,5,1,1,5,136
1,136,863,1,3,2,0,0,1,1,3,2,3,1,1,3,2,7,3,2,3,1,1,4,5,3,1,4,436
1,136,864,4,3,2,0,0,2,1,1,4,5,3,3,4,1,9,3,1,4,5,4,6,4,2,1,10,136
1,136,865,1,3,2,0,0,1,1,1,2,3,3,3,2,1,11,3,2,1,3,2,2,5,2,1,2,36
1,136,866,3,3,2,0,0,1,1,4,4,4,1,1,4,2,8,3,1,3,1,1,3,4,4,4,1,136
1,136,867,4,3,2,0,0,2,3,3,2,2,1,1,4,1,7,3,2,4,3,2,3,5,1,4,10,36
1,136,868,4,3,2,0,0,1,2,1,2,3,1,3,3,2,7,3,2,1,2,3,6,6,2,2,9,126
1,136,869,2,3,2,0,0,1,2,3,2,3,1,1,2,1,9,3,2,3,1,1,4,5,2,2,7,126
1,136,870,4,3,2,0,0,2,2,3,2,1,3,3,2,2,2,3,1,4,1,1,1,5,2,2,8,126
1,136,871,3,3,2,0,0,1,2,2,5,5,1,3,3,3,8,3,2,3,2,4,3,4,1,1,2,3
1,136,872,3,0,2,0,0,1,1,1,1,2,3,3,4,2,5,3,1,0,1,1,3,3,5,2,1,3
1,136,873,2,3,2,0,0,1,3,1,2,3,1,3,2,2,1,3,2,3,5,3,1,4,2,1,8,113
1,136,874,4,3,2,0,0,2,2,3,2,3,1,1,4,2,6,3,1,2,5,1,6,6,2,1,10,213
1,136,875,3,2,2,0,0,1,2,2,3,4,2,3,3,1,3,3,1,2,4,4,4,5,1,1,5,213
1,136,876,4,3,2,0,0,1,1,2,2,2,1,3,1,0,7,3,1,3,1,1,6,6,4,4,6,213
1,136,877,2,2,2,0,0,1,1,1,3,4,1,3,2,2,6,3,2,2,1,1,6,4,2,2,7,213
1,136,878,3,3,2,0,0,1,4,2,4,4,3,3,1,2,4,3,1,2,1,1,6,4,2,2,6,13
1,136,879,2,3,2,0,0,1,1,2,3,2,1,3,2,2,3,3,1,2,3,1,1,5,1,1,7,113
1,136,880,4,3,2,0,0,2,1,1,2,2,1,3,2,2,2,3,1,1,1,1,2,1,1,1,3,113
1,136,881,3,3,2,0,0,2,3,2,2,3,1,3,3,1,7,3,1,4,2,1,1,4,4,4,5,113
1,136,882,2,3,2,0,0,2,2,1,2,3,1,3,2,1,8,3,1,4,1,1,4,5,1,2,4,413
1,136,883,4,3,2,0,0,3,3,2,3,5,1,1,2,1,8,3,2,4,1,4,0,5,3,3,4,513
1,136,884,4,3,2,0,0,1,2,3,2,1,1,1,2,2,1,3,1,4,0,1,3,5,1,1,10,113
1,136,885,4,3,2,0,0,2,2,4,3,3,1,3,3,1,7,3,1,3,1,1,3,5,4,4,2,113
1,136,886,3,3,2,0,0,1,1,4,2,3,3,3,2,2,8,3,2,3,1,0,1,5,1,1,5,123
1,136,887,1,3,2,0,0,1,1,1,3,2,3,3,1,2,1,3,2,1,5,3,1,3,2,2,4,523
1,136,888,1,2,2,0,0,1,2,1,3,3,1,3,3,1,3,3,2,3,2,2,4,3,2,4,4,423
1,136,889,3,2,2,0,0,1,1,4,2,2,1,1,2,2,1,3,1,3,1,1,3,5,1,1,3,123
1,136,890,4,0,2,0,0,0,1,2,2,3,1,3,2,1,7,3,1,2,5,2,3,3,4,2,10,123
1,136,891,4,3,2,0,0,1,1,2,2,3,1,2,3,2,3,3,1,2,1,1,2,5,2,1,2,123
1,136,892,1,3,2,0,0,2,1,1,2,3,1,3,2,2,1,3,1,3,3,1,3,5,2,1,2,23
1,136,893,4,0,2,0,0,3,3,3,4,4,2,1,2,1,2,3,1,2,1,3,1,4,3,2,10,23
1,136,894,4,3,2,0,0,3,3,3,1,2,1,3,3,2,3,3,2,3,1,1,5,5,3,3,5,133
1,136,895,4,3,2,0,0,2,2,2,3,3,1,2,3,2,2,3,1,3,3,2,0,4,1,1,4,433
1,136,896,4,3,2,0,0,1,1,4,2,2,1,3,2,2,3,3,1,2,5,1,3,4,1,4,10,133
1,136,897,4,3,2,0,0,1,1,1,3,3,1,1,3,2,7,3,2,1,1,1,2,5,1,1,2,33
1,136,898,4,3,2,0,0,2,2,4,3,2,3,3,1,1,5,3,1,2,3,2,4,5,2,2,1,133
1,136,899,4,3,2,0,0,2,2,4,2,3,1,1,1,2,2,3,1,1,4,4,1,4,1,1,10,33
1,136,900,4,3,2,0,0,1,1,2,2,3,1,1,4,1,7,3,1,2,1,2,3,4,1,1,9,123
1,136,901,3,1,1,62,200,1,2,3,3,4,4,0,2,2,4,1,2,4,1,1,3,5,5,5,5,9
1,136,902,3,1,1,23,200,1,2,2,2,3,1,1,1,2,5,3,2,2,1,1,4,5,1,2,1,94
1,136,903,2,1,1,63,200,1,2,1,4,5,1,1,2,2,5,1,2,2,1,1,4,5,1,1,4,112
1,136,904,3,1,1,63,200,1,1,2,2,2,1,3,3,2,2,1,2,2,1,1,3,3,2,4,5,27
1,136,905,3,1,1,63,200,1,1,4,3,3,3,3,2,2,4,3,1,2,1,1,5,5,1,1,5,68
1,136,906,2,2,2,0,0,1,1,1,3,3,1,2,1,2,3,3,2,3,2,2,1,5,1,1,8,119
1,136,907,4,3,2,0,0,1,1,4,2,3,1,3,4,1,8,3,1,2,1,1,3,5,4,5,10,219
1,136,908,1,2,2,0,0,1,4,3,3,2,3,3,3,1,7,3,1,2,1,1,3,3,1,1,5,219
1,136,909,1,2,2,0,0,0,1,1,1,3,3,3,2,2,1,3,1,3,5,1,6,6,1,1,6,219
1,136,910,2,3,2,0,0,1,1,1,3,2,1,1,2,2,4,3,2,2,1,1,4,4,2,2,7,219
1,136,911,3,3,2,0,0,1,3,3,3,2,1,1,1,2,1,3,1,4,1,2,5,5,1,1,6,19
1,136,912,2,2,2,0,0,1,1,1,2,2,1,2,2,2,7,3,1,2,1,1,6,4,2,1,7,119
1,136,913,3,3,2,0,0,1,1,4,2,4,1,3,2,1,7,3,1,2,1,1,1,5,1,1,5,119
1,136,914,1,3,2,0,0,1,1,1,2,2,4,0,3,2,5,3,1,2,1,3,0,3,5,5,4,419
1,136,915,4,3,2,0,0,2,2,3,1,1,1,1,4,2,0,0,0,0,0,0,0,0,5,5,9,19
1,136,916,3,3,2,0,0,2,2,1,3,5,1,1,2,2,6,3,1,3,5,4,0,5,2,2,3,119
1,136,917,2,2,2,0,0,2,2,3,3,4,1,3,2,2,2,3,2,2,1,1,4,5,1,0,4,519
1,136,918,4,3,2,0,0,2,1,2,3,4,1,1,4,3,8,3,1,3,1,1,0,5,4,4,10,119
1,136,919,4,3,2,0,0,3,4,3,2,3,1,3,3,2,8,3,1,2,1,0,6,6,1,1,2,119
1,136,920,4,2,2,0,0,1,1,4,2,3,1,3,2,2,2,3,2,1,1,1,1,5,1,1,2,19
1,136,921,3,2,2,0,0,1,1,2,3,4,1,0,2,1,1,3,2,3,1,1,4,5,2,1,3,129
1,136,922,4,3,2,0,0,3,3,4,3,3,1,1,2,1,4,3,1,2,1,1,6,6,4,4,5,129
1,136,923,4,1,1,2,998,2,2,1,3,3,1,1,2,2,5,1,2,3,1,1,2,5,4,4,9,108
1,136,924,2,1,1,14,50,1,1,1,2,2,3,3,1,2,2,1,2,1,1,1,4,2,1,1,7,34
1,136,925,4,1,1,4,50,1,1,1,3,2,1,1,4,2,5,3,1,3,1,1,6,6,4,4,9,157
1,136,926,3,1,1,7,50,1,1,4,3,5,1,3,1,2,7,1,2,3,1,1,3,5,4,4,3,73
1,136,927,3,1,1,7,50,1,1,2,2,3,1,3,1,2,7,3,1,3,1,1,4,4,4,4,3,65
1,136,928,2,1,1,16,50,1,1,2,2,3,1,1,1,2,3,1,2,3,1,1,5,5,2,1,8,135
1,136,929,2,1,1,12,50,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,4,5,2,4,4,231
1,136,930,3,1,1,13,50,2,2,1,3,4,1,1,1,2,3,3,1,2,1,1,4,4,1,1,5,93
1,136,931,2,1,1,23,50,1,2,1,3,4,1,3,1,3,4,1,2,3,1,1,2,5,5,5,8,153
1,136,932,3,1,1,23,50,2,2,1,3,3,1,1,1,2,7,1,2,0,1,2,6,6,3,3,6,158
1,136,933,3,1,1,19,140,1,1,1,4,2,2,2,1,2,2,1,2,3,1,1,4,5,4,4,1,109
1,136,934,3,1,1,18,140,2,2,3,3,5,1,3,1,2,2,3,2,4,3,1,5,5,4,4,2,199
1,136,935,3,1,1,17,140,1,1,4,3,1,1,1,1,1,7,3,1,3,4,1,3,5,1,1,2,196
1,136,936,3,1,1,71,240,1,1,2,2,3,3,3,3,2,2,1,2,2,1,1,5,4,1,1,5,94
1,136,937,3,1,1,30,240,1,2,2,2,3,1,3,2,1,5,1,2,3,2,3,5,4,1,1,1,89
1,136,938,3,1,1,17,40,1,1,4,2,1,1,1,1,2,5,3,1,3,1,1,3,6,1,1,6,159
1,136,939,3,1,1,20,140,2,2,0,5,5,1,1,1,0,0,0,2,0,1,1,6,6,3,3,2,194
1,136,940,2,1,1,40,140,1,2,2,3,4,3,3,4,2,3,2,2,3,1,1,4,5,2,4,7,14
