COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134
1,76,167,4,3,3,1,1,1,3,3,1,1,1,1,3,1,3,3,3,3,1,3,3,1,1,3,3,3,3,1,1,1,3,3,3,1,2,3,3,3,2,2,5,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,3,2,3,3,3,3,,207,6016,7,4,2,2,1,3,2,3,3,2,3,3,3,3,1,4,1,2,1,2,2,1,3,2,1,2,1,0,2,2,2,1,2,1,1,1,1,2,2,2,2,3,1,5,2,2,1,6,5,9,5,1,9,3,99,9,9
1,76,168,4,3,1,1,1,1,3,3,1,1,1,1,1,1,3,1,3,3,1,3,3,2,1,1,3,3,3,1,1,3,3,3,3,3,2,3,3,2,2,2,5,2,3,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,4,1,1,2,3,3,,207,6016,8,4,1,1,1,1,1,2,1,1,1,1,2,3,2,4,3,1,1,2,1,1,3,2,1,1,1,1,2,4,2,1,2,3,1,1,1,2,1,3,2,3,1,1,2,2,2,5,3,9,5,1,9,3,99,9,9
1,76,169,4,3,2,3,1,1,3,2,1,3,1,1,1,1,3,1,3,2,3,3,3,1,1,1,3,3,3,2,1,1,3,1,3,3,2,3,3,2,2,2,4,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,4,1,1,2,1,2,,207,6016,9,4,1,1,1,3,1,1,1,2,1,1,2,3,1,1,3,3,1,1,1,3,3,2,1,2,1,1,4,4,1,1,2,1,1,2,1,1,2,1,3,1,1,1,2,1,1,5,3,9,5,1,9,2,99,9,9
1,76,170,4,3,3,3,1,1,3,3,1,3,1,1,3,1,1,3,1,1,3,3,3,1,3,1,3,3,3,1,1,1,1,3,1,1,1,4,1,2,2,2,5,2,3,1,1,1,2,1,2,0,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,1,1,3,1,2,,207,6017,0,4,2,2,1,1,1,2,2,2,1,2,3,3,2,3,1,2,1,2,1,1,3,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,4,3,2,1,6,3,9,5,1,9,3,99,9,9
1,76,171,4,3,3,1,1,1,3,3,1,1,1,1,1,1,3,3,3,3,1,1,3,1,1,3,3,3,3,3,1,1,3,3,3,3,2,3,2,2,2,2,5,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,4,2,2,1,3,2,,207,6017,1,4,3,1,2,3,1,3,3,3,3,3,2,3,1,1,3,3,3,2,1,1,2,2,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,1,3,1,1,3,2,1,1,5,3,9,5,1,9,3,99,9,9
1,76,172,4,3,3,3,1,1,3,3,1,1,1,1,1,1,3,3,3,1,1,1,3,1,1,3,3,3,3,1,3,1,3,3,3,3,3,1,3,4,2,2,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,4,1,1,2,1,3,,207,6017,2,4,3,1,1,1,1,1,1,1,1,1,3,2,2,1,3,2,1,2,2,1,3,2,1,3,2,1,1,4,3,1,2,2,2,1,1,1,1,4,2,3,1,4,5,5,2,7,3,9,3,2,9,2,99,9,9
1,76,173,4,3,3,3,1,1,3,3,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,3,1,3,1,3,3,3,3,5,1,3,4,2,1,3,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,5,1,1,1,1,3,,207,6017,3,4,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,3,1,2,1,3,6,4,1,1,1,1,1,4,1,1,2,1,1,1,2,3,1,1,4,1,1,4,4,5,3,1,1,9,7,1,9,5,99,9,9
1,76,174,4,3,3,3,1,1,3,3,1,1,1,1,3,3,3,1,3,1,1,3,3,3,3,1,3,3,3,1,1,1,3,3,1,3,4,1,3,3,2,2,4,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,4,1,2,2,1,2,,207,6017,4,4,2,1,1,2,2,1,2,2,2,1,2,3,2,2,3,2,1,1,1,1,3,2,1,2,1,1,1,4,1,1,2,1,1,2,1,1,2,1,3,2,1,4,3,2,1,5,4,9,5,1,9,4,99,9,9
1,76,175,4,3,3,1,1,1,3,3,1,2,1,2,1,1,2,3,3,1,2,3,3,1,2,2,3,3,2,1,1,1,3,3,3,2,2,1,3,2,2,2,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,2,1,2,,207,6017,5,4,2,1,1,2,2,3,3,3,2,2,3,3,1,1,3,3,3,2,2,1,3,2,1,2,1,1,2,3,1,1,2,1,1,2,1,1,2,2,1,2,1,4,5,3,2,6,3,9,7,2,9,4,99,9,9
1,76,176,4,1,3,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,0,1,1,1,3,3,3,3,2,1,3,2,2,1,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,5,1,1,1,1,3,,207,6017,6,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4,2,2,4,3,3,2,5,5,9,5,1,9,4,99,9,9
1,76,177,4,3,1,1,1,1,2,1,3,2,1,1,1,1,2,1,3,3,1,1,3,1,1,3,2,1,3,3,3,1,3,3,1,3,3,1,1,2,2,2,5,1,1,3,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,4,2,2,1,2,3,,207,6017,7,4,1,2,3,2,1,1,1,1,1,1,2,1,3,4,1,3,1,2,1,1,3,2,1,3,1,1,3,4,3,1,3,2,2,2,1,1,2,1,2,2,1,3,5,2,1,6,4,9,5,1,9,5,99,9,9
1,76,178,4,3,1,1,1,1,3,3,1,3,1,1,1,1,1,3,3,1,1,1,3,2,1,1,3,1,3,1,1,1,3,3,1,1,1,1,1,2,2,2,4,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,3,1,1,2,2,3,,207,6017,8,4,2,1,1,1,1,1,1,1,1,2,2,3,4,4,1,1,1,1,1,1,3,2,1,3,1,1,3,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,5,2,1,5,3,9,5,1,9,4,99,9,9
1,76,179,4,3,1,1,1,1,3,3,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,1,3,1,1,1,1,3,1,3,1,3,3,1,3,2,2,1,4,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,4,2,3,1,1,3,,207,6017,9,4,3,2,2,2,3,2,2,2,2,1,2,3,1,1,2,2,1,1,1,1,1,2,1,2,1,1,4,4,2,1,2,2,2,1,1,1,1,5,3,3,2,4,5,2,1,6,3,9,4,2,9,5,99,9,9
1,76,180,4,3,1,3,3,1,1,3,1,1,1,1,1,1,3,3,3,1,1,1,3,1,1,1,3,1,3,1,1,3,3,3,1,3,2,1,2,1,2,2,5,2,3,2,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,4,1,3,2,2,3,,207,6018,0,4,3,2,1,1,1,1,1,1,2,1,3,2,4,1,1,3,1,2,1,1,3,1,1,2,2,1,4,4,2,1,2,2,1,1,1,2,2,0,4,2,1,1,3,2,1,6,5,9,4,1,9,5,99,9,9
1,76,181,4,3,3,3,1,1,1,3,1,3,1,3,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,3,3,1,2,1,3,1,2,2,5,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,1,1,3,2,3,,207,6018,1,4,2,1,2,1,1,1,1,1,1,1,2,2,2,4,1,1,1,2,2,3,3,2,1,3,2,1,1,3,2,2,2,2,1,1,1,2,2,3,1,2,2,5,2,2,1,5,1,9,9,2,9,5,99,9,9
1,76,182,4,3,3,3,1,1,3,3,1,3,1,1,1,1,3,3,3,1,1,3,3,1,1,1,3,3,3,3,1,3,3,3,3,3,2,1,3,4,2,2,3,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,5,1,1,3,1,2,,207,6018,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,2,1,1,3,2,1,2,1,1,2,4,2,1,2,2,2,2,1,1,1,2,2,2,1,1,3,3,1,7,4,9,5,1,9,6,99,9,9
1,76,183,4,1,1,1,1,1,3,3,1,3,1,1,1,3,3,2,3,3,1,1,3,2,3,1,3,1,1,1,1,1,3,3,1,1,0,1,3,2,2,2,5,2,3,3,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,4,2,3,2,1,3,,207,6018,3,4,2,3,2,3,1,3,2,2,2,2,3,2,2,3,1,2,1,1,1,1,3,2,1,3,2,2,2,1,1,1,1,2,1,1,2,0,1,2,3,4,1,4,4,3,1,6,1,9,7,1,9,3,90,7,9
1,76,184,4,2,3,1,1,1,3,3,1,1,1,1,1,1,3,1,3,1,1,3,3,1,2,3,1,3,3,1,1,3,3,3,1,3,2,3,2,2,2,2,4,1,3,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,2,2,1,2,3,,207,6018,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,2,1,1,3,2,1,2,1,1,2,3,1,1,2,1,1,1,1,3,2,2,3,3,1,3,2,3,2,6,3,9,5,1,9,3,99,9,9
1,76,185,4,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,3,3,1,1,1,1,1,1,1,3,3,1,1,3,1,3,4,2,2,4,1,3,2,2,2,1,1,1,2,2,2,2,2,3,1,1,2,2,2,1,1,1,1,1,5,3,3,3,3,2,,207,6018,5,4,2,3,2,2,3,3,3,3,3,3,3,2,4,3,1,1,1,1,1,2,9,9,1,5,2,1,1,4,3,1,1,2,1,1,1,1,1,5,4,4,1,2,5,4,2,7,3,9,4,2,9,3,99,9,9
1,76,186,4,3,1,3,1,1,1,3,1,1,1,1,1,1,3,3,3,1,1,1,3,1,1,1,3,1,3,1,1,1,3,3,1,3,2,1,2,1,2,2,5,2,3,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,4,2,2,3,1,3,,207,6018,6,4,3,1,2,2,1,2,2,2,2,2,3,2,4,4,1,3,1,2,1,1,3,1,1,2,2,1,2,4,2,1,2,2,1,1,2,2,2,0,4,2,2,4,3,3,2,5,4,9,8,0,9,7,99,9,9
1,76,187,4,3,3,1,1,1,3,2,1,3,1,1,2,3,1,2,1,3,3,3,2,2,1,1,2,3,3,1,1,1,2,2,1,1,1,1,2,2,2,2,5,2,3,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,2,,207,6018,7,4,2,3,2,3,2,2,3,2,3,3,3,2,2,4,1,3,1,1,1,1,2,1,2,3,1,1,4,3,5,4,2,3,2,3,1,3,2,3,2,2,2,5,3,1,1,6,2,9,4,1,9,3,91,2,9
1,76,188,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,3,3,3,1,1,3,1,3,3,3,3,1,3,1,3,3,1,1,1,2,3,2,3,2,2,4,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,4,1,2,2,1,3,,207,6018,8,1,3,2,1,1,2,3,3,2,2,3,2,1,3,1,2,2,1,1,1,1,3,2,2,4,2,2,3,4,4,2,2,2,2,1,2,1,3,1,1,5,1,1,5,1,1,6,3,9,2,1,9,3,90,7,9
1,76,189,1,3,1,1,1,1,3,1,1,3,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,3,3,1,1,3,3,3,3,2,2,3,2,2,2,2,5,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,4,1,1,1,1,3,,207,6018,9,1,2,1,1,3,1,2,2,2,2,2,2,2,3,4,3,3,3,2,1,1,1,2,1,3,1,2,2,3,1,2,2,2,2,2,1,2,2,2,3,3,1,1,1,1,1,4,5,9,2,2,9,3,90,7,9
1,76,190,1,3,3,1,1,1,3,3,1,1,1,1,1,1,3,1,3,3,1,1,1,3,3,1,3,3,3,1,3,3,3,3,3,3,2,2,3,3,2,1,3,2,3,3,1,2,2,1,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,4,3,3,1,1,3,,207,6019,0,1,3,1,1,2,3,2,2,1,2,2,2,2,2,4,2,3,1,2,2,1,1,2,1,3,1,1,1,4,2,1,1,2,1,2,2,2,1,1,3,2,1,4,3,2,1,5,4,9,2,2,9,3,90,7,9
1,76,191,1,3,3,1,1,1,1,3,3,3,1,1,1,3,1,1,1,3,1,1,1,3,3,1,1,3,3,1,1,1,3,3,3,1,2,3,1,2,2,2,5,2,3,3,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,3,1,2,1,1,3,,207,6019,1,1,3,2,1,2,2,3,1,2,2,1,3,3,3,3,1,2,1,2,1,1,3,1,1,1,2,3,4,4,3,2,2,2,1,1,2,2,2,3,3,4,1,4,5,2,2,5,3,9,2,1,9,3,90,7,9
1,76,192,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,3,1,1,1,1,3,1,3,2,1,3,2,2,1,5,2,3,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,0,2,2,2,2,2,4,1,2,2,2,1,,207,6019,2,1,1,1,1,3,1,3,2,3,1,3,2,3,1,4,3,3,1,2,1,1,3,2,3,4,2,1,3,4,3,3,2,3,2,3,1,2,1,4,2,4,0,3,2,2,1,6,1,9,2,1,9,3,90,2,9
1,76,193,1,3,3,1,1,1,1,3,1,2,1,1,1,1,3,2,3,1,1,3,3,1,1,3,2,1,1,1,3,1,3,3,1,3,2,1,2,2,2,2,5,1,3,2,2,2,1,1,2,2,1,0,1,1,1,2,2,1,2,1,2,2,2,2,2,5,2,1,2,1,3,,207,6019,3,1,1,2,3,1,2,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,4,2,3,4,2,2,1,1,4,3,1,2,1,1,2,2,3,4,3,5,1,4,5,4,2,6,3,9,1,2,9,1,90,2,9
1,76,194,1,1,2,1,1,1,3,3,1,2,1,1,1,1,2,1,3,1,1,3,3,1,2,1,3,3,3,1,3,3,2,3,1,3,2,1,3,3,2,1,3,2,3,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,4,2,2,3,3,3,,207,6019,4,1,3,2,1,2,3,2,1,2,1,2,2,3,2,3,1,2,1,2,1,1,2,2,2,2,1,1,2,3,2,4,0,0,0,0,0,0,0,2,3,2,1,3,5,1,1,5,5,9,4,1,9,3,91,1,9
1,76,195,1,1,3,3,1,1,3,3,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,3,3,3,1,1,1,3,3,3,3,1,1,3,2,2,2,3,2,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,5,1,1,2,3,2,,207,6019,5,1,2,2,1,1,2,2,1,2,2,1,1,2,2,4,3,2,3,1,1,1,2,2,1,1,1,2,2,4,1,1,2,1,1,2,2,1,2,1,4,3,2,5,2,2,1,5,1,9,3,1,9,3,91,1,9
1,76,196,1,1,3,3,1,1,3,3,1,3,1,3,1,1,3,1,3,3,3,3,3,1,3,1,3,3,3,1,1,3,3,3,3,3,2,3,3,2,2,2,3,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,,207,6019,6,1,2,2,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,6,5,0,3,1,1,3,2,4,3,2,2,2,2,3,2,1,3,2,3,0,1,2,3,2,6,3,9,2,1,9,2,90,5,9
1,76,197,1,3,2,2,1,1,3,3,1,3,2,1,1,1,3,1,3,1,3,1,0,1,3,0,3,3,3,1,3,3,3,3,3,3,2,0,2,2,2,2,5,2,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,,207,6019,7,1,3,2,2,2,2,1,1,2,1,1,2,2,2,4,1,3,1,2,2,3,2,1,3,2,1,0,2,2,3,3,2,2,2,2,2,2,3,3,3,2,1,0,0,3,2,5,3,9,1,1,9,3,90,3,9
1,76,198,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,1,1,2,3,1,1,3,1,3,1,3,1,2,1,1,1,3,1,3,2,2,1,5,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,1,1,2,1,2,2,1,2,2,4,1,1,1,1,1,,207,6019,8,1,3,3,1,3,3,3,1,3,1,3,3,2,1,4,3,3,3,1,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,3,1,1,5,5,2,8,2,9,1,0,9,7,90,1,9
1,76,199,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,1,1,2,3,1,1,3,1,3,1,3,1,3,3,1,1,3,1,3,3,2,2,3,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,1,2,,207,6019,9,1,3,3,2,2,2,3,1,2,1,2,3,2,1,4,1,0,1,1,1,1,3,2,1,3,2,1,3,2,2,2,2,3,2,2,2,2,3,1,2,4,1,1,5,2,1,4,3,9,2,2,9,2,90,1,9
1,76,200,1,3,1,1,1,1,3,3,1,1,1,3,1,1,2,1,3,1,0,1,3,1,1,0,3,3,3,1,1,1,3,3,3,3,2,1,2,4,2,2,5,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,5,2,3,1,3,2,,207,6020,0,1,3,2,1,1,2,2,3,2,1,2,3,2,1,3,2,2,1,2,2,1,2,2,3,3,2,2,2,2,3,3,1,2,3,3,1,1,3,4,2,2,1,1,5,2,2,7,5,9,1,1,9,3,90,1,9
1,76,201,1,3,3,3,1,1,3,3,1,1,1,1,1,1,3,1,3,3,1,3,0,1,1,2,3,3,3,1,3,3,3,3,1,3,3,1,1,3,2,2,5,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,0,2,2,5,1,1,2,1,1,,207,6020,1,1,2,2,1,1,2,2,2,2,1,3,2,2,3,0,3,3,1,2,1,1,1,5,0,3,2,1,1,4,4,0,2,0,1,1,0,2,1,2,4,2,1,5,2,3,2,5,5,9,1,2,9,1,90,1,9
1,76,202,1,3,3,3,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,2,3,1,3,1,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,5,1,3,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,4,1,2,2,3,3,,207,6020,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,3,3,3,2,2,1,3,5,3,3,2,2,2,4,4,3,1,1,1,1,1,1,1,3,3,4,1,3,2,2,1,7,5,9,1,1,9,3,90,9,9
1,76,203,1,3,3,3,1,1,1,3,1,1,1,1,1,1,3,3,3,1,1,3,3,3,1,3,3,3,3,1,1,3,3,3,3,3,2,1,2,2,2,2,5,1,3,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,1,1,2,1,3,,207,6020,3,1,2,2,1,2,1,2,1,2,2,2,2,3,1,1,2,3,1,2,1,1,3,2,2,2,2,2,4,3,1,1,2,2,2,1,1,1,2,2,2,2,1,4,5,2,1,6,5,9,1,1,9,3,90,5,9
1,76,204,1,3,3,3,2,1,3,3,1,3,1,3,2,1,3,2,3,1,1,1,1,2,1,3,2,3,3,1,2,2,3,3,3,2,2,1,1,2,2,2,1,2,3,2,1,2,2,0,2,2,1,1,1,0,1,2,2,2,0,1,2,1,1,0,2,5,2,3,1,0,1,,207,6020,4,1,3,1,1,1,3,2,3,0,1,0,2,2,2,3,1,3,1,2,2,2,9,9,3,2,1,0,0,4,4,3,3,1,1,1,2,2,1,2,3,3,0,4,3,2,1,6,5,9,2,2,9,2,90,6,9
1,76,205,1,3,3,3,1,1,3,3,1,1,1,1,1,1,3,3,3,1,1,1,3,1,3,3,3,3,3,3,1,3,3,3,3,1,2,3,1,2,2,2,5,2,3,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,5,2,2,3,1,3,,207,6020,5,1,2,2,1,2,1,2,3,1,2,3,2,3,2,3,1,2,1,2,2,3,6,4,2,3,1,1,1,4,4,3,1,1,2,2,2,3,4,4,3,3,2,4,2,2,1,7,3,9,1,1,9,3,91,1,9
1,76,206,1,3,3,1,1,1,3,3,1,3,1,3,1,1,1,1,3,1,1,3,3,1,3,1,3,3,3,1,3,3,3,3,1,3,3,1,3,4,2,1,5,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,4,1,2,1,3,2,,207,6020,6,1,3,1,1,2,3,2,2,1,2,2,3,3,2,3,1,3,1,2,1,1,1,2,3,2,2,2,3,3,3,1,2,3,3,2,1,1,2,2,3,2,1,5,3,1,1,6,4,9,1,1,9,1,90,1,9
1,76,207,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,1,3,3,1,3,3,1,1,1,3,3,3,3,1,1,3,3,3,3,4,1,3,3,2,2,4,2,3,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,4,3,2,3,1,3,,207,6020,7,1,1,1,1,2,1,3,3,2,3,3,2,3,2,4,2,3,1,2,2,1,3,2,2,2,2,1,2,3,4,3,1,2,2,2,1,3,2,1,1,4,1,1,5,1,1,5,3,9,2,2,9,3,91,2,9
1,76,208,1,3,3,1,1,1,3,3,1,1,1,1,1,1,3,1,3,1,1,3,3,3,2,1,3,3,3,3,1,3,3,3,1,3,1,1,3,2,2,2,4,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,2,1,1,3,,207,6020,8,1,2,2,1,1,1,2,2,2,2,2,2,3,4,2,1,1,1,2,2,1,3,1,1,3,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,5,5,2,7,5,9,1,2,9,2,90,5,9
1,76,209,1,3,1,1,3,1,1,3,1,1,1,1,1,3,3,1,3,3,1,3,2,3,1,1,3,3,3,3,3,1,3,3,3,1,2,3,3,3,2,2,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,4,3,1,2,1,3,,207,6020,9,1,2,1,1,2,3,3,3,2,1,2,3,2,3,2,1,3,1,1,1,1,2,2,1,2,1,1,3,3,3,2,2,1,2,2,3,2,4,1,2,3,1,4,0,1,1,5,2,9,1,2,9,3,91,0,9
1,76,210,1,1,3,1,1,1,3,3,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,3,1,2,1,2,2,,207,6021,0,1,3,2,1,2,3,2,1,1,2,2,2,2,3,2,3,2,1,2,2,1,4,1,1,2,2,1,4,3,2,3,2,2,2,2,1,3,1,2,2,2,1,4,5,1,1,4,1,9,1,2,9,1,90,5,9
1,76,211,1,1,3,1,1,1,3,3,1,3,1,1,1,1,3,3,1,1,1,1,3,1,3,1,3,3,1,1,3,1,3,3,3,3,2,1,3,2,2,1,5,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,3,1,2,3,2,2,,207,6021,1,1,3,2,1,3,2,2,1,2,1,3,2,2,2,3,2,2,1,2,2,1,4,1,1,2,2,1,3,4,2,1,2,2,2,2,2,1,1,2,3,2,1,4,5,4,2,5,5,9,2,2,9,3,90,6,9
1,76,212,1,3,3,3,1,1,3,3,1,1,1,1,1,3,3,3,3,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,2,3,2,2,2,2,5,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,3,1,1,3,1,3,,207,6021,2,1,2,3,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,3,2,1,2,2,2,2,3,2,4,2,2,3,2,5,4,3,1,6,4,9,1,1,9,1,90,1,9
1,76,213,1,3,3,1,1,1,3,3,1,3,1,1,1,1,1,3,3,1,3,1,3,1,3,1,1,0,3,1,1,3,3,3,3,3,2,2,2,2,2,2,4,1,2,2,1,1,2,1,2,2,1,1,1,1,3,2,2,0,2,2,1,1,2,2,2,5,1,2,3,2,2,,207,6021,3,1,3,1,1,2,1,3,2,2,1,2,2,3,3,2,3,3,1,2,2,1,2,2,1,2,1,2,2,4,4,2,2,3,2,2,2,2,2,2,2,4,2,1,5,3,2,5,5,9,1,2,9,2,90,1,9
1,76,214,1,3,3,3,1,1,3,3,3,1,1,3,1,3,3,3,3,3,1,1,3,3,3,1,3,3,3,3,3,1,1,3,1,3,3,3,2,2,2,2,5,1,3,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,5,2,3,2,1,3,,207,6021,4,1,3,1,1,3,2,3,2,2,3,3,3,2,3,3,2,1,1,2,1,1,1,2,2,3,2,2,1,4,4,3,2,3,2,3,3,1,2,5,3,2,2,4,3,2,1,7,2,9,3,2,9,3,91,1,9
1,76,215,1,3,1,1,1,1,3,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,3,0,1,1,1,3,1,3,1,3,1,3,4,2,2,4,2,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,5,1,1,1,2,3,,207,6021,5,1,2,2,1,1,1,2,3,2,1,2,3,3,1,2,1,2,1,1,1,1,3,2,1,2,2,1,3,3,2,1,2,1,1,2,2,1,1,1,2,3,1,4,4,4,2,5,3,9,3,1,9,3,90,9,9
1,76,216,1,3,3,3,1,1,3,3,1,1,1,1,1,1,3,3,3,1,1,3,3,1,1,1,3,3,3,1,1,1,3,3,3,3,3,1,2,3,2,2,4,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,4,2,3,2,3,2,,207,6021,6,1,3,3,1,3,3,3,1,2,1,2,3,3,2,1,3,2,1,2,2,1,3,2,1,2,2,2,4,3,1,1,1,1,1,2,1,1,2,2,2,2,2,5,3,1,1,6,5,9,4,2,9,3,90,7,9
