CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3A.,Q.3B.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,CARD..1,DECK..1,BALLOT..1,Q.71.,Q.72A.,Q.72B.,Q.72C.,Q.72D.,Q.72E.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74C..1,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100A.,Q.100B.,Q.100C.,Q.100D.,Q.100D..1,Q.101A.,Q.102E.,Q.103I.,Q.104E.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,V.112.,V.113.,V.114.,V.115.,V.116.,V.117.,V.118.
1,85,255,3,5,2,1,9,7,1,5,1,9,1,1,1,1,2,1,1,2,2,2,3,2,1,2,2,2,1,1,1,2,2,2,3,1,2,1,1,2,3,1,3,1,1,5,3,1,1,1,1,4,1,1,1,9,2,3,3,2,1,3,3,3,3,2,3,3,1,2,2,85,255,3,1,2,1,1,2,2,6,4,2,1,2,2,1,2,1,1,4,1,3,1,2,2,1,4,1,1,3,2,2,2,2,3,1,4,2,2,2,2,1,1,6,2,7,1,0,0,0,0,0,0,0,0,0,0,0,10,92439
1,85,256,1,2,3,2,7,5,4,1,2,9,2,1,1,1,2,3,1,1,1,2,2,2,1,2,2,1,1,1,1,2,3,2,1,3,2,3,1,2,2,1,3,1,1,2,3,3,2,1,1,3,1,1,2,2,1,2,3,2,2,2,2,1,1,2,1,1,1,2,2,85,256,3,2,2,1,2,2,2,5,2,4,1,2,1,2,3,2,1,2,1,2,1,2,2,1,4,2,1,3,2,4,2,3,3,2,2,2,1,1,1,1,4,2,4,6,4,0,0,0,0,0,0,0,0,0,0,0,9,92699
1,85,257,1,2,3,2,9,6,5,1,3,9,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,3,2,1,2,2,2,2,2,5,2,1,1,4,1,3,2,3,2,3,3,4,3,3,1,3,2,2,3,3,2,2,2,85,257,1,2,2,1,1,2,2,2,5,6,2,3,2,1,3,2,1,4,2,3,2,2,2,1,2,3,1,3,2,3,1,3,2,1,3,1,2,1,1,2,2,6,5,9,2,0,0,0,0,0,0,0,0,0,0,0,9,92719
1,85,258,3,5,3,2,10,7,5,2,3,9,1,4,1,1,2,3,1,2,1,2,1,2,1,2,2,2,2,1,1,2,3,2,1,3,2,2,1,2,2,3,1,3,3,2,3,4,2,2,1,3,1,3,2,3,2,3,3,3,1,3,2,5,3,2,3,3,2,2,2,85,258,4,2,2,1,1,2,2,2,1,5,1,3,2,2,3,1,2,2,2,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,3,2,1,1,1,2,3,2,5,8,4,0,0,0,0,0,0,0,0,0,0,0,9,91289
1,85,259,3,6,2,2,9,5,5,1,3,9,2,1,1,1,2,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,2,2,2,3,2,2,2,3,1,1,1,3,3,2,2,4,1,1,1,4,1,1,1,1,2,2,2,4,1,2,1,2,1,2,1,1,2,2,2,85,259,3,2,2,1,1,1,2,1,2,6,1,3,1,1,4,2,1,4,1,3,1,3,3,1,3,3,1,3,2,4,2,2,3,1,3,3,1,1,1,1,4,5,5,9,4,0,0,0,0,0,0,0,0,0,0,0,8,92409
1,85,260,1,5,2,2,9,5,1,5,1,9,1,1,1,1,2,2,1,3,2,3,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,3,2,0,2,3,4,2,3,2,2,4,1,1,1,3,2,1,2,2,2,4,3,4,3,2,2,3,2,2,3,4,2,2,2,85,260,3,2,2,1,1,1,2,2,5,1,1,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,1,1,3,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,8,92579
1,85,261,3,6,3,2,9,5,5,1,2,9,1,1,1,1,2,1,1,1,2,1,2,2,4,2,1,2,2,1,1,2,1,1,1,1,1,3,2,2,2,1,3,3,3,2,3,5,2,1,2,3,1,1,2,1,3,3,3,4,1,3,1,1,1,2,1,1,2,2,2,85,261,3,2,2,1,1,1,2,5,6,4,1,3,2,1,3,1,1,3,1,3,1,2,2,1,3,1,1,3,1,2,2,2,3,1,2,2,0,0,1,1,2,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,8,93179
1,85,262,3,6,2,2,9,6,5,1,3,1,3,4,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,4,3,2,1,1,2,2,2,2,3,1,1,2,3,3,2,2,1,3,2,1,2,5,2,3,3,4,2,1,2,3,3,2,2,3,2,2,2,85,262,1,2,2,1,1,1,2,2,1,3,1,4,3,1,3,2,1,4,2,3,2,1,3,2,3,2,1,3,2,2,3,2,2,2,3,2,1,1,1,2,3,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,8,65061
1,85,263,1,1,3,2,9,4,1,5,1,9,1,1,1,1,2,1,2,2,2,4,3,2,5,2,1,1,1,1,1,1,2,1,1,3,2,3,2,2,3,3,2,2,2,2,2,5,2,3,1,3,1,1,1,1,1,4,4,4,3,2,1,2,1,1,2,2,3,5,2,85,263,3,2,2,1,1,2,2,2,5,4,1,2,3,2,3,2,2,2,3,4,1,2,3,2,3,2,1,2,3,2,2,2,3,2,3,2,1,2,1,1,3,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,9,41259
1,85,264,2,5,3,2,6,5,1,5,1,9,3,1,1,1,1,2,2,1,1,3,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,3,1,1,2,2,3,2,2,2,1,3,1,3,1,1,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,4,2,85,264,2,2,2,1,2,1,2,5,3,1,1,3,2,2,3,1,2,3,1,4,1,4,2,1,2,1,1,3,1,3,3,2,1,1,2,1,2,2,1,2,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,42229
1,85,265,2,6,3,2,9,6,1,5,1,9,1,4,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,5,1,2,2,2,2,2,1,3,1,2,4,3,4,2,1,1,2,2,1,1,2,2,3,3,4,1,2,1,3,2,2,3,4,4,4,2,85,265,3,2,2,1,1,1,2,5,2,4,1,2,3,2,2,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,1,1,1,1,4,2,2,8,3,0,0,0,0,0,0,0,0,0,0,0,8,41019
1,85,266,2,5,2,1,7,5,5,1,3,9,1,1,1,2,5,1,2,2,2,1,3,2,1,1,2,2,2,3,3,2,0,0,2,3,2,4,2,2,3,1,3,2,2,2,3,4,2,3,1,3,1,1,1,9,2,3,3,2,1,3,2,3,3,3,3,2,2,3,2,85,266,3,2,2,1,1,1,2,2,5,1,1,2,1,1,2,2,1,3,2,2,1,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,1,3,4,8,3,0,0,0,0,0,0,0,0,0,0,0,8,42139
1,85,267,3,5,3,2,11,6,4,2,3,7,3,4,1,1,1,2,2,1,1,3,2,2,4,2,2,2,2,2,2,2,2,3,1,1,3,3,1,3,1,3,1,2,2,1,2,3,2,2,1,4,1,3,4,2,3,2,2,4,3,2,1,2,2,2,3,2,1,3,2,85,267,2,2,2,1,1,1,2,5,2,1,1,2,1,3,4,1,2,3,3,3,1,2,3,1,3,3,1,3,3,2,3,4,1,2,3,2,1,1,1,1,4,3,5,9,4,0,0,0,0,0,0,0,0,0,0,0,8,31131
1,85,268,3,6,3,2,10,6,4,1,3,7,4,4,1,2,4,1,2,2,3,2,2,2,4,2,1,2,3,2,1,1,2,5,1,3,2,2,2,2,4,3,1,2,3,1,4,5,2,1,1,4,1,1,1,1,2,3,3,4,2,3,1,5,2,1,4,2,4,4,2,85,268,4,2,2,1,1,2,2,5,6,1,1,3,1,2,3,2,1,2,2,3,2,4,3,2,2,2,1,2,2,3,2,3,1,1,4,1,1,1,1,1,4,2,4,8,3,0,0,0,0,0,0,0,0,0,0,0,9,32021
1,85,269,2,5,3,2,10,6,1,5,1,7,1,4,1,1,2,1,2,2,1,2,3,1,4,1,3,3,2,3,1,2,2,3,1,3,1,1,1,2,3,3,1,2,1,1,2,5,1,2,1,4,1,1,2,1,1,3,3,4,1,1,3,4,1,2,3,2,2,3,2,85,269,2,2,2,1,1,2,2,5,6,1,1,2,1,1,2,3,2,2,2,4,3,3,2,1,2,3,1,2,3,4,3,4,3,1,4,3,1,1,1,1,4,1,4,8,1,0,0,0,0,0,0,0,0,0,0,0,9,32031
1,85,270,3,6,3,2,11,6,4,3,2,7,3,4,1,1,2,1,2,2,1,1,2,3,4,2,2,2,2,3,1,1,2,3,1,3,1,3,2,3,1,2,3,2,2,2,3,4,1,1,1,4,1,1,2,5,2,3,3,4,1,2,1,2,2,3,3,3,1,3,2,85,270,1,2,2,1,1,1,2,5,1,2,1,2,2,1,2,3,1,2,3,2,2,2,3,1,2,3,1,3,3,1,3,2,2,3,2,3,1,1,1,1,4,4,5,9,5,0,0,0,0,0,0,0,0,0,0,0,8,32011
1,85,271,3,6,3,2,11,6,4,2,3,7,1,4,1,2,2,1,2,1,1,3,2,2,1,3,2,3,2,2,2,1,2,2,2,3,2,3,2,2,2,2,2,4,4,1,2,4,1,1,3,3,1,3,2,3,1,3,3,4,1,2,1,1,1,2,3,4,4,4,2,85,271,1,2,2,1,1,1,2,1,4,2,1,2,2,1,2,3,1,4,2,2,2,2,3,1,3,3,1,3,1,2,3,2,1,2,2,2,1,1,1,1,4,2,3,8,2,0,0,0,0,0,0,0,0,0,0,0,8,32172
1,85,272,1,5,3,2,11,5,4,2,3,7,4,4,1,1,1,1,2,1,1,4,1,2,1,2,1,2,3,1,1,1,2,1,1,2,2,2,1,3,1,4,3,2,2,2,3,5,1,3,1,4,1,1,1,1,3,1,1,4,3,1,1,2,2,3,3,1,3,5,2,85,272,3,2,1,1,2,2,1,3,5,2,1,4,1,1,4,1,1,4,1,4,1,4,3,1,4,2,1,3,3,2,1,3,1,3,2,3,1,1,1,1,4,3,4,7,4,0,0,0,0,0,0,0,0,0,0,0,7,32042
1,85,273,1,3,3,2,7,6,4,1,3,7,1,4,1,2,2,3,2,1,2,3,3,4,1,2,2,2,1,3,3,2,3,3,2,2,2,2,2,2,3,3,3,1,2,1,3,4,3,3,1,3,2,1,4,2,3,4,4,4,2,1,5,2,1,4,3,4,4,4,2,85,273,4,2,2,1,1,1,2,5,6,3,1,4,1,1,3,3,3,2,3,4,1,1,4,2,4,3,2,3,2,1,3,3,1,3,3,2,1,2,2,1,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,33202
1,85,274,1,5,3,2,11,6,4,3,3,7,1,6,1,1,1,2,2,2,1,2,3,1,4,3,2,2,2,3,3,2,4,3,1,3,2,2,2,3,2,2,4,3,3,2,3,5,1,3,2,3,2,2,3,4,1,3,3,4,2,3,1,5,2,2,2,3,4,4,2,85,274,2,2,2,1,1,1,2,5,2,6,1,3,1,2,4,1,2,4,1,2,1,2,3,2,3,2,2,4,1,2,2,3,2,3,3,1,2,1,1,1,3,2,5,9,4,0,0,0,0,0,0,0,0,0,0,0,8,33272
1,85,275,2,5,3,2,10,4,4,1,3,7,1,6,1,1,1,2,2,1,1,3,1,2,1,2,1,2,2,1,1,2,3,2,2,2,2,3,2,3,1,3,1,2,2,2,2,5,1,1,1,3,1,2,1,1,1,1,1,4,2,1,2,4,2,2,2,2,1,3,2,85,275,2,2,1,2,2,1,1,2,3,5,1,3,3,2,2,3,2,3,3,3,1,3,3,1,2,3,2,2,3,2,3,3,3,2,2,2,1,1,1,1,4,4,1,7,6,0,0,0,0,0,0,0,0,0,0,0,10,33241
1,85,276,2,4,3,2,11,6,4,1,3,7,2,6,1,1,2,1,2,2,2,1,3,2,1,2,2,2,2,1,1,2,3,2,1,2,2,1,1,3,2,2,2,1,2,2,3,4,1,1,1,3,1,1,1,1,2,3,3,4,3,1,2,2,2,3,3,3,1,3,2,85,276,0,2,2,1,1,1,3,1,5,3,1,4,1,1,4,1,1,4,1,1,1,3,2,1,4,1,1,4,1,4,1,4,2,1,1,3,1,0,1,1,3,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,8,33052
1,85,277,2,5,3,2,11,5,4,1,3,7,3,6,1,2,2,1,2,2,1,1,3,1,4,1,4,2,2,2,1,2,3,2,3,1,1,1,1,2,1,1,3,1,2,4,4,2,2,1,2,4,3,3,1,10,3,3,2,1,2,1,2,1,3,4,3,3,1,3,2,85,277,1,2,2,1,1,1,3,2,1,5,1,4,1,1,4,2,1,4,1,1,2,2,1,4,1,1,5,3,3,3,2,2,3,2,4,1,1,1,1,1,4,3,3,7,3,0,0,0,0,0,0,0,0,0,0,0,8,33061
1,85,278,3,6,2,2,9,5,5,1,3,9,3,1,1,1,1,2,2,3,1,2,1,4,1,2,1,1,2,4,1,2,1,1,2,2,2,2,2,3,1,2,3,1,2,5,3,3,2,3,2,3,2,2,4,4,3,4,3,2,2,3,5,3,3,5,3,2,1,4,2,85,278,4,2,2,1,1,1,2,1,2,3,1,2,1,2,3,1,2,3,2,2,1,3,1,1,2,1,2,2,2,2,3,2,2,2,3,2,1,1,2,1,3,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,8,92119
1,85,279,2,5,2,1,5,5,1,5,1,9,2,1,1,2,4,1,2,1,1,4,2,2,5,2,1,1,2,2,2,2,3,2,2,2,2,2,2,3,1,2,3,1,2,2,2,4,2,0,2,4,1,1,1,10,2,3,3,4,5,2,4,4,2,2,4,4,4,0,2,85,279,4,2,2,1,1,1,2,1,5,2,1,3,3,2,0,3,3,2,5,4,1,4,1,2,2,2,2,3,3,3,3,3,3,2,2,0,2,2,2,2,5,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,8,92129
1,85,280,1,2,3,2,9,4,4,1,2,9,1,1,1,1,2,3,2,1,1,4,1,2,4,2,1,2,2,1,2,2,2,2,2,3,2,3,2,3,1,2,1,3,4,2,3,4,1,1,1,3,1,1,1,1,3,3,3,3,2,3,1,5,2,2,3,3,4,4,2,85,280,4,2,2,1,2,2,4,2,5,1,1,2,1,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,1,1,1,1,4,2,4,9,5,0,0,0,0,0,0,0,0,0,0,0,10,92599
1,85,281,3,5,2,1,7,5,5,1,3,9,1,1,1,1,2,2,2,1,2,2,2,4,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,3,2,2,3,2,2,2,3,3,1,1,1,3,1,1,1,5,2,3,3,3,1,3,1,2,2,2,4,4,4,4,2,85,281,4,1,2,1,1,1,2,5,1,2,1,2,1,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,4,2,3,2,2,2,1,1,1,2,3,3,4,9,3,0,0,0,0,0,0,0,0,0,0,0,10,92999
1,85,282,3,5,2,1,6,5,5,1,2,9,2,1,1,2,4,1,2,2,2,3,3,2,1,2,2,2,2,1,1,2,2,1,1,3,2,2,1,2,3,1,1,3,3,2,4,4,1,1,1,4,2,1,1,10,1,3,3,4,4,2,3,3,1,1,3,4,0,0,2,85,282,4,2,1,1,1,1,2,6,3,1,1,3,1,1,3,2,1,2,2,4,2,2,3,1,4,3,1,4,3,3,3,2,3,1,4,2,1,1,2,1,3,3,4,7,2,0,0,0,0,0,0,0,0,0,0,0,10,92349
1,85,283,1,2,3,2,5,4,1,5,1,9,1,1,1,1,2,2,2,1,1,3,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,3,4,4,2,3,5,2,1,2,3,2,1,2,10,1,3,3,4,3,1,1,1,2,3,3,1,2,3,2,85,283,4,2,2,1,2,2,2,2,5,6,1,3,1,2,2,3,2,2,3,3,1,1,3,2,2,2,2,2,3,2,2,2,3,2,3,2,1,1,2,1,3,2,3,8,2,0,0,0,0,0,0,0,0,0,0,0,9,93239
1,85,284,1,5,3,1,9,7,1,5,1,9,1,1,1,1,1,3,2,3,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,3,2,2,2,2,3,4,1,1,2,2,2,5,1,0,1,4,1,1,1,5,3,2,2,4,1,1,2,4,2,2,3,2,1,3,2,85,284,2,2,2,1,2,1,3,5,2,1,1,4,3,1,4,1,2,3,2,4,1,3,2,1,4,2,1,3,2,3,1,4,2,2,3,2,1,1,1,1,4,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,9,92199
1,85,285,1,1,3,2,5,5,1,5,1,9,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,3,2,3,4,1,2,3,3,1,2,5,1,1,1,3,1,1,2,2,1,3,3,4,4,2,2,3,2,2,3,3,2,3,2,85,285,1,2,2,1,1,2,2,2,6,3,1,2,1,1,2,3,1,3,2,2,1,3,3,1,2,3,1,2,3,2,3,2,3,1,2,3,1,1,2,1,3,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,9,92799
1,85,286,1,1,3,2,4,5,1,5,1,9,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,0,2,3,3,2,2,1,2,4,1,1,1,3,1,1,2,2,1,3,3,4,3,2,2,3,1,2,3,1,4,5,2,85,286,3,2,2,1,1,2,2,2,5,1,1,2,2,2,2,1,1,2,2,3,1,2,2,2,2,2,2,3,2,2,3,2,2,1,3,2,1,1,2,2,2,2,4,6,3,0,0,0,0,0,0,0,0,0,0,0,9,92819
1,85,287,1,2,3,2,8,5,1,5,1,9,2,1,1,2,3,3,2,2,1,2,2,2,1,2,2,2,2,1,2,2,4,2,2,1,2,3,2,1,1,1,3,2,3,2,3,4,2,1,2,3,2,1,1,1,2,3,3,4,1,2,1,2,1,3,3,3,2,3,2,85,287,3,2,2,1,1,2,2,2,5,3,1,2,0,2,3,5,3,3,5,2,0,2,3,2,4,2,2,2,0,2,3,2,0,2,4,0,1,1,1,1,4,4,1,5,3,0,0,0,0,0,0,0,0,0,0,0,9,91199
1,85,288,1,1,3,2,6,6,5,1,3,9,1,1,1,1,2,3,2,2,1,2,2,2,1,2,2,1,1,2,2,2,4,2,1,3,1,3,2,2,2,2,3,1,3,1,2,5,3,1,2,3,2,1,2,2,1,3,3,4,2,3,1,3,1,1,3,3,2,4,2,85,288,1,2,2,1,1,2,2,2,3,1,1,2,1,1,3,3,1,4,2,3,1,2,3,2,2,2,1,2,2,1,3,2,2,2,4,2,1,1,2,1,3,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,9,91209
1,85,289,3,6,2,1,6,5,1,5,1,9,1,1,1,2,4,1,2,2,1,2,2,2,1,3,3,2,2,1,3,3,3,5,1,3,2,1,1,3,4,2,2,1,2,2,3,4,2,1,1,4,1,1,2,10,3,3,3,3,1,1,1,2,2,2,3,3,2,4,2,85,289,3,2,2,1,1,2,2,2,5,1,1,3,1,1,3,1,2,2,1,4,1,3,2,1,3,2,2,3,1,2,3,2,3,2,2,1,1,2,2,2,1,4,3,7,4,0,0,0,0,0,0,0,0,0,0,0,9,92359
1,85,290,3,6,2,2,9,5,5,1,3,9,1,1,1,1,2,1,2,2,2,2,3,2,1,2,2,2,2,3,3,3,3,2,3,1,2,1,2,2,3,2,3,1,2,2,3,3,2,2,1,3,1,1,2,2,1,3,3,3,1,1,3,3,3,3,3,3,1,3,2,85,290,4,2,1,1,2,1,2,2,1,5,1,3,2,2,3,2,2,3,2,3,2,3,2,2,2,2,2,3,1,2,1,2,2,2,3,2,2,2,2,2,5,5,3,9,3,0,0,0,0,0,0,0,0,0,0,0,10,92389
1,85,291,1,2,3,2,5,4,1,5,1,9,1,1,1,1,2,0,2,1,1,3,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,3,3,2,4,2,2,2,3,2,4,4,1,3,1,3,1,1,4,2,3,3,3,4,1,3,2,3,2,2,3,1,4,4,2,85,291,3,2,1,1,2,2,4,5,2,3,1,2,2,1,2,3,1,3,3,3,2,1,3,2,2,2,2,2,3,2,3,3,3,2,3,3,1,1,2,2,2,3,3,9,3,0,0,0,0,0,0,0,0,0,0,0,10,93299
1,85,292,1,3,3,2,8,5,4,3,3,9,1,1,1,3,5,2,2,1,2,1,1,1,1,1,4,2,2,3,3,4,2,4,1,1,1,1,1,1,3,3,3,1,1,4,3,4,3,2,2,4,2,1,1,1,2,3,3,3,2,1,2,3,3,4,3,3,2,3,2,85,292,1,2,1,2,2,2,0,5,2,6,1,0,2,1,4,1,3,0,5,4,1,4,1,1,2,3,1,2,1,1,3,4,3,1,3,1,1,1,1,2,3,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,10,91239
1,85,293,3,6,3,2,8,6,5,2,3,9,1,4,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,3,4,1,5,2,4,3,1,2,4,1,3,3,1,2,4,1,1,1,4,1,1,1,1,2,3,3,4,1,2,1,3,1,1,3,3,3,5,2,85,293,2,2,2,1,1,1,2,6,5,1,1,2,3,1,4,3,1,3,3,4,3,4,3,1,4,3,1,4,2,2,3,2,3,1,4,3,2,2,1,1,2,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,8,92519
1,85,294,2,5,3,2,9,7,5,1,3,9,2,1,1,2,2,1,2,2,2,3,3,2,1,2,1,2,1,1,3,3,2,2,1,3,2,2,1,1,3,2,2,2,3,3,3,4,1,1,1,3,2,1,1,1,2,3,3,4,2,1,3,3,2,2,1,1,4,4,2,85,294,3,2,2,1,1,1,2,2,1,5,1,2,3,1,3,1,1,3,1,3,1,2,3,2,4,1,1,2,2,2,3,2,2,1,4,1,1,2,2,2,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,8,92779
1,85,295,1,2,3,2,5,4,5,1,3,9,1,1,1,1,2,1,2,1,2,2,3,2,1,2,2,2,2,2,2,1,2,1,1,1,2,3,2,2,2,2,3,3,3,2,3,4,2,1,2,3,2,1,1,1,2,3,2,4,1,1,3,4,3,3,3,3,2,3,2,85,295,2,2,2,1,1,1,2,6,2,3,1,3,1,1,3,3,2,4,1,4,1,3,3,2,3,1,2,2,2,3,3,2,3,2,4,1,1,1,1,1,4,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,8,93059
1,85,296,2,5,2,2,5,5,1,5,1,9,4,1,1,1,1,2,2,1,1,4,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,3,1,2,3,2,2,1,2,5,1,1,2,3,1,1,1,5,1,4,4,2,3,3,1,2,3,2,2,1,4,4,2,85,296,3,2,2,1,1,1,2,5,2,3,1,2,2,1,2,3,1,2,2,2,2,1,3,2,2,2,2,2,2,2,3,1,3,1,2,2,1,1,2,1,3,2,4,7,2,0,0,0,0,0,0,0,0,0,0,0,8,93289
1,85,297,2,5,3,2,9,5,1,5,1,9,2,1,1,1,1,1,2,1,1,3,2,2,1,2,2,1,2,1,1,2,2,1,1,3,2,3,2,2,4,2,3,2,3,3,3,4,1,1,1,4,1,2,2,3,2,3,3,4,1,3,3,3,2,4,3,2,1,3,2,85,297,3,2,2,1,1,1,2,5,2,3,1,3,1,2,3,1,1,3,1,4,1,4,1,2,2,1,2,3,1,2,2,4,1,2,3,1,1,1,2,1,3,6,5,8,3,0,0,0,0,0,0,0,0,0,0,0,8,92019
1,85,298,1,1,3,2,5,4,1,5,1,9,1,1,1,1,2,2,2,2,1,2,2,2,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,2,2,2,3,4,1,1,1,3,1,1,2,1,1,3,3,4,1,1,2,4,3,3,2,1,2,3,2,85,298,3,2,2,1,1,1,2,5,6,1,1,4,1,1,3,1,1,4,1,3,1,2,3,1,3,2,1,3,1,1,4,2,1,1,3,1,2,1,2,1,2,4,2,7,1,0,0,0,0,0,0,0,0,0,0,0,8,92099
1,85,299,2,5,3,2,8,6,1,5,1,7,2,4,1,1,1,2,2,2,1,3,2,2,1,2,5,2,2,2,2,2,2,1,1,3,2,3,2,3,2,2,1,3,3,2,3,3,1,3,1,4,1,2,2,1,1,3,3,2,2,3,2,4,3,3,1,1,2,4,2,85,299,3,2,2,1,1,1,2,5,2,4,1,2,1,1,3,1,2,4,2,2,2,2,3,2,4,2,2,3,3,1,3,3,2,2,3,2,1,1,1,1,4,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,8,71151
1,85,300,2,3,3,2,11,6,4,3,3,7,1,6,1,1,2,1,2,3,2,1,2,4,1,3,3,5,2,4,4,2,2,2,2,3,0,2,2,2,2,2,3,2,2,2,3,4,1,3,1,4,1,1,2,2,3,3,3,4,1,3,1,5,2,2,4,2,2,3,2,85,300,4,2,2,1,1,1,2,5,2,1,1,4,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,2,3,2,3,2,3,3,2,3,1,1,1,1,4,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,8,72111
1,85,301,2,5,2,1,8,5,1,5,1,9,4,1,1,1,2,2,2,1,3,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,4,1,2,1,2,2,4,4,1,1,2,4,1,1,2,2,2,3,3,3,3,3,1,2,2,2,3,1,4,4,2,85,301,1,2,2,1,2,2,1,1,2,5,2,3,2,1,2,1,1,3,2,4,1,3,3,1,2,2,1,2,2,2,3,3,3,2,3,2,2,2,2,2,5,6,2,6,1,0,0,0,0,0,0,0,0,0,0,0,10,51369
1,85,302,2,5,2,2,9,5,1,5,1,9,1,1,1,1,1,3,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,3,3,3,2,2,1,2,2,2,3,3,3,4,1,1,1,3,1,1,1,2,3,3,3,4,1,2,3,1,2,3,3,3,1,4,2,85,302,1,2,2,1,1,2,3,3,2,4,1,4,1,1,3,2,1,4,3,2,1,3,3,2,2,2,1,2,3,1,3,2,3,1,3,1,1,1,1,1,4,2,5,8,2,0,0,0,0,0,0,0,0,0,0,0,9,51159
1,85,303,1,2,3,2,4,4,4,1,3,9,1,1,1,1,2,1,2,1,1,1,2,4,1,2,2,1,1,4,4,5,2,5,1,1,3,4,2,2,4,3,3,2,2,2,2,4,1,1,1,3,2,1,1,1,3,3,3,3,1,1,2,4,2,3,3,3,2,3,2,85,303,2,2,2,2,1,2,2,5,3,2,1,4,2,1,3,2,3,2,1,4,1,3,3,2,2,3,3,2,3,2,3,4,1,2,2,3,2,2,2,1,1,4,4,9,4,0,0,0,0,0,0,0,0,0,0,0,10,51239
