CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,V.12A.,Q.13.,Q.14.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.41.,Q.44.,Q.45.,Q.46.,Q.47A.,Q.47B.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.62.,Q.63.,Q.65.,Q.66A.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.66B.,Q.66B..1,Q.66B..2,Q.66B..3,Q.67.,Q.68.,Q.69.,Q.70.,Q.71A.,Q.71B.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.76.,Q.77A.,Q.77B.,Q.77C.,Q.78.,Q.81.,Q.82.,Q.83.,Q.84A.,Q.85A.,Q.85B.,V.87.,V.88.,V.89.,V.90.
1,115,768,2,3,7,5,1,4,1,8,8,2,5,19,1,1,14,4,2,1,3,1,2,3,2,2,2,2,3,1,4,2,1,1,2,3,1,3,3,2,5,1,3,3,3,2,3,1,3,4,5,5,3,4,3,2,3,2,1,1,1,6,5,2,2,2,2,115,768,2,0,0,0,0,4,1,1,4,1,1,1,3,1,3,3,3,1,1,1,1,2,2,2,1,2,1,1,11,130,1
1,115,769,2,3,7,4,4,1,2,8,1,2,5,19,1,1,17,5,2,1,1,2,2,2,2,2,2,2,1,1,4,2,9,2,4,3,1,1,4,3,2,1,3,4,1,2,1,2,3,3,3,3,2,4,3,2,1,3,1,1,1,6,1,2,2,2,2,115,769,2,0,0,0,0,3,2,1,1,1,1,4,3,1,3,1,1,1,1,1,1,3,1,3,1,2,3,1,4,36,1
1,115,770,2,1,7,5,3,1,2,7,8,4,4,12,1,1,6,9,2,2,1,2,2,3,2,2,2,3,2,1,4,3,2,1,3,3,1,3,5,2,1,1,4,4,3,1,3,1,3,4,4,4,3,4,3,2,1,3,2,3,1,2,2,2,2,2,2,115,770,2,0,0,0,0,4,1,1,3,1,1,5,3,1,2,1,2,1,1,1,2,3,2,2,1,2,1,1,8,66,4
1,115,771,2,2,7,4,4,1,1,10,9,2,5,13,1,1,13,3,1,2,1,3,3,1,3,1,1,3,1,2,4,3,7,2,3,3,6,2,4,4,3,2,3,3,1,1,3,1,4,4,4,4,4,3,3,4,1,1,1,2,2,6,4,2,1,2,2,115,771,2,0,0,0,0,3,1,4,3,2,2,4,3,1,3,3,4,2,2,2,2,2,4,3,1,2,3,1,14,53,5
1,115,772,2,3,7,5,2,5,1,8,8,2,5,14,1,1,13,3,2,1,1,2,2,3,3,2,2,2,2,1,4,3,1,2,4,3,2,3,5,4,5,1,4,5,2,1,3,2,3,3,4,4,3,4,3,3,2,3,1,1,2,6,1,2,3,1,2,115,772,2,2,2,1,1,3,2,2,4,1,1,6,3,1,3,3,2,1,1,1,1,3,3,2,1,3,1,1,11,44,1
1,115,773,2,1,7,4,1,1,1,6,8,4,5,20,1,1,5,6,2,2,1,2,2,3,3,1,1,2,2,1,4,5,0,2,4,3,2,2,3,4,2,2,2,3,4,2,0,1,4,4,4,5,3,4,5,4,1,2,2,2,1,1,6,1,2,1,2,115,773,2,2,2,1,2,3,2,1,4,1,1,5,3,4,0,2,3,2,2,2,1,3,3,1,1,3,1,1,10,66,2
1,115,774,2,1,7,4,4,1,1,10,8,2,5,20,1,1,19,4,2,2,3,2,2,2,3,3,3,3,3,1,3,3,1,2,3,2,1,2,3,3,1,1,4,3,2,1,3,2,2,4,4,4,2,3,3,2,2,3,4,1,2,6,1,2,2,2,2,115,774,2,0,0,0,0,1,3,4,2,1,1,11,3,5,4,4,2,1,1,2,1,3,5,3,1,2,3,1,11,21,2
1,115,775,2,3,7,1,8,1,1,9,8,2,5,21,1,1,1,2,1,2,1,3,3,3,4,1,2,3,2,1,3,3,5,1,3,3,1,1,4,3,2,1,4,5,3,1,3,2,1,2,2,1,1,4,1,2,1,4,1,1,1,2,1,1,3,2,2,115,775,2,2,1,2,2,3,2,2,2,1,2,8,3,2,2,2,4,2,1,2,2,3,1,1,1,2,2,1,4,23,2
1,115,776,2,4,7,5,3,1,1,3,9,1,6,22,1,1,22,0,2,1,3,1,2,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,3,3,1,1,3,2,3,2,1,3,2,2,2,4,3,2,3,2,2,1,1,3,1,2,0,1,0,2,2,115,776,2,0,0,0,0,3,2,3,3,1,1,0,3,1,3,1,2,1,1,1,1,2,1,3,1,1,1,1,13,107,5
1,115,777,2,5,7,5,3,3,1,2,8,3,7,22,1,1,22,2,1,2,1,2,2,3,2,2,2,2,2,1,4,6,1,2,4,3,6,3,3,4,1,2,2,4,4,2,1,1,1,2,2,2,3,3,3,1,2,3,1,1,2,5,3,3,3,1,2,115,777,2,1,1,2,2,4,2,1,4,1,2,3,3,1,3,3,2,2,2,2,2,3,2,1,2,2,1,1,13,80,5
1,115,778,2,2,2,5,2,5,1,7,8,4,4,13,1,1,13,3,2,3,1,3,3,3,4,1,1,3,1,1,4,6,9,2,1,2,6,3,2,2,1,2,4,6,2,1,3,1,4,4,4,4,2,4,2,4,3,2,4,3,1,4,6,3,3,2,2,115,778,2,0,0,0,0,3,3,3,4,1,1,4,3,1,3,2,4,2,2,2,1,3,5,3,2,3,3,1,8,55,4
1,115,779,2,1,2,5,2,3,1,7,7,4,3,13,1,1,6,2,2,2,1,3,3,3,5,1,1,2,1,1,3,5,9,2,4,3,6,3,5,3,1,3,4,2,4,1,3,3,4,3,2,2,2,2,1,1,1,3,2,1,3,5,1,3,1,2,2,115,779,2,0,0,0,0,3,1,4,4,1,1,7,3,1,3,3,4,2,2,2,2,1,2,3,2,1,1,1,14,98,4
1,115,780,2,1,3,5,3,5,2,8,11,3,6,21,1,1,9,4,2,3,1,3,3,3,3,2,2,3,2,1,3,6,9,2,3,3,2,2,4,4,1,4,3,6,3,1,3,1,3,5,0,5,3,4,3,2,2,3,1,3,1,6,5,2,3,2,2,115,780,2,0,0,0,0,2,2,1,4,0,2,4,3,1,3,3,3,1,1,1,1,1,3,2,1,2,1,1,11,43,1
1,115,781,2,1,3,5,4,5,1,8,8,4,5,22,1,1,1,4,1,1,2,2,2,3,2,1,1,2,2,1,3,3,2,1,4,3,1,1,3,3,2,2,2,2,2,1,3,3,2,2,2,2,2,3,4,2,1,4,2,3,3,2,4,2,3,2,2,115,781,2,0,0,0,0,1,1,2,2,1,1,8,1,1,2,3,3,1,1,1,1,2,3,2,2,2,1,1,10,135,1
1,115,782,2,3,3,5,3,1,1,8,8,4,5,22,1,1,22,9,1,2,1,2,2,1,4,3,2,2,2,1,4,3,1,1,3,3,2,2,3,3,2,2,3,5,2,1,3,1,3,3,3,4,2,4,2,3,1,4,1,2,3,3,2,3,2,1,2,115,782,2,1,0,0,0,3,4,3,4,1,2,11,3,5,4,4,3,2,2,1,1,1,5,3,1,3,3,1,10,125,1
1,115,783,2,3,3,5,3,5,1,8,8,4,5,23,1,1,23,2,2,1,2,2,3,2,3,3,2,3,2,1,4,6,1,2,3,2,6,3,3,4,5,2,4,6,4,1,3,1,3,5,3,3,3,4,1,2,2,1,2,2,1,1,2,3,3,2,2,115,783,2,0,0,0,0,3,2,3,3,1,1,11,3,5,4,4,2,1,1,1,1,3,5,3,1,1,1,1,10,123,1
1,115,784,2,2,4,4,3,4,2,9,9,2,4,12,1,1,12,9,2,1,2,1,2,2,3,2,2,3,2,1,4,2,1,1,3,3,1,2,3,4,1,1,4,5,4,1,3,2,3,4,4,4,4,4,3,2,1,2,2,2,1,3,1,3,3,2,2,115,784,2,0,0,0,0,3,2,1,4,1,2,11,3,5,4,4,2,2,1,1,1,3,1,3,1,2,2,1,13,143,5
1,115,785,2,2,4,4,2,5,1,9,10,2,4,12,1,1,12,3,2,1,2,2,1,2,3,1,1,2,1,1,3,3,9,1,2,2,6,2,3,4,1,1,3,5,4,1,3,3,4,3,3,1,2,4,4,1,3,4,1,1,1,1,2,3,2,2,2,115,785,2,0,0,0,0,2,1,2,4,1,1,5,3,1,3,3,1,1,1,1,1,3,3,3,3,3,3,1,6,8,5
1,115,786,2,2,4,5,2,1,1,7,8,2,3,12,1,1,5,5,1,2,3,3,2,3,3,1,2,2,2,1,4,3,1,2,3,2,2,3,3,2,2,2,3,2,4,2,1,3,4,4,4,4,1,4,3,2,2,3,1,2,1,6,1,4,2,2,2,115,786,2,0,0,0,0,1,1,1,4,2,2,11,3,4,3,3,3,2,2,2,1,3,4,2,1,3,3,1,3,26,4
1,115,787,2,2,4,4,2,4,1,3,3,4,3,13,1,1,10,4,2,1,3,1,2,3,2,2,2,2,3,1,1,1,2,1,2,2,1,2,3,3,1,4,3,3,2,1,3,3,1,2,2,2,2,1,3,1,3,4,4,3,1,6,6,2,2,2,2,115,787,2,0,0,0,0,3,1,3,2,1,2,0,3,1,3,3,2,1,1,1,1,3,5,1,3,3,3,1,13,56,5
1,115,788,2,2,5,2,4,2,1,10,10,2,4,12,1,1,1,3,2,1,2,3,3,2,2,2,2,2,2,1,3,2,9,1,2,2,1,2,3,3,5,4,3,4,2,2,1,3,2,1,2,2,1,1,3,2,3,1,1,1,1,1,2,3,2,2,2,115,788,2,1,2,2,1,2,4,3,4,1,1,5,3,1,2,2,1,1,1,1,1,3,2,3,1,2,2,1,15,2,5
1,115,789,2,2,5,4,2,1,1,7,8,2,4,12,1,1,12,4,2,2,1,3,2,1,4,3,3,2,1,1,4,4,9,2,3,3,1,3,4,4,1,1,3,2,2,1,3,2,3,3,3,3,4,2,4,2,1,3,2,1,1,1,1,1,2,2,2,115,789,2,0,0,0,0,3,2,4,4,1,1,7,3,1,3,3,2,1,1,1,1,3,4,2,1,1,1,1,8,23,4
1,115,790,2,3,5,5,8,3,1,8,8,2,5,13,1,1,8,4,2,1,1,2,1,2,2,2,1,1,2,1,3,3,9,1,2,3,2,2,5,4,1,2,3,4,3,1,3,2,0,3,1,2,3,1,5,1,1,1,2,2,1,4,1,3,2,2,2,115,790,2,0,0,0,0,1,1,3,3,1,1,11,1,5,4,4,3,1,1,1,1,1,1,3,1,1,1,1,4,40,1
1,115,791,2,3,5,4,2,2,1,7,7,2,4,13,1,1,13,6,2,1,2,2,2,3,2,3,2,2,1,1,3,2,7,1,1,3,2,3,4,4,2,2,2,4,3,1,3,3,3,3,2,3,2,2,2,2,2,2,2,3,1,2,3,3,3,1,2,115,791,2,1,1,2,2,2,1,3,2,1,1,2,3,2,3,1,2,1,1,2,1,3,2,2,2,2,3,1,12,26,4
1,115,792,2,2,5,4,3,1,2,6,11,2,3,13,1,1,1,4,2,2,1,3,2,2,3,2,2,2,2,1,3,3,1,1,2,3,2,2,4,3,2,1,3,4,2,1,3,1,2,3,3,4,2,4,3,2,2,3,2,3,1,2,1,1,3,2,2,115,792,2,0,0,0,0,1,1,3,3,1,1,3,3,1,3,1,2,1,1,1,1,3,2,2,1,2,1,1,15,29,2
1,115,793,2,2,5,3,2,4,1,9,8,4,5,23,1,1,6,4,1,2,1,3,3,2,3,3,2,3,2,1,4,3,7,2,3,3,1,1,5,2,1,2,3,2,4,1,0,2,5,4,4,4,3,3,2,2,1,3,2,1,1,2,1,1,2,2,2,115,793,2,0,0,0,0,3,2,3,3,1,1,7,3,1,3,3,4,1,1,1,1,3,4,3,1,3,3,1,10,50,5
1,115,794,2,3,6,5,2,4,2,8,8,2,4,12,1,1,11,2,2,2,1,2,3,3,4,3,1,3,2,1,4,3,1,1,3,2,1,3,5,4,5,2,4,4,2,2,1,1,4,5,5,5,2,4,4,3,2,2,2,2,1,2,1,2,2,2,2,115,794,2,0,0,0,0,2,2,1,4,2,1,1,3,1,2,3,3,1,1,1,1,3,4,2,1,3,3,1,11,47,1
1,115,795,2,3,6,4,4,1,1,10,8,2,3,13,1,1,12,4,1,2,1,3,3,1,4,3,2,2,2,1,4,2,7,2,3,2,2,2,4,3,2,2,3,4,2,1,3,3,2,3,3,3,3,3,3,3,2,1,2,1,1,6,1,2,2,2,2,115,795,2,0,0,0,0,2,1,4,2,1,2,5,3,1,3,3,2,1,2,1,1,3,4,2,3,3,3,1,13,26,5
1,115,796,2,3,6,5,3,5,1,5,8,2,5,13,1,1,2,4,2,2,1,2,2,3,3,2,3,2,3,1,4,3,1,2,3,2,1,1,3,2,1,2,4,4,3,1,3,1,2,4,4,4,3,3,3,2,3,3,1,1,6,0,1,2,2,2,2,115,796,2,0,0,0,0,3,1,2,4,1,1,3,3,2,3,3,2,1,1,1,2,3,4,2,1,2,3,1,10,6,5
1,115,797,2,1,6,5,2,5,1,7,10,2,4,13,1,1,6,2,2,1,2,2,2,2,4,3,1,2,1,1,3,4,1,1,2,2,1,2,5,2,1,1,3,2,4,1,3,1,3,4,4,4,2,4,2,2,2,3,2,4,2,2,1,2,2,2,2,115,797,2,0,0,0,0,3,1,1,4,1,1,9,3,1,3,3,2,1,1,1,1,1,4,1,1,1,1,1,12,55,4
1,115,798,2,4,6,5,4,3,1,8,8,2,5,20,1,1,20,8,2,1,3,2,2,2,2,3,2,2,1,1,3,2,7,2,4,3,1,3,5,4,1,1,2,6,4,1,3,2,3,4,4,4,2,4,4,2,1,4,1,1,1,6,1,2,2,2,2,115,798,2,0,0,0,0,2,1,2,4,1,1,1,3,1,3,3,3,1,1,1,3,3,5,3,1,3,2,1,11,42,1
1,115,799,2,4,6,4,1,4,1,3,8,2,5,21,1,1,21,9,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,1,1,3,4,2,1,3,3,3,2,2,5,1,2,3,1,1,4,1,2,2,2,1,2,3,2,2,115,799,2,0,0,0,0,3,1,2,4,1,1,6,3,1,3,1,1,1,1,1,1,3,3,1,1,2,1,1,13,47,5
1,115,800,2,3,6,4,3,1,1,3,3,1,6,21,1,1,11,6,2,2,3,2,2,2,2,2,2,2,2,1,3,2,1,1,3,2,2,2,3,3,2,1,2,2,3,1,3,3,1,2,1,2,2,2,3,2,2,3,1,2,1,2,2,2,2,2,2,115,800,2,0,0,0,0,4,2,4,4,2,2,3,3,1,3,3,2,2,1,1,1,3,5,3,1,2,1,1,13,104,5
1,115,801,2,2,6,5,9,3,2,9,11,4,6,22,1,1,22,3,1,3,1,3,3,1,4,3,2,3,1,4,2,3,9,2,4,3,0,3,3,2,4,2,4,0,3,1,3,1,3,4,5,5,3,4,2,0,2,3,1,1,1,1,6,3,3,2,2,115,801,2,0,0,0,0,3,2,3,4,1,2,1,1,1,3,3,2,2,1,2,1,2,1,3,3,2,3,1,13,109,5
1,115,802,2,2,6,5,3,4,1,9,11,4,6,22,1,1,22,8,1,2,1,1,2,1,3,3,3,2,1,1,4,1,1,2,4,2,1,2,5,4,1,1,2,3,2,1,3,3,3,4,2,3,3,3,3,1,2,3,1,1,1,2,1,3,3,1,2,115,802,2,1,1,2,1,3,4,1,4,1,1,6,3,1,3,2,1,1,1,1,1,3,3,1,1,2,1,1,11,153,2
1,115,803,2,1,6,5,3,1,1,6,1,2,5,22,1,1,2,9,2,3,1,3,3,2,4,1,3,3,2,1,4,5,0,2,4,3,6,3,2,2,1,1,2,4,2,1,3,1,4,4,4,5,4,3,3,4,1,2,2,2,1,2,4,2,3,1,2,115,803,2,1,1,1,2,4,3,1,3,1,1,7,3,1,2,3,2,1,1,1,2,2,2,1,1,2,1,1,5,50,2
1,115,804,2,4,6,4,2,3,1,8,8,4,6,23,1,1,20,6,2,1,2,1,1,2,1,2,2,2,3,1,1,2,1,2,1,2,2,3,3,4,1,1,2,6,1,1,3,2,2,2,2,2,1,1,3,1,1,3,1,1,2,6,1,3,1,2,2,115,804,2,0,0,0,0,3,1,1,2,1,1,1,3,1,2,3,1,1,1,1,1,3,3,2,2,1,1,1,10,69,1
1,115,805,2,5,6,4,2,2,1,8,8,4,6,23,1,1,6,6,1,1,2,2,2,2,3,3,2,3,2,1,4,1,1,2,3,3,1,3,2,3,1,1,3,1,4,1,3,3,2,2,2,1,2,4,3,2,1,2,1,1,1,2,4,1,3,2,2,115,805,2,0,0,0,0,1,1,1,2,1,1,11,3,5,4,4,2,1,1,1,2,3,2,3,1,3,3,1,10,68,1
1,115,806,2,1,1,4,3,5,1,9,5,2,2,5,1,1,4,1,1,2,1,3,2,3,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,4,4,2,2,1,3,1,1,2,2,2,2,1,2,1,4,2,1,1,1,1,2,3,2,2,115,806,2,2,1,2,2,3,1,1,3,1,1,5,3,2,3,1,4,2,2,2,2,3,2,3,2,2,1,1,13,22,5
1,115,807,2,1,2,4,2,4,1,9,1,2,2,9,1,1,5,2,2,2,3,1,2,2,3,4,2,2,3,2,3,6,2,1,3,2,6,3,4,2,2,4,3,6,3,1,2,3,4,4,2,3,2,2,3,3,3,3,4,1,1,1,1,1,3,2,2,115,807,2,1,2,2,2,2,2,3,2,1,1,3,3,1,3,1,1,1,1,1,1,3,1,2,3,3,2,1,10,65,5
1,115,808,2,1,2,5,1,4,1,7,8,2,1,2,1,1,2,4,2,2,1,2,2,2,2,1,2,2,1,1,3,3,2,2,2,2,1,2,3,4,2,1,3,3,3,2,1,1,3,2,2,4,2,1,3,3,3,3,5,1,1,4,2,3,3,2,2,115,808,2,0,0,0,0,2,1,1,4,1,1,11,3,1,2,3,2,2,1,1,1,3,5,2,3,3,3,1,8,6,4
1,115,809,2,1,2,5,1,4,1,7,8,2,1,2,1,1,2,4,2,1,3,1,1,2,2,2,1,1,1,1,2,6,5,1,2,1,2,2,3,3,2,1,3,3,2,1,3,3,2,4,2,4,2,2,3,2,1,3,5,3,1,3,5,2,3,2,2,115,809,2,0,0,0,0,3,2,1,4,1,1,3,3,1,3,3,1,1,1,1,1,3,3,3,1,3,3,1,12,64,4
1,115,810,2,2,2,5,2,5,2,1,8,2,2,3,1,1,2,9,2,2,1,2,2,1,4,2,1,2,1,1,4,5,2,2,4,2,1,1,3,4,3,3,4,6,4,1,3,2,4,4,4,4,4,4,5,4,2,3,2,2,1,3,1,3,3,2,2,115,810,2,0,0,0,0,1,1,3,3,1,1,7,3,1,3,1,2,2,1,2,1,3,4,2,1,3,2,1,13,32,5
1,115,811,2,2,2,3,2,3,1,3,3,2,1,3,1,1,2,4,1,1,2,2,2,2,2,2,2,1,1,1,2,2,10,1,1,1,1,2,5,4,1,1,2,6,2,1,3,3,1,1,2,2,2,2,3,2,1,4,4,1,2,6,1,1,1,2,2,115,811,2,0,0,0,0,3,2,3,3,1,1,10,3,1,3,2,1,1,1,1,1,3,1,2,3,3,3,1,8,43,5
1,115,812,2,1,2,5,9,1,1,9,8,2,2,5,1,1,4,2,1,1,3,1,2,2,2,3,3,2,2,1,2,4,9,2,3,2,1,2,2,4,1,4,2,4,2,2,2,3,2,2,2,2,4,1,3,2,2,3,5,2,1,2,5,2,3,2,2,115,812,2,2,2,2,1,4,1,1,3,2,1,8,3,1,3,3,2,1,1,1,1,3,1,2,1,3,3,1,8,39,5
1,115,813,2,2,2,5,3,5,1,10,8,2,2,6,1,1,6,7,2,3,1,1,2,1,3,2,2,3,2,1,4,2,9,2,3,3,2,3,3,4,5,3,4,4,3,1,3,2,3,5,5,5,3,1,2,2,2,3,5,3,1,3,1,3,2,1,2,115,813,2,2,2,1,1,4,2,2,4,1,1,3,3,1,3,3,3,1,2,2,2,3,5,2,3,2,1,1,13,82,5
1,115,814,2,1,2,5,3,2,1,5,8,2,2,6,1,1,6,2,2,1,3,2,2,2,2,3,2,2,2,1,3,3,1,1,2,2,2,2,3,2,2,1,3,4,2,2,1,3,2,2,1,1,2,2,0,2,2,3,5,4,6,0,1,1,2,2,2,115,814,2,0,0,0,0,4,2,1,4,2,2,1,3,1,3,2,2,2,1,1,1,3,5,3,1,2,3,1,15,19,5
1,115,815,2,1,2,5,2,5,1,3,3,2,2,8,1,1,8,6,2,1,1,2,2,2,2,2,1,1,1,1,3,3,9,1,2,2,1,2,2,2,2,1,2,4,2,1,1,3,2,2,4,4,2,1,3,2,2,3,2,1,2,1,1,2,2,2,2,115,815,2,0,0,0,0,3,2,4,4,2,1,11,3,5,4,4,4,2,2,2,1,3,2,3,2,3,3,1,3,18,5
1,115,816,2,1,3,4,3,2,2,10,10,4,3,3,1,1,2,6,2,1,2,2,1,2,2,3,2,2,2,1,2,3,9,1,3,3,1,1,3,4,1,1,4,2,1,1,1,1,2,2,3,2,2,3,3,1,1,3,2,1,2,6,1,2,1,2,2,115,816,2,0,0,0,0,1,3,2,3,1,1,3,3,4,3,3,2,2,1,1,2,3,2,3,1,2,3,1,8,46,5
1,115,817,2,1,3,5,1,4,1,1,1,2,2,3,1,1,1,8,2,2,1,3,2,2,4,3,2,2,2,1,4,5,9,1,4,2,1,2,5,3,1,1,3,3,2,2,1,1,0,5,1,4,3,4,4,2,2,4,5,3,0,0,5,3,2,2,2,115,817,2,0,0,0,0,2,0,1,4,2,1,11,3,5,4,4,1,1,1,1,1,3,1,3,1,3,3,1,13,41,5
1,115,818,2,3,3,4,3,1,1,8,8,2,2,4,1,1,4,9,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,3,2,1,3,3,4,1,1,2,1,2,1,3,3,2,2,2,2,2,2,4,2,1,3,2,4,1,6,1,1,3,2,2,115,818,2,0,0,0,0,3,2,1,4,2,1,11,3,5,4,4,1,1,1,1,1,3,3,3,1,1,1,1,10,36,1
1,115,819,2,3,3,4,3,1,1,8,8,4,4,4,1,1,4,4,1,2,3,2,2,2,2,1,1,2,3,1,4,6,2,2,4,3,1,3,4,4,2,2,3,4,3,2,1,3,3,4,4,4,2,1,3,4,1,3,2,3,1,2,4,1,3,1,2,115,819,2,1,2,1,1,3,2,3,2,1,2,5,1,1,1,1,2,1,2,2,1,3,5,3,1,2,1,1,4,31,1
1,115,820,2,1,3,5,3,1,1,7,9,2,3,5,1,1,5,2,2,2,1,2,3,1,3,2,1,2,2,1,4,3,7,1,2,3,2,1,3,2,1,2,4,3,2,2,1,2,3,5,4,4,3,4,2,3,1,2,3,2,1,3,2,2,1,1,2,115,820,2,2,2,1,1,3,1,1,4,2,1,0,3,5,4,4,2,1,2,2,1,3,5,2,1,2,1,1,8,19,4
1,115,821,2,2,3,5,3,3,1,3,3,2,2,5,1,1,5,4,1,2,3,2,2,2,2,3,3,3,3,1,4,2,1,2,2,3,1,2,3,2,2,2,1,3,2,1,3,1,2,2,2,3,4,4,3,2,2,3,4,1,1,2,4,3,3,2,2,115,821,2,0,0,0,0,3,2,1,4,1,1,6,3,1,3,3,2,2,1,1,1,3,3,3,1,1,3,1,6,9,5
1,115,822,2,3,3,4,9,5,2,9,8,2,2,5,1,1,5,3,1,2,1,2,2,2,2,3,3,2,3,1,3,6,1,2,3,2,1,3,3,2,2,1,3,4,2,1,3,3,2,2,2,2,2,2,3,3,2,3,5,1,4,6,5,2,2,2,2,115,822,2,0,0,0,0,2,2,1,4,2,2,1,3,1,2,0,4,1,1,2,2,3,3,1,1,2,1,1,5,13,5
1,115,823,2,2,6,4,6,2,1,7,7,2,4,16,2,2,10,3,2,1,2,3,3,3,4,3,4,3,2,1,3,2,10,2,2,2,6,1,5,4,1,1,4,3,4,1,4,1,2,2,2,2,4,4,2,4,1,3,2,0,1,1,1,3,3,2,2,115,823,2,0,0,0,0,3,1,1,3,2,2,2,3,2,3,2,4,0,0,0,1,3,1,3,0,3,3,1,2,11,4
1,115,824,2,3,6,4,6,1,2,7,3,2,5,17,2,2,15,4,1,1,1,2,2,3,2,3,2,2,2,1,3,6,9,1,4,2,1,3,3,2,2,3,4,5,1,2,3,4,4,4,5,4,2,4,3,2,1,3,1,1,1,1,6,1,3,2,2,115,824,2,0,0,0,0,3,2,3,3,2,1,4,1,1,1,3,1,1,1,1,1,3,2,3,3,3,2,1,14,136,4
1,115,825,2,1,1,2,6,2,1,7,7,4,4,13,2,2,13,2,1,2,1,2,3,2,3,1,1,3,2,1,4,5,9,2,3,3,1,3,3,3,1,1,4,6,3,2,1,2,2,2,2,2,2,1,2,2,3,3,4,1,1,2,4,2,1,2,2,115,825,2,0,0,0,0,2,2,3,2,1,2,3,1,1,3,2,1,1,1,1,1,3,3,0,1,1,1,1,8,84,4
1,115,826,2,3,5,4,6,2,1,7,7,1,2,12,2,2,3,2,2,1,3,0,1,2,5,4,1,2,1,1,2,2,9,1,2,2,1,3,5,3,5,1,2,6,1,2,2,3,1,1,1,1,1,1,1,2,3,3,5,1,1,1,3,2,1,2,2,115,826,2,0,0,0,0,0,2,3,2,1,2,11,3,5,4,4,1,1,1,1,1,3,1,1,1,3,3,1,3,43,4
1,115,827,2,2,4,2,7,1,2,7,7,2,3,14,2,2,5,9,1,1,3,1,2,2,2,2,2,2,3,1,2,1,1,1,3,2,2,3,3,3,5,2,4,2,1,2,1,3,2,2,2,2,2,2,3,1,3,3,2,3,4,2,2,3,2,2,2,115,827,2,0,0,0,0,3,1,1,2,1,1,3,3,2,3,2,1,1,1,1,1,3,3,3,1,3,1,1,14,135,4
1,115,828,2,2,4,1,7,1,2,7,1,2,3,15,2,2,6,9,1,1,1,1,2,1,3,3,2,2,2,1,4,3,1,2,1,2,2,1,5,1,1,1,2,2,2,2,1,3,2,2,1,4,3,3,3,3,2,3,1,1,1,1,2,2,1,2,2,115,828,2,0,0,0,0,3,1,3,3,1,2,11,3,5,4,4,1,1,1,1,1,3,3,2,1,2,2,1,14,137,4
1,115,829,2,3,5,1,7,2,1,7,1,2,3,14,2,2,14,1,1,1,1,3,3,1,3,1,1,2,1,1,4,6,9,1,1,3,1,2,5,3,1,1,4,2,4,2,1,4,4,4,4,4,1,4,3,4,3,3,1,2,1,6,1,3,3,2,2,115,829,2,0,0,0,0,3,2,4,2,2,2,11,3,5,4,4,4,2,2,2,1,3,4,3,1,2,1,1,3,9,4
1,115,830,2,1,5,1,7,0,2,7,9,2,3,14,2,2,12,1,1,1,3,2,2,2,1,1,1,2,1,1,0,6,9,2,1,2,1,2,3,0,1,1,3,6,1,1,1,3,2,1,1,4,3,1,3,2,2,3,2,1,1,6,5,4,2,2,2,115,830,2,0,0,0,0,2,1,1,2,1,2,11,3,5,4,4,1,1,1,1,1,3,3,3,1,1,1,1,8,115,4
1,115,831,2,1,5,2,7,4,1,7,8,2,4,14,2,2,4,2,1,2,1,2,2,2,3,2,1,1,2,1,3,3,1,2,3,3,1,2,4,3,1,2,3,4,3,2,1,2,2,2,3,3,2,2,2,2,2,2,5,4,1,2,1,4,3,1,2,115,831,2,1,2,2,2,2,2,3,2,2,2,5,3,1,2,1,3,2,2,2,1,3,3,3,2,1,2,1,14,21,4
1,115,832,2,1,5,4,7,5,1,7,8,2,4,14,2,2,9,1,1,2,3,2,3,3,2,1,2,2,3,1,3,2,9,2,3,2,2,3,3,2,2,2,4,2,3,1,1,2,3,4,4,4,2,1,3,2,2,3,2,1,1,1,4,2,2,2,2,115,832,2,0,0,0,0,3,2,3,3,1,2,11,3,5,4,4,1,1,1,1,1,2,3,3,1,2,1,1,14,29,4
1,115,833,2,2,6,2,7,2,1,7,7,2,3,14,2,2,7,5,2,1,2,2,2,2,2,1,1,2,1,1,4,3,7,1,1,3,1,3,2,2,1,1,3,5,4,1,3,3,2,2,2,3,2,3,1,2,2,3,2,3,1,2,1,2,2,2,2,115,833,2,0,0,0,0,3,1,3,3,2,2,10,2,1,3,3,3,1,1,1,1,3,3,2,2,2,1,1,3,30,4
