CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.7..1,Q.8A.,Q.8B.,Q.9.,Q.9..1,Q.10.,Q.11.,Q.12.,Q.13.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37A.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.38G.,Q.38H.,Q.38I.,Q.38J.,Q.38K.,Q.38L.,Q.38M.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.40.,Q.41.,Q.42.,Q.43.,Q.43..1,Q.43..2,CARD..1,DECK..1,BALLOT..1,X.,X..1,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.49..1,Q.49..2,Q.49..3,Q.49..4,Q.49..5,Q.49..6,Q.49..7,Q.49..8,Q.49..9,Q.49..10,Q.49..11,Q.49..12,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.57D.,Q.57E.,Q.57F.,Q.57G.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.68.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.81..1,Q.81..2,Q.81..3,Q.81..4,Q.82.,V.83.,V.84.,V.85.,V.86.
1,141,761,6,4,1,6,5,6,1,16,1,1,0,4,5,10,5,11,25,8,2,3,4,3,2,2,2,3,3,4,3,3,3,3,3,4,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,141,761,2,2,2,3,7,6,4,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,4,2,4,4,4,2,1,2,2,2,2,3,1,3,3,1,2,2,2,4,4,2,2,2,2,2,2,2,3,2,1,2,3,1,2,2,2,2,1,2,1,342,1
1,141,762,10,10,1,6,7,4,2,21,1,2,2,1,2,9,4,5,60,1,1,3,4,3,1,2,2,1,0,3,3,1,2,3,3,1,1,1,1,1,0,0,1,0,1,0,1,3,1,0,0,0,2,2,1,2,2,1,2,2,2,2,2,2,141,762,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,3,4,2,3,3,4,2,2,2,2,1,2,1,1,3,3,1,2,2,0,3,3,3,2,2,1,4,3,4,3,1,1,0,1,1,2,2,2,2,2,0,3,488,3
1,141,763,4,4,1,6,5,1,6,63,1,6,6,1,2,6,3,10,74,0,1,3,4,3,2,2,2,2,0,2,2,2,2,2,3,3,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,1,2,2,2,141,763,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,3,3,1,2,3,3,3,2,1,1,2,2,0,2,1,2,3,1,2,2,0,4,2,3,2,2,2,4,4,4,2,1,1,4,3,1,2,2,2,2,1,0,3,301,4
1,141,764,2,4,1,6,5,6,3,31,1,3,3,1,3,9,4,6,78,1,1,2,4,2,1,2,3,1,0,2,2,2,3,3,3,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,141,764,2,2,1,2,6,4,5,1,2,2,2,2,2,2,1,2,1,2,1,2,2,3,4,2,4,3,3,2,2,2,2,1,2,1,1,3,4,1,2,2,2,2,2,3,2,2,1,6,4,4,3,1,2,4,1,1,2,2,2,2,1,0,3,261,4
1,141,765,1,8,2,6,5,6,3,32,1,3,3,1,3,7,3,10,78,1,1,1,4,1,4,2,4,1,0,2,1,2,1,1,3,3,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,141,765,1,2,2,1,5,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2,4,2,3,2,2,1,2,1,2,1,1,1,3,1,2,2,0,2,2,3,2,3,1,2,4,4,3,1,1,3,1,1,2,2,2,2,1,0,3,263,4
1,141,766,4,7,1,6,6,4,2,23,1,2,2,1,6,9,4,5,80,1,1,1,1,4,4,3,4,1,2,1,2,1,4,3,4,4,1,1,1,1,1,0,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,141,766,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,3,4,2,4,1,1,1,1,2,1,1,1,2,1,2,4,1,2,2,2,2,2,3,1,2,2,5,5,5,1,1,1,2,1,1,2,2,2,2,2,0,3,373,4
1,141,767,8,7,2,5,6,6,2,22,1,2,2,1,2,9,3,7,64,1,1,1,4,1,1,3,4,3,3,2,1,1,1,2,3,4,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,5,2,1,2,2,2,2,141,767,1,2,1,2,6,3,5,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,4,2,3,4,3,2,2,2,2,1,2,2,1,3,3,1,2,2,2,2,2,3,1,2,2,2,4,2,3,3,1,1,1,2,2,2,1,2,1,0,5,269,4
1,141,768,2,5,1,5,6,1,3,34,1,3,3,1,3,7,4,6,99,5,1,1,5,3,1,3,4,1,2,1,1,1,1,2,3,3,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,3,2,2,1,2,2,141,768,2,2,2,3,6,2,5,1,2,2,1,2,2,2,2,2,1,2,1,2,2,4,1,2,2,1,4,2,1,2,2,1,1,1,3,2,1,1,2,2,1,1,2,3,3,2,1,2,3,3,3,3,1,4,1,2,1,2,2,2,1,0,5,57,4
1,141,769,4,9,1,5,5,1,4,44,1,4,4,1,3,9,4,4,99,4,1,1,1,4,1,3,4,1,0,1,0,1,0,0,0,4,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,141,769,1,2,2,2,5,4,2,1,1,2,1,2,2,2,2,2,1,2,2,2,3,3,3,2,3,1,4,2,4,2,2,1,2,1,4,1,3,1,2,2,0,3,2,4,2,2,2,3,3,3,2,3,1,3,1,2,2,2,1,2,1,0,5,458,4
1,141,770,1,3,2,5,5,1,5,58,1,5,5,1,7,8,4,4,80,2,1,1,3,1,1,2,2,1,3,3,2,3,3,3,3,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,3,2,2,2,2,2,141,770,1,2,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,3,2,1,2,2,2,1,1,1,1,3,3,1,2,2,4,4,3,1,2,1,5,4,5,1,3,1,4,1,2,1,1,2,2,0,0,5,317,3
1,141,771,9,0,2,5,6,6,2,21,1,2,2,1,4,9,5,8,60,8,1,1,4,3,2,3,3,3,3,3,4,1,2,3,3,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,3,2,1,2,2,2,141,771,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,0,1,4,4,3,3,2,2,2,2,1,2,1,3,1,3,1,2,2,0,3,4,1,2,2,2,4,4,4,2,3,1,4,1,1,2,2,2,2,2,2,5,170,1
1,141,772,8,9,2,6,5,3,3,32,1,3,3,1,2,7,3,6,74,1,1,2,4,2,2,3,3,1,2,3,2,1,2,2,2,3,2,2,2,1,1,0,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,141,772,2,2,2,2,1,3,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,3,2,1,4,1,3,2,2,2,2,2,3,2,1,3,3,1,2,2,2,3,2,1,4,2,1,2,3,2,2,2,1,3,1,1,2,2,2,2,2,0,3,480,3
1,141,773,6,6,1,6,6,1,2,23,1,2,2,1,6,9,5,4,80,1,1,2,3,2,2,3,4,2,2,2,2,2,2,2,3,3,2,1,1,0,0,1,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,2,2,2,2,2,2,2,141,773,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,3,2,3,3,4,1,2,1,2,2,2,0,1,1,3,1,2,2,2,4,2,1,1,2,2,4,4,4,2,8,1,4,1,2,2,2,1,2,7,0,4,327,4
1,141,774,6,9,1,6,6,4,2,23,1,2,2,1,9,11,5,9,60,0,1,2,1,4,1,3,3,2,3,2,3,1,0,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,141,774,1,2,4,1,4,6,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,2,4,1,3,2,1,3,2,2,1,2,1,2,3,1,2,2,0,4,4,1,3,2,2,2,2,2,3,8,2,1,1,2,2,1,2,2,1,0,4,360,3
1,141,775,2,9,1,6,5,6,2,22,1,2,2,1,0,0,9,7,99,1,1,1,4,1,2,0,0,3,1,1,1,1,0,0,4,1,3,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,5,0,2,2,2,2,141,775,1,2,1,5,1,1,0,1,1,1,1,2,2,2,2,2,1,2,2,2,1,4,1,3,4,4,2,2,2,2,2,1,2,1,4,3,4,2,2,2,2,3,3,1,5,1,1,5,3,5,3,8,1,1,2,2,2,1,2,2,4,0,4,532,4
1,141,776,6,6,2,5,6,6,2,21,1,2,2,1,6,10,6,9,25,0,1,2,1,4,1,3,4,1,3,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,141,776,1,2,1,1,3,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,3,4,2,4,1,4,2,2,2,2,1,2,1,1,1,3,2,2,2,2,3,2,1,1,2,2,3,3,3,3,2,1,3,1,2,2,1,2,2,1,0,4,28,4
1,141,777,6,8,1,5,6,6,2,21,1,2,2,1,6,9,5,10,25,2,2,3,7,3,2,3,2,2,3,3,2,2,2,4,3,3,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,3,2,2,1,2,2,141,777,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,3,4,2,4,1,4,2,2,2,2,2,2,2,1,1,3,1,2,2,2,4,4,2,1,2,2,2,5,2,2,3,1,3,1,1,2,2,2,2,1,0,4,5,3
1,141,778,6,4,2,5,6,4,2,23,1,2,2,1,3,7,3,5,24,1,1,1,4,1,1,2,4,1,0,3,1,1,2,2,3,3,2,3,0,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,3,2,2,1,2,141,778,2,2,1,1,5,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,3,3,3,2,2,2,2,1,1,2,3,3,4,1,2,2,2,4,4,1,2,2,2,4,4,5,2,3,1,3,1,2,2,2,1,2,2,0,4,364,3
1,141,779,4,11,1,5,5,6,9,93,1,9,9,1,2,6,3,6,25,2,1,2,7,3,2,3,3,2,3,3,3,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,141,779,1,2,1,1,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,4,2,4,1,3,2,1,2,2,1,2,1,1,1,3,1,2,2,2,3,4,1,1,2,2,2,4,2,3,3,2,2,2,1,2,2,2,2,1,0,3,294,3
1,141,780,4,10,2,5,6,6,3,31,1,3,3,1,6,9,3,10,25,1,1,1,4,1,1,2,4,1,3,2,2,2,3,3,2,2,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,141,780,1,2,2,2,5,6,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2,3,4,2,4,1,3,2,2,2,2,1,1,2,1,1,3,1,2,2,2,3,3,1,2,2,4,2,4,3,4,4,1,2,1,1,2,2,2,2,1,0,3,502,4
1,141,781,4,3,1,5,5,4,2,23,1,2,2,1,5,9,4,7,25,0,3,3,1,2,2,2,2,2,1,3,1,3,2,3,3,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,141,781,1,2,3,1,5,6,0,2,1,2,2,2,2,2,2,2,1,2,1,2,2,3,4,2,1,1,3,2,2,2,2,1,1,2,1,1,3,3,2,2,2,3,3,1,2,2,2,2,4,2,5,4,2,1,2,2,1,2,2,2,1,0,3,293,3
1,141,782,5,11,2,5,6,3,7,74,1,7,7,1,3,7,3,5,24,1,1,1,1,4,1,3,4,1,2,2,1,1,2,2,2,4,1,2,1,1,1,0,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,1,2,2,2,2,2,2,141,782,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,3,1,3,2,1,2,2,1,2,1,1,1,3,3,2,2,2,3,2,1,2,2,1,3,3,4,3,5,1,3,1,2,2,1,2,2,2,0,3,115,4
1,141,783,4,6,2,5,6,5,3,32,1,3,3,1,9,9,4,6,25,1,1,1,4,1,1,3,4,1,0,4,2,2,3,3,3,3,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,141,783,1,2,2,2,5,4,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,3,4,2,4,1,4,2,1,1,2,2,2,2,1,1,3,1,2,2,2,3,3,1,2,2,2,3,4,3,3,5,2,1,2,1,2,2,2,2,2,0,3,503,3
1,141,784,4,7,2,5,6,5,1,14,1,1,1,1,4,9,5,6,25,2,2,2,7,3,2,3,4,2,3,3,3,2,1,3,3,3,1,2,1,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,1,2,1,2,2,2,2,141,784,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,3,4,2,4,3,4,2,2,2,2,1,2,1,1,3,3,1,2,2,0,2,2,1,1,2,1,4,4,4,2,5,1,3,3,2,1,2,2,2,2,0,3,297,3
1,141,785,2,10,2,5,5,3,2,21,1,2,2,1,6,7,4,5,24,0,1,1,1,2,3,3,3,1,3,2,2,1,3,3,1,4,2,2,3,2,1,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,141,785,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,1,2,4,3,4,2,4,1,3,2,2,2,2,2,1,2,4,3,4,1,2,2,0,2,4,4,4,3,2,6,2,2,4,5,1,1,1,2,2,1,2,2,1,0,3,390,4
1,141,786,1,10,1,5,6,1,4,46,1,4,4,1,2,7,3,4,24,3,1,1,1,4,1,3,4,1,0,1,1,1,3,2,1,4,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,141,786,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,4,2,4,3,3,2,2,2,2,2,2,2,1,1,3,1,2,2,0,4,2,1,2,2,1,3,3,3,2,5,1,3,1,2,2,1,2,2,2,0,3,349,4
1,141,787,6,7,1,5,5,6,2,21,1,2,2,1,4,10,5,6,25,1,1,1,4,1,1,3,3,1,0,2,1,1,3,2,2,4,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,141,787,1,2,1,2,6,6,5,2,1,2,2,1,2,2,1,2,1,2,2,2,3,3,4,2,2,3,3,1,1,2,2,2,2,2,1,3,4,1,2,2,2,3,4,1,3,3,1,1,4,1,4,4,2,3,1,1,2,2,2,2,2,0,1,448,4
1,141,788,6,9,1,5,5,6,2,21,1,2,2,1,3,9,5,5,25,0,1,3,2,2,1,2,2,1,3,3,3,1,4,3,3,4,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,141,788,1,2,2,2,5,4,2,2,1,2,1,2,2,2,2,2,1,2,1,2,3,3,4,2,4,1,4,2,2,2,2,2,1,2,1,3,2,1,2,2,2,4,4,3,3,2,2,1,5,2,5,4,1,2,1,1,2,2,2,2,2,0,1,148,3
1,141,789,6,6,2,5,5,6,2,21,1,2,2,1,6,9,4,5,25,1,1,2,4,2,1,3,4,2,3,2,1,1,2,3,3,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,141,789,2,2,2,3,5,4,2,2,1,2,2,2,2,1,2,2,1,2,1,2,3,3,4,2,3,3,3,2,2,2,2,1,2,1,1,3,3,3,2,2,2,3,2,1,2,2,2,3,5,5,2,1,2,3,1,1,2,2,2,2,2,0,1,344,4
1,141,790,4,4,1,5,5,2,2,21,1,2,0,4,2,7,5,5,25,5,3,2,5,3,2,3,3,2,3,4,4,1,3,2,3,1,3,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,3,2,2,1,2,2,2,141,790,2,2,1,1,6,1,5,1,1,2,2,2,2,2,2,2,1,2,1,2,1,3,4,2,4,1,3,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,3,3,2,1,1,3,2,3,2,1,2,1,1,2,2,2,2,3,0,1,168,3
1,141,791,6,11,1,5,5,4,7,74,1,7,7,1,6,9,6,5,24,1,1,1,1,3,4,3,1,1,0,3,3,1,2,2,1,3,3,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,3,3,3,2,1,2,2,141,791,2,2,2,2,6,5,5,1,1,2,2,2,2,2,2,2,1,2,1,2,3,2,4,2,3,3,3,2,2,2,2,2,2,1,4,3,3,1,2,2,2,3,2,1,2,2,2,2,4,2,5,2,2,2,2,1,2,2,2,2,2,0,1,358,3
1,141,792,4,2,1,5,5,6,5,58,1,5,0,4,7,10,5,6,25,0,3,3,7,0,2,3,4,3,3,3,1,1,2,3,2,3,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,141,792,2,2,2,2,6,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,3,2,3,2,0,4,1,2,1,2,2,3,2,1,2,1,3,1,2,2,2,4,2,1,2,2,4,3,2,6,2,1,1,0,3,1,2,2,2,2,3,2,2,161,2
1,141,793,4,4,1,5,5,4,1,16,1,1,1,1,5,8,4,6,24,1,2,1,4,1,4,3,4,1,3,2,2,1,2,3,3,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,141,793,1,2,1,2,4,4,2,2,1,2,1,1,2,2,2,2,2,2,1,2,3,3,4,2,4,4,3,2,1,1,2,2,2,1,1,3,2,1,2,2,2,3,2,3,1,2,2,4,4,4,2,1,1,3,1,1,2,2,2,2,1,0,2,168,4
1,141,794,9,8,2,5,8,4,4,43,2,4,4,3,7,10,4,2,24,2,2,1,4,4,3,2,2,1,3,3,3,1,3,3,3,4,1,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,1,2,141,794,2,2,4,4,6,6,5,2,2,2,1,2,2,2,2,2,1,1,1,2,3,3,4,2,3,0,0,2,3,1,2,1,2,2,1,3,2,1,1,2,2,4,2,3,4,2,2,6,4,2,2,2,2,2,1,1,2,2,2,2,1,0,2,167,3
1,141,795,8,3,1,5,6,6,2,21,1,2,0,4,3,9,5,7,25,8,2,3,7,3,2,3,3,2,3,3,3,1,2,3,4,1,2,2,3,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,3,1,2,1,2,2,2,141,795,2,2,1,1,6,6,5,1,1,2,2,2,2,1,2,2,2,2,1,2,3,2,4,2,4,4,4,2,2,2,2,2,2,2,1,3,3,1,2,2,2,4,4,1,3,2,2,2,3,2,3,2,1,1,2,1,2,2,2,2,1,2,2,403,2
1,141,796,4,3,1,5,5,1,7,71,1,7,0,4,4,9,4,4,25,2,3,3,7,4,2,3,3,1,2,2,1,1,2,2,2,3,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,141,796,2,2,2,2,4,4,3,1,2,2,1,2,2,2,2,2,1,2,1,2,2,4,4,1,2,3,4,2,2,2,2,1,2,1,1,3,4,1,2,2,2,3,2,3,1,2,2,3,5,4,2,3,1,4,1,1,2,2,2,2,2,0,2,57,4
1,141,797,4,9,1,5,6,4,1,11,1,1,1,1,6,10,5,11,25,1,1,1,3,1,1,3,4,2,3,3,1,1,2,1,3,3,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,141,797,2,2,1,1,6,4,5,2,1,2,2,2,2,2,2,2,1,2,1,2,2,3,4,2,4,3,4,2,2,2,2,1,2,1,1,2,3,1,2,2,2,4,2,1,1,1,4,2,2,2,3,3,1,3,1,1,2,2,2,2,1,0,2,201,3
1,141,798,4,3,1,5,5,4,3,31,1,3,2,3,4,8,4,6,25,0,1,2,4,2,1,3,4,2,3,2,2,1,2,4,2,3,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,141,798,1,2,2,2,5,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,3,3,2,4,4,4,2,1,2,2,1,2,2,1,3,3,1,2,2,2,4,4,3,2,2,3,5,3,3,4,4,1,3,1,2,2,1,2,2,2,0,2,184,4
1,141,799,6,6,1,5,6,2,1,11,1,1,1,1,8,10,5,5,25,2,3,2,1,3,2,2,4,2,3,3,3,1,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,141,799,1,2,1,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,0,0,0,3,2,2,2,2,1,1,2,1,3,4,1,2,2,2,4,2,3,1,2,4,3,5,5,4,4,1,2,1,2,2,1,2,2,1,0,2,164,3
1,141,800,1,4,1,5,5,4,3,31,1,3,3,1,6,9,3,6,25,3,1,1,1,3,1,3,3,1,3,2,2,1,3,4,1,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,3,2,2,2,2,2,141,800,1,2,1,2,6,3,5,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,4,2,3,3,2,1,2,2,2,1,2,1,1,3,1,2,2,2,3,3,1,1,2,2,2,1,1,5,4,1,1,1,1,2,2,2,2,0,0,2,262,4
1,141,801,4,9,2,5,6,5,2,21,1,2,2,1,1,8,4,1,25,0,3,2,1,3,1,2,4,1,3,3,1,2,1,4,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,141,801,1,2,2,3,2,4,3,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,4,2,3,3,3,2,2,2,2,1,2,1,1,1,3,1,2,2,2,2,2,1,1,2,2,3,5,3,5,4,1,3,1,2,1,2,2,2,2,0,2,197,3
1,141,802,4,10,1,5,6,4,2,21,1,2,2,1,3,9,4,5,10,1,1,2,3,2,2,3,3,2,3,2,2,1,2,2,2,3,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,141,802,1,2,2,2,2,5,3,2,1,2,2,2,2,2,2,2,1,2,1,2,3,3,4,2,4,1,3,2,2,1,2,1,2,1,1,3,3,1,2,2,2,3,3,1,3,1,2,2,2,2,4,2,2,2,1,1,2,2,2,2,1,0,3,173,4
1,141,803,9,6,2,6,8,3,3,33,1,3,3,1,4,8,4,6,70,1,1,2,4,3,1,3,4,1,3,2,1,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,141,803,2,2,2,2,1,5,3,2,1,2,1,2,2,2,2,2,1,2,1,2,3,1,3,2,3,1,3,2,1,2,2,2,1,2,1,1,4,1,2,2,2,3,4,2,3,1,2,2,4,3,4,5,2,2,1,2,2,1,2,2,1,0,3,481,4
1,141,804,2,6,1,6,5,6,2,21,1,2,2,1,2,9,4,5,74,1,1,2,4,4,1,2,4,1,3,1,1,1,1,2,3,3,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,5,2,2,2,1,2,2,141,804,2,2,3,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,3,2,3,4,3,3,4,2,1,1,2,2,2,2,1,3,2,1,2,2,2,2,2,3,3,1,2,2,2,4,5,5,1,1,1,2,2,1,2,2,2,0,3,6,4
1,141,805,6,9,2,6,5,6,1,14,1,1,1,1,2,7,2,6,60,1,1,1,4,1,1,3,1,1,0,2,1,1,1,1,2,3,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,141,805,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,4,2,4,1,3,2,1,1,2,1,1,1,1,1,3,1,2,2,2,3,2,1,1,2,2,2,4,4,2,6,1,3,1,2,1,1,2,2,1,0,3,121,4
1,141,806,4,9,1,6,6,3,5,56,1,5,5,1,5,7,4,5,82,8,3,2,5,3,1,2,2,3,3,1,4,1,1,2,1,4,3,1,3,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,4,1,2,2,2,1,2,141,806,2,2,1,1,1,1,4,2,2,1,2,2,1,2,2,1,2,2,1,2,2,0,4,2,1,2,3,2,2,2,2,1,2,1,1,2,4,1,1,2,1,1,2,3,1,2,1,3,2,2,2,6,1,1,2,1,2,2,2,2,1,2,3,227,1
1,141,807,2,7,1,6,6,5,3,34,1,3,3,1,6,9,4,5,80,1,1,1,4,1,1,3,4,1,2,1,1,1,2,2,3,4,3,1,1,1,1,2,1,0,1,1,1,3,1,2,2,1,2,1,1,0,2,1,2,1,2,2,2,2,141,807,2,1,1,1,4,4,1,2,1,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,3,1,3,2,2,2,2,1,1,2,0,3,2,1,2,2,2,3,2,3,3,1,2,1,3,3,5,6,1,3,1,2,2,1,2,2,1,0,3,389,4
1,141,808,4,5,1,6,6,4,2,23,1,2,2,1,3,8,4,6,76,0,1,3,7,2,2,3,4,3,3,4,2,1,2,2,3,2,3,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,141,808,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,0,4,2,2,1,0,2,2,2,2,1,2,2,1,3,4,1,2,2,2,4,2,3,4,2,2,2,2,3,1,6,1,2,1,2,2,1,2,2,1,7,3,210,2
1,141,809,1,6,1,6,6,4,3,31,1,3,3,1,4,9,5,6,76,2,2,1,4,3,4,2,4,1,0,2,3,3,2,4,3,1,1,3,1,1,0,0,0,0,1,0,0,3,0,0,0,1,2,2,1,2,2,2,2,1,1,2,2,2,141,809,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,4,2,4,1,3,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,1,2,1,3,6,1,1,1,2,2,1,2,2,2,0,3,452,3
