CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.14.,Q.15.,Q.16A.,Q.17A.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.36..1,Q.36..2,Q.36..3,Q.36..4,Q.36..5,Q.36..6,Q.36..7,Q.36..8,Q.36..9,Q.36..10,Q.37.,Q.39.,Q.39..1,Q.39..2,Q.39..3,Q.39..4,Q.39..5,Q.39..6,Q.39..7,Q.39..8,Q.39..9,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.53.,Q.55.,Q.55..1,Q.55..2,Q.55..3,Q.55..4,Q.55..5,Q.55..6,Q.55..7,Q.55..8,Q.55..9,Q.55..10,Q.56A.,Q.56B.,Q.56B..1,Q.56B..2,Q.56B..3,Q.56B..4,Q.56B..5,Q.56B..6,Q.56B..7,Q.56B..8,Q.56B..9,Q.56B..10,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.61C.,Q.61D.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67A.,Q.67B.,Q.67C.,Q.67D.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.76.,Q.77.,Q.79.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.94.,Q.95.,Q.97A.,Q.97B.,Q.97C.,CARD..2,DECK..2,BALLOT..2,FORM..2,Q.98A.,V.100.,V.101.,V.102.,V.103.,V.104.,V.105.,V.106.
1,63,989,4,1,3,7,4,4,1,5,3,2,2,2,1,7,1,3,2,2,12,1,2,1,2,2,1,1,1,1,2,2,2,4,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,5,5,4,4,3,3,2,2,63,989,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,3,3,1,2,2,1,1,1,1,5,3,1,1,2,1,2,2,3,3,2,2,1,3,2,4,2,4,4,2,3,1,2,4,3,2,3,63,989,4,2,4,1,4,3,1,7,99
1,63,990,4,1,10,4,2,3,4,4,2,1,3,3,3,6,2,2,1,3,1,2,1,1,1,2,3,1,1,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,1,1,2,2,1,1,3,2,63,990,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,1,2,3,1,1,1,2,2,1,1,1,1,4,2,1,2,1,1,2,4,5,5,1,1,1,1,2,3,2,4,4,2,2,3,2,2,5,5,3,63,990,4,7,0,1,3,1,2,7,14
1,63,991,4,2,10,0,0,3,4,1,0,1,4,1,1,0,3,3,2,11,5,6,4,0,3,3,3,2,0,2,3,2,4,2,3,2,2,2,2,2,2,2,2,2,1,2,5,2,2,2,1,2,2,2,2,2,2,3,3,3,4,0,3,5,5,4,4,3,0,2,2,63,991,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,1,0,0,0,3,2,3,7,2,1,1,1,3,0,3,2,1,5,2,2,3,2,0,3,2,1,12,2,12,1,1,3,2,2,1,11,0,6,2,3,63,991,4,6,3,0,0,2,1,2,21
1,63,992,4,2,10,4,5,1,4,4,1,1,4,2,1,6,2,2,2,2,11,6,2,1,2,2,1,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,1,2,3,1,2,63,992,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,1,1,1,2,1,1,1,3,1,1,0,2,2,5,3,2,1,1,1,1,4,5,5,1,1,1,1,3,1,2,2,4,2,2,1,7,4,5,5,3,63,992,4,8,2,2,2,0,2,4,41
1,63,993,4,2,10,5,9,5,4,1,2,1,4,3,2,6,1,3,4,2,9,8,4,3,1,1,1,3,3,3,3,2,4,2,3,2,2,2,2,2,2,2,2,2,1,2,5,2,2,2,1,2,2,2,2,2,2,3,3,3,4,3,1,1,2,3,2,4,1,2,2,63,993,4,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,1,2,1,2,1,3,3,7,7,2,1,1,1,6,1,3,4,6,3,5,4,5,5,2,3,2,1,2,1,3,4,4,2,2,1,6,4,6,2,3,63,993,4,7,2,0,0,0,4,0,50
1,63,994,4,1,10,5,2,5,4,1,2,1,4,2,1,6,3,3,1,1,8,3,4,2,1,2,1,2,2,2,3,2,3,3,1,2,1,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,3,5,5,4,4,5,4,2,2,63,994,4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,3,7,7,1,1,1,2,1,2,1,2,1,1,2,4,5,2,2,1,1,7,1,7,1,4,4,2,2,1,7,5,3,2,3,63,994,4,4,4,0,2,4,1,4,66
1,63,995,4,1,10,5,2,5,4,4,2,1,4,2,2,6,2,2,4,1,1,2,1,1,2,2,1,1,1,1,1,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,2,2,3,3,1,2,2,63,995,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,3,2,1,3,3,1,1,1,1,3,1,1,2,3,1,4,1,3,1,2,1,1,6,1,7,1,1,1,4,1,1,5,4,1,2,3,63,995,4,4,3,1,3,4,1,7,67
1,63,996,4,1,10,4,4,1,4,2,2,1,3,3,1,6,2,2,3,2,13,5,3,3,3,1,2,2,2,3,3,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,3,2,2,63,996,4,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,3,2,2,2,0,1,0,3,3,1,2,5,1,3,3,2,3,2,2,1,1,2,2,1,2,4,3,2,3,4,4,4,1,3,63,996,4,7,2,0,4,2,2,1,99
1,63,997,4,1,10,5,6,5,4,4,2,1,3,1,1,6,3,2,1,11,9,2,2,2,1,2,2,3,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,2,2,2,2,3,3,3,4,3,2,5,5,4,3,4,4,2,2,63,997,4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,1,1,1,2,2,1,1,0,1,6,3,3,4,4,3,2,4,5,5,2,1,1,1,2,1,1,1,4,1,2,1,7,0,5,1,3,63,997,4,2,0,1,4,2,2,4,46
1,63,998,4,1,10,5,2,5,4,2,2,1,3,3,1,6,2,2,1,7,10,8,2,2,1,1,2,2,3,3,3,2,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,4,1,3,3,3,2,2,3,2,2,63,998,4,4,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,2,1,3,1,3,1,2,2,2,1,1,4,2,1,3,3,1,1,3,2,1,2,1,2,2,2,4,2,4,3,1,2,3,2,3,6,2,3,63,998,4,6,3,2,4,3,4,2,20
1,63,999,4,1,10,4,2,4,4,4,2,1,3,2,2,6,1,2,2,7,9,1,1,1,1,2,1,2,1,2,1,1,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,3,5,5,4,4,2,1,2,2,63,999,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,1,2,1,1,3,6,3,3,4,1,1,1,1,2,1,2,1,1,1,2,2,2,4,3,2,1,1,7,1,1,2,3,63,999,4,8,1,2,2,1,1,5,20
1,63,1000,4,1,10,5,6,4,4,1,2,1,3,2,1,6,2,2,1,3,3,2,4,2,3,1,2,2,2,2,3,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,3,3,2,63,1000,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,2,3,1,3,7,2,1,1,2,1,4,3,1,2,5,1,2,1,1,2,2,2,1,1,2,2,2,4,4,3,2,1,7,4,5,2,3,63,1000,4,2,3,0,2,0,2,3,14
1,63,1001,4,1,10,4,3,4,4,1,0,1,3,2,3,6,2,2,3,3,13,5,2,1,1,2,1,2,2,2,3,2,4,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,1,3,2,2,2,1,2,2,63,1001,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,0,1,0,1,1,2,3,3,2,1,1,1,1,1,2,3,5,1,0,2,4,2,1,1,1,4,1,7,1,4,4,2,2,1,2,5,3,2,3,63,1001,4,1,4,0,0,4,2,4,99
1,63,1002,4,2,11,4,2,4,5,2,2,1,3,1,1,6,1,2,3,8,7,4,2,2,1,1,2,2,2,3,3,2,2,5,1,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,3,1,2,63,1002,4,0,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,0,2,2,1,2,1,1,1,1,1,1,2,1,0,1,5,2,2,1,5,2,2,2,3,2,1,1,1,1,2,1,1,3,1,1,2,1,6,1,6,2,3,63,1002,4,8,1,1,4,2,2,2,65
1,63,1003,4,2,11,3,0,5,5,4,2,1,3,2,1,6,2,2,3,2,11,2,2,2,1,1,3,3,2,1,1,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,1,1,2,3,4,4,2,2,63,1003,4,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,5,1,2,1,2,1,1,3,2,1,1,1,1,1,4,3,1,2,2,1,1,3,4,2,1,1,1,7,1,7,4,4,4,2,2,2,10,4,5,2,3,63,1003,4,7,2,3,0,4,2,3,78
1,63,1004,4,2,11,5,2,5,5,4,1,1,4,2,1,6,2,2,2,5,10,3,2,2,1,2,2,2,2,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,5,5,4,4,4,0,2,2,63,1004,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,3,2,1,2,1,1,1,1,2,2,1,1,1,2,3,3,1,2,1,1,3,2,4,2,1,1,1,1,2,3,2,4,3,2,2,1,5,1,5,2,3,63,1004,4,7,1,1,4,0,2,4,67
1,63,1005,4,2,10,2,1,3,5,4,1,1,3,2,1,6,2,2,3,8,8,1,1,1,2,2,2,2,1,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,4,1,1,1,1,1,2,63,1005,4,4,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,4,1,4,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,4,5,5,1,1,1,1,2,2,2,4,4,2,2,1,9,1,1,1,3,63,1005,4,1,0,3,2,0,4,6,11
1,63,1006,4,2,1,6,3,5,1,5,3,2,2,2,3,7,1,1,2,4,9,1,1,1,1,2,2,2,1,1,2,2,1,4,3,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,1,4,1,2,1,4,4,2,2,63,1006,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,3,3,3,3,1,2,1,1,1,1,1,5,3,1,2,1,1,2,4,5,5,1,1,1,1,2,1,2,1,2,2,1,1,3,4,3,2,3,63,1006,4,7,2,1,0,0,1,6,72
1,63,1007,4,1,1,6,3,2,1,5,3,1,1,2,2,1,1,2,1,4,9,6,1,2,1,2,1,2,1,1,2,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,3,1,2,2,63,1007,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,3,1,1,2,2,1,3,1,2,2,1,2,4,5,5,1,1,1,1,2,1,1,5,2,3,2,1,2,1,4,1,3,63,1007,4,2,0,1,4,2,2,6,48
1,63,1008,4,1,2,6,2,5,1,5,3,1,2,2,2,7,1,1,2,4,9,1,1,2,1,2,1,2,2,2,3,2,4,2,1,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,3,2,2,3,3,2,2,63,1008,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2,3,3,3,3,2,2,1,1,1,1,4,3,1,1,2,1,1,2,3,2,2,1,1,7,1,7,1,1,2,2,2,1,5,4,6,2,3,63,1008,4,1,3,3,0,4,1,4,65
1,63,1009,4,1,11,6,2,5,1,5,3,1,1,2,3,6,1,1,1,4,3,7,2,2,1,2,2,2,2,2,3,2,2,5,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,4,3,5,5,4,4,2,3,2,2,63,1009,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,4,3,1,2,2,1,1,3,3,1,2,2,1,11,1,11,2,3,3,2,2,1,11,4,3,2,3,63,1009,4,3,4,3,2,4,0,4,48
1,63,1010,4,2,8,6,9,5,1,5,3,1,2,2,1,6,2,2,2,4,9,1,3,3,1,2,1,3,3,2,3,2,3,4,3,2,2,2,2,2,2,2,2,2,1,2,5,2,2,1,2,2,2,2,2,2,2,3,3,3,4,2,3,5,5,4,4,4,2,2,2,63,1010,4,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,3,1,2,1,1,1,3,3,1,1,2,2,4,1,1,2,4,3,2,3,3,2,2,1,1,1,2,3,1,6,2,1,2,1,9,4,3,2,3,63,1010,4,7,2,1,0,2,2,2,72
1,63,1011,4,2,1,6,3,1,1,5,3,1,2,2,3,1,2,2,2,4,9,1,2,1,1,2,1,2,1,1,3,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,2,2,2,2,3,3,3,4,2,3,5,5,4,4,4,4,3,2,63,1011,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,3,3,2,2,2,1,2,2,3,3,3,1,1,1,2,4,3,1,2,1,1,2,2,5,5,2,1,1,1,2,2,2,3,2,2,2,3,1,2,3,2,3,63,1011,4,7,1,0,4,0,0,6,72
1,63,1012,4,2,6,6,2,5,1,5,3,1,2,2,1,5,1,2,2,4,9,3,2,2,1,2,1,1,1,2,3,2,3,4,1,2,2,2,1,2,2,1,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,3,2,2,2,2,4,2,2,63,1012,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,1,3,3,3,2,3,2,1,1,2,1,2,2,2,4,1,2,2,3,3,1,1,1,1,2,1,2,4,2,2,2,3,2,4,6,2,3,63,1012,4,2,3,0,4,0,1,6,41
1,63,1013,4,1,2,6,1,5,1,5,3,1,2,2,2,1,3,2,2,4,2,6,2,2,1,2,1,2,2,1,2,2,4,5,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,3,5,5,4,4,3,1,2,2,63,1013,4,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,0,0,1,1,1,1,1,1,1,1,1,2,4,3,1,1,2,1,1,1,2,1,2,1,1,3,1,3,1,4,2,1,2,2,8,4,3,2,3,63,1013,4,7,2,3,0,2,4,5,72
1,63,1014,4,1,4,6,9,5,1,5,3,1,2,2,1,3,2,2,2,4,8,6,3,3,1,2,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,2,1,3,0,3,4,3,2,63,1014,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,1,2,1,2,1,1,1,3,3,1,1,1,2,3,2,2,3,1,1,3,4,5,5,2,0,2,2,2,11,3,3,3,3,2,1,8,5,5,2,3,63,1014,4,7,1,1,0,3,2,3,72
1,63,1015,4,2,1,6,3,1,1,5,3,1,2,2,2,1,3,2,2,4,9,1,1,2,1,2,1,2,2,2,3,3,3,4,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,3,2,2,63,1015,4,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,3,1,3,1,1,2,2,2,2,5,2,1,2,2,3,2,1,3,1,2,1,1,1,1,3,1,3,4,3,2,2,8,4,6,2,3,63,1015,4,2,3,0,2,2,2,4,72
1,63,1016,4,1,1,6,0,2,1,5,3,1,2,2,2,2,3,3,2,4,9,1,2,2,1,2,1,2,2,2,1,1,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,4,1,4,2,2,2,3,3,1,2,63,1016,4,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,1,2,2,2,3,1,1,3,3,2,2,4,1,2,2,4,1,2,1,1,1,2,3,2,4,1,2,1,2,7,4,3,2,3,63,1016,4,7,2,1,3,0,3,4,41
1,63,1017,4,1,1,6,1,5,1,5,3,1,2,2,1,1,1,1,2,4,8,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,4,1,1,2,3,2,2,63,1017,4,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,2,1,1,2,1,1,2,3,2,2,1,1,4,2,6,1,1,3,1,1,1,4,4,1,2,3,63,1017,4,3,3,3,4,3,2,4,72
1,63,1018,4,1,2,6,8,2,1,5,3,1,2,2,1,2,1,1,2,4,9,1,2,3,1,2,1,2,2,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,1,2,5,2,2,2,1,2,2,2,2,2,2,3,3,3,4,2,3,5,5,4,4,4,4,3,2,63,1018,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,1,2,2,1,1,2,1,1,0,2,1,2,5,3,1,2,1,1,1,1,2,1,2,1,1,2,2,3,2,3,3,1,1,1,3,4,2,2,3,63,1018,4,2,3,2,3,1,2,3,72
1,63,1019,4,1,1,6,4,4,1,5,3,1,2,2,2,1,2,2,2,4,9,5,1,2,1,2,1,1,1,1,1,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,4,3,2,2,63,1019,4,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,1,3,3,2,1,1,1,1,2,4,1,2,1,1,1,2,2,1,3,4,1,1,1,7,4,3,2,3,63,1019,4,2,4,2,1,2,0,7,72
1,63,1020,4,1,1,6,5,1,1,5,3,1,2,2,1,3,1,2,2,4,9,1,3,1,1,2,1,1,1,1,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,2,63,1020,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,4,1,4,1,3,1,1,1,2,1,1,1,3,63,1020,4,6,0,3,2,0,2,7,41
1,63,1021,4,2,2,6,3,3,1,5,3,1,2,2,3,3,1,3,1,4,9,3,2,2,1,2,1,2,1,1,1,1,3,4,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,1,4,2,2,3,4,1,2,2,63,1021,4,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,1,2,2,1,1,3,6,3,1,1,1,6,3,3,4,1,1,3,1,3,1,2,1,1,10,2,7,1,1,1,3,3,1,7,4,6,2,3,63,1021,4,2,3,1,0,3,2,6,48
1,63,1022,4,1,2,6,3,5,1,5,3,1,2,2,2,2,3,3,2,4,9,3,2,1,1,2,1,1,1,2,1,1,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,3,1,1,1,3,2,2,63,1022,4,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,1,2,1,1,1,1,1,2,2,1,2,1,6,3,3,4,4,1,2,3,3,2,2,1,1,4,2,5,1,4,1,2,1,1,3,3,4,2,3,63,1022,4,2,3,1,4,3,2,6,66
1,63,1023,4,2,2,7,2,3,1,5,3,1,2,2,1,7,1,1,2,4,8,5,1,1,1,2,1,2,1,2,1,1,4,5,1,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,3,2,3,3,1,2,63,1023,4,4,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,1,3,3,3,2,1,1,1,1,5,3,1,1,1,2,2,4,5,5,2,1,1,4,2,6,3,4,1,2,1,1,5,4,3,2,3,63,1023,4,4,4,0,4,3,4,5,41
1,63,1024,4,2,6,6,1,4,1,5,3,1,2,2,1,3,3,3,2,4,4,1,1,1,1,2,1,1,1,1,1,1,4,3,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,63,1024,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,1,1,1,1,2,2,1,1,1,1,3,2,1,2,4,1,1,1,2,1,2,1,1,2,2,7,1,4,3,1,1,1,4,4,6,2,3,63,1024,4,2,3,2,2,3,3,7,41
1,63,1025,4,1,2,6,3,4,1,5,3,1,2,2,3,7,3,2,2,4,9,4,2,3,1,2,3,3,2,1,2,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,2,3,2,2,63,1025,4,3,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,1,2,3,3,3,3,2,1,1,1,1,2,2,1,2,1,3,3,4,5,5,2,1,2,2,2,3,1,2,4,1,1,2,8,5,5,2,3,63,1025,4,2,3,0,2,2,1,3,48
1,63,1026,4,2,10,6,4,5,1,5,3,1,5,2,1,6,2,2,5,4,3,6,2,2,1,2,2,3,2,2,2,2,4,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,3,3,2,2,63,1026,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,1,1,2,2,2,2,1,2,3,3,1,2,2,1,1,3,2,1,2,1,1,1,3,1,4,4,3,2,2,1,2,4,3,2,3,63,1026,4,3,4,3,4,0,2,3,89
1,63,1027,4,2,1,6,5,3,1,5,3,1,1,2,2,2,2,3,1,4,9,5,1,1,3,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,3,1,2,63,1027,4,4,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,1,1,2,1,3,1,2,1,2,1,1,1,3,3,1,2,5,1,2,1,2,1,1,1,1,1,2,3,1,4,3,2,1,1,7,4,3,2,3,63,1027,4,2,4,1,2,2,4,5,48
1,63,1028,4,1,1,6,3,1,1,5,3,1,2,2,1,2,2,2,1,4,4,6,1,1,2,2,3,2,1,1,1,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,1,1,2,3,3,5,5,4,4,2,3,2,2,63,1028,4,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,2,1,2,1,1,2,1,1,1,2,1,1,2,5,2,1,1,5,1,1,4,5,5,2,1,1,4,1,7,1,3,2,2,1,2,5,4,1,2,3,63,1028,4,2,3,2,4,4,1,6,72
1,63,1029,4,1,2,6,3,2,1,5,3,1,2,2,3,2,2,2,2,4,4,6,3,1,2,2,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,2,2,2,2,3,3,3,4,2,3,5,5,4,4,4,1,2,2,63,1029,4,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,2,1,1,2,1,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,3,1,5,1,2,1,1,1,1,5,4,1,2,3,63,1029,4,7,2,2,0,4,2,7,41
