CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2A.,Q.2B.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6A.,Q.6A..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.10.,Q.11.,Q.12.,Q.13A.,Q.13B.,Q.14A.,Q.14A..1,Q.14B.,Q.14B..1,Q.14C.,Q.15A.,Q.15B.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.24F.,Q.24G.,Q.25A.,Q.25B.,Q.25C.,Q.25D.,Q.25E.,Q.25F.,Q.25G.,Q.25H.,Q.25I.,Q.26A.,Q.26B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.26C.,Q.26D.,Q.27A.,Q.27B.,Q.0.,Q.28A.,Q.28B.,Q.29A....HAVE,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.37A.,Q.37B.,V.39.,V.40.
1,135,1301,2,8,9,5,8,4,3,3,4,1,2,4,2,2,2,1,2,7,2,1,1,2,1,2,2,3,2,3,2,2,1,2,3,4,6,4,4,4,5,5,5,5,2,2,2,2,4,5,5,5,1,5,4,2,135,1301,2,3,2,3,2,0,3,4,1,2,3,2,2,2,1,1,1,2,1,2,2,2,11,19
1,135,1302,2,0,9,3,7,9,1,1,4,11,2,1,1,2,2,1,2,7,2,1,1,3,1,2,2,1,2,2,1,2,1,3,1,3,3,2,4,2,1,4,2,1,2,2,2,1,2,1,1,1,4,8,3,2,135,1302,2,6,6,8,7,0,2,2,2,1,1,2,2,3,1,1,1,2,2,2,1,2,11,30
1,135,1303,2,9,9,3,7,3,3,3,4,11,2,1,1,2,1,1,1,7,2,1,2,6,1,2,3,1,2,2,2,1,1,3,1,3,1,2,3,3,1,1,1,2,1,2,1,1,1,1,1,2,3,8,9,2,135,1303,2,7,6,8,7,0,3,2,2,3,3,2,2,1,1,1,1,1,2,3,2,1,11,29
1,135,1304,2,5,9,2,6,9,2,2,5,2,3,1,1,2,1,3,4,1,5,11,2,11,1,4,3,1,2,1,4,2,2,2,3,5,6,1,4,2,1,3,4,1,2,1,1,4,1,1,3,2,3,9,3,2,135,1304,2,7,10,7,9,0,1,2,2,3,3,2,4,5,1,1,1,5,5,4,5,4,11,70
1,135,1305,2,4,9,5,4,8,2,1,5,2,3,2,1,5,5,1,2,7,3,8,2,5,1,2,2,3,2,2,2,2,2,2,3,4,3,5,5,5,5,5,2,4,2,2,3,2,2,2,2,2,3,6,4,2,135,1305,2,6,3,9,9,0,2,2,2,2,2,1,2,3,1,1,1,1,1,2,3,2,11,83
1,135,1306,2,4,9,3,3,9,3,1,6,2,3,3,2,5,5,1,3,8,3,11,2,10,1,3,2,1,2,4,2,1,7,0,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,3,8,8,2,135,1306,2,5,3,4,9,0,3,1,2,0,0,3,4,5,1,1,1,1,1,5,3,1,11,77
1,135,1307,2,6,9,7,7,6,2,1,6,11,3,4,2,6,4,2,3,7,3,6,2,10,1,7,3,1,1,3,3,2,2,2,3,1,6,2,0,0,2,3,2,6,2,0,2,0,3,0,0,0,4,9,4,2,135,1307,2,9,6,8,7,0,2,2,0,3,3,1,3,2,1,1,1,2,3,5,1,1,11,72
1,135,1308,2,6,8,3,7,3,2,1,6,11,2,1,3,2,2,1,2,7,3,8,2,10,1,3,2,3,1,2,2,1,1,2,2,2,1,5,5,5,5,5,3,5,2,5,2,2,2,5,5,5,1,6,7,2,135,1308,2,4,3,6,5,0,3,1,2,1,1,1,3,2,3,1,1,1,1,2,2,1,11,31
1,135,1309,2,6,9,3,7,4,2,2,6,11,3,3,2,2,2,1,2,7,3,11,2,2,1,1,3,3,2,3,2,1,1,3,3,2,2,4,4,4,3,4,3,2,2,2,4,2,3,2,2,2,1,8,4,2,135,1309,2,7,10,4,3,0,2,1,2,3,3,1,3,2,1,1,1,1,1,2,1,1,11,48
1,135,1310,2,7,0,0,7,3,2,2,6,11,3,2,1,2,3,1,2,1,5,11,2,6,1,1,3,3,2,2,2,2,2,3,2,3,6,4,4,4,2,2,2,5,2,5,3,2,2,5,5,5,4,6,8,2,135,1310,2,11,11,6,4,0,3,1,3,3,3,1,3,2,1,1,1,5,5,4,5,1,11,82
1,135,1311,2,6,9,5,7,4,3,2,7,4,4,3,1,2,2,1,2,8,2,11,2,7,1,5,2,3,1,2,3,1,1,3,3,3,6,4,4,4,1,4,2,5,2,2,3,2,4,5,5,5,1,5,2,2,135,1311,2,2,1,7,0,0,3,1,2,1,3,1,3,1,1,1,1,3,3,3,3,1,11,93
1,135,1312,2,4,9,5,4,6,2,2,7,1,4,2,1,5,5,2,3,1,3,8,2,7,1,3,3,3,2,2,2,2,1,3,2,3,3,3,3,3,2,2,2,3,2,5,2,2,4,4,4,5,3,7,8,2,135,1312,2,6,3,5,3,0,1,1,2,2,2,2,3,2,1,1,2,2,2,0,3,1,11,84
1,135,1313,2,7,8,3,7,2,2,2,8,1,4,1,1,2,2,1,3,7,3,6,5,5,11,11,3,3,2,1,3,1,2,2,3,1,1,3,4,4,1,4,2,4,2,2,2,3,4,5,5,5,1,6,4,2,135,1313,2,4,9,3,2,0,3,2,2,2,3,2,2,4,1,1,1,1,1,2,5,4,11,80
1,135,1314,2,8,9,5,7,3,2,1,8,11,4,2,3,2,2,1,2,7,3,8,6,9,1,2,3,3,2,3,1,1,1,3,3,3,6,3,3,0,2,2,2,5,2,5,2,2,1,5,5,5,1,8,8,2,135,1314,2,6,4,6,5,0,3,2,1,1,1,2,4,5,1,1,1,3,1,2,5,4,11,94
1,135,1315,2,7,9,3,8,5,2,2,8,11,4,1,1,2,2,2,3,1,3,8,6,9,1,2,3,2,2,2,1,1,2,3,3,3,2,2,4,4,2,3,3,5,2,5,3,2,3,5,5,5,3,7,5,2,135,1315,2,6,10,7,6,0,3,2,2,1,3,2,2,4,1,1,2,1,2,2,3,1,11,8
1,135,1316,2,5,9,5,7,4,2,1,8,11,4,3,2,2,1,2,1,7,3,11,6,11,1,2,4,3,2,3,2,2,2,2,3,2,5,4,4,5,1,3,2,5,2,5,3,2,3,1,1,5,4,0,1,2,135,1316,2,8,5,6,3,0,2,2,1,1,1,2,2,2,1,1,1,1,0,4,5,4,11,90
1,135,1317,2,6,9,5,7,3,2,1,8,11,4,2,2,2,3,1,2,8,2,11,6,9,1,2,3,3,2,3,2,3,1,3,3,3,2,3,4,2,1,4,2,5,2,5,3,2,3,5,5,5,3,0,8,2,135,1317,2,7,6,4,3,0,2,4,3,1,1,2,4,5,1,1,2,5,5,4,5,4,11,86
1,135,1318,2,8,8,3,7,4,3,3,7,11,3,1,3,6,4,1,3,7,5,6,7,10,1,2,3,3,2,3,2,1,2,2,1,1,1,2,3,1,1,1,1,5,1,5,2,2,1,1,1,5,3,6,7,2,135,1318,2,6,6,6,5,0,2,2,1,1,3,1,3,3,1,1,1,1,1,3,5,4,11,81
1,135,1319,2,6,10,5,7,5,3,2,7,11,4,2,1,2,2,1,2,7,3,11,7,8,1,1,5,3,2,3,2,2,1,3,3,3,1,4,4,4,1,2,2,5,2,5,2,2,2,5,5,5,3,9,1,2,135,1319,2,8,11,3,2,0,3,2,3,3,3,2,4,4,1,1,1,3,5,4,5,1,11,3
1,135,1320,2,6,9,5,7,5,2,2,7,1,4,1,1,2,5,2,2,7,2,8,5,9,1,1,2,3,2,2,2,1,2,2,2,1,2,1,4,4,1,1,2,4,2,1,2,1,2,2,3,2,3,8,8,2,135,1320,2,8,10,8,6,0,2,1,2,3,3,1,3,3,1,1,2,1,1,3,5,1,11,13
1,135,1321,2,4,9,5,4,8,3,3,7,11,4,1,3,5,5,1,3,8,1,11,5,10,1,4,2,3,2,3,2,1,2,2,3,3,3,3,4,3,3,4,2,4,2,2,2,2,3,4,4,3,3,6,9,2,135,1321,2,5,2,3,9,0,3,2,3,1,3,1,4,5,2,1,2,5,5,4,5,4,11,43
1,135,1322,2,7,9,5,7,3,2,5,8,11,4,1,2,2,2,1,2,7,2,8,5,11,1,2,3,3,1,4,2,1,1,2,3,3,6,4,4,4,3,2,3,5,2,5,2,2,3,5,5,5,1,0,2,2,135,1322,2,6,4,6,5,0,2,2,1,2,2,1,4,5,1,1,2,3,3,3,4,1,11,91
1,135,1323,2,8,9,4,8,2,2,1,8,11,4,4,2,2,2,2,3,7,3,2,5,9,1,3,3,3,2,4,3,1,1,2,3,3,2,3,4,2,1,3,2,2,1,4,3,2,3,3,2,2,4,8,4,2,135,1323,2,5,2,7,5,0,1,1,2,1,3,2,4,5,1,1,1,1,1,2,1,1,11,21
1,135,1324,2,3,9,5,4,3,3,2,8,11,4,1,1,2,1,2,2,4,3,8,5,9,1,2,3,1,2,4,2,1,2,2,2,4,3,4,4,4,5,3,3,1,2,5,2,3,3,5,5,2,3,6,9,2,135,1324,2,0,0,4,9,0,2,2,2,3,3,2,4,5,1,1,1,1,1,5,1,1,11,6
1,135,1325,2,3,9,5,4,8,3,2,8,11,4,3,1,2,2,1,3,1,3,10,5,7,1,2,3,3,2,4,2,2,1,2,2,3,3,4,4,4,4,4,2,2,2,5,4,2,3,5,5,5,1,6,1,2,135,1325,2,5,11,3,2,0,3,2,3,1,3,2,4,4,1,1,1,5,5,4,5,4,11,52
1,135,1326,2,8,9,4,8,4,2,2,6,11,3,4,2,3,3,2,3,2,3,8,5,7,1,2,3,3,2,3,2,2,1,2,2,3,2,3,4,2,2,2,0,6,0,3,3,2,3,3,2,5,4,6,2,2,135,1326,2,6,4,7,6,0,2,2,1,2,3,2,4,3,3,1,2,5,5,4,5,4,11,10
1,135,1327,2,0,9,5,7,3,2,1,9,11,5,1,2,3,3,2,2,1,5,11,5,7,0,0,3,3,3,2,2,1,1,2,1,1,6,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,7,2,2,135,1327,2,7,7,10,6,0,3,2,2,1,3,2,4,3,1,1,1,1,1,2,2,1,11,87
1,135,1328,2,5,9,2,8,5,1,1,7,11,4,1,2,2,1,1,3,7,3,11,4,8,0,3,3,3,2,2,3,1,2,1,3,4,3,2,4,2,2,3,2,6,2,0,2,1,1,0,0,0,0,5,8,2,135,1328,2,2,2,7,6,0,3,2,1,1,1,2,4,5,1,1,2,3,1,4,3,2,11,92
1,135,1329,2,6,9,3,7,4,2,1,4,11,2,1,3,2,3,1,3,7,2,8,0,0,1,10,2,1,2,4,2,1,2,2,3,2,6,4,4,2,1,3,2,5,2,2,2,2,4,5,5,5,1,9,4,2,135,1329,2,8,3,5,4,0,2,1,1,1,3,3,4,5,1,1,2,5,3,0,4,4,11,63
1,135,1330,2,4,9,4,4,5,2,2,4,1,2,3,2,3,3,2,4,1,2,2,3,4,3,6,2,2,2,5,2,1,1,1,3,3,2,4,5,5,0,0,4,4,2,5,4,2,4,3,0,5,1,6,6,2,135,1330,2,1,3,2,9,0,2,1,2,1,1,2,2,2,2,1,2,3,4,4,4,4,11,46
1,135,1331,2,6,9,1,7,5,2,4,4,2,2,2,2,2,2,1,2,1,3,8,1,5,3,4,2,1,2,2,2,1,1,2,3,1,3,4,4,1,1,3,1,1,1,1,2,2,2,1,1,2,1,9,8,2,135,1331,2,8,2,5,5,0,2,1,2,2,3,2,4,5,1,1,2,5,4,4,5,4,11,62
1,135,1332,2,6,9,5,7,3,2,2,6,11,3,3,2,2,2,1,2,1,2,11,3,7,11,1,3,3,2,2,3,1,2,2,2,2,6,3,3,3,3,3,2,3,0,0,0,0,6,0,0,0,4,11,0,2,135,1332,2,11,11,9,4,0,2,2,1,1,3,2,2,3,1,1,1,2,2,2,2,1,11,96
1,135,1333,2,5,9,5,4,2,2,2,7,11,4,3,2,2,2,1,3,7,2,11,3,10,11,3,3,3,2,2,2,1,1,2,3,3,6,2,4,4,1,2,2,5,4,5,3,1,2,5,5,5,3,4,3,2,135,1333,2,3,11,6,5,0,3,2,2,3,3,2,4,5,1,1,1,1,1,5,2,0,11,15
1,135,1334,2,8,9,4,8,8,0,1,7,11,4,4,2,2,2,1,4,7,0,10,3,4,11,11,3,3,2,3,5,3,1,2,1,3,5,4,4,4,1,4,3,5,2,5,3,2,2,5,5,5,3,3,4,2,135,1334,2,11,11,6,5,0,3,4,1,0,0,2,4,4,1,1,2,1,1,5,1,4,11,14
1,135,1335,2,5,9,3,7,8,2,1,8,11,4,2,1,2,2,2,1,7,4,4,3,6,11,1,3,3,2,2,1,1,1,3,2,2,6,2,3,4,2,4,3,5,2,5,3,2,3,5,5,5,1,5,8,2,135,1335,2,11,11,6,3,0,3,2,2,1,2,2,4,4,1,1,2,1,2,2,3,1,11,26
1,135,1336,2,7,9,8,8,10,1,2,5,11,3,4,3,1,2,1,3,7,1,11,1,10,11,3,3,1,2,4,2,1,1,3,3,2,6,4,4,4,1,3,2,5,2,2,2,2,3,1,1,2,3,6,3,2,135,1336,2,4,6,7,3,0,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,11,67
1,135,1337,2,4,9,3,4,6,2,1,5,1,3,2,1,2,2,2,2,1,3,11,1,6,11,3,3,1,2,4,2,1,7,2,3,3,6,2,4,2,3,4,2,3,2,5,3,2,4,4,4,0,1,6,9,2,135,1337,2,11,11,7,4,0,1,1,2,1,1,2,2,4,1,1,1,2,1,2,2,1,11,57
1,135,1338,2,7,9,0,8,5,2,2,6,11,3,1,1,2,1,1,3,7,3,2,1,1,11,11,0,1,3,4,2,2,1,2,3,5,3,4,4,3,2,2,3,5,2,0,3,2,3,5,5,5,3,2,3,2,135,1338,2,11,11,6,3,0,3,2,2,1,3,2,4,4,1,1,2,1,5,4,5,4,11,75
1,135,1339,2,9,9,3,7,5,3,1,6,11,6,1,1,2,1,1,3,7,5,8,1,9,11,4,2,1,2,2,3,2,1,2,3,1,6,4,4,4,1,4,2,2,2,3,2,2,2,2,2,2,1,1,7,2,135,1339,2,3,9,10,8,0,0,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,11,76
1,135,1340,2,6,9,3,7,2,2,2,6,11,3,1,2,2,1,3,3,7,2,11,1,10,11,4,3,1,2,2,2,1,1,2,2,3,1,5,5,5,5,5,5,5,2,5,2,2,2,2,4,2,3,11,1,2,135,1340,2,3,3,6,4,0,3,1,2,1,3,2,4,5,1,1,2,2,1,2,2,1,11,69
1,135,1341,2,3,9,4,4,5,3,1,7,11,4,1,1,2,5,2,3,1,3,8,1,10,11,3,3,1,2,2,2,1,3,2,5,5,6,5,5,5,5,5,2,1,2,2,2,2,2,2,1,1,3,8,9,2,135,1341,2,8,8,9,9,0,2,1,2,1,3,2,4,5,2,1,2,3,3,4,2,1,11,61
1,135,1342,2,0,9,5,8,5,2,2,5,1,3,3,3,3,3,2,3,8,3,11,2,2,11,11,2,3,2,4,2,1,1,3,2,3,6,3,4,2,2,3,2,5,2,2,4,4,4,4,4,4,4,8,2,2,135,1342,2,9,4,7,3,0,1,1,2,1,3,2,3,2,1,1,2,1,2,4,2,4,11,41
1,135,1343,2,7,9,3,7,3,2,1,5,11,3,4,1,2,2,1,2,7,2,2,2,8,11,2,0,1,1,4,2,1,1,1,1,3,2,4,4,3,2,3,2,2,2,2,3,2,2,2,2,2,3,9,6,2,135,1343,2,9,7,7,6,0,3,2,2,3,3,2,2,2,1,1,1,1,2,2,3,1,11,71
1,135,1344,2,11,9,4,7,3,2,2,5,11,3,4,2,2,4,2,3,7,2,2,1,4,11,1,3,3,1,4,2,1,2,2,3,1,6,3,3,4,1,2,2,5,3,5,2,2,2,5,5,5,1,4,4,2,135,1344,2,3,11,6,3,0,3,2,3,3,3,2,4,3,1,1,2,1,1,2,5,1,1,38
1,135,1345,2,11,10,9,8,9,2,1,4,11,2,1,1,3,3,1,2,7,6,11,4,8,2,2,3,3,2,4,1,1,1,3,2,2,2,2,3,3,2,2,3,5,2,5,3,2,3,2,2,5,3,7,3,2,135,1345,2,6,2,7,6,0,2,2,2,1,1,1,3,3,3,1,1,5,5,4,5,4,10,78
1,135,1346,2,11,7,0,6,3,1,1,27,11,6,1,1,2,6,1,3,7,8,6,4,5,2,3,5,3,2,2,2,1,1,2,3,5,3,3,4,3,2,4,1,5,2,5,2,2,2,5,5,5,3,6,8,2,135,1346,2,6,3,7,5,0,3,2,2,3,3,2,3,4,1,1,1,3,4,3,5,4,10,82
1,135,1347,2,11,10,9,10,1,2,1,3,11,2,2,1,2,5,1,3,7,2,6,3,7,2,4,11,1,2,4,1,1,1,3,1,4,3,4,4,4,1,3,2,5,2,5,2,2,4,5,5,5,3,10,11,2,135,1347,2,10,10,6,9,0,1,3,1,1,3,1,3,1,1,1,1,2,3,5,3,1,9,74
1,135,1348,2,11,3,2,3,9,1,1,27,1,4,1,1,5,5,1,1,8,3,11,3,6,2,3,4,1,2,1,1,1,3,2,2,3,3,2,3,4,2,2,1,2,1,5,1,1,1,3,2,5,3,4,5,2,135,1348,2,11,11,10,4,0,3,2,2,1,3,2,3,1,1,4,3,5,5,5,3,2,6,54
1,135,1349,2,11,5,4,3,9,3,3,22,2,1,4,3,5,5,1,2,3,0,6,2,9,2,2,9,1,1,2,2,2,1,3,3,5,1,3,4,4,2,2,1,4,2,2,2,2,2,4,4,5,3,9,10,2,135,1349,2,10,2,7,9,0,1,1,1,2,3,1,3,2,1,5,3,2,1,3,2,2,7,3
1,135,1350,2,11,7,6,4,5,1,1,13,11,2,3,2,3,3,1,2,7,2,6,2,2,2,2,3,3,2,2,2,1,1,2,3,3,6,4,4,4,3,4,2,3,2,5,3,4,3,5,5,5,3,3,2,2,135,1350,2,3,10,4,3,0,3,2,3,1,1,1,2,2,1,1,1,1,1,2,1,1,6,111
1,135,1351,2,11,6,6,3,7,1,1,23,11,4,3,2,2,2,1,2,7,2,6,0,0,2,0,4,3,2,2,1,1,1,2,2,3,1,4,4,3,3,2,1,4,2,5,3,4,2,2,4,5,4,2,6,2,135,1351,2,2,10,6,6,0,2,2,1,0,3,2,2,1,1,1,2,2,2,2,1,2,8,58
1,135,1352,2,11,10,10,8,4,2,2,3,11,2,2,2,2,2,2,2,8,3,2,3,6,3,3,3,3,2,4,1,1,1,3,2,2,2,1,2,3,1,2,1,5,2,5,2,2,2,5,5,5,3,2,5,2,135,1352,2,10,10,6,5,0,3,5,2,3,2,2,4,5,1,1,2,5,5,4,5,4,9,12
1,135,1353,2,6,9,3,6,8,2,1,5,11,3,1,2,3,1,2,2,7,3,11,2,10,11,3,2,1,2,2,2,1,1,3,2,1,2,4,4,3,2,3,2,2,2,2,3,2,3,2,2,2,4,8,6,2,135,1353,2,6,3,6,4,0,3,2,2,3,3,1,2,3,1,1,2,1,1,4,1,1,11,68
1,135,1354,2,3,8,5,4,4,2,2,6,11,2,1,1,5,4,1,2,7,3,10,2,3,11,1,2,3,2,4,2,1,2,3,3,2,2,2,4,4,2,2,2,4,1,5,2,1,2,5,5,2,1,7,5,2,135,1354,2,11,11,6,6,0,1,1,2,1,3,1,4,3,1,1,2,1,2,3,1,1,11,38
1,135,1355,2,7,9,3,7,3,2,1,6,11,3,1,2,1,1,1,2,8,3,6,2,5,11,3,2,1,2,2,1,1,2,3,3,2,6,4,4,2,2,2,3,5,2,5,2,2,3,2,2,5,3,8,8,2,135,1355,2,7,5,7,5,0,3,2,2,1,3,1,2,4,1,1,2,1,1,2,2,1,11,74
1,135,1356,2,5,9,5,8,3,2,2,6,11,3,4,2,2,2,1,3,7,2,11,2,10,11,3,2,3,3,2,2,1,1,1,3,2,2,2,3,2,1,2,2,1,2,2,2,2,2,1,2,2,4,6,4,2,135,1356,2,2,5,6,3,0,3,3,2,1,1,2,3,3,2,1,2,3,3,3,3,2,11,37
1,135,1357,2,5,9,5,8,3,2,2,6,11,3,4,2,2,2,1,3,7,2,11,2,10,11,3,2,3,3,2,2,1,1,1,3,2,2,2,3,2,1,2,2,1,2,2,2,2,2,1,2,2,4,6,4,2,135,1357,2,2,5,6,3,0,3,3,2,1,1,2,3,3,2,1,2,3,3,3,3,2,11,37
1,135,1358,2,5,9,3,6,6,1,1,6,11,3,3,1,2,3,1,3,7,4,11,2,10,11,3,2,1,1,2,1,1,1,2,2,2,2,2,4,2,1,1,1,5,1,5,2,1,1,5,5,5,4,9,3,2,135,1358,2,6,3,8,6,0,3,2,2,1,3,1,2,3,1,1,2,5,5,4,3,1,11,64
1,135,1359,2,3,9,5,4,7,1,1,9,11,5,1,1,2,6,2,2,1,2,8,2,7,11,3,3,1,2,2,1,2,1,2,2,1,3,2,4,3,1,2,2,2,2,5,2,2,2,5,5,5,1,7,8,2,135,1359,2,11,11,6,2,0,2,2,2,1,0,2,4,5,3,3,2,2,2,2,5,1,11,55
1,135,1360,2,3,9,4,4,9,3,2,7,11,4,4,1,2,1,2,3,1,3,11,2,6,11,2,2,3,2,0,2,1,1,1,4,4,3,4,4,4,4,3,1,3,2,1,4,2,4,5,5,5,3,8,1,2,135,1360,2,8,3,1,9,0,2,1,2,1,2,2,2,3,1,1,1,1,5,4,5,2,11,60
1,135,1361,2,0,9,5,7,8,2,2,7,11,4,2,2,2,5,2,3,7,3,11,2,5,11,2,3,3,2,4,2,1,1,2,3,3,6,2,3,4,1,3,1,1,1,1,1,1,2,1,1,1,3,6,8,2,135,1361,2,7,6,7,5,0,1,2,1,1,1,2,4,5,1,1,1,2,1,2,2,1,11,88
1,135,1362,2,7,9,4,7,3,1,2,5,11,3,1,1,2,2,1,3,7,3,11,11,10,11,3,3,1,2,2,4,1,1,3,3,2,6,1,4,4,1,2,2,5,2,5,2,2,4,5,5,5,4,8,7,2,135,1362,2,5,4,7,6,0,2,1,2,1,3,2,2,4,1,1,1,5,4,2,2,2,11,56
1,135,1363,2,6,7,3,6,5,3,1,4,3,2,1,2,4,4,1,1,7,10,9,11,8,11,2,2,1,2,4,2,2,1,1,1,2,6,4,4,4,2,3,2,5,2,5,3,3,3,5,5,5,3,6,8,2,135,1363,2,5,4,7,5,0,2,2,1,3,3,1,4,5,1,1,3,3,2,2,3,1,11,59
1,135,1364,2,12,9,4,7,10,2,2,8,11,4,4,1,2,2,2,3,7,2,4,4,9,11,3,3,2,2,3,2,1,2,2,3,3,2,3,4,4,1,4,2,5,1,2,2,2,2,5,5,5,3,8,3,2,135,1364,2,6,10,6,6,0,2,2,2,1,3,2,4,4,1,1,1,1,5,4,3,2,11,20
1,135,1365,2,8,7,7,7,5,3,2,20,2,4,3,2,5,6,2,2,7,6,6,1,1,11,11,7,2,2,2,2,2,1,1,3,3,4,2,4,4,4,4,2,6,4,5,4,4,4,5,5,5,4,3,5,2,135,1365,2,2,6,7,9,0,2,2,1,2,3,2,4,3,1,1,3,5,5,4,5,4,15,64
1,135,1366,2,6,7,7,6,3,2,2,23,11,4,1,2,4,2,1,2,7,2,8,1,6,11,2,6,1,2,2,1,1,2,2,3,1,1,2,3,3,1,4,2,4,2,2,1,3,2,5,5,5,3,3,6,2,135,1366,2,1,6,8,7,0,3,2,1,1,1,2,3,3,1,1,1,0,1,3,2,1,14,58
1,135,1367,2,5,10,9,7,2,3,3,99,11,11,1,1,2,1,1,3,3,3,4,1,9,11,2,1,3,2,4,2,1,2,2,1,3,2,4,3,4,2,4,3,5,2,5,3,2,2,5,5,5,3,5,4,2,135,1367,2,5,3,10,0,0,2,4,3,3,3,2,4,4,1,1,1,4,5,4,2,2,13,7
1,135,1368,2,7,9,8,7,5,3,3,8,11,4,1,2,6,6,1,1,7,1,6,1,5,11,2,6,1,2,4,5,1,1,2,1,1,6,2,2,2,2,3,2,5,2,5,3,4,3,5,5,5,4,3,5,2,135,1368,2,11,11,6,3,0,3,1,1,3,3,1,4,4,1,1,1,1,1,2,1,1,14,41
1,135,1369,2,9,8,8,7,4,2,1,10,11,5,2,2,3,1,1,1,7,3,8,1,3,11,11,2,5,2,4,1,3,1,3,1,4,6,3,4,2,2,4,2,5,2,3,4,2,4,5,5,5,3,7,9,2,135,1369,2,4,1,8,8,0,2,2,2,3,3,1,3,1,1,1,1,1,1,3,2,1,12,81
1,135,1370,2,9,8,7,7,4,1,1,14,1,2,2,2,6,5,1,1,7,4,11,1,2,11,11,6,1,2,3,2,1,1,2,2,2,6,1,2,2,2,2,1,5,1,5,2,2,2,0,0,2,3,3,4,2,135,1370,2,3,3,5,4,0,3,2,3,1,1,1,2,1,1,1,2,3,4,2,3,4,14,32
1,135,1371,2,7,11,11,3,6,2,1,15,11,1,2,1,2,3,1,2,7,3,8,1,1,11,11,4,1,2,3,2,1,2,2,2,1,1,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,3,6,3,2,135,1371,2,5,10,10,0,0,2,2,1,2,2,1,2,1,1,1,1,3,3,2,2,2,12,80
1,135,1372,2,9,2,6,7,9,3,2,19,7,3,1,2,1,3,1,2,7,2,6,1,1,11,11,8,2,2,2,2,0,5,2,2,3,2,2,4,3,2,2,1,5,3,5,3,3,2,5,5,5,3,10,11,2,135,1372,2,10,10,7,6,0,3,4,2,1,3,1,2,1,1,3,3,1,1,1,2,2,15,33
1,135,1373,2,9,7,7,7,3,2,2,19,3,3,3,3,3,2,1,2,7,5,2,1,2,11,11,8,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,5,1,1,2,2,1,2,0,0,4,6,1,2,135,1373,2,4,9,7,9,0,3,1,1,1,3,2,4,4,1,1,3,5,5,4,3,1,15,81
1,135,1374,2,9,7,7,7,3,2,2,24,11,5,1,2,4,1,1,2,7,3,8,2,2,11,11,7,1,2,3,2,1,1,2,2,3,1,3,2,4,3,4,3,5,4,4,3,4,3,5,5,5,1,3,9,2,135,1374,2,10,10,7,6,0,3,2,1,1,1,1,2,3,1,1,3,5,1,2,1,2,14,54
1,135,1375,2,4,9,7,4,2,2,1,10,11,5,3,1,2,2,1,1,7,3,6,2,4,11,2,5,1,2,2,1,1,2,3,2,2,6,4,4,4,2,3,2,2,1,0,1,2,3,3,1,5,1,1,3,2,135,1375,2,11,6,1,9,0,3,2,1,1,1,2,4,5,1,1,1,1,1,2,1,3,15,8
1,135,1376,2,7,4,1,7,4,2,1,18,2,1,2,2,6,4,1,1,7,3,11,2,10,11,2,4,1,2,2,2,1,1,3,2,2,6,3,4,2,2,2,2,5,2,5,2,2,2,5,5,5,3,3,1,2,135,1376,2,3,6,8,7,0,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,13,92
1,135,1377,2,8,6,6,7,9,1,1,22,2,2,1,1,3,3,1,3,0,4,6,11,3,11,1,6,1,2,2,1,1,1,2,1,3,3,3,4,0,2,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,135,1377,2,11,1,5,4,0,3,2,2,1,3,2,2,5,1,1,3,1,1,2,5,2,14,36
1,135,1378,2,5,6,6,6,4,3,1,24,2,2,4,1,5,6,1,3,3,2,6,11,8,11,2,6,1,2,2,2,1,3,1,3,3,2,4,4,4,2,4,2,5,2,5,4,2,3,5,5,5,1,11,8,2,135,1378,2,11,11,9,9,0,3,2,1,1,3,1,3,1,1,1,1,3,3,3,2,1,14,44
1,135,1379,2,9,6,6,7,3,3,3,24,2,2,1,1,2,4,1,3,7,10,6,11,11,11,11,3,1,2,1,2,2,1,3,4,5,1,3,4,2,2,2,2,5,2,2,2,2,2,5,5,5,1,2,7,2,135,1379,2,2,3,9,9,0,3,2,2,1,3,1,3,1,1,1,1,1,1,3,1,1,14,40
1,135,1380,2,5,6,6,6,5,2,2,25,1,4,4,1,2,2,1,3,7,4,11,11,1,11,11,4,1,2,2,2,1,1,2,2,3,3,3,4,2,1,4,1,1,2,1,2,2,2,1,1,1,4,6,11,2,135,1380,2,6,4,7,5,0,1,2,1,3,3,2,2,2,1,1,1,4,4,2,5,1,12,1
