CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.51.,Q.52.,Q.53.,Q.53..1,Q.53..2,Q.53..3,Q.53..4,Q.53..5,Q.53..6,Q.53..7,Q.53..8,Q.53..9,Q.53..10,Q.53..11,Q.53..12,Q.53..13,V.54.,V.55.,V.56.,V.57.
1,210,80,7,9,4,2,3,2,1,4,2,7,5,1,1,2,1,2,1,4,3,1,1,1,2,3,2,2,4,4,4,3,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,5,4,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,5,2,49
1,210,81,4,8,2,5,3,2,2,1,2,7,6,1,1,1,1,3,1,4,3,1,1,3,4,1,2,2,4,4,4,1,1,1,1,1,1,1,2,3,3,2,2,2,1,1,2,4,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,2,50
1,210,82,2,8,7,5,1,1,3,5,1,6,6,1,1,4,3,3,2,5,3,2,2,2,3,2,2,2,6,1,4,4,1,1,2,2,1,2,3,3,3,2,1,3,2,2,2,4,5,4,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,5,2,51
1,210,83,1,10,4,1,5,1,3,5,1,7,6,1,1,5,0,0,2,0,3,0,1,3,1,2,2,5,4,4,1,4,3,2,4,3,2,2,2,0,1,2,2,1,1,1,2,4,5,4,7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,2,52
1,210,84,4,8,6,6,5,2,1,4,1,6,6,1,1,2,2,3,1,2,3,2,2,1,2,2,2,3,4,4,2,3,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,4,5,4,3,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,5,2,53
1,210,85,1,6,5,9,0,1,3,5,1,3,1,1,1,2,1,3,1,1,1,3,1,1,2,2,5,3,2,6,3,3,7,1,2,2,2,2,4,2,2,2,1,2,2,2,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,2,54
1,210,86,4,8,6,3,3,1,3,5,1,6,6,1,1,2,2,1,2,3,2,3,1,1,1,4,2,2,6,1,5,4,1,1,2,1,1,1,4,2,2,2,2,2,1,1,1,2,5,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,2,55
1,210,87,4,7,5,2,4,2,2,4,1,6,6,1,1,2,2,2,1,4,3,1,1,3,2,1,2,4,4,4,4,3,3,1,2,2,2,2,2,2,3,2,3,1,1,1,1,2,5,4,6,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,5,2,56
1,210,88,2,6,1,7,1,2,2,4,2,7,6,1,1,2,2,3,1,2,3,2,2,2,2,1,2,2,4,4,4,2,1,1,3,1,5,1,2,1,1,2,1,1,2,2,1,3,5,4,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,5,2,57
1,210,89,2,5,5,7,4,1,3,5,1,4,6,1,1,2,2,1,3,3,2,2,3,1,3,1,2,1,5,5,3,3,3,2,1,2,2,1,2,3,1,2,2,1,2,2,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,2,58
1,210,90,4,9,4,2,5,1,3,5,3,7,6,1,3,3,3,1,4,5,4,1,2,2,1,1,3,1,5,1,4,1,5,2,4,1,1,3,3,3,3,2,4,1,1,1,1,2,2,1,3,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,6,2,0
1,210,91,3,8,6,2,2,2,1,1,1,5,6,2,3,3,4,2,1,5,3,3,2,2,3,2,5,1,5,5,4,1,0,1,2,2,2,1,2,1,1,2,2,2,2,2,1,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,1
1,210,92,3,10,1,1,4,3,3,4,1,5,6,2,3,2,2,3,1,2,2,1,1,1,2,1,2,1,5,4,1,4,5,2,3,2,1,1,3,1,1,2,1,2,2,2,1,1,2,1,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,6,2,2
1,210,93,3,10,3,5,4,2,1,2,1,5,6,1,3,2,2,3,1,0,2,3,3,1,2,1,2,1,2,4,2,1,1,1,2,2,2,4,2,2,2,3,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,6,2,3
1,210,94,4,8,6,7,2,1,3,5,1,7,6,1,3,2,2,2,1,4,1,3,1,1,2,1,1,4,4,4,1,1,4,1,1,2,1,1,2,1,3,2,2,2,1,2,1,1,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,4
1,210,95,3,3,6,1,5,1,3,5,1,5,6,2,3,2,2,3,3,5,3,1,2,3,1,2,2,2,5,1,4,4,5,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,3,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,6,2,5
1,210,96,4,8,6,2,4,2,2,4,1,7,6,1,3,5,2,3,1,4,3,2,1,2,1,2,2,1,5,5,4,4,7,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,6,2,6
1,210,97,3,10,4,1,4,2,1,4,1,5,6,1,3,1,1,3,1,5,2,2,1,1,1,1,2,3,6,6,5,5,5,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,7
1,210,98,5,8,5,5,4,1,3,5,2,7,6,1,3,1,1,1,2,4,3,1,2,3,1,1,1,1,5,4,4,4,5,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,8
1,210,99,2,9,2,1,3,1,3,1,1,5,6,1,3,2,1,3,1,1,1,3,1,1,1,1,1,2,1,3,1,1,1,1,2,2,1,2,1,1,1,2,1,3,2,1,1,1,2,1,0,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,6,2,9
1,210,100,3,10,5,3,5,4,3,3,1,5,6,2,3,2,1,3,3,2,2,2,2,3,3,2,2,1,5,5,4,1,1,1,4,2,2,4,2,1,1,2,2,2,1,1,1,1,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,10
1,210,101,3,8,6,8,3,2,1,4,1,5,6,2,3,2,3,3,3,5,3,2,2,3,1,3,2,1,4,5,4,4,3,1,2,2,2,1,2,1,3,2,2,3,1,1,1,1,2,2,3,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,6,2,11
1,210,102,3,8,5,1,4,2,1,1,1,5,6,2,3,1,1,3,1,2,2,2,1,3,2,1,1,1,4,2,2,3,4,1,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,13
1,210,103,3,8,5,6,3,2,1,4,1,5,6,1,3,2,2,3,1,4,2,2,2,1,1,1,2,2,4,6,4,1,1,1,2,2,2,1,2,2,1,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,14
1,210,104,0,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,2,2,0,0,1,1,1,0,0,0,0,0,2,1,1,1,1,2,2,0,1,0,1,3,3,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,16
1,210,105,3,8,4,2,5,1,3,5,1,5,7,1,3,2,1,2,1,4,2,2,1,1,2,1,2,1,4,4,4,4,7,1,4,4,1,1,2,1,1,2,2,1,2,2,1,2,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,17
1,210,106,2,4,4,1,4,1,3,5,1,5,6,1,3,2,2,3,2,4,4,1,2,2,1,2,2,2,4,5,4,3,4,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,2,18
1,210,107,2,10,5,8,1,1,3,5,1,5,6,1,3,2,3,2,2,4,3,2,2,2,2,1,1,1,4,4,4,2,5,2,3,3,2,1,3,1,1,2,2,2,2,2,2,4,2,5,3,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,6,2,19
1,210,108,3,5,6,9,3,2,1,2,1,5,6,1,12,4,2,1,3,4,2,1,2,3,1,1,2,4,4,4,4,4,6,2,2,2,2,4,2,2,1,2,2,2,2,2,2,4,5,4,3,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,7,2,0
1,210,109,6,7,5,3,5,2,2,1,1,7,5,1,12,1,1,2,1,3,2,2,3,1,1,2,2,6,5,5,1,1,1,1,4,1,2,2,2,1,4,2,1,3,1,2,1,1,5,4,3,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,7,2,1
1,210,110,3,5,3,7,2,1,3,5,1,5,6,1,12,2,1,3,2,4,2,2,2,1,2,1,2,5,6,4,4,4,6,1,2,2,2,2,3,2,1,2,2,2,2,2,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,7,2,2
1,210,111,5,8,6,7,5,2,1,4,1,5,5,1,12,2,2,3,2,3,2,3,1,1,2,2,2,2,4,4,4,4,7,2,2,2,5,4,2,3,2,2,2,2,1,1,2,4,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,7,2,3
1,210,112,4,9,6,4,3,2,1,4,1,5,6,1,12,2,3,3,2,4,2,2,1,1,3,1,2,2,4,4,4,1,2,1,2,2,2,3,1,3,3,2,3,1,1,1,2,4,5,4,3,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,7,2,4
1,210,113,5,9,7,2,3,1,3,5,1,5,5,1,12,1,1,3,3,2,2,3,1,3,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,3,5,4,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,7,2,5
1,210,114,6,8,4,6,4,1,3,5,1,6,6,1,12,1,1,2,1,4,2,3,1,1,1,1,1,3,4,4,4,4,0,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,5,4,0,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,7,2,6
1,210,115,4,9,6,7,1,1,3,5,1,5,6,1,12,4,2,3,2,4,4,2,2,1,2,1,3,3,4,4,4,4,2,1,2,2,1,1,3,2,1,2,1,2,2,2,1,2,5,4,3,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,7,2,7
1,210,116,1,7,5,3,4,2,1,1,2,6,6,1,10,2,1,3,2,0,2,2,3,3,3,2,2,1,6,6,4,4,1,1,4,4,1,4,2,2,2,2,2,2,1,0,2,4,5,4,6,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,4,3,0
1,210,117,2,5,5,2,5,1,3,5,2,5,6,1,10,2,4,3,1,0,3,2,2,3,2,1,5,0,4,4,4,5,5,1,2,2,2,2,3,2,3,2,2,2,1,1,1,2,5,4,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,4,3,1
1,210,118,5,6,5,6,2,1,3,5,2,6,6,1,10,3,2,3,1,3,4,3,2,2,2,4,3,4,4,1,4,3,5,2,1,2,2,1,3,1,1,2,4,2,1,1,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,3,2
1,210,119,5,8,6,3,4,1,3,5,2,6,6,1,10,4,1,2,4,4,3,3,2,2,2,4,2,4,4,2,2,2,5,2,2,2,2,1,3,2,2,2,4,4,0,0,1,1,5,4,3,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,4,3,3
1,210,120,3,7,6,1,5,1,3,5,1,6,6,1,10,4,4,3,2,4,4,1,2,2,2,3,3,6,4,5,3,3,5,2,4,4,1,1,3,2,3,2,2,2,2,2,1,2,5,4,0,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,4,3,4
1,210,121,1,3,4,3,3,2,1,1,1,5,6,1,10,1,1,3,1,2,2,2,1,1,1,1,3,2,4,5,4,4,1,1,1,1,2,1,3,2,1,2,1,2,1,1,2,4,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,5
1,210,122,7,8,6,3,2,2,2,1,2,6,6,1,10,1,2,3,2,3,2,3,2,1,2,1,2,1,4,5,1,4,5,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,5,4,6,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,4,3,6
1,210,123,5,9,7,2,5,1,3,5,1,6,6,1,10,1,3,3,1,4,3,2,2,3,2,2,3,1,4,4,4,4,5,0,2,2,2,1,2,2,2,2,3,1,2,2,1,2,5,4,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,4,3,7
1,210,124,4,8,6,8,5,2,1,4,1,5,6,1,10,2,2,3,1,4,3,2,2,3,3,2,2,4,4,4,2,2,1,2,4,2,2,2,2,3,3,2,2,3,1,1,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,8
1,210,125,7,8,5,2,3,2,2,4,2,7,6,1,10,1,2,3,1,4,4,2,2,3,1,1,1,1,4,4,4,4,5,1,1,1,2,2,3,2,1,2,1,2,1,1,2,4,5,4,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,4,3,9
1,210,126,5,7,6,2,5,1,3,5,1,6,6,1,10,1,4,3,1,4,3,2,2,3,3,2,3,1,4,4,4,4,5,0,4,2,1,1,2,2,1,2,2,2,2,2,1,3,5,4,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,3,10
1,210,127,5,8,7,4,5,1,3,5,2,6,6,1,10,1,2,3,3,3,2,1,2,3,2,5,2,1,4,5,4,3,5,2,2,2,0,1,2,3,1,2,2,2,1,1,1,1,5,4,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,4,3,11
1,210,128,5,8,5,5,4,1,3,5,2,6,6,1,10,1,1,3,1,2,2,1,2,3,1,2,2,2,4,1,4,4,5,2,2,2,2,2,2,2,3,2,2,3,1,1,1,2,5,4,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,4,3,13
1,210,129,3,8,7,3,2,3,3,4,2,5,6,1,10,2,2,1,1,3,3,1,2,3,1,2,2,4,3,1,4,4,5,1,2,2,2,2,2,3,2,2,2,1,1,1,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,14
1,210,130,3,4,7,7,4,2,2,4,2,5,6,1,10,2,2,3,3,4,2,1,2,3,1,2,1,1,4,5,4,4,5,1,2,2,2,4,3,2,1,2,3,2,2,2,1,2,5,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,3,15
1,210,131,4,4,7,9,4,2,2,4,2,5,6,1,10,1,1,3,2,4,3,1,1,1,1,1,2,1,4,1,4,4,5,2,3,3,1,3,3,3,1,1,2,2,1,2,1,2,5,4,6,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,4,3,16
1,210,132,4,5,6,2,4,1,3,5,1,5,6,1,10,1,1,3,1,4,4,2,2,2,2,3,3,1,5,5,4,4,5,1,3,2,1,3,3,4,3,2,4,4,3,3,1,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,17
1,210,133,6,7,6,1,3,2,2,1,2,6,6,1,10,2,4,3,2,3,3,2,2,1,1,1,2,1,3,6,4,4,1,1,4,2,1,1,2,3,3,1,2,2,3,3,1,2,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,18
1,210,134,5,9,5,3,5,2,1,4,3,7,6,1,10,4,1,3,1,4,4,2,2,2,2,1,1,1,2,4,2,4,1,1,2,2,1,3,2,1,2,2,2,3,2,2,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,3,19
1,210,135,4,6,6,4,5,1,3,5,1,5,6,1,10,3,4,3,2,2,3,2,3,3,3,3,3,1,4,1,4,4,5,2,2,2,2,1,2,2,3,2,3,4,2,2,1,2,5,4,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,4,3,20
1,210,136,3,4,6,2,4,1,3,5,1,5,7,1,10,4,2,3,3,4,3,2,2,3,3,2,2,1,2,2,3,3,1,1,2,2,2,1,2,2,3,2,2,2,0,1,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,21
1,210,137,3,5,6,6,4,1,3,5,1,5,6,1,10,2,1,3,2,4,3,1,2,2,1,2,2,1,4,4,4,1,1,1,2,2,1,1,2,1,2,2,1,3,2,2,1,2,5,4,3,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,4,3,22
1,210,138,4,7,7,9,5,1,3,5,1,6,6,1,10,4,1,1,4,3,2,2,2,3,1,3,2,1,4,2,4,4,6,1,2,2,1,2,2,1,3,2,1,1,1,1,1,1,5,4,4,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,4,3,23
1,210,139,2,9,5,3,5,2,1,4,1,6,6,1,10,4,1,3,3,2,3,2,1,2,3,2,2,1,4,0,3,2,4,1,2,2,2,1,3,1,1,2,2,1,1,1,1,1,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,24
1,210,140,4,5,6,6,0,1,3,5,1,5,6,1,10,2,1,1,2,4,2,1,0,1,1,2,2,5,0,4,0,4,1,1,2,2,2,3,2,2,1,2,2,1,1,1,1,1,5,4,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,4,3,25
1,210,141,1,4,6,2,5,1,3,5,1,5,7,1,10,3,1,3,1,4,3,1,1,3,1,2,2,1,4,4,1,4,1,1,2,2,2,1,3,1,1,2,1,1,1,1,1,2,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,26
1,210,142,5,7,6,2,2,1,3,5,3,6,6,1,10,1,1,2,2,2,2,1,2,3,1,1,1,2,3,5,4,4,1,1,2,2,1,4,3,1,3,2,1,2,2,2,2,4,5,4,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,4,3,27
1,210,143,6,8,6,7,2,2,2,4,2,7,6,1,10,2,2,3,2,4,4,3,2,3,2,2,2,1,4,4,4,4,0,1,2,2,2,4,2,2,2,2,2,3,2,2,1,2,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,28
1,210,144,3,8,6,3,5,2,1,1,1,5,6,1,10,2,1,3,1,2,2,1,1,3,2,1,3,0,4,4,4,4,5,1,3,3,2,0,2,1,1,2,1,1,1,2,1,1,5,4,0,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,4,3,29
1,210,145,4,7,6,5,3,1,3,5,2,5,6,1,10,2,2,3,2,5,3,1,1,1,3,2,2,1,3,1,4,4,5,1,3,1,3,2,2,3,1,1,1,3,1,1,1,2,5,4,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,3,30
1,210,146,3,9,7,1,4,1,3,5,2,5,4,4,10,2,4,3,2,2,2,1,2,1,1,2,2,4,4,4,4,4,2,1,2,2,1,0,0,3,3,2,2,2,1,1,1,1,5,4,0,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,4,3,31
1,210,147,6,8,5,2,5,1,3,5,1,6,6,1,10,2,2,3,2,3,2,1,2,3,2,1,5,1,4,4,1,1,7,1,1,2,2,1,3,3,1,1,3,3,3,3,1,2,5,4,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,3,32
1,210,148,7,9,4,2,5,1,3,5,1,6,6,1,10,1,1,3,2,2,2,3,3,1,1,2,2,4,4,5,5,5,1,2,2,2,1,4,2,1,1,2,1,2,1,1,0,0,4,4,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,4,3,33
1,210,149,3,8,7,2,5,1,3,5,2,5,6,1,10,2,2,3,2,4,3,2,2,3,2,2,2,2,4,4,4,4,1,1,2,2,0,1,2,2,1,2,2,3,1,1,2,4,5,4,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,4,3,34
1,210,150,4,9,6,4,5,2,1,4,1,5,6,1,10,2,2,3,3,4,3,2,2,3,3,2,2,1,4,4,1,3,5,2,2,2,2,3,2,3,2,1,3,2,1,1,1,1,5,4,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,4,3,35
1,210,151,5,9,6,3,2,1,3,5,2,6,6,1,10,2,1,3,1,1,2,2,1,1,3,2,1,1,4,4,4,1,1,1,1,1,1,3,3,2,1,2,2,2,2,2,2,4,5,4,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,4,3,36
1,210,152,1,8,6,4,5,2,1,4,1,5,2,2,10,2,2,3,2,3,3,2,2,2,3,2,3,5,4,2,4,2,0,1,2,2,2,1,3,1,1,1,4,4,2,2,1,2,5,4,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,4,3,37
1,210,153,4,7,5,1,5,2,1,1,1,5,6,1,10,2,1,3,1,2,2,1,1,3,3,1,3,0,4,4,4,4,5,1,2,2,1,0,3,2,1,2,4,2,2,2,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,38
1,210,154,5,8,8,3,5,2,2,4,1,5,6,1,10,4,4,3,2,3,3,1,1,3,3,2,2,2,4,6,4,5,1,2,2,3,3,0,3,2,1,1,4,2,2,2,1,1,5,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,3,39
1,210,155,4,6,6,2,4,1,3,5,1,5,6,1,10,2,2,3,2,2,3,1,2,3,1,2,2,3,4,4,1,4,3,2,2,2,3,2,3,2,2,2,2,1,2,2,1,2,5,4,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,4,3,40
1,210,156,3,3,6,4,5,1,3,5,2,5,6,1,10,2,1,3,2,3,3,2,2,3,1,3,3,6,1,5,4,4,0,2,2,0,1,1,2,3,3,2,3,3,1,1,1,1,5,4,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,4,3,41
1,210,157,5,8,6,2,5,1,3,5,2,7,6,1,10,2,4,3,1,5,3,1,2,1,2,2,2,6,4,5,4,4,1,1,2,2,2,1,3,3,3,2,3,2,2,2,1,2,5,4,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,4,3,42
1,210,158,2,8,8,1,4,1,3,5,1,6,6,1,10,2,2,1,2,2,3,3,1,1,2,5,4,5,4,1,4,3,6,1,2,2,3,3,2,4,1,2,3,1,1,1,1,2,5,4,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,43
1,210,159,3,7,3,1,4,2,2,4,2,6,7,2,10,5,3,3,1,3,4,3,1,2,2,1,2,0,3,3,0,5,7,2,4,4,1,4,4,5,4,3,4,3,2,2,2,4,5,4,4,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,4,3,44
1,210,160,4,6,6,4,5,2,1,4,1,5,6,1,10,4,2,3,4,2,3,3,2,2,2,2,2,2,3,1,2,2,1,2,3,3,3,1,3,3,2,1,3,3,1,1,1,2,5,4,3,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,4,3,45
1,210,161,4,3,6,2,5,1,3,5,2,5,6,6,15,4,1,3,2,2,2,1,2,3,3,1,1,2,4,4,4,1,7,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,5,4,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,0
1,210,162,4,10,6,3,5,1,3,5,1,5,6,6,15,1,1,1,2,3,1,2,1,3,3,2,2,4,4,1,4,4,2,1,1,2,1,3,2,1,3,2,2,1,1,1,1,1,5,4,6,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1
1,210,163,3,9,7,2,5,2,1,1,1,5,5,5,15,2,2,2,2,4,2,1,2,2,2,1,2,6,1,4,3,3,3,2,2,2,2,1,2,2,1,2,3,3,1,1,1,2,5,4,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2
1,210,164,5,9,6,2,3,1,3,5,1,6,3,2,15,2,2,2,2,4,2,3,2,1,1,4,3,6,4,3,4,4,1,1,2,2,1,3,3,2,1,1,3,2,4,4,1,2,5,4,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,3
1,210,165,3,9,2,5,3,2,1,2,1,4,2,2,5,2,2,3,3,2,2,2,2,3,3,2,2,3,4,4,4,4,1,1,2,2,2,1,3,3,2,2,2,2,2,2,1,1,5,4,3,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,0
1,210,166,2,8,4,2,5,2,1,2,1,5,2,1,5,4,2,1,2,4,3,2,2,2,2,3,5,6,4,5,4,4,5,1,3,4,2,2,2,1,1,2,2,2,2,2,1,2,5,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
1,210,167,3,10,7,4,3,2,1,4,1,4,2,2,5,2,2,3,3,4,3,2,2,2,2,2,4,5,4,5,1,4,2,1,1,2,2,1,3,2,1,2,3,3,2,2,1,1,5,4,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2
1,210,168,7,8,6,4,3,2,2,1,2,7,2,2,5,4,3,2,2,3,2,2,1,1,1,2,3,4,5,2,4,4,5,2,2,2,3,1,3,2,2,1,2,2,1,1,1,1,5,4,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,3
1,210,169,4,5,6,2,5,1,3,5,1,5,3,3,5,4,3,2,4,4,4,1,3,3,2,2,1,6,4,1,1,4,5,1,1,1,2,2,2,2,1,2,2,2,3,1,1,2,5,4,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,4
1,210,170,4,5,6,5,2,2,2,4,1,5,2,2,5,2,2,3,1,2,1,2,1,1,1,2,2,4,4,1,1,1,5,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,5,4,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,6
1,210,171,4,9,5,2,5,2,1,1,1,4,2,2,5,1,1,3,1,2,1,1,1,1,2,2,5,4,5,5,1,4,5,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,5,4,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,7
1,210,172,5,8,6,3,5,2,1,2,1,5,2,2,5,2,1,3,3,2,1,2,1,3,2,2,2,3,5,5,1,1,5,1,2,2,2,1,3,1,2,1,2,3,1,1,1,2,5,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,8
1,210,173,6,9,3,2,3,2,1,2,1,3,2,2,5,5,4,3,3,3,2,2,2,4,2,1,1,4,6,2,3,1,7,1,1,1,5,1,2,3,1,2,1,2,3,3,1,1,5,4,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9
1,210,174,3,9,7,3,5,3,3,4,2,7,2,2,5,4,2,3,2,4,3,2,2,3,3,1,3,4,5,5,4,4,5,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10
1,210,175,2,9,3,6,2,2,1,2,1,4,2,2,5,1,2,3,2,3,2,2,1,3,1,2,2,2,4,4,4,4,5,2,2,1,1,3,2,1,1,2,2,2,2,2,1,2,5,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,11
