CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14A.,Q.14B.,Q.14C.,Q.14D.,Q.14E.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,V.41.,V.42.
1,181,3430,2,5,2,2,4,6,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,3,4,2,1,1,2,2,1,1,3,3,2,2,1,1,1,1,2,1,3,2,91
1,181,3431,2,2,7,1,4,5,3,1,2,1,1,1,1,1,1,3,1,2,3,3,2,2,2,1,3,2,2,3,4,2,1,2,1,3,2,2,3,0,3,2,3,3,0,2,93
1,181,3432,2,3,4,3,4,6,3,1,3,1,1,1,3,1,2,2,1,3,3,3,2,2,2,3,3,2,2,3,3,2,2,3,2,1,2,3,2,3,3,3,3,2,1,2,100
1,181,3433,2,4,7,2,4,6,3,1,1,4,4,1,2,2,3,2,1,1,5,3,2,2,2,2,2,1,2,4,2,2,1,1,1,2,1,2,1,2,3,2,4,3,1,2,87
1,181,3434,2,6,5,1,4,6,3,1,1,3,1,1,1,1,1,2,1,2,5,2,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,1,1,1,2,2,3,2,3,2,4
1,181,3435,2,6,4,1,6,6,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,2,3,1,1,1,1,2,1,1,1,3,2,1,1,3,1,1,2,1,2,2,73
1,181,3436,2,2,6,2,4,5,3,1,1,4,4,1,3,1,3,2,1,1,2,3,2,2,1,2,2,3,2,4,4,3,2,1,1,2,3,1,3,3,3,2,4,3,1,2,34
1,181,3437,3,3,7,3,4,6,3,1,1,4,1,1,2,3,3,3,2,4,3,2,1,2,1,2,3,1,3,1,5,2,1,1,1,2,1,1,1,1,2,2,4,4,1,2,9
1,181,3438,3,4,6,1,4,3,3,1,1,3,4,1,2,1,1,2,1,2,5,2,2,2,2,1,3,2,2,4,3,3,4,2,3,2,2,2,3,0,3,3,3,3,3,2,71
1,181,3439,3,4,5,1,4,6,3,4,1,4,1,1,3,2,1,2,2,2,5,2,2,2,1,3,2,1,1,1,3,3,1,1,1,3,2,2,2,0,2,2,2,3,2,2,43
1,181,3440,3,6,8,2,4,4,3,1,1,4,1,1,1,1,1,2,1,1,2,2,2,2,2,3,3,1,1,2,3,2,4,1,2,1,2,1,1,0,2,1,3,2,3,2,47
1,181,3441,3,4,7,1,4,6,3,1,1,3,0,1,1,2,0,1,1,1,5,2,1,2,1,2,3,1,1,1,0,2,4,1,1,2,2,2,4,0,0,3,3,2,2,2,20
1,181,3442,3,4,8,1,5,5,3,1,1,1,1,1,3,2,1,1,1,3,4,3,2,2,1,3,3,3,2,4,4,2,2,2,1,1,2,3,2,2,2,1,4,3,1,2,75
1,181,3443,3,3,5,3,0,1,3,1,2,1,1,2,2,3,3,3,2,2,5,3,3,2,3,1,4,3,3,3,5,2,4,2,2,0,0,0,0,0,0,3,4,5,2,2,74
1,181,3444,3,4,6,3,4,6,3,1,1,3,1,1,2,2,2,3,1,2,4,2,1,2,3,1,3,2,2,3,3,2,2,2,1,2,2,2,1,2,3,2,4,3,2,2,14
1,181,3445,3,3,4,3,4,6,3,1,1,3,1,1,2,2,3,3,2,2,3,3,1,2,1,3,3,2,3,3,3,2,1,1,1,2,3,4,2,2,2,1,4,3,1,2,23
1,181,3446,3,2,5,1,4,6,3,1,1,3,1,1,2,1,3,3,2,2,4,2,2,2,0,1,3,2,2,4,3,2,2,2,3,2,2,2,3,3,2,2,3,3,1,2,24
1,181,3447,3,4,6,1,4,6,3,1,4,3,1,1,3,2,2,2,1,1,5,3,2,1,2,3,3,2,1,3,5,2,2,2,2,3,3,4,3,0,1,2,3,3,1,2,38
1,181,3448,3,3,5,2,4,6,3,4,1,3,1,1,1,1,1,1,1,2,2,1,1,2,0,3,4,2,3,1,2,2,1,1,3,1,2,0,1,1,1,1,2,5,1,2,42
1,181,3449,3,3,5,3,4,6,3,1,1,3,1,1,2,1,1,2,2,2,4,2,2,2,1,3,3,2,3,1,2,2,1,2,1,3,2,2,3,5,1,1,2,3,1,2,45
1,181,3450,3,4,8,1,4,5,3,1,1,3,2,1,3,3,3,2,1,2,4,3,2,1,1,2,5,2,2,2,5,1,2,3,1,3,3,1,1,2,1,2,3,3,1,2,57
1,181,3451,3,2,5,1,4,2,1,1,3,3,4,1,2,2,2,3,1,1,5,3,2,2,3,1,3,2,2,3,5,2,4,2,1,2,2,3,2,2,2,2,3,2,1,2,8
1,181,3452,3,2,5,3,6,4,1,1,2,3,4,1,1,1,1,2,1,2,3,3,3,1,4,1,4,3,3,4,5,2,1,2,2,1,3,1,3,2,1,1,1,1,1,2,77
1,181,3453,3,5,6,1,6,3,1,1,0,2,3,1,1,1,1,3,2,2,5,3,1,2,2,2,4,2,3,3,5,2,2,1,1,2,2,3,2,0,2,1,3,2,2,2,16
1,181,3454,3,3,5,3,5,2,1,4,0,0,4,1,2,3,1,2,2,4,5,3,1,2,2,2,3,3,2,3,5,2,4,2,2,1,2,4,1,5,2,2,2,4,1,2,65
1,181,3455,3,4,6,1,4,3,1,1,3,1,4,1,2,2,3,3,1,2,5,3,1,2,4,1,4,2,3,2,4,2,4,2,1,1,3,4,4,0,2,2,1,2,1,2,33
1,181,3456,3,2,5,3,6,3,1,1,2,1,3,2,3,2,3,2,1,4,3,3,2,2,3,2,4,2,2,3,5,2,2,3,2,1,3,4,2,2,4,3,1,4,1,2,80
1,181,3457,4,3,6,2,6,6,3,1,1,4,1,1,2,1,1,1,1,1,4,2,1,2,1,2,2,1,2,1,3,2,1,1,1,2,1,1,1,5,1,1,1,1,1,2,7
1,181,3458,4,2,5,1,4,6,3,1,1,3,1,1,1,1,2,3,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,5
1,181,3459,1,3,5,3,1,3,3,1,3,3,1,1,1,1,2,1,1,2,5,1,1,2,0,1,3,2,2,1,1,2,4,2,3,1,1,5,1,1,1,1,2,5,1,10,97
1,181,3460,1,3,2,2,3,4,3,1,1,1,1,1,2,2,3,3,2,1,5,3,1,1,4,1,5,3,3,1,1,2,1,3,2,1,2,1,1,3,2,1,4,1,1,10,42
1,181,3461,1,5,4,3,2,4,3,1,1,3,1,1,1,1,1,1,1,2,5,1,1,2,1,2,4,2,2,1,2,1,1,1,1,3,1,4,1,1,2,2,2,2,1,10,96
1,181,3462,1,1,3,1,2,3,3,1,1,1,2,1,1,1,3,1,1,1,5,1,1,2,1,3,3,1,2,2,2,2,1,2,1,1,2,4,3,2,2,2,2,2,1,36,85
1,181,3463,1,5,7,4,4,6,3,1,1,4,2,1,2,2,3,3,1,4,3,1,2,2,3,1,2,1,1,3,3,2,3,3,1,2,1,2,2,2,2,2,4,4,1,36,92
1,181,3464,1,4,7,3,0,3,3,1,1,4,1,1,2,3,3,2,1,1,5,2,1,2,2,1,2,1,1,3,4,3,4,3,3,2,3,1,2,2,4,3,2,4,1,36,13
1,181,3465,1,6,5,2,0,4,3,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,2,2,4,1,2,1,1,2,2,3,2,1,2,4,2,2,1,3,4,5,2,36,197
1,181,3466,1,5,6,3,2,3,3,1,1,3,4,2,1,1,3,1,1,2,5,1,1,2,2,3,3,2,2,2,3,2,4,2,3,1,2,1,2,1,2,2,3,3,1,36,157
1,181,3467,1,3,5,1,3,3,3,1,1,4,4,2,1,1,3,3,1,1,5,2,1,2,1,2,1,2,2,1,3,2,1,2,1,1,2,1,2,2,1,1,1,2,2,36,161
1,181,3468,1,5,2,3,3,4,3,1,1,3,1,1,2,1,2,2,2,1,4,1,1,2,2,3,4,2,3,1,2,2,1,3,1,1,2,2,1,3,1,2,3,2,2,36,166
1,181,3469,1,5,3,3,2,3,3,2,2,3,3,2,2,2,3,3,2,1,5,2,2,2,1,3,3,2,2,1,5,2,4,1,3,1,1,1,1,2,2,1,1,5,1,36,168
1,181,3470,1,5,5,3,2,3,3,1,1,2,4,2,1,3,3,3,1,2,1,2,1,2,2,2,3,2,3,1,2,2,1,3,2,1,2,1,1,2,1,3,4,2,1,36,180
1,181,3471,1,5,6,3,3,3,3,1,1,4,1,1,1,1,3,2,1,2,5,2,1,2,1,2,3,2,2,2,3,2,3,2,1,1,1,1,4,3,2,2,4,4,1,36,184
1,181,3472,1,4,3,2,4,4,3,4,1,4,4,1,0,0,3,2,0,1,1,2,2,1,2,2,4,2,2,2,3,2,4,2,2,1,2,5,2,2,2,2,4,3,1,36,185
1,181,3473,2,5,8,1,4,4,3,1,2,4,1,1,2,2,3,2,1,1,5,1,0,2,2,3,3,2,2,0,2,3,0,2,0,3,1,0,1,0,1,2,2,1,3,36,216
1,181,3474,2,6,5,3,3,4,3,1,1,3,1,1,1,1,3,1,1,2,5,1,1,2,1,2,3,2,2,2,3,2,1,2,1,1,1,2,1,1,2,2,2,5,1,36,129
1,181,3475,2,5,5,3,3,4,3,1,1,3,4,2,1,1,3,2,1,2,5,2,1,2,2,1,2,2,2,3,3,2,2,1,1,1,1,1,1,2,2,1,2,3,1,36,148
1,181,3476,2,5,6,3,2,3,3,1,1,4,1,1,1,1,3,1,1,1,2,2,1,2,2,2,3,2,2,2,3,2,1,1,3,1,1,3,2,1,2,2,3,3,3,36,35
1,181,3477,2,4,2,5,5,3,2,2,1,3,4,1,1,0,2,1,1,1,5,1,2,2,2,3,4,2,2,1,3,2,1,2,2,1,2,5,1,4,2,2,3,3,1,36,53
1,181,3478,2,3,5,1,6,3,2,3,2,2,2,1,1,1,3,2,1,2,3,1,2,2,1,3,1,2,2,4,3,2,4,2,2,1,2,2,1,2,1,3,4,4,1,36,60
1,181,3479,2,3,5,3,6,3,2,1,1,4,4,2,1,1,3,2,1,1,1,3,2,2,1,3,1,2,3,3,4,2,2,3,1,2,2,4,2,2,1,3,4,4,1,36,99
1,181,3480,2,3,6,2,5,4,2,1,1,4,2,2,2,2,3,0,1,1,1,2,1,2,1,2,4,2,3,3,3,2,2,2,3,1,1,4,1,3,1,2,3,3,1,36,127
1,181,3481,2,4,6,2,4,4,2,1,1,3,3,2,1,1,2,2,1,2,2,2,1,2,1,2,5,2,3,0,3,2,2,2,1,1,2,3,1,2,1,1,1,1,1,36,193
1,181,3482,2,5,5,3,2,3,0,1,1,4,1,1,1,1,3,2,1,1,5,1,1,2,2,1,3,2,3,2,2,2,1,2,3,3,1,2,1,1,2,2,2,2,1,36,15
1,181,3483,2,2,7,1,4,3,1,1,1,3,4,1,1,1,3,3,1,1,5,2,2,2,1,3,3,2,3,4,4,3,2,2,2,3,2,3,0,0,2,2,2,2,3,36,38
1,181,3484,2,2,5,2,4,4,1,1,1,4,1,1,1,1,2,2,1,1,2,2,1,2,2,1,3,2,2,2,3,2,1,1,1,1,2,1,2,2,3,3,3,2,1,36,132
1,181,3485,2,3,5,1,5,3,1,1,1,3,3,1,3,3,3,2,2,2,0,2,2,2,2,3,4,3,3,4,5,2,2,3,2,1,2,5,2,2,2,3,3,5,1,36,199
1,181,3486,2,3,4,3,6,3,1,1,2,3,2,2,1,2,3,1,2,1,0,1,1,2,2,1,3,2,2,4,3,2,2,2,3,1,2,2,2,1,2,2,4,3,3,36,206
1,181,3487,2,6,4,1,6,4,1,1,1,3,4,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,36,219
1,181,3488,3,3,5,3,6,4,3,4,2,1,1,1,1,3,3,1,1,1,5,3,1,2,4,1,5,3,1,3,5,2,3,3,2,1,1,4,2,2,3,3,3,4,1,36,5
1,181,3489,3,3,6,2,5,2,2,2,1,2,2,2,2,1,3,0,1,2,1,2,1,2,2,3,4,2,3,4,3,2,4,2,3,3,1,2,1,0,3,3,2,3,1,36,8
1,181,3490,3,5,5,3,4,6,3,1,3,4,1,2,0,1,3,1,1,1,5,2,1,2,1,2,5,1,1,3,3,2,1,1,1,2,2,4,1,3,0,3,4,0,1,36,76
1,181,3491,3,5,4,1,3,4,3,1,1,4,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,1,1,2,1,1,36,104
1,181,3492,3,6,5,3,3,4,3,1,1,3,1,2,1,1,3,1,1,2,1,2,1,2,2,2,3,2,2,1,3,2,1,2,2,1,2,2,1,1,2,1,1,2,1,36,154
1,181,3493,3,6,5,1,0,5,3,1,1,4,1,1,1,1,3,2,1,1,5,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,5,1,1,1,1,1,36,155
1,181,3494,3,5,5,1,3,4,3,1,1,3,4,1,2,2,3,2,2,2,2,2,1,2,1,3,3,2,1,2,2,2,3,1,1,3,2,3,1,3,2,2,3,3,1,36,164
1,181,3495,3,3,6,3,4,5,3,1,1,2,4,2,2,2,3,2,2,2,2,3,1,2,2,2,3,2,2,3,3,3,1,1,1,2,1,1,1,2,2,2,3,2,1,36,177
1,181,3496,3,6,4,1,5,4,3,4,1,2,4,1,2,1,3,2,1,2,5,1,1,2,2,3,4,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,36,186
1,181,3497,3,2,6,3,4,5,3,1,3,4,1,2,2,1,3,2,1,1,3,2,2,2,2,1,3,2,2,2,3,2,3,3,2,1,1,1,2,2,1,1,3,1,1,36,187
1,181,3498,3,5,4,3,4,5,3,1,3,3,1,1,1,1,2,2,2,2,2,1,1,2,2,1,3,2,2,2,3,2,2,2,1,3,2,2,1,1,2,2,3,2,1,36,189
1,181,3499,3,6,5,4,4,6,3,1,1,1,2,2,1,1,3,1,1,1,1,0,2,2,1,3,3,1,2,1,1,2,1,1,1,1,2,1,4,2,1,1,2,5,1,36,33
1,181,3500,3,5,5,1,0,6,3,1,1,4,1,1,1,1,3,1,1,1,2,2,1,2,1,2,3,1,1,4,3,1,1,1,1,2,1,3,1,1,1,1,3,2,1,36,173
1,181,3501,3,2,6,2,4,5,3,1,1,4,4,1,1,1,3,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,4,1,1,2,2,1,36,179
1,181,3502,3,2,6,2,4,5,3,1,1,4,1,1,1,1,3,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,3,1,1,1,2,1,1,2,36,190
1,181,3503,3,4,5,3,0,4,3,1,0,4,4,1,2,3,3,2,2,1,5,3,1,2,4,1,5,3,3,3,4,2,2,3,2,1,1,4,2,2,3,3,3,3,1,36,194
1,181,3504,3,5,5,2,4,5,3,1,1,4,1,1,1,1,3,1,1,1,1,2,1,2,1,2,3,2,1,4,3,3,2,1,1,1,2,3,2,2,1,2,3,3,1,36,57
1,181,3505,3,4,6,2,4,4,3,1,1,4,1,1,2,1,3,1,1,1,2,1,1,2,2,2,4,2,2,2,2,3,1,1,1,2,1,2,1,1,2,2,3,5,3,36,75
1,181,3506,3,3,7,3,4,6,3,1,1,4,1,1,1,3,3,1,1,1,1,2,1,2,2,2,3,2,3,2,2,2,2,1,1,2,1,4,1,2,2,3,3,3,1,36,94
1,181,3507,3,6,7,2,3,5,3,1,4,4,4,1,1,1,3,0,1,1,2,2,1,2,3,1,2,2,3,3,3,3,1,2,2,2,2,0,1,0,2,2,2,2,1,36,106
1,181,3508,3,6,5,2,4,6,3,1,1,4,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,5,2,1,2,1,2,36,209
1,181,3509,3,6,4,1,4,5,3,1,4,3,1,1,1,2,3,1,1,1,5,2,1,1,2,2,3,2,2,2,2,2,1,2,1,2,2,2,1,5,2,1,2,1,2,36,211
1,181,3510,3,5,8,2,3,3,3,1,1,3,1,1,1,1,3,2,1,1,1,1,2,2,1,2,3,2,3,4,4,2,2,2,1,0,2,2,4,1,2,1,2,2,1,36,131
1,181,3511,3,4,7,3,4,3,3,4,1,2,2,2,1,1,3,0,1,1,5,2,2,2,4,1,3,2,3,4,3,2,2,3,2,1,1,5,2,5,0,3,4,4,1,36,140
1,181,3512,3,6,7,2,4,3,3,1,1,3,3,1,1,1,3,1,1,1,5,2,1,2,2,1,4,2,3,2,3,2,2,2,2,3,2,4,1,3,2,2,2,2,1,36,146
1,181,3513,3,6,1,2,6,4,2,1,1,4,1,2,1,1,2,1,1,1,1,2,1,2,1,2,3,1,1,1,4,2,1,2,1,3,2,2,1,5,3,3,3,3,1,36,61
1,181,3514,3,3,7,1,5,2,2,2,2,4,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,2,3,2,2,2,4,3,2,1,1,1,3,2,3,3,4,4,1,36,65
1,181,3515,3,2,7,4,6,4,2,1,1,3,1,1,2,2,3,3,1,2,0,2,1,2,2,2,3,3,3,3,4,2,1,1,1,1,2,2,1,0,1,1,2,2,2,36,71
1,181,3516,3,4,5,1,4,3,2,1,1,3,1,1,2,2,3,1,1,2,5,1,1,2,1,2,3,2,3,1,2,2,1,2,1,1,2,4,2,2,2,3,3,2,1,36,95
1,181,3517,3,2,7,1,4,5,2,1,1,4,3,1,2,2,3,3,2,1,5,2,1,2,1,1,3,1,1,4,2,2,4,1,1,3,2,5,4,3,2,2,2,1,2,36,141
1,181,3518,3,3,3,1,5,4,2,4,1,3,2,1,2,2,3,1,2,1,5,3,2,2,1,2,4,3,3,3,4,2,2,2,1,1,2,4,3,1,3,2,3,5,1,36,162
1,181,3519,3,2,5,2,6,4,2,1,1,4,2,0,2,3,3,3,3,1,1,3,3,2,1,2,5,1,3,4,5,2,4,3,2,2,2,4,3,2,1,3,4,4,1,36,170
1,181,3520,3,2,6,3,5,4,2,1,1,3,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,36,176
1,181,3521,3,5,6,3,3,0,0,0,0,0,1,1,2,2,3,1,1,1,2,2,1,2,1,2,2,2,2,2,3,3,1,1,1,2,2,2,1,1,1,1,2,2,1,36,27
1,181,3522,3,3,5,1,5,1,1,2,1,3,4,2,1,1,3,3,1,2,5,3,2,2,2,2,4,2,2,3,3,2,2,2,2,1,1,3,2,2,2,3,4,4,1,36,2
1,181,3523,3,3,8,3,4,3,1,1,3,1,4,1,2,2,3,3,1,2,4,3,2,2,2,2,1,2,1,3,3,2,4,2,1,1,3,2,1,2,2,2,3,2,1,36,158
1,181,3524,4,6,4,2,6,2,3,1,2,2,2,2,1,1,3,3,1,2,2,2,2,2,4,1,3,2,3,3,3,1,1,2,2,2,2,3,4,2,3,3,3,3,1,36,9
1,181,3525,4,6,4,2,0,4,3,2,2,3,1,2,3,2,3,3,2,2,3,2,2,2,3,1,2,2,2,3,3,1,2,3,0,2,2,2,2,2,3,2,4,0,1,36,21
1,181,3526,4,2,6,3,4,3,3,4,1,1,1,0,0,0,0,2,1,0,5,2,1,2,4,3,5,3,3,3,5,2,4,2,3,1,1,2,3,0,0,3,3,3,1,36,82
1,181,3527,4,2,4,2,1,1,2,4,1,4,1,1,2,2,3,3,2,2,5,1,1,2,0,2,3,2,3,4,3,2,2,1,2,1,1,2,1,3,2,1,1,1,1,36,3
1,181,3528,4,2,4,1,6,2,2,4,1,1,2,1,2,2,3,3,2,1,5,1,2,2,1,2,3,2,1,3,3,2,2,2,2,1,1,4,1,3,2,3,3,5,1,36,6
1,181,3529,4,3,5,2,6,2,2,2,2,3,4,1,2,2,3,2,2,2,4,1,1,2,4,1,3,2,2,3,4,2,2,1,2,1,1,5,4,0,2,3,3,5,1,36,17
1,181,3530,4,4,5,2,6,4,2,1,0,4,4,1,1,1,3,1,1,1,3,1,1,2,1,2,5,1,3,3,3,2,1,1,2,2,1,1,1,1,3,3,3,4,1,36,37
1,181,3531,4,5,6,4,6,5,3,1,1,4,1,1,1,1,3,2,1,1,2,1,1,2,1,2,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1,2,2,3,36,29
1,181,3532,4,6,8,2,3,4,3,1,1,4,2,2,1,2,3,1,1,1,2,1,1,2,1,2,2,1,2,3,5,1,1,1,1,2,1,3,1,2,1,2,3,2,2,36,18
1,181,3533,4,6,7,3,5,6,3,1,1,1,1,2,2,2,3,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,3,2,3,1,1,3,2,1,36,115
1,181,3534,4,3,7,2,5,4,3,1,1,4,1,1,1,1,2,1,1,1,4,1,1,2,2,3,3,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,36,159
1,181,3535,4,4,8,1,4,5,3,1,1,4,1,1,2,2,3,3,1,1,2,2,1,2,1,2,3,2,2,2,2,2,1,2,1,1,2,2,1,0,2,1,1,2,1,36,174
1,181,3536,4,4,7,3,4,6,3,1,1,3,1,2,1,2,3,3,1,1,2,2,1,2,3,2,3,2,3,4,3,2,2,3,3,1,2,2,1,2,2,3,3,2,1,36,178
1,181,3537,4,6,4,3,6,2,3,1,4,4,1,2,1,1,2,2,1,2,5,2,1,2,1,2,1,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,2,2,1,36,192
1,181,3538,4,5,7,2,4,5,3,1,1,4,4,2,1,3,3,2,1,1,3,1,1,2,1,2,3,2,2,1,2,2,1,1,1,2,2,3,2,3,2,2,2,3,1,36,78
1,181,3539,4,6,6,4,4,5,3,1,1,4,1,1,2,2,3,2,1,1,4,1,1,2,2,2,2,2,1,1,1,3,2,1,1,3,1,3,1,1,1,1,2,2,1,36,22
1,181,3540,4,6,6,1,4,5,3,1,2,3,3,1,2,2,3,3,2,1,2,2,1,2,2,2,4,2,1,2,2,2,1,1,1,1,1,2,1,2,0,0,0,0,0,36,200
1,181,3541,1,3,7,3,5,1,1,1,1,1,2,1,2,2,3,2,2,0,5,2,0,2,2,2,2,2,2,4,3,2,2,2,2,1,1,5,2,5,2,3,3,3,1,13,83
1,181,3542,1,6,4,1,4,4,1,1,4,0,1,1,1,1,1,1,1,2,5,1,1,2,3,1,4,2,2,2,2,2,1,1,3,1,1,2,1,1,1,2,2,1,1,13,93
1,181,3543,1,3,6,3,2,4,3,4,3,4,3,2,2,3,3,3,1,4,3,3,2,2,3,2,4,3,3,3,4,2,4,2,2,1,2,5,4,2,3,3,3,3,2,13,13
1,181,3544,1,2,6,2,3,5,3,1,1,4,1,1,2,2,3,1,2,3,4,2,1,2,1,2,4,2,2,1,2,2,2,1,1,0,2,2,1,0,2,2,3,2,1,13,1
1,181,3545,1,2,6,3,1,2,3,1,1,3,1,2,2,3,3,2,1,1,3,3,1,1,2,2,3,2,2,4,3,2,4,1,2,1,1,1,2,2,3,3,4,4,2,13,14
1,181,3546,1,2,6,1,3,5,3,1,1,4,1,1,1,1,2,1,1,1,5,1,1,2,1,3,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,3,13,80
1,181,3547,1,4,5,1,4,6,3,1,1,3,1,1,1,1,2,2,1,2,5,1,1,2,2,1,3,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,3,3,1,13,82
1,181,3548,1,3,7,2,3,5,3,1,1,3,2,2,2,3,3,2,2,3,3,3,2,1,2,2,4,2,2,2,4,2,3,2,2,1,2,2,2,2,2,3,4,4,1,13,86
1,181,3549,1,2,3,3,2,4,3,1,3,1,1,1,1,1,2,1,1,1,3,1,1,2,2,1,3,2,2,2,2,2,2,2,1,1,1,2,1,4,1,2,2,1,3,13,90
1,181,3550,1,2,5,3,2,4,3,1,3,3,1,1,1,1,1,1,1,1,4,2,1,2,3,1,3,2,2,1,1,2,4,1,2,1,1,2,1,1,1,1,2,1,2,13,92
1,181,3551,1,3,6,2,3,4,3,1,1,3,4,1,2,2,2,2,1,2,3,2,1,2,2,3,4,2,2,2,4,2,2,2,1,1,2,2,2,2,3,3,3,4,2,13,61
1,181,3552,1,3,4,3,4,5,3,1,1,3,1,1,2,2,2,2,2,1,5,2,2,2,2,3,3,1,2,2,2,2,1,2,3,3,2,5,1,3,2,2,2,1,3,13,63
1,181,3553,1,3,5,1,3,5,3,1,1,3,1,1,1,1,3,2,1,2,5,2,1,2,2,1,4,2,3,1,3,2,2,2,3,3,2,3,2,5,2,2,1,2,1,13,26
1,181,3554,1,2,5,2,3,4,3,1,2,2,1,1,2,2,3,1,1,3,3,2,1,2,2,1,4,2,2,2,3,2,2,2,1,1,2,2,1,1,2,1,3,3,3,13,29
1,181,3555,1,2,6,3,4,5,3,4,2,3,3,1,2,2,3,2,1,2,4,2,1,2,2,1,3,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,3,3,1,13,37
1,181,3556,1,5,5,3,2,4,3,1,3,3,1,1,1,1,3,2,1,3,4,2,1,2,1,2,3,2,2,1,2,1,4,2,1,2,1,2,1,5,1,1,2,1,1,13,38
1,181,3557,1,5,5,2,3,5,3,1,3,1,1,1,2,2,2,2,1,2,4,3,1,2,2,1,4,2,3,2,4,2,4,2,2,1,1,4,1,0,3,3,4,4,1,13,45
1,181,3558,1,6,4,2,3,3,3,1,1,3,1,1,2,2,3,3,2,1,2,3,2,2,3,1,4,2,3,2,3,2,2,2,2,1,2,4,2,2,2,2,3,3,1,36,55
1,181,3559,1,5,8,2,3,3,3,1,1,4,1,1,2,2,3,3,1,2,2,1,1,2,2,1,3,2,3,4,3,2,4,1,2,1,1,1,1,2,2,0,0,0,0,36,59
1,181,3560,1,6,2,2,4,5,3,1,1,3,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,2,1,2,2,2,2,1,1,1,2,5,1,3,2,2,4,2,2,36,70
1,181,3561,1,6,7,3,3,2,3,1,1,3,4,1,1,1,3,1,2,1,5,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,0,36,74
1,181,3562,1,5,5,3,4,6,3,1,3,3,4,0,1,1,3,1,1,1,2,2,2,2,2,1,3,2,2,3,3,2,1,3,2,1,2,0,2,2,3,3,4,4,1,36,77
1,181,3563,1,4,5,2,0,4,3,1,1,4,2,2,2,2,3,2,2,2,1,2,2,2,1,1,3,2,2,3,3,2,2,3,1,1,2,4,3,2,2,3,4,4,1,36,79
1,181,3564,1,5,7,3,3,3,3,1,2,2,3,1,1,2,3,2,2,2,5,2,1,2,3,1,3,2,3,3,3,2,1,3,2,1,2,3,1,2,1,3,3,2,1,36,80
1,181,3565,1,5,6,3,2,3,3,1,4,1,1,1,1,1,3,1,1,1,5,1,1,2,3,1,2,2,2,3,3,1,1,2,2,2,1,3,1,3,1,2,3,5,1,36,87
1,181,3566,1,3,5,3,3,4,3,1,1,1,4,1,1,1,3,1,1,1,5,1,1,2,1,2,4,2,3,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,36,88
1,181,3567,1,5,5,3,2,3,3,1,1,3,3,2,2,2,3,1,2,2,5,2,2,2,2,2,3,2,2,2,3,2,1,1,3,1,1,2,2,2,1,2,4,2,1,36,89
1,181,3568,1,5,7,3,3,3,3,1,2,2,1,1,2,2,3,3,2,2,5,1,1,2,4,1,3,2,3,2,2,2,3,3,2,3,2,1,1,5,2,3,3,4,1,36,100
1,181,3569,1,5,7,3,2,3,3,1,1,3,1,2,1,1,3,1,1,1,2,2,1,2,2,3,3,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,3,1,1,36,103
1,181,3570,1,2,4,1,4,3,3,1,1,4,1,1,1,1,2,2,1,1,5,1,1,2,1,2,4,2,2,1,2,2,1,2,3,1,2,2,1,1,2,1,2,2,1,36,107
