CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4A.,Q.4B.,Q.5A.,Q.5B.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20A.,Q.20B.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41A.,Q.41B.,Q.42A.,Q.42B.,Q.43A.,Q.43B.,Q.44A.,Q.44B.,Q.45A.,Q.45B.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.46A.,Q.46B.,Q.47A.,Q.47B.,V.49A.,V.49B.,V.50A.,V.50B.,V.51A.,V.51B.,V.52.
1,195,71,2,1,2,0,1,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,71,2,0,0,0,0,0,0,2,0,0,0,2
1,195,72,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,72,2,0,0,3,3,0,0,0,0,0,0,2
1,195,73,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,73,2,0,0,0,0,0,0,0,0,0,0,2
1,195,74,2,1,5,3,3,2,3,0,5,0,1,0,2,0,4,0,3,0,2,0,4,0,2,0,1,0,2,0,1,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,1,0,4,5,5,3,3,3,3,3,2,5,2,2,5,2,3,4,0,1,0,2,0,4,0,2,0,4,0,2,195,74,2,4,0,3,0,3,0,1,0,3,0,1
1,195,75,2,3,5,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,75,2,0,0,0,0,0,0,0,0,0,0,2
1,195,76,2,3,2,8,1,3,1,2,2,2,3,3,3,3,2,3,2,3,2,3,2,3,3,3,1,3,1,3,1,3,2,3,2,3,1,3,2,3,2,3,1,3,1,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,4,1,3,1,2,1,2,1,1,1,4,3,2,195,76,2,3,1,2,1,7,0,5,0,6,6,2
1,195,77,2,1,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,1,1,1,2,2,3,2,3,2,3,2,3,1,2,2,3,1,1,2,1,1,2,2,1,4,4,4,2,3,3,3,4,3,4,2,2,4,5,2,4,3,2,3,1,2,0,3,1,3,1,3,2,195,77,2,4,2,2,0,4,3,2,0,1,0,1
1,195,78,2,1,4,4,0,2,1,2,2,2,2,2,3,2,2,2,5,0,2,2,2,2,1,2,1,2,1,1,0,0,0,0,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,4,1,1,1,4,1,0,1,0,1,1,1,5,1,4,1,0,0,2,1,0,0,0,0,0,0,2,195,78,2,0,0,3,3,9,5,5,0,2,2,1
1,195,79,2,3,5,6,2,1,2,2,4,3,1,2,2,2,3,2,2,3,2,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,3,2,2,1,2,1,2,2,2,4,4,3,2,2,2,3,3,2,3,2,2,3,2,2,4,1,3,2,2,1,2,1,1,2,4,1,2,195,79,2,3,1,3,1,8,0,3,1,6,5,2
1,195,80,2,2,2,6,2,1,1,3,2,2,2,1,1,2,2,3,5,3,3,3,3,2,3,2,2,1,2,1,2,2,2,1,2,1,2,3,1,3,2,3,2,1,1,2,1,2,4,3,3,2,2,4,2,3,2,3,2,2,3,3,2,4,1,3,1,2,1,2,1,1,1,4,2,2,195,80,2,3,1,3,1,3,5,5,2,6,6,1
1,195,81,2,3,4,7,2,2,2,2,2,2,1,2,2,3,5,3,5,3,1,3,3,2,3,3,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,3,4,4,2,3,3,3,2,3,4,3,2,5,5,3,4,1,0,0,2,1,2,1,3,1,0,0,2,195,81,2,3,1,0,0,2,8,3,0,5,5,1
1,195,82,2,3,5,4,2,2,1,1,4,3,1,2,1,2,4,3,2,3,1,3,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,4,5,4,2,3,3,3,5,4,4,2,2,2,2,2,4,1,3,1,2,1,2,1,3,1,1,1,2,195,82,2,3,1,2,1,9,3,3,1,6,7,2
1,195,83,2,2,5,1,1,3,3,3,3,3,2,2,1,2,3,3,4,3,1,3,3,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,5,3,5,4,3,1,5,1,4,5,4,4,5,4,3,2,3,4,3,2,1,2,2,1,3,4,3,2,195,83,2,3,3,3,2,0,9,4,0,4,1,1
1,195,84,2,1,2,5,3,3,3,3,3,2,1,2,3,3,2,2,3,3,3,3,1,2,2,3,2,3,2,3,1,1,2,1,2,1,2,1,2,3,1,1,2,1,1,1,1,3,5,1,1,4,3,3,1,5,2,5,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,195,84,2,0,0,0,0,1,6,2,0,0,0,2
1,195,85,2,3,3,6,2,2,2,2,2,2,3,3,1,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,2,2,0,3,0,3,0,3,0,0,0,0,0,0,1,1,0,0,3,5,2,1,1,2,2,5,1,2,1,1,2,2,1,4,1,0,2,2,1,2,1,4,2,4,1,2,195,85,2,3,1,2,1,3,3,4,0,5,5,1
1,195,86,2,2,3,4,2,2,1,2,2,2,3,2,3,2,2,2,5,3,2,2,2,2,1,2,1,1,2,3,1,2,2,3,2,2,1,2,1,3,1,1,2,1,1,3,1,1,4,3,2,2,1,2,1,1,3,3,2,2,2,5,2,2,3,1,2,2,2,1,2,1,2,1,2,2,195,86,2,4,3,1,2,4,4,4,0,1,0,1
1,195,87,2,3,3,7,3,1,3,1,5,1,1,1,2,1,4,1,3,2,1,1,2,3,1,1,1,3,1,3,2,2,2,3,2,3,1,3,1,3,2,3,1,3,1,3,2,3,2,4,4,2,3,4,3,3,2,5,3,2,2,5,2,4,1,3,1,2,1,2,1,3,1,4,1,2,195,87,2,3,1,3,1,8,0,1,7,7,7,2
1,195,88,2,3,2,5,3,3,2,2,2,2,3,3,3,3,3,3,1,2,3,3,3,3,1,2,1,1,2,3,2,3,2,3,2,3,2,3,1,3,1,3,2,3,0,3,0,2,1,1,2,2,3,1,1,4,2,2,2,1,3,2,1,3,3,4,3,2,0,0,0,3,3,4,3,2,195,88,2,4,0,3,2,2,1,3,0,3,0,2
1,195,89,2,1,2,1,3,2,2,3,4,3,1,1,2,1,4,3,3,2,1,1,4,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,3,1,2,1,1,1,2,4,4,2,2,3,4,3,3,3,4,2,3,3,5,2,1,3,4,3,3,3,1,3,1,2,4,3,2,195,89,2,4,3,3,2,4,1,1,3,1,0,1
1,195,90,2,3,5,5,2,1,1,2,4,2,1,2,2,2,1,1,3,2,2,2,2,3,1,2,2,3,2,1,2,2,2,1,2,1,2,1,2,3,1,1,1,1,1,1,2,3,5,5,3,3,3,1,1,5,4,4,2,4,3,5,1,4,1,3,1,2,1,2,1,3,3,1,3,2,195,90,2,4,3,3,2,3,7,4,2,5,4,2
1,195,91,2,3,3,6,2,3,3,2,4,2,1,2,2,1,3,2,4,2,1,2,2,3,2,3,1,3,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,2,1,2,2,1,5,4,4,3,3,3,3,3,4,5,3,4,3,2,3,4,3,3,3,2,1,2,1,3,3,2,3,2,195,91,2,1,3,3,3,3,2,1,1,5,2,2
1,195,92,2,3,2,8,2,3,2,3,2,3,1,3,2,2,4,2,3,2,2,3,3,3,2,3,2,3,2,1,1,3,2,1,2,1,2,2,0,0,1,3,2,2,1,3,1,1,5,5,4,3,3,3,4,4,3,5,3,2,5,4,3,4,1,3,1,2,1,2,1,3,1,4,1,2,195,92,2,3,1,2,1,1,4,3,0,7,7,2
1,195,93,2,3,4,4,2,2,2,2,2,1,3,2,3,2,2,1,2,1,2,1,4,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,5,4,3,2,2,2,3,4,3,4,3,3,3,1,2,4,1,2,2,2,1,1,1,1,2,1,1,2,195,93,2,4,1,3,1,1,0,3,5,2,5,2
1,195,94,2,3,3,7,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,3,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,3,2,2,3,2,3,4,3,5,2,3,4,3,2,4,1,3,1,2,1,2,1,3,1,4,3,2,195,94,2,3,1,2,1,3,0,6,7,7,6,2
1,195,95,2,4,4,7,2,1,1,1,2,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,3,0,0,2,1,2,1,1,1,2,1,2,3,4,2,2,2,3,3,3,4,2,3,2,3,2,4,1,2,2,2,1,3,2,1,2,0,0,2,195,95,2,3,1,1,1,5,8,4,9,3,3,2
1,195,96,2,3,2,6,2,1,2,1,5,1,1,1,2,1,4,1,4,1,1,1,4,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,3,1,1,2,1,1,2,1,2,4,5,2,2,2,2,2,4,3,4,3,2,2,2,2,4,2,4,2,2,1,1,3,1,3,2,3,2,195,96,2,4,2,2,2,2,7,1,9,2,1,1
1,195,97,2,3,3,7,3,1,3,1,5,1,1,1,2,1,1,1,4,1,2,2,4,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,3,1,1,5,2,5,4,3,3,3,4,3,4,3,3,4,4,2,4,1,4,2,2,1,1,3,1,1,4,2,2,195,97,2,3,1,2,1,1,9,2,8,4,4,2
1,195,98,2,1,2,6,3,1,3,1,2,1,3,2,2,1,4,1,4,1,1,1,4,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,4,4,3,3,3,4,3,4,3,4,4,3,2,4,1,3,1,2,1,2,1,1,3,1,3,2,195,98,2,3,3,2,1,1,0,0,8,5,4,2
1,195,99,2,3,4,8,2,2,2,2,2,2,3,3,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,3,1,2,2,2,1,1,2,3,4,4,4,2,1,2,2,3,2,2,2,2,2,3,2,4,1,3,1,2,1,2,1,3,2,4,1,2,195,99,2,3,1,2,1,6,4,4,4,7,6,1
1,195,100,2,3,5,8,2,2,3,2,3,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,0,0,1,3,1,2,1,1,0,0,1,4,1,2,1,1,1,5,2,2,2,2,2,2,2,4,1,3,1,2,1,2,1,3,1,4,1,2,195,100,2,3,1,3,1,3,3,3,5,7,7,1
1,195,101,2,2,5,4,1,2,1,2,2,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,3,1,1,2,5,4,3,3,3,3,5,4,4,3,3,4,1,3,4,1,4,1,2,1,1,3,1,3,4,3,2,195,101,2,3,2,4,3,3,9,7,5,4,3,1
1,195,102,2,1,2,6,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,4,3,2,3,2,2,3,4,4,2,3,4,2,2,4,1,3,1,2,1,2,1,3,1,4,1,2,195,102,2,3,1,2,1,4,6,8,7,7,7,1
1,195,103,2,1,3,4,3,3,3,3,5,1,3,1,1,1,4,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,3,5,2,2,2,4,3,2,3,4,3,5,4,5,3,4,1,3,1,2,1,2,1,3,1,1,1,2,195,103,2,3,1,2,1,5,9,2,7,6,7,1
1,195,104,2,3,4,7,1,2,1,1,1,1,3,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,1,3,3,2,3,0,3,3,4,3,3,3,3,0,4,1,3,1,2,1,1,2,3,3,0,0,2,195,104,2,3,1,2,1,4,2,7,5,5,4,2
1,195,105,2,2,3,3,1,2,1,1,1,1,3,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,4,2,1,2,2,1,4,2,1,1,1,1,1,2,4,1,3,2,1,0,1,2,1,2,1,2,2,195,105,2,3,2,3,1,5,6,7,7,3,1,1
1,195,106,2,2,3,8,3,1,2,1,3,1,1,1,2,1,4,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,4,4,2,2,2,2,3,3,4,2,2,2,3,2,4,1,1,2,1,2,1,2,3,3,3,3,2,195,106,2,3,2,2,2,4,0,3,9,3,1,2
1,195,107,2,3,3,6,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,4,1,4,3,2,1,2,1,1,3,4,1,2,195,107,2,2,2,3,3,7,7,4,8,4,4,1
1,195,108,2,3,4,7,2,2,1,1,1,1,2,3,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,2,1,3,2,2,2,2,2,1,1,1,1,5,1,2,2,1,1,3,2,1,1,1,2,2,1,4,1,1,2,2,1,2,2,4,3,4,2,2,195,108,2,3,2,2,2,4,6,7,6,5,2,2
1,195,109,2,2,1,6,2,1,3,1,4,1,1,1,2,1,3,1,2,1,3,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,5,4,4,3,3,4,3,3,3,4,3,3,4,3,2,4,1,4,2,2,1,2,1,3,2,1,3,2,195,109,2,3,2,3,2,0,9,1,8,5,3,2
1,195,110,2,2,4,6,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,4,3,3,2,2,3,3,3,5,2,2,3,4,2,4,1,3,1,2,1,2,1,1,3,4,1,2,195,110,2,3,2,3,1,3,7,7,8,6,5,2
1,195,111,2,3,2,6,2,1,2,1,4,1,1,1,2,1,1,1,2,1,3,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,3,3,3,2,2,2,2,3,2,3,2,2,1,1,1,4,1,3,1,2,1,4,2,1,2,3,2,2,195,111,2,3,1,4,1,4,4,3,9,4,4,2
1,195,112,2,2,5,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,5,5,1,2,3,2,2,2,3,2,3,2,1,1,1,2,3,1,3,2,3,2,3,1,3,4,3,2,195,112,2,3,3,3,3,7,9,5,8,4,0,2
1,195,113,2,3,2,6,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,0,1,1,2,0,2,1,3,1,2,2,2,2,3,2,3,2,2,3,3,2,4,2,4,2,2,2,2,2,1,2,3,3,2,195,113,2,3,2,3,1,3,7,7,9,4,0,2
1,195,114,2,3,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,4,2,3,1,2,3,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,3,1,1,2,2,195,114,2,3,1,3,1,0,0,9,9,4,5,1
1,195,115,2,1,5,1,2,1,2,1,3,1,2,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,3,2,3,3,2,1,2,2,3,3,2,1,1,3,1,2,1,2,1,1,1,1,1,2,195,115,2,3,1,3,1,4,0,6,9,4,7,1
1,195,116,2,3,0,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,3,2,1,1,1,1,2,1,5,2,2,2,2,2,3,2,2,1,2,2,2,2,4,1,0,2,2,2,2,1,3,2,1,2,2,195,116,2,3,2,3,2,3,8,9,9,5,2,2
1,195,117,2,3,5,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,4,4,1,2,2,4,1,5,3,1,1,1,1,1,1,4,1,3,1,2,1,2,1,1,1,1,1,2,195,117,2,3,1,3,1,2,7,9,9,5,7,1
1,195,118,2,3,5,7,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,3,1,2,1,2,1,1,1,1,1,2,195,118,2,3,1,3,1,8,8,9,9,5,7,1
1,195,119,2,3,5,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,3,2,0,2,1,1,2,1,1,2,1,2,2,195,119,2,4,2,0,2,2,0,7,9,1,2,1
1,195,120,2,2,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,3,1,2,2,2,1,3,1,1,1,3,3,5,2,2,2,1,2,3,2,3,2,2,2,5,1,1,3,2,3,1,1,3,3,3,3,4,3,2,195,120,2,4,3,3,3,6,3,9,9,2,1,2
1,195,121,2,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,3,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,2,1,2,1,1,1,4,1,2,195,121,2,3,1,3,1,1,8,8,9,5,7,1
1,195,122,2,3,3,6,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,0,0,1,5,1,1,1,1,1,0,1,1,1,1,0,1,1,4,2,1,2,2,1,1,2,1,2,1,2,2,195,122,2,4,1,4,2,2,8,9,8,2,2,1
1,195,123,2,2,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,4,1,2,1,3,1,1,1,1,1,2,195,123,2,3,1,1,1,7,0,9,9,3,7,1
1,195,124,2,1,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,3,1,2,1,2,1,3,1,2,2,2,195,124,2,3,1,3,1,3,0,9,9,6,6,1
1,195,125,2,2,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,3,2,195,125,2,3,1,2,2,4,5,9,9,5,2,1
1,195,126,2,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,4,2,1,2,3,2,1,2,1,3,2,195,126,2,3,3,4,2,5,7,9,9,1,0,1
1,195,127,2,3,3,6,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,3,1,2,1,1,2,2,2,4,2,1,2,1,2,5,2,3,2,2,3,2,2,4,1,1,2,2,2,2,1,3,3,4,2,2,195,127,2,3,2,3,3,7,5,9,7,6,2,1
1,195,128,2,3,3,6,1,1,1,1,1,1,3,3,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,0,0,2,2,2,2,1,2,0,0,1,3,2,2,2,1,1,3,1,2,1,1,1,2,1,4,1,0,0,2,1,2,1,3,3,4,2,2,195,128,2,4,2,2,2,6,0,8,6,5,3,2
1,195,129,2,3,2,7,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,4,4,4,2,1,4,3,2,3,4,3,2,4,5,2,4,1,0,1,2,1,3,3,1,3,1,2,2,195,129,2,3,1,3,2,2,9,9,7,3,4,2
1,195,130,2,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,0,0,1,3,4,2,2,3,2,3,3,4,3,3,3,3,2,3,3,4,2,2,1,1,2,1,3,1,3,2,195,130,2,4,2,3,2,0,9,9,9,1,1,1
1,195,131,2,3,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,2,1,2,1,2,1,2,1,0,0,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,0,1,0,0,2,1,2,1,1,1,1,1,2,195,131,2,3,1,2,1,3,8,8,9,3,6,1
1,195,132,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,195,132,2,0,0,0,0,1,0,3,3,0,0,2
1,195,133,2,3,3,4,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,0,2,2,3,0,2,0,0,0,0,1,1,0,0,1,1,0,0,2,5,1,1,1,1,1,5,0,1,1,1,1,1,1,4,1,3,1,2,1,2,1,3,2,4,1,2,195,133,2,3,2,3,2,2,3,8,6,7,5,1
1,195,134,2,2,5,5,1,1,0,0,2,2,3,0,3,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,1,0,0,0,1,0,0,4,1,3,1,2,1,0,0,3,1,0,0,2,195,134,2,3,1,2,1,2,2,5,6,5,5,2
1,195,135,2,4,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,5,0,0,1,1,1,5,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,195,135,2,0,0,0,0,5,0,9,9,0,1,2
1,195,136,2,3,2,7,1,1,1,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,4,4,4,3,3,2,2,4,4,5,2,4,3,3,2,4,1,4,2,2,1,2,1,1,1,2,2,2,195,136,2,4,1,3,1,3,9,9,8,3,5,2
1,195,137,2,1,3,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,4,2,3,2,2,3,2,2,4,1,3,1,2,1,2,1,3,2,1,2,2,195,137,2,3,1,2,1,4,6,9,9,6,5,1
1,195,138,2,1,2,5,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,5,2,2,2,1,2,5,2,2,2,1,2,2,2,4,1,1,1,2,1,2,1,3,3,4,1,2,195,138,2,1,1,3,1,8,4,8,7,5,6,1
1,195,139,2,2,2,5,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,5,1,1,2,1,1,5,2,2,2,1,1,1,1,4,1,1,1,2,2,3,2,3,2,1,2,2,195,139,2,3,3,2,3,3,9,7,8,4,2,2
1,195,140,2,2,3,3,3,1,3,1,5,1,1,1,2,1,4,1,3,2,1,1,5,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,4,4,4,3,1,3,0,3,3,4,2,3,4,5,2,4,1,1,1,2,1,1,3,1,2,3,3,2,195,140,2,3,2,2,1,8,9,0,8,3,3,1
1,195,141,2,2,5,2,3,1,3,1,5,1,2,1,3,2,4,1,2,2,1,1,4,1,3,1,2,1,2,1,1,1,2,1,2,1,2,1,0,0,1,1,2,1,2,1,0,0,5,5,4,3,2,3,3,5,3,3,2,2,2,3,2,2,2,0,0,2,1,1,2,1,2,0,0,2,195,141,2,4,2,0,2,0,8,1,7,1,1,2
1,195,142,2,3,3,6,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,3,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,4,4,2,3,2,2,4,4,5,2,1,5,4,2,4,1,3,2,2,1,2,2,3,3,2,3,2,195,142,2,3,3,2,3,3,8,7,6,6,2,2
1,195,143,2,2,3,5,2,1,1,1,4,1,1,1,3,2,4,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,3,1,3,2,1,1,3,1,1,2,3,2,4,4,2,3,2,3,3,2,4,2,3,4,4,2,4,2,3,2,2,1,2,1,3,3,4,3,2,195,143,2,3,3,4,2,8,4,2,7,7,2,1
