CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.8D.,Q.8E.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.9E.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,V.16.,V.17.
1,122,232,1,1,2,1,2,8,1,3,4,3,3,3,3,2,3,2,0,2,1,2,1,1,1,2,4,2405
1,122,233,1,1,2,1,2,9,1,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,2,4,2401
1,122,234,2,1,3,2,2,2,1,3,3,1,3,3,1,1,2,2,2,2,1,4,1,1,2,2,4,1118
1,122,235,2,2,2,2,2,2,1,3,2,2,2,2,5,1,1,3,2,0,2,2,3,2,2,0,4,5072
1,122,236,2,1,3,2,2,9,1,3,3,3,2,3,4,2,3,2,2,2,3,1,2,2,2,2,4,8330
1,122,237,1,1,3,2,2,9,1,3,1,2,1,3,1,1,3,11,1,1,1,4,1,1,4,2,4,3313
1,122,238,1,2,2,2,2,9,1,3,1,4,4,4,4,1,1,3,2,2,1,4,1,1,4,2,4,6718
1,122,239,1,1,2,2,2,1,2,3,3,2,2,2,1,2,2,2,1,2,5,1,1,1,3,2,4,2409
1,122,240,1,1,3,2,2,11,2,3,1,1,1,1,1,1,1,1,1,1,5,6,1,1,2,2,4,4681
1,122,241,1,1,3,2,2,1,2,3,1,1,1,1,1,1,11,3,2,1,5,6,2,1,2,2,4,5304
1,122,242,1,1,2,2,2,9,2,3,1,4,4,2,5,1,2,2,2,1,5,3,1,1,4,2,4,5132
1,122,243,1,1,3,2,2,9,2,3,3,4,3,1,4,2,2,2,2,1,1,1,1,1,4,2,4,4857
1,122,244,1,1,3,2,2,9,2,3,3,2,2,2,3,2,2,2,2,2,3,5,2,1,1,2,4,1748
1,122,245,1,1,3,2,2,1,2,3,3,3,1,2,3,2,5,2,2,2,1,4,1,2,2,1,4,4841
1,122,246,1,1,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,4,2,1,3,2,4,2931
1,122,247,1,1,1,1,2,1,2,3,1,1,1,2,3,3,1,4,2,2,2,2,1,1,2,2,4,1765
1,122,248,1,2,1,1,2,2,2,3,3,1,3,3,3,2,1,3,2,3,2,1,1,1,3,2,4,3949
1,122,249,1,2,2,2,2,1,2,3,3,3,1,3,3,2,2,2,2,2,4,5,1,1,1,0,4,1967
1,122,250,1,2,1,2,2,9,2,3,1,1,1,1,2,4,9,9,5,4,5,6,4,5,5,2,4,2615
1,122,251,1,1,1,2,2,9,2,3,2,2,2,3,2,2,2,2,2,2,2,1,1,1,4,2,4,2440
1,122,252,1,2,2,2,2,9,2,3,2,1,1,1,2,2,1,1,1,2,1,5,1,2,3,2,4,1939
1,122,253,1,2,2,2,2,9,2,3,2,1,1,2,2,2,1,2,2,2,1,1,2,2,3,2,4,3305
1,122,254,1,2,2,2,2,1,2,3,3,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,4,2177
1,122,255,1,2,3,2,2,1,2,3,1,3,2,1,2,1,2,2,1,1,1,4,1,1,1,2,4,4625
1,122,256,1,1,3,2,2,1,2,3,3,3,2,1,3,2,2,2,2,1,1,4,1,2,3,2,4,5419
1,122,257,1,1,3,2,2,10,2,3,3,2,3,3,3,2,2,12,3,2,2,2,1,1,3,2,4,6914
1,122,258,1,1,3,2,2,1,2,3,3,1,4,4,3,1,2,3,3,2,1,4,2,2,4,1,4,4854
1,122,259,1,1,3,2,2,1,2,3,3,3,2,3,3,3,2,4,3,2,3,5,1,1,4,2,4,1784
1,122,260,2,1,3,2,2,1,2,3,2,1,1,1,1,1,1,12,2,2,1,4,1,2,4,2,4,1101
1,122,261,2,1,3,2,2,1,2,3,4,1,3,3,5,2,2,2,2,2,5,1,1,1,4,2,4,4887
1,122,262,2,1,3,2,2,11,2,3,4,4,4,4,4,3,2,12,3,3,5,6,3,2,4,1,4,6111
1,122,263,2,1,3,2,2,8,2,3,3,3,3,3,4,2,2,2,2,1,1,3,1,1,4,2,4,1947
1,122,264,2,4,3,2,2,8,2,3,3,4,4,4,4,2,2,2,2,3,1,4,2,2,2,2,4,7663
1,122,265,1,1,3,3,2,9,2,3,4,2,3,4,3,3,4,2,2,2,1,1,1,2,2,1,5,4847
1,122,266,1,1,3,1,2,1,2,3,1,3,1,1,1,1,3,3,1,1,5,6,1,1,3,2,4,1952
1,122,267,1,1,3,1,2,1,2,3,3,2,2,3,4,2,2,2,2,3,1,2,2,2,4,2,4,3329
1,122,268,1,1,2,2,2,1,3,3,3,3,3,3,3,2,2,4,2,3,1,4,1,1,3,2,4,3925
1,122,269,1,1,3,2,2,2,3,3,2,3,2,2,3,2,2,2,3,2,2,2,1,1,3,2,4,2122
1,122,270,1,1,2,2,2,1,3,3,2,2,3,2,2,2,2,2,2,2,1,3,1,1,3,2,4,4645
1,122,271,1,1,3,2,2,9,3,3,3,2,1,3,3,2,2,2,2,2,4,4,1,2,2,2,4,6733
1,122,272,2,1,3,2,2,6,3,3,2,2,1,1,1,1,1,3,1,2,1,4,2,1,1,2,4,8168
1,122,273,2,1,3,2,2,2,3,3,3,4,3,4,4,2,3,2,5,2,1,4,1,2,3,2,4,7234
1,122,274,1,4,2,3,2,9,3,3,1,1,1,2,1,1,1,11,3,1,5,6,2,2,2,2,5,6909
1,122,275,1,2,3,3,2,9,3,3,3,2,2,3,2,2,2,2,3,2,1,4,1,1,2,2,5,7631
1,122,276,1,1,3,3,2,2,3,3,3,2,2,4,4,2,2,2,2,2,2,3,2,2,1,1,5,3876
1,122,277,1,1,3,1,2,9,3,3,1,2,1,1,2,1,2,1,1,1,1,5,2,1,2,2,4,1735
1,122,278,1,2,3,1,2,9,3,3,3,4,4,4,4,1,2,2,2,2,1,1,1,1,3,2,4,3310
1,122,279,1,2,3,2,2,2,3,3,1,3,1,1,2,1,4,1,1,1,4,5,1,1,4,2,4,2652
1,122,280,1,1,3,2,2,1,3,3,2,3,1,3,2,2,3,2,2,1,5,3,2,3,1,2,4,2142
1,122,281,1,1,3,2,2,9,3,3,3,5,5,3,2,2,1,3,3,1,2,4,2,2,4,2,4,5318
1,122,282,1,1,3,2,2,11,3,3,3,3,3,4,3,3,11,11,3,3,1,6,1,1,2,2,4,4850
1,122,283,1,1,1,4,1,9,1,4,1,4,3,4,4,1,3,1,1,1,5,6,4,5,5,2,5,3827
1,122,284,1,1,3,2,1,2,1,4,4,4,4,4,4,1,1,1,2,4,1,1,1,2,2,1,4,3862
1,122,285,2,1,2,2,1,9,1,4,1,1,1,1,1,1,2,1,1,1,5,6,3,3,1,2,4,8641
1,122,286,1,1,2,1,1,9,1,4,3,3,1,3,1,2,2,11,1,1,2,3,1,1,1,2,4,1223
1,122,287,1,1,3,2,1,1,2,4,1,3,3,4,3,1,2,2,1,2,1,4,1,1,4,2,4,6704
1,122,288,1,2,3,1,1,8,2,4,2,1,1,2,1,2,1,2,1,1,2,4,1,1,4,2,4,5381
1,122,289,1,1,3,1,1,8,2,4,3,3,1,3,3,2,2,4,2,2,2,2,1,1,4,2,4,2154
1,122,290,1,2,3,2,1,11,4,4,4,3,2,3,3,3,2,2,2,3,1,2,2,4,2,2,4,3383
1,122,291,1,4,2,2,1,1,3,4,3,2,3,3,3,2,2,3,2,2,2,6,1,1,2,2,4,5064
1,122,292,1,1,3,3,1,2,3,4,1,1,1,2,1,1,1,10,1,1,1,4,2,1,3,2,5,1983
1,122,293,1,1,3,1,1,10,3,4,4,3,4,4,4,3,3,3,3,2,1,4,1,1,2,2,4,1900
1,122,294,1,1,1,2,1,9,1,3,2,4,5,2,3,2,3,3,3,3,4,1,1,1,1,2,4,2452
1,122,295,1,1,1,2,1,9,1,3,3,2,3,2,2,3,3,3,3,3,1,1,2,1,4,2,4,5124
1,122,296,2,2,2,2,1,1,1,3,4,3,4,3,4,2,2,3,3,3,3,3,2,2,4,2,4,8311
1,122,297,1,1,1,1,1,9,1,3,4,3,2,4,4,2,2,2,2,2,2,3,1,1,4,2,4,1768
1,122,298,1,1,3,1,1,1,1,3,3,3,2,3,4,2,3,3,2,2,1,4,1,1,4,1,4,5120
1,122,299,1,1,2,1,1,9,2,3,4,4,4,3,3,1,2,3,1,3,1,1,2,2,3,2,4,2137
1,122,300,1,1,2,1,1,9,2,3,4,3,4,3,3,2,2,2,2,3,3,3,1,2,4,1,4,3934
1,122,301,1,1,2,1,1,9,2,3,2,3,3,3,2,3,3,2,3,3,4,4,1,1,3,2,4,3308
1,122,302,2,2,3,2,1,2,2,3,4,4,3,3,4,2,2,2,2,3,1,3,1,2,4,1,4,7646
1,122,303,2,2,3,2,1,1,2,3,3,1,1,2,4,2,1,1,2,2,1,2,1,1,3,2,4,3658
1,122,304,2,1,3,2,1,11,2,3,3,3,3,4,4,2,4,7,2,2,1,5,2,1,3,1,4,8107
1,122,305,1,1,3,1,1,1,2,3,1,1,3,2,1,1,1,2,1,1,2,1,1,1,3,2,4,5125
1,122,306,1,2,3,1,1,9,2,3,1,1,1,1,1,1,2,1,1,1,5,6,1,5,4,2,4,1278
1,122,307,1,1,3,1,1,9,2,3,3,3,1,3,3,2,11,2,2,3,1,4,1,1,3,2,4,1927
1,122,308,1,2,3,1,1,2,2,3,3,3,2,4,3,2,2,7,2,2,1,2,1,1,4,2,4,5117
1,122,309,1,1,7,1,1,8,2,3,3,2,1,3,2,3,2,7,2,2,1,4,1,1,4,1,4,2135
1,122,310,1,1,3,1,1,1,4,3,2,3,1,2,3,2,4,2,2,2,2,2,2,2,1,2,4,1634
1,122,311,1,2,3,1,1,2,3,3,3,3,1,3,3,2,2,2,5,2,1,1,1,5,4,2,4,3300
1,122,312,1,1,3,4,5,9,4,4,1,1,1,1,1,1,1,1,1,1,5,6,4,5,5,2,7,4313
1,122,313,1,1,3,4,5,11,4,4,4,4,4,4,4,1,3,3,2,2,2,1,2,1,1,2,7,4851
1,122,314,1,1,3,3,5,11,1,3,2,1,1,3,3,1,2,11,2,2,1,1,3,5,3,1,7,5347
1,122,315,1,1,1,2,5,9,2,3,1,3,2,1,3,2,2,2,2,2,1,4,1,2,2,2,9,2640
1,122,316,1,1,3,2,5,11,2,3,2,2,1,3,2,1,1,12,1,2,1,1,1,2,1,2,9,4849
1,122,317,1,1,3,3,5,6,2,3,2,1,1,3,1,1,2,3,1,2,1,1,2,2,2,2,7,5036
1,122,318,1,1,3,3,5,5,2,3,4,3,2,3,3,2,2,2,2,2,1,2,1,2,1,2,7,4856
1,122,319,1,4,2,1,5,5,2,3,3,3,3,3,3,3,3,3,3,3,1,4,1,1,2,2,9,5454
1,122,320,1,1,2,4,5,9,4,3,2,1,1,1,1,3,1,1,2,1,4,2,2,2,2,2,7,6920
1,122,321,1,1,2,3,5,11,3,3,3,2,2,2,3,3,8,3,2,3,1,4,2,4,1,1,7,4338
1,122,322,1,1,2,2,5,9,3,3,1,4,4,3,4,1,1,1,1,1,5,6,2,2,2,2,9,2637
1,122,323,2,1,2,2,3,9,1,4,2,4,3,4,3,2,3,2,3,3,3,3,1,1,4,2,9,8158
1,122,324,1,1,1,2,3,9,2,4,2,1,3,3,1,3,3,3,3,1,1,3,1,1,2,2,9,6753
1,122,325,1,1,1,2,3,9,2,4,2,1,3,3,2,2,2,2,1,2,2,4,1,1,2,1,9,5835
1,122,326,2,1,1,2,3,9,2,4,1,1,1,1,1,1,1,1,1,1,4,3,1,1,2,1,9,2867
1,122,327,2,1,1,2,3,9,2,4,5,1,2,2,4,3,2,2,3,3,1,2,1,1,4,1,9,5826
1,122,328,2,2,3,2,3,9,2,4,2,4,3,4,3,2,2,2,2,3,2,2,1,1,4,1,9,5829
1,122,329,1,1,3,3,3,9,2,4,5,5,5,5,5,3,8,6,5,4,5,4,2,4,1,2,9,5361
1,122,330,1,1,3,3,3,9,2,4,3,3,3,4,3,2,3,3,3,2,2,2,1,1,4,2,9,3849
1,122,331,1,1,3,4,3,9,2,4,1,1,1,1,1,1,1,1,1,1,5,6,1,2,3,2,6,5313
1,122,332,1,1,3,2,3,9,2,4,1,1,1,1,1,2,1,1,2,2,1,4,2,3,3,2,9,4302
1,122,333,1,2,3,2,3,9,2,4,1,1,1,1,1,2,1,1,2,2,1,4,2,3,3,2,9,4344
1,122,334,1,1,3,2,3,9,2,4,2,2,1,3,2,1,11,6,1,1,1,1,1,2,2,2,9,1284
1,122,335,1,1,3,2,3,11,2,4,3,3,2,3,3,3,2,2,3,2,4,5,2,2,2,2,9,5422
1,122,336,2,1,3,2,3,12,4,4,3,2,4,4,3,2,1,3,3,3,2,3,2,1,4,1,9,5836
1,122,337,1,2,1,3,3,9,4,4,1,1,1,1,1,1,1,1,1,1,5,1,2,2,3,2,9,3342
1,122,338,1,1,2,4,3,9,4,4,3,1,1,3,1,1,7,3,1,1,1,1,1,1,1,2,6,2147
1,122,339,1,2,2,4,3,9,4,4,3,1,1,3,1,1,7,11,1,1,1,1,1,1,1,2,6,2146
1,122,340,2,1,3,2,3,9,3,4,3,1,2,4,3,2,1,6,3,3,1,3,2,1,4,1,9,5837
1,122,341,1,1,1,3,3,9,3,4,3,3,1,1,3,1,1,1,1,1,2,4,3,3,1,2,9,2930
1,122,342,1,2,3,4,3,9,3,4,2,1,1,1,2,3,1,1,3,4,1,4,2,2,2,2,6,4608
1,122,343,1,1,3,2,3,9,3,4,3,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,9,1975
1,122,344,1,2,2,1,3,9,1,3,3,1,2,3,1,1,2,2,2,3,1,3,1,1,1,2,9,2910
1,122,345,1,2,3,2,3,9,1,3,1,2,1,1,1,1,2,1,1,1,1,4,1,2,4,2,9,6739
1,122,346,1,1,3,2,3,9,1,3,3,3,1,3,3,2,4,2,2,2,1,4,1,1,2,2,9,5044
1,122,347,1,1,1,3,3,9,2,3,1,5,2,2,5,3,3,9,2,4,1,2,1,2,2,2,6,5832
1,122,348,1,1,1,3,3,9,2,3,3,3,3,3,3,2,3,2,2,3,2,3,1,1,1,2,6,3904
1,122,349,1,1,3,3,3,9,2,3,1,1,1,1,1,1,1,3,1,1,5,6,2,2,1,2,6,2886
1,122,350,1,1,3,3,3,9,2,3,1,1,1,2,1,1,2,5,3,3,1,4,1,2,3,1,6,2704
1,122,351,1,1,3,3,3,9,2,3,2,1,1,3,3,2,5,5,2,3,4,5,3,1,2,2,6,6008
1,122,352,1,1,2,1,3,9,2,3,3,4,3,3,3,1,2,11,1,2,1,4,1,1,3,2,9,2426
1,122,353,1,1,3,1,3,9,2,3,1,1,2,2,1,1,1,2,2,1,1,4,2,2,4,2,9,1430
1,122,354,1,1,3,1,3,9,2,3,3,3,3,3,3,2,4,7,3,2,1,1,1,2,2,2,9,1747
1,122,355,1,1,3,1,3,9,2,3,3,4,3,3,3,2,2,11,2,2,1,4,1,1,4,2,9,2432
1,122,356,1,2,1,2,3,9,2,3,2,2,1,3,3,3,2,3,2,2,2,3,2,2,2,2,9,1783
1,122,357,1,1,1,2,3,9,2,3,4,3,1,3,2,2,2,2,2,1,1,4,1,1,3,2,9,2430
1,122,358,1,2,2,2,3,9,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,9,6949
1,122,359,1,1,2,2,3,9,2,3,1,1,1,3,4,1,11,6,3,3,4,4,2,2,1,2,9,6004
1,122,360,1,1,2,2,3,9,2,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,4,2,9,3944
1,122,361,1,1,2,2,3,9,2,3,2,2,1,2,1,2,2,2,2,2,3,4,1,2,4,2,9,2703
1,122,362,1,1,2,2,3,9,2,3,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,9,5133
1,122,363,1,1,2,2,3,9,2,3,2,1,3,3,2,2,1,2,1,2,2,1,3,3,3,2,9,4140
1,122,364,1,1,3,2,3,9,2,3,1,3,3,1,1,1,3,3,3,1,1,4,2,3,2,2,9,4678
1,122,365,1,2,3,2,3,9,2,3,1,3,2,1,2,2,2,2,2,1,3,4,1,1,3,2,9,1168
1,122,366,1,1,3,2,3,9,2,3,1,1,1,3,1,1,2,2,1,2,1,3,1,2,2,2,9,3326
1,122,367,1,1,3,2,3,9,2,3,2,3,3,3,2,2,2,9,2,1,2,4,1,1,3,2,9,2827
1,122,368,1,1,3,2,3,9,2,3,2,2,2,3,1,1,2,2,1,1,1,1,1,2,2,2,9,5432
1,122,369,1,1,3,2,3,9,2,3,3,3,1,4,4,2,2,2,2,2,4,2,1,1,2,2,9,2413
1,122,370,1,1,3,2,3,9,2,3,3,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,9,1976
1,122,371,1,1,2,3,3,9,4,3,1,1,1,1,1,1,1,1,1,1,5,6,2,3,1,2,6,4311
1,122,372,1,1,2,3,3,9,4,3,2,3,2,3,3,2,7,11,2,2,3,3,1,1,1,2,6,5406
1,122,373,1,1,2,3,3,9,4,3,3,4,3,3,3,2,2,6,3,1,4,4,1,2,4,1,6,2935
1,122,374,1,1,3,3,3,9,4,3,1,1,1,3,3,1,9,2,5,2,5,3,1,1,3,1,6,2171
1,122,375,1,1,3,3,3,9,4,3,1,1,1,1,1,1,1,1,1,3,1,1,2,4,2,1,6,2609
1,122,376,1,1,3,3,3,9,4,3,1,3,3,3,3,1,6,2,3,3,1,3,1,1,2,1,6,2906
1,122,377,1,1,2,2,3,9,4,3,2,3,3,3,2,2,2,2,2,1,1,3,1,3,2,2,9,6665
1,122,378,1,1,2,2,3,9,4,3,3,4,4,4,4,3,2,2,3,2,2,1,3,2,1,2,9,2159
1,122,379,1,1,2,2,3,9,4,3,3,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,9,2642
1,122,380,1,2,1,3,3,9,3,3,1,1,2,3,5,3,6,2,2,1,1,6,1,1,3,2,6,5614
1,122,381,1,1,3,3,3,9,3,3,2,1,2,2,3,1,2,2,1,1,1,3,2,2,2,2,6,3331
1,122,382,1,1,3,3,3,5,3,3,3,3,2,3,4,3,3,3,2,2,1,4,2,2,1,2,6,4327
1,122,383,1,1,2,1,3,9,3,3,3,1,2,3,1,1,1,3,1,2,1,3,1,2,2,2,9,3302
1,122,384,1,2,3,1,3,9,3,3,3,4,4,3,4,1,1,2,3,3,2,3,1,1,2,2,9,5129
1,122,385,1,1,1,2,3,9,3,3,1,3,2,2,3,1,2,2,2,1,1,4,1,1,3,2,9,2406
1,122,386,1,2,1,2,3,9,3,3,3,4,2,3,2,2,2,3,2,2,1,3,2,2,2,2,9,2634
1,122,387,1,2,3,2,3,9,3,3,2,2,4,4,2,2,2,2,2,2,5,6,4,5,5,2,9,5612
1,122,388,1,1,3,2,3,9,3,3,2,2,3,3,2,3,1,2,5,1,2,3,2,4,1,2,9,1969
1,122,389,1,1,3,2,3,9,3,3,3,4,4,4,3,2,2,2,2,2,1,1,1,1,2,2,9,6024
1,122,390,1,2,1,1,4,9,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,9,3344
1,122,391,2,1,1,2,4,9,4,4,3,1,1,2,2,1,11,11,1,1,4,4,2,1,2,2,9,6510
1,122,392,1,2,3,3,4,5,4,4,2,1,1,1,2,3,1,1,3,1,4,2,1,4,1,1,9,6923
1,122,393,1,1,3,4,4,11,4,4,1,3,4,3,4,3,6,6,1,3,5,6,3,4,1,1,7,6643
1,122,394,1,1,3,2,4,5,3,4,1,1,1,2,1,1,1,2,3,1,1,3,2,1,2,2,9,5312
1,122,395,2,1,3,2,4,9,1,3,2,1,1,3,1,2,3,3,3,3,1,3,2,1,3,2,9,5716
1,122,396,1,2,2,1,4,9,1,3,2,1,3,3,3,1,5,2,1,1,3,1,1,1,4,2,9,4837
1,122,397,1,1,1,1,4,9,1,3,2,1,3,3,2,1,3,2,1,1,3,1,1,1,4,2,9,4801
1,122,398,1,2,1,1,4,9,1,3,2,1,3,3,2,1,8,2,1,1,3,1,1,1,1,2,9,4802
1,122,399,1,1,3,2,4,9,2,3,1,1,1,1,1,1,1,1,1,1,5,6,2,2,1,2,9,1242
1,122,400,1,1,3,2,4,9,2,3,2,2,3,4,3,2,2,3,2,2,1,3,1,2,1,2,9,5062
1,122,401,1,2,2,2,4,9,2,3,2,3,2,4,3,2,2,2,2,3,1,4,1,2,2,2,9,5063
1,122,402,1,1,3,2,4,5,2,3,3,2,2,3,3,2,2,2,2,2,1,4,1,1,2,2,9,1713
1,122,403,1,1,2,3,4,9,2,3,3,1,1,1,2,2,3,3,3,3,1,4,2,3,1,2,7,3321
1,122,404,1,1,3,3,4,9,2,3,1,2,4,2,2,4,3,3,3,2,1,4,2,2,2,2,7,2929
1,122,405,2,2,3,2,4,1,4,3,1,3,4,3,1,1,11,11,1,1,4,6,2,2,2,2,9,6522
1,122,406,1,2,3,3,4,3,4,3,4,4,4,4,4,2,2,2,2,2,1,3,1,1,4,1,7,2168
1,122,407,1,2,3,4,4,9,4,3,4,3,1,1,4,2,2,2,3,3,1,1,3,1,1,1,7,6950
1,122,408,1,1,3,2,4,3,4,3,1,1,3,3,2,1,2,2,1,4,1,3,1,1,4,1,9,2178
1,122,409,2,2,3,2,4,7,3,3,4,4,4,4,4,3,10,5,3,3,2,3,3,1,2,1,9,8704
1,122,410,2,1,1,2,4,10,3,3,2,3,3,3,3,2,11,11,3,2,1,1,2,2,2,2,9,8982
1,122,411,1,1,3,3,4,12,3,3,4,3,3,3,4,3,6,12,3,3,1,5,3,2,4,1,7,8121
1,122,412,1,1,3,2,4,4,3,3,1,2,2,3,2,1,2,2,3,1,4,4,2,1,2,1,9,3832
1,122,413,1,2,3,2,4,3,3,3,3,3,2,2,3,1,2,8,1,1,1,3,2,2,2,2,9,4317
1,122,414,1,2,3,2,4,5,3,3,3,3,3,3,2,4,2,5,5,2,1,3,1,2,1,1,9,4339
1,122,415,1,1,3,2,4,7,3,3,3,3,3,2,3,2,3,3,2,3,4,3,2,2,4,2,9,4669
1,122,416,2,1,3,2,4,9,5,3,1,1,1,1,1,4,2,1,1,1,1,6,1,2,2,2,9,3608
1,122,417,1,1,4,4,3,9,2,4,2,2,1,1,4,1,6,12,1,2,1,4,2,2,3,2,6,2606
1,122,418,1,2,4,3,3,9,3,3,2,4,3,2,3,2,2,2,1,3,1,1,2,2,1,2,6,4310
1,122,419,1,1,4,2,3,9,3,3,2,3,2,3,2,3,3,3,1,1,1,1,1,4,2,2,9,7838
1,122,420,1,1,4,2,3,9,3,3,2,2,1,3,3,2,2,2,1,1,1,4,1,2,3,2,9,6153
1,122,421,1,1,4,1,3,9,2,3,2,1,1,3,2,3,4,3,3,2,1,3,1,1,2,1,9,5001
1,122,422,1,1,4,2,3,9,2,3,2,1,2,1,1,1,1,3,1,3,1,3,2,2,2,2,9,1289
1,122,423,1,1,4,2,3,9,2,3,2,2,3,4,3,2,2,2,2,2,1,3,1,2,1,2,9,5012
1,122,424,1,1,4,4,5,11,3,4,2,2,1,3,1,3,3,6,2,1,1,1,3,4,4,2,7,1281
1,122,425,1,2,4,5,5,9,2,3,2,3,3,3,4,1,2,1,3,1,1,3,1,1,3,1,9,1252
1,122,426,1,2,5,2,4,9,1,3,2,3,1,2,3,3,2,11,3,1,2,3,1,2,3,2,9,8314
1,122,427,1,2,6,3,4,1,4,3,2,2,1,3,3,3,4,4,2,3,1,1,2,2,1,1,7,6953
1,122,428,1,1,4,3,4,1,3,3,2,3,4,3,3,2,6,2,2,2,1,6,2,1,2,1,7,2709
1,122,429,2,1,4,2,4,9,2,3,2,2,4,4,2,2,2,2,1,2,2,4,2,2,2,2,9,4195
1,122,430,1,1,4,4,3,9,1,4,1,1,2,1,2,1,1,11,1,3,2,3,2,2,2,2,6,8630
1,122,431,1,1,4,2,3,9,2,4,1,2,2,3,2,1,5,11,3,3,1,3,1,3,5,2,9,3856
1,122,432,1,1,4,3,3,9,2,4,1,1,1,2,1,1,1,3,2,1,1,3,4,5,1,2,9,5371
1,122,433,1,1,4,2,3,9,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,9,2645
1,122,434,1,1,4,5,3,9,3,3,1,1,1,2,3,1,1,6,1,2,4,5,3,5,1,2,9,5366
1,122,435,1,1,4,2,3,9,1,3,1,2,1,1,1,1,2,1,1,1,5,6,3,5,4,2,9,1241
1,122,436,1,2,4,2,3,9,2,3,1,1,1,1,1,1,1,1,1,1,5,6,2,1,4,2,9,5340
1,122,437,1,2,4,2,3,11,2,3,1,2,1,1,1,1,3,1,1,1,2,1,2,2,2,2,9,2876
1,122,438,1,2,4,2,3,9,2,3,1,2,1,1,3,1,2,1,1,2,1,1,2,2,4,2,9,7807
1,122,439,1,1,4,2,3,5,2,3,1,1,4,3,2,1,2,6,2,3,4,3,1,1,3,2,9,5307
1,122,440,1,1,5,2,3,9,2,3,1,1,1,1,1,1,1,1,2,2,1,4,2,1,4,2,9,5440
1,122,441,1,1,4,3,3,9,2,3,1,3,2,2,2,1,2,2,1,1,1,1,2,4,1,1,6,2708
1,122,442,1,1,4,4,4,1,4,4,1,1,1,1,1,1,1,8,1,3,5,6,3,2,1,1,7,6005
1,122,443,1,1,4,3,4,5,4,3,1,3,4,2,3,1,2,2,1,2,1,1,2,3,1,2,7,4659
1,122,444,1,1,4,4,4,9,4,3,1,2,4,4,3,3,3,1,2,3,4,4,3,3,1,2,7,6956
1,122,445,1,1,4,4,4,9,3,3,1,1,1,1,1,1,1,1,1,1,5,6,3,4,1,2,7,5311
1,122,446,1,1,4,1,4,9,3,3,1,1,1,2,1,1,1,3,1,1,3,4,2,2,2,2,9,5362
1,122,447,1,1,5,4,4,9,4,3,1,1,2,3,1,2,2,4,2,3,1,3,2,2,2,2,7,3357
1,122,448,2,1,4,2,4,9,2,3,1,1,1,3,3,1,1,2,2,2,1,4,1,2,4,2,9,1458
1,122,449,2,1,4,2,4,12,2,3,1,1,3,3,1,1,2,2,2,2,1,3,1,2,3,2,9,2053
1,122,450,1,1,4,3,4,9,2,3,1,1,1,1,1,1,1,1,1,1,5,6,3,2,4,1,7,5065
1,122,451,1,2,4,4,3,9,4,4,4,3,1,1,4,3,6,1,3,3,2,2,3,4,4,1,6,8632
1,122,452,1,2,4,4,3,9,4,3,4,4,4,3,3,1,1,1,1,1,1,1,3,3,2,2,9,6955
1,122,453,1,1,6,4,5,7,4,4,4,3,4,4,4,2,2,3,2,2,1,3,1,1,1,2,7,2700
1,122,454,1,4,4,4,5,11,4,4,4,4,4,4,4,1,4,11,1,1,2,3,3,4,4,2,7,4836
1,122,455,1,2,6,4,5,9,4,3,4,4,1,1,4,3,7,5,5,4,5,6,3,4,1,2,7,5425
1,122,456,1,2,4,3,4,3,3,3,4,3,1,1,3,3,1,1,1,3,4,4,2,3,2,2,7,6902
1,122,457,1,1,4,3,3,2,2,4,3,4,4,3,3,3,3,3,3,2,2,4,2,3,2,2,9,2437
1,122,458,2,1,5,2,3,12,4,4,3,2,2,4,3,3,3,7,3,3,2,1,1,1,4,1,9,5834
1,122,459,1,1,4,1,3,9,2,3,3,2,1,1,3,2,2,1,1,1,1,4,1,1,4,2,9,2844
1,122,460,1,1,4,2,3,9,2,3,3,3,2,4,4,2,1,11,1,4,4,1,2,3,2,2,9,6948
1,122,461,1,2,4,3,3,9,2,3,3,3,3,3,3,2,2,2,2,2,2,4,2,1,1,2,6,3927
1,122,462,1,1,4,4,3,9,4,3,3,4,2,2,4,3,2,11,3,1,2,6,1,1,4,2,9,2927
1,122,463,1,1,4,2,3,9,4,3,3,3,3,3,3,3,3,3,1,1,1,1,2,3,2,1,9,4654
1,122,464,1,2,4,3,3,9,3,3,3,1,2,2,3,1,1,2,2,2,1,1,2,2,2,2,6,5403
1,122,465,1,1,4,2,3,9,3,3,3,3,1,3,3,2,2,8,2,3,1,1,2,3,2,1,9,5030
