COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85
1,79,355,1,3,6,2,5,1,5,3,1,4,3,3,3,1,1,2,2,2,1,3,2,4,2,4,4,2,4,4,4,1,3,2,2,4,2,2,1,4,3,2,3,3,2,1,1,1,2,4,3,1,3,3,2,2,2,1,1,2,2,1,3,1,2,3,,207,9035,5,4,3,3,4,4,2,4,1,2,2,1,2,2,201292
1,79,356,1,3,6,3,3,1,5,3,1,3,2,1,2,1,2,1,1,2,1,1,1,3,2,2,3,2,3,3,2,2,1,1,2,6,3,3,3,2,2,1,2,4,1,10,3,10,4,3,6,4,4,4,2,1,1,1,1,2,2,2,2,2,2,2,,207,9035,6,2,3,2,2,2,2,4,1,2,2,1,2,2,200451
1,79,357,1,3,4,2,2,1,5,3,1,4,2,2,2,1,1,1,1,1,1,1,2,4,2,5,2,4,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,3,2,3,4,3,1,4,5,3,2,2,2,2,1,1,2,2,2,2,3,1,1,5,,207,9035,7,4,2,4,3,4,2,4,1,2,1,1,2,1,300182
1,79,358,1,3,6,4,1,1,5,3,1,2,2,3,3,1,2,3,1,2,1,2,1,5,2,1,2,2,1,4,1,3,4,1,2,1,2,1,1,3,2,1,3,3,1,10,4,10,4,3,4,3,2,3,2,2,1,1,1,3,1,3,1,2,2,2,,207,9035,8,3,3,3,2,3,2,4,1,4,1,1,2,2,300586
1,79,359,1,3,6,1,4,1,5,3,1,4,1,1,2,1,1,1,1,1,1,1,2,3,1,3,3,1,4,1,3,2,1,4,2,7,3,1,3,1,2,1,2,3,2,2,1,2,1,1,2,3,4,3,2,1,2,1,1,1,3,1,1,3,2,2,,207,9035,9,3,4,4,1,5,4,4,2,3,2,1,2,2,400380
1,79,360,2,3,3,6,4,1,5,3,0,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,2,4,3,3,1,1,2,1,1,1,2,2,2,1,1,4,4,3,4,3,2,1,1,2,1,1,3,2,2,2,3,0,,207,9036,0,1,2,1,1,1,4,4,1,5,1,1,2,2,400755
1,79,361,2,3,5,2,3,5,1,1,2,6,1,2,2,1,3,1,1,1,2,2,2,5,1,4,3,1,4,3,2,2,11,1,2,0,3,1,1,1,2,1,1,2,2,4,4,1,2,4,1,4,1,1,3,2,1,2,2,3,3,1,3,3,2,1,,207,9036,1,2,3,1,1,1,4,4,1,5,1,1,2,2,300632
1,79,362,2,3,5,1,3,1,5,3,1,3,1,3,3,1,1,1,1,1,1,1,1,4,2,4,4,3,4,4,4,3,2,3,3,4,3,3,1,3,4,3,3,3,1,10,3,10,4,3,3,3,2,2,2,2,2,2,2,3,3,1,3,2,1,3,,207,9036,2,4,4,4,4,5,4,4,2,2,1,1,2,2,301459
1,79,363,1,3,6,2,5,1,5,3,1,3,2,3,3,1,1,3,1,2,2,1,3,5,2,4,4,2,4,4,4,1,1,1,2,2,3,1,1,2,5,1,4,3,2,3,1,3,1,1,3,1,4,1,2,2,2,2,2,4,0,2,3,1,1,3,,207,9036,3,3,5,4,0,4,4,4,2,2,2,1,2,2,300167
1,79,364,1,3,6,3,2,1,5,3,1,3,3,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,3,3,3,4,2,1,1,2,2,1,1,2,2,1,2,2,2,2,4,2,1,1,1,3,2,2,2,1,1,2,2,2,3,2,1,2,2,2,,207,9036,4,2,2,2,2,2,4,4,1,2,1,1,2,2,301203
1,79,365,2,3,6,5,3,1,5,3,1,3,1,2,2,1,3,2,2,2,2,3,3,2,1,2,2,1,2,3,1,2,3,3,2,6,3,3,1,1,2,1,2,2,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,,207,9036,5,2,2,2,2,2,2,1,2,4,1,1,2,2,301179
1,79,366,1,3,0,5,1,1,5,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,2,1,1,1,0,1,3,4,1,4,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,,207,9036,6,2,2,2,1,2,2,1,5,3,3,1,1,1,101360
1,79,367,1,3,6,0,5,1,5,3,1,4,2,1,3,1,3,1,1,1,2,1,2,5,2,1,4,4,3,2,2,4,11,2,3,2,3,1,1,3,2,1,1,3,3,1,1,1,1,1,2,3,1,3,2,2,2,1,1,4,1,2,3,2,1,4,,207,9036,7,4,4,1,1,1,1,1,1,4,4,1,2,1,1057
1,79,368,2,3,6,2,5,1,5,3,1,3,2,4,2,1,1,1,1,1,1,3,1,4,2,4,4,3,4,4,1,4,3,2,3,4,2,1,1,2,2,1,4,3,1,10,1,1,2,4,2,4,2,2,2,2,1,2,2,4,3,1,3,2,1,4,,207,9036,8,4,4,2,2,2,1,1,2,3,3,1,2,2,301243
1,79,369,2,3,7,2,5,1,5,3,1,3,2,3,2,3,2,2,2,1,1,3,3,2,2,2,3,3,3,4,4,3,4,3,3,5,3,3,1,2,3,1,4,3,2,2,1,1,2,3,4,4,4,3,2,2,2,2,2,4,2,2,3,2,1,2,,207,9036,9,2,2,5,5,5,1,1,3,5,2,1,2,2,100638
1,79,370,1,3,2,6,2,1,5,3,2,4,1,1,1,2,2,1,1,2,1,1,1,3,1,1,1,1,3,2,2,2,1,1,3,1,3,1,2,1,1,1,2,2,3,2,7,2,1,1,1,1,2,2,2,1,2,2,2,1,3,1,1,2,1,1,,207,9037,0,1,1,1,1,1,1,1,2,2,1,1,2,3,100690
1,79,371,1,3,6,1,5,1,5,3,1,3,2,2,2,1,2,2,2,1,1,2,1,4,2,2,3,2,4,4,4,2,3,2,3,4,3,1,1,2,3,1,4,3,1,10,1,2,4,3,4,3,3,2,2,2,2,1,1,4,1,3,2,1,2,3,,207,9037,1,3,3,3,3,4,1,1,2,2,3,1,2,2,101044
1,79,372,2,3,6,9,5,1,5,3,2,2,2,3,2,1,1,1,1,1,1,2,2,4,2,1,4,3,4,3,2,3,2,3,3,5,3,2,1,4,4,3,4,3,1,10,1,10,4,3,4,3,3,3,2,2,2,2,1,4,2,1,2,1,2,4,,207,9037,2,4,4,2,2,4,2,2,2,3,2,1,2,2,400270
1,79,373,2,3,4,2,5,1,5,3,2,5,2,1,1,1,1,2,3,2,2,2,2,3,2,3,3,3,1,4,1,2,2,1,2,2,3,1,1,2,3,3,3,3,2,4,1,1,2,4,4,3,3,3,1,2,2,1,1,4,3,3,3,1,1,2,,207,9037,3,3,5,5,5,5,1,2,2,4,1,1,2,2,300985
1,79,374,2,3,6,5,3,1,5,3,2,4,2,3,3,1,1,2,3,3,3,1,1,4,2,4,4,3,4,4,4,1,1,1,2,1,2,2,1,4,4,3,4,3,2,3,1,3,1,4,6,3,3,3,2,2,2,2,2,4,1,1,3,2,1,3,,207,9037,4,4,4,3,4,4,1,2,1,1,1,1,2,2,100503
1,79,375,3,3,6,1,4,1,5,3,2,4,2,4,3,1,2,1,1,2,1,1,3,4,2,5,3,1,4,5,1,1,11,2,2,4,2,3,3,3,2,2,2,4,2,6,1,6,1,1,3,3,4,3,2,2,3,2,3,4,2,1,4,1,1,2,,207,9037,5,4,3,4,4,4,3,4,1,1,1,1,2,2,300968
1,79,376,1,3,6,3,5,1,5,3,1,3,2,3,3,1,1,1,2,1,1,1,3,4,2,4,3,2,4,4,2,1,1,6,3,7,3,2,2,4,4,3,3,3,1,10,1,10,4,4,3,4,4,3,2,2,2,2,2,4,3,3,3,1,4,1,,207,9037,6,1,1,1,4,4,3,4,1,4,3,1,2,1,101046
1,79,377,2,3,6,0,3,1,5,3,1,3,1,2,2,1,2,1,1,2,1,1,1,2,2,3,3,2,4,5,3,4,1,1,3,8,1,3,2,2,2,1,1,2,2,2,2,2,1,3,1,2,1,2,2,2,1,2,1,2,3,3,1,1,4,4,,207,9037,7,3,2,4,4,4,3,4,1,5,1,1,2,2,100763
1,79,378,1,3,6,0,5,1,5,3,1,3,2,3,3,1,2,1,2,1,1,1,1,5,2,3,3,2,1,4,4,2,2,1,2,2,1,1,1,2,4,1,3,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,3,1,3,1,1,4,,207,9037,8,4,5,2,3,4,3,4,2,2,1,1,2,1,401267
1,79,379,1,3,6,2,1,5,1,2,1,4,3,2,2,1,2,1,2,2,2,1,1,4,3,2,3,3,2,4,4,1,1,3,3,4,3,1,1,2,3,1,3,2,1,10,3,10,4,3,6,2,3,4,2,2,2,2,2,2,1,2,3,2,2,3,,207,9037,9,3,4,5,4,4,3,4,1,5,1,1,2,2,400724
1,79,380,3,3,5,6,3,1,5,3,1,4,1,1,2,2,2,2,2,2,1,1,3,3,3,2,2,2,4,4,2,2,3,1,1,1,1,2,3,2,2,1,1,2,2,2,1,1,1,3,3,2,2,3,3,2,2,2,2,2,3,2,3,2,1,2,,207,9038,0,3,2,2,1,2,3,4,2,4,1,1,2,2,300759
1,79,381,1,3,5,6,1,1,5,3,1,3,3,3,2,1,3,1,2,1,1,1,1,2,2,5,3,1,4,3,3,2,2,1,3,3,3,1,1,2,2,1,3,3,2,2,6,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,3,1,1,1,,207,9038,1,3,2,1,1,1,3,4,1,3,1,1,2,2,301468
1,79,382,2,3,6,2,5,1,5,3,1,4,2,3,3,1,1,3,2,2,1,1,1,5,2,4,3,2,4,3,4,1,1,3,3,7,3,3,3,3,1,2,2,3,2,8,1,1,1,4,3,2,2,3,3,2,2,2,2,3,3,3,3,2,4,4,,207,9038,2,4,4,5,4,4,3,4,1,4,2,1,2,3,300316
1,79,383,2,3,5,3,5,1,5,3,1,4,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,2,4,2,2,3,1,2,1,1,1,2,3,1,3,1,1,3,1,1,2,3,1,1,1,1,2,2,1,1,2,2,2,,207,9038,3,2,1,1,1,1,3,4,1,2,1,1,2,2,300870
1,79,384,1,3,6,2,5,1,5,3,1,4,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,4,2,1,2,1,1,3,1,2,1,3,1,2,1,1,1,2,3,1,3,1,3,4,3,3,3,2,1,1,1,1,3,1,1,1,2,2,1,,207,9038,4,3,2,2,2,3,3,4,1,3,1,1,2,2,300814
1,79,385,2,3,5,2,5,4,1,1,1,3,2,3,2,1,2,1,2,2,2,1,1,3,2,1,3,2,4,4,4,1,1,3,1,4,1,2,2,2,3,2,2,2,1,10,1,10,4,4,4,4,4,3,2,2,2,2,2,3,3,1,2,1,2,3,,207,9038,5,3,4,3,4,4,2,4,2,5,3,1,2,1,100272
1,79,386,1,3,5,2,5,1,5,3,1,4,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,4,2,2,2,2,3,2,6,2,1,3,2,3,1,2,2,2,2,1,1,2,3,2,2,1,1,3,2,3,2,1,2,2,2,2,1,1,2,,207,9038,6,3,4,4,4,3,2,4,2,5,1,1,2,2,300599
1,79,387,1,3,5,5,3,1,5,3,1,4,1,1,2,1,2,1,2,1,2,1,1,2,2,1,3,2,3,4,2,1,1,2,2,3,3,2,1,2,3,1,1,2,2,3,2,1,2,1,5,2,1,3,2,1,1,1,1,2,1,2,2,1,1,3,,207,9038,7,3,1,2,1,1,4,4,1,5,1,1,2,3,200801
1,79,388,1,3,3,6,4,1,5,3,1,3,2,3,3,1,3,1,1,1,1,1,1,4,3,5,2,3,2,2,4,1,1,3,3,4,2,1,2,3,3,1,5,3,1,10,1,10,4,3,4,3,4,3,2,2,2,1,1,4,2,1,3,1,2,2,,207,9038,8,2,2,4,2,4,3,4,2,4,3,1,2,2,300496
1,79,389,4,3,7,1,4,1,5,3,1,3,2,4,2,1,2,1,2,1,1,1,1,4,2,1,2,5,1,3,3,4,10,2,2,5,3,3,3,2,3,2,5,4,2,5,1,1,2,1,3,4,1,4,2,2,3,3,1,2,1,1,1,1,3,2,,207,9038,9,2,3,2,2,2,3,4,2,3,2,1,2,2,300639
1,79,390,1,10,7,3,4,4,1,2,1,2,1,1,1,3,2,1,1,1,1,2,3,3,3,5,2,2,3,3,1,4,10,1,2,1,2,3,1,2,2,1,3,4,1,10,1,4,2,3,4,4,1,2,2,3,3,1,1,3,2,1,3,1,2,3,,207,9039,0,2,2,2,2,3,3,3,1,2,2,3,2,3,200486
1,79,391,4,10,4,2,1,1,5,3,1,6,2,3,3,1,1,2,3,3,3,3,2,5,2,4,3,3,4,4,4,4,4,2,1,11,2,2,1,3,3,2,2,2,2,8,1,10,4,3,6,3,3,2,3,2,2,2,1,1,3,2,1,1,1,2,,207,9039,1,2,4,1,1,1,2,2,5,5,5,3,1,2,200461
1,79,392,1,10,6,3,5,1,5,3,1,3,1,4,2,1,3,2,2,2,2,2,3,4,3,3,3,2,3,4,4,4,3,1,2,3,2,1,1,1,2,1,2,3,2,2,1,2,1,2,3,2,1,1,2,2,1,2,2,3,1,2,3,2,2,2,,207,9039,2,2,3,3,3,3,2,2,2,3,3,3,2,2,100311
1,79,393,3,10,6,2,3,4,1,2,1,5,2,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,3,4,1,2,2,2,2,3,2,2,3,1,1,1,1,1,3,2,3,2,1,1,3,3,3,2,3,1,1,1,1,1,3,2,2,2,4,1,,207,9039,3,1,1,1,1,1,4,4,2,2,3,3,2,2,400057
1,79,394,5,10,5,8,4,1,5,3,2,5,1,2,1,2,2,1,2,2,3,2,1,2,1,1,1,3,2,3,3,3,5,1,3,2,2,1,1,3,5,1,4,1,2,8,1,10,4,4,1,4,1,4,2,2,2,2,2,3,1,2,3,1,1,2,,207,9039,4,2,4,5,4,3,2,1,2,3,3,3,2,1,1023
1,79,395,3,10,4,3,5,1,5,3,1,6,3,2,1,1,3,3,2,1,1,3,2,2,2,2,2,1,2,4,4,1,3,2,1,2,2,2,2,1,1,1,1,2,3,2,1,6,1,1,3,1,4,2,2,2,2,2,2,3,3,2,1,2,2,1,,207,9039,5,1,2,2,2,1,3,1,1,2,1,3,2,1,301223
1,79,396,3,10,5,3,1,1,5,3,1,5,2,4,2,1,2,2,3,2,3,1,2,4,2,2,3,3,2,4,4,4,4,1,3,1,1,1,1,3,3,2,2,3,4,3,1,3,1,1,4,2,2,2,1,2,3,3,1,3,2,3,4,3,3,3,,207,9039,6,3,4,3,3,3,1,2,2,2,2,3,2,3,200085
1,79,397,3,10,5,3,5,4,3,2,2,3,3,2,2,1,1,1,2,2,2,1,3,4,3,3,3,2,3,3,3,1,1,1,3,5,3,1,3,2,3,1,2,3,2,5,1,5,1,3,5,3,3,3,3,2,3,1,1,2,2,2,1,1,1,2,,207,9039,7,2,2,2,3,2,3,4,4,2,2,3,2,3,300922
1,79,398,2,10,4,7,1,4,2,2,1,4,2,1,2,1,3,1,2,1,2,3,3,2,2,3,2,2,3,4,1,3,3,1,3,4,2,1,2,2,2,1,2,2,2,2,4,2,1,4,5,3,3,3,2,1,1,1,1,2,2,2,2,3,2,3,,207,9039,8,2,3,2,2,2,3,4,2,4,2,3,2,2,400102
1,79,399,1,10,3,1,3,4,1,2,1,4,3,1,1,2,2,1,2,2,1,2,1,1,1,1,3,5,4,4,2,4,2,1,3,3,3,3,3,2,2,1,5,1,2,3,4,3,1,3,3,4,2,3,3,1,1,1,1,2,2,1,3,1,2,2,,207,9039,9,3,2,1,2,2,3,4,2,3,2,3,1,2,300398
1,79,400,7,10,6,5,4,5,1,1,1,5,2,1,1,3,2,1,2,2,1,2,2,1,1,2,1,1,4,4,2,4,2,2,2,3,3,3,1,2,2,1,3,1,2,7,1,2,2,3,2,3,3,2,2,1,1,1,1,2,2,1,2,2,2,1,,207,9040,0,2,3,3,2,2,3,4,2,4,2,3,2,1,300882
1,79,401,1,10,6,3,5,1,5,3,1,2,2,3,3,1,1,1,2,1,1,2,1,4,2,4,4,2,4,1,2,2,1,1,2,4,2,2,3,3,2,2,2,3,1,10,1,10,4,4,5,3,3,1,2,2,1,1,1,4,1,3,3,1,1,3,,207,9040,1,4,4,2,2,2,2,4,1,2,3,3,1,1,400268
1,79,402,3,10,3,2,5,1,5,3,1,4,3,1,1,2,2,1,1,1,2,2,3,2,1,1,1,1,2,3,2,2,3,1,3,0,3,2,3,1,1,1,3,2,2,3,1,3,1,1,4,3,2,2,1,1,1,1,1,1,2,2,2,2,2,1,,207,9040,2,2,2,1,1,1,4,4,5,2,3,3,1,2,400766
1,79,403,3,10,6,3,1,4,1,2,1,5,1,1,1,2,2,1,1,2,2,3,3,1,1,1,1,1,2,3,5,4,11,1,2,1,1,1,1,2,2,1,1,1,2,3,6,3,1,1,4,3,4,2,2,2,1,2,1,2,1,2,3,2,1,2,,207,9040,3,2,2,2,2,2,3,4,2,3,1,3,0,2,300680
1,79,404,1,10,7,3,4,4,1,2,1,2,3,2,2,3,2,1,2,1,2,3,3,2,2,2,2,2,3,4,3,4,3,3,2,5,2,1,1,2,3,1,5,2,1,10,1,1,2,1,2,2,1,2,4,2,2,2,2,2,2,2,2,1,2,2,,207,9040,4,3,2,2,2,2,3,4,2,3,1,3,2,2,300205
1,79,405,4,10,7,9,4,2,3,3,1,4,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,4,3,2,3,1,3,2,3,2,3,2,2,1,2,2,2,5,1,5,1,3,4,3,3,2,3,1,1,1,1,1,2,2,2,2,3,1,,207,9040,5,2,2,2,2,1,3,4,2,2,2,3,1,2,300929
1,79,406,1,10,5,3,5,2,5,3,1,5,2,2,2,1,1,1,2,2,2,1,2,4,3,5,3,1,3,2,1,4,3,1,2,2,2,3,2,2,2,1,2,3,3,5,6,5,1,4,2,1,4,2,2,2,2,3,1,1,1,2,4,2,1,2,,207,9040,6,2,2,2,2,2,2,4,1,2,2,3,2,2,400743
1,79,407,4,10,5,4,1,1,5,3,1,5,2,2,1,2,2,1,2,1,2,1,2,2,1,1,4,2,4,4,4,1,1,1,2,1,1,1,3,1,2,1,1,3,2,5,1,5,1,4,3,3,3,3,1,1,2,1,1,1,3,2,3,2,1,3,,207,9040,7,3,5,2,4,2,1,4,2,5,4,3,2,1,101280
1,79,408,2,10,2,2,1,1,5,3,1,4,2,1,2,0,2,2,2,0,2,1,2,2,3,2,2,2,4,4,4,2,3,1,2,2,2,3,3,1,2,1,5,4,2,3,1,3,1,3,5,2,2,2,2,3,1,2,1,2,1,2,3,3,1,3,,207,9040,8,4,3,1,1,2,2,4,1,3,1,3,2,2,300149
1,79,409,2,10,7,3,5,4,1,2,2,2,2,4,3,3,1,2,3,3,3,3,2,4,2,4,4,3,1,4,4,4,2,4,3,11,3,1,3,4,5,3,4,3,1,10,4,2,2,4,5,4,4,3,3,2,2,2,2,3,3,2,3,1,1,4,,207,9040,9,4,4,3,4,5,3,4,3,4,4,3,2,2,200474
1,79,410,3,10,4,2,1,1,5,3,1,5,2,4,2,1,2,1,2,2,2,1,2,3,2,1,3,2,4,3,3,2,3,1,3,2,2,2,1,2,2,1,5,2,3,3,3,1,2,1,5,4,3,4,2,2,1,1,1,1,1,2,3,3,4,1,,207,9041,0,3,4,1,1,1,3,4,2,5,1,3,2,1,400047
1,79,411,1,10,3,3,5,2,1,3,1,2,3,1,1,3,3,3,2,2,1,2,2,3,2,2,5,2,4,3,1,1,3,2,3,4,3,3,3,3,2,1,2,2,2,2,2,1,1,1,6,2,2,4,4,2,3,2,2,2,2,2,3,3,2,2,,207,9041,1,5,0,0,0,0,0,4,5,5,5,3,2,2,301082
1,79,412,5,10,5,4,4,5,1,2,1,5,1,2,1,2,2,1,2,2,3,3,2,1,1,1,1,2,4,4,1,2,1,1,2,1,3,2,1,2,3,1,2,1,3,2,1,2,1,1,4,1,4,2,2,2,1,2,1,2,1,1,2,1,2,2,,207,9041,2,2,2,4,3,3,1,4,2,3,2,3,1,2,401167
1,79,413,5,11,6,5,3,1,5,3,2,6,3,2,1,1,2,1,2,1,1,3,2,2,2,2,2,1,4,3,1,4,1,3,3,7,3,1,1,3,3,2,3,3,2,8,1,9,1,3,4,4,3,3,2,2,1,2,2,2,3,2,3,2,3,2,,207,9041,3,2,2,3,2,2,1,3,4,4,2,3,2,2,100353
1,79,414,4,11,6,4,4,4,2,1,1,5,2,2,3,2,2,1,1,2,2,1,2,2,2,3,3,2,4,4,2,2,2,1,3,6,3,2,1,1,3,2,2,2,2,0,3,1,2,4,4,3,2,3,2,2,2,2,2,2,2,1,2,2,1,1,,207,9041,4,1,2,2,2,2,3,3,1,2,3,3,2,2,201296
1,79,415,1,11,5,5,5,1,5,3,1,3,2,4,3,1,1,2,2,2,3,3,2,4,1,4,4,2,2,4,3,3,4,1,3,4,2,3,1,3,3,2,3,3,2,3,1,1,2,1,5,2,3,3,2,1,1,1,1,2,2,2,2,1,1,2,,207,9041,5,2,3,3,4,4,3,3,2,5,4,3,1,2,300301
1,79,416,2,11,5,1,0,1,5,3,1,3,2,3,1,2,2,1,2,2,2,3,2,2,2,3,2,2,4,4,4,3,5,1,0,4,3,1,1,3,3,1,2,2,2,4,1,1,2,1,4,3,2,2,2,2,1,1,1,2,1,2,3,2,2,2,,207,9041,6,3,3,4,4,4,3,2,1,1,1,3,0,2,300622
1,79,417,1,11,6,3,4,2,2,3,1,5,2,4,2,1,1,1,2,2,2,1,2,4,2,4,4,5,3,4,4,4,0,0,0,0,0,1,1,5,2,1,2,3,2,1,6,1,1,4,1,3,3,3,2,1,1,3,1,3,1,1,3,3,1,3,,207,9041,7,2,2,4,4,4,3,2,3,4,3,3,2,2,300898
1,79,418,4,11,6,3,3,4,1,2,2,3,2,4,2,1,2,1,1,1,2,3,3,4,2,2,3,1,3,5,5,4,3,2,3,4,3,1,1,2,2,1,2,2,3,2,2,1,2,1,3,1,2,2,2,1,1,1,1,2,1,2,1,3,1,2,,207,9041,8,2,2,2,1,1,4,4,2,3,2,3,2,2,400729
1,79,419,1,11,5,2,3,1,5,3,1,4,2,3,2,1,2,1,2,1,1,3,2,3,3,2,2,2,4,3,3,4,3,1,3,1,1,2,1,2,3,1,5,3,2,3,7,3,1,4,3,3,2,3,3,2,1,2,1,3,2,2,3,1,1,3,,207,9041,9,4,3,3,3,4,1,2,3,3,2,3,2,2,201159
1,79,420,4,11,6,3,4,1,5,3,2,2,2,4,0,1,1,1,2,1,2,2,2,4,2,2,4,2,3,3,3,2,11,1,3,4,3,1,1,2,4,1,4,3,1,10,1,10,4,3,4,3,3,3,4,2,1,1,1,2,2,3,2,1,3,1,,207,9042,0,2,5,3,2,2,4,4,4,3,3,3,0,2,507
1,79,421,1,11,5,2,5,1,5,3,1,4,2,2,3,1,1,1,2,2,2,3,2,3,2,4,4,3,2,4,4,3,6,3,3,9,3,1,2,2,3,1,2,2,2,3,1,1,2,3,5,2,3,2,3,1,1,1,1,2,2,1,2,2,3,1,,207,9042,1,3,3,2,2,2,2,2,1,5,2,2,1,2,400147
1,79,422,5,11,5,1,5,5,1,2,1,5,2,3,3,1,1,1,2,3,3,3,2,4,2,4,3,2,2,4,5,4,4,4,3,11,0,1,2,5,4,4,4,4,2,6,1,6,1,2,6,3,3,3,4,3,2,3,1,3,2,1,4,3,1,1,,207,9042,2,5,5,5,4,4,1,2,5,4,3,2,1,2,100409
1,79,423,2,11,4,2,5,1,5,3,1,3,1,1,1,1,3,1,2,3,2,3,2,5,2,1,3,1,3,1,1,2,3,11,2,10,1,3,1,1,1,1,2,1,2,2,1,1,1,1,4,2,3,2,2,1,1,1,1,3,1,2,3,3,1,3,,207,9042,3,4,4,4,4,2,1,2,2,2,2,2,1,1,100782
1,79,424,2,11,2,0,4,1,5,3,1,4,2,4,3,2,1,2,3,1,3,3,2,3,2,3,2,1,1,4,4,3,6,1,3,2,3,1,3,2,3,1,4,4,3,1,2,1,1,3,5,2,3,4,3,1,1,3,1,2,1,2,2,1,2,5,,207,9042,4,5,2,4,4,2,1,2,2,2,2,2,1,2,300133
1,79,425,2,11,6,3,4,1,5,3,1,4,2,1,2,1,2,2,1,1,1,1,2,4,2,2,4,2,4,4,2,1,6,1,3,2,2,1,3,2,2,1,1,1,4,2,4,2,1,1,1,3,2,3,1,2,2,2,1,3,3,1,3,1,1,2,,207,9042,5,3,2,4,2,4,4,4,1,5,1,2,1,2,301108
1,79,426,5,11,4,3,3,4,1,1,1,6,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,4,2,1,2,2,3,3,6,3,1,1,1,1,1,2,1,3,2,1,2,1,1,4,3,1,3,2,1,1,1,1,1,3,2,2,1,3,1,,207,9042,6,3,4,1,1,1,3,4,1,2,2,2,2,2,300861
1,79,427,1,11,5,2,3,4,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,4,2,3,3,1,4,4,1,3,5,1,3,1,2,1,1,2,2,1,3,2,1,10,1,10,4,4,3,3,2,3,3,2,1,2,1,1,1,1,1,1,1,1,,207,9042,7,1,2,2,1,1,4,4,1,1,1,2,2,1,100190
1,79,428,4,11,4,0,4,5,2,1,1,5,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,3,1,3,1,2,6,2,3,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,4,1,,207,9042,8,2,2,2,3,3,4,4,2,3,2,2,2,3,101070
1,79,429,3,11,7,3,4,4,4,2,2,4,2,3,3,1,1,1,1,1,2,1,2,5,2,4,4,2,3,4,3,1,2,1,3,2,2,2,2,1,3,1,2,2,2,2,1,2,1,4,5,3,2,2,2,1,1,1,1,4,2,1,3,2,3,3,,207,9042,9,3,4,4,1,4,3,4,3,3,2,2,1,2,400429
1,79,430,6,11,5,8,2,2,5,3,1,5,2,3,1,3,2,1,2,2,2,3,2,3,3,1,2,2,4,4,4,2,3,1,2,2,2,2,1,2,2,1,2,2,2,2,4,2,1,4,2,3,2,2,2,1,1,2,1,2,1,2,3,2,2,2,,207,9043,0,2,2,3,2,2,3,4,1,3,1,2,2,2,301248
1,79,431,1,11,2,1,4,4,3,1,1,5,3,4,3,1,2,2,2,3,3,3,2,5,2,5,4,3,4,4,5,2,4,1,1,2,2,2,3,4,3,2,3,4,1,10,2,1,2,4,6,3,2,3,2,2,3,2,2,4,1,2,3,2,1,4,,207,9043,1,4,4,4,2,2,2,4,3,4,4,2,1,2,401436
1,79,432,5,11,6,6,5,4,4,2,2,5,2,3,2,1,3,2,3,3,3,1,2,5,2,3,3,2,4,4,2,4,11,3,3,4,3,2,1,3,4,2,3,2,3,2,2,2,1,1,5,3,3,3,2,2,2,2,1,4,3,2,2,1,2,2,,207,9043,2,3,2,4,5,4,2,4,3,3,5,2,2,2,401339
1,79,433,5,11,5,2,4,5,1,2,1,6,2,4,2,1,1,1,2,2,2,3,2,4,2,4,3,1,2,4,4,3,2,3,3,6,3,1,1,2,2,1,2,4,1,9,2,8,3,3,4,3,3,4,1,1,1,1,1,3,1,1,3,1,1,2,,207,9043,3,5,2,4,2,4,2,4,1,1,2,2,1,3,401119
