CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.54..1,Q.54..2,Q.54..3,Q.54..4,Q.54..5,Q.54..6,Q.54..7,Q.54..8,Q.54..9,Q.54..10,Q.54..11,CARD..1,DECK..1,BALLOT..1,NA.1,X.,X..1,X..2,X..3,Q.55.,Q.56.,Q.57.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65A.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78A.,Q.78B.,Q.78C.,V.82.,V.83.,V.84.
1,115,176,3,1,5,4,1,1,7,7,3,1,2,2,1,1,1,2,3,2,1,2,4,2,4,3,3,2,2,1,5,2,3,5,2,3,2,1,1,3,2,2,5,3,2,1,2,1,1,3,2,1,1,1,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,115,176,3,2,2,2,2,3,2,4,5,1,3,2,1,1,1,4,4,2,5,5,2,10,2,5,2,2,2,1,2,1,2,15
1,115,177,3,1,3,4,1,1,7,8,3,1,4,2,3,1,2,1,2,2,2,2,3,2,4,2,2,2,2,1,4,4,2,4,4,3,11,1,5,3,1,3,3,5,2,2,2,2,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,115,177,3,2,2,1,2,3,2,2,6,2,3,5,1,1,1,4,4,2,1,4,3,4,1,8,2,2,1,1,1,1,2,4
1,115,178,3,1,6,4,4,1,7,8,3,1,3,2,2,3,1,1,2,3,1,2,3,1,2,2,1,2,1,1,3,1,5,2,1,2,2,2,2,3,1,2,3,4,3,2,4,1,1,3,3,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,115,178,3,2,2,2,2,3,2,4,5,2,3,3,1,1,1,4,4,2,2,4,4,10,2,3,2,2,1,2,1,1,2,6
1,115,179,3,1,6,4,1,2,7,3,3,1,2,2,2,1,1,1,2,2,2,1,4,2,4,2,1,2,2,1,4,1,2,4,3,2,3,1,3,3,2,3,3,2,4,2,2,2,1,3,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,115,179,3,2,2,2,2,4,2,2,5,2,3,3,1,1,1,2,4,2,1,2,3,10,2,5,2,2,2,2,2,1,2,20
1,115,180,3,1,1,4,3,1,7,3,3,1,3,2,2,2,1,1,2,2,2,1,3,2,3,1,3,2,1,1,3,1,1,1,3,2,11,2,1,3,0,3,2,5,2,1,1,1,1,3,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,115,180,3,2,2,2,2,3,2,1,5,1,3,3,1,1,1,4,1,1,2,0,4,10,1,4,1,2,2,1,1,1,2,14
1,115,181,3,1,3,4,4,1,7,7,3,1,3,2,2,1,2,0,2,2,2,2,0,3,3,2,1,2,2,1,5,4,2,4,1,2,2,1,3,3,2,2,3,5,1,1,4,1,1,3,1,0,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,115,181,3,2,1,2,2,0,1,2,5,1,3,3,1,1,1,4,3,2,5,4,4,6,1,5,3,2,1,1,1,1,2,25
1,115,182,3,1,2,4,4,1,7,7,3,1,4,2,4,2,1,3,3,2,3,3,4,3,4,3,3,2,1,3,3,4,2,3,1,1,4,1,3,3,3,3,3,5,2,1,1,2,1,3,4,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,115,182,3,2,2,1,2,3,2,2,5,1,1,2,1,1,1,1,5,5,5,4,4,10,2,3,2,2,2,2,2,1,8,159
1,115,183,3,1,2,4,3,1,7,7,3,1,4,2,3,1,3,1,2,2,1,2,3,2,1,1,1,2,2,3,2,1,1,3,4,2,3,1,3,3,2,2,5,5,1,1,2,2,1,3,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,115,183,3,2,2,2,2,3,2,2,2,1,3,2,1,1,1,4,4,5,5,4,4,6,2,3,2,2,1,1,1,1,8,114
1,115,184,3,1,1,4,4,1,7,6,3,1,2,2,2,2,1,3,2,2,3,2,4,2,4,1,1,2,2,1,3,2,2,5,2,2,3,2,4,3,3,1,4,4,1,2,4,1,1,3,2,1,1,2,3,1,1,2,2,1,2,1,2,2,2,2,2,2,2,115,184,3,2,2,2,2,3,2,2,1,2,3,3,1,1,1,5,1,3,5,4,3,10,2,3,2,2,2,2,2,1,8,40
1,115,185,3,1,6,4,1,1,7,9,3,1,3,2,2,1,1,1,2,2,3,2,4,2,3,2,2,2,2,1,3,1,2,4,4,2,2,2,2,3,2,3,4,4,2,2,2,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,115,185,3,1,2,2,2,3,2,2,2,2,3,2,1,1,1,2,4,0,0,4,1,3,1,3,2,2,1,1,1,1,8,139
1,115,186,3,1,9,4,3,1,7,7,3,1,4,2,3,1,3,1,2,2,2,2,4,2,3,2,2,2,1,1,5,1,1,3,2,2,2,2,1,3,2,3,4,2,3,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,115,186,3,2,2,2,2,2,2,2,5,3,3,3,1,1,1,2,2,2,5,4,4,5,2,6,2,2,1,1,1,1,8,156
1,115,187,3,1,5,4,2,1,7,7,3,1,2,2,1,1,3,1,2,2,2,2,3,3,4,2,1,2,1,3,3,1,2,5,4,3,3,4,5,3,2,2,3,1,1,1,0,2,1,0,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,115,187,3,2,2,2,2,3,3,4,1,2,3,2,1,1,2,1,1,4,5,4,6,5,2,4,3,2,1,1,1,1,8,125
1,115,188,3,2,2,4,5,1,7,7,5,1,3,2,3,1,2,1,1,2,1,1,3,3,4,2,1,2,1,1,5,1,1,4,2,1,2,2,2,3,2,4,3,1,1,1,1,2,2,3,1,1,1,1,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2,115,188,3,2,1,2,2,2,1,2,1,2,3,2,1,1,1,4,4,5,4,4,4,4,1,3,2,2,1,1,1,1,5,20
1,115,189,3,2,9,4,3,2,7,7,3,1,1,2,1,1,1,1,2,2,2,2,2,3,4,1,1,2,1,1,4,1,1,5,2,1,3,2,3,3,2,2,3,1,1,1,1,2,2,3,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,115,189,3,2,2,2,2,2,1,4,5,4,3,2,1,1,4,1,2,3,5,4,4,10,2,3,2,2,1,1,1,1,5,1
1,115,190,3,2,5,4,2,1,7,8,4,8,1,2,1,1,1,2,1,2,3,1,4,2,4,2,1,2,2,1,3,1,1,4,4,1,5,1,3,3,2,4,2,2,2,2,4,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,115,190,3,2,2,2,2,4,1,4,2,2,3,2,1,1,1,1,2,3,5,4,2,10,2,4,3,2,2,2,2,1,5,54
1,115,191,3,1,5,4,5,2,7,8,3,1,3,1,2,1,1,1,1,2,5,1,3,3,4,2,1,1,1,3,3,1,1,3,2,1,11,1,2,3,1,2,5,4,1,1,1,1,1,3,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,115,191,3,2,2,2,2,2,1,2,5,1,3,3,1,1,1,4,5,3,5,4,4,4,1,4,2,2,1,1,1,1,7,29
1,115,192,3,1,2,6,3,1,7,8,3,1,2,2,2,2,1,2,2,2,3,2,3,3,2,1,2,5,2,1,3,1,2,3,2,2,3,2,3,3,1,3,4,2,4,3,4,1,1,3,2,2,2,1,2,3,1,1,2,2,2,2,2,2,2,1,1,2,2,115,192,3,1,1,2,2,3,2,4,5,2,3,4,1,1,1,4,4,3,5,4,4,5,1,4,2,2,1,1,1,1,4,7
1,115,193,3,1,5,6,4,1,7,3,3,1,3,2,2,2,3,1,2,2,2,2,4,2,3,1,1,5,1,3,2,1,2,3,2,2,2,4,3,3,2,3,3,1,1,1,1,2,1,3,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,115,193,3,1,2,2,2,3,1,1,1,2,3,2,1,1,1,1,1,5,5,4,4,4,1,2,2,2,1,1,1,1,2,11
1,115,194,3,3,2,7,4,1,7,8,5,1,3,2,2,1,1,2,2,2,3,3,4,3,4,2,2,1,1,3,3,1,2,3,1,1,2,3,1,3,4,2,4,1,1,2,2,2,2,3,1,1,1,1,2,3,1,1,2,1,2,1,2,2,2,1,2,2,2,115,194,3,2,1,2,2,2,2,2,5,3,3,2,1,1,1,2,2,3,5,4,4,9,2,7,2,2,1,2,1,1,1,12
1,115,195,3,1,4,7,5,1,7,5,3,1,3,2,3,3,1,2,2,2,3,2,3,3,4,1,1,2,2,1,3,1,2,2,2,1,5,1,1,3,1,1,4,1,1,1,1,2,2,3,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,115,195,3,2,2,2,2,2,1,1,1,2,3,2,1,1,1,1,1,5,5,4,4,4,1,6,2,2,1,2,1,1,8,100
1,115,196,3,1,10,7,4,2,7,7,3,1,3,2,1,1,2,1,1,2,2,1,3,2,2,3,2,2,1,3,5,1,2,3,2,2,3,2,1,3,1,4,4,5,1,1,1,2,2,3,1,1,2,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,115,196,3,2,2,2,2,3,2,1,5,4,3,2,1,1,1,1,1,5,5,4,4,10,2,7,2,2,1,1,1,1,8,21
1,115,197,3,1,8,8,4,2,7,11,3,1,2,2,2,2,1,1,3,2,4,1,4,2,3,2,3,4,2,1,4,1,2,4,2,3,2,3,3,3,2,4,4,4,2,2,2,1,1,3,1,1,1,1,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,115,197,3,2,2,2,2,3,1,2,3,1,3,2,1,2,2,1,2,3,5,3,4,10,2,10,2,2,2,2,2,1,1,9
1,115,198,3,3,9,8,3,2,7,7,3,1,1,2,1,1,1,1,2,2,3,2,4,2,2,2,2,4,0,1,3,1,1,3,2,2,3,2,3,3,2,1,5,1,2,2,2,2,2,3,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,115,198,3,2,2,2,2,3,2,4,5,2,2,3,1,1,1,1,2,5,5,4,1,4,2,4,3,2,1,1,1,1,8,42
1,115,199,3,1,3,5,5,1,7,5,3,1,2,2,2,3,1,2,3,3,4,3,4,3,1,2,3,1,2,1,3,1,1,4,4,2,2,2,5,3,2,4,5,4,5,5,5,1,1,3,3,3,1,1,2,0,1,1,2,2,2,1,2,2,2,2,2,2,2,115,199,3,2,2,2,2,4,2,4,2,0,0,2,1,1,1,2,2,5,5,4,4,5,1,6,2,2,2,2,2,1,5,55
1,115,200,3,1,4,5,1,1,7,7,3,1,3,2,2,1,2,1,1,2,1,1,2,3,4,1,1,1,2,2,3,2,1,3,4,1,3,2,1,3,1,2,1,2,1,1,1,2,2,2,1,2,2,1,4,1,1,1,2,2,2,1,1,2,2,2,1,2,2,115,200,3,2,2,2,2,4,1,2,5,1,3,2,1,1,1,3,4,0,0,2,2,9,2,5,3,2,1,1,1,1,4,49
1,115,201,3,1,6,5,3,1,7,6,3,1,2,2,2,1,2,1,2,2,2,1,3,3,4,2,1,2,1,2,3,1,1,3,1,1,4,2,3,3,1,4,4,4,2,2,3,2,1,3,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,115,201,3,1,2,2,2,2,2,4,3,2,3,2,1,1,2,1,1,5,5,4,4,10,2,5,2,2,1,1,1,1,5,52
1,115,202,3,1,4,5,4,2,7,5,3,1,3,2,2,2,3,1,2,2,2,2,2,3,3,2,2,2,2,1,4,1,1,4,4,2,3,1,1,3,1,3,4,4,2,1,4,2,1,3,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,115,202,3,2,2,2,2,2,2,4,2,2,3,2,1,3,1,4,5,5,5,4,4,6,1,7,2,2,1,1,1,1,5,46
1,115,203,3,1,1,5,5,1,7,8,5,1,1,2,1,1,1,2,2,2,3,2,4,3,4,2,1,2,2,1,3,1,2,3,2,1,3,2,3,3,1,1,3,2,2,2,2,2,1,3,2,1,1,1,2,3,2,1,2,2,1,1,1,2,2,2,1,2,2,115,203,3,2,2,2,2,2,1,2,2,2,3,2,1,1,1,2,2,5,5,4,4,6,2,8,3,2,1,1,1,1,5,34
1,115,204,3,1,1,5,3,1,7,7,3,1,2,2,1,1,2,1,2,2,3,2,4,3,3,2,1,2,2,1,2,1,1,4,4,2,3,3,3,3,2,1,4,4,2,1,4,2,2,3,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,115,204,3,2,2,2,2,4,2,2,5,1,3,2,1,1,1,1,3,3,5,4,4,6,1,4,2,2,2,2,1,1,4,30
1,115,205,3,1,5,5,3,1,7,7,3,1,2,2,1,1,3,1,1,2,2,2,3,3,3,1,1,2,2,1,5,1,1,3,4,1,5,4,1,3,1,3,3,4,1,0,1,1,1,3,2,1,2,1,2,0,2,1,2,1,2,1,1,2,2,2,2,2,2,115,205,3,2,2,2,2,3,2,2,5,2,3,2,1,1,1,1,3,2,5,0,4,5,2,3,3,2,1,1,1,1,4,57
1,115,206,3,1,2,5,3,1,7,8,3,1,3,2,3,2,1,2,2,2,2,2,4,2,2,2,2,2,1,1,5,1,1,3,2,2,2,4,3,3,1,3,4,1,2,2,4,2,1,3,3,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,115,206,3,2,2,2,2,3,2,2,2,3,3,3,1,1,1,1,1,3,5,3,4,6,2,6,3,2,2,2,2,1,1,7
1,115,207,3,1,2,5,5,1,7,7,3,1,4,2,3,1,2,1,2,2,1,1,4,2,3,1,1,2,1,3,3,1,1,1,1,1,3,1,1,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,115,207,3,2,1,2,2,2,2,1,5,1,3,2,1,1,0,2,2,2,5,4,0,3,1,4,2,2,1,2,2,1,8,95
1,115,208,3,1,3,5,4,1,7,0,3,1,4,2,4,1,1,1,2,2,2,1,3,2,4,2,1,2,1,3,3,1,2,1,2,1,8,2,2,3,1,2,3,5,1,1,1,2,1,3,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,115,208,3,1,2,2,2,2,2,1,5,2,3,3,1,1,1,1,1,2,5,4,2,2,1,3,2,2,1,1,1,1,8,99
1,115,209,3,1,2,5,2,1,7,7,3,1,4,2,3,1,3,1,2,2,1,1,3,3,4,1,1,2,1,3,2,1,1,2,2,1,2,1,3,3,1,2,3,1,2,1,2,3,3,3,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,115,209,3,2,2,2,2,2,1,2,2,2,3,3,1,1,1,1,3,3,5,4,4,7,2,7,3,2,1,1,1,1,8,132
1,115,210,3,2,5,5,3,1,7,7,3,6,1,2,1,1,2,1,2,2,2,2,4,2,3,3,2,2,2,1,5,1,1,3,4,2,3,1,1,3,3,3,4,5,3,3,2,1,1,3,4,2,1,1,2,3,2,1,2,1,2,2,1,2,2,1,1,2,2,115,210,3,2,2,2,2,4,2,4,1,2,3,2,1,1,1,1,2,5,5,4,4,10,2,1,2,2,2,1,2,1,5,2
1,115,211,3,2,2,5,3,1,7,7,3,1,3,2,2,1,2,1,1,2,1,1,4,3,3,2,1,2,1,1,4,1,1,3,2,2,2,1,3,3,1,2,4,2,1,1,2,2,1,3,1,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,115,211,3,2,2,2,2,2,2,2,5,2,3,3,1,1,1,4,4,3,1,4,4,5,1,4,2,2,1,1,1,1,4,12
1,115,212,3,3,1,5,1,1,7,7,3,1,3,2,1,1,2,2,2,2,1,2,4,1,3,1,2,2,2,1,1,1,3,1,2,1,3,1,1,3,3,1,1,5,5,4,4,1,1,2,3,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,115,212,3,2,2,2,2,4,2,4,1,2,3,3,1,1,1,4,4,3,2,4,4,4,1,8,2,2,1,1,1,1,2,5
1,115,213,3,1,8,5,3,2,7,8,3,1,3,2,1,1,1,1,2,2,1,2,3,3,3,2,2,3,2,1,4,1,2,3,2,1,9,1,1,3,2,2,3,3,3,3,2,2,1,3,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,115,213,3,2,2,2,2,2,3,3,2,2,3,2,1,1,1,1,1,5,5,4,4,4,2,10,3,2,2,2,2,1,5,61
1,115,214,3,1,6,5,5,1,7,7,3,1,3,2,3,1,3,1,2,2,3,2,4,2,4,2,2,3,2,1,4,1,1,4,2,1,2,4,3,3,2,3,2,2,2,1,2,2,1,3,1,2,1,1,2,3,1,1,2,2,2,1,1,2,2,2,2,2,2,115,214,3,1,2,2,2,3,2,4,1,2,3,2,1,1,1,1,1,5,5,4,4,7,2,5,2,2,1,1,1,1,4,58
1,115,215,3,1,9,5,1,1,7,7,3,1,2,2,1,1,1,2,2,2,2,2,3,3,4,3,2,3,2,1,3,0,1,3,4,2,11,4,3,3,2,3,4,1,1,1,2,1,1,3,3,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,115,215,3,2,2,2,2,3,2,4,5,2,3,2,1,1,1,1,1,2,5,2,4,7,2,10,2,2,2,2,2,1,4,20
1,115,216,3,1,8,5,4,2,7,3,3,1,2,2,2,1,1,2,1,2,1,2,4,2,4,2,2,3,2,1,5,4,5,5,4,3,2,4,3,3,2,4,6,1,1,2,3,2,2,3,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,115,216,3,2,2,2,2,4,2,2,5,2,3,2,1,1,1,1,1,5,0,0,4,9,2,7,2,2,2,1,1,1,4,71
1,115,217,3,1,9,5,3,1,7,9,3,1,1,2,1,2,3,2,2,2,2,2,3,2,3,2,2,3,2,1,5,2,2,4,4,3,5,2,3,3,2,2,4,1,2,2,2,1,1,3,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,115,217,3,2,2,2,2,2,2,4,1,2,3,2,1,1,1,1,1,5,5,1,4,7,2,1,3,2,1,2,2,1,4,36
1,115,218,3,1,2,5,4,1,7,7,3,1,2,2,2,2,1,1,2,3,3,2,4,3,4,2,1,3,1,1,5,1,1,4,4,2,2,3,3,3,2,4,5,5,4,2,2,1,1,3,2,1,2,2,3,0,1,2,2,2,2,1,2,2,2,2,2,2,2,115,218,3,2,2,2,2,4,2,2,1,2,3,2,1,1,1,1,3,5,5,1,4,9,2,4,3,2,2,1,2,1,1,6
1,115,219,3,1,8,5,1,1,7,1,3,1,2,2,1,2,3,1,2,2,2,2,4,3,3,2,2,3,1,1,4,1,2,3,2,2,3,4,1,3,2,3,5,1,2,2,2,2,1,3,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,115,219,3,2,2,2,2,2,2,4,5,2,3,3,1,1,1,1,2,2,5,0,4,4,1,3,3,2,1,1,1,1,1,26
1,115,220,3,1,2,5,2,1,7,7,3,1,4,2,4,1,2,2,2,2,3,1,4,2,4,2,2,3,2,1,3,0,1,4,2,2,9,4,3,3,2,2,4,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,115,220,3,2,2,2,2,4,2,4,5,1,3,2,1,1,1,1,2,5,5,4,4,5,2,4,2,2,1,1,1,1,8,38
1,115,221,3,1,8,5,5,2,7,7,3,1,3,2,2,1,2,2,2,2,3,2,4,1,4,1,1,3,2,1,3,1,4,5,2,2,2,3,1,3,0,4,5,0,0,0,0,1,1,3,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,115,221,3,2,2,2,2,4,2,2,2,1,3,2,1,1,1,1,2,5,5,4,1,7,2,1,2,2,1,1,1,1,8,7
1,115,222,3,1,2,5,4,1,7,3,3,1,2,2,2,2,1,2,2,2,2,2,4,1,4,1,2,3,2,1,4,1,1,4,2,1,5,2,4,3,2,3,2,2,2,2,2,2,1,3,2,1,2,1,2,3,1,2,2,1,1,2,2,2,2,1,1,2,2,115,222,3,1,1,2,2,3,1,4,4,2,3,2,1,1,1,5,1,4,1,4,4,5,2,10,3,2,1,2,2,1,8,172
1,115,223,3,1,1,5,4,2,7,7,3,1,3,2,2,1,3,2,2,2,3,1,4,3,4,2,1,3,1,1,3,1,2,4,2,2,3,1,1,3,1,3,4,1,4,3,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,115,223,3,2,2,2,2,3,3,2,1,3,3,4,1,1,1,1,2,3,5,4,4,4,2,6,3,2,2,1,1,1,8,93
1,115,224,3,2,5,5,3,1,7,9,3,1,3,2,3,1,2,1,2,2,2,2,4,3,4,2,1,3,2,1,2,1,1,3,2,2,3,1,3,3,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,115,224,3,2,2,2,2,2,1,1,5,2,3,2,1,1,1,1,2,3,5,0,4,7,2,7,3,2,1,1,1,1,1,27
1,115,225,3,3,5,5,3,1,10,10,5,4,8,1,2,1,2,2,1,2,2,2,3,3,2,2,2,3,2,2,4,1,1,2,2,2,4,2,1,3,1,2,3,2,3,4,4,1,1,1,2,3,1,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,115,225,3,2,2,2,2,3,1,3,5,4,3,1,2,1,1,2,2,5,5,4,4,6,2,4,3,1,2,2,2,1,8,63
1,115,226,3,4,6,5,4,1,10,3,3,3,7,1,1,3,1,3,3,2,3,3,4,2,3,1,2,3,2,1,3,1,1,1,2,2,2,3,3,3,4,2,5,2,3,5,4,1,1,1,2,3,1,1,3,3,1,2,2,2,2,1,2,2,1,2,2,2,2,115,226,3,2,2,2,2,4,1,2,5,4,0,3,1,1,1,1,1,5,5,4,4,4,2,4,2,1,2,2,2,1,8,49
1,115,227,3,1,8,5,3,3,1,1,3,1,2,1,2,1,1,1,1,2,1,1,4,3,4,1,1,3,2,1,3,1,2,4,2,2,4,4,3,3,2,3,4,2,2,2,2,1,1,3,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,115,227,3,1,2,2,2,3,1,2,3,3,3,2,1,1,1,1,1,5,5,4,4,4,1,4,2,1,1,1,1,1,7,32
1,115,228,3,1,7,5,1,2,4,1,3,3,12,1,2,1,1,1,1,1,3,2,2,2,2,2,4,3,0,0,5,1,1,3,2,1,10,3,3,3,2,2,3,3,2,4,4,2,1,1,2,3,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,115,228,3,2,1,2,2,3,2,2,5,2,3,2,1,1,1,3,3,3,5,4,4,4,2,5,3,1,1,1,1,1,3,47
1,115,229,3,1,10,5,4,2,4,7,3,1,1,1,1,1,2,1,2,2,2,1,4,3,4,1,1,3,2,1,4,1,1,2,2,2,3,3,3,3,1,2,5,5,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,115,229,3,2,2,2,2,2,2,2,5,3,1,2,1,1,1,5,2,2,5,4,2,3,1,4,2,1,2,2,2,1,8,53
1,115,230,3,1,8,5,5,1,4,8,3,1,1,1,1,2,1,3,3,2,4,3,4,2,4,2,4,3,2,1,5,1,5,3,4,2,4,3,3,3,3,1,5,5,5,3,3,2,1,1,3,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,115,230,3,2,2,2,2,3,2,2,5,2,3,2,2,1,1,2,2,5,5,4,0,10,2,8,3,1,1,2,2,1,8,147
1,115,231,3,1,9,5,5,1,4,7,3,1,1,1,1,2,1,2,2,2,3,2,4,3,2,2,3,3,2,1,4,4,1,3,2,1,1,4,3,3,3,2,1,4,4,4,5,2,2,1,4,3,2,1,3,3,1,1,1,1,2,2,2,2,2,2,2,1,2,115,231,3,2,1,2,2,3,2,1,1,4,3,4,2,1,1,1,2,5,5,4,1,10,2,3,3,1,2,2,2,1,8,155
1,115,232,3,2,7,5,4,1,4,3,1,0,12,1,1,3,1,1,3,3,4,2,3,2,2,3,4,3,2,1,5,1,1,2,2,2,0,2,3,3,3,1,4,2,2,1,1,2,2,1,4,3,1,1,3,1,1,2,2,1,2,2,2,2,2,2,1,2,2,115,232,3,2,2,2,2,3,2,2,1,3,3,3,1,1,2,1,2,3,5,4,4,10,2,10,3,1,2,2,2,1,3,49
1,115,233,3,2,4,5,1,1,4,10,4,8,38,1,1,1,1,2,2,2,3,2,4,4,2,2,2,3,1,3,4,1,2,3,2,1,2,1,2,3,2,2,1,2,4,3,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,115,233,3,1,2,2,2,2,1,2,5,4,3,4,1,1,1,1,2,5,5,4,4,5,1,3,3,1,2,1,1,1,3,90
1,115,234,3,3,5,5,2,1,4,8,4,8,12,1,4,1,3,1,1,2,1,2,2,3,3,2,2,3,1,3,5,1,1,1,1,1,3,3,1,3,3,2,5,1,2,2,2,2,2,1,1,2,2,1,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,115,234,3,2,2,2,2,2,1,3,5,2,1,2,2,1,1,1,2,5,5,4,4,3,1,6,1,1,2,2,2,1,3,24
1,115,235,3,5,9,5,1,1,4,9,4,0,12,1,1,1,2,2,1,2,3,2,2,3,1,3,3,3,1,3,5,1,3,3,4,1,3,4,3,3,3,3,3,4,4,4,5,2,2,1,4,3,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,115,235,3,1,2,2,2,2,1,2,1,2,3,1,2,1,3,1,2,5,5,4,4,3,1,1,2,1,1,2,2,1,3,37
1,115,236,3,1,6,5,5,1,7,7,3,1,1,1,1,1,2,1,1,2,2,2,2,3,4,2,2,4,2,1,5,1,1,4,2,1,2,1,1,3,2,3,3,4,1,1,2,2,2,3,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,115,236,3,2,2,2,2,3,2,2,1,2,3,2,2,1,1,4,4,1,1,1,4,4,1,1,3,1,1,1,1,1,2,10
1,115,237,3,2,8,5,1,2,10,0,3,4,8,1,2,3,1,3,3,1,4,3,4,3,3,3,3,4,2,1,5,1,1,5,3,2,3,2,3,3,4,2,4,3,3,3,3,1,1,1,2,2,1,2,2,3,1,1,2,1,2,1,2,2,2,2,2,2,2,115,237,3,2,2,2,2,3,2,2,3,4,3,2,1,1,1,1,1,5,5,4,1,6,2,6,2,1,2,2,2,1,8,44
1,115,238,3,3,7,5,3,1,1,1,5,5,7,1,7,3,1,1,2,2,4,3,4,2,4,3,1,4,2,1,5,1,3,5,3,2,2,1,3,3,1,1,3,4,4,4,5,1,1,3,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,115,238,3,2,2,2,2,4,2,1,1,4,3,4,1,1,1,4,4,5,4,4,5,4,1,5,1,1,1,1,1,1,8,112
1,115,239,3,1,9,5,2,1,4,8,4,8,12,1,1,2,1,1,2,3,4,3,4,2,2,2,4,4,2,1,3,1,1,1,4,2,9,4,3,3,4,1,3,4,4,4,4,2,2,2,3,3,1,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,115,239,3,2,2,2,2,3,2,3,5,2,1,2,1,1,1,1,1,5,5,4,4,10,1,6,2,1,2,1,1,1,3,46
