CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.54..1,Q.54..2,Q.54..3,Q.54..4,Q.54..5,Q.54..6,Q.54..7,Q.54..8,Q.54..9,Q.54..10,Q.54..11,CARD..1,DECK..1,BALLOT..1,NA.1,X.,X..1,X..2,X..3,Q.55.,Q.56.,Q.57.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65A.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78A.,Q.78B.,Q.78C.,V.82.,V.83.,V.84.
1,115,48,3,1,6,4,1,1,4,1,4,6,1,1,1,2,1,1,2,2,3,1,3,3,4,2,2,2,1,2,5,1,5,3,3,3,2,4,3,3,1,1,3,5,2,2,2,2,1,1,1,1,1,1,2,0,2,1,2,2,2,2,2,2,1,2,1,2,2,115,48,3,2,2,2,2,3,1,3,1,2,3,3,2,1,1,1,1,2,5,4,2,3,2,3,3,1,1,1,1,1,8,57
1,115,49,3,1,6,4,3,1,4,1,3,1,1,1,1,2,1,1,1,1,2,2,3,4,3,2,3,2,2,2,5,1,1,1,2,1,3,1,5,3,1,2,4,5,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,115,49,3,2,2,2,2,3,2,2,5,2,3,2,1,1,1,1,3,5,5,4,1,10,2,3,3,1,2,2,2,1,8,187
1,115,50,3,1,2,4,4,1,4,7,3,1,1,1,1,1,1,2,2,2,1,2,2,3,1,2,1,2,2,1,5,1,1,4,2,2,2,1,5,3,2,3,6,4,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,115,50,3,2,1,2,2,2,3,2,5,3,3,2,1,1,1,1,2,5,5,4,1,3,1,5,3,1,1,1,1,1,8,69
1,115,51,3,1,9,4,3,1,4,3,3,1,1,1,1,3,1,3,2,1,3,2,4,3,2,3,3,2,1,1,4,1,5,4,3,2,3,2,1,3,2,3,4,2,1,2,2,1,1,1,1,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,115,51,3,2,2,2,2,2,1,2,3,3,3,3,1,1,1,4,5,5,5,4,2,6,1,4,3,1,1,2,1,1,8,70
1,115,52,3,1,4,4,4,1,4,4,3,1,1,1,1,1,2,2,2,2,3,2,4,3,2,2,2,2,1,3,5,1,1,1,2,2,9,3,4,3,2,2,3,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,115,52,3,2,1,2,2,3,1,1,1,4,3,2,1,1,1,4,4,2,5,4,1,2,1,6,3,1,2,2,2,1,8,141
1,115,53,3,2,5,4,3,1,4,8,4,8,12,1,3,1,1,2,2,2,4,2,4,3,3,2,1,2,1,1,5,1,2,2,2,1,5,2,4,3,3,1,3,4,4,2,4,2,2,1,4,3,1,1,2,3,2,2,2,1,2,2,2,1,2,1,1,2,2,115,53,3,2,2,2,2,2,2,2,4,1,1,3,1,1,1,2,1,5,5,4,4,10,2,4,3,1,2,2,2,1,3,77
1,115,54,3,2,3,4,1,1,4,4,5,5,12,1,1,1,1,2,1,2,2,1,4,3,3,2,2,2,1,1,5,0,2,3,2,1,2,1,3,3,2,2,4,4,2,1,2,1,1,1,2,3,1,1,3,1,1,2,2,1,2,2,1,2,2,2,1,2,2,115,54,3,2,2,2,2,2,3,2,1,2,2,2,1,1,2,5,3,3,5,4,5,4,2,5,3,1,1,1,1,1,3,88
1,115,55,3,2,5,4,1,1,4,8,4,8,12,1,1,1,1,1,1,2,3,1,4,3,4,2,2,2,1,3,3,1,2,2,2,2,3,1,1,3,3,2,2,4,2,3,3,2,2,1,3,3,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,115,55,3,2,2,2,2,2,2,2,5,2,3,2,1,1,1,1,2,2,5,4,4,4,1,2,3,1,1,1,1,1,3,7
1,115,56,3,2,8,4,3,1,4,1,3,4,12,1,4,1,1,1,1,2,2,1,2,3,4,2,2,2,1,3,5,1,1,0,2,1,4,2,1,3,2,2,3,2,1,1,1,1,1,1,1,0,2,2,0,2,1,2,2,1,2,2,1,2,2,2,2,2,2,115,56,3,2,2,2,2,2,1,2,5,2,3,3,1,1,1,2,2,2,5,4,4,5,1,5,3,1,1,1,1,1,3,29
1,115,57,3,2,8,4,5,1,4,8,5,5,1,1,1,1,3,1,2,2,3,2,4,4,3,2,3,2,1,1,5,1,5,3,2,2,5,3,3,3,4,2,4,5,4,4,4,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,115,57,3,2,2,2,2,2,3,3,1,1,3,2,1,1,1,1,2,2,5,4,4,2,1,4,3,1,1,1,1,1,8,149
1,115,58,3,2,6,4,1,1,4,9,4,7,1,1,1,1,3,1,1,2,2,1,4,3,3,2,2,2,1,3,5,1,1,1,1,2,1,4,4,3,1,1,3,5,4,2,3,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,115,58,3,2,1,2,2,2,1,2,1,2,3,2,1,1,1,1,1,4,5,4,4,4,1,3,3,1,1,1,1,1,8,75
1,115,59,3,2,6,4,1,1,4,7,1,8,1,1,1,1,1,1,1,2,2,1,3,3,4,2,2,2,1,1,3,1,2,2,2,2,3,4,4,3,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,115,59,3,2,2,2,2,2,1,2,2,3,3,2,1,1,1,2,3,5,5,4,1,3,1,6,3,1,2,2,2,1,8,67
1,115,60,3,3,5,4,1,1,4,3,4,7,12,1,1,1,1,1,2,2,1,1,3,3,2,1,1,2,2,1,5,1,1,2,2,2,5,3,1,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,3,3,2,1,2,2,1,2,1,2,2,2,2,2,2,115,60,3,2,1,2,2,2,3,2,1,1,1,2,2,1,1,1,3,3,5,4,4,7,2,3,3,1,1,1,1,1,3,80
1,115,61,3,3,4,4,3,1,4,3,4,8,12,1,1,2,3,2,2,2,2,2,4,3,2,1,1,2,2,1,5,1,2,1,2,1,5,4,3,3,4,2,2,4,2,2,3,1,1,1,2,2,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,115,61,3,2,2,2,2,2,3,3,4,2,3,2,1,1,1,1,1,5,5,4,4,2,1,4,3,1,2,2,2,1,3,52
1,115,62,3,3,8,4,1,1,4,4,4,8,12,1,1,1,1,1,2,2,2,1,4,3,3,2,2,2,1,1,5,1,1,2,2,1,5,3,3,3,2,2,4,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,115,62,3,2,2,2,2,2,3,1,1,3,3,2,1,1,1,1,1,5,5,4,4,2,1,2,3,1,1,2,2,1,3,11
1,115,63,3,3,9,4,3,2,4,1,1,9,1,1,1,2,1,1,2,2,2,2,4,3,3,2,2,2,1,3,3,1,2,2,4,2,3,1,1,3,2,3,4,2,2,3,3,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,115,63,3,2,2,2,2,3,2,1,5,4,3,2,1,1,1,2,3,4,4,4,4,4,1,5,3,1,1,1,1,1,8,73
1,115,64,3,4,9,4,2,1,4,8,4,7,12,1,1,1,1,1,2,2,4,1,2,3,4,2,1,2,1,1,3,1,1,2,4,2,2,1,2,3,3,3,2,2,2,2,1,2,2,1,1,2,1,1,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,115,64,3,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,5,5,4,4,4,2,3,3,1,1,1,1,1,3,31
1,115,65,3,7,2,4,1,1,4,7,3,1,1,1,1,1,1,1,2,2,2,2,4,3,4,2,1,2,1,3,3,1,1,2,4,2,3,1,1,3,2,3,3,3,2,1,2,1,1,1,2,1,1,1,3,1,1,2,2,2,1,1,1,2,2,2,1,2,2,115,65,3,2,1,2,2,3,3,2,5,1,3,2,1,1,4,2,4,2,1,5,2,2,1,5,3,1,1,1,1,1,8,148
1,115,66,3,1,1,4,2,1,2,2,3,1,1,1,1,1,2,2,2,2,2,1,4,3,3,3,1,2,2,1,5,4,5,1,4,3,3,4,2,3,1,3,2,2,2,2,2,1,1,3,4,2,1,1,2,3,2,2,2,1,2,2,1,2,2,2,1,2,2,115,66,3,2,2,2,2,3,2,4,1,2,3,3,1,1,1,4,4,5,1,4,4,1,1,1,3,1,1,1,1,1,7,34
1,115,67,3,1,1,4,1,1,3,3,3,1,1,1,1,2,1,1,1,2,2,1,3,3,3,2,2,2,2,1,4,2,1,4,2,1,2,1,2,3,2,2,3,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,115,67,3,2,2,2,2,2,2,2,5,2,3,2,1,1,1,5,1,3,1,4,4,2,1,3,3,1,2,1,2,1,7,54
1,115,68,3,2,6,4,1,1,3,3,3,3,1,1,1,1,1,1,1,2,3,1,1,2,4,2,1,2,2,3,3,1,5,1,1,2,2,1,2,3,1,4,2,1,1,1,2,1,1,3,3,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,115,68,3,2,2,2,2,4,2,2,5,1,3,2,1,1,1,1,3,5,5,4,4,3,1,3,3,1,1,1,2,1,7,11
1,115,69,3,3,6,4,2,1,3,3,3,4,1,1,1,1,2,1,1,2,2,2,3,3,2,2,1,2,2,2,5,2,1,3,2,1,3,2,3,3,1,2,3,2,1,1,2,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,2,2,2,2,1,2,2,115,69,3,2,2,2,2,2,1,2,1,2,3,2,1,1,1,1,1,5,5,4,4,1,1,2,3,1,1,1,1,1,7,56
1,115,70,3,1,5,4,1,1,10,3,3,4,7,1,6,2,1,3,3,3,4,2,4,1,2,3,4,3,2,1,5,0,1,4,3,3,2,1,2,3,3,2,4,4,0,4,3,1,1,2,3,2,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,115,70,3,2,2,2,2,3,1,3,1,3,3,2,1,1,1,1,1,5,5,4,4,10,2,10,3,1,2,1,2,1,8,78
1,115,71,3,1,11,4,4,1,4,1,3,3,12,1,1,3,1,1,3,1,4,3,4,4,1,2,3,3,2,1,4,1,1,3,0,3,3,4,5,3,0,2,0,5,1,2,2,2,1,1,4,3,1,1,0,3,2,1,2,1,2,2,1,2,2,2,1,2,2,115,71,3,2,2,2,2,2,2,2,5,2,1,1,1,1,1,1,1,5,5,4,4,2,1,4,1,1,1,1,1,1,3,93
1,115,72,3,1,6,4,4,1,4,8,3,4,12,1,1,1,2,2,2,2,2,2,3,4,2,2,2,3,1,3,3,1,1,2,4,1,3,4,1,3,2,2,3,4,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,115,72,3,2,2,2,2,2,3,1,2,1,3,3,1,1,1,1,1,5,5,4,4,4,1,4,3,1,1,1,1,1,3,41
1,115,73,3,1,3,4,3,1,4,8,4,8,12,1,1,2,3,1,2,2,5,2,3,3,2,2,2,3,1,1,4,1,2,3,4,1,5,4,1,3,2,2,3,2,1,2,2,2,2,1,3,2,2,1,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,115,73,3,2,2,2,2,3,1,2,1,2,3,4,1,1,2,1,1,5,5,4,4,7,2,2,3,1,1,2,1,1,3,97
1,115,74,3,1,4,4,4,1,4,7,3,1,4,1,2,1,1,2,2,2,2,1,4,2,4,2,1,3,2,1,5,1,1,3,4,2,4,2,2,3,1,3,5,2,4,1,3,1,1,1,2,2,1,1,3,2,1,1,2,1,2,2,1,2,1,2,1,2,2,115,74,3,1,1,2,2,2,2,1,5,2,3,2,1,1,1,5,5,0,0,5,1,3,2,10,3,1,1,1,1,1,8,144
1,115,75,3,1,7,4,4,1,4,3,5,5,1,1,1,1,1,2,2,2,1,3,4,3,4,2,2,3,2,1,5,1,1,5,2,2,2,1,1,3,2,2,2,1,2,2,3,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,115,75,3,2,2,2,2,3,1,2,5,2,3,3,1,1,1,4,4,2,5,4,4,4,1,7,3,1,2,2,2,1,8,193
1,115,76,3,1,5,4,3,1,4,7,3,1,4,1,3,2,1,1,2,2,5,2,3,3,4,2,4,3,1,1,4,1,5,2,4,2,7,3,3,3,2,2,3,4,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,115,76,3,2,2,2,2,2,3,3,6,4,3,2,1,1,1,1,2,2,5,4,4,4,1,4,3,1,1,1,1,1,8,150
1,115,77,3,1,4,4,5,2,7,7,3,1,3,2,3,1,2,1,1,2,2,2,3,3,3,1,1,5,2,1,5,1,1,4,4,3,3,1,1,3,2,1,3,1,2,1,1,1,1,3,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,115,77,3,2,2,2,2,2,1,2,2,1,3,4,1,1,1,1,4,2,5,4,3,4,1,3,3,2,1,1,1,1,8,30
1,115,78,3,1,2,6,3,1,7,8,5,1,3,2,3,1,1,2,2,2,3,2,3,2,2,2,2,2,1,3,4,1,2,4,2,2,3,3,3,3,2,4,4,4,3,3,3,2,1,3,3,2,1,2,2,3,1,1,2,2,2,1,2,2,2,1,2,2,2,115,78,3,2,2,2,2,3,3,2,5,3,3,2,1,1,3,1,2,5,5,4,4,5,2,7,2,2,2,2,2,1,1,8
1,115,79,3,1,4,4,2,1,7,7,3,1,3,1,2,1,2,3,1,2,1,1,3,3,4,2,1,2,2,1,5,1,1,3,2,2,2,2,3,3,1,3,2,2,1,1,1,2,2,3,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,115,79,3,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,3,5,5,4,4,4,1,4,3,2,2,2,2,1,7,40
1,115,80,3,1,3,5,3,1,7,8,3,1,9,1,8,1,1,1,2,2,1,1,2,3,3,2,1,2,2,1,3,1,1,3,2,1,3,3,5,3,1,2,2,1,1,1,1,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,1,2,2,1,1,2,2,115,80,3,1,2,2,2,2,1,1,5,4,3,1,2,1,1,4,4,2,3,4,6,10,2,10,3,2,1,1,1,1,8,117
1,115,81,3,3,6,3,1,1,4,8,4,7,1,1,1,1,1,1,1,2,1,2,3,3,3,1,1,1,1,1,4,1,2,2,2,2,3,4,1,3,2,1,2,3,2,1,2,1,1,1,1,2,1,1,4,3,2,1,2,1,2,2,1,2,2,2,2,2,2,115,81,3,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,5,5,4,4,3,1,3,3,1,1,1,1,1,3,33
1,115,82,3,2,9,4,1,1,4,4,3,4,1,1,1,1,2,1,1,2,1,1,4,3,4,1,1,3,1,1,5,1,2,4,4,2,2,1,3,3,1,2,4,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,115,82,3,2,2,2,2,3,2,1,5,2,3,2,1,1,1,1,2,3,5,4,4,4,2,4,2,1,1,1,1,1,8,179
1,115,83,3,3,4,4,4,1,4,8,4,8,12,1,7,1,1,2,2,2,2,3,2,2,3,2,3,3,1,1,5,1,1,4,2,1,7,2,3,3,4,2,4,4,4,3,4,2,2,1,3,3,2,1,3,3,2,1,1,2,2,2,2,2,1,2,1,1,2,115,83,3,2,2,2,2,2,1,2,4,2,2,2,1,1,1,1,2,5,5,4,4,4,1,3,3,1,2,2,2,1,3,23
1,115,84,3,5,7,4,3,1,4,11,4,8,12,1,1,1,1,2,2,2,2,1,4,3,3,2,3,3,1,1,5,1,1,3,3,2,2,1,1,3,4,2,1,4,4,5,4,2,2,2,3,3,1,1,2,3,1,1,2,1,2,2,1,2,2,2,1,2,2,115,84,3,2,2,2,2,2,2,3,5,2,1,3,1,1,3,1,1,5,5,4,4,10,2,5,3,1,1,1,1,1,3,51
1,115,85,3,6,10,4,3,2,4,8,1,8,2,1,2,1,2,1,1,2,1,2,4,2,3,2,1,3,2,1,4,1,2,1,2,1,3,1,3,3,3,1,5,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,115,85,3,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,5,5,4,1,3,1,3,3,1,1,1,1,1,8,185
1,115,86,3,1,9,4,2,1,4,7,3,2,12,1,1,2,1,1,3,2,3,2,4,2,1,1,2,4,1,1,3,1,2,3,3,2,4,3,3,3,2,2,3,4,2,4,2,2,1,1,4,3,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,115,86,3,1,1,2,2,3,2,2,4,1,1,2,1,1,2,4,1,3,5,4,4,7,2,2,3,1,2,2,2,1,3,48
1,115,87,3,1,9,4,4,2,2,2,3,1,1,1,1,3,1,1,2,1,3,2,4,3,1,2,1,4,2,1,5,4,5,4,3,2,7,4,2,3,2,1,5,1,5,4,4,1,1,3,3,3,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,115,87,3,2,2,2,2,3,1,4,2,1,3,2,1,1,4,2,3,5,5,4,4,4,2,5,3,1,2,1,2,1,7,35
1,115,88,3,1,2,4,1,1,7,7,3,1,1,1,1,3,3,1,2,1,4,2,4,3,1,2,4,5,2,1,3,1,3,1,3,2,3,1,1,3,2,1,5,5,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,115,88,3,2,2,2,2,2,1,2,1,2,3,2,1,1,1,1,1,2,5,4,1,3,1,5,3,1,1,1,1,1,6,2
1,115,89,3,1,5,4,1,1,4,11,4,8,12,1,1,1,1,2,2,2,4,3,3,3,1,2,4,5,2,1,3,1,2,3,2,1,4,4,2,3,3,3,3,3,4,2,4,3,3,1,2,3,2,1,2,3,2,1,2,1,2,2,2,1,2,2,2,2,2,115,89,3,2,2,2,2,2,1,2,5,2,2,2,1,1,1,2,2,5,5,4,4,5,1,4,3,1,1,1,1,1,3,3
1,115,90,3,1,5,4,2,1,4,4,4,5,12,1,6,1,2,3,2,2,3,2,3,3,3,1,2,5,1,1,5,1,1,2,2,1,5,4,2,3,4,3,4,2,2,1,3,2,1,2,2,2,1,2,2,3,2,1,2,1,2,2,1,1,2,2,2,2,2,115,90,3,2,2,2,2,3,2,4,2,4,3,3,2,1,2,1,1,2,4,4,4,7,2,2,3,1,1,1,1,1,3,44
1,115,91,3,1,5,4,1,1,4,4,3,1,1,1,1,2,1,1,2,2,2,1,2,3,3,2,1,5,2,1,4,1,1,2,2,2,9,2,5,3,1,2,2,1,2,1,1,1,1,1,1,3,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,115,91,3,1,2,2,2,3,1,2,1,2,3,2,2,1,1,4,2,2,5,4,2,3,1,6,3,1,2,2,2,1,8,189
1,115,92,3,2,4,4,4,1,4,0,4,7,12,1,3,1,1,2,2,2,3,2,4,3,3,3,2,5,1,1,1,1,1,1,4,1,2,4,4,3,2,2,2,3,4,4,4,2,2,1,1,3,2,1,1,3,2,1,2,1,1,2,1,1,2,2,1,2,2,115,92,3,2,2,2,2,2,1,2,1,2,3,2,1,1,1,1,2,5,5,4,4,7,2,4,3,1,2,2,2,1,3,60
1,115,93,3,2,5,4,3,1,4,5,4,8,12,1,2,1,1,2,2,2,1,2,3,3,3,3,4,5,1,3,5,1,1,3,1,1,8,4,1,3,1,3,2,1,1,1,2,2,2,1,2,3,2,2,4,3,1,1,2,1,2,2,1,2,2,2,1,1,2,115,93,3,2,1,2,2,3,2,1,5,4,3,2,1,1,1,4,4,0,5,4,4,5,1,4,3,1,1,2,1,1,3,12
1,115,94,3,3,9,4,1,1,4,9,4,9,12,1,2,2,1,3,2,2,2,2,4,2,4,2,2,5,2,1,4,1,2,3,4,3,2,1,3,3,2,2,3,4,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,115,94,3,2,2,2,2,3,1,2,2,2,3,2,1,1,1,2,4,2,5,4,4,4,2,5,3,1,1,1,1,1,3,56
1,115,95,3,5,9,4,1,1,4,4,4,9,12,1,1,1,2,2,1,2,1,1,4,2,4,2,1,5,1,3,3,1,2,1,1,1,4,4,1,3,4,2,4,1,2,2,2,3,3,2,1,1,2,1,2,3,2,1,2,1,2,2,1,1,2,2,2,2,2,115,95,3,2,2,2,2,3,1,2,5,3,2,1,1,1,1,2,1,5,2,4,4,10,2,4,3,1,1,1,1,1,3,25
1,115,96,3,1,2,4,1,1,3,3,5,4,1,1,1,1,2,1,1,2,2,1,3,3,3,2,2,5,2,1,3,1,2,4,2,2,3,1,2,3,1,4,4,4,4,1,3,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,115,96,3,2,1,2,2,4,2,3,1,2,3,3,1,1,1,4,4,3,5,1,3,10,2,3,3,1,1,1,1,1,7,12
1,115,97,3,1,3,4,4,1,3,3,5,5,1,1,1,1,2,1,1,2,1,1,4,3,4,1,1,5,2,1,4,1,1,3,4,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,115,97,3,2,2,2,2,2,1,2,1,1,3,2,1,1,1,1,3,3,5,4,4,4,2,4,1,1,1,1,1,1,7,58
1,115,98,3,1,6,4,3,1,4,0,4,7,12,1,1,2,1,1,2,2,3,2,3,3,4,2,4,5,1,3,3,1,2,2,2,1,5,4,3,3,3,3,2,2,1,1,2,2,1,1,3,2,1,1,3,2,1,1,2,2,2,2,1,2,2,2,1,2,2,115,98,3,2,2,2,2,3,2,2,1,3,3,3,1,2,1,2,3,3,5,4,4,9,2,5,3,1,1,1,1,1,3,62
1,115,99,3,1,5,6,1,1,4,10,5,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,5,4,1,1,2,1,2,2,5,3,1,1,1,4,2,1,1,2,2,1,1,1,2,0,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,115,99,3,2,2,2,2,2,3,2,3,1,3,2,1,1,1,4,4,2,5,4,4,4,1,2,1,1,1,1,1,1,8,168
1,115,100,3,1,2,6,5,1,4,8,3,1,1,1,1,3,1,3,2,2,4,3,4,3,4,2,4,2,1,3,4,1,3,1,3,2,3,1,3,3,0,0,0,3,5,5,4,2,2,1,4,3,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,115,100,3,2,2,2,2,3,2,2,5,3,3,3,1,1,1,5,2,5,5,4,1,10,2,4,3,1,2,2,2,1,8,184
1,115,101,3,3,9,6,4,2,4,3,1,0,1,1,1,1,1,2,3,2,4,3,4,3,1,3,1,2,2,1,3,1,5,4,2,2,3,4,3,3,2,3,4,1,4,4,4,1,1,1,1,3,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,115,101,3,2,2,2,2,2,1,2,5,3,3,4,1,1,1,1,1,5,5,4,0,2,0,3,3,1,1,1,1,1,8,175
1,115,102,3,1,5,6,3,1,3,3,5,1,1,1,1,1,3,1,2,2,2,2,4,3,4,1,4,2,2,1,3,1,1,3,2,3,4,4,1,3,0,2,2,4,2,0,3,2,2,2,3,0,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,115,102,3,1,2,2,2,4,2,2,1,2,3,2,1,1,1,1,1,5,4,4,4,0,3,0,3,1,2,1,2,1,7,13
1,115,103,3,2,5,4,1,1,7,7,3,1,3,2,3,1,2,2,2,2,2,2,3,3,2,1,1,2,2,1,3,1,1,4,2,2,5,1,3,3,2,4,4,2,1,1,2,2,2,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,115,103,3,2,2,2,2,3,2,2,2,3,3,2,1,1,1,1,4,3,5,1,4,4,1,6,2,2,1,1,2,1,4,35
1,115,104,3,2,2,4,3,1,7,7,3,1,2,2,1,1,3,3,2,2,3,2,3,2,2,2,2,2,2,1,4,1,2,1,3,2,3,2,3,3,4,3,4,4,1,4,4,2,2,3,2,1,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,115,104,3,2,1,2,2,4,2,2,2,2,3,2,1,1,1,2,3,5,5,4,4,0,3,3,2,2,1,1,1,1,8,31
1,115,105,3,2,5,4,2,1,7,7,4,8,2,2,1,1,2,2,1,2,2,2,3,2,2,1,3,2,1,1,3,1,1,3,2,1,2,4,3,3,3,4,3,4,2,2,4,2,1,3,2,3,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,115,105,3,2,2,2,2,3,2,2,1,2,3,2,1,1,1,1,5,2,0,0,6,10,2,3,2,2,2,2,2,1,8,154
1,115,106,3,3,10,4,1,2,7,7,4,8,2,2,1,3,3,1,1,3,5,1,0,0,4,2,2,2,3,1,3,1,5,0,4,2,11,4,1,3,0,4,6,0,0,0,0,3,3,3,0,1,1,0,0,0,1,1,2,2,2,1,2,2,2,2,2,2,2,115,106,3,2,1,2,2,3,2,4,5,2,3,2,1,1,1,1,5,5,5,4,4,0,2,0,2,2,1,1,1,1,8,26
1,115,107,3,1,3,4,3,1,9,9,3,1,2,2,1,1,3,1,1,2,2,1,4,3,4,2,1,2,2,1,5,1,1,4,3,3,2,1,2,3,1,2,4,5,2,1,1,2,1,3,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,115,107,3,2,2,2,2,2,3,1,1,2,3,2,1,1,1,2,3,3,5,4,4,5,1,5,3,2,1,1,1,1,7,6
1,115,108,3,1,7,4,4,2,9,9,3,1,2,2,1,1,2,1,1,2,2,1,3,3,4,2,1,2,2,1,5,1,1,4,3,3,2,4,2,3,1,2,4,5,2,1,1,2,1,3,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,115,108,3,2,2,2,2,2,3,1,2,1,3,3,1,1,1,3,2,2,5,4,4,5,2,4,3,2,1,1,1,1,7,5
1,115,109,3,1,9,4,1,2,9,9,3,1,2,2,1,1,1,1,1,2,1,1,4,3,4,2,1,2,2,1,5,1,1,5,1,2,2,1,3,3,2,2,2,4,2,1,2,1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,115,109,3,2,2,2,2,2,2,2,5,2,3,3,1,1,1,2,3,3,5,4,4,5,1,4,3,2,1,1,1,1,7,4
1,115,110,3,1,4,4,4,1,7,7,3,1,2,2,1,1,2,1,2,2,2,1,4,3,4,2,1,3,2,1,3,2,1,5,2,2,3,1,3,3,2,2,4,5,4,1,5,2,1,3,2,1,1,2,1,3,2,1,2,1,2,1,2,2,1,2,2,2,2,115,110,3,2,1,2,2,2,2,3,2,2,3,2,1,1,1,1,4,5,5,4,4,3,1,7,2,2,2,2,2,1,5,24
1,115,111,3,1,8,4,4,2,7,7,3,1,2,2,2,2,3,1,2,2,1,2,4,3,4,2,4,3,2,1,3,1,1,3,4,3,2,2,3,3,2,2,6,1,1,1,1,2,2,3,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,115,111,3,2,2,2,2,2,3,2,2,3,3,4,1,1,2,2,3,5,5,2,4,10,2,7,2,2,1,1,1,1,5,16
