COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130
1,64,1322,2,3,7,7,2,1,5,3,1,3,2,3,9,9,3,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,9,3,2,1,2,2,2,2,4,2,3,1,1,1,2,2,2,4,2,2,1,2,2,2,1,1,3,1,1,2,1,2,1,,206,4132,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,4,3,1,2,2,2,2,2,1,3,2,1,3,3,3,2,1,1,1,4,2,10,4,3,2,2,3,3,3,5,4,20,61,0,2,2,4,5,4,4,1,2,3,37
1,64,1323,2,3,7,5,5,1,5,3,1,3,2,1,8,8,1,4,1,1,2,1,2,1,1,1,1,2,1,2,2,2,9,3,2,2,1,10,2,3,3,2,1,1,3,3,2,2,2,2,3,2,2,2,2,3,2,1,3,1,2,2,1,2,2,,206,4132,3,1,2,1,2,2,1,2,1,1,1,1,2,3,2,1,2,2,2,1,4,3,3,3,2,4,3,2,1,3,1,2,2,2,3,1,3,2,10,4,4,4,1,3,1,1,4,4,20,20,6,0,2,4,6,4,5,2,1,3,26
1,64,1324,2,3,7,4,5,1,5,3,2,4,2,2,9,9,3,2,1,2,2,1,2,1,2,1,1,2,1,1,3,1,1,4,1,2,2,1,1,3,4,3,1,1,1,3,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,,206,4132,4,2,2,1,1,4,2,3,1,2,1,1,3,3,2,2,2,2,2,1,2,2,2,4,3,3,1,2,1,3,1,2,2,2,3,1,4,2,10,4,3,4,2,3,1,1,7,4,10,60,5,0,1,5,5,4,6,1,0,4,27
1,64,1325,2,6,7,8,4,1,5,3,2,4,2,2,9,9,6,2,1,2,2,1,2,1,1,1,1,2,2,1,3,2,9,3,3,2,2,3,2,2,3,2,1,2,1,3,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,,206,4132,5,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,3,3,4,4,3,4,2,2,1,2,2,1,2,2,1,1,4,2,10,4,3,3,1,3,2,3,6,5,30,20,4,1,2,3,6,3,4,1,0,1,17
1,64,1326,2,6,7,7,1,1,5,3,2,5,2,1,9,9,3,3,1,2,2,1,1,1,1,1,1,1,1,1,3,3,9,2,1,1,2,2,2,3,3,2,1,3,2,3,2,1,2,3,2,2,2,1,3,2,1,2,2,1,2,1,1,2,2,,206,4132,6,2,1,1,3,2,1,3,1,2,2,3,2,3,2,3,2,3,2,4,4,4,5,5,3,4,4,3,1,1,1,1,2,4,2,1,1,6,20,2,1,3,1,3,2,0,1,4,20,0,3,0,2,3,7,4,5,1,0,5,39
1,64,1327,2,2,7,6,5,1,5,3,1,3,2,1,9,9,3,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,9,3,2,1,1,2,3,2,5,3,1,1,1,3,2,3,2,3,2,2,2,2,1,3,1,3,1,1,1,2,1,1,2,,206,4132,7,2,1,1,1,2,2,2,1,2,1,1,2,3,1,5,2,2,2,2,3,2,3,2,2,4,3,3,1,3,2,3,2,2,1,1,3,6,10,3,4,4,1,3,1,2,4,4,20,40,7,1,2,5,5,5,6,2,0,3,27
1,64,1328,2,10,7,2,5,4,1,2,1,3,2,1,9,9,2,4,2,1,3,1,1,1,1,1,1,4,2,1,2,2,16,2,1,1,2,2,2,3,5,2,1,1,2,3,2,3,2,4,3,2,2,2,2,2,1,3,2,1,1,1,1,1,2,,206,4132,8,2,1,1,3,4,1,1,1,1,1,1,2,1,1,5,3,4,3,2,3,3,2,6,6,6,3,1,1,3,1,2,1,2,2,1,1,1,10,2,3,4,1,1,4,3,2,4,10,40,3,2,4,5,6,2,5,1,0,5,20
1,64,1329,2,2,7,7,2,1,5,3,2,3,2,1,9,9,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,9,4,1,1,1,1,2,3,4,3,3,1,3,3,1,3,2,2,4,3,2,1,1,1,1,1,3,1,1,2,1,2,1,,206,4132,9,1,2,1,2,2,2,2,1,1,1,1,2,3,1,2,2,1,3,2,3,4,4,4,3,3,3,3,1,3,2,2,2,3,2,1,4,2,10,4,3,4,2,3,1,3,6,3,20,20,5,0,2,6,7,3,7,2,2,4,19
1,64,1330,2,5,7,2,5,1,5,3,1,3,2,2,9,9,2,3,1,3,2,1,2,1,1,1,1,2,2,2,2,2,4,3,5,2,1,1,3,3,4,1,3,1,1,4,4,3,2,2,3,1,1,1,2,1,1,1,1,1,1,5,1,2,2,,206,4133,0,2,2,1,2,2,2,3,1,1,1,1,2,3,1,1,1,4,2,1,3,1,2,2,2,2,2,3,2,1,1,2,1,2,2,2,3,1,10,4,4,4,1,3,1,2,6,5,30,60,9,1,3,5,6,3,7,2,0,2,29
1,64,1331,2,3,7,3,5,1,5,3,1,3,2,1,9,9,4,1,2,1,1,1,2,1,2,1,1,4,2,3,2,2,4,3,2,1,1,1,1,2,3,1,2,1,1,2,2,2,2,4,2,5,1,1,1,3,1,3,1,1,1,1,1,2,2,,206,4133,1,2,1,1,2,2,1,1,4,2,1,1,1,2,1,2,3,2,3,1,5,5,4,1,1,1,1,4,1,1,3,2,2,4,2,1,1,6,10,2,3,6,2,0,4,5,2,3,30,41,2,0,2,2,4,2,7,2,0,3,20
1,64,1332,2,5,7,2,3,1,5,3,1,4,2,4,5,9,4,2,2,1,2,1,1,1,2,1,1,3,2,1,2,1,9,5,1,2,2,2,3,2,5,3,1,1,2,3,3,3,2,4,1,2,2,2,3,1,1,1,1,1,1,2,1,2,1,,206,4133,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,3,2,1,3,1,4,2,1,1,1,4,1,11,1,3,4,0,3,3,4,7,4,30,71,1,3,3,4,6,3,5,1,2,4,27
1,64,1333,2,10,8,4,3,4,1,2,1,3,2,2,9,9,8,2,1,2,2,1,2,1,2,3,1,2,2,1,2,1,3,4,2,2,2,3,3,3,4,2,2,1,3,2,2,3,2,3,2,3,2,1,2,3,1,2,2,1,1,2,1,1,2,,206,4133,3,2,2,1,1,2,1,3,1,2,1,1,2,2,1,1,1,2,2,1,2,3,3,2,2,4,3,3,1,1,2,2,1,3,3,1,4,1,10,4,4,3,2,3,2,3,5,3,10,40,7,1,3,5,5,4,2,1,0,3,29
1,64,1334,2,4,8,7,4,4,1,1,1,4,2,2,4,2,1,1,2,2,1,1,1,1,3,2,1,3,3,1,2,1,4,2,1,1,1,1,4,1,6,3,1,1,1,1,3,3,2,4,2,1,1,3,1,5,1,2,2,1,1,2,1,1,1,,206,4133,4,1,1,2,3,4,2,2,1,1,1,1,1,2,1,1,1,1,3,1,1,3,4,1,1,1,3,2,1,2,3,3,2,1,1,1,3,1,20,8,3,3,1,2,2,6,2,5,10,41,2,2,4,4,4,4,6,2,2,5,26
1,64,1335,2,11,8,12,5,5,3,2,2,4,2,3,2,3,3,1,1,2,2,1,1,1,1,3,1,1,1,2,2,1,10,3,1,2,1,2,3,3,4,2,2,1,1,1,1,3,2,1,2,3,1,1,3,2,1,1,1,1,1,2,1,2,2,,206,4133,5,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,3,3,1,4,2,1,3,2,4,2,1,2,1,4,1,20,4,1,3,4,3,3,5,6,3,30,80,8,2,4,4,7,5,4,2,0,4,49
1,64,1336,2,5,6,4,2,1,5,3,1,4,2,2,5,5,3,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,9,5,4,1,1,2,3,2,4,3,1,1,3,2,2,2,1,4,1,3,2,2,2,2,1,1,1,1,1,2,1,2,1,,206,4133,6,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,3,2,2,3,2,2,2,3,3,1,2,2,3,2,2,1,1,4,2,20,4,3,3,1,3,4,3,4,3,30,50,9,1,2,5,7,4,5,2,2,0,29
1,64,1337,2,2,6,12,1,1,5,3,2,4,2,2,9,9,4,2,1,1,2,1,2,1,1,1,1,2,3,1,2,2,9,2,2,2,2,2,2,2,3,3,2,1,1,2,4,3,2,4,1,2,1,2,2,2,1,1,3,1,1,1,1,1,4,,206,4133,7,4,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,3,3,3,2,2,3,2,2,1,4,2,2,2,2,2,1,3,2,11,1,3,6,2,3,4,3,5,4,10,30,8,0,2,4,6,3,5,1,2,4,17
1,64,1338,2,4,6,5,5,1,5,3,2,4,2,2,9,9,3,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,9,4,2,2,1,2,2,3,4,3,1,2,1,1,1,2,2,1,4,2,1,2,2,1,1,1,3,1,1,2,1,1,1,,206,4133,8,1,2,1,2,3,1,2,1,1,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,3,3,2,1,2,1,3,2,2,2,1,4,1,10,4,3,2,3,3,2,2,6,4,10,60,8,0,3,6,7,4,6,2,2,3,19
1,64,1339,2,12,6,0,5,1,5,3,2,4,2,1,9,0,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,5,1,4,1,1,1,1,1,4,2,1,1,1,3,3,3,3,4,3,1,2,5,5,3,1,3,2,1,2,1,1,2,1,,206,4133,9,1,1,2,2,2,2,2,1,1,1,1,3,2,1,1,2,2,1,3,3,3,2,2,2,2,3,2,1,3,2,4,1,2,1,1,2,2,11,0,4,3,0,3,2,4,0,5,20,40,9,3,2,1,7,4,7,2,2,2,20
1,64,1340,2,9,6,4,1,1,5,3,1,4,2,4,7,9,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,9,4,3,2,2,2,1,2,2,3,3,1,1,4,1,3,2,4,2,2,1,2,2,3,1,1,1,1,1,2,1,2,1,,206,4134,0,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,3,3,4,2,1,2,2,1,1,3,2,3,2,2,1,1,4,1,20,6,1,5,2,3,3,5,5,4,30,21,0,2,4,3,7,4,5,1,2,1,30
1,64,1341,3,1,6,7,2,1,5,3,2,4,2,1,9,9,4,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,9,2,2,1,1,2,2,2,4,2,2,1,1,1,1,4,2,2,4,3,1,1,2,2,1,1,1,1,1,2,1,2,2,,206,4134,1,1,2,1,1,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,3,2,3,2,2,2,2,2,1,3,2,10,1,3,1,4,3,1,4,6,3,30,70,9,0,2,4,7,4,6,2,1,4,10
1,64,1342,3,12,6,2,6,4,1,4,1,5,4,5,2,2,2,2,1,4,2,1,1,1,2,4,1,1,1,1,2,2,2,3,1,2,2,2,8,1,8,2,4,2,2,2,2,2,2,4,1,1,1,4,4,1,1,3,3,4,6,6,6,6,6,,206,4134,2,6,6,6,2,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,5,2,5,1,1,1,1,1,7,31,2,3,7,1,3,4,5,1,4,10,91,0,3,3,0,6,4,3,1,2,4,35
1,64,1343,2,4,6,3,5,4,1,1,1,3,2,1,9,9,7,4,1,2,3,1,1,1,2,1,1,4,3,2,3,0,4,2,1,2,3,2,1,2,1,2,1,1,2,3,4,3,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,,206,4134,3,1,1,1,2,2,2,3,2,2,2,1,2,2,1,5,3,2,3,1,3,2,6,6,6,6,3,3,1,3,1,1,2,4,2,2,3,6,11,1,3,4,1,1,1,3,4,4,20,20,3,0,2,2,5,2,4,1,1,5,10
1,64,1344,2,3,6,7,5,1,5,3,1,3,2,3,4,4,2,1,1,2,2,1,1,1,1,1,1,1,2,1,3,2,4,1,1,1,2,2,2,3,4,3,1,1,3,4,4,2,2,2,1,3,2,1,2,1,1,3,3,1,1,2,1,2,2,,206,4134,4,2,2,1,2,2,1,1,1,1,1,1,2,3,1,2,1,1,1,2,3,3,3,2,2,2,3,1,1,3,1,3,1,2,2,1,3,6,20,8,1,3,1,3,3,4,5,3,20,30,9,2,3,6,7,3,5,1,0,6,30
1,64,1345,2,3,6,5,5,1,5,3,2,3,2,1,9,9,2,4,1,2,2,1,1,1,1,1,1,2,2,2,2,2,9,3,3,2,1,2,3,3,4,3,1,1,1,2,1,3,2,2,3,3,2,2,3,2,2,3,3,1,1,2,1,1,2,,206,4134,5,2,2,1,2,3,1,2,1,1,1,1,2,2,1,1,2,1,2,1,3,5,3,2,2,3,1,2,1,3,1,3,2,2,1,1,4,1,10,4,3,2,2,3,1,4,4,3,10,40,8,1,2,5,7,4,6,2,0,1,10
1,64,1346,2,2,6,3,1,1,5,3,1,3,2,2,9,1,2,2,2,3,2,1,1,1,1,1,1,2,1,1,2,1,9,4,4,1,1,1,5,3,7,3,3,1,2,3,3,3,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,,206,4134,6,1,2,1,2,2,1,3,1,2,1,1,2,3,1,1,1,1,2,1,2,3,3,5,4,2,1,2,1,2,2,2,2,3,2,1,4,1,10,4,3,4,0,3,1,3,5,4,30,40,4,0,1,6,7,4,7,2,1,0,29
1,64,1347,2,2,6,0,2,1,5,3,2,3,2,2,9,9,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,9,5,1,1,2,1,3,2,3,2,3,1,1,4,3,3,2,4,1,3,1,2,2,2,1,1,1,1,1,2,1,2,2,,206,4134,7,2,1,1,3,2,1,4,1,1,1,1,2,2,1,2,2,1,1,1,2,3,4,2,3,4,3,1,1,1,1,2,2,1,1,1,3,1,10,8,4,3,0,3,3,5,4,3,30,30,6,3,4,3,7,4,6,1,0,4,27
1,64,1348,2,3,6,3,4,1,5,3,1,4,2,4,8,8,3,1,1,3,2,1,1,1,2,1,1,2,1,1,2,2,9,3,1,1,1,1,7,3,7,3,2,1,1,1,2,2,2,6,6,1,1,1,4,1,1,1,1,1,1,2,1,2,2,,206,4134,8,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,1,1,1,3,3,1,1,2,1,3,6,2,1,2,1,20,5,3,5,3,3,2,6,7,5,40,61,2,0,4,5,6,4,7,2,0,4,30
1,64,1349,2,2,6,4,5,1,5,3,2,3,2,1,9,9,2,2,2,1,2,1,1,1,2,1,1,4,2,5,2,2,9,2,1,2,1,2,2,2,3,1,2,1,2,3,3,3,2,4,2,2,2,2,3,2,1,3,3,1,2,1,1,2,2,,206,4134,9,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,3,2,2,1,2,4,3,3,2,3,3,2,1,2,2,3,3,2,2,1,1,6,10,1,4,3,1,1,4,3,1,4,20,40,7,0,2,2,6,2,6,2,0,5,10
1,64,1350,2,3,6,4,3,1,5,3,2,3,2,3,11,11,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,11,2,1,1,2,2,1,1,2,2,1,3,2,2,2,3,1,3,4,3,1,1,1,1,1,1,1,1,2,1,1,2,1,,206,4135,0,1,1,2,2,2,1,1,1,1,1,1,2,3,1,2,2,2,2,1,1,3,2,3,2,2,3,2,2,3,2,2,1,1,1,1,4,1,20,8,1,3,1,3,3,2,2,3,30,60,8,3,3,2,7,5,4,1,2,5,40
1,64,1351,2,5,6,2,2,1,5,3,1,3,2,2,9,9,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,5,2,3,2,2,1,3,3,5,3,1,1,1,1,1,2,2,3,1,1,1,3,2,1,1,1,2,1,1,2,1,1,2,,206,4135,1,2,2,1,1,4,4,2,1,1,1,1,2,3,1,3,2,2,2,3,2,2,2,1,1,1,4,1,1,3,1,2,1,1,1,1,3,1,11,1,1,4,3,3,1,1,7,5,10,61,2,4,9,5,7,5,6,1,0,2,57
1,64,1352,2,2,6,3,5,1,5,3,2,3,2,2,9,9,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,9,2,1,1,1,2,6,3,6,3,3,1,1,1,1,2,2,4,1,2,2,1,2,1,1,1,3,1,1,2,1,1,2,,206,4135,2,2,2,1,2,3,1,1,1,2,1,1,2,2,1,2,1,1,3,2,3,2,2,1,1,1,3,2,1,2,1,3,3,2,2,1,4,1,10,4,3,2,3,3,4,5,6,4,10,51,2,0,4,6,7,5,6,2,0,5,37
1,64,1353,2,3,6,2,4,1,5,3,1,3,2,1,11,9,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,11,3,3,1,3,2,2,2,3,1,2,1,1,1,1,2,2,4,2,1,1,3,4,1,1,1,1,1,1,2,1,2,5,,206,4135,3,5,2,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,3,3,3,2,1,2,2,1,1,3,1,2,2,1,1,1,2,1,20,4,4,3,4,3,4,3,7,5,40,31,0,3,4,1,7,5,4,1,0,1,25
1,64,1354,2,6,6,1,3,1,5,3,1,3,2,2,4,11,1,2,2,1,3,1,1,1,2,1,1,2,2,2,3,1,5,2,2,2,2,2,1,2,3,2,2,2,2,2,1,4,2,4,3,5,1,2,2,2,1,1,3,1,1,2,1,2,2,,206,4135,4,2,1,1,2,2,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,3,4,1,1,1,2,3,1,3,2,2,2,2,1,1,3,6,20,3,2,4,3,2,4,2,4,3,20,31,2,1,3,2,5,2,5,1,0,4,26
1,64,1355,2,2,6,8,3,1,5,3,2,3,2,2,9,9,4,2,1,1,2,1,2,1,2,1,1,2,3,2,2,2,9,2,1,2,2,2,1,3,4,1,1,1,2,3,3,2,2,6,6,2,2,1,3,2,2,3,3,1,1,2,2,1,2,,206,4135,5,2,1,1,2,3,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,4,1,2,1,3,2,2,6,2,3,2,20,1,2,2,0,3,0,3,3,4,10,61,1,0,3,3,5,3,5,1,0,5,19
1,64,1356,2,2,6,3,5,1,5,3,2,4,2,2,9,9,5,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,9,2,1,1,2,2,2,2,4,3,3,1,1,3,3,3,2,4,3,2,3,2,4,3,2,3,1,1,1,2,1,2,2,,206,4135,6,2,2,1,2,3,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,3,2,1,2,3,3,2,1,1,3,4,2,11,1,3,2,0,3,2,5,4,4,20,61,0,2,3,4,6,5,5,1,0,5,27
1,64,1357,1,2,7,4,5,1,5,3,2,3,2,1,9,9,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,9,1,1,1,2,2,1,3,2,3,1,1,1,3,1,1,2,4,3,2,3,2,3,2,1,3,2,3,1,2,1,2,2,,206,4135,7,2,1,1,3,3,1,3,1,1,1,1,2,2,1,2,1,1,1,2,3,3,2,2,2,2,3,3,1,1,1,1,2,4,1,1,1,6,11,1,6,5,2,4,3,5,3,3,10,40,9,1,2,3,7,4,5,1,0,6,27
1,64,1358,1,6,8,4,4,1,5,3,1,4,2,4,4,4,2,1,1,2,2,4,1,1,1,3,1,3,1,1,1,1,4,3,2,1,3,4,4,2,8,2,2,1,1,1,1,2,1,4,4,4,3,4,4,3,1,2,1,2,2,2,1,2,2,,206,4135,8,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,4,1,1,3,3,1,2,4,1,1,2,1,1,4,2,50,2,3,2,4,4,4,6,3,0,30,80,9,2,2,1,7,5,0,0,0,3,56
1,64,1359,2,5,7,3,5,1,5,3,1,4,2,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,2,10,2,1,1,1,3,3,2,1,6,6,2,2,1,4,1,1,1,3,1,1,2,1,2,2,,206,4135,9,1,2,1,1,3,1,1,1,1,1,1,1,2,1,4,1,1,2,1,4,1,4,1,1,1,3,1,1,4,3,3,1,1,2,1,4,6,21,1,3,1,0,4,3,5,7,4,20,31,2,3,4,3,7,5,6,1,1,1,57
1,64,1360,2,10,7,0,4,4,1,2,2,5,2,5,9,9,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,15,4,1,2,2,3,1,2,2,2,2,4,2,2,2,4,3,4,2,3,1,3,3,3,2,3,3,1,1,6,1,2,1,,206,4136,0,1,6,6,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,4,2,1,2,2,3,1,1,1,1,3,1,20,1,1,4,2,4,3,6,1,3,20,91,2,3,5,0,7,5,2,1,2,4,97
1,64,1361,2,3,7,2,3,1,5,3,1,3,1,1,9,9,9,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,9,2,5,1,2,2,3,3,6,3,3,4,3,3,1,4,2,2,3,1,1,1,2,1,1,1,1,1,1,2,1,2,2,,206,4136,1,1,2,1,1,2,3,2,1,1,1,1,5,6,4,5,1,4,3,2,5,5,6,6,6,6,3,4,1,2,1,2,5,1,6,1,1,1,10,2,6,6,2,4,1,2,7,5,30,30,3,1,3,6,7,5,5,1,1,3,30
1,64,1362,2,9,7,7,4,1,5,3,2,5,2,2,9,9,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,9,3,3,2,1,3,3,3,3,3,2,1,1,3,1,3,2,1,4,2,2,1,2,2,2,1,1,1,1,2,1,2,2,,206,4136,2,2,2,1,2,2,1,2,1,2,1,1,3,3,2,2,2,2,1,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,1,1,1,30,4,1,4,3,4,1,1,5,4,30,60,9,0,3,5,6,5,4,2,0,1,49
1,64,1363,2,5,8,9,1,1,5,3,2,3,2,1,9,9,3,1,2,1,2,1,1,1,1,1,1,4,1,1,1,1,9,3,3,1,1,2,2,2,4,2,2,1,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,,206,4136,3,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,3,2,2,3,1,2,2,2,3,1,3,6,10,4,3,1,3,4,2,5,7,5,40,70,9,0,2,4,7,3,6,2,0,1,30
1,64,1364,9,6,6,7,1,1,5,3,1,3,2,3,5,5,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,5,3,1,1,1,1,1,3,1,3,2,1,1,3,2,3,2,4,2,3,1,2,2,3,1,1,1,1,1,1,1,1,1,,206,4136,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,3,2,4,1,1,1,1,3,1,21,1,1,2,2,4,4,6,4,3,20,90,9,5,4,4,7,5,7,2,2,4,57
1,64,1365,2,8,6,2,4,5,1,2,1,5,2,2,6,9,4,2,2,1,2,1,1,1,1,3,1,2,1,2,1,1,9,4,4,2,3,3,1,2,2,3,1,1,2,3,1,3,2,4,1,2,1,1,1,1,1,3,2,3,1,2,1,1,2,,206,4136,5,1,2,1,2,3,1,3,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,1,3,5,20,3,3,2,2,4,3,4,5,3,10,60,9,0,3,3,7,4,1,1,1,0,35
1,64,1366,2,5,6,3,4,1,5,3,2,4,2,2,9,9,6,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,9,2,1,2,1,1,10,2,8,2,3,1,3,2,1,2,2,4,1,2,1,4,4,2,1,1,3,1,1,2,1,2,2,,206,4136,6,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,1,2,2,4,1,2,1,1,4,2,11,1,3,4,2,4,4,6,5,4,20,81,2,3,3,1,7,5,7,2,0,5,57
1,64,1367,2,4,6,4,2,1,5,3,1,4,2,2,5,9,3,1,1,2,2,1,1,1,2,1,1,2,3,2,1,2,9,5,1,2,2,2,3,2,1,2,3,2,1,4,4,2,1,4,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,,206,4136,7,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,2,3,1,1,3,2,3,2,1,1,1,7,2,20,4,1,4,1,4,4,6,5,4,30,81,0,3,4,3,6,4,5,1,2,4,39
1,64,1368,2,11,6,2,5,4,1,2,1,3,2,2,9,9,3,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,9,3,2,2,2,2,4,3,6,2,1,1,3,3,3,2,2,2,1,5,1,1,1,1,1,1,3,1,1,6,1,6,2,,206,4136,8,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,1,2,2,2,6,1,1,2,10,4,1,4,0,4,2,3,5,3,10,30,9,0,2,5,6,5,5,1,0,3,47
1,64,1369,2,2,6,7,1,1,5,3,1,3,2,2,9,9,3,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,9,2,2,1,1,2,1,3,3,3,2,1,1,1,2,2,2,3,4,1,1,2,2,1,1,1,3,1,1,2,1,1,1,,206,4136,9,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,3,1,1,1,3,2,1,3,2,3,2,1,1,1,3,2,10,2,3,2,3,4,3,5,6,5,10,51,2,2,3,4,7,5,6,2,2,4,47
1,64,1370,2,3,6,3,3,1,5,3,1,3,2,2,9,9,3,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,9,3,2,2,2,2,1,2,3,2,3,1,1,1,1,2,2,5,5,1,1,1,1,1,1,1,3,1,1,2,1,2,2,,206,4137,0,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,3,1,1,3,1,4,2,1,1,1,5,6,10,3,3,2,3,4,3,6,7,5,20,71,2,4,4,2,6,5,5,1,0,3,47
1,64,1371,2,4,6,3,4,1,5,3,1,3,2,2,9,9,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,9,2,1,1,2,2,2,2,10,3,3,1,1,1,4,2,2,4,2,1,1,1,1,1,1,3,3,3,1,2,1,2,2,,206,4137,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,3,2,1,1,1,1,3,1,1,3,1,2,2,1,1,1,4,1,11,1,3,6,2,4,3,4,4,4,20,61,2,3,5,5,7,5,5,1,1,5,47
1,64,1372,1,10,7,2,2,1,5,3,1,3,2,3,7,7,3,1,2,1,2,1,1,1,1,1,1,4,2,1,3,1,7,4,3,1,3,2,1,2,4,2,3,1,2,2,1,4,2,4,3,1,1,3,3,2,1,1,1,1,1,2,1,2,2,,206,4137,2,2,2,1,2,2,2,4,1,1,1,1,2,3,2,3,3,1,3,1,4,4,5,1,1,1,2,1,1,3,2,3,3,3,2,1,4,1,20,3,1,4,2,2,2,2,5,5,30,1,2,1,5,1,7,1,4,1,0,1,30
