CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.32C.,Q.32D.,Q.32E.,Q.32F.,V.32G.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,CARD..1,DECK..1,BALLOT..1,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74D.,Q.74E.,V.74F.,V.74G.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80A.,Q.80B.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90A.,Q.90B.,Q.91.,Q.92.,Q.94.,Q.95.,Q.97.,V.98.,V.99.,V.100.
1,126,157,2,2,1,0,0,4,2,11,8,0,0,0,0,0,3,2,3,0,0,2,0,2,2,3,2,3,2,2,3,3,2,2,3,3,3,3,9,3,3,3,3,3,3,1,1,1,2,2,3,0,3,2,2,2,2,2,2,2,5,2,2,2,1,0,2,2,1,2,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,157,0,2,2,0,0,0,0,10,1,0,2,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,1,2,2,0,1,4,0,3,2,5,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,158,2,1,1,3,2,3,2,2,6,3,3,2,2,2,3,2,2,3,1,3,4,2,1,2,2,3,2,3,1,3,3,3,2,3,3,3,7,3,3,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,4,2,1,1,1,2,1,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,158,3,1,3,1,3,4,1,11,2,2,5,6,1,3,2,1,3,1,4,6,2,2,2,1,6,2,1,3,2,2,1,1,2,2,1,0,2,6,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,159,2,5,1,4,1,3,2,6,5,4,4,7,3,1,2,4,3,3,1,1,4,1,1,2,2,3,2,2,2,3,3,3,3,2,3,2,8,1,2,2,3,4,1,2,1,1,1,1,2,1,1,1,2,2,3,3,4,2,2,1,3,2,1,2,1,1,1,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,159,1,1,3,1,1,2,1,11,1,1,5,1,1,3,3,1,3,5,5,6,2,2,3,2,6,3,1,1,1,2,1,2,1,3,0,7,2,6,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,160,3,2,1,3,2,5,2,4,6,1,3,1,2,2,1,1,2,2,2,2,1,1,1,1,4,1,1,1,1,3,3,1,1,3,3,3,8,2,3,2,3,2,1,2,2,3,2,2,3,1,1,1,1,1,1,1,2,2,2,1,4,2,1,1,1,2,1,2,1,3,1,2,2,126,160,3,1,3,1,3,4,1,1,1,2,2,5,6,1,3,2,1,3,1,4,6,2,2,2,1,6,2,1,3,2,2,1,1,2,2,10,2,6,12
1,126,161,2,2,1,3,5,5,2,4,5,1,3,6,2,2,3,1,3,3,2,2,1,2,1,4,2,3,2,2,3,3,3,2,1,1,2,3,8,1,2,2,3,2,1,2,1,2,1,1,3,1,2,2,1,1,3,3,4,2,3,2,2,2,2,2,1,1,1,1,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,161,1,1,3,1,1,1,2,32,1,1,3,6,1,3,3,1,3,4,4,2,4,2,4,3,6,2,2,1,1,2,1,2,1,4,0,5,2,6,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,162,3,2,2,5,5,5,2,5,7,0,3,3,2,1,3,1,3,3,1,4,3,1,1,4,1,1,1,1,1,1,2,1,1,3,2,3,8,2,2,1,2,2,1,2,1,4,2,2,3,2,1,2,1,2,3,2,1,1,3,2,1,2,2,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,162,2,2,3,3,3,3,3,33,3,2,8,6,1,3,2,1,2,2,3,3,2,2,3,2,2,3,1,1,1,2,2,1,3,3,0,4,2,6,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,163,1,2,1,4,0,4,2,4,6,3,2,1,2,1,2,2,3,3,1,2,2,1,1,2,2,1,2,2,3,3,2,1,2,3,2,2,7,1,2,1,3,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,3,2,2,3,2,1,2,2,2,2,2,1,2,3,2,1,2,126,163,1,1,2,2,2,2,2,1,1,1,2,5,6,2,2,2,3,2,4,4,3,6,6,3,2,2,1,2,1,2,2,2,1,1,2,1,2,6,9
1,126,164,2,4,1,5,0,5,2,4,6,3,4,1,2,1,2,4,3,3,1,4,4,3,1,2,3,1,2,2,1,3,1,1,3,0,1,2,4,1,3,3,2,2,1,1,3,3,1,2,3,1,3,3,1,3,1,1,2,1,2,2,3,2,1,2,1,2,3,2,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,164,1,1,2,1,1,2,1,32,1,1,3,6,1,1,3,1,2,1,1,3,2,2,3,3,6,1,3,3,2,1,1,1,1,4,0,3,2,6,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,165,2,3,1,5,0,5,2,4,6,3,4,2,2,1,1,1,3,2,2,4,1,1,1,4,1,1,2,2,1,3,1,1,2,3,1,3,4,3,2,3,2,3,1,1,2,3,3,1,3,1,3,2,2,3,1,1,2,2,2,2,4,2,3,2,2,2,2,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,165,1,2,2,3,3,4,3,33,2,2,1,6,1,2,2,1,2,1,1,6,3,3,2,2,3,1,3,3,2,1,1,1,1,3,0,2,2,6,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,166,3,1,4,1,3,4,2,9,4,4,3,5,2,4,3,3,3,3,1,1,1,1,1,2,1,3,2,2,1,1,2,1,1,3,3,3,8,3,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,0,3,3,1,3,2,0,3,2,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,166,1,1,3,2,2,2,2,13,1,2,3,6,1,2,2,2,2,4,3,3,2,2,3,2,2,1,2,2,2,1,2,1,2,2,1,2,2,6,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,167,4,1,1,1,5,5,2,4,6,2,2,1,2,1,2,1,1,1,3,4,1,1,1,4,1,3,2,3,3,3,2,2,2,2,2,2,9,1,1,1,2,2,1,2,2,3,2,3,2,3,2,1,2,2,3,3,4,2,2,1,4,2,2,2,4,3,3,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,167,3,3,3,3,2,4,3,33,3,3,8,6,4,2,2,1,3,4,4,2,3,3,2,2,1,2,2,1,2,1,1,1,2,2,0,1,2,6,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,168,0,0,0,0,0,0,2,9,1,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,0,0,0,0,0,0,0,2,3,2,3,3,4,3,0,4,0,0,0,0,3,2,3,2,3,3,2,0,2,126,168,0,0,0,0,0,0,1,3,2,2,2,1,6,0,0,0,0,0,4,4,6,3,0,0,0,0,3,3,3,2,0,2,1,0,0,12,2,6,1
1,126,169,4,1,4,1,3,4,2,6,6,4,3,2,2,2,3,4,1,2,3,4,1,1,1,4,1,1,2,1,3,3,1,1,1,0,0,0,3,2,3,3,3,4,1,3,2,3,3,2,2,1,1,1,1,2,3,3,4,3,2,1,4,2,2,1,4,1,2,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,169,1,1,3,2,1,3,0,2,0,2,8,4,1,2,2,1,2,2,4,3,1,1,3,2,2,2,1,1,2,1,1,3,1,2,0,5,2,6,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,170,3,2,5,4,0,5,2,2,6,1,3,1,2,1,2,1,2,3,3,4,1,1,1,4,1,1,1,1,3,3,0,0,0,0,0,0,1,1,1,1,2,3,1,3,1,2,3,3,2,3,3,1,2,3,1,1,2,3,3,2,2,3,2,1,4,1,3,2,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,170,4,3,3,3,3,4,3,32,3,3,8,6,1,2,2,1,2,0,0,0,0,2,1,1,2,1,3,2,2,1,2,1,2,3,0,2,2,6,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,171,4,2,5,1,0,5,2,9,1,4,3,1,2,2,2,1,1,1,2,3,1,1,1,4,1,1,1,1,1,3,2,1,1,3,3,3,8,2,3,2,3,3,1,3,1,4,3,2,2,2,3,3,3,3,3,3,4,3,2,1,3,1,1,1,3,2,2,2,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,171,3,3,3,3,2,3,3,32,3,2,1,6,1,2,2,1,2,4,4,6,4,5,4,2,5,2,3,2,2,1,3,2,3,2,0,1,2,6,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,172,2,2,1,5,1,4,0,4,0,1,4,7,2,2,2,2,2,3,2,2,1,1,1,4,1,2,2,3,1,1,0,0,0,0,0,0,0,3,2,1,3,2,1,2,2,2,2,2,3,2,1,2,1,3,2,2,3,2,4,2,4,2,2,1,2,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,172,1,2,3,2,2,3,1,11,1,2,6,6,1,3,2,2,2,4,4,3,1,1,1,2,1,1,1,2,1,3,2,2,2,2,0,2,2,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,173,4,2,3,3,5,4,1,1,6,3,1,6,1,5,3,3,3,3,3,1,1,1,1,2,1,3,2,2,1,3,3,3,1,3,3,3,7,1,1,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,2,1,2,2,3,2,1,1,1,3,1,2,1,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,173,3,2,3,2,2,4,3,11,3,1,4,6,2,2,3,2,2,4,4,5,1,1,1,2,2,1,1,3,1,3,1,1,2,2,0,9,2,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,174,2,5,1,5,5,4,2,3,8,4,2,1,2,4,1,1,1,2,3,2,1,1,1,4,1,2,1,1,3,2,2,2,2,3,2,1,8,2,2,3,2,2,2,2,3,3,3,2,3,3,3,2,2,3,2,2,1,3,2,1,3,2,2,2,4,3,2,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,174,3,3,2,3,2,3,3,23,1,3,1,6,1,1,2,1,2,4,3,2,1,2,2,1,2,1,3,1,2,1,2,2,3,3,1,2,2,6,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,175,0,1,1,1,0,3,2,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,9,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,2,126,175,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,3,0,1,2,1,95
1,126,176,0,1,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,3,3,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,126,176,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,68
1,126,177,4,1,4,2,1,4,2,3,0,4,3,1,2,0,3,3,2,2,3,2,2,2,1,1,4,3,2,2,1,1,0,0,1,0,0,0,7,0,0,0,3,2,0,1,1,1,2,0,1,1,1,1,1,1,2,2,3,2,3,2,3,3,2,1,1,2,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,177,1,2,3,2,2,3,2,12,2,1,2,6,3,2,2,2,2,4,4,6,3,4,6,2,4,4,1,3,1,3,1,1,2,5,1,0,2,1,0,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,178,0,3,0,0,0,2,2,4,1,4,0,3,2,0,0,2,0,0,0,0,0,1,4,4,0,1,0,0,2,3,3,3,3,3,3,3,9,3,3,3,1,0,0,1,2,4,2,2,1,0,0,0,3,1,0,0,0,1,3,3,0,0,1,3,1,1,3,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,178,1,1,0,0,0,1,3,30,2,3,1,3,1,0,2,0,1,4,0,5,2,6,1,1,4,2,1,3,2,0,1,1,1,1,0,4,2,1,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,179,2,3,4,5,2,4,2,1,6,3,2,1,2,5,3,3,3,3,1,1,1,1,1,3,1,1,2,2,1,2,3,2,3,3,2,3,9,1,2,2,3,4,1,2,2,3,1,2,3,2,1,2,1,1,1,1,2,2,3,1,3,3,2,4,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,179,1,2,3,2,1,2,1,11,1,2,7,6,3,3,2,5,1,1,2,6,3,3,7,3,2,2,2,3,1,3,1,3,1,5,0,3,2,1,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,180,1,2,1,2,1,3,2,3,7,1,1,2,2,1,2,3,3,3,2,1,2,1,2,4,2,3,2,3,1,1,2,2,2,3,3,3,9,2,3,2,3,5,1,1,2,3,1,2,3,1,1,2,2,2,1,1,2,3,3,1,3,1,1,3,2,1,1,2,1,1,2,2,2,126,180,1,2,3,2,2,2,2,1,1,1,1,6,6,1,2,2,1,2,1,3,2,1,1,7,3,6,2,2,3,0,3,1,1,3,2,0,2,1,87
1,126,181,3,2,4,1,1,4,2,10,3,3,2,1,2,1,2,3,3,3,2,2,1,1,2,3,1,3,2,2,1,1,1,1,1,2,2,3,3,3,3,3,2,2,1,2,1,2,2,3,2,1,2,1,1,2,2,2,2,2,2,2,4,2,2,2,3,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,181,1,2,3,3,3,3,1,31,2,1,3,6,1,2,2,1,2,4,4,3,1,1,1,2,1,2,2,2,2,1,1,1,2,2,0,4,2,1,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,182,5,1,4,1,2,3,2,1,5,3,1,1,2,3,3,3,3,3,2,1,3,2,2,2,2,3,2,2,3,3,0,0,0,0,0,0,0,2,2,2,3,2,1,1,1,2,1,2,2,1,2,2,1,2,3,3,4,3,4,2,3,1,1,4,1,1,2,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,182,1,2,2,2,1,2,2,22,1,1,4,6,1,1,1,3,2,3,1,2,0,1,3,2,2,2,2,3,1,5,1,3,2,2,0,4,2,1,0,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,183,2,3,4,3,5,4,2,8,5,1,4,4,2,5,2,2,2,2,2,2,1,1,1,4,1,2,1,2,1,1,3,2,2,2,2,2,7,2,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,2,3,3,4,3,1,1,2,2,1,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,183,1,2,3,2,2,3,1,31,1,1,7,6,7,3,3,1,3,1,3,3,2,2,3,1,2,1,3,2,2,1,2,1,2,3,0,7,2,1,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,184,4,2,4,2,3,4,2,5,0,3,4,1,1,3,3,3,3,3,1,1,1,2,3,1,1,0,2,2,1,2,0,0,1,0,0,0,7,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,184,1,1,2,1,1,2,2,11,3,2,5,6,2,3,2,2,2,0,4,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,0,9,2,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,185,2,3,1,4,1,3,2,8,5,3,4,2,1,1,3,3,3,3,2,2,1,1,1,2,1,1,2,1,3,3,2,1,2,2,2,2,7,1,2,2,3,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,4,2,2,2,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,185,1,2,3,3,2,4,2,11,2,2,1,6,1,3,3,1,3,1,1,6,4,4,3,2,2,1,1,1,2,0,1,1,2,1,0,8,2,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,186,2,1,4,4,3,3,2,9,0,3,3,6,1,5,3,3,3,3,1,1,4,4,1,1,4,3,2,2,1,1,3,2,2,3,3,3,9,1,3,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,3,3,4,1,4,3,2,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,186,1,2,3,1,2,0,1,11,1,1,7,6,1,3,1,5,2,2,2,3,2,2,7,3,2,1,1,3,1,5,1,1,4,3,0,9,2,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,187,2,2,1,1,5,3,2,5,0,2,3,1,2,1,3,3,3,3,2,4,1,1,1,3,1,1,2,2,3,3,1,3,3,3,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,3,1,2,3,2,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,187,1,1,3,1,1,1,1,11,1,1,7,6,1,3,2,1,2,3,3,6,2,2,7,3,6,1,1,3,2,3,1,2,1,1,1,1,2,1,0,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,188,2,4,1,5,1,4,2,13,7,3,4,1,2,1,3,3,3,3,2,1,3,3,4,1,3,3,2,2,1,1,3,3,3,3,3,3,9,1,3,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,0,3,4,3,1,4,0,1,1,2,1,2,1,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,188,1,1,3,1,0,1,1,11,0,1,6,3,1,1,1,4,3,1,1,6,3,0,2,3,6,1,2,2,2,2,1,2,1,4,0,8,2,1,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,189,1,2,1,5,1,4,2,9,4,4,4,1,2,1,3,3,3,3,2,2,1,1,1,4,1,0,3,3,3,3,3,3,3,3,3,3,9,1,3,2,3,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,3,3,2,3,2,1,2,1,1,1,1,1,2,2,1,2,126,189,1,1,3,2,2,2,1,2,2,1,1,3,6,1,3,3,1,2,5,5,6,4,5,7,3,6,2,1,3,1,5,1,2,4,2,7,2,1,16
1,126,190,3,2,2,5,2,4,2,2,5,4,3,3,2,2,2,3,2,2,2,3,1,1,1,3,2,2,2,2,1,2,2,0,0,0,2,0,9,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,0,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,190,1,1,2,2,2,1,2,32,2,1,2,6,1,1,1,2,1,2,3,6,2,2,2,1,1,1,1,1,1,2,1,1,2,2,0,6,2,1,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,191,1,2,1,1,5,3,2,4,6,1,3,1,2,1,2,4,2,2,2,3,4,1,1,3,1,3,2,2,3,3,2,1,1,3,2,1,8,2,3,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,3,2,2,3,2,2,2,3,1,3,2,2,1,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,191,2,2,3,3,2,3,3,33,3,2,8,6,1,2,2,1,2,4,4,3,2,2,2,2,1,2,2,2,2,1,1,2,2,2,0,7,2,1,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,192,1,3,1,3,1,3,2,4,6,3,1,4,2,1,3,3,3,3,1,2,1,1,3,2,2,0,2,2,3,3,2,1,2,3,1,3,2,1,1,1,2,3,1,2,1,1,1,2,3,1,1,1,1,2,1,1,2,3,2,2,1,3,3,1,1,1,1,2,1,3,1,1,2,126,192,1,1,1,2,1,1,1,1,2,1,2,7,6,1,2,2,2,1,1,4,6,4,4,7,3,6,1,1,3,1,2,1,1,2,4,7,2,1,13
1,126,193,2,2,1,1,1,5,2,4,8,3,4,4,2,2,3,4,2,2,2,3,1,1,1,4,1,1,2,3,3,3,2,2,2,3,1,3,1,1,2,3,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,3,3,1,3,2,2,1,3,1,2,2,2,3,2,2,2,126,193,2,1,3,1,2,2,2,2,2,1,2,3,6,1,2,2,2,1,3,3,6,3,3,2,2,2,2,1,1,2,2,1,1,4,4,8,2,1,99
1,126,194,2,4,1,5,1,4,2,4,5,4,1,1,2,5,2,4,2,3,2,2,1,1,1,2,4,3,2,3,1,1,2,2,3,3,3,2,1,1,2,3,3,4,1,3,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,194,1,2,3,3,3,4,1,13,3,2,1,6,1,2,2,2,2,3,2,2,1,1,2,1,2,2,1,3,2,1,1,1,1,1,0,7,2,1,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,195,2,2,5,5,2,4,2,9,4,3,1,2,1,4,2,4,3,3,2,2,2,1,1,2,2,3,2,2,1,3,2,2,3,3,3,2,9,2,3,2,3,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,3,2,3,2,3,3,1,1,1,1,2,2,1,2,2,126,195,2,2,3,2,2,2,1,1,1,1,1,6,6,1,2,2,2,2,2,2,3,6,6,3,2,2,1,2,2,2,0,1,2,4,2,7,2,1,18
1,126,196,3,3,4,3,5,4,2,4,1,2,2,6,3,4,3,3,3,2,2,3,1,1,1,2,1,0,2,0,3,3,3,3,1,3,2,3,7,1,2,2,3,3,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,3,2,2,1,1,3,1,2,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,196,1,1,2,2,2,1,1,11,1,1,7,6,2,2,2,3,2,5,5,3,2,2,2,2,2,1,2,3,1,2,1,1,1,3,0,6,2,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,197,0,0,0,0,0,0,2,4,6,3,4,0,1,1,3,3,3,3,2,2,1,1,1,4,1,3,2,3,3,3,0,0,0,0,0,0,0,1,3,1,3,5,1,1,1,1,2,1,2,1,2,1,1,1,2,1,3,2,5,3,3,1,1,1,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,197,1,1,2,2,1,1,1,11,0,0,5,2,1,3,2,5,1,1,1,1,2,2,8,1,4,3,2,3,1,3,1,1,3,1,0,8,2,1,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
