CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.32C.,Q.32D.,Q.32E.,Q.32F.,V.32G.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,CARD..1,DECK..1,BALLOT..1,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74A.,Q.74B.,Q.74C.,Q.74D.,Q.74E.,V.74F.,V.74G.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80A.,Q.80B.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90A.,Q.90B.,Q.91.,Q.92.,Q.94.,Q.95.,Q.97.,V.98.,V.99.,V.100.
2,126,79,0,0,0,0,0,0,0,20,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,1,1,2,3,0,1,0,6,2,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,80,2,1,1,1,0,1,1,7,3,3,1,4,2,1,1,0,3,0,1,4,1,1,1,4,1,1,1,1,1,3,0,0,1,0,1,0,2,2,1,1,3,1,1,2,2,3,1,3,2,1,2,0,1,3,3,3,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,80,4,2,3,3,3,4,3,33,3,3,1,6,0,0,0,0,0,0,0,0,0,2,7,2,1,1,2,4,2,1,1,1,3,1,0,2,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,81,2,4,5,5,2,5,2,3,7,3,4,2,2,1,3,1,2,2,2,4,1,1,1,4,1,3,1,2,2,2,3,1,2,3,1,2,2,1,2,1,2,1,3,2,3,3,2,3,2,1,1,1,3,1,3,3,4,3,2,2,3,2,3,1,1,1,3,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,81,1,1,3,3,3,4,3,33,2,1,3,6,2,1,2,1,1,3,3,3,1,1,3,3,3,4,1,1,1,2,1,2,4,1,0,5,2,2,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,82,0,1,5,1,0,3,0,3,7,3,3,6,0,1,3,3,0,3,0,2,2,2,0,0,2,0,2,3,3,3,0,0,0,0,0,0,9,3,0,3,3,0,3,3,1,0,1,3,3,1,1,2,2,3,1,1,3,2,5,3,1,1,3,3,1,1,3,2,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,82,1,1,2,0,1,2,0,0,0,0,8,5,8,2,3,5,3,1,1,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,83,0,0,0,0,0,0,2,4,8,3,3,3,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,0,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,83,3,2,2,2,2,3,2,22,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,2,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,84,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,2,126,84,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,2,3,3
1,126,85,3,1,1,1,0,5,1,2,0,1,3,0,1,3,3,4,3,1,0,4,1,3,3,3,3,3,2,2,3,0,3,3,2,3,3,3,9,0,2,0,0,3,0,1,0,0,0,0,2,2,0,2,1,0,1,0,0,1,5,4,1,1,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,85,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,1,1,1,3,0,2,2,3,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,86,0,1,0,2,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,5,4,0,0,0,0,0,1,3,0,0,0,0,3,2,126,86,0,3,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,1,1,1,0,0,5,2,3,10
1,126,87,2,1,4,1,1,4,1,4,0,1,4,1,0,1,0,3,3,3,1,1,0,0,0,0,0,3,2,0,3,3,3,3,1,3,3,3,7,0,2,2,2,2,0,0,1,1,1,0,2,0,2,0,1,1,2,1,0,0,4,2,0,2,2,1,2,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,87,1,1,2,1,1,2,1,10,0,0,2,5,1,0,2,0,0,0,0,0,2,2,3,1,3,0,4,0,0,0,0,0,2,2,0,4,2,3,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,88,3,1,1,3,1,5,1,11,7,3,2,7,3,2,1,3,3,3,1,3,3,1,3,2,1,1,2,2,3,3,0,2,0,0,2,0,9,2,2,1,2,3,1,2,1,3,2,2,3,1,1,1,1,1,3,3,4,3,1,1,2,2,2,2,1,2,1,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,88,2,1,3,1,2,3,2,32,1,3,3,6,0,2,2,1,2,4,4,6,3,3,2,2,6,2,1,2,2,0,1,2,4,1,0,7,2,3,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,89,4,1,4,4,1,4,1,9,1,1,4,1,2,1,0,1,1,1,2,4,1,1,1,4,1,1,3,3,1,3,1,1,2,3,1,3,4,3,3,3,2,3,1,3,1,4,2,3,3,3,1,1,1,3,3,2,1,3,2,1,4,2,3,2,4,3,2,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,89,3,3,3,3,3,3,3,32,1,3,2,1,5,2,2,2,2,4,4,3,1,2,4,2,2,4,1,1,2,0,2,3,2,3,0,5,2,3,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,90,2,4,1,3,1,5,1,1,8,4,3,7,2,2,2,4,2,2,2,2,1,1,1,4,2,0,2,2,1,3,3,1,2,3,2,3,7,2,2,1,3,1,1,3,1,3,2,3,2,2,2,2,1,2,3,2,1,3,3,2,3,3,2,2,2,2,2,2,1,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,90,3,3,3,3,3,0,2,32,1,3,1,6,1,2,2,2,1,4,4,2,1,0,1,3,1,4,2,2,2,1,2,1,4,1,0,2,2,3,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,91,4,1,0,5,5,5,1,4,6,4,3,6,1,5,2,3,2,2,3,3,2,1,1,3,2,3,2,2,1,1,3,2,1,3,3,3,7,1,1,1,3,5,1,2,2,2,3,2,3,2,1,1,1,1,3,3,0,2,3,3,1,1,1,2,1,1,1,3,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,91,1,1,1,1,1,1,1,12,1,1,6,5,1,1,1,3,1,4,2,1,1,1,2,2,2,2,2,2,2,0,1,2,3,3,0,4,2,3,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,92,3,2,1,3,1,5,1,5,8,2,3,2,1,4,3,3,3,3,1,3,0,2,1,4,1,3,1,3,3,3,0,2,2,1,2,2,8,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,3,1,3,1,2,3,2,1,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,92,1,1,1,2,2,2,2,11,1,1,6,1,1,1,2,2,1,4,2,4,4,4,5,2,3,2,1,3,2,1,1,3,3,1,0,8,2,3,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,93,2,3,5,2,2,4,2,3,0,2,2,3,2,1,3,4,3,3,1,3,1,1,1,2,4,3,2,2,0,0,2,0,0,0,0,0,9,3,2,3,3,1,0,2,1,2,1,0,1,1,3,2,1,2,1,0,0,3,3,1,4,1,1,2,1,1,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,93,1,1,3,1,1,1,2,11,1,3,7,6,1,1,3,2,1,0,3,3,3,1,6,3,3,0,0,2,1,2,1,1,1,3,0,4,2,5,0,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,94,1,2,1,5,2,4,2,9,4,3,1,3,2,4,3,3,3,3,3,2,4,1,1,2,1,0,2,2,1,0,2,2,1,3,3,3,7,2,3,3,2,4,1,1,2,1,2,0,1,1,2,1,1,2,3,3,4,2,2,1,3,2,3,2,2,0,2,1,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,94,2,2,2,3,3,4,1,21,1,0,2,1,3,2,2,2,2,4,2,6,4,4,2,3,6,2,3,3,2,1,2,2,2,2,0,6,2,5,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,95,5,1,1,1,1,4,2,4,0,4,2,1,0,4,0,0,0,3,3,2,0,1,1,4,1,2,2,0,2,2,3,3,3,3,3,3,9,0,3,2,3,1,1,1,2,1,1,0,0,1,1,1,1,1,3,0,0,0,0,2,0,1,1,1,4,3,1,2,3,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,95,2,0,3,3,3,0,1,1,1,0,7,4,4,3,2,2,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,2,5,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,96,2,2,4,4,0,4,2,13,7,1,4,1,2,1,3,3,2,3,1,1,3,1,1,2,2,3,2,2,3,3,3,3,3,2,3,3,9,1,3,2,3,3,1,1,1,3,1,2,2,1,1,1,1,1,1,1,2,1,3,2,2,1,1,0,1,1,1,1,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,96,1,1,2,1,1,2,1,10,3,1,4,1,1,2,2,1,2,3,1,4,6,6,4,3,2,1,1,3,1,5,1,1,2,2,0,8,2,5,0,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,97,3,2,1,3,1,4,2,4,0,4,3,2,2,3,3,4,3,3,1,3,1,1,1,3,1,1,2,2,2,3,2,1,2,3,1,3,2,2,3,1,2,2,1,1,1,3,2,1,1,1,2,1,2,1,1,1,2,3,4,2,2,3,2,2,1,1,1,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,97,1,1,3,2,3,3,3,33,1,2,1,6,1,3,2,2,2,4,4,6,5,6,3,2,2,1,1,1,2,0,1,2,1,4,0,8,2,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,98,4,1,1,5,5,5,2,0,0,3,1,6,1,4,2,3,3,2,1,1,0,1,1,2,2,0,2,2,1,3,3,3,0,3,0,2,9,1,1,2,3,3,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,3,2,2,3,2,1,2,1,1,1,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,98,1,1,2,1,2,2,1,11,1,1,7,6,3,2,2,2,3,0,1,3,1,1,1,1,6,2,1,3,1,5,1,1,3,3,0,8,2,5,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,99,4,2,5,3,5,5,2,12,8,1,1,6,2,5,3,3,3,3,1,1,2,2,2,1,2,3,2,2,3,3,3,2,1,3,3,3,7,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,4,3,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,99,1,1,2,1,1,1,1,11,1,1,7,6,3,2,3,4,1,1,1,1,1,1,2,1,2,1,1,3,1,3,1,1,4,5,0,9,2,5,0,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,100,3,1,4,5,1,4,2,4,0,2,1,1,1,4,2,3,3,3,2,2,1,1,1,2,1,3,2,3,1,1,2,2,3,1,3,3,8,1,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,1,3,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,100,1,1,2,1,1,2,1,11,1,2,5,6,1,1,3,3,2,1,4,6,3,4,4,3,2,2,2,3,2,0,1,1,2,1,0,7,2,5,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,101,1,1,1,3,2,3,2,3,3,3,4,1,2,0,1,2,2,3,2,2,1,2,1,4,2,3,3,3,0,0,0,0,2,0,0,0,9,2,0,2,0,3,1,0,1,1,2,2,1,1,2,1,2,0,3,2,0,2,0,1,4,1,0,1,0,0,1,1,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,101,3,0,0,0,2,0,1,0,0,0,1,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,2,5,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,102,4,1,4,5,3,4,2,8,6,1,3,2,1,2,3,3,2,3,1,4,1,1,1,4,1,2,2,2,1,1,3,3,3,3,3,3,9,1,1,3,3,2,1,1,1,2,1,1,2,3,1,1,1,1,3,2,3,2,3,1,3,1,1,4,1,1,3,3,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,102,1,1,2,1,1,2,1,31,3,2,1,6,1,2,2,1,2,1,1,3,1,1,2,2,4,1,1,4,2,0,1,1,1,3,0,8,2,5,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,103,3,2,4,5,5,5,2,5,7,3,1,7,2,1,3,4,3,3,1,1,1,1,1,4,1,1,3,2,1,3,1,1,1,1,1,0,5,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,3,0,0,0,0,3,1,3,1,1,2,1,1,1,2,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,103,1,1,1,1,1,1,1,21,1,1,7,6,1,2,2,1,1,4,1,0,1,1,2,3,6,1,1,2,2,0,3,1,1,5,0,9,2,5,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,104,2,2,1,1,5,5,2,4,6,2,1,2,2,3,3,3,3,3,1,3,2,1,1,3,1,3,2,2,1,3,2,2,1,3,2,3,7,1,1,1,2,3,1,2,1,3,1,1,2,1,3,1,1,1,2,1,2,3,3,2,3,2,2,2,1,2,3,2,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,104,1,1,3,1,2,1,3,23,1,2,1,6,7,2,2,1,1,4,4,2,2,2,2,2,3,1,2,3,2,1,1,1,1,2,0,6,2,5,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,105,2,1,1,5,0,4,2,5,0,0,0,1,2,3,2,1,0,3,1,4,1,1,1,4,1,0,3,1,3,3,2,1,2,2,3,3,7,1,1,3,2,2,1,1,1,3,3,1,1,1,1,1,1,2,3,3,4,3,2,1,4,2,2,0,3,2,3,2,0,4,2,1,2,126,105,2,1,3,3,1,3,3,3,3,2,3,8,1,1,2,3,2,3,5,1,6,3,3,2,1,1,2,2,3,1,1,1,1,2,2,9,2,5,23
1,126,106,0,0,0,0,0,0,2,1,6,3,1,7,2,1,2,4,2,2,2,2,2,1,1,3,2,3,1,1,3,3,2,2,3,3,1,3,1,3,2,3,3,2,1,1,2,3,2,2,2,1,1,2,2,2,1,1,2,2,3,4,0,2,0,1,1,1,1,2,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,106,2,1,2,2,2,2,1,21,1,2,3,6,1,1,2,3,1,4,1,6,1,1,3,2,3,2,1,4,1,0,1,1,2,1,0,4,2,5,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,107,2,2,5,1,3,5,2,10,8,3,4,3,2,3,2,3,2,3,1,2,1,2,2,3,2,1,2,3,1,1,2,2,1,3,1,3,2,1,2,1,1,2,1,2,1,3,1,2,3,1,2,2,1,1,1,2,2,1,2,2,3,1,1,2,1,1,2,2,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,107,1,1,2,1,2,3,1,11,2,1,4,6,3,1,2,3,1,3,1,2,2,2,8,1,3,1,2,2,1,2,1,3,1,3,0,4,2,5,0,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,108,2,1,4,2,3,4,2,11,0,3,2,3,2,4,2,3,2,2,2,3,1,1,2,3,2,0,2,2,1,1,3,3,2,3,3,3,9,1,1,1,3,3,1,2,2,1,1,2,1,1,2,1,2,1,3,1,1,2,2,1,3,1,2,1,3,2,2,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,108,1,1,2,2,2,2,1,22,2,2,2,6,4,1,1,2,1,4,0,1,1,1,3,1,2,1,2,3,1,2,1,3,2,3,0,5,2,5,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,109,2,2,1,5,5,4,2,1,6,1,4,1,2,3,3,1,2,3,3,2,1,1,1,4,1,2,1,1,1,1,3,3,3,3,3,2,1,1,1,2,3,1,1,1,2,4,2,0,1,1,1,1,2,1,3,3,4,3,1,1,4,3,2,2,3,0,2,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,109,1,2,2,2,2,3,3,33,2,2,8,1,1,0,2,1,2,4,4,1,1,1,2,2,2,1,1,1,2,0,2,2,2,3,0,7,2,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,110,4,2,1,1,1,3,2,1,8,3,3,1,2,4,2,3,2,2,2,4,3,1,1,4,1,3,2,3,2,3,2,2,3,0,0,0,9,2,2,1,2,4,0,1,2,1,2,2,3,1,2,2,1,2,3,3,0,3,2,2,4,2,2,1,4,1,2,2,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,110,1,2,2,3,1,3,0,10,0,1,3,4,1,2,2,1,2,4,4,3,2,1,2,2,3,1,2,2,2,0,2,0,1,1,0,4,2,5,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,111,0,0,0,0,0,0,2,2,2,3,0,2,2,1,1,3,3,2,2,3,0,1,1,4,1,1,2,1,1,0,0,2,0,0,0,0,9,2,2,1,3,1,0,2,2,3,0,2,0,3,0,2,1,1,3,3,4,3,4,1,4,2,2,2,1,2,2,3,0,4,3,3,2,126,111,0,3,3,0,3,0,2,3,2,0,3,1,1,0,0,3,0,2,0,0,0,0,1,2,1,1,1,2,0,1,2,3,1,2,5,2,2,5,5
1,126,112,3,3,1,5,2,5,2,11,0,1,3,0,2,1,0,3,2,0,3,3,1,1,1,4,1,0,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,0,3,2,3,2,0,2,2,2,2,2,2,2,0,0,2,3,1,2,2,2,2,4,2,2,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,112,2,0,3,3,3,0,0,0,0,0,8,5,1,2,2,2,2,4,2,0,0,0,2,2,2,0,2,2,2,0,2,0,2,0,1,2,2,5,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,113,2,2,1,5,1,4,2,4,0,3,2,4,2,1,2,0,2,3,3,2,2,1,1,4,1,0,2,2,3,3,1,2,2,3,1,2,4,1,2,1,2,4,1,1,1,2,3,2,2,2,3,2,3,2,3,3,4,3,3,2,2,3,2,1,3,3,2,1,2,3,2,1,2,126,113,2,2,3,3,3,3,3,3,3,3,3,8,6,1,2,2,1,2,4,4,6,2,2,2,2,2,4,3,1,2,1,2,2,2,1,2,2,5,8
1,126,114,2,4,5,4,2,4,2,0,7,4,1,1,2,2,1,1,2,2,2,2,1,3,1,4,1,2,1,1,1,3,1,2,1,2,2,1,3,2,2,2,2,2,1,3,2,2,3,3,2,3,1,2,3,3,1,1,2,3,2,1,3,3,2,2,4,2,2,1,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,114,3,2,3,2,3,3,2,33,2,3,8,6,1,1,3,1,2,4,4,6,2,2,2,2,2,1,1,1,2,1,2,1,2,3,0,2,2,5,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,115,3,1,1,1,1,5,2,1,2,1,3,1,2,1,1,1,2,2,2,2,1,1,1,4,1,0,1,1,1,1,2,2,1,3,3,3,8,2,3,2,3,1,1,2,3,2,1,3,3,3,2,2,2,3,3,2,1,2,3,1,4,2,2,1,4,3,1,2,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,115,4,3,3,3,3,4,3,33,2,1,3,1,1,1,3,1,2,4,4,4,1,2,5,3,3,2,2,3,2,1,1,2,3,1,1,2,2,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,116,5,5,4,2,2,4,2,1,3,2,3,1,2,2,2,1,2,2,3,3,1,1,1,4,1,2,3,1,1,1,1,1,3,3,3,1,3,1,2,2,2,1,1,3,2,3,2,2,2,2,3,2,2,2,3,2,1,3,2,1,3,2,2,2,3,3,1,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,116,2,3,3,3,3,3,1,32,1,3,3,6,1,3,2,1,2,1,1,3,1,1,3,2,2,2,3,1,2,0,1,2,2,2,1,2,2,5,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,117,2,2,4,3,3,4,2,1,2,2,3,2,2,2,3,3,3,3,2,3,1,1,1,3,1,3,2,2,1,3,3,2,2,3,3,3,9,1,2,3,2,2,1,2,1,2,2,2,2,2,2,2,1,1,3,3,4,3,3,1,2,2,1,1,1,1,2,1,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,126,117,1,1,3,1,3,3,2,23,2,1,3,6,1,2,3,1,2,4,4,3,2,1,3,1,2,1,2,2,1,1,1,3,2,2,0,3,2,5,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,126,118,4,1,4,5,5,4,2,1,2,4,2,1,1,1,2,3,3,3,2,1,1,3,1,2,1,1,2,2,1,1,0,0,1,0,0,0,7,1,1,1,2,2,1,1,1,2,2,2,3,1,3,2,1,1,3,3,0,2,2,2,4,0,1,2,1,2,1,1,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
