CARD.,DECK.,BALLOT.,FORM.,Q.1A.,Q.1B.,Q.2.,Q.3.,Q.4.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.60..1,Q.60..2,Q.60..3,CARD..1,DECK..1,BALLOT..1,FORM..1,FORM..2,FORM..3,FORM..4,FORM..5,FORM..6,FORM..7,FORM..8,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77A.,Q.78.,Q.79A.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100A.,Q.101A.,Q.102.,Q.103.,Q.104.,Q.105.,V.107.,V.108.,V.109.,V.110.,V.111.,V.112.,V.113.,V.114.,V.115.,V.116.,V.117.
1,133,47,1,1,7,8,2,1,4,1,7,5,5,2,3,0,4,1,3,3,3,2,3,1,2,4,4,2,1,1,1,2,1,4,2,3,2,0,1,4,4,1,1,1,2,5,3,4,3,2,0,3,4,3,4,4,5,3,3,2,4,0,2,2,2,2,2,133,47,1,2,2,2,2,2,1,2,8,3,3,3,4,1,1,0,3,1,1,1,2,3,4,2,3,0,5,0,2,3,7,2,0,2,1,7,4,1,1,2,1,3,2,3,2,1,3,3,1,3,2,4,9,9,9,9,9,9,9,9,2,1,3
1,133,48,1,3,5,9,6,1,5,2,7,6,6,3,1,1,1,4,2,2,2,1,2,3,1,1,2,2,3,2,3,3,2,2,2,1,1,0,1,1,1,2,1,1,2,1,3,3,1,3,3,1,1,3,1,1,2,1,2,2,1,1,2,2,2,1,2,133,48,1,2,2,2,2,2,1,2,6,2,1,1,4,1,1,8,1,3,2,1,2,1,1,1,1,1,4,1,5,5,6,1,1,3,1,3,1,2,2,1,1,1,1,1,2,1,3,3,1,1,2,2,9,9,9,9,9,9,9,9,2,1,3
1,133,49,1,1,8,9,7,1,5,2,7,5,5,2,3,10,10,4,3,3,2,3,3,1,2,4,3,3,1,4,3,3,5,1,1,5,2,3,3,5,2,3,4,4,2,2,1,1,3,4,1,1,2,1,1,2,1,1,3,5,4,5,1,2,2,2,2,133,49,1,2,2,2,2,2,2,2,3,1,3,3,3,1,1,8,3,3,1,1,2,1,1,2,3,2,9,3,1,1,6,1,1,3,1,7,4,2,2,2,3,3,3,3,2,2,1,1,3,1,1,2,9,9,9,9,9,9,9,9,2,1,3
1,133,50,1,2,6,7,5,1,5,1,6,6,5,4,3,3,1,4,2,0,2,1,1,2,1,2,2,3,3,2,3,3,3,3,3,3,2,2,2,1,2,2,2,2,3,2,4,4,1,3,2,2,1,4,1,4,3,2,3,4,4,5,2,1,2,2,2,133,50,1,2,2,2,2,2,2,2,3,3,3,3,3,1,2,8,2,2,3,2,2,2,2,2,3,2,9,3,4,1,14,4,1,2,3,3,2,2,1,1,1,3,3,3,2,2,3,2,3,1,2,2,9,9,9,9,9,9,9,9,2,1,3
1,133,51,1,2,5,8,5,1,5,1,6,5,5,3,3,10,10,4,2,2,1,1,1,3,1,3,2,3,2,3,4,2,5,3,2,2,2,2,3,3,1,1,2,2,2,5,2,1,2,2,3,2,3,1,2,2,2,2,2,3,2,2,2,2,1,1,2,133,51,1,2,2,2,1,2,2,2,3,3,2,2,1,3,3,8,2,1,5,2,2,1,1,4,3,2,9,3,1,1,4,4,5,2,1,3,2,2,2,2,3,4,3,3,2,2,1,2,3,3,2,1,9,9,9,9,9,9,9,9,2,1,3
1,133,52,1,2,5,10,4,4,4,1,5,5,5,2,3,3,5,4,2,2,2,1,1,2,3,3,2,2,3,4,11,2,2,2,3,3,2,2,1,1,3,2,1,2,4,2,2,4,2,2,3,1,2,2,1,3,2,2,3,3,2,1,2,2,1,1,2,133,52,1,2,2,2,2,2,1,2,3,2,1,2,3,2,1,8,2,3,5,1,2,1,1,4,3,1,3,4,5,5,16,2,5,2,1,3,2,2,3,1,3,2,2,4,2,2,1,4,3,4,5,5,9,9,9,9,9,9,9,9,2,1,3
1,133,53,1,1,6,9,2,1,0,1,5,5,5,0,3,3,7,4,3,3,3,1,1,2,1,2,1,2,3,3,4,2,1,5,3,3,3,2,1,1,2,1,2,2,4,3,4,4,2,3,2,1,1,4,5,3,5,1,4,2,5,2,1,1,2,2,2,133,53,1,2,2,2,2,2,2,2,3,2,1,1,4,1,1,1,1,3,2,2,2,1,1,1,3,4,2,3,5,5,3,1,1,1,1,3,4,2,2,2,1,4,3,3,2,2,3,4,3,4,5,5,9,9,9,9,9,9,9,9,2,1,3
1,133,54,1,8,5,8,6,2,4,2,7,6,6,4,1,1,1,5,3,3,1,2,1,2,1,3,1,2,3,4,3,2,4,3,1,3,2,2,4,4,3,2,1,3,4,4,4,5,2,3,1,2,4,4,6,1,3,2,3,2,2,2,2,2,1,2,2,133,54,1,1,2,2,1,2,2,2,3,2,1,1,1,1,2,2,3,1,3,1,2,2,2,1,2,2,3,1,1,1,1,4,3,4,1,1,1,1,2,1,2,3,3,4,2,2,4,1,3,3,3,4,9,9,9,9,9,9,9,9,2,1,3
1,133,55,1,3,2,6,3,1,5,1,6,5,2,2,4,12,4,3,2,1,2,1,1,2,1,1,2,2,3,4,3,2,2,2,2,3,1,4,2,3,3,2,2,1,2,3,3,3,2,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,133,55,1,2,2,2,2,2,1,2,3,2,2,2,0,3,2,8,5,3,2,2,2,1,1,4,2,4,9,1,4,4,7,2,1,1,2,6,2,2,2,1,1,3,3,3,2,2,1,1,3,4,2,4,9,9,9,9,9,9,9,9,1,1,4
1,133,56,1,4,4,7,4,1,5,1,6,5,2,2,4,11,11,4,3,2,3,2,3,1,2,3,2,2,2,1,2,2,1,2,2,3,2,3,4,1,3,4,2,2,4,4,4,4,1,4,2,1,1,4,1,1,3,1,2,3,2,2,2,2,2,2,2,133,56,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,8,2,1,4,1,1,3,2,1,3,1,4,2,3,5,7,1,1,1,1,3,2,1,0,2,1,3,3,3,3,1,3,3,1,3,1,3,9,9,9,9,9,9,9,9,1,1,4
1,133,57,1,8,2,10,4,1,4,2,6,5,2,4,4,9,8,4,2,1,1,1,3,1,2,3,4,2,3,2,4,1,2,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3,1,3,2,1,1,3,1,1,2,2,2,2,1,2,2,1,2,2,2,133,57,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,8,2,3,3,1,2,1,1,2,3,1,3,1,1,1,2,1,1,2,1,1,1,2,1,1,2,3,3,4,2,2,2,2,1,2,4,4,9,9,9,9,9,9,9,9,1,1,4
1,133,58,1,3,6,11,5,4,2,1,6,5,2,2,4,10,10,4,2,1,1,2,1,3,3,2,5,2,3,1,3,1,3,2,2,2,2,3,4,1,2,2,3,2,4,4,4,4,2,4,3,2,3,4,6,3,5,2,3,2,5,1,2,1,2,1,2,133,58,1,2,2,2,2,2,2,2,3,2,2,2,4,1,1,8,1,2,5,3,3,1,1,4,3,4,3,1,1,1,7,1,5,2,1,3,2,2,2,1,2,3,3,4,1,1,4,2,3,3,2,4,9,9,9,9,9,9,9,9,1,1,4
1,133,59,1,2,6,9,5,1,5,1,6,5,3,2,4,4,4,12,2,1,1,1,2,2,1,3,1,1,1,2,1,2,1,1,2,2,2,4,4,1,3,1,1,1,3,2,1,5,2,4,2,1,1,3,1,3,2,1,2,2,1,2,2,1,2,2,2,133,59,1,2,2,1,2,2,2,2,3,2,2,1,4,2,2,8,4,1,3,1,1,1,4,4,3,4,9,3,4,1,7,4,1,2,1,1,1,2,1,1,2,3,3,4,1,2,3,3,1,3,2,4,9,9,9,9,9,9,9,9,1,1,4
1,133,60,1,1,7,9,4,1,5,1,6,5,3,3,4,10,10,4,3,3,3,2,3,1,2,4,3,2,3,4,4,2,3,2,3,3,2,3,3,4,3,4,3,3,4,4,4,4,1,1,1,2,2,5,1,1,4,2,4,3,2,4,2,2,2,2,2,133,60,1,2,2,2,2,2,1,2,3,3,1,1,2,4,2,8,2,1,3,1,2,2,2,4,1,1,2,1,3,1,10,4,0,1,2,3,2,1,1,3,1,3,3,3,2,2,3,3,1,3,4,4,9,9,9,9,9,9,9,9,1,1,4
1,133,61,1,2,6,9,2,1,5,1,6,5,3,2,5,5,10,1,3,2,2,1,2,3,3,2,2,2,3,3,4,3,2,1,2,3,1,4,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,1,2,2,1,2,3,4,3,2,2,2,1,2,133,61,1,2,2,2,2,2,2,2,3,2,2,2,4,2,2,8,3,3,2,3,2,3,2,4,3,4,9,4,1,1,8,4,5,2,1,1,1,2,2,2,1,2,2,2,2,2,4,4,3,4,5,5,9,9,9,9,9,9,9,9,1,1,4
1,133,62,1,7,2,10,6,1,5,1,7,5,2,1,5,10,5,4,2,2,1,1,1,2,2,1,2,1,1,2,9,1,2,3,1,1,1,3,4,4,2,2,3,4,3,2,1,3,2,4,2,2,3,3,2,2,2,6,2,4,4,1,1,2,2,1,2,133,62,1,2,2,1,2,2,2,2,3,1,2,2,2,2,2,8,2,1,4,1,2,1,1,4,2,1,3,1,1,1,3,1,1,2,1,5,2,2,2,1,1,3,3,4,2,1,3,1,3,1,1,1,9,9,9,9,9,9,9,9,1,1,4
1,133,63,1,1,7,0,1,1,5,1,6,6,3,3,4,3,4,1,2,2,1,1,1,1,2,2,2,2,1,1,3,2,2,2,3,3,1,4,3,3,1,1,1,1,2,3,5,2,1,2,1,1,1,2,1,2,2,1,1,4,4,5,2,2,1,1,2,133,63,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,8,2,1,3,1,2,2,2,1,2,1,1,1,3,2,13,2,1,1,1,4,2,2,3,2,1,1,3,2,1,1,3,4,1,4,3,4,9,9,9,9,9,9,9,9,1,1,4
1,133,64,1,1,2,3,2,1,5,2,6,5,2,2,4,10,4,3,2,2,2,3,3,1,2,5,4,1,1,2,1,2,4,2,0,3,1,2,3,5,1,3,1,3,4,5,4,4,3,4,1,3,3,3,6,1,4,1,4,5,4,5,2,1,2,2,2,133,64,1,2,2,2,2,2,2,2,3,2,1,3,2,4,2,8,2,1,2,1,2,2,2,4,2,4,3,4,1,1,6,1,5,3,0,0,2,1,2,2,1,3,3,4,1,2,3,1,1,3,2,4,9,9,9,9,9,9,9,9,1,1,4
1,133,65,1,2,2,9,4,1,5,1,7,6,3,2,4,10,10,4,1,1,1,2,2,1,2,1,4,1,1,2,2,2,1,1,1,3,2,3,4,3,1,1,1,3,3,3,3,3,2,4,4,1,1,3,1,1,1,1,3,2,1,1,2,2,2,1,2,133,65,1,2,2,2,2,2,2,2,3,2,1,1,2,2,1,8,4,1,1,2,2,1,1,1,1,1,4,2,4,1,6,2,1,1,1,3,2,2,1,2,2,3,3,4,3,3,3,2,2,1,1,1,9,9,9,9,9,9,9,9,1,1,4
1,133,66,1,8,4,9,5,1,5,3,7,5,2,1,4,14,4,1,2,3,2,1,1,1,2,2,5,2,2,2,3,3,2,2,2,3,1,2,3,3,2,2,1,2,3,2,2,2,1,3,3,2,4,4,6,2,2,2,3,1,1,1,2,1,2,2,2,133,66,1,1,2,2,1,2,2,2,3,2,1,2,3,2,2,8,3,1,2,1,1,1,1,1,1,1,3,1,5,5,11,2,1,1,1,5,2,1,2,2,3,3,3,2,1,1,3,2,3,3,2,3,9,9,9,9,9,9,9,9,1,1,4
1,133,67,1,1,5,3,5,1,5,1,5,2,2,3,4,10,10,4,2,2,2,2,3,1,2,4,3,2,3,2,8,2,4,4,2,2,2,3,4,4,3,4,3,4,5,4,4,4,4,2,1,2,3,5,6,4,4,0,4,4,4,1,1,2,2,1,2,133,67,1,2,2,2,2,2,1,2,3,2,1,1,4,1,1,8,2,3,2,3,2,2,2,1,1,1,3,1,4,1,8,4,1,3,1,0,2,2,2,2,1,3,3,2,2,2,3,2,1,3,4,4,9,9,9,9,9,9,9,9,1,1,4
1,133,68,1,2,6,9,3,1,5,1,6,5,3,2,4,1,10,4,2,2,2,2,2,1,3,3,5,1,1,1,1,3,1,1,2,2,3,3,3,3,2,2,1,1,2,2,3,2,3,2,2,1,2,3,1,2,1,1,2,4,4,5,2,2,1,2,2,133,68,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,8,3,3,2,1,3,1,1,4,1,1,4,4,4,2,11,1,5,1,3,4,4,0,2,2,2,4,3,3,2,2,3,2,3,2,5,5,9,9,9,9,9,9,9,9,1,1,4
1,133,69,1,3,0,7,3,1,5,1,6,5,5,2,4,11,10,3,2,0,2,1,0,1,3,2,5,2,1,4,2,2,3,2,2,3,2,3,4,2,3,3,2,1,4,3,3,2,2,4,3,1,3,3,1,2,2,1,5,1,5,4,2,2,2,2,2,133,69,1,2,2,2,2,2,2,2,3,2,2,3,4,2,0,8,7,3,2,2,3,3,4,4,0,1,1,4,5,1,10,2,3,1,3,3,4,2,2,2,2,3,3,4,2,2,4,4,3,4,1,5,9,9,9,9,9,9,9,9,1,1,4
1,133,70,1,2,1,10,4,1,4,1,5,5,2,3,4,10,10,4,2,2,2,2,2,1,2,3,4,2,3,2,3,2,4,4,2,3,3,3,3,2,3,3,3,2,2,2,4,4,2,4,1,2,3,4,1,2,3,2,3,2,1,1,1,2,2,2,2,133,70,1,1,2,2,2,2,2,2,3,2,2,2,3,1,2,8,2,3,3,3,2,3,2,4,2,1,3,0,2,5,4,2,0,3,1,5,2,1,2,1,1,3,3,1,2,2,3,2,3,3,2,5,9,9,9,9,9,9,9,9,1,1,4
1,133,71,1,8,2,7,4,1,5,1,6,5,2,0,4,10,10,3,2,2,2,2,2,1,3,5,5,1,1,2,2,2,4,4,2,3,2,2,5,5,2,2,2,3,3,3,2,2,2,4,1,1,3,2,6,2,2,2,3,2,5,4,1,2,2,2,2,133,71,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,8,3,2,5,1,1,1,1,1,2,1,5,4,4,1,6,4,1,2,1,8,4,2,2,1,3,3,3,4,2,1,4,4,3,4,5,4,9,9,9,9,9,9,9,9,1,1,4
1,133,72,1,1,7,6,4,1,5,1,6,5,2,2,4,8,9,4,3,2,3,3,2,1,2,4,4,2,3,3,4,1,2,4,3,3,2,3,4,4,4,3,3,4,4,5,5,4,2,3,1,4,3,5,6,4,3,1,3,4,4,2,2,2,1,1,2,133,72,1,2,2,2,2,2,1,2,3,3,2,3,3,3,2,8,4,1,4,1,2,2,2,2,3,2,3,4,4,1,2,4,3,2,2,3,2,1,2,2,3,2,3,1,1,1,3,3,1,3,2,4,9,9,9,9,9,9,9,9,1,1,4
1,133,73,1,1,6,10,5,1,5,1,5,5,3,3,4,9,10,4,2,1,2,2,3,1,2,4,5,2,3,2,1,3,1,1,2,2,1,4,2,2,1,1,3,2,2,3,3,3,2,3,1,2,2,3,1,2,2,1,2,4,4,2,2,2,2,2,2,133,73,1,2,2,2,2,2,1,2,3,2,1,1,4,1,1,8,4,1,3,3,2,3,4,2,3,2,9,3,2,1,3,1,1,2,1,3,2,1,1,1,3,3,3,4,2,2,3,4,3,3,2,5,9,9,9,9,9,9,9,9,1,1,4
1,133,74,1,8,7,7,5,1,5,3,7,5,2,1,4,10,10,4,2,2,1,1,2,1,2,2,4,1,2,2,3,1,2,2,2,2,2,3,3,2,3,2,3,3,2,3,3,2,2,3,2,2,2,4,6,2,2,2,3,3,4,1,2,2,2,1,2,133,74,1,2,2,2,2,2,2,2,3,3,1,2,1,2,1,8,3,3,3,3,3,1,1,1,2,1,3,1,5,5,3,1,1,2,1,3,2,2,2,2,1,3,3,2,2,1,3,2,3,2,3,3,9,9,9,9,9,9,9,9,1,1,4
1,133,75,1,8,2,9,6,1,5,1,6,5,2,3,4,10,10,1,2,2,1,2,2,1,2,3,4,2,1,1,1,2,3,3,2,3,2,2,4,4,2,3,1,1,2,2,3,3,1,4,1,1,1,3,1,1,3,1,2,2,2,1,2,1,1,2,2,133,75,1,2,2,2,1,2,2,2,3,2,1,1,3,2,2,8,2,1,4,3,2,1,1,1,1,1,6,1,5,5,3,1,1,3,1,1,1,2,2,2,2,3,3,4,2,2,3,1,1,3,3,2,9,9,9,9,9,9,9,9,1,1,4
1,133,76,1,0,0,11,0,1,5,0,5,0,4,2,4,4,0,0,2,0,0,2,2,0,1,1,5,2,2,0,0,2,2,2,3,5,1,4,1,2,5,1,2,2,3,3,2,1,2,1,3,1,0,3,5,1,2,1,1,2,4,4,2,2,2,2,2,133,76,1,2,2,2,2,2,2,2,0,0,1,2,0,2,3,8,4,3,5,3,3,3,4,4,0,4,0,4,1,1,2,4,0,1,3,8,4,2,3,3,3,4,4,0,3,3,2,4,3,4,5,5,9,9,9,9,9,9,9,9,1,1,4
1,133,77,1,5,5,6,6,1,5,2,6,5,2,4,4,10,10,4,2,2,2,1,1,2,1,3,1,2,1,2,7,1,2,2,2,3,2,3,4,2,3,4,3,3,3,2,5,5,3,3,2,0,4,5,6,2,2,2,4,3,2,5,2,2,2,1,2,133,77,1,1,1,2,2,2,2,2,3,2,3,3,1,3,2,8,2,2,4,1,2,1,1,1,2,4,3,1,1,1,1,4,3,2,0,3,2,1,2,1,2,3,3,3,2,1,2,3,2,3,2,3,9,9,9,9,9,9,9,9,1,1,4
1,133,78,1,1,7,10,1,4,1,1,5,6,5,0,0,2,9,4,1,1,1,1,2,1,1,1,1,2,2,1,3,2,1,1,3,3,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,6,1,2,2,2,2,2,2,133,78,1,2,2,2,2,2,2,2,3,1,1,1,3,1,1,0,6,1,1,2,2,2,2,3,0,1,1,0,2,2,8,1,3,1,3,2,1,1,1,1,1,3,3,1,3,3,2,1,2,1,1,1,9,9,9,9,9,9,9,9,1,1,4
1,133,79,1,2,2,10,5,1,5,1,6,5,2,4,4,5,10,12,2,1,1,3,1,1,3,2,5,2,2,2,5,2,2,3,2,3,2,3,3,2,2,2,2,2,3,3,1,2,2,3,3,1,2,3,1,3,2,2,5,3,1,2,1,2,2,1,2,133,79,1,2,2,1,2,2,2,2,3,2,2,1,3,3,1,8,7,1,1,2,2,1,1,4,3,1,4,2,2,1,6,4,5,2,1,4,2,2,1,3,1,3,3,4,1,1,3,3,3,4,2,4,9,9,9,9,9,9,9,9,1,1,4
1,133,80,1,6,5,9,6,1,5,1,7,6,3,3,15,4,4,12,1,2,1,1,2,3,2,2,2,1,1,3,2,1,1,1,2,1,1,4,2,2,1,2,1,1,2,2,2,4,2,4,4,1,2,2,1,2,2,2,1,4,4,1,2,2,1,2,2,133,80,1,2,2,2,2,2,1,2,4,1,1,1,4,1,1,2,3,3,1,2,1,1,1,1,2,1,3,0,1,1,6,4,1,3,1,1,1,3,1,1,3,2,2,4,2,2,1,1,3,1,1,1,9,9,9,9,9,9,9,9,2,1,5
1,133,81,1,3,4,8,4,1,5,1,6,5,1,2,15,10,10,4,2,2,1,1,1,2,1,1,1,3,3,2,3,1,1,1,2,1,1,4,1,2,2,2,1,1,2,5,2,2,2,1,2,2,2,4,1,3,1,2,3,4,4,4,2,2,2,1,2,133,81,1,2,2,1,2,2,1,2,3,2,1,1,4,1,1,2,4,1,2,1,2,2,2,4,2,1,4,2,5,1,6,4,1,2,2,7,3,2,2,1,1,2,2,2,2,1,3,3,0,4,5,5,9,9,9,9,9,9,9,9,2,1,5
1,133,82,1,2,3,8,5,1,5,1,6,6,1,3,15,10,10,4,2,2,2,2,1,2,1,2,2,2,3,1,10,2,3,3,1,3,2,2,4,2,4,4,3,2,4,4,5,5,1,2,1,1,3,5,6,1,4,4,4,4,4,2,2,2,2,2,2,133,82,1,1,2,2,1,1,2,2,3,2,3,1,1,2,2,2,2,1,4,1,2,1,1,1,1,1,3,1,5,2,13,4,5,1,3,4,2,1,2,1,1,3,3,1,2,2,3,3,1,4,4,1,9,9,9,9,9,9,9,9,2,1,5
1,133,83,1,2,4,5,3,1,5,1,5,1,1,2,15,5,10,4,2,1,2,1,2,2,1,2,2,2,3,1,3,1,1,1,2,2,1,4,1,2,1,2,2,1,2,2,2,2,1,4,4,1,1,2,1,2,2,1,3,2,1,1,1,2,2,1,2,133,83,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,8,2,1,2,3,1,1,4,1,3,1,3,1,5,5,3,1,1,3,3,3,2,2,1,1,1,3,3,4,1,2,3,3,3,1,2,4,9,9,9,9,9,9,9,9,2,1,5
1,133,84,1,1,8,3,7,1,5,2,7,6,2,2,14,10,10,12,1,3,1,2,1,1,2,3,4,3,2,2,3,2,4,4,1,2,2,4,3,4,2,3,2,2,2,2,4,4,4,3,2,2,2,4,6,2,2,6,0,4,4,1,1,1,2,2,2,133,84,1,2,2,2,2,2,1,2,3,2,1,1,4,2,1,2,4,1,3,1,2,1,1,4,1,1,7,1,4,1,18,4,5,2,2,7,3,2,1,1,1,3,3,3,2,2,4,4,3,3,2,5,9,9,9,9,9,9,9,9,2,1,5
1,133,85,1,10,6,8,6,1,5,1,7,5,5,4,15,15,4,9,2,1,2,1,2,2,1,2,2,2,2,1,2,2,3,3,2,2,1,4,3,2,1,2,2,2,3,3,4,4,2,3,1,1,2,4,1,2,3,2,3,4,4,1,2,2,2,2,2,133,85,1,2,2,2,2,2,2,2,3,2,2,2,3,2,2,8,2,1,4,1,1,1,1,2,2,1,4,1,5,3,3,1,1,3,1,1,1,1,2,1,2,2,3,2,3,2,1,3,0,1,2,2,9,9,9,9,9,9,9,9,2,1,5
1,133,86,1,5,4,10,5,1,5,3,5,1,1,3,15,10,10,1,2,2,1,1,1,2,1,1,1,2,3,1,4,2,3,0,3,3,2,2,1,1,1,1,1,1,2,2,1,1,1,3,4,1,1,1,6,3,3,2,2,1,1,1,1,2,2,2,2,133,86,1,2,2,2,2,2,2,2,4,2,2,1,4,2,2,8,1,3,3,3,2,1,2,2,3,2,9,1,4,6,3,3,2,2,3,1,1,2,1,1,1,2,2,3,2,2,3,3,1,3,2,3,9,9,9,9,9,9,9,9,2,1,5
1,133,87,1,4,4,3,7,1,5,2,5,2,2,1,7,7,7,4,1,1,1,3,2,3,1,2,2,1,1,4,3,2,1,1,2,2,1,4,3,3,2,2,2,2,4,5,2,2,1,3,3,2,1,4,1,2,3,2,2,1,1,1,2,1,2,2,2,133,87,1,2,2,2,1,2,1,2,7,2,1,1,4,1,1,8,3,3,2,2,1,1,3,3,2,1,6,1,3,1,16,4,1,3,1,1,1,2,2,1,3,3,3,3,2,2,3,2,3,2,2,3,9,9,9,9,9,9,9,9,3,1,6
1,133,88,1,1,4,2,5,1,5,1,4,1,1,3,7,10,10,4,2,2,1,2,2,1,1,3,2,2,3,2,3,2,5,5,1,2,1,2,3,3,3,2,2,2,2,3,4,4,1,3,3,2,2,4,1,2,3,2,4,1,3,1,1,1,2,2,2,133,88,1,2,2,1,2,2,2,2,3,2,2,2,4,2,2,8,3,1,2,3,2,1,1,1,1,1,2,1,3,1,9,4,5,1,3,4,2,2,2,1,1,2,3,2,2,1,3,1,1,3,3,2,9,9,9,9,9,9,9,9,3,1,6
1,133,89,1,1,2,7,5,4,4,1,5,3,3,1,7,10,4,4,2,3,3,3,2,1,2,3,5,1,2,2,3,2,2,2,2,2,1,0,3,3,3,2,2,2,4,4,4,4,2,4,4,3,2,4,1,2,2,1,4,2,2,2,2,2,1,1,2,133,89,1,2,2,2,2,2,1,2,3,2,2,2,0,2,1,8,2,1,2,3,2,1,1,1,2,1,3,0,4,5,3,2,5,1,3,8,4,2,2,2,1,2,2,0,2,2,3,3,3,1,2,3,9,9,9,9,9,9,9,9,3,1,6
1,133,90,1,6,4,10,7,2,1,1,6,5,5,4,7,7,7,4,2,2,1,1,1,3,3,2,2,1,1,2,1,1,1,1,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,4,2,1,3,3,2,2,2,3,3,2,1,1,1,1,1,2,2,133,90,1,2,2,2,2,2,2,2,3,1,2,2,4,3,1,8,3,3,3,1,2,1,1,4,1,1,6,1,2,1,17,1,3,2,1,1,1,2,1,1,2,2,2,4,2,2,2,4,3,4,2,3,9,9,9,9,9,9,9,9,3,1,6
1,133,91,1,1,6,5,5,1,5,1,5,5,5,3,7,10,10,4,2,2,1,1,1,3,2,3,2,3,1,4,6,2,4,2,2,3,2,2,1,2,1,5,1,2,2,1,2,4,1,4,4,2,1,4,6,1,2,1,4,6,4,2,2,2,1,1,2,133,91,1,2,2,2,2,2,1,2,6,2,3,3,3,5,1,8,3,1,1,1,2,3,4,1,2,1,3,4,1,1,13,4,5,2,2,4,2,1,1,1,2,3,3,3,1,1,4,2,2,4,5,5,9,9,9,9,9,9,9,9,3,1,6
1,133,92,1,3,4,9,4,2,3,1,6,6,5,5,7,14,4,12,2,3,2,2,3,1,2,3,4,2,1,2,1,1,2,2,2,2,1,4,5,4,2,3,2,2,3,3,2,2,1,4,2,2,1,2,6,2,5,2,3,1,1,4,2,1,2,2,2,133,92,1,2,2,2,2,2,1,2,3,2,1,4,4,1,1,3,2,1,5,1,1,1,1,1,2,1,2,1,1,1,1,4,3,4,2,3,2,3,2,2,1,1,3,2,2,1,4,2,2,1,2,1,9,9,9,9,9,9,9,9,3,1,6
1,133,93,1,4,2,6,6,1,5,1,5,1,1,3,9,10,10,4,2,2,2,2,2,1,2,3,4,2,1,2,1,2,1,5,2,2,1,4,4,3,2,3,3,3,3,2,4,4,2,2,1,2,2,5,2,2,1,2,2,1,1,1,1,1,2,1,2,133,93,1,2,2,2,2,2,2,2,8,3,3,3,2,1,1,8,2,1,2,1,2,1,1,4,1,4,9,4,4,1,7,4,1,2,1,8,4,2,2,2,2,3,3,3,2,1,3,4,2,4,2,3,9,9,9,9,9,9,9,9,1,1,7
1,133,94,1,2,6,9,3,5,4,1,7,1,1,3,9,10,10,4,2,2,2,3,2,3,2,3,5,3,3,4,3,2,2,2,2,2,1,4,5,3,2,2,2,2,2,5,2,2,3,2,4,2,2,2,2,3,2,6,3,1,1,1,2,2,2,2,2,133,94,1,1,2,2,1,1,2,2,3,2,1,3,2,5,0,8,1,3,5,3,1,1,1,4,3,1,9,3,4,1,13,4,2,1,2,5,2,1,2,2,3,3,4,3,2,2,3,3,3,4,5,4,9,9,9,9,9,9,9,9,1,1,7
1,133,95,1,2,5,9,4,1,5,1,6,1,1,3,9,10,10,1,3,3,3,1,2,1,2,2,4,3,3,4,2,3,2,5,2,2,3,4,2,3,2,2,2,2,3,3,4,3,2,2,1,1,2,4,1,2,1,1,3,2,1,2,1,1,2,2,2,133,95,1,2,2,2,2,2,2,2,4,2,3,3,2,2,2,8,2,3,5,3,3,1,1,1,1,1,0,1,5,3,7,2,0,1,3,3,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,4,9,9,9,9,9,9,9,9,1,1,7
