CARD.,DECK.,BALLOT.,FORM.,Q.1A.,Q.1B.,Q.2.,Q.3.,Q.4.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.60..1,Q.60..2,Q.60..3,CARD..1,DECK..1,BALLOT..1,FORM..1,FORM..2,FORM..3,FORM..4,FORM..5,FORM..6,FORM..7,FORM..8,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77A.,Q.78.,Q.79A.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100A.,Q.101A.,Q.102.,Q.103.,Q.104.,Q.105.,V.107.,V.108.,V.109.,V.110.,V.111.,V.112.,V.113.,V.114.,V.115.,V.116.,V.117.
1,133,463,1,3,6,8,5,5,4,2,7,5,4,3,5,7,2,1,2,1,2,2,3,1,2,4,4,2,1,1,1,2,2,2,3,3,2,4,3,4,3,5,3,4,3,4,4,4,3,1,4,2,2,4,6,1,3,1,4,1,2,2,2,1,2,2,2,133,463,1,2,2,2,1,2,1,2,6,1,3,1,1,2,3,2,1,1,4,2,2,1,1,2,3,2,9,3,4,1,4,4,1,3,1,5,2,2,2,2,3,3,3,3,1,2,3,4,1,4,5,4,9,9,9,9,9,9,9,9,2,3,6
1,133,464,1,3,5,10,4,4,4,1,5,5,5,3,14,9,9,4,2,2,2,2,2,1,2,3,5,2,3,3,4,2,2,5,3,3,2,3,4,4,3,2,2,2,2,4,2,2,2,4,1,3,2,4,2,1,3,1,1,2,2,2,2,2,2,1,2,133,464,1,2,2,2,2,2,1,2,3,2,3,1,2,3,2,1,1,1,4,2,3,2,2,2,3,2,9,3,1,1,1,4,3,2,1,2,4,2,1,2,1,1,3,3,1,1,2,3,1,2,3,2,9,9,9,9,9,9,9,9,2,3,2
1,133,465,1,2,5,10,6,1,5,1,5,5,5,5,3,11,10,4,1,2,1,1,2,1,2,4,2,2,3,4,3,2,2,2,2,4,1,4,2,3,2,2,2,3,3,2,4,4,2,4,2,2,2,4,1,2,4,2,3,3,2,2,2,2,2,2,2,133,465,1,2,2,1,2,2,2,2,3,2,2,2,4,1,1,3,2,0,2,2,1,1,1,1,1,1,4,0,2,2,9,4,1,3,1,5,2,3,2,2,3,2,2,4,2,1,3,2,1,1,3,3,9,9,9,9,9,9,9,9,2,3,5
1,133,466,1,8,1,10,4,1,5,2,5,5,5,5,3,3,12,12,2,1,2,1,1,2,2,3,2,1,3,3,3,1,2,3,2,3,1,2,2,2,1,2,2,2,3,4,3,3,2,4,2,2,2,4,3,2,4,3,2,3,3,2,1,2,2,2,2,133,466,1,1,2,1,2,2,2,2,3,2,2,4,2,1,2,8,2,3,2,2,1,1,1,1,2,2,3,1,1,1,1,4,2,4,1,2,1,1,1,1,2,3,3,4,2,2,3,3,1,3,2,2,9,9,9,9,9,9,9,9,2,3,5
1,133,467,1,2,5,10,5,1,5,1,5,5,5,5,1,1,1,12,2,2,2,2,2,3,2,4,5,2,2,1,2,1,2,1,2,2,1,4,2,3,1,2,2,2,3,4,5,3,2,3,3,1,1,3,1,1,2,2,4,2,1,1,2,2,2,1,2,133,467,1,1,2,2,2,2,1,2,7,2,1,4,4,1,3,3,2,1,2,2,1,1,1,2,2,4,9,3,1,2,6,1,1,3,2,3,4,2,2,1,2,2,3,4,2,1,2,2,3,1,1,2,9,9,9,9,9,9,9,9,2,3,3
1,133,468,1,2,3,6,5,1,5,1,5,5,5,5,1,1,1,4,2,1,1,2,2,1,3,5,5,2,1,2,3,1,1,1,2,4,1,4,2,3,2,2,2,2,3,2,5,5,2,2,1,3,2,5,4,2,2,2,3,2,5,2,2,2,1,2,2,133,468,1,2,2,2,1,2,1,2,3,3,2,2,3,2,1,6,1,1,2,3,2,1,4,1,1,1,3,1,1,1,4,4,1,2,2,3,4,2,2,2,1,3,3,1,1,1,2,2,3,2,2,2,9,9,9,9,9,9,9,9,2,3,3
1,133,469,1,2,2,9,6,1,5,1,4,4,4,5,1,10,6,4,1,1,1,3,1,3,1,1,1,2,2,2,3,2,2,5,2,2,1,4,3,3,1,3,3,2,4,3,5,5,2,3,2,2,2,5,6,1,4,6,4,2,2,2,1,2,2,2,2,133,469,1,2,2,2,2,2,1,2,3,2,2,4,4,1,2,3,2,2,3,2,1,1,1,1,2,2,3,1,1,1,7,4,5,2,3,8,2,1,1,1,2,3,3,4,2,1,1,1,3,1,3,3,9,9,9,9,9,9,9,9,2,3,3
1,133,470,1,4,7,10,1,4,4,3,7,6,5,5,1,1,9,4,2,2,2,1,2,1,2,3,0,2,1,2,1,2,2,2,2,3,1,4,2,3,1,1,1,2,3,3,1,2,2,1,3,1,3,2,1,3,1,1,3,4,2,2,2,2,1,2,2,133,470,1,2,2,2,2,2,2,2,3,3,3,2,1,1,1,2,4,3,2,1,2,1,1,2,2,2,9,0,5,4,7,1,4,2,3,8,4,2,2,2,2,4,4,4,2,2,3,4,3,4,5,5,9,9,9,9,9,9,9,9,2,3,4
1,133,471,1,3,5,9,8,2,4,1,5,5,5,5,1,1,1,4,2,1,2,1,2,2,1,1,1,2,2,1,3,2,1,1,2,2,1,4,2,2,2,1,1,1,2,1,2,2,3,4,4,2,1,2,1,2,2,2,3,2,2,2,1,2,1,1,2,133,471,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,2,1,2,2,1,2,2,2,3,1,3,1,1,1,7,4,2,2,1,5,2,2,1,1,1,3,3,2,1,1,3,1,1,2,2,2,9,9,9,9,9,9,9,9,2,3,3
1,133,472,1,1,5,4,4,1,5,1,5,4,3,6,14,4,4,12,2,2,2,2,3,1,3,2,5,2,3,3,11,2,2,2,2,3,3,3,3,3,1,2,3,1,1,3,3,3,1,4,1,2,1,3,2,1,2,1,1,1,1,1,1,2,2,2,2,133,472,1,2,2,2,1,1,2,2,3,2,1,1,4,1,1,8,2,1,3,2,1,1,1,2,3,2,9,3,4,1,8,1,1,2,1,4,1,2,2,2,2,1,1,4,1,1,3,2,1,2,2,2,9,9,9,9,9,9,9,9,2,3,2
1,133,473,1,1,3,10,6,2,1,1,4,4,4,2,3,7,7,4,3,3,3,3,3,1,1,4,3,2,2,4,4,1,4,1,3,3,1,4,4,3,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,133,473,1,2,2,2,2,2,2,2,3,1,2,1,2,2,1,3,2,3,1,1,1,1,1,1,2,1,4,1,2,1,6,4,4,1,1,2,1,3,2,2,1,1,1,4,1,1,2,2,2,1,1,1,9,9,9,9,9,9,9,9,2,3,5
1,133,474,1,2,6,9,5,4,1,2,7,6,3,2,1,10,1,4,2,3,2,3,2,3,3,5,1,3,2,4,4,2,1,1,3,3,2,0,1,1,1,0,1,2,3,5,0,0,1,2,1,2,0,0,6,2,2,2,4,2,0,0,2,2,2,2,2,133,474,1,2,2,2,2,2,2,2,3,2,3,3,3,1,1,8,4,1,1,1,1,3,2,2,3,1,0,0,5,5,6,0,5,2,1,1,1,2,3,3,0,3,3,4,2,2,2,0,3,4,5,5,9,9,9,9,9,9,9,9,2,3,4
1,133,475,1,4,6,8,6,4,1,1,6,5,3,2,1,1,1,4,2,1,1,1,1,2,1,1,1,2,3,3,3,2,1,1,1,3,2,2,2,1,1,1,2,2,3,4,1,5,3,4,4,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,133,475,1,2,2,2,2,2,1,2,3,2,1,1,4,2,2,8,3,1,3,2,1,1,1,2,3,2,9,3,3,2,7,2,2,1,1,1,1,1,2,2,1,1,1,4,2,2,3,1,2,1,2,2,9,9,9,9,9,9,9,9,2,3,4
1,133,476,1,1,3,0,6,5,4,1,6,6,6,0,3,0,7,4,3,3,2,2,3,1,2,3,4,3,3,2,3,3,3,2,1,2,2,3,3,3,2,3,3,3,4,4,4,4,3,4,1,2,1,5,1,1,3,2,3,2,5,1,2,2,2,2,2,133,476,1,2,2,2,1,2,2,2,3,2,3,4,1,3,1,2,3,1,4,2,3,3,4,4,2,1,3,1,3,1,7,4,1,3,0,3,2,1,0,3,1,2,3,3,2,2,3,3,3,3,2,3,9,9,9,9,9,9,9,9,2,3,5
1,133,477,1,2,5,10,3,1,5,1,6,6,3,0,1,1,1,4,1,2,1,1,2,1,1,2,5,2,3,3,3,1,1,1,1,2,1,4,1,1,2,1,1,2,3,3,3,3,2,2,1,4,2,3,1,2,1,1,4,3,3,2,2,1,2,2,2,133,477,1,2,2,2,2,2,1,2,3,3,3,4,3,2,2,3,3,3,2,3,1,2,4,4,3,4,9,3,1,1,8,2,5,2,3,5,2,1,1,1,1,3,3,2,2,2,1,1,1,1,2,4,9,9,9,9,9,9,9,9,2,3,4
1,133,478,1,3,2,11,5,1,5,1,5,5,5,4,5,5,5,5,2,2,2,1,1,1,3,2,2,1,2,2,2,2,2,2,2,2,3,4,1,2,1,2,2,2,3,2,2,3,2,3,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,133,478,1,2,1,2,1,2,2,2,3,2,1,1,4,2,1,3,2,1,2,3,2,1,1,1,1,1,4,0,3,2,11,1,5,1,1,4,2,1,2,2,1,3,3,4,2,2,2,1,3,1,2,1,9,9,9,9,9,9,9,9,2,3,6
1,133,479,1,1,6,6,4,1,5,1,5,5,5,4,14,6,6,4,2,2,2,3,1,1,3,2,5,3,3,2,3,2,1,2,2,2,1,3,2,2,1,2,4,2,2,5,2,1,2,1,3,2,2,2,1,4,2,1,2,2,1,2,2,1,1,1,2,133,479,1,2,2,2,2,2,2,2,3,2,3,3,3,1,3,3,3,3,2,3,3,1,1,1,2,1,9,3,1,1,13,4,3,2,1,4,4,1,2,2,1,2,3,2,2,2,3,2,1,4,5,5,9,9,9,9,9,9,9,9,2,3,2
1,133,480,1,1,6,9,7,1,5,2,5,5,1,4,3,7,1,0,1,2,1,2,3,1,2,2,4,3,2,2,2,1,1,2,2,1,1,4,1,4,1,3,4,2,3,4,4,2,2,3,2,2,1,4,6,1,1,2,2,3,2,1,2,2,1,2,2,133,480,1,2,2,1,2,2,2,2,7,2,2,2,1,1,1,8,7,3,1,2,1,1,2,4,1,4,6,1,4,5,3,1,1,3,1,8,4,3,3,3,2,2,4,2,2,1,4,3,3,4,3,3,9,9,9,9,9,9,9,9,2,3,5
1,133,481,1,4,5,9,6,4,4,1,5,5,5,4,14,0,4,4,3,2,2,2,3,1,2,4,3,2,3,4,10,2,5,2,2,3,2,2,4,4,2,2,3,3,2,2,4,4,1,4,2,1,1,4,6,2,3,1,2,2,1,2,1,2,2,1,2,133,481,1,2,2,2,2,2,1,2,3,2,1,1,4,2,2,2,1,1,4,2,2,1,1,2,2,4,9,1,1,1,1,4,5,2,2,4,2,1,2,2,1,1,1,3,2,2,3,3,3,3,4,3,9,9,9,9,9,9,9,9,2,3,2
1,133,482,1,7,1,7,6,1,5,1,5,5,5,4,5,7,4,4,2,2,2,1,1,2,1,1,1,2,3,1,11,2,1,2,3,3,2,2,2,2,2,2,4,4,3,2,4,4,1,4,3,1,1,3,1,3,2,1,2,1,3,2,2,1,2,1,2,133,482,1,2,2,2,2,2,1,2,6,2,1,2,4,1,1,3,1,1,3,2,3,1,1,1,2,1,4,1,5,5,3,0,1,3,2,5,2,1,1,1,1,4,3,4,1,2,3,3,3,1,5,5,9,9,9,9,9,9,9,9,2,3,6
1,133,483,1,2,5,9,5,5,4,2,7,7,6,4,1,1,1,4,3,2,2,1,1,2,2,3,2,2,3,1,3,1,4,2,3,3,2,2,1,2,2,3,2,3,3,3,5,5,2,4,3,1,2,5,6,2,2,3,3,2,1,2,2,2,1,1,2,133,483,1,2,2,2,2,2,2,2,3,2,2,2,4,1,2,2,2,3,3,2,2,1,1,1,2,4,3,1,1,1,2,4,2,2,1,6,2,2,1,1,2,3,3,4,2,1,3,3,2,3,2,3,9,9,9,9,9,9,9,9,2,3,3
1,133,484,1,1,5,11,5,2,2,1,5,5,5,4,1,1,4,4,3,3,2,3,2,3,2,3,2,2,2,4,3,2,3,2,3,2,1,4,2,3,2,2,2,2,4,3,4,4,1,3,2,2,2,5,6,2,2,2,3,4,4,2,2,1,2,2,2,133,484,1,2,2,1,2,2,1,2,3,1,2,4,4,2,1,3,2,1,2,3,1,3,4,4,1,4,9,3,1,1,1,4,5,2,1,3,2,2,2,2,2,4,3,3,1,2,3,4,2,4,2,3,9,9,9,9,9,9,9,9,2,3,3
1,133,485,1,1,7,7,4,1,5,1,6,4,1,4,1,10,10,3,3,2,2,3,3,1,2,3,4,1,1,1,1,1,2,5,1,2,1,4,3,4,3,3,3,4,4,4,4,4,2,4,1,2,1,5,2,2,2,3,2,2,2,1,2,2,2,1,2,133,485,1,2,2,1,2,2,1,2,3,2,2,3,2,3,2,8,2,1,1,3,2,1,1,1,2,1,2,1,1,1,1,4,3,4,1,3,2,3,2,2,2,2,2,1,2,2,2,3,1,2,1,2,9,9,9,9,9,9,9,9,2,3,5
1,133,486,1,6,3,3,7,1,5,2,5,1,1,3,10,10,10,3,2,2,2,3,2,1,1,1,2,2,3,1,3,2,4,5,2,1,1,4,4,3,3,2,3,3,2,2,2,2,2,4,3,1,3,3,2,2,3,2,2,2,1,1,2,1,2,2,2,133,486,1,2,2,2,2,2,1,2,4,1,3,3,2,2,1,8,3,1,3,2,2,1,1,1,1,2,6,1,2,1,6,4,1,3,3,2,2,2,2,1,2,3,3,4,2,2,3,2,2,4,2,3,3,5,2,2,3,2,2,4,4,10,9
1,133,487,1,1,4,3,7,1,5,1,4,1,1,1,10,12,4,1,2,1,2,1,1,3,2,3,4,1,2,4,3,1,5,5,2,2,2,2,3,3,1,2,3,2,4,3,4,5,1,4,1,2,2,4,6,3,4,2,2,1,4,1,2,1,2,2,2,133,487,1,2,2,1,2,2,1,2,4,2,3,3,2,1,1,8,2,1,4,2,2,1,1,1,1,1,6,1,5,5,3,1,1,3,2,3,2,2,2,2,1,1,3,1,3,3,3,3,1,3,3,3,3,2,4,0,1,0,1,1,3,10,2
1,133,488,1,2,5,4,7,1,5,1,5,2,2,3,10,10,10,4,1,2,1,1,1,2,1,3,1,1,1,1,1,1,4,4,1,2,1,4,1,1,1,2,2,1,2,1,0,3,2,4,3,1,1,2,2,2,2,3,3,1,1,1,2,2,2,2,2,133,488,1,2,2,2,2,2,1,2,1,2,1,1,4,1,2,8,7,1,2,1,2,1,1,1,2,1,6,1,3,4,13,1,5,2,1,2,2,3,3,1,3,2,2,0,2,2,3,3,3,3,3,3,4,5,6,3,3,0,0,1,4,4,11
1,133,489,1,2,5,4,7,1,5,2,5,3,2,1,10,10,10,4,2,2,1,1,1,1,2,2,2,2,1,4,3,2,1,1,2,2,1,4,2,4,1,2,2,2,3,1,3,3,2,3,2,2,2,3,6,3,2,2,3,1,1,1,1,1,2,2,2,133,489,1,1,2,2,2,2,2,2,4,2,2,1,4,1,1,8,2,1,3,3,0,1,1,2,3,2,6,1,4,3,6,1,1,3,0,6,2,2,2,2,1,2,2,3,2,2,2,3,1,3,2,2,4,3,4,1,1,3,1,0,3,6,18
1,133,490,1,4,5,6,7,1,5,1,5,3,3,1,10,10,10,5,2,3,2,2,1,3,2,3,4,2,3,2,7,2,2,3,2,2,1,3,4,3,3,2,4,2,3,5,4,4,1,3,2,2,1,4,6,2,3,1,2,1,2,2,2,2,2,2,2,133,490,1,2,2,2,2,2,1,2,3,2,2,1,4,1,1,3,1,1,3,1,2,1,1,1,1,1,6,1,5,3,5,2,1,3,2,6,2,1,2,2,1,3,2,2,2,2,1,1,1,2,2,3,3,1,2,0,0,3,1,1,4,4,9
1,133,491,1,1,5,7,7,4,4,1,6,4,3,4,10,10,10,4,1,2,2,2,2,2,2,4,2,2,3,2,3,2,4,2,1,2,1,4,4,3,3,1,3,3,5,4,4,4,1,4,3,1,4,4,1,3,1,1,4,2,3,1,2,1,2,2,2,133,491,1,2,2,2,2,2,2,2,3,1,1,1,4,1,1,8,1,1,4,2,1,1,1,1,1,1,6,1,4,2,3,2,1,3,2,2,2,3,2,3,1,4,4,4,1,1,4,1,1,1,1,5,3,3,2,0,1,3,2,1,3,7,5
1,133,492,1,2,5,2,3,1,5,2,5,3,3,2,10,10,10,9,2,1,2,1,2,1,3,3,2,3,1,2,3,2,2,2,2,2,3,4,5,2,2,3,2,2,2,1,2,3,2,4,4,4,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,133,492,1,2,1,2,1,2,2,2,3,2,2,2,4,2,1,8,2,3,2,1,2,1,1,1,2,1,2,0,4,4,3,1,1,3,2,1,1,2,2,2,3,3,3,3,2,2,2,2,3,4,3,4,3,4,3,2,2,2,1,2,3,6,16
1,133,493,1,2,3,3,5,1,5,1,5,2,2,2,10,10,10,4,1,1,1,1,1,2,1,1,2,1,1,2,3,2,5,5,2,2,1,3,1,1,1,2,1,1,2,1,2,1,2,3,2,1,3,1,1,4,1,1,2,1,1,1,1,2,1,2,2,133,493,1,2,2,2,2,1,2,2,3,1,2,1,4,1,1,8,7,1,2,2,3,1,1,1,1,1,3,3,4,4,6,1,1,2,1,1,1,2,1,1,2,2,3,3,1,2,3,1,2,1,2,3,6,6,6,4,1,2,2,2,3,4,8
1,133,494,1,1,5,4,5,4,1,1,5,2,2,2,10,10,10,4,2,2,1,1,1,1,2,2,2,2,2,1,3,2,5,2,1,3,1,2,2,2,3,2,2,1,3,2,2,4,2,4,2,1,2,4,6,2,2,2,5,1,2,1,1,1,2,2,2,133,494,1,2,2,2,2,2,1,2,3,2,2,2,4,2,2,8,7,3,2,2,2,1,1,1,2,1,4,1,1,1,2,4,3,4,3,8,4,2,3,3,1,2,3,2,2,2,4,4,1,2,2,5,4,3,2,2,3,3,0,1,4,4,11
1,133,495,1,2,3,5,1,1,5,2,5,4,4,2,10,10,10,4,1,1,1,1,1,2,1,1,1,1,2,2,3,2,1,1,2,2,1,4,1,2,1,1,1,1,1,1,1,2,3,4,1,1,1,2,1,3,1,1,2,1,1,1,1,2,2,2,2,133,495,1,1,2,1,2,2,2,2,7,1,3,3,3,1,1,8,3,1,3,3,1,2,2,1,1,1,5,1,5,5,3,1,1,3,3,3,2,1,1,1,2,3,3,4,3,1,3,1,2,1,1,1,6,6,5,4,2,3,3,4,4,4,9
1,133,496,1,6,1,6,5,1,5,2,5,4,4,2,10,0,10,12,2,3,1,1,2,1,2,2,5,3,1,2,2,3,4,1,2,3,2,3,2,2,1,2,1,1,4,2,3,4,2,4,3,2,2,3,2,3,3,2,2,2,2,2,2,1,2,1,2,133,496,1,2,2,2,2,2,2,2,3,3,2,2,1,1,1,8,3,1,2,3,2,1,1,1,2,4,3,1,5,1,14,4,5,2,1,6,4,2,1,1,3,4,4,4,2,2,3,2,3,4,5,5,4,3,4,3,2,3,1,2,3,6,16
1,133,497,1,9,6,7,5,1,5,2,7,4,3,2,10,10,10,4,2,2,1,1,1,1,1,1,2,1,3,1,1,1,3,2,3,3,2,2,3,2,3,2,2,2,3,3,2,4,3,3,2,1,1,3,1,1,1,6,4,1,1,1,2,1,2,2,2,133,497,1,2,2,1,1,2,2,2,3,2,2,1,4,1,1,8,2,1,3,1,2,1,1,4,2,4,5,1,2,2,7,1,5,1,1,2,2,2,2,1,3,3,3,4,2,2,4,2,3,3,5,5,4,5,2,0,2,2,1,4,3,10,2
1,133,498,1,1,5,2,4,1,5,1,5,2,2,1,10,6,4,3,3,3,2,2,2,1,2,4,4,2,1,4,11,2,5,1,1,2,3,2,3,3,2,4,4,3,4,2,4,3,1,4,1,1,1,4,2,4,2,1,3,4,4,1,2,1,1,2,2,133,498,1,2,2,2,1,2,2,2,3,3,3,3,3,4,1,8,2,1,4,1,2,2,2,1,2,1,3,1,4,5,3,2,2,1,2,3,4,2,2,1,3,2,3,1,1,3,3,3,3,4,3,4,1,1,3,1,1,1,1,2,4,10,9
1,133,499,1,1,5,3,5,1,5,1,5,1,1,3,10,10,10,4,1,1,1,2,3,1,2,3,4,2,1,1,1,3,2,5,1,2,1,4,2,3,1,2,2,2,2,1,2,2,2,4,2,2,2,2,1,2,2,1,3,2,4,2,2,2,2,1,2,133,499,1,2,2,2,2,2,1,2,3,2,2,2,3,2,2,8,3,3,3,1,1,2,2,1,1,1,3,1,2,1,6,4,5,1,3,4,2,1,2,2,3,3,3,2,2,2,3,4,3,3,5,5,6,0,4,2,3,2,1,2,4,7,7
1,133,500,1,2,5,4,5,1,5,1,5,1,1,1,10,10,4,2,2,1,2,1,1,2,1,3,2,2,2,1,3,2,3,5,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,4,3,2,3,2,1,2,3,2,2,2,2,2,2,1,1,2,2,133,500,1,1,2,2,2,2,2,2,3,2,1,1,4,2,1,8,2,2,3,2,1,1,1,1,2,1,8,4,3,1,4,0,5,2,3,2,4,2,2,2,1,2,3,3,1,1,4,3,3,4,2,2,3,5,2,1,3,3,2,1,3,6,16
1,133,501,1,1,7,5,5,1,5,2,6,1,1,1,10,10,10,3,2,2,1,2,2,1,2,3,5,3,1,2,1,3,2,1,2,5,3,3,2,3,5,5,1,1,1,1,1,1,3,4,3,3,3,1,1,1,2,2,1,1,1,1,1,2,2,2,2,133,501,1,2,2,2,2,2,2,2,3,2,2,4,4,1,1,8,7,1,5,1,3,3,4,4,0,4,9,3,5,1,8,1,1,3,3,8,4,1,1,2,3,3,3,4,1,2,3,4,3,4,4,5,4,2,3,4,2,2,2,3,4,7,7
1,133,502,1,4,4,5,5,1,5,2,5,2,2,3,10,10,10,1,2,2,1,1,1,2,2,5,2,3,1,4,3,2,5,4,2,3,1,4,2,1,1,2,2,3,3,5,2,4,3,4,3,2,2,2,6,3,5,1,1,2,1,2,2,1,2,2,2,133,502,1,2,2,1,1,2,2,2,7,2,1,1,4,1,1,8,2,3,2,2,2,1,3,3,1,4,6,1,2,2,8,4,2,1,1,2,2,2,2,3,1,3,3,3,2,2,4,1,2,4,3,5,4,4,4,0,2,2,1,2,3,6,16
1,133,503,1,2,3,5,3,1,5,1,5,4,4,1,10,10,10,0,3,3,3,2,3,1,2,3,3,3,3,2,4,3,2,5,2,2,2,1,2,3,2,3,3,3,2,2,4,4,3,2,1,1,2,4,6,2,4,2,3,2,5,2,2,2,2,1,2,133,503,1,2,2,1,2,2,1,2,0,2,2,1,1,2,2,8,2,3,3,2,2,3,4,4,3,2,9,4,2,1,3,2,1,2,2,3,2,2,1,1,3,2,2,2,2,2,4,4,3,2,5,5,0,0,3,2,1,3,0,1,3,4,8
1,133,504,1,4,5,7,5,1,5,1,5,2,2,1,10,10,10,4,1,1,1,1,1,2,1,1,1,1,1,2,1,3,5,1,2,2,1,4,4,1,5,2,1,2,2,1,2,2,2,3,1,2,2,2,1,2,2,1,2,4,5,5,2,2,2,1,2,133,504,1,2,2,1,2,2,1,2,7,2,1,1,4,5,1,8,2,3,5,3,2,1,1,1,2,1,3,1,5,5,3,1,1,3,1,1,1,2,1,1,2,3,3,3,2,1,4,2,2,2,2,3,6,6,3,3,1,2,2,3,3,7,5
1,133,505,1,8,4,9,8,1,5,1,5,2,2,2,10,10,10,6,1,1,1,1,2,1,2,3,5,2,1,1,1,2,2,5,2,2,1,4,1,1,1,2,2,1,3,2,2,2,2,4,3,3,3,4,1,2,2,1,2,1,1,1,2,1,2,2,2,133,505,1,2,2,2,2,2,2,2,3,1,3,2,2,4,1,8,1,1,2,2,2,1,1,2,3,2,9,3,5,5,3,1,1,3,3,2,4,2,2,2,2,1,2,1,2,2,1,2,3,3,2,1,6,3,6,2,3,3,2,0,3,10,1
1,133,506,1,2,1,10,6,1,5,1,5,4,4,2,10,10,4,4,3,3,2,1,1,2,1,3,2,2,1,4,3,1,1,1,2,2,2,2,5,2,1,2,3,3,3,5,2,2,1,4,2,1,2,2,2,3,3,1,4,1,1,2,2,1,2,1,2,133,506,1,1,2,2,2,2,2,2,3,3,3,3,3,2,1,8,2,3,4,2,2,1,3,3,1,1,3,1,5,1,11,1,1,3,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,3,1,5,4,0,1,3,2,1,3,10,2
1,133,507,1,6,5,9,6,1,5,1,6,4,3,2,10,10,10,3,2,2,1,1,1,2,2,2,2,2,3,1,2,2,5,3,2,3,2,2,3,3,1,4,3,3,3,0,3,4,2,4,3,1,2,3,2,3,2,2,2,1,5,1,2,1,2,2,2,133,507,1,2,2,1,2,2,1,2,3,2,3,3,1,1,1,8,2,1,4,2,2,1,1,1,2,2,6,1,3,1,3,4,5,0,0,2,1,2,2,1,3,3,3,1,2,2,3,4,1,2,3,4,4,4,4,0,3,1,1,3,3,6,16
1,133,508,1,2,5,8,6,1,5,1,6,2,2,2,10,10,10,4,3,2,2,2,1,2,2,3,2,3,1,2,1,2,5,4,2,2,2,2,3,2,2,2,3,3,4,4,4,4,2,4,1,2,1,4,2,1,4,2,3,4,4,2,2,1,1,2,2,133,508,1,2,2,2,2,2,2,2,3,2,2,3,1,2,2,8,2,1,3,1,2,1,1,1,2,1,3,1,4,1,6,2,5,2,1,3,2,2,2,2,2,3,3,2,1,2,3,3,1,2,2,4,2,3,3,0,2,2,0,2,4,6,7
1,133,509,1,6,6,10,8,1,5,1,6,3,3,3,10,10,5,12,1,1,1,1,1,3,2,2,1,1,1,4,3,1,1,2,1,2,1,4,1,1,1,1,1,2,2,2,1,1,1,1,4,1,1,2,1,3,2,2,2,1,1,1,2,1,1,2,2,133,509,1,2,2,1,2,2,2,2,1,2,1,2,4,2,1,8,2,2,2,2,2,1,1,2,2,4,6,1,5,5,3,1,1,3,1,3,2,2,2,1,2,1,3,4,2,2,1,4,1,1,1,1,6,3,6,3,0,4,3,3,4,4,9
1,133,510,1,6,1,10,8,1,5,1,5,4,3,1,10,10,4,5,3,2,2,1,1,3,2,2,2,1,1,2,3,3,3,1,2,3,2,2,3,1,2,1,3,3,3,3,4,4,2,4,3,1,1,5,1,2,3,2,3,1,2,1,2,1,2,2,2,133,510,1,2,2,2,1,2,2,2,3,2,2,1,4,1,2,8,2,1,3,1,2,1,3,3,1,2,9,3,4,1,9,2,5,2,1,3,2,3,2,2,1,2,2,2,2,2,3,2,1,3,2,3,2,3,3,0,2,1,1,0,4,6,7
1,133,511,1,8,1,10,8,1,5,1,5,4,4,1,10,10,10,4,2,2,1,1,1,1,1,1,1,1,2,3,4,2,2,2,2,2,1,4,2,1,1,2,2,2,3,3,3,3,1,4,2,1,1,3,1,3,2,2,3,1,2,1,2,1,2,2,2,133,511,1,1,2,2,1,2,2,2,3,1,3,2,4,1,1,8,3,1,2,2,3,1,1,2,3,2,6,3,5,1,18,1,1,3,1,1,1,2,2,3,2,3,3,3,2,2,3,4,1,2,3,5,4,5,4,0,1,2,1,2,4,4,9
