CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,CARD..1,DECK..1,BALLOT..1,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80A.,Q.80B.,Q.80B..1,Q.80B..2,Q.80B..3,Q.80B..4,Q.80B..5,Q.80B..6,Q.80B..7,Q.80B..8,Q.80B..9,Q.80B..10,Q.80B..11,Q.80B..12,Q.81A.,Q.81B.,Q.81B..1,Q.81B..2,Q.81B..3,Q.81B..4,Q.81B..5,Q.81B..6,Q.81B..7,Q.81B..8,Q.81B..9,Q.81B..10,Q.81B..11,Q.81B..12,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92A.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,Q.101.,Q.102.,Q.103.,Q.104.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,CARD..2,DECK..2,BALLOT..2,V.112.,V.113.
1,131,996,5,10,5,2,3,1,5,1,5,6,5,2,1,1,4,1,3,2,1,2,1,2,3,1,1,2,3,3,4,2,3,1,1,2,3,4,2,1,3,2,3,3,5,3,2,1,1,2,3,1,3,3,3,3,1,4,1,3,1,2,5,2,2,1,2,2,5,1,2,131,996,2,3,2,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,4,3,3,3,3,2,2,1,1,0,0,3,131,996,7,2
1,131,997,3,10,4,2,5,1,5,2,5,4,4,1,2,5,2,2,3,1,2,2,2,2,1,1,2,2,3,1,5,2,3,1,1,3,4,4,1,1,1,2,12,3,12,3,1,3,3,3,2,1,5,3,1,3,4,4,3,4,3,3,6,2,1,4,2,1,3,1,2,131,997,1,4,4,1,1,5,3,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,2,3,1,4,1,5,1,1,1,2,2,1,1,4,1,4,5,5,5,5,2,2,1,2,0,0,3,131,997,3,2
1,131,998,3,10,3,7,1,1,5,1,5,4,3,2,2,5,5,3,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,2,6,2,2,3,2,2,4,2,1,3,4,3,2,1,1,2,3,1,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,131,998,2,4,5,3,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,3,5,3,3,1,1,2,2,1,1,2,2,2,3,2,4,2,2,2,1,4,0,0,3,131,998,14,2
1,131,999,3,10,3,3,1,1,5,1,5,5,5,5,1,1,1,2,2,1,2,2,1,2,2,3,1,1,2,2,3,1,1,1,1,1,2,3,1,2,3,2,2,3,2,3,1,1,3,1,1,1,3,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,3,2,131,999,2,5,5,1,1,1,3,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,1,2,4,1,4,1,1,2,1,1,4,2,2,2,4,2,1,2,2,1,8,0,0,3,131,999,45,2
1,131,1000,4,10,1,2,3,1,5,1,5,4,4,1,2,5,0,3,1,1,2,2,1,2,1,1,2,2,2,3,1,1,1,1,1,1,4,4,1,2,3,2,1,3,3,2,2,3,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,131,1000,4,4,2,1,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,1,1,1,1,1,2,1,1,4,1,4,2,1,2,2,2,2,1,2,0,0,3,131,1000,5,2
1,131,1001,4,10,1,11,5,1,5,1,5,6,5,2,2,7,7,2,2,1,3,2,2,3,2,3,2,2,3,3,2,3,2,2,3,2,4,3,3,3,4,2,2,2,6,3,2,2,1,2,2,2,3,1,2,2,2,3,3,2,3,2,6,2,1,2,2,2,3,1,2,131,1001,2,3,4,1,2,2,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,5,4,1,1,1,2,2,1,1,4,1,3,3,3,2,2,2,2,4,0,2,0,3,131,1001,8,2
1,131,1002,3,9,5,3,5,3,5,1,4,5,4,1,2,1,1,2,1,2,1,2,2,2,1,3,1,1,2,3,2,1,2,2,4,3,4,4,2,1,1,2,10,2,4,3,1,1,3,4,4,1,2,1,1,1,1,3,1,1,1,3,1,2,3,2,2,3,4,4,2,131,1002,3,4,5,2,1,4,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,4,1,4,5,4,4,2,4,1,2,1,3,1,1,4,4,1,4,1,4,1,2,2,1,8,0,0,3,131,1002,1,2
1,131,1003,5,9,5,2,4,2,3,1,4,5,4,1,2,3,2,4,5,4,4,0,4,4,6,4,4,4,4,3,2,1,2,2,2,2,4,5,2,2,1,2,1,2,3,3,1,2,1,1,2,1,2,3,2,2,2,2,1,2,1,2,3,1,1,4,2,2,2,3,2,131,1003,1,2,3,1,1,1,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,4,2,2,1,1,2,2,1,1,4,1,2,2,1,1,1,2,2,1,4,0,0,3,131,1003,21,2
1,131,1004,3,9,5,5,1,1,5,1,4,5,4,1,1,1,1,1,2,1,3,2,2,2,1,3,2,2,3,3,2,1,2,1,2,2,4,3,2,4,3,2,1,2,2,3,1,3,3,2,3,1,3,1,2,2,3,1,1,1,1,2,3,1,1,3,3,2,3,1,2,131,1004,3,3,4,1,1,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,2,1,2,2,2,1,1,3,1,4,2,1,2,1,2,2,1,8,0,0,3,131,1004,61,2
1,131,1005,3,9,5,3,4,1,5,1,4,4,3,5,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,6,2,3,3,2,2,2,2,2,2,3,2,2,1,3,2,2,1,2,3,2,2,2,3,3,1,1,2,4,2,2,2,2,2,3,2,2,131,1005,3,4,1,1,1,2,2,2,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,3,2,3,6,1,1,2,3,1,2,2,2,2,3,2,5,2,3,3,4,0,3,0,3,131,1005,14,2
1,131,1006,3,9,5,2,2,1,5,1,4,4,2,1,2,5,3,2,2,2,1,1,2,2,2,3,1,2,1,2,3,2,4,2,2,2,4,4,2,4,2,2,1,3,4,3,1,1,1,2,2,1,3,1,3,3,3,3,1,2,1,2,4,2,2,4,1,3,3,1,2,131,1006,4,4,2,2,2,2,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,4,3,1,4,4,3,2,1,2,2,2,1,1,1,1,1,3,2,4,2,2,1,3,0,0,0,3,131,1006,43,2
1,131,1007,4,9,5,7,3,1,5,2,4,4,4,5,1,1,1,1,4,1,3,1,2,3,3,3,2,2,3,2,2,1,2,3,6,3,3,4,3,2,4,2,1,2,3,3,1,4,3,2,4,2,5,1,2,2,2,3,1,4,3,2,6,1,1,2,2,1,3,3,2,131,1007,2,4,5,2,6,3,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,4,4,4,5,2,1,2,2,3,1,1,4,1,2,5,2,5,5,2,2,1,8,0,0,3,131,1007,8,2
1,131,1008,4,9,5,3,2,1,5,1,4,5,5,1,2,1,2,2,3,1,1,2,1,3,1,3,2,3,3,2,2,2,2,1,6,3,4,4,3,2,4,2,1,2,2,3,1,1,1,2,2,1,4,2,2,3,1,3,1,2,1,2,5,2,2,1,5,1,4,4,2,131,1008,5,5,5,2,6,3,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,1,3,5,5,4,3,2,1,2,1,4,1,1,4,1,4,2,2,2,3,2,2,1,8,0,0,3,131,1008,40,2
1,131,1009,5,9,5,2,4,1,5,1,4,1,1,1,2,1,2,2,1,1,2,2,2,3,1,3,3,3,3,2,2,1,1,1,1,3,1,4,4,4,4,2,1,3,1,2,1,1,3,1,2,3,2,2,1,1,3,2,3,2,3,2,5,1,1,4,0,2,3,4,2,131,1009,0,4,4,2,1,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,3,3,3,4,5,5,2,1,2,2,2,1,1,1,2,2,2,1,3,4,2,2,4,0,5,0,3,131,1009,15,2
1,131,1010,3,9,9,11,5,1,5,1,4,5,5,1,1,1,1,1,2,1,2,2,3,2,1,1,2,2,2,3,2,2,2,1,6,2,2,4,2,3,2,2,1,3,10,3,5,1,3,2,3,3,1,3,2,2,2,2,1,2,1,4,2,2,1,3,3,3,3,2,2,131,1010,2,3,3,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,1,3,2,4,3,2,5,2,1,1,3,3,1,1,3,1,2,1,2,5,2,2,2,1,8,0,0,3,131,1010,38,2
1,131,1011,3,9,4,3,1,1,5,1,4,1,1,5,4,5,5,2,4,3,2,2,2,3,1,1,3,3,3,2,4,2,3,1,1,3,4,4,4,3,3,2,4,3,6,3,3,1,3,3,3,1,4,2,3,2,4,3,1,3,1,4,5,3,1,1,2,2,3,2,2,131,1011,3,4,3,2,6,4,1,3,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,1,2,3,1,3,4,3,4,2,2,4,4,5,1,3,1,5,5,4,4,3,6,1,2,0,0,3,131,1011,2,2
1,131,1012,3,9,4,4,2,1,5,1,4,1,1,2,2,7,4,2,3,2,1,2,2,2,2,1,2,2,2,2,4,2,2,2,1,5,4,3,2,2,4,2,1,2,8,2,1,3,3,1,2,1,3,1,4,2,2,2,3,4,3,4,3,1,1,1,2,2,3,1,2,131,1012,3,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,3,1,2,2,2,1,1,3,3,3,1,1,4,1,4,6,6,6,6,2,2,4,0,2,0,3,131,1012,25,2
1,131,1013,3,9,1,7,2,1,5,1,4,5,4,1,5,1,1,1,1,1,2,1,1,3,1,1,1,2,3,1,1,1,1,1,6,1,1,2,1,2,4,2,3,2,3,2,1,2,3,2,2,2,2,1,1,1,4,1,3,4,3,4,4,1,1,1,0,1,1,1,2,131,1013,1,0,0,1,1,6,2,2,3,2,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,5,4,5,6,6,6,6,6,1,1,1,2,5,5,5,5,5,6,6,6,6,2,2,1,8,0,0,3,131,1013,49,2
1,131,1014,3,9,5,2,5,1,5,1,5,4,4,2,1,5,1,2,4,3,1,1,2,2,3,3,2,2,3,3,4,2,3,1,2,2,3,4,2,3,2,2,1,3,4,3,2,1,3,3,4,2,2,3,4,2,1,3,1,4,3,2,4,3,2,2,2,2,3,2,2,131,1014,2,3,4,3,1,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,2,4,2,5,2,4,2,1,2,1,2,2,1,4,5,2,4,5,2,2,1,2,0,0,3,131,1014,4,2
1,131,1015,3,9,5,1,5,1,5,3,6,5,4,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,4,3,4,4,1,1,2,2,1,3,4,3,1,1,2,1,4,1,4,1,3,2,5,3,1,2,1,1,2,1,1,1,1,1,3,3,2,131,1015,0,5,4,1,6,3,3,2,2,1,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,4,3,2,6,1,1,2,1,2,1,1,4,1,3,3,1,2,3,2,2,1,8,0,0,3,131,1015,0,2
1,131,1016,4,9,5,3,1,1,5,1,5,6,5,2,2,7,7,3,2,1,2,2,2,2,5,1,3,2,3,3,2,3,1,1,6,3,4,2,2,4,4,2,10,3,10,2,2,3,4,2,2,1,1,1,2,2,5,3,1,2,1,2,3,1,1,2,2,2,2,3,2,131,1016,2,2,4,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,3,4,5,2,5,2,1,2,2,2,1,1,3,2,2,3,2,5,2,4,1,4,0,2,0,3,131,1016,8,2
1,131,1017,4,9,5,11,4,1,5,2,6,6,5,1,2,6,6,2,3,2,1,2,2,3,3,3,3,2,3,2,3,2,3,1,2,2,3,2,1,1,1,2,3,3,5,3,2,1,3,3,3,3,3,1,3,3,1,2,1,2,1,2,6,2,1,1,3,4,2,1,2,131,1017,1,5,4,2,2,3,3,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,3,3,2,4,4,1,1,1,1,2,2,1,1,1,4,1,4,3,4,3,2,3,3,4,0,3,0,3,131,1017,10,2
1,131,1018,5,9,5,2,4,1,5,1,5,6,5,1,1,7,7,3,3,1,1,2,1,2,2,1,2,2,3,2,2,1,2,1,3,3,4,3,1,4,4,2,1,2,4,2,1,1,1,3,2,1,2,1,1,2,1,2,1,2,1,2,4,2,1,2,2,3,3,2,2,131,1018,2,2,4,2,2,3,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,4,4,2,6,2,2,2,2,2,5,1,3,2,3,2,2,4,3,4,1,4,0,2,0,3,131,1018,3,2
1,131,1019,4,9,4,5,5,1,5,1,5,6,5,2,2,3,2,2,2,2,1,1,2,3,1,2,2,2,3,3,3,3,2,1,6,3,4,4,3,3,1,3,1,2,3,2,1,3,1,3,3,2,2,2,4,4,1,3,1,2,1,2,6,2,2,2,2,2,4,2,2,131,1019,3,4,4,2,2,3,2,2,3,2,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,2,3,3,4,2,3,1,1,1,3,2,2,1,2,2,4,2,1,2,3,2,1,2,0,0,2,3,131,1019,9,2
1,131,1020,4,9,4,3,5,1,5,1,5,4,4,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,3,4,2,3,4,2,1,2,1,2,1,1,3,2,2,1,3,1,2,2,2,3,1,2,1,3,0,4,0,0,0,0,0,5,2,131,1020,0,0,4,1,1,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,2,2,1,2,2,2,1,1,4,1,2,2,3,4,3,2,2,1,8,0,0,3,131,1020,11,2
1,131,1021,7,9,4,2,2,1,5,2,6,2,2,1,1,7,7,1,1,1,1,2,1,1,1,3,1,2,1,1,1,2,1,1,2,1,4,1,1,4,1,2,1,1,2,2,1,3,3,2,2,1,2,2,1,1,3,4,1,2,1,2,2,1,1,3,0,1,3,5,2,131,1021,0,0,5,1,1,1,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,4,2,4,2,1,0,1,1,2,2,2,1,1,4,1,3,1,2,1,4,4,5,1,6,0,0,3,131,1021,2,2
1,131,1022,4,9,3,1,2,1,5,1,5,5,5,5,1,3,3,2,4,3,1,1,2,1,4,3,2,2,3,2,4,2,4,5,6,3,4,4,3,1,1,2,2,3,4,3,2,1,3,3,3,1,4,1,3,4,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,131,1022,3,4,5,2,2,4,3,3,3,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,2,3,3,5,4,5,2,2,2,3,2,1,1,2,4,1,5,5,4,4,4,1,1,1,0,0,3,131,1022,10,2
1,131,1023,3,8,5,3,5,1,5,1,4,2,1,1,1,1,2,3,4,1,1,2,1,2,1,3,2,2,4,3,3,2,3,1,3,4,4,4,3,2,4,2,9,4,9,4,5,1,1,3,3,2,5,2,4,4,4,4,1,2,1,4,4,1,1,2,2,2,3,4,2,131,1023,1,3,4,3,1,3,2,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,5,2,2,2,4,2,5,1,1,4,5,2,1,1,4,1,4,3,1,5,5,2,2,4,0,5,0,3,131,1023,36,2
1,131,1024,3,8,5,9,1,1,5,1,4,4,1,2,1,3,3,2,2,3,1,1,2,3,2,3,2,1,3,1,3,2,3,2,2,2,2,4,3,2,4,2,2,3,4,3,5,1,1,2,3,1,2,1,1,3,1,3,1,2,1,2,4,1,1,2,3,2,3,1,2,131,1024,2,5,4,1,1,2,3,2,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,1,5,4,4,4,2,2,4,3,2,2,2,3,1,3,5,3,2,2,2,1,4,0,0,3,131,1024,17,2
1,131,1025,9,12,9,11,6,6,0,0,7,0,0,0,5,7,0,1,5,1,4,0,2,4,6,2,2,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,1,3,0,0,4,0,0,0,0,0,5,2,131,1025,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,1,3,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,1,2,1,1,0,0,3,131,1025,6,2
1,131,1026,9,12,9,11,6,6,0,0,7,0,0,0,5,1,0,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,0,0,4,0,0,0,0,0,5,2,131,1026,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,2,0,0,5,3,131,1026,33,2
1,131,1027,9,12,9,11,6,4,1,1,4,5,4,2,1,1,2,2,1,2,1,3,3,3,3,3,2,2,3,2,4,3,3,2,2,5,4,4,4,4,1,2,11,3,11,3,1,1,1,2,2,1,2,2,1,1,2,3,1,1,1,2,5,2,2,1,2,2,3,1,2,131,1027,4,5,4,2,1,2,3,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,3,4,1,2,1,1,1,1,2,1,1,4,1,2,2,2,2,2,2,2,1,8,0,0,3,131,1027,43,2
1,131,1028,9,12,9,11,6,1,5,1,4,5,4,1,1,1,1,2,1,1,2,2,1,3,3,1,2,1,3,2,2,1,2,2,2,2,4,4,3,1,4,2,2,3,4,3,1,2,3,2,3,1,4,1,2,1,1,3,1,2,1,3,4,2,1,2,2,3,3,1,2,131,1028,2,5,5,1,1,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,4,2,4,5,3,4,3,3,1,1,2,4,1,1,3,1,2,3,1,3,2,2,2,1,8,0,0,3,131,1028,39,2
1,131,1029,9,12,9,11,6,4,2,1,4,5,4,2,2,1,1,2,1,1,2,1,2,3,6,3,3,2,3,2,3,1,3,3,2,2,2,4,4,2,1,2,1,2,1,3,2,3,1,3,4,1,4,2,2,4,3,2,1,1,1,2,4,1,2,1,4,3,4,1,2,131,1029,3,5,5,2,2,2,2,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,5,3,2,3,4,4,4,4,1,1,2,3,3,1,1,3,1,3,2,2,2,3,2,2,1,8,0,0,3,131,1029,41,2
1,131,1030,9,12,9,11,1,1,5,1,4,4,4,0,1,1,4,2,2,1,1,3,3,3,3,3,3,3,3,1,4,1,2,1,7,3,5,5,4,4,1,2,4,3,11,3,1,1,1,4,2,1,3,1,2,2,5,3,3,2,3,2,2,3,3,2,0,2,5,5,2,131,1030,1,5,5,0,1,1,1,2,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,3,5,2,6,3,1,1,2,2,2,4,1,1,4,1,4,5,5,5,5,2,2,1,8,0,0,3,131,1030,16,2
1,131,1031,9,12,9,11,6,6,0,0,7,0,0,0,5,0,0,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,0,0,4,0,0,0,0,0,5,2,131,1031,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,1,7,0,0,3,131,1031,0,2
1,131,1032,9,12,9,11,6,6,0,0,7,0,0,0,5,1,0,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,0,0,4,0,0,0,0,0,5,2,131,1032,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,1,8,0,0,3,131,1032,50,2
1,131,1033,9,12,9,11,6,6,0,0,7,0,0,0,5,1,0,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,0,0,4,0,0,0,0,0,5,2,131,1033,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,1,8,0,0,3,131,1033,48,2
1,131,1034,9,12,9,11,6,6,0,0,7,0,0,0,5,1,0,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,0,0,4,0,0,0,0,0,5,2,131,1034,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,4,0,5,0,3,131,1034,20,2
1,131,1035,9,12,9,11,6,6,0,0,7,0,0,0,5,1,0,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,0,0,4,0,0,0,0,0,5,2,131,1035,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,4,0,5,0,3,131,1035,21,2
1,131,1036,9,12,9,11,6,6,0,0,7,0,0,0,5,5,0,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,12,4,12,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,0,0,4,0,0,0,0,0,5,2,131,1036,0,0,0,0,7,6,4,4,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,4,5,2,0,0,11,3,131,1036,1,2
1,131,1037,2,11,1,3,6,4,1,1,7,0,3,0,5,1,2,4,5,4,4,0,4,4,6,4,4,4,4,4,6,4,6,6,7,6,5,6,5,5,5,3,4,4,1,4,6,4,4,6,6,5,6,4,5,5,5,5,3,0,3,2,0,4,0,0,0,0,0,5,2,131,1037,0,0,0,0,7,6,4,4,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,5,5,5,2,2,1,9,0,0,3,131,1037,26,1
1,131,1038,1,11,9,6,6,6,0,0,7,0,1,1,5,1,0,2,1,4,1,0,2,4,1,4,4,4,3,4,6,3,6,1,1,4,5,2,1,4,4,2,12,3,1,1,5,3,2,1,2,1,5,1,1,1,5,1,3,1,3,3,6,1,1,3,0,1,2,1,2,131,1038,4,3,1,2,5,3,4,2,5,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,4,5,4,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,1,9,0,0,3,131,1038,17,1
1,131,1039,3,4,6,3,5,1,5,1,4,2,1,1,2,3,2,1,1,1,2,2,1,2,1,1,2,2,3,2,1,2,2,1,1,1,4,4,1,2,2,2,1,3,3,3,2,1,1,1,2,1,1,1,1,1,4,2,2,1,1,2,6,1,1,4,1,1,2,2,2,131,1039,2,2,2,1,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,3,2,1,2,1,1,2,4,1,1,3,3,3,3,1,2,1,2,2,1,3,0,0,3,131,1039,77,1
