CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,CARD..1,DECK..1,BALLOT..1,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80A.,Q.80B.,Q.80B..1,Q.80B..2,Q.80B..3,Q.80B..4,Q.80B..5,Q.80B..6,Q.80B..7,Q.80B..8,Q.80B..9,Q.80B..10,Q.80B..11,Q.80B..12,Q.81A.,Q.81B.,Q.81B..1,Q.81B..2,Q.81B..3,Q.81B..4,Q.81B..5,Q.81B..6,Q.81B..7,Q.81B..8,Q.81B..9,Q.81B..10,Q.81B..11,Q.81B..12,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92A.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,Q.101.,Q.102.,Q.103.,Q.104.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,CARD..2,DECK..2,BALLOT..2,V.112.,V.113.
1,131,196,1,5,5,7,3,2,2,1,4,1,1,1,2,7,7,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,3,1,4,4,1,1,2,2,3,1,1,1,1,3,1,2,1,1,2,3,3,1,1,1,2,1,1,1,2,2,1,1,1,2,131,196,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,2,1,2,1,1,1,2,1,1,1,4,1,2,2,2,2,2,2,2,4,0,2,0,3,131,196,33,2
1,131,197,1,5,5,2,3,1,5,1,4,2,2,2,1,1,2,2,3,1,1,3,2,2,2,3,2,3,3,2,2,2,3,1,6,3,4,2,1,4,4,2,1,2,1,2,1,1,1,3,3,2,3,2,2,2,2,3,1,3,3,2,5,2,1,1,1,3,3,1,2,131,197,5,4,4,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,1,3,4,5,2,5,1,1,2,2,4,1,1,4,1,3,2,1,2,4,4,6,4,0,5,0,3,131,197,7,2
1,131,198,1,5,5,7,1,1,5,1,4,4,4,1,2,3,6,3,2,2,1,1,2,3,3,3,2,1,1,1,4,2,2,3,6,3,4,4,2,2,1,2,1,3,3,3,1,3,1,1,3,1,1,1,3,3,3,3,1,4,1,2,1,2,2,1,1,1,3,1,2,131,198,1,4,3,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,4,2,3,4,2,1,1,1,2,1,1,1,4,1,4,2,4,2,1,2,2,1,4,0,0,3,131,198,15,2
1,131,199,1,5,5,2,5,1,5,1,4,4,4,2,1,5,2,2,3,2,1,1,2,3,4,3,3,1,3,2,4,2,4,3,4,3,4,4,3,1,1,2,2,3,4,3,1,2,1,3,4,1,3,1,3,3,2,3,1,2,1,2,4,2,2,1,2,2,3,4,2,131,199,4,5,4,2,2,3,1,1,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,4,1,4,4,2,2,2,1,1,2,2,2,1,1,4,1,2,2,1,1,1,2,2,1,4,0,0,3,131,199,4,2
1,131,200,1,5,4,3,3,1,5,2,4,1,1,2,4,7,7,1,2,1,2,2,2,2,2,1,1,1,3,1,2,2,3,1,6,1,3,2,2,3,2,2,1,3,2,2,2,1,2,2,2,1,2,2,3,2,4,3,3,4,3,1,4,3,2,3,1,1,3,2,2,131,200,2,3,2,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,5,2,1,3,2,2,2,1,4,1,2,5,2,5,2,2,2,4,0,2,0,3,131,200,23,2
1,131,201,1,5,4,4,1,1,5,1,4,3,2,2,2,1,2,3,2,2,1,2,2,3,3,1,1,2,2,1,3,1,3,1,4,1,3,3,2,3,1,2,1,3,1,2,1,1,2,1,2,1,3,1,2,2,2,4,3,1,1,1,5,2,2,3,3,3,2,1,2,131,201,1,2,4,1,1,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,4,4,3,3,6,5,4,6,5,5,5,5,5,5,2,4,4,2,2,2,1,8,0,0,3,131,201,31,2
1,131,202,1,5,4,5,1,1,5,2,4,4,4,1,1,5,2,2,4,3,1,1,2,3,3,3,2,2,1,1,4,2,4,1,1,2,4,4,3,4,2,2,11,3,11,3,5,2,2,4,3,3,4,1,3,3,1,2,1,2,1,2,3,2,1,2,3,2,2,1,2,131,202,2,4,4,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,4,1,3,3,3,1,1,1,1,2,1,1,4,1,2,2,2,2,2,2,2,1,2,0,0,3,131,202,10,2
1,131,203,1,5,1,11,2,1,5,2,4,4,4,1,4,3,3,3,1,1,2,2,2,2,2,1,1,1,3,2,2,1,3,2,3,2,3,3,4,4,4,2,2,2,3,2,2,1,3,2,3,2,4,1,1,2,4,3,3,4,3,2,6,2,1,1,3,3,3,1,2,131,203,2,5,5,2,2,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,2,4,4,3,2,3,5,3,2,3,2,1,1,2,1,4,2,2,4,3,2,2,1,4,0,0,3,131,203,7,2
1,131,204,2,5,4,5,1,1,5,1,4,2,2,1,2,6,6,1,1,1,2,2,1,2,2,3,1,2,1,1,2,3,2,1,1,1,4,5,2,2,3,2,1,3,3,3,1,3,3,1,2,1,2,1,2,2,2,2,3,2,3,2,2,1,1,4,1,1,2,3,2,131,204,2,2,2,1,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,3,3,2,2,2,2,1,4,1,1,2,1,1,4,1,3,2,1,2,2,2,2,4,0,6,0,3,131,204,14,2
1,131,205,2,5,4,2,4,1,5,1,4,2,2,1,2,6,2,2,5,2,1,2,2,2,2,1,2,2,3,2,4,3,3,2,1,2,4,4,2,3,2,2,2,3,3,2,1,3,3,2,2,1,3,1,4,2,3,3,1,4,1,3,2,1,3,2,3,2,5,2,2,131,205,3,5,4,2,1,2,1,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,2,3,1,1,3,2,1,1,1,4,1,4,5,4,2,2,2,2,4,0,6,0,3,131,205,17,2
1,131,206,2,5,3,5,5,1,5,1,4,3,3,1,3,1,2,2,3,1,1,2,3,1,1,3,2,1,3,2,1,2,1,3,3,1,5,5,2,4,2,2,1,3,3,3,1,3,2,1,1,1,1,3,1,1,4,3,3,2,1,1,3,3,2,3,1,1,1,1,2,131,206,1,1,4,1,1,1,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,2,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,2,2,2,0,0,5,3,131,206,3,2
1,131,207,2,5,5,3,5,1,5,1,4,5,4,1,4,3,2,3,4,1,3,2,1,1,5,1,2,1,4,3,6,3,1,2,6,4,4,4,1,2,4,2,11,2,11,3,1,4,2,2,2,1,2,1,1,1,1,3,1,4,1,2,6,3,1,3,5,1,3,4,2,131,207,5,4,1,1,1,1,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,1,2,1,1,2,1,1,2,1,1,1,4,1,3,5,5,1,1,1,2,1,1,0,0,3,131,207,7,2
1,131,208,2,5,5,3,5,1,5,1,4,4,2,2,4,5,3,2,2,2,1,1,2,2,3,3,3,2,3,2,4,2,3,1,1,2,3,4,3,3,2,2,8,2,3,3,1,3,1,2,3,1,3,2,3,2,2,2,1,2,1,2,4,2,2,1,2,2,3,2,2,131,208,2,5,4,1,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,3,3,3,2,1,1,1,1,1,1,4,1,3,2,2,3,2,4,5,1,2,0,0,3,131,208,14,2
1,131,209,2,5,3,2,5,1,5,1,4,2,1,1,2,5,2,3,1,1,3,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,4,5,1,4,3,2,1,3,3,3,5,3,2,1,1,1,1,3,1,1,4,2,1,1,1,2,6,1,1,1,1,1,2,1,2,131,209,3,3,4,1,1,5,1,2,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,3,1,4,1,1,2,1,1,1,1,1,2,1,4,4,4,1,1,5,1,2,2,4,0,4,0,3,131,209,11,2
1,131,210,2,5,3,1,3,1,5,1,4,5,2,1,2,3,4,3,2,2,3,2,2,1,1,1,1,2,2,3,3,3,3,1,1,2,4,3,2,2,1,1,1,2,3,3,1,3,1,2,2,1,2,1,2,3,2,2,1,2,1,3,2,1,1,3,1,1,2,3,2,131,210,2,2,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,4,5,2,1,1,1,2,1,1,4,1,4,3,4,5,2,2,3,1,4,0,0,3,131,210,4,2
1,131,211,2,5,2,7,2,1,5,1,4,5,3,1,1,3,3,2,3,3,1,1,2,3,4,2,1,1,3,2,5,2,4,3,2,4,2,4,2,3,2,2,2,3,4,3,2,2,1,1,4,2,3,1,3,3,3,3,1,2,1,2,2,2,2,3,2,2,4,4,2,131,211,2,5,4,1,2,2,2,1,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,2,3,4,5,2,3,1,1,1,4,4,1,1,4,1,1,3,2,5,3,2,2,1,4,0,0,3,131,211,3,2
1,131,212,1,5,5,2,2,1,5,1,4,2,2,1,2,4,4,1,1,1,2,2,1,1,2,3,1,2,1,1,2,1,2,1,2,2,3,3,2,2,2,2,1,2,1,3,1,2,2,3,2,1,2,1,2,4,2,3,1,2,1,2,3,1,1,2,2,2,2,2,2,131,212,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,1,2,1,1,4,1,2,2,1,2,2,4,5,1,5,0,0,3,131,212,12,2
1,131,213,1,5,5,2,1,1,1,1,4,3,3,1,2,6,2,2,4,2,1,2,1,3,3,1,1,1,3,2,4,2,3,1,1,3,3,3,2,3,3,2,1,3,2,2,1,1,1,2,3,1,3,1,2,2,3,2,1,3,1,2,4,2,2,1,2,3,3,2,2,131,213,2,3,3,1,2,2,1,2,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,2,2,3,2,2,4,0,6,0,3,131,213,7,2
1,131,214,1,5,5,2,5,1,5,2,4,2,2,1,2,4,7,4,5,4,4,0,4,4,6,4,4,4,4,2,5,2,4,3,4,2,3,3,4,4,3,2,1,3,5,3,2,1,1,4,4,3,4,3,3,3,2,2,1,2,1,2,5,2,2,1,4,4,4,2,2,131,214,3,4,4,1,1,2,1,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,1,3,4,5,4,4,1,1,1,1,1,1,1,4,1,3,2,1,2,4,4,5,2,0,0,8,3,131,214,5,2
1,131,215,2,6,4,6,1,1,5,1,4,3,3,1,4,1,3,1,1,2,3,2,1,1,2,1,2,1,3,1,1,2,2,1,2,2,1,2,2,4,4,2,10,3,10,3,1,3,2,2,2,1,2,1,2,2,4,3,3,4,1,2,6,2,1,1,2,2,3,1,2,131,215,2,3,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,3,2,1,2,2,2,1,2,2,1,1,4,1,4,5,2,5,3,2,2,2,0,0,5,3,131,215,23,2
1,131,216,2,6,5,4,1,1,5,1,4,5,4,5,1,7,6,2,3,2,1,2,2,2,3,4,2,1,3,2,4,2,4,1,2,6,4,4,2,2,1,2,3,3,3,3,1,1,1,3,3,1,2,1,3,3,1,3,1,3,1,2,3,2,2,1,4,3,4,1,2,131,216,2,4,5,2,2,4,2,3,3,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,4,3,4,5,5,4,4,1,1,2,2,2,1,1,3,1,2,3,4,4,2,1,2,4,0,3,0,3,131,216,7,2
1,131,217,2,6,5,2,4,1,5,3,6,4,3,1,1,3,0,2,3,2,1,1,2,3,3,3,2,2,3,2,3,2,3,2,3,5,2,4,2,4,2,2,1,3,1,2,2,1,3,2,3,2,2,3,3,3,1,1,1,1,1,1,4,1,1,2,2,3,4,1,2,131,217,2,4,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,4,2,3,4,3,2,1,2,1,3,2,1,1,4,1,1,2,2,3,3,2,1,2,0,0,2,3,131,217,1,2
1,131,218,2,6,3,5,1,1,5,0,4,5,4,3,1,1,2,2,4,2,3,2,2,2,1,1,2,2,3,3,2,3,2,3,6,2,3,4,2,3,4,2,1,3,3,3,2,1,1,2,2,1,3,1,2,2,4,3,1,4,3,3,2,2,2,2,3,2,2,2,2,131,218,2,2,2,2,2,3,2,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,3,4,3,3,3,2,4,2,3,2,1,1,4,1,4,3,4,4,4,2,2,1,8,0,0,3,131,218,6,2
1,131,219,1,6,5,2,4,1,5,1,4,4,3,2,2,1,1,2,2,3,3,1,2,2,4,2,2,3,3,2,4,2,3,2,3,4,3,4,4,4,4,2,3,3,4,2,2,1,1,3,4,3,5,3,2,2,1,3,1,4,1,4,5,2,2,1,4,3,4,1,2,131,219,3,5,4,2,2,2,2,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,1,3,4,5,3,3,2,2,2,3,4,2,1,2,2,4,3,2,4,3,2,2,2,0,0,5,3,131,219,21,2
1,131,220,1,7,4,4,1,1,5,1,4,5,5,1,1,5,3,2,3,2,1,2,2,1,3,3,2,1,3,2,2,2,3,3,1,4,2,4,2,2,2,2,1,3,2,3,1,2,3,2,2,1,3,2,3,3,2,3,1,2,1,2,3,2,2,2,3,3,3,2,2,131,220,3,5,4,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,3,3,3,4,3,3,1,2,3,2,1,1,3,1,3,3,2,3,2,2,2,1,2,0,0,3,131,220,21,2
1,131,221,1,7,3,6,2,1,5,1,4,2,2,1,1,3,3,2,5,2,1,2,2,2,1,3,2,3,3,2,2,1,3,1,6,3,3,4,3,4,4,2,2,3,3,2,1,2,3,2,2,1,3,1,2,1,4,4,2,2,1,4,5,2,2,2,2,1,2,2,2,131,221,2,5,4,1,6,5,1,2,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,4,1,5,5,4,1,1,1,2,1,1,4,1,3,5,5,5,5,2,2,1,4,0,0,3,131,221,0,2
1,131,222,1,7,2,6,1,1,1,1,4,4,4,1,4,5,2,2,3,1,2,2,2,3,1,3,3,3,3,2,4,2,4,1,2,2,4,2,2,2,4,2,2,3,4,2,1,1,1,1,2,2,4,2,2,2,3,3,1,3,1,2,1,3,1,1,1,1,2,1,2,131,222,4,4,5,3,1,1,3,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,2,1,2,2,1,2,2,2,4,3,1,2,1,1,4,1,3,1,1,4,1,2,2,1,2,0,0,3,131,222,25,2
1,131,223,2,7,5,2,5,1,5,1,4,2,1,1,2,7,7,2,2,1,2,2,3,2,2,3,2,2,3,3,1,1,3,2,6,2,1,4,2,4,3,2,8,2,1,3,2,1,1,1,4,1,4,2,1,2,3,3,1,3,1,2,5,3,1,3,2,3,3,2,2,131,223,2,4,5,3,6,3,1,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,2,4,3,1,4,1,1,2,4,2,1,1,4,1,4,3,2,3,3,4,5,1,7,0,0,3,131,223,4,2
1,131,224,2,7,5,1,4,1,5,1,5,6,2,2,2,6,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2,3,3,2,1,1,4,3,2,2,1,2,3,2,6,3,1,1,1,1,3,1,1,1,1,1,2,4,1,4,3,2,3,1,1,3,2,2,4,1,2,131,224,3,4,3,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,4,1,1,1,1,1,1,1,1,1,4,1,3,3,1,4,3,4,4,4,0,6,0,3,131,224,5,2
1,131,225,2,7,5,6,5,1,5,1,5,4,4,1,1,5,5,3,3,2,1,2,2,3,2,3,2,2,3,1,2,1,5,1,1,5,4,5,3,3,4,2,11,3,11,3,1,1,3,2,4,1,5,2,2,2,4,3,1,3,1,2,5,2,2,2,2,3,4,2,2,131,225,2,4,4,1,2,1,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,5,5,5,6,6,6,6,6,5,4,6,5,5,5,5,5,5,6,6,6,6,2,2,1,2,0,0,3,131,225,13,2
1,131,226,2,7,4,3,3,1,5,1,5,5,5,5,4,3,3,2,3,1,3,2,2,2,3,3,3,3,3,2,2,3,5,1,4,1,1,4,4,4,2,2,2,2,6,3,2,1,3,4,4,2,3,1,3,3,3,3,1,2,1,2,2,2,2,2,2,2,3,1,2,131,226,4,4,3,1,1,4,2,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,4,3,1,4,4,4,4,3,2,1,2,2,2,1,1,2,1,3,3,2,2,2,3,2,2,0,0,2,3,131,226,10,2
1,131,227,1,4,5,6,1,5,1,1,4,2,1,1,4,7,7,3,1,1,3,2,2,2,1,3,1,2,4,3,3,1,3,1,6,2,3,3,2,4,4,2,1,2,11,3,5,3,3,1,2,1,5,3,2,1,4,4,3,4,3,2,6,1,1,3,2,1,5,1,2,131,227,3,2,1,1,1,1,1,2,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,4,1,2,1,1,2,2,1,1,4,1,4,5,5,2,4,2,2,4,0,2,0,3,131,227,21,2
1,131,228,2,4,4,3,4,5,1,2,5,1,1,1,2,7,7,1,1,1,2,2,4,2,1,1,1,2,2,3,3,3,3,1,1,5,3,2,2,2,2,2,2,2,4,3,1,3,1,2,2,1,2,1,1,2,3,3,1,1,1,2,1,1,3,2,2,2,1,1,2,131,228,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,1,2,2,2,2,1,2,2,3,1,1,3,1,3,4,1,2,4,1,2,2,0,0,6,3,131,228,7,2
1,131,229,2,6,5,3,5,5,1,1,4,2,1,1,2,5,7,2,2,2,1,2,3,3,3,3,2,3,3,3,4,2,3,3,3,3,3,2,3,3,2,2,1,2,3,3,1,1,1,2,4,1,2,2,3,2,1,2,3,1,1,2,2,2,2,1,1,2,4,1,2,131,229,2,4,4,1,1,2,1,2,1,1,4,1,2,1,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,4,1,3,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,4,2,2,4,0,4,0,3,131,229,15,2
1,131,230,2,6,5,1,5,5,1,1,4,3,2,1,3,5,2,2,1,2,1,2,3,2,1,1,2,2,2,2,4,2,3,1,1,2,3,4,2,4,3,1,1,2,2,3,1,2,1,2,2,1,2,1,3,2,3,3,1,1,1,2,6,1,1,2,2,2,3,1,2,131,230,1,4,4,1,1,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,3,1,3,2,1,2,1,1,1,1,3,4,3,1,1,1,2,2,2,4,0,4,0,3,131,230,17,2
1,131,231,1,7,5,6,5,5,1,2,5,2,1,1,1,4,2,1,3,2,1,2,2,2,2,3,2,2,2,2,4,2,3,3,4,3,3,3,1,2,2,2,3,3,4,3,2,1,1,2,3,1,3,2,3,3,2,3,1,3,1,2,1,2,2,4,3,2,4,1,2,131,231,2,5,5,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,1,3,4,5,1,2,2,1,1,3,2,1,1,4,1,3,3,3,4,3,4,5,2,0,0,8,3,131,231,11,2
1,131,232,1,4,5,2,3,4,2,1,4,2,2,2,4,1,2,3,3,2,1,1,2,2,3,3,3,3,3,2,5,2,2,1,6,1,2,4,4,4,4,2,12,3,8,1,1,3,3,5,3,2,4,3,3,3,3,3,1,3,1,3,5,1,1,3,5,5,4,1,2,131,232,1,5,5,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,4,4,5,4,1,1,2,4,3,1,1,4,1,2,2,1,5,2,2,2,4,0,5,0,3,131,232,22,2
1,131,233,2,4,5,2,1,4,1,1,4,4,3,1,1,4,4,1,1,1,1,2,2,3,2,1,1,2,3,3,2,3,5,1,1,1,4,2,2,4,2,2,1,2,8,2,5,2,3,1,2,1,5,1,1,5,4,3,3,3,1,3,6,2,3,2,2,2,2,2,2,131,233,2,2,2,1,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,2,2,1,4,1,3,5,5,5,5,3,3,4,0,3,0,3,131,233,12,2
1,131,234,1,5,5,9,4,4,1,1,4,2,1,0,5,5,2,4,5,4,4,0,4,4,6,4,4,4,4,2,4,2,3,1,7,1,3,4,2,3,1,2,1,4,2,2,6,1,3,4,2,2,2,1,2,5,2,3,1,0,3,1,2,2,2,2,3,3,4,4,2,131,234,4,4,5,2,1,6,3,2,3,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,3,4,3,3,2,3,6,2,2,2,3,2,2,5,5,5,6,6,6,4,2,2,4,0,4,0,3,131,234,0,2
1,131,235,2,5,5,2,2,4,1,1,4,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,3,2,1,1,1,1,1,1,2,4,1,4,2,2,2,3,3,3,2,1,3,2,2,1,2,1,2,1,2,3,1,2,1,2,5,1,1,2,3,3,2,1,2,131,235,1,1,2,1,1,1,1,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,3,2,2,4,2,2,1,1,2,1,4,1,1,3,1,4,3,2,2,4,4,6,4,0,5,0,3,131,235,5,2
1,131,236,2,5,5,3,5,4,1,1,4,5,1,1,1,3,3,2,2,1,3,2,2,2,1,3,2,2,3,2,5,2,4,1,1,2,4,4,2,4,3,2,1,2,3,3,2,1,1,1,2,1,3,2,2,2,3,3,1,3,1,2,2,1,2,3,2,3,4,1,2,131,236,3,5,4,1,1,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,1,3,2,4,4,4,2,1,1,4,2,1,1,4,1,4,2,2,3,4,2,2,1,4,0,0,3,131,236,12,2
1,131,237,2,5,5,6,1,4,1,1,4,5,5,1,2,5,2,1,4,1,3,1,1,3,2,1,2,2,3,3,3,3,5,1,1,1,4,4,2,4,4,2,1,2,2,2,1,3,3,1,2,1,5,1,2,4,4,4,3,4,3,1,6,1,1,4,2,1,2,1,2,131,237,1,1,4,3,1,1,2,2,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,3,3,2,2,5,1,1,1,2,1,1,1,1,4,1,3,5,5,5,5,2,2,1,2,0,0,3,131,237,17,2
1,131,238,2,5,4,3,4,4,1,1,4,2,1,1,1,1,3,1,3,1,1,2,1,3,1,3,2,2,3,2,4,2,4,2,4,3,1,4,4,4,4,2,1,2,3,2,5,1,3,1,3,2,4,2,1,2,1,1,1,4,2,2,5,1,2,2,4,2,4,1,2,131,238,4,4,4,1,1,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,2,3,3,3,1,3,1,1,2,2,2,1,1,4,1,3,1,5,5,5,2,2,4,0,5,0,3,131,238,4,2
1,131,239,2,5,3,5,2,4,2,1,4,4,3,2,2,5,7,2,3,2,1,2,1,1,1,1,2,1,2,1,4,2,3,1,1,2,4,3,1,1,1,2,1,1,3,3,1,1,1,3,2,2,3,2,2,3,2,2,1,1,1,2,4,1,1,2,2,1,3,1,2,131,239,1,4,4,1,1,2,3,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,2,2,2,1,4,2,1,1,1,1,4,1,3,2,2,2,3,4,5,1,2,0,0,3,131,239,4,2
