,CARD,DECK,BALLOT,FORM,S192A.Q1,S192A.Q2,S192A.Q3,S192A.Q4,S192A.Q5,S192A.Q6,S192A.Q7,S192A.Q8,S192A.Q9,S192A.Q10,S192A.Q11,S192A.Q12,S192A.Q13,S192A.Q14,S192A.Q15,S192A.Q16,S192A.Q17,S192A.Q18,S192A.Q19,S192A.Q20,S192A.Q21,S192A.Q22,S192A.Q23,S192A.Q24,S192A.Q25,S192A.Q26,S192A.Q27,S192A.Q28,S192A.Q29,S192A.Q30,S192A.Q31,S192A.Q32,S192A.Q33,S192A.Q34,S192A.Q35,S192A.Q36,S192A.Q37,S192A.Q38,S192A.Q39,S192A.Q40,S192A.Q41,S192A.Q42,S192A.Q43,S192A.Q44,S192A.Q45,S192A.Q46,S192A.Q47,S192A.Q48,S192A.Q49,S192A.Q50,S192A.Q51,S192A.Q52A,S192A.Q52B,S192A.Q52C,S192A.Q52D.n,S192A.Q53.n,S192A.V54,S192A.V55
293,1.0,192.0,294.0,1.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,,,6.0,2.0
294,1.0,192.0,295.0,1.0,1.0,24.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,,5.0,2.0
295,1.0,192.0,296.0,1.0,2.0,10.0,6.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,,,1.0,2.0
296,1.0,192.0,297.0,1.0,1.0,20.0,4.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,5.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,,,6.0,2.0
297,1.0,192.0,298.0,1.0,1.0,9.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,2.0
298,1.0,192.0,299.0,1.0,2.0,3.0,6.0,7.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,2.0,2.0
299,1.0,192.0,300.0,1.0,1.0,48.0,6.0,6.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,,6.0,2.0
300,1.0,192.0,301.0,1.0,2.0,10.0,6.0,7.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,,,6.0,2.0
301,1.0,192.0,302.0,1.0,1.0,38.0,5.0,6.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,,,7.0,2.0
302,1.0,192.0,303.0,1.0,2.0,13.0,6.0,7.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,,,6.0,2.0
303,1.0,192.0,304.0,1.0,1.0,42.0,6.0,7.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,2.0,2.0
304,1.0,192.0,305.0,1.0,1.0,31.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,,8.0,2.0
305,1.0,192.0,306.0,1.0,1.0,28.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0
306,1.0,192.0,307.0,1.0,2.0,8.0,6.0,7.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,,,2.0,2.0
307,1.0,192.0,308.0,1.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,,1.0,2.0
308,1.0,192.0,309.0,1.0,2.0,13.0,6.0,7.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,6.0,2.0
309,1.0,192.0,310.0,1.0,1.0,33.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,6.0,2.0
310,1.0,192.0,311.0,1.0,1.0,23.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,,,4.0,2.0
311,1.0,192.0,312.0,1.0,1.0,45.0,6.0,6.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,,,7.0,2.0
312,1.0,192.0,313.0,1.0,2.0,7.0,6.0,6.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,,,8.0,2.0
313,1.0,192.0,314.0,1.0,1.0,43.0,6.0,6.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,7.0,2.0
314,1.0,192.0,315.0,1.0,2.0,8.0,6.0,6.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,,,8.0,2.0
315,1.0,192.0,316.0,1.0,1.0,48.0,6.0,6.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,1.0,2.0
316,1.0,192.0,317.0,1.0,1.0,34.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0
317,1.0,192.0,318.0,1.0,2.0,3.0,6.0,7.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,,,2.0,2.0
318,1.0,192.0,319.0,1.0,2.0,4.0,6.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,,4.0,2.0
319,1.0,192.0,320.0,1.0,1.0,46.0,6.0,6.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,5.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,,,7.0,2.0
320,1.0,192.0,321.0,1.0,2.0,4.0,6.0,6.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,,7.0,2.0
321,1.0,192.0,322.0,1.0,2.0,4.0,6.0,6.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,,7.0,2.0
322,1.0,192.0,323.0,1.0,2.0,3.0,6.0,6.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,,,7.0,2.0
323,1.0,192.0,324.0,1.0,1.0,30.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,7.0,1.0
324,1.0,192.0,325.0,1.0,3.0,11.0,6.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,7.0,1.0
325,1.0,192.0,326.0,1.0,2.0,8.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,6.0,1.0
326,1.0,192.0,327.0,1.0,2.0,8.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,5.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,7.0,1.0
327,1.0,192.0,328.0,1.0,1.0,40.0,6.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,6.0,1.0
328,1.0,192.0,329.0,1.0,1.0,28.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,,,5.0,1.0
329,1.0,192.0,330.0,1.0,1.0,19.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,3.0,1.0
330,1.0,192.0,331.0,1.0,1.0,26.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,6.0,1.0
331,1.0,192.0,332.0,1.0,1.0,19.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,1.0
332,1.0,192.0,333.0,1.0,1.0,30.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,7.0,1.0
333,1.0,192.0,334.0,1.0,1.0,27.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,,,4.0,1.0
334,1.0,192.0,335.0,1.0,2.0,7.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,6.0,1.0
335,1.0,192.0,336.0,1.0,1.0,30.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,7.0,1.0
336,1.0,192.0,337.0,1.0,1.0,36.0,6.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,6.0,1.0
337,1.0,192.0,338.0,1.0,1.0,27.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,6.0,1.0
338,1.0,192.0,339.0,1.0,2.0,8.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,0.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,,,6.0,1.0
339,1.0,192.0,340.0,1.0,1.0,30.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0
340,1.0,192.0,341.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0
341,1.0,192.0,342.0,1.0,2.0,9.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,7.0,1.0
342,1.0,192.0,343.0,1.0,1.0,36.0,5.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,,,5.0,1.0
343,1.0,192.0,344.0,1.0,1.0,27.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,7.0,1.0
344,1.0,192.0,345.0,1.0,1.0,29.0,5.0,4.0,3.0,1.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0
345,1.0,192.0,346.0,1.0,1.0,30.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,6.0,1.0
346,1.0,192.0,347.0,1.0,2.0,10.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,,,5.0,1.0
347,1.0,192.0,348.0,1.0,1.0,35.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
