,CARD,DECK,BALLOT,S174.Q1,S174.Q2,S174.Q3,S174.Q4.1,S174.Q4.2,S174.Q5,S174.Q6,S174.Q7,S174.Q8,S174.Q9,S174.Q10,S174.Q11,S174.Q12,S174.Q13,S174.Q14,S174.Q15A,S174.Q15B.n,S174.Q16,S174.Q17,S174.Q18,S174.Q19,S174.Q20,S174.Q21,S174.Q22,S174.Q23,S174.Q24,S174.Q25,S174.Q26,S174.Q27,S174.Q28,S174.Q29,S174.Q30,S174.Q31,S174.Q32,S174.Q33A,S174.Q33B.n,S174.Q34,S174.Q35A,S174.Q35B.n,S174.Q36,S174.Q37.n,S174.Q38,S174.Q39,S174.Q40,S174.Q41,S174.Q42,S174.Q43,S174.Q44,S174.Q45A,S174.Q45B.n,S174.Q46A,S174.Q46B.n,S174.Q47,S174.Q48A,S174.Q48B.n,S174.Q49,S174.Q50,S174.Q51A,S174.Q51B.n,S174.Q52A,S174.Q52B.n,S174.Q53,S174.Q54,S174.Q55.n,S174.Q56.n,S174.Q57.n,S174.V58,S174.V59
51,1.0,174.0,52.0,2.0,4.0,5.0,7.0,74.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,2.0,,1.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,6.0,0.0,1.0,3.0,3.0,5.0,3.0,,2.0,0.0,,4.0,,1.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,,4.0,,1.0,1.0,,4.0,1.0,2.0,,1.0,,3.0,2.0,,,,7.0,67.0
52,1.0,174.0,53.0,3.0,10.0,6.0,3.0,34.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,,3.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,,2.0,5.0,,4.0,,3.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,,4.0,,1.0,2.0,,3.0,2.0,1.0,,1.0,,3.0,2.0,,,,7.0,9.0
53,1.0,174.0,54.0,1.0,7.0,7.0,5.0,52.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,4.0,,2.0,2.0,,4.0,,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0,,1.0,1.0,,2.0,2.0,1.0,,1.0,,3.0,4.0,,,,7.0,77.0
54,1.0,174.0,55.0,3.0,3.0,6.0,6.0,64.0,4.0,2.0,3.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,,0.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,,2.0,2.0,,4.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,4.0,,1.0,1.0,,3.0,4.0,3.0,,1.0,,3.0,4.0,,,,7.0,80.0
55,1.0,174.0,56.0,3.0,0.0,5.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,6.0,2.0,,2.0,1.0,,4.0,,2.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,2.0,1.0,,1.0,,3.0,4.0,,,,7.0,56.0
56,1.0,174.0,57.0,3.0,11.0,6.0,3.0,33.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,2.0,5.0,,4.0,,4.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,,4.0,,1.0,1.0,,1.0,2.0,1.0,,2.0,,3.0,2.0,,,,7.0,12.0
57,1.0,174.0,58.0,1.0,3.0,5.0,7.0,74.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0,,2.0,2.0,,4.0,,2.0,2.0,3.0,5.0,3.0,1.0,4.0,1.0,,1.0,,2.0,1.0,,2.0,2.0,1.0,,1.0,,3.0,1.0,,,,7.0,62.0
58,1.0,174.0,59.0,5.0,4.0,7.0,7.0,72.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,5.0,,2.0,1.0,,4.0,,4.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,0.0,4.0,,,,7.0,76.0
59,1.0,174.0,60.0,1.0,10.0,5.0,9.0,93.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,,1.0,3.0,,4.0,,3.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,,4.0,,1.0,1.0,,1.0,1.0,0.0,,1.0,,3.0,0.0,,,,7.0,86.0
60,1.0,174.0,61.0,3.0,11.0,4.0,7.0,74.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,6.0,1.0,,2.0,1.0,,4.0,,3.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,,2.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,,3.0,3.0,,,,7.0,8.0
61,1.0,174.0,62.0,1.0,9.0,3.0,5.0,56.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,,1.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,,2.0,2.0,,4.0,,2.0,2.0,3.0,4.0,1.0,2.0,4.0,5.0,,3.0,,2.0,1.0,,2.0,3.0,1.0,,1.0,,3.0,2.0,,,,7.0,85.0
62,1.0,174.0,63.0,1.0,2.0,5.0,7.0,71.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,,2.0,3.0,,4.0,,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,,4.0,,2.0,1.0,,3.0,1.0,3.0,,1.0,,3.0,3.0,,,,7.0,6.0
63,1.0,174.0,64.0,7.0,10.0,6.0,2.0,21.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,6.0,3.0,,2.0,1.0,,4.0,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,,3.0,4.0,,,,7.0,65.0
64,1.0,174.0,65.0,1.0,2.0,5.0,5.0,54.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,,2.0,1.0,,4.0,,4.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,3.0,1.0,,,,7.0,68.0
65,1.0,174.0,66.0,3.0,5.0,5.0,5.0,58.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,,2.0,2.0,,4.0,,1.0,3.0,3.0,6.0,1.0,3.0,4.0,5.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,3.0,2.0,,,,7.0,2.0
66,1.0,174.0,67.0,1.0,4.0,4.0,6.0,61.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,,2.0,1.0,,4.0,,2.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,7.0,59.0
67,1.0,174.0,68.0,3.0,4.0,5.0,5.0,57.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,,2.0,3.0,,4.0,,1.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,,3.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,3.0,4.0,,,,7.0,71.0
68,1.0,174.0,69.0,3.0,4.0,4.0,5.0,58.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,,1.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,4.0,,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,3.0,2.0,,,,7.0,31.0
69,1.0,174.0,70.0,3.0,10.0,5.0,2.0,21.0,5.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,0.0,,2.0,0.0,,4.0,,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,,3.0,4.0,,,,7.0,25.0
70,1.0,174.0,71.0,1.0,7.0,3.0,5.0,57.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,,1.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,4.0,,2.0,4.0,,4.0,,3.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,,4.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,3.0,2.0,,,,7.0,29.0
71,1.0,174.0,72.0,4.0,10.0,6.0,2.0,21.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,4.0,,1.0,1.0,,4.0,,2.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,,4.0,,1.0,1.0,,1.0,2.0,2.0,,1.0,,3.0,4.0,,,,7.0,79.0
72,1.0,174.0,73.0,3.0,10.0,2.0,7.0,72.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,5.0,3.0,,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,,2.0,2.0,,4.0,,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,,2.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,,3.0,3.0,,,,7.0,22.0
73,1.0,174.0,74.0,1.0,3.0,4.0,5.0,54.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,,2.0,5.0,,4.0,,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,0.0,,2.0,1.0,,2.0,2.0,2.0,,1.0,,3.0,2.0,,,,7.0,64.0
74,1.0,174.0,75.0,1.0,3.0,5.0,3.0,33.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,,3.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,,3.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,,4.0,,3.0,1.0,,2.0,1.0,1.0,,3.0,,2.0,2.0,,,,7.0,81.0
75,1.0,174.0,76.0,1.0,0.0,2.0,5.0,59.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,,1.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,,0.0,0.0,,4.0,,2.0,3.0,3.0,6.0,3.0,2.0,3.0,5.0,,3.0,,1.0,1.0,,2.0,3.0,2.0,,1.0,,3.0,4.0,,,,7.0,50.0
76,1.0,174.0,77.0,1.0,9.0,2.0,6.0,64.0,1.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,4.0,5.0,2.0,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,3.0,,2.0,5.0,,4.0,,3.0,3.0,3.0,6.0,1.0,4.0,1.0,4.0,,4.0,,1.0,1.0,,4.0,2.0,3.0,,3.0,,3.0,4.0,,,,7.0,16.0
77,1.0,174.0,78.0,2.0,10.0,5.0,4.0,43.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,,2.0,1.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,,1.0,1.0,,1.0,,1.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,7.0,51.0
78,1.0,174.0,79.0,1.0,4.0,6.0,2.0,21.0,5.0,0.0,0.0,4.0,3.0,0.0,5.0,5.0,5.0,4.0,2.0,,1.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,,2.0,5.0,,4.0,,4.0,3.0,3.0,2.0,3.0,3.0,1.0,5.0,,4.0,,1.0,1.0,,3.0,3.0,3.0,,1.0,,2.0,4.0,,,,7.0,5.0
79,1.0,174.0,80.0,1.0,11.0,5.0,2.0,21.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,1.0,,2.0,1.0,2.0,4.0,1.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,,2.0,0.0,,4.0,,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,3.0,4.0,,,,7.0,18.0
80,1.0,174.0,81.0,3.0,0.0,5.0,5.0,58.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,,2.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,,2.0,5.0,,4.0,,3.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,,1.0,,2.0,1.0,,2.0,1.0,3.0,,1.0,,3.0,3.0,,,,7.0,53.0
81,1.0,174.0,82.0,3.0,2.0,5.0,5.0,54.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,,1.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,,2.0,1.0,,4.0,,2.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,,4.0,,1.0,1.0,,3.0,1.0,3.0,,1.0,,3.0,2.0,,,,7.0,55.0
82,1.0,174.0,83.0,4.0,7.0,5.0,5.0,58.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,,1.0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,6.0,4.0,,2.0,1.0,,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,,4.0,,1.0,1.0,,4.0,3.0,3.0,,2.0,,3.0,1.0,,,,7.0,41.0
83,1.0,174.0,84.0,1.0,3.0,4.0,5.0,58.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,6.0,4.0,,2.0,4.0,,4.0,,2.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,,4.0,,2.0,0.0,,2.0,1.0,1.0,,2.0,,3.0,2.0,,,,7.0,0.0
84,1.0,174.0,85.0,2.0,5.0,1.0,5.0,54.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,3.0,,3.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,,4.0,,3.0,4.0,,0.0,0.0,3.0,,2.0,,2.0,4.0,,,,7.0,12.0
85,1.0,174.0,86.0,1.0,9.0,3.0,5.0,58.0,4.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,,2.0,4.0,,4.0,,1.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,0.0,,3.0,3.0,,,,7.0,37.0
86,1.0,174.0,87.0,3.0,10.0,4.0,5.0,52.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,1.0,4.0,,4.0,,1.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,,4.0,,2.0,1.0,,1.0,2.0,2.0,,3.0,,3.0,4.0,,,,7.0,33.0
87,1.0,174.0,88.0,1.0,4.0,4.0,7.0,71.0,1.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,4.0,,2.0,4.0,,4.0,,1.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,,4.0,,1.0,1.0,,2.0,2.0,1.0,,2.0,,3.0,3.0,,,,7.0,36.0
88,1.0,174.0,89.0,3.0,10.0,5.0,3.0,33.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,,1.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0,5.0,,2.0,3.0,,4.0,,1.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,,4.0,,1.0,1.0,,3.0,2.0,2.0,,1.0,,3.0,3.0,,,,7.0,52.0
89,1.0,174.0,90.0,1.0,8.0,6.0,2.0,21.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,,3.0,3.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,,1.0,3.0,,4.0,,2.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,,4.0,,2.0,1.0,,3.0,3.0,2.0,,2.0,,3.0,2.0,,,,7.0,6.0
90,1.0,174.0,91.0,1.0,5.0,5.0,6.0,63.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,2.0,,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,,2.0,4.0,,4.0,,4.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,,4.0,,1.0,1.0,,3.0,1.0,2.0,,1.0,,3.0,2.0,,,,7.0,27.0
91,1.0,174.0,92.0,0.0,1.0,5.0,7.0,74.0,5.0,2.0,3.0,1.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,,2.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,4.0,,2.0,1.0,,4.0,,3.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,,2.0,,1.0,1.0,,4.0,1.0,1.0,,1.0,,3.0,2.0,,,,7.0,46.0
92,1.0,174.0,93.0,1.0,9.0,5.0,3.0,33.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,6.0,4.0,,2.0,5.0,,4.0,,4.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,,4.0,,1.0,1.0,,2.0,2.0,1.0,,1.0,,3.0,4.0,,,,7.0,54.0
93,1.0,174.0,94.0,3.0,10.0,5.0,2.0,23.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,,3.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,6.0,3.0,,2.0,4.0,,4.0,,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,,4.0,,2.0,1.0,,4.0,1.0,3.0,,1.0,,3.0,4.0,,,,7.0,42.0
94,1.0,174.0,95.0,3.0,9.0,5.0,3.0,33.0,3.0,2.0,3.0,1.0,3.0,4.0,5.0,5.0,1.0,5.0,2.0,,1.0,1.0,3.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,,1.0,4.0,,4.0,,3.0,3.0,3.0,4.0,1.0,4.0,4.0,5.0,,4.0,,3.0,4.0,,1.0,1.0,3.0,,3.0,,3.0,4.0,,,,7.0,43.0
95,1.0,174.0,96.0,1.0,2.0,4.0,6.0,61.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,,1.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,5.0,,2.0,1.0,,1.0,,1.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,,4.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,3.0,2.0,,,,7.0,40.0
96,1.0,174.0,97.0,1.0,4.0,5.0,5.0,52.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,,1.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,,1.0,1.0,,4.0,,1.0,3.0,3.0,4.0,1.0,4.0,1.0,5.0,,4.0,,2.0,1.0,,2.0,2.0,1.0,,1.0,,3.0,3.0,,,,7.0,56.0
97,1.0,174.0,98.0,1.0,0.0,2.0,3.0,31.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,,1.0,2.0,,4.0,,3.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,,0.0,,1.0,2.0,,2.0,3.0,0.0,,1.0,,3.0,4.0,,,,7.0,3.0
98,1.0,174.0,99.0,1.0,3.0,7.0,5.0,58.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,,1.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,,2.0,5.0,,4.0,,4.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,,4.0,,1.0,1.0,,2.0,2.0,3.0,,1.0,,3.0,4.0,,,,7.0,25.0
99,1.0,174.0,100.0,3.0,4.0,6.0,2.0,23.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,,3.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,6.0,3.0,,2.0,0.0,,4.0,,4.0,0.0,3.0,4.0,3.0,2.0,4.0,5.0,,4.0,,1.0,1.0,,3.0,2.0,2.0,,1.0,,3.0,2.0,,,,7.0,49.0
100,1.0,174.0,101.0,3.0,3.0,6.0,7.0,74.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,,2.0,3.0,1.0,5.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,,2.0,5.0,,4.0,,4.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,,4.0,,1.0,1.0,,3.0,4.0,3.0,,1.0,,3.0,4.0,,,,7.0,15.0
101,1.0,174.0,102.0,3.0,3.0,5.0,3.0,31.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,,4.0,3.0,3.0,5.0,3.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,4.0,,1.0,1.0,,4.0,,2.0,4.0,3.0,6.0,1.0,2.0,1.0,5.0,,4.0,,1.0,1.0,,3.0,1.0,3.0,,1.0,,3.0,4.0,,,,7.0,30.0
102,1.0,174.0,103.0,1.0,4.0,5.0,2.0,23.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,,1.0,2.0,,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,,4.0,,2.0,2.0,,4.0,2.0,2.0,,1.0,,3.0,2.0,,,,7.0,20.0
103,1.0,174.0,104.0,3.0,5.0,4.0,2.0,22.0,3.0,2.0,3.0,1.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,,1.0,1.0,,4.0,,4.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,,4.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,3.0,4.0,,,,7.0,14.0
