,CARD,DECK,BALLOT,FORM,S218I.Q1,S218I.Q2,S218I.Q3,S218I.Q4,S218I.Q5,S218I.Q6,S218I.Q7,S218I.Q8,S218I.Q9,S218I.Q10,S218I.Q11,S218I.Q12,S218I.Q13.x,S218I.Q15,S218I.Q16,S218I.Q17,S218I.Q18,S218I.Q19,S218I.Q20,S218I.Q21,S218I.Q22,S218I.Q23,S218I.Q24,S218I.Q25,S218I.Q26,S218I.Q27A,S218I.Q27B,S218I.Q28,S218I.Q29,S218I.Q30,S218I.Q31,S218I.Q32,S218I.Q33,S218I.Q34,S218I.Q35,S218I.Q36,S218I.Q37A,S218I.Q37B,S218I.Q38,S218I.Q39A,S218I.Q39B,S218I.Q40,S218I.Q41,S218I.Q42,S218I.Q43,S218I.Q44A,S218I.Q44B,S218I.Q45,S218I.Q46,S218I.Q47,S218I.Q48,S218I.Q49,S218I.Q50,S218I.Q51,S218I.Q52,S218I.Q53.n,S218I.Q54,S218I.Q55,S218I.Q56,S218I.Q57,S218I.Q58.n,S218I.Q59,S218I.Q60,S218I.Q61,CARD..1,DECK..1,BALLOT..1,FORM..1,S218I.Q62,S218I.Q63.n,S218I.V64,S218I.V65,S218I.V66,S218I.V67,S218I.V68
35,1.0,218.0,36.0,3.0,1.0,30.0,3.0,11.0,99.0,1.0,6.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,38.0,2.0,1.0,3.0,1.0,0.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,6.0,2.0,6.0,2.0,218.0,36.0,3.0,9.0,,2.0,2.0,1.0,7.0,45.0
36,1.0,218.0,37.0,3.0,2.0,32.0,3.0,2.0,2.0,1.0,6.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,0.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,59.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,8.0,0.0,9.0,,9.0,99.0,9.0,9.0,,6.0,2.0,22.0,2.0,218.0,37.0,3.0,0.0,,2.0,2.0,1.0,7.0,35.0
37,1.0,218.0,38.0,3.0,2.0,32.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,72.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0,0.0,9.0,,9.0,99.0,9.0,9.0,,6.0,3.0,25.0,2.0,218.0,38.0,3.0,9.0,,2.0,2.0,1.0,7.0,38.0
38,1.0,218.0,39.0,3.0,1.0,34.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,57.0,2.0,5.0,1.0,3.0,6.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,7.0,2.0,22.0,2.0,218.0,39.0,3.0,7.0,,2.0,2.0,1.0,7.0,2.0
39,1.0,218.0,40.0,3.0,2.0,16.0,3.0,11.0,99.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,31.0,1.0,1.0,1.0,3.0,6.0,5.0,6.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,6.0,4.0,8.0,2.0,218.0,40.0,3.0,8.0,,2.0,2.0,1.0,7.0,18.0
40,1.0,218.0,41.0,3.0,2.0,20.0,3.0,11.0,99.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,10.0,10.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,0.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,34.0,1.0,2.0,1.0,3.0,6.0,2.0,6.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,3.0,4.0,5.0,2.0,218.0,41.0,3.0,0.0,,2.0,2.0,1.0,7.0,16.0
41,1.0,218.0,42.0,3.0,2.0,24.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,55.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,9.0,,9.0,99.0,9.0,9.0,,5.0,4.0,16.0,2.0,218.0,42.0,3.0,7.0,,2.0,2.0,1.0,7.0,48.0
42,1.0,218.0,43.0,3.0,0.0,23.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,62.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,,9.0,99.0,9.0,9.0,,1.0,5.0,23.0,2.0,218.0,43.0,3.0,7.0,,2.0,2.0,1.0,7.0,36.0
43,1.0,218.0,44.0,3.0,3.0,15.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,35.0,1.0,2.0,1.0,3.0,6.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,9.0,,9.0,99.0,9.0,9.0,,6.0,5.0,8.0,2.0,218.0,44.0,3.0,7.0,,2.0,2.0,1.0,7.0,24.0
44,1.0,218.0,45.0,3.0,3.0,16.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,19.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,8.0,4.0,8.0,2.0,218.0,45.0,3.0,8.0,,2.0,2.0,1.0,7.0,13.0
45,1.0,218.0,46.0,3.0,3.0,16.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,36.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,5.0,4.0,8.0,2.0,218.0,46.0,3.0,8.0,,2.0,2.0,1.0,7.0,20.0
46,1.0,218.0,47.0,3.0,3.0,18.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,6.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,62.0,2.0,5.0,1.0,2.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,9.0,,9.0,99.0,9.0,9.0,,4.0,5.0,8.0,2.0,218.0,47.0,3.0,9.0,,2.0,2.0,1.0,7.0,10.0
47,1.0,218.0,48.0,3.0,2.0,27.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,59.0,1.0,1.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,8.0,0.0,9.0,,9.0,99.0,9.0,9.0,,6.0,4.0,21.0,2.0,218.0,48.0,3.0,7.0,,2.0,2.0,1.0,4.0,13.0
48,1.0,218.0,49.0,3.0,1.0,21.0,3.0,11.0,99.0,1.0,6.0,5.0,2.0,3.0,2.0,2.0,3.0,7.0,2.0,1.0,2.0,5.0,8.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,26.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,,9.0,99.0,9.0,9.0,,6.0,1.0,5.0,2.0,218.0,49.0,3.0,9.0,,2.0,2.0,1.0,4.0,7.0
49,1.0,218.0,50.0,3.0,2.0,23.0,3.0,1.0,1.0,3.0,6.0,5.0,2.0,2.0,2.0,1.0,4.0,6.0,1.0,3.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,38.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,6.0,4.0,16.0,2.0,218.0,50.0,3.0,8.0,,2.0,2.0,1.0,4.0,14.0
50,1.0,218.0,51.0,3.0,2.0,13.0,3.0,11.0,99.0,1.0,6.0,5.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,16.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,4.0,1.0,5.0,2.0,218.0,51.0,3.0,8.0,,2.0,2.0,1.0,4.0,3.0
51,1.0,218.0,52.0,3.0,2.0,24.0,3.0,1.0,1.0,2.0,6.0,5.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,45.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,5.0,5.0,18.0,2.0,218.0,52.0,3.0,9.0,,2.0,2.0,1.0,4.0,23.0
52,1.0,218.0,53.0,3.0,2.0,24.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,3.0,49.0,2.0,5.0,1.0,3.0,6.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,9.0,,9.0,99.0,9.0,9.0,,5.0,4.0,10.0,2.0,218.0,53.0,3.0,0.0,,2.0,2.0,1.0,4.0,12.0
53,1.0,218.0,54.0,3.0,2.0,24.0,3.0,11.0,99.0,1.0,6.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,5.0,3.0,0.0,3.0,48.0,1.0,1.0,0.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,9.0,,9.0,99.0,9.0,9.0,,3.0,2.0,19.0,2.0,218.0,54.0,3.0,8.0,,2.0,2.0,1.0,4.0,10.0
54,1.0,218.0,55.0,3.0,3.0,18.0,3.0,11.0,99.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,34.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,4.0,3.0,2.0,218.0,55.0,3.0,8.0,,2.0,2.0,1.0,4.0,22.0
55,1.0,218.0,56.0,3.0,4.0,23.0,3.0,1.0,1.0,2.0,6.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,42.0,1.0,1.0,1.0,3.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,5.0,18.0,2.0,218.0,56.0,3.0,7.0,,2.0,2.0,1.0,4.0,8.0
56,1.0,218.0,57.0,3.0,3.0,20.0,3.0,11.0,99.0,2.0,6.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,25.0,2.0,5.0,1.0,3.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,,9.0,99.0,9.0,9.0,,5.0,4.0,3.0,2.0,218.0,57.0,3.0,7.0,,2.0,2.0,1.0,4.0,6.0
57,1.0,218.0,58.0,3.0,1.0,31.0,3.0,11.0,99.0,1.0,0.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,32.0,2.0,1.0,1.0,3.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,9.0,,9.0,99.0,9.0,9.0,,4.0,3.0,3.0,2.0,218.0,58.0,3.0,8.0,,2.0,2.0,2.0,4.0,3.0
58,1.0,218.0,59.0,3.0,2.0,31.0,3.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,63.0,1.0,1.0,1.0,3.0,6.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,27.0,2.0,218.0,59.0,3.0,0.0,,2.0,2.0,2.0,4.0,14.0
59,1.0,218.0,60.0,3.0,3.0,32.0,3.0,11.0,99.0,1.0,6.0,5.0,4.0,1.0,2.0,3.0,4.0,6.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,29.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,7.0,2.0,9.0,,9.0,99.0,9.0,9.0,,7.0,2.0,3.0,2.0,218.0,60.0,3.0,9.0,,2.0,2.0,2.0,4.0,12.0
60,1.0,218.0,61.0,3.0,3.0,53.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,82.0,1.0,1.0,1.0,3.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,9.0,,9.0,99.0,9.0,9.0,,5.0,5.0,31.0,2.0,218.0,61.0,3.0,5.0,,2.0,2.0,2.0,4.0,2.0
61,1.0,218.0,62.0,3.0,3.0,40.0,3.0,11.0,99.0,1.0,6.0,5.0,1.0,2.0,1.0,3.0,4.0,6.0,2.0,1.0,3.0,5.0,8.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,42.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,9.0,,9.0,99.0,9.0,9.0,,6.0,4.0,3.0,2.0,218.0,62.0,3.0,9.0,,2.0,2.0,2.0,4.0,4.0
62,1.0,218.0,63.0,3.0,3.0,50.0,3.0,1.0,1.0,1.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,83.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,6.0,3.0,9.0,,9.0,99.0,9.0,9.0,,6.0,3.0,30.0,2.0,218.0,63.0,3.0,5.0,,2.0,2.0,2.0,4.0,0.0
63,1.0,218.0,64.0,3.0,4.0,38.0,3.0,2.0,2.0,1.0,6.0,5.0,1.0,4.0,2.0,3.0,4.0,6.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,69.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,9.0,,9.0,99.0,9.0,9.0,,6.0,2.0,31.0,2.0,218.0,64.0,3.0,5.0,,2.0,2.0,2.0,4.0,8.0
64,1.0,218.0,65.0,3.0,4.0,53.0,3.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,83.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,9.0,,9.0,99.0,9.0,9.0,,7.0,4.0,30.0,2.0,218.0,65.0,3.0,6.0,,2.0,2.0,2.0,4.0,6.0
65,1.0,218.0,66.0,3.0,1.0,84.0,3.0,11.0,99.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,99.0,1.0,3.0,2.0,0.0,2.0,2.0,6.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,9.0,,9.0,99.0,9.0,9.0,,4.0,3.0,4.0,2.0,218.0,66.0,3.0,7.0,,2.0,2.0,2.0,4.0,7.0
66,1.0,218.0,67.0,3.0,2.0,40.0,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,74.0,2.0,5.0,1.0,3.0,6.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,9.0,,9.0,99.0,9.0,9.0,,1.0,4.0,30.0,2.0,218.0,67.0,3.0,5.0,,2.0,2.0,2.0,4.0,17.0
67,1.0,218.0,68.0,3.0,2.0,57.0,3.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,82.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,3.0,2.0,24.0,2.0,218.0,68.0,3.0,5.0,,2.0,2.0,2.0,4.0,16.0
68,1.0,218.0,69.0,3.0,2.0,51.0,0.0,11.0,99.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,0.0,5.0,1.0,2.0,70.0,1.0,1.0,1.0,3.0,6.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,8.0,0.0,9.0,,9.0,99.0,9.0,9.0,,5.0,3.0,4.0,2.0,218.0,69.0,3.0,7.0,,2.0,2.0,2.0,4.0,10.0
69,1.0,218.0,70.0,3.0,3.0,24.0,3.0,2.0,2.0,1.0,6.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,50.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,20.0,2.0,218.0,70.0,3.0,8.0,,2.0,2.0,2.0,4.0,13.0
70,1.0,218.0,71.0,3.0,3.0,32.0,3.0,11.0,99.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,0.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,76.0,1.0,2.0,1.0,3.0,6.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,9.0,,9.0,99.0,9.0,9.0,,4.0,4.0,20.0,2.0,218.0,71.0,3.0,7.0,,2.0,2.0,3.0,4.0,0.0
71,1.0,218.0,72.0,3.0,3.0,35.0,3.0,11.0,99.0,1.0,6.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,50.0,2.0,1.0,1.0,3.0,6.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,5.0,2.0,19.0,2.0,218.0,72.0,3.0,7.0,,2.0,2.0,3.0,4.0,2.0
72,1.0,218.0,73.0,3.0,4.0,36.0,3.0,11.0,99.0,3.0,6.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,58.0,1.0,1.0,2.0,3.0,6.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,4.0,5.0,19.0,2.0,218.0,73.0,3.0,7.0,,2.0,2.0,3.0,4.0,3.0
73,1.0,218.0,74.0,3.0,3.0,44.0,3.0,11.0,99.0,1.0,6.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,60.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,3.0,4.0,18.0,2.0,218.0,74.0,3.0,7.0,,2.0,2.0,3.0,4.0,6.0
74,1.0,218.0,75.0,3.0,4.0,48.0,3.0,11.0,99.0,1.0,6.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,66.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,3.0,19.0,2.0,218.0,75.0,3.0,8.0,,2.0,2.0,3.0,4.0,7.0
75,1.0,218.0,76.0,3.0,4.0,41.0,3.0,11.0,99.0,1.0,6.0,5.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,57.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,6.0,3.0,19.0,2.0,218.0,76.0,3.0,9.0,,2.0,2.0,3.0,4.0,4.0
76,1.0,218.0,77.0,3.0,4.0,38.0,3.0,11.0,99.0,1.0,6.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,54.0,1.0,1.0,1.0,3.0,6.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,7.0,4.0,19.0,2.0,218.0,77.0,3.0,8.0,,2.0,2.0,3.0,4.0,10.0
77,1.0,218.0,78.0,3.0,4.0,42.0,3.0,11.0,99.0,1.0,6.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,1.0,58.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,,9.0,99.0,9.0,9.0,,7.0,3.0,18.0,2.0,218.0,78.0,3.0,7.0,,2.0,2.0,3.0,4.0,8.0
