,CARD,DECK,BALLOT,S175.Q1,S175.Q2,S175.Q3,S175.Q4,S175.Q5,S175.Q6,S175.Q7.n,S175.Q8,S175.Q9,S175.Q10,S175.Q11,S175.Q12,S175.Q13,S175.Q14,S175.Q15,S175.Q16.n,S175.Q17,S175.Q18,S175.Q19,S175.Q20,S175.Q21,S175.Q22,S175.Q23,S175.Q24,S175.Q25,S175.Q26,S175.Q27,S175.Q28.n,S175.Q29,S175.Q30A,S175.Q30B,S175.Q30C,S175.Q30D,S175.Q30E,S175.Q30F,S175.Q30G,S175.Q30H,S175.Q30I,S175.Q30J,S175.Q31.n,S175.Q32,S175.Q33,S175.Q34,S175.Q35,S175.Q36,S175.Q37,S175.Q38,S175.Q39,S175.Q40,S175.Q41,S175.Q42A,S175.Q42B,S175.Q42C,S175.Q42D,S175.Q42E,S175.Q42F,S175.Q42G,S175.Q42H,S175.Q42I,S175.Q42J,S175.Q42K,S175.Q42L,S175.Q43.n,S175.Q44,S175.Q45,S175.Q46,S175.Q47.n,S175.V48,S175.V49,S175.V50
46,1.0,175.0,47.0,3.0,3.0,4.0,6.0,1.0,3.0,,1.0,3.0,5.0,3.0,4.0,3.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,,1.0,2.0,2.0,,1.0,4.0,42.0
47,1.0,175.0,48.0,4.0,7.0,4.0,3.0,1.0,3.0,,1.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,3.0,,1.0,4.0,49.0
48,1.0,175.0,49.0,3.0,8.0,4.0,7.0,1.0,2.0,,1.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,,3.0,3.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,5.0,,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,,3.0,1.0,3.0,2.0,5.0,1.0,5.0,1.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,,2.0,3.0,2.0,,2.0,2.0,11.0
49,1.0,175.0,50.0,3.0,5.0,4.0,7.0,2.0,1.0,,1.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,,3.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,,3.0,4.0,1.0,,2.0,3.0,8.0
50,1.0,175.0,51.0,2.0,6.0,4.0,5.0,1.0,4.0,,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,,2.0,3.0,2.0,,2.0,3.0,32.0
51,1.0,175.0,52.0,1.0,5.0,4.0,5.0,1.0,3.0,,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,,2.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,4.0,1.0,4.0,2.0,5.0,2.0,7.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,,2.0,3.0,2.0,,2.0,3.0,66.0
52,1.0,175.0,53.0,1.0,10.0,4.0,6.0,1.0,1.0,,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,,4.0,4.0,3.0,,2.0,3.0,49.0
53,1.0,175.0,54.0,1.0,6.0,3.0,6.0,1.0,4.0,,1.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,2.0,4.0,1.0,4.0,3.0,6.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,,5.0,4.0,5.0,,2.0,3.0,27.0
54,1.0,175.0,55.0,2.0,5.0,2.0,9.0,1.0,2.0,,1.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,5.0,2.0,,2.0,2.0,21.0
55,1.0,175.0,56.0,2.0,11.0,2.0,4.0,1.0,3.0,,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,4.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,,5.0,5.0,2.0,,2.0,2.0,87.0
56,1.0,175.0,57.0,3.0,7.0,3.0,7.0,1.0,3.0,,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,,2.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,5.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,,1.0,5.0,2.0,,2.0,2.0,49.0
57,1.0,175.0,58.0,1.0,9.0,3.0,9.0,1.0,1.0,,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,3.0,2.0,3.0,,2.0,2.0,102.0
58,1.0,175.0,59.0,2.0,8.0,3.0,5.0,1.0,1.0,,1.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,,5.0,5.0,5.0,,2.0,2.0,103.0
59,1.0,175.0,60.0,1.0,6.0,5.0,6.0,1.0,2.0,,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,,1.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,,1.0,3.0,2.0,,2.0,3.0,3.0
60,1.0,175.0,61.0,3.0,9.0,4.0,6.0,1.0,4.0,,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,2.0,3.0,24.0
61,1.0,175.0,62.0,3.0,9.0,3.0,7.0,1.0,2.0,,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,,2.0,3.0,3.0,,2.0,3.0,57.0
62,1.0,175.0,63.0,1.0,9.0,3.0,5.0,2.0,1.0,,1.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,,2.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,,2.0,2.0,3.0,,2.0,3.0,19.0
63,1.0,175.0,64.0,1.0,5.0,4.0,1.0,1.0,4.0,,1.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,,1.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,4.0,2.0,3.0,2.0,4.0,3.0,7.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,,5.0,4.0,4.0,,0.0,6.0,14.0
64,1.0,175.0,65.0,2.0,7.0,5.0,4.0,2.0,1.0,,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,5.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,0.0,3.0,4.0,4.0,,3.0,4.0,2.0,,2.0,1.0,14.0
65,1.0,175.0,66.0,1.0,3.0,4.0,4.0,1.0,4.0,,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,5.0,,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,,2.0,2.0,4.0,2.0,2.0,2.0,7.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,,2.0,5.0,4.0,,1.0,4.0,37.0
66,1.0,175.0,67.0,1.0,6.0,3.0,6.0,1.0,4.0,,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,,4.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,1.0,,1.0,1.0,1.0,,1.0,4.0,55.0
67,1.0,175.0,68.0,2.0,8.0,4.0,9.0,2.0,4.0,,1.0,4.0,5.0,3.0,1.0,1.0,3.0,1.0,,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,3.0,1.0,3.0,2.0,7.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,0.0,4.0,2.0,1.0,2.0,4.0,4.0,,5.0,5.0,5.0,,0.0,7.0,48.0
68,1.0,175.0,69.0,3.0,11.0,4.0,9.0,2.0,2.0,,2.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,,1.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,4.0,2.0,5.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,,4.0,3.0,3.0,,0.0,7.0,17.0
69,1.0,175.0,70.0,2.0,11.0,2.0,6.0,1.0,3.0,,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,,2.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,5.0,2.0,4.0,2.0,7.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,,2.0,3.0,3.0,,0.0,7.0,61.0
70,1.0,175.0,71.0,2.0,7.0,3.0,2.0,1.0,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,3.0,4.0,,0.0,7.0,52.0
71,1.0,175.0,72.0,2.0,10.0,2.0,7.0,1.0,4.0,,1.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,,2.0,4.0,3.0,,0.0,6.0,40.0
72,1.0,175.0,73.0,3.0,7.0,3.0,7.0,1.0,4.0,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,,2.0,2.0,3.0,,0.0,6.0,63.0
73,1.0,175.0,74.0,1.0,3.0,3.0,5.0,1.0,4.0,,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,,1.0,1.0,4.0,0.0,3.0,1.0,6.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,,5.0,5.0,5.0,,0.0,6.0,84.0
74,1.0,175.0,75.0,3.0,9.0,5.0,4.0,1.0,1.0,,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,,3.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,,5.0,5.0,2.0,,0.0,8.0,10.0
75,1.0,175.0,76.0,5.0,6.0,5.0,4.0,1.0,3.0,,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,,4.0,5.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,5.0,2.0,4.0,2.0,7.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,8.0,43.0
76,1.0,175.0,77.0,5.0,9.0,5.0,4.0,1.0,2.0,,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,5.0,,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,,3.0,1.0,4.0,2.0,5.0,2.0,7.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,2.0,3.0,2.0,,0.0,8.0,42.0
77,1.0,175.0,78.0,2.0,4.0,4.0,4.0,1.0,4.0,,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,,2.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,5.0,2.0,4.0,2.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,,4.0,3.0,3.0,,0.0,8.0,1.0
78,1.0,175.0,79.0,3.0,9.0,4.0,4.0,1.0,1.0,,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,2.0,5.0,2.0,4.0,2.0,7.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,,2.0,4.0,2.0,,0.0,8.0,29.0
79,1.0,175.0,80.0,2.0,11.0,5.0,3.0,2.0,3.0,,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,3.0,2.0,7.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,,3.0,3.0,2.0,,0.0,6.0,37.0
80,1.0,175.0,81.0,2.0,10.0,4.0,7.0,1.0,3.0,,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,,2.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,,2.0,2.0,2.0,,0.0,6.0,17.0
81,1.0,175.0,82.0,3.0,11.0,3.0,1.0,1.0,4.0,,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,,2.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,4.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,,2.0,3.0,2.0,,0.0,6.0,33.0
82,1.0,175.0,83.0,4.0,10.0,3.0,7.0,1.0,4.0,,1.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,4.0,2.0,2.0,1.0,6.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,,2.0,5.0,5.0,,2.0,3.0,67.0
83,1.0,175.0,84.0,2.0,10.0,5.0,1.0,1.0,4.0,,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,4.0,1.0,,0.0,6.0,25.0
84,1.0,175.0,85.0,1.0,5.0,4.0,1.0,1.0,4.0,,1.0,5.0,4.0,1.0,3.0,1.0,1.0,4.0,,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,3.0,1.0,3.0,2.0,2.0,3.0,6.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,,3.0,4.0,3.0,,0.0,6.0,13.0
85,1.0,175.0,86.0,3.0,11.0,2.0,2.0,2.0,4.0,,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,,4.0,4.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,4.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,3.0,2.0,1.0,3.0,7.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,,4.0,3.0,4.0,,1.0,4.0,7.0
86,1.0,175.0,87.0,1.0,7.0,4.0,6.0,1.0,3.0,,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,4.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,,0.0,0.0,0.0,,2.0,2.0,53.0
87,1.0,175.0,88.0,1.0,10.0,5.0,6.0,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,,3.0,4.0,2.0,,2.0,3.0,26.0
88,1.0,175.0,89.0,1.0,10.0,3.0,5.0,1.0,2.0,,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,,2.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,3.0,2.0,4.0,,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,,2.0,3.0,0.0,,2.0,3.0,64.0
89,1.0,175.0,90.0,2.0,9.0,4.0,2.0,1.0,4.0,,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,,2.0,1.0,37.0
90,1.0,175.0,91.0,1.0,7.0,3.0,6.0,1.0,4.0,,1.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,5.0,,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,1.0,4.0,1.0,5.0,2.0,7.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,,2.0,4.0,3.0,,1.0,4.0,59.0
91,1.0,175.0,92.0,2.0,6.0,2.0,6.0,1.0,3.0,,1.0,3.0,5.0,3.0,1.0,2.0,1.0,1.0,,4.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,,3.0,2.0,4.0,1.0,5.0,2.0,7.0,4.0,3.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,,5.0,5.0,5.0,,0.0,7.0,55.0
92,1.0,175.0,93.0,2.0,7.0,1.0,7.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,3.0,3.0,3.0,1.0,5.0,2.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,3.0,0.0,1.0,3.0,6.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,,2.0,5.0,5.0,,0.0,6.0,66.0
93,1.0,175.0,94.0,1.0,7.0,4.0,4.0,1.0,4.0,,1.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,,1.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,4.0,2.0,0.0,2.0,4.0,2.0,7.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,,3.0,3.0,2.0,,0.0,8.0,3.0
