,CARD,DECK,BALLOT,S210.Q1,S210.Q2,S210.Q3,S210.Q4,S210.Q5,S210.Q6,S210.Q7,S210.Q8,S210.Q9,S210.Q10,S210.Q11,S210.Q12,S210.Q13,S210.Q14,S210.Q15,S210.Q16,S210.Q17,S210.Q18,S210.Q19,S210.Q20,S210.Q21,S210.Q22,S210.Q23,S210.Q24,S210.Q25,S210.Q27,S210.Q28,S210.Q29,S210.Q30,S210.Q31,S210.Q32,S210.Q33,S210.Q34,S210.Q35,S210.Q36,S210.Q37,S210.Q38,S210.Q39,S210.Q40,S210.Q41,S210.Q42,S210.Q44,S210.Q45,S210.Q46,S210.Q47,S210.Q48,S210.Q49,S210.Q50.n,S210.Q51,S210.Q52,S210.Q53.1,S210.Q53.2,S210.Q53.3,S210.Q53.4,S210.Q53.5,S210.Q53.6,S210.Q53.7,S210.Q53.8,S210.Q53.9,S210.Q53.10,S210.Q53.11,S210.Q53.12,S210.Q53.13,S210.Q53.14,S210.V54,S210.V55,S210.V56,S210.V57
206,1.0,210.0,207.0,0.0,5.0,3.0,5.0,4.0,2.0,1.0,2.0,1.0,5.0,6.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,6.0,6.0,5.0,0.0,7.0,0.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,,4.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,8.0
207,1.0,210.0,208.0,2.0,10.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,6.0,7.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,2.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,9.0
208,1.0,210.0,209.0,0.0,4.0,8.0,6.0,3.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,6.0,6.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,10.0
209,1.0,210.0,210.0,7.0,0.0,0.0,6.0,4.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,3.0,4.0,5.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,,4.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,12.0
210,1.0,210.0,211.0,6.0,5.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,5.0,6.0,6.0,1.0,4.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,7.0,1.0,3.0,3.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,13.0
211,1.0,210.0,212.0,1.0,0.0,0.0,6.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,5.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,14.0
212,1.0,210.0,213.0,3.0,5.0,0.0,5.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,3.0,5.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,15.0
213,1.0,210.0,214.0,2.0,3.0,1.0,0.0,3.0,1.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,16.0
214,1.0,210.0,215.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,17.0
215,1.0,210.0,216.0,2.0,10.0,5.0,3.0,5.0,1.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,18.0
216,1.0,210.0,217.0,6.0,8.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,,4.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,19.0
217,1.0,210.0,218.0,4.0,9.0,1.0,6.0,2.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,5.0,0.0,3.0,1.0,2.0,2.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,5.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,20.0
218,1.0,210.0,219.0,4.0,5.0,4.0,6.0,2.0,1.0,3.0,5.0,1.0,0.0,6.0,6.0,1.0,4.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,5.0,1.0,4.0,4.0,2.0,2.0,7.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,21.0
219,1.0,210.0,220.0,3.0,5.0,5.0,6.0,5.0,1.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,5.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,5.0,,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,22.0
220,1.0,210.0,221.0,3.0,5.0,2.0,5.0,4.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,5.0,4.0,4.0,7.0,0.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,,4.0,8.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,23.0
221,1.0,210.0,222.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,2.0,6.0,6.0,6.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,24.0
222,1.0,210.0,223.0,3.0,7.0,1.0,6.0,5.0,1.0,3.0,5.0,1.0,5.0,6.0,4.0,1.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,5.0,,4.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,25.0
223,1.0,210.0,224.0,0.0,8.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,26.0
224,1.0,210.0,225.0,3.0,6.0,2.0,5.0,0.0,1.0,3.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,6.0,4.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,27.0
225,1.0,210.0,226.0,1.0,6.0,0.0,6.0,0.0,1.0,3.0,5.0,1.0,0.0,6.0,6.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,,4.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,28.0
226,1.0,210.0,227.0,0.0,0.0,6.0,6.0,0.0,1.0,3.0,5.0,2.0,5.0,6.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,5.0,,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,29.0
227,1.0,210.0,228.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0,3.0,0.0,5.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,,4.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,30.0
228,1.0,210.0,229.0,0.0,8.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,,4.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,31.0
229,1.0,210.0,230.0,2.0,6.0,5.0,6.0,4.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,6.0,6.0,3.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,,4.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,32.0
230,1.0,210.0,231.0,3.0,5.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,4.0,6.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,6.0,4.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,34.0
231,1.0,210.0,232.0,3.0,0.0,5.0,6.0,2.0,1.0,3.0,5.0,1.0,5.0,6.0,5.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,35.0
232,1.0,210.0,233.0,3.0,7.0,6.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,6.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,5.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,36.0
233,1.0,210.0,234.0,5.0,8.0,7.0,6.0,5.0,1.0,3.0,5.0,1.0,4.0,6.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,37.0
234,1.0,210.0,235.0,3.0,8.0,3.0,5.0,2.0,1.0,3.0,5.0,1.0,6.0,6.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,,4.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,38.0
235,1.0,210.0,236.0,3.0,8.0,5.0,6.0,2.0,2.0,1.0,4.0,1.0,5.0,6.0,4.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,39.0
236,1.0,210.0,237.0,3.0,8.0,6.0,3.0,5.0,1.0,3.0,5.0,1.0,6.0,6.0,4.0,1.0,3.0,0.0,3.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,40.0
237,1.0,210.0,238.0,2.0,6.0,7.0,5.0,4.0,1.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,41.0
238,1.0,210.0,239.0,3.0,6.0,4.0,6.0,4.0,2.0,1.0,4.0,1.0,5.0,6.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,42.0
239,1.0,210.0,240.0,7.0,9.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,6.0,6.0,4.0,1.0,5.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,7.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,,4.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,43.0
240,1.0,210.0,241.0,4.0,6.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,,4.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,44.0
241,1.0,210.0,242.0,3.0,5.0,3.0,6.0,4.0,2.0,1.0,2.0,1.0,5.0,6.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,45.0
242,1.0,210.0,243.0,1.0,9.0,4.0,5.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,3.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,46.0
243,1.0,210.0,244.0,2.0,5.0,1.0,5.0,3.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,47.0
244,1.0,210.0,245.0,4.0,8.0,5.0,5.0,2.0,1.0,3.0,5.0,1.0,4.0,6.0,6.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,48.0
245,1.0,210.0,246.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,5.0,1.0,6.0,6.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,,4.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,49.0
246,1.0,210.0,247.0,2.0,8.0,2.0,5.0,2.0,1.0,3.0,5.0,1.0,6.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,50.0
247,1.0,210.0,248.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,6.0,3.0,1.0,0.0,3.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,,4.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,51.0
248,1.0,210.0,249.0,2.0,6.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,5.0,6.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,7.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,52.0
249,1.0,210.0,250.0,3.0,7.0,1.0,6.0,2.0,1.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,53.0
250,1.0,210.0,251.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,5.0,2.0,6.0,6.0,4.0,1.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,,4.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,54.0
251,1.0,210.0,252.0,3.0,5.0,0.0,6.0,3.0,1.0,3.0,5.0,1.0,5.0,6.0,6.0,1.0,3.0,4.0,3.0,1.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,0.0,6.0,6.0,5.0,5.0,7.0,1.0,2.0,1.0,5.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,55.0
252,1.0,210.0,253.0,3.0,5.0,6.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,56.0
