,CARD,DECK,BALLOT,S136.Q1,S136.Q2,S136.V3,S136.Q3A.1,S136.Q3A.2,S136.Q4,S136.Q5,S136.Q6,S136.Q7,S136.Q8,S136.Q9,S136.Q10,S136.Q11,S136.Q12,S136.Q13,S136.Q14,S136.Q15,S136.Q16,S136.Q17,S136.Q18,S136.Q19A,S136.Q19B,S136.Q21,S136.Q22,S136.V23,S136.V24
504,1.0,136.0,505.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,4.0,492.0
505,1.0,136.0,506.0,4.0,1.0,1.0,1.0,200.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,1.0,9.0,46.0
506,1.0,136.0,507.0,3.0,1.0,1.0,62.0,200.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,7.0,3.0,2.0,3.0,1.0,0.0,5.0,5.0,4.0,4.0,5.0,75.0
507,1.0,136.0,508.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,8.0,3.0,2.0,4.0,5.0,1.0,3.0,5.0,1.0,5.0,9.0,56.0
508,1.0,136.0,509.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,5.0,1.0,1.0,4.0,1.0,10.0,3.0,1.0,3.0,3.0,2.0,6.0,6.0,1.0,1.0,10.0,156.0
509,1.0,136.0,510.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,156.0
510,1.0,136.0,511.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,9.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,9.0,146.0
511,1.0,136.0,512.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,7.0,3.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,7.0,146.0
512,1.0,136.0,513.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,6.0,4.0,1.0,1.0,8.0,146.0
513,1.0,136.0,514.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,7.0,3.0,1.0,3.0,5.0,0.0,4.0,4.0,1.0,1.0,10.0,246.0
514,1.0,136.0,515.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,146.0
515,1.0,136.0,516.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,146.0
516,1.0,136.0,517.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,4.0,2.0,4.0,446.0
517,1.0,136.0,518.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,7.0,193.0
518,1.0,136.0,519.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,93.0
519,1.0,136.0,520.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,7.0,3.0,1.0,4.0,5.0,2.0,6.0,6.0,4.0,1.0,5.0,193.0
520,1.0,136.0,521.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,3.0,193.0
521,1.0,136.0,522.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,4.0,493.0
522,1.0,136.0,523.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,7.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,10.0,193.0
523,1.0,136.0,524.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,93.0
524,1.0,136.0,525.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,11.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,9.0,163.0
525,1.0,136.0,526.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,7.0,163.0
526,1.0,136.0,527.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,8.0,163.0
527,1.0,136.0,528.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,405.0
528,1.0,136.0,529.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,181.0
529,1.0,136.0,530.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,81.0
530,1.0,136.0,531.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,8.0,191.0
531,1.0,136.0,532.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,9.0,91.0
532,1.0,136.0,533.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,6.0,4.0,1.0,1.0,6.0,91.0
533,1.0,136.0,534.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,91.0
534,1.0,136.0,535.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,7.0,191.0
535,1.0,136.0,536.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,191.0
536,1.0,136.0,537.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,3.0,1.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,491.0
537,1.0,136.0,538.0,4.0,3.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,10.0,181.0
538,1.0,136.0,539.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,9.0,5.0
539,1.0,136.0,540.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,505.0
540,1.0,136.0,541.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,6.0,4.0,4.0,4.0,3.0,191.0
541,1.0,136.0,542.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,5.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,5.0,5.0,1.0,191.0
542,1.0,136.0,543.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,10.0,191.0
543,1.0,136.0,544.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,91.0
544,1.0,136.0,545.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,91.0
545,1.0,136.0,546.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,7.0,161.0
546,1.0,136.0,547.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,8.0,161.0
547,1.0,136.0,548.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,5.0,0.0,1.0,4.0,1.0,1.0,10.0,261.0
548,1.0,136.0,549.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,7.0,61.0
549,1.0,136.0,550.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,8.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,161.0
550,1.0,136.0,551.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,9.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,461.0
551,1.0,136.0,552.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,8.0,3.0,1.0,3.0,5.0,1.0,3.0,4.0,2.0,1.0,3.0,161.0
552,1.0,136.0,553.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,7.0,3.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,10.0,161.0
553,1.0,136.0,554.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,61.0
554,1.0,136.0,555.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0,161.0
555,1.0,136.0,556.0,4.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,1.0,1.0,10.0,61.0
556,1.0,136.0,557.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,61.0
557,1.0,136.0,558.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,8.0,171.0
558,1.0,136.0,559.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,5.0,4.0,4.0,9.0,171.0
559,1.0,136.0,560.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,6.0,4.0,2.0,10.0,271.0
560,1.0,136.0,561.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,4.0,4.0,6.0,71.0
561,1.0,136.0,562.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,9.0,71.0
562,1.0,136.0,563.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,7.0,3.0,1.0,3.0,4.0,1.0,2.0,5.0,1.0,4.0,7.0,71.0
563,1.0,136.0,564.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,7.0,171.0
564,1.0,136.0,565.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,10.0,105.0
565,1.0,136.0,566.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,10.0,3.0,1.0,3.0,5.0,0.0,3.0,3.0,2.0,2.0,2.0,105.0
566,1.0,136.0,567.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,9.0,3.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,2.0,5.0
567,1.0,136.0,568.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,3.0,1.0,4.0,6.0,6.0,1.0,1.0,10.0,5.0
568,1.0,136.0,569.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0
569,1.0,136.0,570.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,1.0,7.0,181.0
570,1.0,136.0,571.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,181.0
571,1.0,136.0,572.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,2.0,2.0,5.0,5.0,1.0,5.0,181.0
572,1.0,136.0,573.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,7.0,3.0,1.0,3.0,1.0,1.0,6.0,4.0,1.0,4.0,4.0,481.0
573,1.0,136.0,574.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,6.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,7.0,81.0
574,1.0,136.0,575.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,7.0,3.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,5.0,171.0
575,1.0,136.0,576.0,3.0,1.0,1.0,18.0,125.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,237.0
576,1.0,136.0,577.0,3.0,1.0,1.0,17.0,125.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,204.0
577,1.0,136.0,578.0,2.0,1.0,1.0,50.0,225.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,335.0
578,1.0,136.0,579.0,3.0,1.0,1.0,62.0,225.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,5.0,5.0,3.0,4.0,5.0,72.0
579,1.0,136.0,580.0,2.0,1.0,1.0,98.0,225.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,222.0
580,1.0,136.0,581.0,3.0,1.0,1.0,40.0,225.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,35.0
581,1.0,136.0,582.0,2.0,1.0,1.0,99.0,225.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,6.0,6.0,4.0,4.0,4.0,205.0
582,1.0,136.0,583.0,2.0,1.0,1.0,68.0,225.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,319.0
583,1.0,136.0,584.0,3.0,1.0,1.0,5.0,25.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,64.0
584,1.0,136.0,585.0,4.0,1.0,1.0,5.0,25.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,9.0,70.0
585,1.0,136.0,586.0,3.0,1.0,1.0,12.0,125.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,1.0,3.0,14.0
586,1.0,136.0,587.0,2.0,1.0,1.0,33.0,125.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,7.0,31.0
587,1.0,136.0,588.0,3.0,1.0,1.0,98.0,125.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,85.0
588,1.0,136.0,589.0,3.0,1.0,1.0,14.0,125.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,7.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,193.0
589,1.0,136.0,590.0,2.0,1.0,1.0,34.0,125.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,7.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,8.0,127.0
590,1.0,136.0,591.0,3.0,1.0,1.0,40.0,125.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,99.0
591,1.0,136.0,592.0,3.0,1.0,1.0,15.0,125.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,4.0,2.0,1.0,1.0,63.0
592,1.0,136.0,593.0,4.0,1.0,1.0,5.0,25.0,2.0,3.0,4.0,2.0,5.0,4.0,0.0,4.0,1.0,0.0,1.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,9.0,162.0
593,1.0,136.0,594.0,3.0,1.0,1.0,4.0,25.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,69.0
594,1.0,136.0,595.0,3.0,1.0,1.0,4.0,25.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,3.0,55.0
595,1.0,136.0,596.0,3.0,1.0,1.0,3.0,25.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,3.0,19.0
596,1.0,136.0,597.0,2.0,1.0,1.0,35.0,135.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,7.0,48.0
597,1.0,136.0,598.0,3.0,1.0,1.0,45.0,135.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,33.0
598,1.0,136.0,599.0,2.0,1.0,1.0,80.0,235.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,4.0,122.0
599,1.0,136.0,600.0,2.0,1.0,1.0,80.0,235.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,118.0
600,1.0,136.0,601.0,2.0,1.0,1.0,70.0,235.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,116.0
601,1.0,136.0,602.0,4.0,1.0,1.0,5.0,35.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,9.0,133.0
602,1.0,136.0,603.0,3.0,1.0,1.0,5.0,35.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,8.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,30.0
603,1.0,136.0,604.0,2.0,1.0,1.0,8.0,35.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,308.0
604,1.0,136.0,605.0,3.0,1.0,1.0,17.0,35.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,4.0,4.0,4.0,6.0,142.0
605,1.0,136.0,606.0,3.0,1.0,1.0,98.0,35.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0,26.0
606,1.0,136.0,607.0,2.0,1.0,1.0,14.0,35.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,5.0,8.0,154.0
607,1.0,136.0,608.0,3.0,1.0,1.0,14.0,35.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,65.0
608,1.0,136.0,609.0,2.0,1.0,1.0,10.0,35.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,8.0,163.0
609,1.0,136.0,610.0,3.0,1.0,1.0,11.0,35.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,6.0,6.0,4.0,1.0,5.0,101.0
610,1.0,136.0,611.0,3.0,1.0,1.0,12.0,35.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,5.0,35.0
611,1.0,136.0,612.0,2.0,1.0,1.0,12.0,35.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,8.0,161.0
612,1.0,136.0,613.0,2.0,1.0,1.0,17.0,55.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,8.0,123.0
613,1.0,136.0,614.0,3.0,1.0,1.0,17.0,55.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,7.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,196.0
614,1.0,136.0,615.0,2.0,1.0,1.0,17.0,55.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,8.0,114.0
615,1.0,136.0,616.0,2.0,1.0,1.0,17.0,55.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,6.0,6.0,1.0,1.0,8.0,150.0
616,1.0,136.0,617.0,3.0,1.0,1.0,46.0,155.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,2.0,5.0,52.0
617,1.0,136.0,618.0,2.0,1.0,1.0,14.0,55.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,6.0,6.0,2.0,2.0,8.0,104.0
618,1.0,136.0,619.0,3.0,1.0,1.0,20.0,55.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,6.0,161.0
619,1.0,136.0,620.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,9.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,195.0
