,CARD,DECK,BALLOT,S47.Q1,S47.Q2,S47.Q3,S47.Q4,S47.Q5A,S47.Q5B,S47.Q6,S47.Q7,S47.Q8,S47.Q9,S47.Q10,S47.Q11,S47.Q12,S47.Q13,S47.Q14,S47.Q15,S47.Q16,S47.Q17,S47.Q18,S47.Q19,S47.Q20,S47.Q21,S47.Q22,S47.Q23,S47.Q24,S47.Q25,S47.Q26,S47.Q27,S47.Q28,S47.Q29,S47.Q30,S47.Q31,S47.Q32,S47.Q33,S47.Q34,S47.Q35,S47.Q36,S47.Q37,S47.Q38,S47.Q39J,S47.Q40,S47.Q40A,S47.Q41,S47.Q42,S47.Q43A,S47.Q43B,S47.Q43C,S47.Q44,S47.Q45,S47.Q46,S47.Q46A,S47.Q46B,S47.Q46C,S47.Q46D,S47.Q46E,S47.Q47A,S47.Q47B,S47.Q47C,S47.Q47D,S47.Q47E,S47.Q47F,S47.Q47G,S47.Q47H,S47.Q48,S47.Q49,CARD..1,DECK..1,BALLOT..1,S47.V50,S47.V51,S47.V52,S47.V53
177,1.0,47.0,178.0,5.0,1.0,2.0,1.0,1.0,2.0,6.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,47.0,178.0,3.0,6.0,3.0,4130.0
178,1.0,47.0,179.0,4.0,1.0,2.0,1.0,4.0,6.0,6.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,179.0,5.0,7.0,3.0,4156.0
179,1.0,47.0,180.0,6.0,1.0,1.0,1.0,4.0,7.0,7.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,6.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,10.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,47.0,180.0,1.0,9.0,3.0,4244.0
180,1.0,47.0,181.0,6.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,47.0,181.0,8.0,10.0,5.0,4079.0
181,1.0,47.0,182.0,6.0,2.0,2.0,1.0,6.0,7.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,6.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,182.0,8.0,7.0,6.0,4028.0
182,1.0,47.0,183.0,6.0,2.0,2.0,1.0,1.0,2.0,6.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,47.0,183.0,5.0,5.0,6.0,4199.0
183,1.0,47.0,184.0,6.0,2.0,2.0,1.0,3.0,5.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,9.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,47.0,184.0,3.0,7.0,6.0,4165.0
184,1.0,47.0,185.0,6.0,2.0,1.0,1.0,1.0,3.0,7.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,185.0,5.0,6.0,5.0,4119.0
185,1.0,47.0,186.0,6.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,0.0,2.0,2.0,2.0,5.0,2.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,0.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,47.0,186.0,9.0,3.0,6.0,4104.0
186,1.0,47.0,187.0,6.0,2.0,1.0,1.0,4.0,6.0,6.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,47.0,187.0,6.0,8.0,6.0,4241.0
187,1.0,47.0,188.0,6.0,2.0,1.0,1.0,2.0,6.0,6.0,0.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,6.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,6.0,2.0,5.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,47.0,188.0,8.0,10.0,6.0,4189.0
188,1.0,47.0,189.0,2.0,2.0,2.0,1.0,4.0,4.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,189.0,8.0,9.0,2.0,4181.0
189,1.0,47.0,190.0,6.0,2.0,2.0,1.0,3.0,4.0,6.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,47.0,190.0,4.0,10.0,6.0,4123.0
190,1.0,47.0,191.0,6.0,3.0,2.0,2.0,1.0,4.0,7.0,0.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,191.0,7.0,7.0,6.0,4019.0
191,1.0,47.0,192.0,6.0,2.0,2.0,2.0,6.0,7.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,7.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,192.0,8.0,10.0,4.0,4087.0
192,1.0,47.0,193.0,6.0,2.0,3.0,2.0,3.0,5.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,47.0,193.0,8.0,3.0,6.0,4023.0
193,1.0,47.0,194.0,3.0,2.0,2.0,2.0,1.0,3.0,6.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,194.0,8.0,6.0,2.0,4159.0
194,1.0,47.0,195.0,6.0,2.0,2.0,2.0,8.0,8.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,47.0,195.0,5.0,7.0,6.0,4158.0
195,1.0,47.0,196.0,6.0,2.0,2.0,2.0,4.0,4.0,7.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,99.0,99.0,99.0,9.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,47.0,196.0,3.0,5.0,6.0,4129.0
196,1.0,47.0,197.0,6.0,2.0,2.0,2.0,1.0,1.0,7.0,0.0,5.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,47.0,197.0,8.0,7.0,4.0,4127.0
197,1.0,47.0,198.0,6.0,2.0,1.0,2.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,47.0,198.0,8.0,4.0,6.0,4118.0
198,1.0,47.0,199.0,4.0,2.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,6.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,5.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,47.0,199.0,4.0,3.0,3.0,4166.0
199,1.0,47.0,200.0,6.0,2.0,2.0,1.0,5.0,5.0,5.0,0.0,2.0,2.0,5.0,3.0,0.0,1.0,1.0,7.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,47.0,200.0,6.0,9.0,6.0,4044.0
200,1.0,47.0,201.0,6.0,2.0,2.0,1.0,2.0,5.0,7.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,201.0,8.0,9.0,5.0,4157.0
201,1.0,47.0,202.0,6.0,2.0,2.0,2.0,1.0,11.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,7.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,47.0,202.0,3.0,6.0,6.0,4054.0
202,1.0,47.0,203.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,47.0,203.0,8.0,3.0,6.0,4029.0
203,1.0,47.0,204.0,4.0,0.0,1.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,1.0,2.0,2.0,0.0,6.0,7.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,47.0,204.0,8.0,7.0,3.0,4056.0
204,1.0,47.0,205.0,1.0,1.0,2.0,1.0,11.0,8.0,3.0,5.0,0.0,5.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,205.0,9.0,6.0,1.0,4012.0
205,1.0,47.0,206.0,3.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,5.0,4.0,4.0,2.0,3.0,0.0,6.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,9.0,99.0,99.0,99.0,9.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,47.0,206.0,0.0,8.0,2.0,4145.0
206,1.0,47.0,207.0,6.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,47.0,207.0,4.0,0.0,6.0,4195.0
207,1.0,47.0,208.0,6.0,1.0,2.0,1.0,10.0,10.0,7.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,10.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,47.0,208.0,4.0,9.0,5.0,4188.0
208,1.0,47.0,209.0,6.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,209.0,7.0,5.0,6.0,4170.0
209,1.0,47.0,210.0,6.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,210.0,8.0,9.0,5.0,4133.0
210,1.0,47.0,211.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,47.0,211.0,7.0,6.0,2.0,4114.0
211,1.0,47.0,212.0,2.0,1.0,2.0,1.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,212.0,7.0,6.0,2.0,4232.0
212,1.0,47.0,213.0,6.0,1.0,2.0,2.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,47.0,213.0,5.0,3.0,6.0,4144.0
213,1.0,47.0,214.0,4.0,1.0,2.0,2.0,2.0,2.0,7.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,7.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,47.0,214.0,4.0,8.0,3.0,4091.0
214,1.0,47.0,215.0,6.0,1.0,2.0,2.0,0.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,7.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,9.0,99.0,99.0,99.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,47.0,215.0,6.0,7.0,4.0,4247.0
215,1.0,47.0,216.0,6.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,216.0,7.0,2.0,4.0,4080.0
216,1.0,47.0,217.0,0.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,10.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,217.0,7.0,5.0,0.0,4066.0
217,1.0,47.0,218.0,0.0,1.0,2.0,1.0,4.0,6.0,6.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,9.0,99.0,99.0,99.0,9.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,47.0,218.0,0.0,8.0,0.0,4040.0
218,1.0,47.0,219.0,3.0,1.0,1.0,1.0,4.0,4.0,7.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,47.0,219.0,8.0,4.0,2.0,4163.0
219,1.0,47.0,220.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,220.0,8.0,6.0,2.0,4146.0
220,1.0,47.0,221.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,9.0,99.0,99.0,99.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,221.0,8.0,5.0,3.0,4143.0
