,CARD,DECK,BALLOT,S47.Q1,S47.Q2,S47.Q3,S47.Q4,S47.Q5A,S47.Q5B,S47.Q6,S47.Q7,S47.Q8,S47.Q9,S47.Q10,S47.Q11,S47.Q12,S47.Q13,S47.Q14,S47.Q15,S47.Q16,S47.Q17,S47.Q18,S47.Q19,S47.Q20,S47.Q21,S47.Q22,S47.Q23,S47.Q24,S47.Q25,S47.Q26,S47.Q27,S47.Q28,S47.Q29,S47.Q30,S47.Q31,S47.Q32,S47.Q33,S47.Q34,S47.Q35,S47.Q36,S47.Q37,S47.Q38,S47.Q39J,S47.Q40,S47.Q40A,S47.Q41,S47.Q42,S47.Q43A,S47.Q43B,S47.Q43C,S47.Q44,S47.Q45,S47.Q46,S47.Q46A,S47.Q46B,S47.Q46C,S47.Q46D,S47.Q46E,S47.Q47A,S47.Q47B,S47.Q47C,S47.Q47D,S47.Q47E,S47.Q47F,S47.Q47G,S47.Q47H,S47.Q48,S47.Q49,CARD..1,DECK..1,BALLOT..1,S47.V50,S47.V51,S47.V52,S47.V53
1040,1.0,47.0,1041.0,2.0,2.0,2.0,2.0,6.0,7.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,47.0,1041.0,5.0,6.0,9.0,3099.0
1041,1.0,47.0,1042.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,6.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,7.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1042.0,8.0,8.0,9.0,3371.0
1042,1.0,47.0,1043.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,47.0,1043.0,7.0,7.0,9.0,3098.0
1043,1.0,47.0,1044.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,98.0,98.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1044.0,5.0,7.0,9.0,3014.0
1044,1.0,47.0,1045.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1045.0,8.0,8.0,9.0,3295.0
1045,1.0,47.0,1046.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,47.0,1046.0,5.0,4.0,9.0,3291.0
1046,1.0,47.0,1047.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1047.0,7.0,7.0,9.0,3196.0
1047,1.0,47.0,1048.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,47.0,1048.0,2.0,10.0,9.0,3230.0
1048,1.0,47.0,1049.0,6.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,7.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,1049.0,5.0,7.0,9.0,3155.0
1049,1.0,47.0,1050.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1050.0,8.0,6.0,9.0,3018.0
1050,1.0,47.0,1051.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,1051.0,6.0,9.0,9.0,3245.0
1051,1.0,47.0,1052.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,47.0,1052.0,0.0,10.0,9.0,3025.0
1052,1.0,47.0,1053.0,2.0,1.0,2.0,2.0,4.0,7.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,7.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,47.0,1053.0,4.0,9.0,9.0,3149.0
1053,1.0,47.0,1054.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,47.0,1054.0,5.0,8.0,9.0,3421.0
1054,1.0,47.0,1055.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,7.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,9.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,47.0,1055.0,2.0,7.0,9.0,3355.0
1055,1.0,47.0,1056.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1056.0,8.0,10.0,9.0,3129.0
1056,1.0,47.0,1057.0,2.0,1.0,2.0,1.0,11.0,11.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,3.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,98.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,47.0,1057.0,6.0,99.0,9.0,3220.0
1057,1.0,47.0,1058.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,47.0,1058.0,5.0,10.0,9.0,3418.0
1058,1.0,47.0,1059.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1059.0,8.0,8.0,9.0,3423.0
1059,1.0,47.0,1060.0,2.0,1.0,1.0,1.0,6.0,7.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1060.0,7.0,9.0,9.0,3415.0
1060,1.0,47.0,1061.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1061.0,8.0,9.0,9.0,3079.0
1061,1.0,47.0,1062.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,8.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,98.0,98.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,47.0,1062.0,3.0,9.0,9.0,3369.0
1062,1.0,47.0,1063.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,6.0,6.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1063.0,8.0,5.0,9.0,3420.0
1063,1.0,47.0,1064.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1064.0,8.0,10.0,9.0,3422.0
1064,1.0,47.0,1065.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,2.0,5.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1065.0,8.0,10.0,9.0,3210.0
1065,1.0,47.0,1066.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,47.0,1066.0,5.0,8.0,9.0,3247.0
1066,1.0,47.0,1067.0,2.0,1.0,1.0,1.0,11.0,11.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,47.0,1067.0,7.0,8.0,9.0,3215.0
1067,1.0,47.0,1068.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,47.0,1068.0,7.0,8.0,9.0,3444.0
1068,1.0,47.0,1069.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1069.0,8.0,7.0,9.0,3086.0
1069,1.0,47.0,1070.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1070.0,7.0,9.0,9.0,3051.0
1070,1.0,47.0,1071.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,47.0,1071.0,5.0,8.0,9.0,3409.0
1071,1.0,47.0,1072.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1072.0,8.0,6.0,9.0,3319.0
1072,1.0,47.0,1073.0,4.0,1.0,1.0,1.0,7.0,9.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,47.0,1073.0,5.0,9.0,9.0,3227.0
1073,1.0,47.0,1074.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,47.0,1074.0,7.0,4.0,9.0,3315.0
1074,1.0,47.0,1075.0,6.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,47.0,1075.0,1.0,8.0,9.0,3032.0
1075,1.0,47.0,1076.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,47.0,1076.0,1.0,8.0,9.0,3082.0
1076,1.0,47.0,1077.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,98.0,98.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,47.0,1077.0,2.0,8.0,9.0,3252.0
1077,1.0,47.0,1078.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1078.0,7.0,8.0,9.0,3019.0
1078,1.0,47.0,1079.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,98.0,98.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,47.0,1079.0,2.0,7.0,9.0,3398.0
1079,1.0,47.0,1080.0,3.0,1.0,1.0,1.0,10.0,10.0,6.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,8.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,47.0,1080.0,4.0,10.0,9.0,3429.0
1080,1.0,47.0,1081.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,1.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,47.0,1081.0,5.0,4.0,9.0,3077.0
1081,1.0,47.0,1082.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,98.0,98.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,47.0,1082.0,4.0,8.0,9.0,3059.0
1082,1.0,47.0,1083.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,7.0,2.0,6.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,98.0,98.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,47.0,1083.0,8.0,9.0,9.0,3288.0
1083,1.0,47.0,1084.0,1.0,1.0,2.0,1.0,2.0,7.0,2.0,4.0,0.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,98.0,98.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,47.0,1084.0,7.0,10.0,9.0,3083.0
